Time_Index,Demand_MW,Demand_MW_25,Demand_MW_30,Demand_MW_35,Demand_heat,Demand_Zero,Demand_MW_SEL,Demand_MW_25_SEL,Demand_MW_30_SEL,Demand_MW_35_SEL,Demand_MW_PUS,Demand_MW_25_PUS,Demand_MW_30_PUS,Demand_MW_35_PUS,Demand_MW_TAE,Demand_MW_25_TAE,Demand_MW_30_TAE,Demand_MW_35_TAE,Demand_MW_INC,Demand_MW_25_INC,Demand_MW_30_INC,Demand_MW_35_INC,Demand_MW_KWJ,Demand_MW_25_KWJ,Demand_MW_30_KWJ,Demand_MW_35_KWJ,Demand_MW_USN,Demand_MW_25_USN,Demand_MW_30_USN,Demand_MW_35_USN,Demand_MW_SJG,Demand_MW_25_SJG,Demand_MW_30_SJG,Demand_MW_35_SJG,Demand_MW_GGI,Demand_MW_25_GGI,Demand_MW_30_GGI,Demand_MW_35_GGI,Demand_MW_GWN,Demand_MW_25_GWN,Demand_MW_30_GWN,Demand_MW_35_GWN,Demand_MW_CNA,Demand_MW_25_CNA,Demand_MW_30_CNA,Demand_MW_35_CNA,Demand_MW_CNB,Demand_MW_25_CNB,Demand_MW_30_CNB,Demand_MW_35_CNB,Demand_MW_DJJ,Demand_MW_25_DJJ,Demand_MW_30_DJJ,Demand_MW_35_DJJ,Demand_MW_JNB,Demand_MW_25_JNB,Demand_MW_30_JNB,Demand_MW_35_JNB,Demand_MW_JNA,Demand_MW_25_JNA,Demand_MW_30_JNA,Demand_MW_35_JNA,Demand_MW_GNB,Demand_MW_25_GNB,Demand_MW_30_GNB,Demand_MW_35_GNB,Demand_MW_GNA,Demand_MW_25_GNA,Demand_MW_30_GNA,Demand_MW_35_GNA,Demand_MW_JEJ,Demand_MW_25_JEJ,Demand_MW_30_JEJ,Demand_MW_35_JEJ,Demand_heat_SEL,Demand_heat_25_SEL,Demand_heat_30_SEL,Demand_heat_35_SEL,Demand_heat_PUS,Demand_heat_25_PUS,Demand_heat_30_PUS,Demand_heat_35_PUS,Demand_heat_TAE,Demand_heat_25_TAE,Demand_heat_30_TAE,Demand_heat_35_TAE,Demand_heat_INC,Demand_heat_25_INC,Demand_heat_30_INC,Demand_heat_35_INC,Demand_heat_KWJ,Demand_heat_25_KWJ,Demand_heat_30_KWJ,Demand_heat_35_KWJ,Demand_heat_USN,Demand_heat_25_USN,Demand_heat_30_USN,Demand_heat_35_USN,Demand_heat_SJG,Demand_heat_25_SJG,Demand_heat_30_SJG,Demand_heat_35_SJG,Demand_heat_GGI,Demand_heat_25_GGI,Demand_heat_30_GGI,Demand_heat_35_GGI,Demand_heat_GWN,Demand_heat_25_GWN,Demand_heat_30_GWN,Demand_heat_35_GWN,Demand_heat_CNA,Demand_heat_25_CNA,Demand_heat_30_CNA,Demand_heat_35_CNA,Demand_heat_CNB,Demand_heat_25_CNB,Demand_heat_30_CNB,Demand_heat_35_CNB,Demand_heat_DJJ,Demand_heat_25_DJJ,Demand_heat_30_DJJ,Demand_heat_35_DJJ,Demand_heat_JNB,Demand_heat_25_JNB,Demand_heat_30_JNB,Demand_heat_35_JNB,Demand_heat_JNA,Demand_heat_25_JNA,Demand_heat_30_JNA,Demand_heat_35_JNA,Demand_heat_GNB,Demand_heat_25_GNB,Demand_heat_30_GNB,Demand_heat_35_GNB,Demand_heat_GNA,Demand_heat_25_GNA,Demand_heat_30_GNA,Demand_heat_35_GNA,Demand_heat_JEJ,Demand_heat_25_JEJ,Demand_heat_30_JEJ,Demand_heat_35_JEJ
723,63849.73,67694.7,71113.06,73727.3,8700.0,0,13051.43,13837.37,14536.11,15070.48,3649.53,3869.3,4064.69,4214.11,1692.25,1794.16,1884.76,1954.05,3414.88,3620.52,3803.34,3943.16,1494.63,1584.63,1664.65,1725.85,1829.32,1939.48,2037.42,2112.31,1302.54,1380.97,1450.71,1504.04,17240.69,18278.9,19201.93,19907.82,1663.1,1763.25,1852.29,1920.38,2530.17,2682.54,2817.99,2921.59,2399.86,2544.38,2672.86,2771.12,1178.19,1249.13,1312.21,1360.45,2220.34,2354.05,2472.92,2563.83,1878.03,1991.13,2091.67,2168.57,3772.88,4000.08,4202.07,4356.54,3780.88,4008.56,4210.98,4365.79,751.02,796.25,836.46,867.21,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
724,63314.61,67127.35,70517.06,73109.39,8700.0,0,12942.04,13721.4,14414.28,14944.18,3618.94,3836.87,4030.62,4178.79,1678.07,1779.12,1868.96,1937.67,3386.26,3590.18,3771.47,3910.11,1482.1,1571.35,1650.7,1711.38,1813.99,1923.22,2020.34,2094.61,1291.62,1369.4,1438.55,1491.43,17096.19,18125.71,19041.0,19740.98,1649.16,1748.47,1836.76,1904.29,2508.97,2660.05,2794.38,2897.1,2379.75,2523.05,2650.46,2747.89,1168.31,1238.67,1301.21,1349.05,2201.73,2334.32,2452.2,2542.34,1862.3,1974.44,2074.14,2150.39,3741.26,3966.55,4166.85,4320.03,3749.19,3974.97,4175.69,4329.2,744.73,789.57,829.45,859.94,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
725,63718.35,67555.4,70966.73,73575.59,8700.0,0,13024.57,13808.9,14506.2,15039.47,3642.02,3861.34,4056.32,4205.44,1688.77,1790.47,1880.88,1950.02,3407.85,3613.07,3795.52,3935.05,1491.55,1581.37,1661.23,1722.3,1825.55,1935.49,2033.22,2107.97,1299.86,1378.13,1447.72,1500.95,17205.21,18241.29,19162.42,19866.86,1659.68,1759.62,1848.48,1916.43,2524.96,2677.02,2812.2,2915.58,2394.92,2539.14,2667.36,2765.41,1175.76,1246.56,1309.51,1357.65,2215.77,2349.21,2467.83,2558.55,1874.17,1987.03,2087.37,2164.1,3765.11,3991.85,4193.42,4347.58,3773.1,4000.31,4202.32,4356.8,749.48,794.61,834.73,865.42,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
726,65000.54,68914.8,72394.78,75056.13,8700.0,0,13286.66,14086.77,14798.11,15342.11,3715.31,3939.04,4137.95,4290.07,1722.75,1826.5,1918.73,1989.26,3476.43,3685.77,3871.89,4014.23,1521.57,1613.19,1694.65,1756.95,1862.29,1974.43,2074.14,2150.39,1326.01,1405.86,1476.86,1531.15,17551.43,18608.36,19548.02,20266.64,1693.08,1795.03,1885.67,1954.99,2575.77,2730.88,2868.79,2974.25,2443.11,2590.23,2721.03,2821.06,1199.42,1271.65,1335.86,1384.97,2260.36,2396.48,2517.49,2610.04,1911.88,2027.02,2129.37,2207.65,3840.88,4072.17,4277.8,4435.06,3849.03,4080.81,4286.88,4444.47,764.56,810.6,851.53,882.84,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
727,68132.66,72235.53,75883.2,78672.79,8700.0,0,13926.89,14765.55,15511.17,16081.38,3894.33,4128.85,4337.34,4496.79,1805.77,1914.51,2011.18,2085.12,3643.94,3863.38,4058.47,4207.66,1594.88,1690.93,1776.31,1841.61,1952.03,2069.57,2174.08,2254.0,1389.91,1473.61,1548.02,1604.93,18397.16,19505.02,20489.96,21243.2,1774.66,1881.53,1976.54,2049.2,2699.89,2862.48,3007.02,3117.56,2560.84,2715.05,2852.15,2957.0,1257.22,1332.92,1400.23,1451.71,2369.28,2511.96,2638.8,2735.81,2004.01,2124.69,2231.98,2314.03,4025.96,4268.39,4483.93,4648.77,4034.5,4277.45,4493.45,4658.63,801.4,849.66,892.56,925.38,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
728,73147.31,77552.16,81468.3,84463.21,8700.0,0,14951.93,15852.32,16652.81,17264.99,4180.96,4432.73,4656.57,4827.76,1938.67,2055.42,2159.21,2238.59,3912.14,4147.73,4357.17,4517.35,1712.27,1815.38,1907.05,1977.16,2095.7,2221.9,2334.1,2419.9,1492.21,1582.07,1661.96,1723.05,19751.21,20940.61,21998.05,22806.73,1905.28,2020.01,2122.01,2200.02,2898.61,3073.16,3228.34,3347.02,2749.32,2914.88,3062.07,3174.64,1349.75,1431.03,1503.29,1558.55,2543.66,2696.84,2833.02,2937.17,2151.51,2281.07,2396.26,2484.35,4322.27,4582.55,4813.96,4990.93,4331.44,4592.28,4824.17,5001.52,860.38,912.2,958.26,993.49,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
729,79957.22,84772.15,89052.88,92326.61,8700.0,0,16343.93,17328.15,18203.16,18872.34,4570.2,4845.41,5090.09,5277.21,2119.16,2246.77,2360.23,2447.0,4276.36,4533.87,4762.82,4937.91,1871.68,1984.39,2084.6,2161.23,2290.8,2428.75,2551.4,2645.19,1631.13,1729.36,1816.68,1883.47,21590.02,22890.15,24046.03,24930.0,2082.65,2208.07,2319.57,2404.84,3168.46,3359.26,3528.9,3658.62,3005.28,3186.25,3347.14,3470.19,1475.41,1564.26,1643.25,1703.65,2780.47,2947.91,3096.77,3210.61,2351.81,2493.43,2619.34,2715.64,4724.67,5009.18,5262.13,5455.57,4734.69,5019.81,5273.29,5467.15,940.48,997.12,1047.47,1085.98,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
730,80528.78,85378.14,89689.46,92986.6,8700.0,0,16460.77,17452.02,18333.29,19007.25,4602.87,4880.05,5126.48,5314.94,2134.31,2262.84,2377.1,2464.49,4306.93,4566.28,4796.87,4973.21,1885.06,1998.58,2099.5,2176.68,2307.18,2446.12,2569.64,2664.1,1642.79,1741.72,1829.67,1896.93,21744.36,23053.78,24217.92,25108.21,2097.54,2223.85,2336.15,2422.03,3191.11,3383.28,3554.12,3684.78,3026.76,3209.03,3371.07,3495.0,1485.95,1575.44,1654.99,1715.83,2800.35,2968.98,3118.91,3233.56,2368.62,2511.26,2638.07,2735.05,4758.44,5044.99,5299.75,5494.57,4768.54,5055.69,5310.99,5506.23,947.21,1004.25,1054.96,1093.74,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
731,79032.73,83792.0,88023.23,91259.11,8700.0,0,16154.96,17127.79,17992.69,18654.13,4517.36,4789.39,5031.24,5216.2,2094.66,2220.8,2332.94,2418.7,4226.91,4481.45,4707.75,4880.82,1850.04,1961.45,2060.49,2136.24,2264.32,2400.67,2521.9,2614.61,1612.27,1709.36,1795.68,1861.69,21340.4,22625.49,23768.01,24641.76,2058.57,2182.54,2292.75,2377.03,3131.83,3320.42,3488.09,3616.32,2970.53,3149.41,3308.44,3430.07,1458.35,1546.17,1624.25,1683.96,2748.32,2913.83,3060.96,3173.49,2324.62,2464.6,2589.06,2684.24,4670.04,4951.27,5201.29,5392.5,4679.95,4961.77,5212.32,5403.94,929.61,985.59,1035.36,1073.42,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
732,76043.51,80622.77,84693.96,87807.45,8700.0,0,15543.94,16479.98,17312.16,17948.59,4346.5,4608.24,4840.95,5018.91,2015.43,2136.8,2244.7,2327.22,4067.04,4311.95,4529.69,4696.21,1780.07,1887.26,1982.56,2055.44,2178.67,2309.87,2426.51,2515.72,1551.29,1644.71,1727.76,1791.28,20533.25,21769.74,22869.04,23709.74,1980.71,2099.99,2206.03,2287.13,3013.37,3194.84,3356.16,3479.54,2858.17,3030.29,3183.31,3300.33,1403.19,1487.69,1562.81,1620.26,2644.38,2803.62,2945.19,3053.46,2236.69,2371.39,2491.13,2582.71,4493.41,4764.0,5004.56,5188.54,4502.94,4774.1,5015.18,5199.55,894.45,948.31,996.2,1032.82,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
733,71711.67,76030.07,79869.35,82805.48,8700.0,0,14658.47,15541.19,16325.97,16926.14,4098.9,4345.73,4565.18,4733.0,1900.62,2015.08,2116.83,2194.65,3835.36,4066.32,4271.66,4428.69,1678.66,1779.75,1869.62,1938.35,2054.57,2178.29,2288.29,2372.41,1462.92,1551.02,1629.34,1689.24,19363.57,20529.62,21566.3,22359.11,1867.88,1980.36,2080.36,2156.84,2841.72,3012.84,3164.98,3281.33,2695.36,2857.67,3001.97,3112.33,1323.26,1402.94,1473.79,1527.97,2493.74,2643.91,2777.42,2879.52,2109.28,2236.3,2349.23,2435.59,4237.44,4492.61,4719.48,4892.97,4246.43,4502.14,4729.49,4903.35,843.5,894.29,939.45,973.99,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
734,73170.32,77576.56,81493.93,84489.78,8700.0,0,14956.63,15857.31,16658.05,17270.43,4182.28,4434.13,4658.04,4829.27,1939.28,2056.07,2159.89,2239.29,3913.37,4149.03,4358.54,4518.77,1712.81,1815.95,1907.65,1977.78,2096.36,2222.6,2334.83,2420.66,1492.68,1582.57,1662.48,1723.6,19757.43,20947.2,22004.97,22813.91,1905.87,2020.64,2122.68,2200.71,2899.52,3074.12,3229.36,3348.07,2750.18,2915.8,3063.03,3175.64,1350.17,1431.48,1503.76,1559.05,2544.46,2697.69,2833.91,2938.09,2152.18,2281.79,2397.01,2485.13,4323.63,4584.0,4815.47,4992.5,4332.8,4593.72,4825.69,5003.09,860.65,912.48,958.56,993.8,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
735,73847.38,78294.39,82248.01,85271.58,8700.0,0,15095.03,16004.04,16812.19,17430.23,4220.98,4475.16,4701.14,4873.96,1957.23,2075.09,2179.88,2260.01,3949.58,4187.42,4398.87,4560.58,1728.66,1832.76,1925.3,1996.08,2115.75,2243.16,2356.44,2443.06,1506.49,1597.21,1677.86,1739.54,19940.25,21141.03,22208.58,23025.01,1923.51,2039.34,2142.32,2221.08,2926.35,3102.57,3259.24,3379.05,2775.63,2942.78,3091.38,3205.02,1362.67,1444.72,1517.68,1573.47,2568.01,2722.65,2860.13,2965.28,2172.1,2302.9,2419.19,2508.12,4363.64,4626.41,4860.03,5038.69,4372.9,4636.23,4870.34,5049.38,868.62,920.93,967.43,1002.99,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
736,74747.89,79249.13,83250.95,86311.4,8700.0,0,15279.1,16199.19,17017.2,17642.78,4272.45,4529.73,4758.47,4933.39,1981.09,2100.39,2206.46,2287.57,3997.75,4238.49,4452.52,4616.2,1749.74,1855.1,1948.78,2020.42,2141.55,2270.52,2385.17,2472.85,1524.86,1616.69,1698.32,1760.76,20183.4,21398.83,22479.4,23305.78,1946.97,2064.21,2168.45,2248.16,2962.03,3140.4,3298.98,3420.26,2809.48,2978.66,3129.07,3244.1,1379.28,1462.34,1536.19,1592.66,2599.32,2755.85,2895.01,3001.44,2198.59,2330.98,2448.69,2538.71,4416.85,4682.83,4919.3,5100.14,4426.22,4692.76,4929.73,5110.96,879.21,932.16,979.23,1015.22,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
737,77527.09,82195.69,86346.31,89520.54,8700.0,0,15847.19,16801.5,17649.92,18298.76,4431.3,4698.15,4935.39,5116.82,2054.75,2178.49,2288.5,2372.62,4146.39,4396.08,4618.06,4787.83,1814.79,1924.08,2021.24,2095.54,2221.18,2354.94,2473.85,2564.8,1581.56,1676.8,1761.47,1826.22,20933.84,22194.46,23315.21,24172.31,2019.36,2140.96,2249.07,2331.75,3072.16,3257.17,3421.64,3547.43,2913.94,3089.41,3245.42,3364.72,1430.57,1516.71,1593.3,1651.88,2695.97,2858.31,3002.65,3113.03,2280.33,2417.65,2539.73,2633.1,4581.07,4856.94,5102.2,5289.76,4590.79,4867.24,5113.02,5300.99,911.9,966.81,1015.63,1052.97,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
738,77453.25,82117.4,86264.07,89435.28,8700.0,0,15832.1,16785.49,17633.11,18281.33,4427.08,4693.67,4930.69,5111.95,2052.8,2176.41,2286.32,2370.36,4142.44,4391.89,4613.67,4783.27,1813.07,1922.25,2019.31,2093.55,2219.06,2352.69,2471.5,2562.35,1580.05,1675.2,1759.79,1824.48,20913.9,22173.32,23293.0,24149.29,2017.43,2138.92,2246.93,2329.53,3069.24,3254.06,3418.38,3544.05,2911.16,3086.47,3242.32,3361.52,1429.2,1515.27,1591.78,1650.3,2693.4,2855.59,2999.79,3110.07,2278.16,2415.35,2537.32,2630.59,4576.71,4852.31,5097.34,5284.73,4586.42,4862.61,5108.15,5295.94,911.03,965.89,1014.67,1051.97,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
739,76303.4,80898.31,84983.41,88107.55,8700.0,0,15597.06,16536.3,17371.33,18009.93,4361.36,4623.99,4857.49,5036.06,2022.32,2144.1,2252.37,2335.18,4080.94,4326.69,4545.17,4712.26,1786.15,1893.71,1989.34,2062.47,2186.12,2317.77,2434.81,2524.31,1556.59,1650.33,1733.67,1797.4,20603.42,21844.14,22947.2,23790.77,1987.48,2107.17,2213.57,2294.95,3023.67,3205.75,3367.63,3491.43,2867.94,3040.65,3194.19,3311.61,1407.99,1492.77,1568.15,1625.8,2653.41,2813.2,2955.26,3063.9,2244.34,2379.49,2499.65,2591.54,4508.76,4780.28,5021.67,5206.27,4518.33,4790.42,5032.32,5217.32,897.51,951.55,999.6,1036.35,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
740,73928.9,78380.82,82338.8,85365.71,8700.0,0,15111.69,16021.7,16830.75,17449.47,4225.63,4480.1,4706.33,4879.34,1959.39,2077.38,2182.28,2262.51,3953.94,4192.05,4403.73,4565.62,1730.57,1834.78,1927.43,1998.28,2118.09,2245.64,2359.04,2445.76,1508.15,1598.97,1679.72,1741.46,19962.26,21164.37,22233.1,23050.42,1925.63,2041.59,2144.69,2223.53,2929.58,3105.99,3262.84,3382.78,2778.69,2946.02,3094.79,3208.56,1364.17,1446.32,1519.35,1575.21,2570.84,2725.65,2863.29,2968.55,2174.5,2305.44,2421.86,2510.89,4368.46,4631.52,4865.4,5044.26,4377.72,4641.34,4875.72,5054.96,869.58,921.94,968.5,1004.1,1778.35,1778.35,1778.35,1778.35,497.28,497.28,497.28,497.28,230.58,230.58,230.58,230.58,465.3,465.3,465.3,465.3,203.65,203.65,203.65,203.65,249.26,249.26,249.26,249.26,177.48,177.48,177.48,177.48,2349.17,2349.17,2349.17,2349.17,226.61,226.61,226.61,226.61,344.75,344.75,344.75,344.75,327.0,327.0,327.0,327.0,160.54,160.54,160.54,160.54,302.54,302.54,302.54,302.54,255.9,255.9,255.9,255.9,514.08,514.08,514.08,514.08,515.17,515.17,515.17,515.17,102.33,102.33,102.33,102.33
