Time_Index,Demand_Zero ,Demand_Electricity,Demand_Hydrogen,Demand_Ammonia,Demand_Biomethane,Demand_Gasoline,Demand_BioDiesel,Demand_GreenDiesel,Demand_Jetfuel,Demand_Ethanol,Demand_Charcoal 
2621,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2622,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2623,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2624,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2625,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2626,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2627,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2628,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2629,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2630,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2631,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2632,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2633,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2634,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2635,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2636,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2637,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2638,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2639,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2640,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2641,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2642,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2643,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2644,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2645,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2646,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2647,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2648,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2649,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2650,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2651,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2652,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2653,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2654,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2655,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2656,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2657,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2658,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2659,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2660,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2661,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2662,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2663,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2664,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2665,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2666,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2667,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2668,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2669,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2670,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2671,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2672,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2673,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2674,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2675,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2676,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2677,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2678,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2679,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2680,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2681,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2682,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2683,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2684,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2685,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2686,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2687,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2688,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2689,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2690,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2691,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2692,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2693,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2694,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2695,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2696,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2697,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2698,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2699,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2700,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2701,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2702,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2703,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2704,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2705,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2706,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2707,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2708,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2709,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2710,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2711,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2712,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2713,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2714,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2715,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2716,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2717,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2718,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2719,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2720,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2721,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2722,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2723,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2724,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2725,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2726,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2727,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2728,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2729,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2730,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2731,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2732,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2733,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2734,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2735,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2736,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2737,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2738,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2739,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2740,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2741,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2742,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2743,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2744,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2745,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2746,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2747,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2748,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2749,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2750,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2751,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2752,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2753,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2754,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2755,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2756,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2757,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2758,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2759,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2760,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2761,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2762,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2763,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2764,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2765,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2766,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2767,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2768,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2769,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2770,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2771,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2772,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2773,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2774,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2775,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2776,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2777,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2778,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2779,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2780,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2781,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2782,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2783,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2784,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2785,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2786,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2787,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2788,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2789,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2790,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2791,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2792,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2793,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2794,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2795,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2796,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2797,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2798,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2799,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2800,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2801,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2802,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2803,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2804,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2805,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2806,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2807,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2808,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2809,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2810,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2811,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2812,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2813,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2814,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2815,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2816,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2817,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2818,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2819,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2820,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2821,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2822,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2823,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2824,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2825,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2826,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2827,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2828,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2829,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2830,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2831,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2832,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2833,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2834,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2835,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2836,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2837,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2838,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2839,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2840,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2841,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2842,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2843,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2844,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2845,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2846,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2847,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2848,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2849,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2850,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2851,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2852,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2853,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2854,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2855,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2856,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2857,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2858,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2859,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2860,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2861,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2862,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2863,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2864,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2865,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2866,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2867,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2868,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2869,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2870,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2871,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2872,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2873,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2874,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2875,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2876,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2877,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2878,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2879,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2880,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2881,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2882,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2883,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2884,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2885,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2886,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2887,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2888,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2889,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2890,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2891,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2892,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2893,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2894,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2895,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2896,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2897,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2898,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2899,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2900,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2901,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2902,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2903,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2904,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2905,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2906,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2907,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2908,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2909,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2910,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2911,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2912,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2913,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2914,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2915,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2916,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2917,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2918,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2919,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2920,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2921,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2922,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2923,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2924,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2925,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2926,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2927,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2928,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2929,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2930,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2931,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2932,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2933,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2934,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2935,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2936,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2937,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2938,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2939,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2940,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2941,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2942,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2943,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2944,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2945,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2946,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2947,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2948,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2949,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2950,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2951,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2952,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2953,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2954,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2955,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2956,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2957,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2958,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2959,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2960,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2961,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2962,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2963,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2964,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2965,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2966,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
2967,0,10000,10000,758000,124000,24140934,2345027,5065258,3103983,7055612,11625
