Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2,SE_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Solvent_DAC,MIDAT_Solvent_DAC,NE_Solvent_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC,SE_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb,NE_BECCS_Electricity_Herb,SE_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood,NE_BECCS_Electricity_Wood,SE_BECCS_H2_Herb,MIDAT_BECCS_H2_Herb,NE_BECCS_H2_Herb,SE_BECCS_H2_Wood,MIDAT_BECCS_H2_Wood,NE_BECCS_H2_Wood
21,0.308915721,0.452136827,0.308915721,0,0.590631362,0.437963119,0.590631362,0,0.336601558,0.336601558,0,0.841293514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709147679,0.381772496,0.720309911,0.606569827,0.52978805,0.775114778,0.773461898,0.537855114,0.452136827,0.592259436,0.403896857,0.762195136,0.747640173,0.771792459,0.771993852,0.437963119,0.523559395,0.570249661,0.234378748,0.70133234,0.501510389,0.408027367,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
22,0.309282675,0.524763001,0.309282675,0,0.590827541,0.544996991,0.590827541,0,0.337119349,0.337119349,0,0.997655571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748581456,0.422646862,0.755215874,0.639246059,0.589448937,0.782130833,0.790851343,0.559131355,0.524763001,0.70173375,0.512102587,0.772551807,0.765121084,0.778681622,0.762386751,0.544996991,0.578009768,0.487298187,0.334757384,0.723299896,0.489275748,0.39522036,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
23,0.30965658,0.695197545,0.30965658,0,0.591039965,0.602703248,0.591039965,0,0.33756802,0.33756802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762954755,0.468825815,0.770102921,0.653630863,0.621904736,0.782028208,0.7922229,0.575949707,0.695197545,0.763569422,0.695367123,0.773984278,0.766462826,0.776750298,0.743869963,0.602703248,0.589404939,0.420601949,0.463585632,0.731429622,0.582293641,0.433657836,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
24,0.309999061,0.797302142,0.309999061,0,0.591227431,0.671423863,0.591227431,0,0.338081969,0.338081969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769055495,0.489023233,0.771648366,0.641269729,0.637989762,0.776142946,0.780460671,0.59289048,0.797302142,0.796488055,0.79473722,0.762059362,0.764904481,0.761197054,0.72499346,0.671423863,0.59794451,0.385956727,0.498457699,0.737482574,0.613861547,0.500414459,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
25,0.310366059,0.804522732,0.310366059,0,0.59142361,0.701015843,0.59142361,0,0.338530334,0.338530334,0,0.987959862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772215711,0.505384655,0.767055698,0.608052905,0.629322323,0.766812985,0.76541552,0.612501674,0.804522732,0.786745989,0.80428661,0.745085312,0.765341945,0.742352484,0.707542726,0.701015843,0.599754771,0.34831822,0.574010276,0.744150732,0.64795237,0.529196191,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
26,0.310767609,0.806279809,0.310767609,0,0.591636034,0.766216111,0.591636034,0,0.339044589,0.339044589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771691006,0.524732607,0.754738493,0.560332892,0.625511439,0.757748709,0.748329525,0.610986982,0.806279809,0.789593867,0.797191896,0.717440068,0.766920994,0.722463596,0.683483258,0.766216111,0.604800757,0.362359284,0.621866982,0.756750435,0.722873889,0.587017826,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
27,0.311149267,0.805655827,0.311149267,0,0.591802288,0.784922088,0.591802288,0,0.339561082,0.339561082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767289613,0.546605667,0.741441137,0.473565536,0.632868901,0.744252349,0.746281932,0.587871886,0.805655827,0.795842132,0.8045565,0.677223884,0.770414898,0.698782902,0.666519135,0.784922088,0.634247102,0.425363597,0.641276187,0.776680762,0.786194127,0.623451572,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
28,0.311523172,0.805882868,0.311523172,0,0.592019679,0.790033987,0.592019679,0,0.340009447,0.340009447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764198974,0.554031463,0.72496151,0.357623834,0.648912411,0.728911883,0.73745405,0.541287952,0.805882868,0.791429741,0.802599044,0.626687783,0.766135613,0.681420201,0.635759718,0.790033987,0.699531311,0.501163637,0.689260708,0.785690042,0.805045122,0.635730628,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
29,0.311865654,0.805738142,0.311865654,0,0.592232103,0.79338647,0.592232103,0,0.340523702,0.340523702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755857763,0.578771867,0.70911136,0.242558455,0.661671942,0.716174776,0.734415726,0.499332255,0.805738142,0.78262848,0.806275942,0.563270066,0.756541478,0.662768327,0.593905775,0.79338647,0.765722416,0.540944838,0.72275975,0.786634876,0.808907607,0.676492975,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
30,0.312232652,0.802684908,0.312232652,0,0.592398357,0.790802889,0.592398357,0,0.341008681,0.341008681,0,0.994083345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748806096,0.576210486,0.700633408,0.164757795,0.671212436,0.705103751,0.730400499,0.465812797,0.802684908,0.784174266,0.806861792,0.48849998,0.750378239,0.648135132,0.555418505,0.790802889,0.788142931,0.588434287,0.757534993,0.782646808,0.808935027,0.714906197,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
31,0.312625488,0.805798906,0.312625488,0.043990788,0.59259389,0.792250763,0.59259389,0.053855752,0.341486016,0.341486016,0.00510231,0.945704699,0.00510231,0.011706551,0.020695806,0.000110805,0,0.03897127,0.029594684,0.001497022,0.043990788,0.038253727,0.04848757,0.00015842,0.024828816,0.033557006,0.00864437,0.051359957,0.053855752,0.032492791,0.040609723,0.024857163,0.04047204,0.023720816,0.739364811,0.557439799,0.695833019,0.107554948,0.675854734,0.699451041,0.7223007,0.454468793,0.805798906,0.78199204,0.806676099,0.409338578,0.736441445,0.638921959,0.509825402,0.792250763,0.799613292,0.631822043,0.777790731,0.774613471,0.808961406,0.779212907,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
32,0.313001155,0.807353115,0.313001155,0.435755502,0.592811927,0.790571053,0.592811927,0.414231663,0.342004113,0.342004113,0.261968878,0.990239739,0.261968878,0.133080129,0.340250877,0.154707676,0.173402729,0.417399414,0.388080078,0.128143492,0.435755502,0.408391774,0.446751475,0.159804984,0.326477974,0.391616784,0.126426716,0.420558037,0.414231663,0.235265638,0.309098107,0.290050667,0.414932551,0.247099328,0.733581208,0.559301348,0.695690521,0.074193218,0.677793286,0.692925067,0.714437526,0.459513405,0.807353115,0.788141355,0.805714807,0.327124246,0.718362801,0.63497593,0.464174717,0.790571053,0.785830058,0.691528147,0.788846461,0.756747121,0.808965451,0.785650682,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
33,0.313350588,0.807244936,0.313350588,0.684736515,0.592994425,0.786114104,0.592994425,0.610569298,0.342489092,0.342489092,0.687137319,1,0.687137319,0.288380625,0.703378228,0.586766048,0.629050732,0.701843434,0.69276631,0.523407116,0.684736515,0.677421461,0.682500436,0.569554454,0.606669293,0.673199755,0.341054899,0.628881515,0.610569298,0.317671143,0.504105721,0.500513552,0.623239603,0.407091791,0.722274881,0.547161575,0.68617694,0.054464769,0.667314956,0.685769686,0.71758635,0.466390047,0.807244936,0.790921004,0.797709777,0.251628027,0.700224716,0.626186348,0.422048332,0.786114104,0.788299954,0.747758599,0.802411662,0.737833346,0.807213658,0.782604503,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
34,0.313717542,0.804130096,0.313717542,0.624871061,0.593199231,0.785725063,0.593199231,0.548615333,0.342966733,0.342966733,0.714754182,1,0.714754182,0.32265626,0.687169412,0.656539844,0.722742355,0.678350006,0.697639571,0.668225147,0.624871061,0.630358016,0.615538687,0.597778839,0.592667959,0.643398577,0.383733649,0.564784241,0.548615333,0.332600135,0.508358691,0.462006033,0.554784481,0.415634466,0.712124218,0.526888539,0.6671917,0.044783415,0.647579142,0.669524117,0.716257965,0.476364889,0.804130096,0.786784382,0.786260434,0.203236279,0.680674577,0.60236726,0.371766907,0.785725063,0.789422787,0.779534843,0.789062705,0.724894138,0.80805337,0.767592693,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
35,0.314091491,0.785568609,0.314091491,0.554082255,0.593395411,0.786301811,0.593395411,0.481233357,0.343450414,0.343450414,0.655109965,1,0.655109965,0.337372411,0.60576414,0.597078243,0.690074012,0.617672158,0.645030565,0.648304477,0.554082255,0.558267101,0.541521732,0.539332566,0.524650359,0.577563657,0.41509324,0.493216075,0.481233357,0.31503835,0.451539651,0.425022101,0.487086959,0.429331001,0.511204961,0.367848881,0.450582135,0.039641523,0.423388933,0.446282941,0.533622674,0.352043184,0.785568609,0.756582477,0.770303427,0.118695462,0.618952055,0.503126715,0.266231451,0.786301811,0.789784051,0.784264848,0.785419838,0.689511663,0.806308797,0.74874286,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
36,0.314477376,0.755492603,0.314477376,0.542368643,0.593599767,0.788412937,0.593599767,0.494774566,0.34392775,0.34392775,0.626542761,1,0.626542761,0.356089865,0.561213365,0.555949762,0.661342887,0.594170076,0.609193102,0.59418288,0.542368643,0.542917388,0.532747375,0.499974336,0.502959148,0.556491533,0.508824823,0.499376974,0.494774566,0.351817857,0.481214384,0.442464865,0.500633711,0.457874923,0.235621172,0.240090342,0.266091711,0.011148543,0.123025698,0.254829156,0.369712413,0.14142889,0.755492603,0.704863923,0.743821095,0.043227901,0.585276464,0.396265089,0.228797375,0.788412937,0.786557516,0.787860014,0.779102721,0.688191566,0.808954386,0.739447542,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
37,0.314859034,0.714386174,0.314859034,0.600316549,0.593795947,0.783363,0.593795947,0.576340288,0.344445846,0.344445846,0.62639134,1,0.62639134,0.361025818,0.543617291,0.567657458,0.6573478,0.626275714,0.618846414,0.59685446,0.600316549,0.596317032,0.593757692,0.521748945,0.559743551,0.598309476,0.574107614,0.575895737,0.576340288,0.450928593,0.570465313,0.529488365,0.580286708,0.544541713,0.169162944,0.238752938,0.28803651,0.015833667,0.105439822,0.242092968,0.366765021,0.147578453,0.714386174,0.66555342,0.726290766,0.043430851,0.575477852,0.35762971,0.219551712,0.783363,0.781790232,0.791700799,0.78606734,0.684012822,0.800581929,0.739314639,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
38,0.31521718,0.662693619,0.31521718,0.665273571,0.59399148,0.76268485,0.59399148,0.614456565,0.344930825,0.344930825,0.653554257,1,0.653554257,0.33930071,0.533822866,0.623064181,0.682854241,0.68163507,0.636583328,0.645332269,0.665273571,0.661397855,0.658356009,0.578159194,0.632731184,0.661417447,0.644113489,0.63056285,0.614456565,0.513855155,0.597870499,0.612698017,0.621813723,0.587988098,0.133391003,0.247461128,0.275289862,0.017324638,0.06936287,0.219579625,0.334966777,0.112141685,0.662693619,0.591492441,0.701920866,0.055933742,0.560829335,0.294135148,0.194958781,0.76268485,0.77438493,0.793973676,0.783511054,0.682020984,0.781456033,0.72709429,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
39,0.315585844,0.588762985,0.315585844,0.517196582,0.594173978,0.740459353,0.594173978,0.308976054,0.34540816,0.34540816,0.671497671,0.976593375,0.671497671,0.254833767,0.490997365,0.659335058,0.724286463,0.660704973,0.617254629,0.657798815,0.517196582,0.548692509,0.481631246,0.557133868,0.509973967,0.613462476,0.633262912,0.362572211,0.308976054,0.178982787,0.275558643,0.401753515,0.324008669,0.286272144,0.108414259,0.251606121,0.243948311,0.012382897,0.044763185,0.179317188,0.281333056,0.069011785,0.588762985,0.505397178,0.657429961,0.074920972,0.543520406,0.223977469,0.160894678,0.740459353,0.760935905,0.792870002,0.770752612,0.676811715,0.782630956,0.71192574,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
40,0.315959793,0.508313207,0.315959793,0.099319498,0.594390372,0.712845202,0.594390372,0.019387497,0.345893445,0.345893445,0.499729799,0.939768553,0.499729799,0.135063138,0.306290675,0.396150452,0.655694815,0.280455022,0.320015453,0.465881718,0.099319498,0.124467886,0.078507287,0.244325457,0.108226623,0.194711099,0.254397119,0.029893557,0.019387497,0.002031898,0.014263562,0.047926793,0.02190421,0.017304394,0.093109411,0.24469002,0.222319261,0.007126035,0.036108154,0.147162235,0.23345768,0.037933368,0.508313207,0.425690988,0.60413001,0.093020978,0.515495185,0.155603645,0.121617441,0.712845202,0.737417016,0.785799953,0.73281206,0.660947857,0.716230692,0.685617086,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
41,0.316345678,0.423573015,0.316345678,0,0.59455598,0.656313371,0.59455598,0,0.346378424,0.346378424,0.101617567,0.921501875,0.101617567,0.016947126,0.03716913,0.042732135,0.213770114,0.009953837,0.021308105,0.08016869,0,0,0,0.011485822,0,0.001502408,0.007942772,0,0,0,0,0,0,0,0.081949552,0.249080727,0.211334809,0.003690726,0.036226249,0.124338888,0.199749874,0.021448681,0.423573015,0.341154506,0.539895312,0.118122029,0.470694625,0.101610991,0.08443529,0.656313371,0.665696945,0.765563799,0.661242763,0.624085848,0.595293627,0.650178009,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
42,0.316712632,0.290773006,0.316712632,0,0.59476905,0.654022856,0.59476905,0,0.346888571,0.346888571,0,0.721761942,0,0,0,0,0.000487708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080146762,0.258227542,0.215342139,0.002059887,0.041005399,0.107308042,0.179613173,0.014985892,0.290773006,0.260426632,0.43266841,0.168796227,0.42978672,0.064865836,0.065158003,0.654022856,0.673588067,0.759886963,0.662863608,0.605460645,0.536283913,0.646915787,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
43,0.317062065,0.256269887,0.317062065,0,0.594964583,0.696084076,0.594964583,0,0.347372558,0.347372558,0,0.639983892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110012353,0.261282751,0.256915031,0.009793536,0.055312032,0.150003783,0.222052928,0.03867062,0.256269887,0.304821086,0.492606279,0.310859195,0.533105152,0.057463806,0.066946532,0.696084076,0.697431613,0.756494018,0.663164726,0.67840771,0.685483256,0.639022631,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
44,0.317437776,0.231525649,0.317437776,0,0.595152048,0.669259201,0.595152048,0,0.347849894,0.347849894,0,0.521285951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213329104,0.347976411,0.428793119,0.023805282,0.127523426,0.193086555,0.343012388,0.072818099,0.231525649,0.324699219,0.504673724,0.464870409,0.581827215,0.045034372,0.063658242,0.669259201,0.700909835,0.74859752,0.647978509,0.705865269,0.652513343,0.60989525,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
45,0.317787209,0.240216453,0.317787209,0,0.595365119,0.615289167,0.595365119,0,0.348335178,0.348335178,0,0.71471107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312497662,0.42000423,0.570045402,0.041806921,0.190658741,0.219652924,0.452408875,0.103214839,0.240216453,0.323112525,0.497054407,0.571825775,0.594495433,0.040414832,0.066384972,0.615289167,0.677507006,0.737918942,0.635351306,0.709535588,0.606561171,0.578360659,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
46,0.318154163,0.231005887,0.318154163,0,0.595560652,0.546287545,0.595560652,0,0.348820157,0.348820157,0,0.850599647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397714039,0.473862601,0.658721115,0.061417136,0.229933521,0.22940639,0.529177908,0.130661001,0.231005887,0.292725666,0.473293343,0.626226638,0.585289071,0.039542315,0.096619292,0.546287545,0.639290984,0.719939835,0.60234252,0.70244455,0.581881746,0.542050336,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
47,0.318579225,0.218147896,0.318579225,0,0.595726259,0.493968825,0.595726259,0,0.349330304,0.349330304,0,0.885110617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477179892,0.501370444,0.709938715,0.080818541,0.24793464,0.226133802,0.58094342,0.149628269,0.218147896,0.244270063,0.438939705,0.658264698,0.562509299,0.039230923,0.14597368,0.493968825,0.605298602,0.702127413,0.572701321,0.686984912,0.563110213,0.549798806,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
48,0.318928657,0.204030187,0.318928657,0,0.595944297,0.444434136,0.595944297,0,0.349815589,0.349815589,0,0.855869055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548901027,0.529680848,0.739669383,0.111980862,0.262288501,0.209800216,0.610724215,0.178729238,0.204030187,0.183298534,0.410375327,0.677512337,0.537777093,0.043591837,0.208905302,0.444434136,0.579825418,0.690380981,0.538464378,0.674169342,0.595081952,0.576302607,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
49,0.319295655,0.168736878,0.319295655,0,0.596156721,0.432765609,0.596156721,0,0.350329538,0.350329538,0,0.672035575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606582017,0.54259966,0.752219066,0.14986037,0.263637227,0.184462447,0.626627648,0.218886249,0.168736878,0.133060326,0.376042831,0.685686169,0.512465341,0.058288202,0.270695936,0.432765609,0.558293533,0.679632852,0.530013612,0.66143561,0.666548341,0.610522886,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
50,0.319653801,0.113233255,0.319653801,0,0.596332247,0.440540176,0.596332247,0,0.350777903,0.350777903,0,0.60704875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661720657,0.532230133,0.758241235,0.191135489,0.255961355,0.158976462,0.633778755,0.264524783,0.113233255,0.084626269,0.329570857,0.687107923,0.494277207,0.077767879,0.328858044,0.440540176,0.556167154,0.669094606,0.541768039,0.647827984,0.749224159,0.63033414,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
