Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2,SE_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Solvent_DAC,MIDAT_Solvent_DAC,NE_Solvent_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC,SE_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb,NE_BECCS_Electricity_Herb,SE_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood,NE_BECCS_Electricity_Wood,SE_BECCS_H2_Herb,MIDAT_BECCS_H2_Herb,NE_BECCS_H2_Herb,SE_BECCS_H2_Wood,MIDAT_BECCS_H2_Wood,NE_BECCS_H2_Wood
3752,0.221351103,0.25213133,0.221351103,0.748011535,0.525023154,0.64773579,0.525023154,0.600680435,0.152910399,0.152910399,0.775562344,0.016577495,0.775562344,0.269566095,0.721979344,0.853381124,0.755064747,0.891364194,0.852672375,0.818829727,0.748011535,0.86917206,0.913111253,0.90882839,0.936845236,0.855275101,0.757856982,0.626228463,0.600680435,0.765684854,0.751581965,0.616864484,0.523599416,0.513896739,0.091178646,0.367511314,0.410336476,0.045928978,0.093331465,0.445627653,0.460934649,0.058052042,0.25213133,0.370944225,0.340210204,0.113087007,0.264839256,0.351571876,0.136453315,0.64773579,0.543738475,0.429323916,0.614402811,0.33672437,0.481018089,0.502975225,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3753,0.220977996,0.305476159,0.220977996,0.802772384,0.524783766,0.554268132,0.524783766,0.633251518,0.152924767,0.152924767,0.86221679,0.000850115,0.86221679,0.355403511,0.841059808,0.923602745,0.840753971,0.934079252,0.900616311,0.886742738,0.802772384,0.933267387,0.971591408,0.943978151,0.912849631,0.840095327,0.8864617,0.850355241,0.633251518,0.78296705,0.815740632,0.662154534,0.499784269,0.563056795,0.059600333,0.252028602,0.255570924,0.050582844,0.111725254,0.185862177,0.143288116,0.068698961,0.305476159,0.243373686,0.26665016,0.024869752,0.201294429,0.175193388,0.099021298,0.554268132,0.479694933,0.386352251,0.647820457,0.326704894,0.368843953,0.50196303,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3754,0.220624874,0.359999369,0.220624874,0.860471706,0.524587598,0.52272623,0.524587598,0.726767909,0.152968106,0.152968106,0.884123355,0.002445256,0.884123355,0.467991565,0.889378385,0.921869624,0.850979265,0.943716653,0.916225955,0.902649204,0.860471706,0.935225284,0.991139821,0.917731873,0.832661653,0.820987311,0.853589828,0.923975764,0.726767909,0.785538693,0.89530873,0.681025503,0.719654503,0.659461687,0.032867329,0.200243893,0.14951933,0.006561831,0.042145768,0.183998166,0.070886908,0.00897002,0.359999369,0.236649259,0.253131353,0.003927328,0.217070398,0.179958615,0.125427082,0.52272623,0.454457007,0.355012666,0.634067409,0.352586702,0.286304462,0.510222454,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3755,0.220251767,0.359822676,0.220251767,0.851797193,0.524398435,0.472339353,0.524398435,0.78047026,0.153044256,0.153044256,0.868460255,0.002864006,0.868460255,0.566594078,0.890874325,0.911311948,0.845777683,0.942986321,0.915111464,0.892655375,0.851797193,0.877057864,0.969753845,0.911513299,0.712583405,0.833196054,0.779297171,0.929206411,0.78047026,0.802472981,0.914673856,0.699478181,0.831433293,0.645222417,0.023911004,0.18646418,0.124003401,0.01131131,0.031482425,0.186981983,0.046675369,0.016430434,0.359822676,0.262157637,0.273175404,0.003992574,0.251691958,0.19888224,0.162661557,0.472339353,0.455640234,0.341692773,0.621944136,0.389617531,0.329516504,0.520945577,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3756,0.219900355,0.324565436,0.219900355,0.896818898,0.524186022,0.490174746,0.524186022,0.827844627,0.153059922,0.153059922,0.833098908,5.34E-05,0.833098908,0.587860568,0.861164843,0.898449422,0.825224634,0.942893129,0.890136203,0.884353409,0.896818898,0.811155045,0.975417021,0.930188182,0.6776126,0.852937783,0.808078899,0.940032843,0.827844627,0.795938373,0.859405061,0.697249741,0.905518,0.594741099,0.024379707,0.171274589,0.08734145,0.022453486,0.074437041,0.174504364,0.034086666,0.030665595,0.324565436,0.293312089,0.28282076,0.005949168,0.281460653,0.210752334,0.213994562,0.490174746,0.438535149,0.332629384,0.611954392,0.419348914,0.328332728,0.562772457,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3757,0.219502776,0.363626733,0.219502776,0.882369439,0.523961882,0.479681502,0.523961882,0.885967565,0.153103261,0.153103261,0.799937694,0.000102674,0.799937694,0.515994624,0.841960444,0.894917939,0.819211495,0.941637437,0.880464267,0.882435244,0.882369439,0.829795841,0.877681573,0.942939314,0.720276142,0.888781194,0.83111052,0.922784682,0.885967565,0.727944769,0.815438296,0.720432353,0.965947885,0.491164187,0.035877092,0.179385755,0.066094547,0.032955029,0.11813891,0.179681291,0.023542184,0.051579892,0.363626733,0.31437942,0.300016913,0.011316036,0.325723052,0.218251578,0.251951641,0.479681502,0.446362664,0.342916987,0.632799586,0.45592415,0.361769162,0.56952263,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3758,0.21914961,0.387779513,0.21914961,0.793828651,0.523755829,0.520076618,0.523755829,0.848561244,0.153154243,0.153154243,0.791145271,0.000192635,0.791145271,0.408348057,0.803473141,0.878479224,0.798427264,0.936320992,0.863802365,0.869025077,0.793828651,0.850032889,0.708674435,0.948278408,0.737199181,0.906139701,0.859371811,0.951193018,0.848561244,0.688797731,0.800656956,0.745700896,0.968898217,0.507926866,0.047410917,0.205729395,0.063137039,0.046219121,0.164727569,0.186423867,0.024470393,0.073860118,0.387779513,0.33051281,0.326383124,0.024424089,0.353974597,0.219546569,0.260793565,0.520076618,0.448663162,0.363287242,0.623866918,0.481324108,0.412075521,0.584593962,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3759,0.218783454,0.407781773,0.218783454,0.826139289,0.523567571,0.551245414,0.523567571,0.756335042,0.153197582,0.153197582,0.759517343,0.007892653,0.759517343,0.274036938,0.751578422,0.836182599,0.763985326,0.91176051,0.839301481,0.851606966,0.826139289,0.900261059,0.750832871,0.91990549,0.773778374,0.909144913,0.886204115,0.941123711,0.756335042,0.632393855,0.772339741,0.781626537,0.949902458,0.448907554,0.073494221,0.26676824,0.080765024,0.063777926,0.210498979,0.192693814,0.04226028,0.090867688,0.407781773,0.351741869,0.355928999,0.037498211,0.371541621,0.217239049,0.277870241,0.551245414,0.464800243,0.389596034,0.631008519,0.492595676,0.480657171,0.61633397,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3760,0.218430331,0.479565264,0.218430331,0.856452455,0.523355133,0.612587791,0.523355133,0.675553709,0.15321195,0.15321195,0.694829052,0.00795957,0.694829052,0.17595319,0.63697488,0.771774597,0.714777264,0.85234313,0.786736896,0.81650009,0.856452455,0.866625863,0.779458949,0.828215453,0.794241807,0.862000059,0.853075561,0.864142149,0.675553709,0.522157803,0.719576876,0.756653985,0.877564024,0.30477325,0.112931157,0.350932335,0.119528102,0.08105448,0.257439302,0.182537724,0.06466172,0.10923224,0.479565264,0.343437069,0.41178572,0.063098293,0.389268188,0.210788372,0.27183523,0.612587791,0.514825538,0.418371707,0.650100529,0.504728558,0.603409994,0.621578308,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3761,0.218058935,0.428957763,0.218058935,0.70325268,0.52312848,0.641244433,0.52312848,0.608446896,0.153289398,0.153289398,0.590663371,0.00486643,0.590663371,0.11092133,0.508114613,0.687530305,0.652913149,0.703004379,0.645787287,0.739568128,0.70325268,0.700488528,0.688141701,0.653416795,0.730990528,0.710344833,0.755134423,0.671003839,0.608446896,0.337043254,0.504982361,0.695787998,0.674886396,0.387136899,0.160092693,0.411729934,0.164472032,0.101472294,0.30140576,0.160726082,0.078683861,0.134518957,0.428957763,0.303352682,0.481686984,0.079119718,0.39365082,0.197500359,0.263643682,0.641244433,0.540712322,0.459832849,0.666834283,0.502727804,0.656799941,0.624368831,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3762,0.217705812,0.378703331,0.217705812,0.257193373,0.522933579,0.678907991,0.522933579,0.217062536,0.153332737,0.153332737,0.353347438,0.003969225,0.353347438,0.040854676,0.24558635,0.448373217,0.440147791,0.29629554,0.287192439,0.498454784,0.257193373,0.275711218,0.254974024,0.343659722,0.353371076,0.300536067,0.417628091,0.236128507,0.217062536,0.104022836,0.219396967,0.329269625,0.21428029,0.248087578,0.189775797,0.454366061,0.171155474,0.118165461,0.343615914,0.131790681,0.076184142,0.183682669,0.378703331,0.273331366,0.535101398,0.099143541,0.388202618,0.177774846,0.24428431,0.678907991,0.563485227,0.51032028,0.681500456,0.485338709,0.650258341,0.6405819,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3763,0.217308233,0.331567495,0.217308233,0.011985934,0.522721166,0.698281379,0.522721166,0.006742824,0.153347105,0.153347105,0.053243197,0.016648157,0.053243197,0.00164313,0.021909624,0.09449145,0.093760121,0.017322263,0.018687817,0.10721573,0.011985934,0.015153715,0.010992779,0.06206159,0.02954088,0.019116606,0.049222767,0.00839705,0.006742824,0.002993022,0.009902596,0.02808098,0.005623944,0.016270979,0.235613177,0.439409467,0.21859254,0.138736541,0.382564174,0.099262061,0.077418887,0.219348355,0.331567495,0.253063922,0.550541014,0.116879949,0.375523113,0.149700792,0.21729055,0.698281379,0.580834743,0.566270868,0.695444496,0.455444984,0.697213156,0.653701376,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3764,0.216955111,0.241182855,0.216955111,0,0.522524622,0.63309813,0.522524622,0,0.153390444,0.153390444,0,0.037713081,0,0,0,5.64E-05,8.65E-05,0,0,0.000184964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262598028,0.406825413,0.257592212,0.167692219,0.440513172,0.061815596,0.08607215,0.257078468,0.241182855,0.185979055,0.447523363,0.128612122,0.305914474,0.107189758,0.153804861,0.63309813,0.54048526,0.601515228,0.634165627,0.401708723,0.683208514,0.602506658,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3765,0.216583714,0.097473475,0.216583714,0,0.522262069,0.746205163,0.522262069,0,0.153404812,0.153404812,0,0.05188955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30077115,0.336834657,0.349681506,0.171407098,0.460491126,0.06736551,0.13232643,0.296004573,0.097473475,0.154962603,0.412858742,0.144766149,0.307731422,0.098910599,0.11188624,0.746205163,0.634259881,0.743994371,0.729148971,0.41359574,0.755596562,0.637295923,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3766,0.216245297,0.027837213,0.216245297,0,0.522064878,0.793333821,0.522064878,0,0.153449449,0.153449449,0,0.07160148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438850562,0.295287291,0.434833294,0.278512282,0.613841441,0.113353661,0.238973684,0.451858561,0.027837213,0.136298459,0.374084628,0.241404507,0.280550214,0.107659154,0.074224049,0.793333821,0.701908439,0.782921665,0.753099468,0.438408945,0.798616818,0.680048464,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3767,0.215900889,0.005446543,0.215900889,0,0.521854109,0.793927923,0.521854109,0,0.153492788,0.153492788,0,0.070754528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547364144,0.249409422,0.444022684,0.424988691,0.706789993,0.181511411,0.359686513,0.575469311,0.005446543,0.096417929,0.297924984,0.352689017,0.194063363,0.122989914,0.055428182,0.793927923,0.725952827,0.782115166,0.746282243,0.38326017,0.807647404,0.653451445,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3768,0.215519068,0.02329698,0.215519068,0,0.521663303,0.786991555,0.521663303,0,0.153539968,0.153539968,0,0.136357725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597691862,0.245785357,0.475615781,0.553082694,0.742530517,0.271002462,0.462302186,0.652042434,0.02329698,0.087095952,0.218241805,0.464889131,0.116206407,0.142199092,0.084553168,0.786991555,0.711821002,0.771042363,0.71490124,0.312965832,0.807054952,0.609190245,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3769,0.215150187,0.068441467,0.215150187,0,0.521440184,0.756663215,0.521440184,0,0.153583306,0.153583306,0,0.132857993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648846331,0.256520827,0.529622993,0.654595511,0.757352641,0.343863783,0.536642501,0.692796415,0.068441467,0.085411631,0.170143691,0.593653236,0.083342998,0.180128682,0.171595571,0.756663215,0.670876024,0.755311388,0.683483962,0.253468941,0.803241783,0.545635806,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3770,0.214770032,0.133773685,0.214770032,0,0.52121912,0.702707326,0.52121912,0,0.153597674,0.153597674,0,0.098092064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67660233,0.249629236,0.562688402,0.719283854,0.761431988,0.39852421,0.560970054,0.718601696,0.133773685,0.104763868,0.11519684,0.694866717,0.095770695,0.229477944,0.28591294,0.702707326,0.596652202,0.745965946,0.624956523,0.217111096,0.78085225,0.474080301,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3771,0.214425624,0.185976325,0.214425624,0,0.521023597,0.639977475,0.521023597,0,0.153642311,0.153642311,0,0.056243427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000420608,0,0,0,0,0.685119142,0.218933719,0.58096508,0.75652642,0.757573832,0.417452832,0.54795544,0.73395475,0.185976325,0.113695559,0.08396995,0.750554895,0.133732932,0.28061905,0.40886991,0.639977475,0.529275292,0.73987,0.5996377,0.190466516,0.680469031,0.416161664,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3772,0.214043803,0.253747956,0.214043803,0.005488697,0.520816898,0.521082566,0.520816898,0.046037935,0.15368565,0.15368565,0,0.042533331,0,0,0,0,0,0,0,0,0.005488697,0.004429649,0.01341585,0,0.003904768,0.00070369,0.00018289,0.038714909,0.046037935,0.134432437,0.049010824,0.020514587,0.051810654,0.060702432,0.671747366,0.187404703,0.590391063,0.767163104,0.751924427,0.421603217,0.515037602,0.744839721,0.253747956,0.143245951,0.060468164,0.779987497,0.180568352,0.315901078,0.494835274,0.521082566,0.456889526,0.729345623,0.57151596,0.185671203,0.521424788,0.354865382,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3773,0.213706346,0.295360988,0.213706346,0.150621989,0.520621376,0.340283994,0.520621376,0.417205836,0.153700018,0.153700018,0.006892857,0.065360941,0.006892857,0.009344446,0.018795766,0.029136192,0.000241219,0.078613231,0.045775397,0.014573325,0.150621989,0.175618315,0.21327704,0.064677806,0.102920001,0.135564019,0.091197765,0.408839549,0.417205836,0.589983454,0.368017682,0.232547895,0.450224887,0.444000946,0.649799093,0.206199642,0.573733067,0.769627375,0.739758065,0.406820494,0.488000838,0.754398123,0.295360988,0.147767298,0.035626165,0.793648347,0.224427054,0.339076699,0.541972917,0.340283994,0.393762795,0.716308037,0.552567846,0.191632506,0.447035879,0.318652689,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3774,0.213301763,0.289114909,0.213301763,0.423373011,0.520381988,0.233718642,0.520381988,0.831467749,0.153743357,0.153743357,0.202260165,0.051351905,0.202260165,0.147210725,0.279501078,0.32845275,0.121641781,0.401552809,0.375613687,0.24925285,0.423373011,0.492455071,0.456700157,0.432718883,0.312319153,0.533434428,0.474135588,0.807664474,0.831467749,0.901878185,0.734514048,0.356148556,0.832440355,0.786024325,0.61403132,0.196390782,0.525260911,0.774687723,0.724550541,0.370619911,0.475722058,0.760956486,0.289114909,0.145093012,0.034576253,0.797945424,0.254802377,0.341626352,0.546410678,0.233718642,0.36238642,0.703915522,0.541232147,0.200705241,0.401568485,0.270702674,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3775,0.212957355,0.25577209,0.212957355,0.601337304,0.520192204,0.14763402,0.520192204,0.829866397,0.153790537,0.153790537,0.463081163,0.086783499,0.463081163,0.379960066,0.598966347,0.69244651,0.386037261,0.65633163,0.696876372,0.569938756,0.601337304,0.633259998,0.634356128,0.766266109,0.520739432,0.729726199,0.754547166,0.792534023,0.829866397,0.982130222,0.841287213,0.417985777,0.872322893,0.860641056,0.560542778,0.194262501,0.45106662,0.778915218,0.7156785,0.319354651,0.465417501,0.762985421,0.25577209,0.131124772,0.035972976,0.79893635,0.284178254,0.311452646,0.546486458,0.14763402,0.345793985,0.643702417,0.520312949,0.220006414,0.349276307,0.261605269,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3776,0.212575534,0.128942637,0.212575534,0.729107978,0.51999566,0.086474094,0.51999566,0.826770152,0.153835173,0.153835173,0.509552705,0.132866293,0.509552705,0.569087173,0.758619712,0.829322932,0.401636024,0.792050428,0.814940649,0.653957547,0.729107978,0.712022634,0.750784123,0.887115881,0.642593938,0.783184134,0.874730567,0.845951634,0.826770152,0.994197704,0.879999835,0.573752024,0.791519635,0.928079896,0.511812467,0.186411077,0.362361221,0.784964543,0.715236108,0.218535588,0.420495411,0.752428187,0.128942637,0.110654882,0.038272349,0.783892046,0.277223306,0.212846957,0.544485924,0.086474094,0.171907928,0.471619575,0.343547146,0.229532967,0.184908995,0.162023768,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3777,0.212231126,0.004974573,0.212231126,0.812575668,0.519784244,0.028100966,0.519784244,0.898394484,0.153849541,0.153849541,0.601851163,0.144447923,0.601851163,0.647667877,0.848086738,0.864462607,0.415639801,0.856133203,0.865718168,0.70475814,0.812575668,0.807836644,0.812997871,0.931777269,0.793844688,0.842695737,0.916678058,0.923198445,0.898394484,0.983778174,0.884934274,0.748739254,0.881925434,0.867693533,0.42285628,0.154052429,0.147462212,0.726719181,0.677259625,0.093655139,0.128863077,0.685691203,0.004974573,0.03651867,0.002396385,0.682675776,0.173638956,0.075795732,0.365528293,0.028100966,0.111162097,0.527006066,0.27361832,0.142913292,0.12794356,0.114550764,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3778,0.211849305,0.028254621,0.211849305,0.854245658,0.519565841,0.016229729,0.519565841,0.889646711,0.15389288,0.15389288,0.672975805,0.143353283,0.672975805,0.723051227,0.86463653,0.854458573,0.556160281,0.873137718,0.859798379,0.74194208,0.854245658,0.868094997,0.824628297,0.940031967,0.858266818,0.878342557,0.916477166,0.956930409,0.889646711,0.940603889,0.836288973,0.830990767,0.887574174,0.814593102,0.349972663,0.148541449,0.079818878,0.585690781,0.606783052,0.066213751,0.04680535,0.61926803,0.028254621,0.033029396,0.004460635,0.539088662,0.152144364,0.06390775,0.214876008,0.016229729,0.09365732,0.556611891,0.261945975,0.117977579,0.073696242,0.096873814,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
