from_bus,to_bus,id,name,r_pu,x_pu,b_pu,g_from_pu,b_from_pu,g_to_pu,b_to_pu,rate_a_mva,rate_b_mva,rate_c_mva,length_km,in_service
40286,40292,2,154osm_한국발전기술_154-여천_154_2,0.000339,0.003081,0.002495,0.0,0.0,0.0,0.0,450,495,562,2.17,1
40330,40782,1,154osm_신장_154-남양주T3_154_1,0.000293,0.00267,0.002162,0.0,0.0,0.0,0.0,450,495,562,1.88,1
40330,40782,2,154osm_신장_154-남양주T3_154_2,0.000293,0.00267,0.002162,0.0,0.0,0.0,0.0,450,495,562,1.88,1
40294,40358,1,154osm_송포_154-파주T1_154_1,0.000262,0.002386,0.001932,0.0,0.0,0.0,0.0,450,495,562,1.68,1
40294,40358,2,154osm_송포_154-파주T1_154_2,0.000262,0.002386,0.001932,0.0,0.0,0.0,0.0,450,495,562,1.68,1
40782,40797,1,154osm_남양주T3_154-성남T5_154_1,0.000314,0.002854,0.002311,0.0,0.0,0.0,0.0,450,495,562,2.01,1
40782,40797,2,154osm_남양주T3_154-성남T5_154_2,0.000314,0.002854,0.002311,0.0,0.0,0.0,0.0,450,495,562,2.01,1
40171,40542,1,154osm_달성_154-성서_154_1,0.000296,0.002698,0.002185,0.0,0.0,0.0,0.0,450,495,562,1.9,1
40171,40542,2,154osm_달성_154-성서_154_2,0.000296,0.002698,0.002185,0.0,0.0,0.0,0.0,450,495,562,1.9,1
40306,40480,1,154osm_동탄_154-기흥_154_1,0.000445,0.004047,0.003278,0.0,0.0,0.0,0.0,450,495,562,2.85,1
40306,40480,2,154osm_동탄_154-기흥_154_2,0.000445,0.004047,0.003278,0.0,0.0,0.0,0.0,450,495,562,2.85,1
40128,40246,1,154osm_성현_154-야탑_154_1,0.000351,0.003195,0.002587,0.0,0.0,0.0,0.0,450,495,562,2.25,1
40128,40246,2,154osm_성현_154-야탑_154_2,0.000351,0.003195,0.002587,0.0,0.0,0.0,0.0,450,495,562,2.25,1
40128,40246,3,154osm_성현_154-야탑_154_3,0.000351,0.003195,0.002587,0.0,0.0,0.0,0.0,450,495,562,2.25,1
40128,40246,4,154osm_성현_154-야탑_154_4,0.000351,0.003195,0.002587,0.0,0.0,0.0,0.0,450,495,562,2.25,1
40160,40794,1,154osm_덕진_154-세종T2_154_1,0.000362,0.003294,0.002668,0.0,0.0,0.0,0.0,450,495,562,2.32,1
40160,40794,2,154osm_덕진_154-세종T2_154_2,0.000362,0.003294,0.002668,0.0,0.0,0.0,0.0,450,495,562,2.32,1
40153,40320,1,154osm_신파주_154-문발_154_1,0.000459,0.004175,0.003381,0.0,0.0,0.0,0.0,450,495,562,2.94,1
40153,40320,2,154osm_신파주_154-문발_154_2,0.000459,0.004175,0.003381,0.0,0.0,0.0,0.0,450,495,562,2.94,1
40528,40529,1,154osm_북포항_154-남포항_154_1,0.000359,0.003266,0.002645,0.0,0.0,0.0,0.0,450,495,562,2.3,1
40528,40529,2,154osm_북포항_154-남포항_154_2,0.000359,0.003266,0.002645,0.0,0.0,0.0,0.0,450,495,562,2.3,1
40528,40529,3,154osm_북포항_154-남포항_154_3,0.000359,0.003266,0.002645,0.0,0.0,0.0,0.0,450,495,562,2.3,1
40528,40529,4,154osm_북포항_154-남포항_154_4,0.000359,0.003266,0.002645,0.0,0.0,0.0,0.0,450,495,562,2.3,1
40244,40788,1,154osm_미음_154-지사_154_1,0.000409,0.00372,0.003013,0.0,0.0,0.0,0.0,450,495,562,2.62,1
40721,40800,1,154osm_창원T1_154-창원_154_1,0.00034,0.003096,0.002507,0.0,0.0,0.0,0.0,450,495,562,2.18,1
40721,40800,2,154osm_창원T1_154-창원_154_2,0.00034,0.003096,0.002507,0.0,0.0,0.0,0.0,450,495,562,2.18,1
40098,40549,1,154osm_신경산_154-진량_154_1,0.000363,0.003309,0.00268,0.0,0.0,0.0,0.0,450,495,562,2.33,1
40098,40549,2,154osm_신경산_154-진량_154_2,0.000363,0.003309,0.00268,0.0,0.0,0.0,0.0,450,495,562,2.33,1
40059,40060,1,154osm_울산_154-신울산_154_1,0.000384,0.003493,0.002829,0.0,0.0,0.0,0.0,450,495,562,2.46,1
40059,40060,2,154osm_울산_154-신울산_154_2,0.000384,0.003493,0.002829,0.0,0.0,0.0,0.0,450,495,562,2.46,1
40106,40599,1,154osm_신광주_154-일곡_154_1,0.000348,0.003167,0.002564,0.0,0.0,0.0,0.0,450,495,562,2.23,1
40106,40599,2,154osm_신광주_154-일곡_154_2,0.000348,0.003167,0.002564,0.0,0.0,0.0,0.0,450,495,562,2.23,1
40106,40599,3,154osm_신광주_154-일곡_154_3,0.000348,0.003167,0.002564,0.0,0.0,0.0,0.0,450,495,562,2.23,1
40106,40599,4,154osm_신광주_154-일곡_154_4,0.000348,0.003167,0.002564,0.0,0.0,0.0,0.0,450,495,562,2.23,1
40029,40760,1,154osm_중계_154-신내_154_1,0.000318,0.002897,0.002346,0.0,0.0,0.0,0.0,450,495,562,2.04,1
40029,40760,2,154osm_중계_154-신내_154_2,0.000318,0.002897,0.002346,0.0,0.0,0.0,0.0,450,495,562,2.04,1
40325,40392,1,154osm_이의_154-신봉_154_1,0.000378,0.003436,0.002783,0.0,0.0,0.0,0.0,450,495,562,2.42,1
40325,40392,2,154osm_이의_154-신봉_154_2,0.000378,0.003436,0.002783,0.0,0.0,0.0,0.0,450,495,562,2.42,1
40325,40392,3,154osm_이의_154-신봉_154_3,0.000378,0.003436,0.002783,0.0,0.0,0.0,0.0,450,495,562,2.42,1
40325,40392,4,154osm_이의_154-신봉_154_4,0.000378,0.003436,0.002783,0.0,0.0,0.0,0.0,450,495,562,2.42,1
40252,40759,1,154osm_은평_154-현저_154_1,0.000331,0.00301,0.002438,0.0,0.0,0.0,0.0,450,495,562,2.12,1
40252,40759,2,154osm_은평_154-현저_154_2,0.000331,0.00301,0.002438,0.0,0.0,0.0,0.0,450,495,562,2.12,1
40101,40552,1,154osm_서대구_154-왜관_154_1,0.00037,0.003365,0.002726,0.0,0.0,0.0,0.0,450,495,562,2.37,1
40101,40552,2,154osm_서대구_154-왜관_154_2,0.00037,0.003365,0.002726,0.0,0.0,0.0,0.0,450,495,562,2.37,1
40101,40552,3,154osm_서대구_154-왜관_154_3,0.00037,0.003365,0.002726,0.0,0.0,0.0,0.0,450,495,562,2.37,1
40101,40552,4,154osm_서대구_154-왜관_154_4,0.00037,0.003365,0.002726,0.0,0.0,0.0,0.0,450,495,562,2.37,1
40534,40537,1,154osm_농소_154-김천_154_1,0.000382,0.003479,0.002818,0.0,0.0,0.0,0.0,450,495,562,2.45,1
40534,40537,2,154osm_농소_154-김천_154_2,0.000382,0.003479,0.002818,0.0,0.0,0.0,0.0,450,495,562,2.45,1
40197,40777,1,154osm_반월_154-북시화_154_1,0.000373,0.003394,0.002749,0.0,0.0,0.0,0.0,450,495,562,2.39,1
40197,40777,2,154osm_반월_154-북시화_154_2,0.000373,0.003394,0.002749,0.0,0.0,0.0,0.0,450,495,562,2.39,1
40073,40135,1,154osm_오창_154-국사_154_1,0.000384,0.003493,0.002829,0.0,0.0,0.0,0.0,450,495,562,2.46,1
40073,40135,2,154osm_오창_154-국사_154_2,0.000384,0.003493,0.002829,0.0,0.0,0.0,0.0,450,495,562,2.46,1
40108,40635,1,154osm_전주T2_154-남전주_154_1,0.00046,0.004189,0.003393,0.0,0.0,0.0,0.0,450,495,562,2.95,1
40108,40635,2,154osm_전주T2_154-남전주_154_2,0.00046,0.004189,0.003393,0.0,0.0,0.0,0.0,450,495,562,2.95,1
40108,40635,3,154osm_전주T2_154-남전주_154_3,0.00046,0.004189,0.003393,0.0,0.0,0.0,0.0,450,495,562,2.95,1
40108,40635,4,154osm_전주T2_154-남전주_154_4,0.00046,0.004189,0.003393,0.0,0.0,0.0,0.0,450,495,562,2.95,1
40193,40259,1,154osm_추팔_154-둔포_154_1,0.000398,0.003621,0.002932,0.0,0.0,0.0,0.0,450,495,562,2.55,1
40193,40259,2,154osm_추팔_154-둔포_154_2,0.000398,0.003621,0.002932,0.0,0.0,0.0,0.0,450,495,562,2.55,1
40598,40601,1,154osm_충장_154-계림_154_1,0.000406,0.003692,0.00299,0.0,0.0,0.0,0.0,450,495,562,2.6,1
40598,40601,2,154osm_충장_154-계림_154_2,0.000406,0.003692,0.00299,0.0,0.0,0.0,0.0,450,495,562,2.6,1
40119,40157,1,154osm_서서울_154-서수원_154_1,0.000392,0.003564,0.002886,0.0,0.0,0.0,0.0,450,495,562,2.51,1
40119,40157,2,154osm_서서울_154-서수원_154_2,0.000392,0.003564,0.002886,0.0,0.0,0.0,0.0,450,495,562,2.51,1
40119,40322,1,154osm_서서울_154-신안산_154_1,0.000385,0.003507,0.002841,0.0,0.0,0.0,0.0,450,495,562,2.47,1
40245,40508,1,154osm_삼정_154-신월_154_1,0.000407,0.003706,0.003001,0.0,0.0,0.0,0.0,450,495,562,2.61,1
40245,40508,2,154osm_삼정_154-신월_154_2,0.000407,0.003706,0.003001,0.0,0.0,0.0,0.0,450,495,562,2.61,1
40331,40762,1,154osm_미아_154-쌍문_154_1,0.000457,0.004161,0.00337,0.0,0.0,0.0,0.0,450,495,562,2.93,1
40331,40762,2,154osm_미아_154-쌍문_154_2,0.000457,0.004161,0.00337,0.0,0.0,0.0,0.0,450,495,562,2.93,1
40505,40774,1,154osm_동읍_154-의창_154_1,0.000474,0.004317,0.003496,0.0,0.0,0.0,0.0,450,495,562,3.04,1
40181,40254,1,154osm_서울T1_154-원흥_154_1,0.000468,0.00426,0.00345,0.0,0.0,0.0,0.0,450,495,562,3.0,1
40181,40254,2,154osm_서울T1_154-원흥_154_2,0.000468,0.00426,0.00345,0.0,0.0,0.0,0.0,450,495,562,3.0,1
40371,40377,1,154osm_동진주_154-개양_154_1,0.000558,0.005084,0.004117,0.0,0.0,0.0,0.0,450,495,562,3.58,1
40430,40712,1,154osm_조암_154-수원T2_154_1,0.000454,0.004132,0.003347,0.0,0.0,0.0,0.0,450,495,562,2.91,1
40430,40712,2,154osm_조암_154-수원T2_154_2,0.000454,0.004132,0.003347,0.0,0.0,0.0,0.0,450,495,562,2.91,1
40430,40712,3,154osm_조암_154-수원T2_154_3,0.000454,0.004132,0.003347,0.0,0.0,0.0,0.0,450,495,562,2.91,1
40430,40712,4,154osm_조암_154-수원T2_154_4,0.000454,0.004132,0.003347,0.0,0.0,0.0,0.0,450,495,562,2.91,1
40072,40306,1,154osm_신용인_154-동탄_154_1,0.000429,0.003905,0.003162,0.0,0.0,0.0,0.0,450,495,562,2.75,1
40072,40306,2,154osm_신용인_154-동탄_154_2,0.000429,0.003905,0.003162,0.0,0.0,0.0,0.0,450,495,562,2.75,1
40160,40162,1,154osm_덕진_154-대덕_154_1,0.000446,0.004061,0.003289,0.0,0.0,0.0,0.0,450,495,562,2.86,1
40160,40162,2,154osm_덕진_154-대덕_154_2,0.000446,0.004061,0.003289,0.0,0.0,0.0,0.0,450,495,562,2.86,1
40153,40156,1,154osm_신파주_154-금촌_154_1,0.000451,0.004104,0.003324,0.0,0.0,0.0,0.0,450,495,562,2.89,1
40153,40156,2,154osm_신파주_154-금촌_154_2,0.000451,0.004104,0.003324,0.0,0.0,0.0,0.0,450,495,562,2.89,1
40060,40682,1,154osm_신울산_154-옥동_154_1,0.000507,0.004615,0.003737,0.0,0.0,0.0,0.0,450,495,562,3.25,1
40236,40413,1,154osm_계양2_154-김포_154_1,0.000424,0.003862,0.003128,0.0,0.0,0.0,0.0,450,495,562,2.72,1
40236,40413,2,154osm_계양2_154-김포_154_2,0.000424,0.003862,0.003128,0.0,0.0,0.0,0.0,450,495,562,2.72,1
40442,40778,1,154osm_원곡_154-북안산_154_1,0.00049,0.004459,0.003611,0.0,0.0,0.0,0.0,450,495,562,3.14,1
40442,40778,2,154osm_원곡_154-북안산_154_2,0.00049,0.004459,0.003611,0.0,0.0,0.0,0.0,450,495,562,3.14,1
40188,40772,1,154osm_방어진_154-울산T10_154_1,0.000435,0.003962,0.003208,0.0,0.0,0.0,0.0,450,495,562,2.79,1
40188,40772,2,154osm_방어진_154-울산T10_154_2,0.000435,0.003962,0.003208,0.0,0.0,0.0,0.0,450,495,562,2.79,1
40188,40772,3,154osm_방어진_154-울산T10_154_3,0.000435,0.003962,0.003208,0.0,0.0,0.0,0.0,450,495,562,2.79,1
40504,40524,1,154osm_안민_154-천선_154_1,0.00047,0.004274,0.003461,0.0,0.0,0.0,0.0,450,495,562,3.01,1
40504,40524,2,154osm_안민_154-천선_154_2,0.00047,0.004274,0.003461,0.0,0.0,0.0,0.0,450,495,562,3.01,1
40504,40524,3,154osm_안민_154-천선_154_3,0.00047,0.004274,0.003461,0.0,0.0,0.0,0.0,450,495,562,3.01,1
40504,40524,4,154osm_안민_154-천선_154_4,0.00047,0.004274,0.003461,0.0,0.0,0.0,0.0,450,495,562,3.01,1
40040,40762,1,154osm_방학_154-쌍문_154_1,0.000482,0.004388,0.003553,0.0,0.0,0.0,0.0,450,495,562,3.09,1
40040,40762,2,154osm_방학_154-쌍문_154_2,0.000482,0.004388,0.003553,0.0,0.0,0.0,0.0,450,495,562,3.09,1
40294,40461,1,154osm_송포_154-일산_154_1,0.000583,0.005311,0.004301,0.0,0.0,0.0,0.0,450,495,562,3.74,1
40294,40461,2,154osm_송포_154-일산_154_2,0.000583,0.005311,0.004301,0.0,0.0,0.0,0.0,450,495,562,3.74,1
40131,40387,1,154osm_양주_154-불광_154_1,0.000471,0.004288,0.003473,0.0,0.0,0.0,0.0,450,495,562,3.02,1
40131,40387,2,154osm_양주_154-불광_154_2,0.000471,0.004288,0.003473,0.0,0.0,0.0,0.0,450,495,562,3.02,1
40131,40387,3,154osm_양주_154-불광_154_3,0.000471,0.004288,0.003473,0.0,0.0,0.0,0.0,450,495,562,3.02,1
40131,40387,4,154osm_양주_154-불광_154_4,0.000471,0.004288,0.003473,0.0,0.0,0.0,0.0,450,495,562,3.02,1
40177,40789,1,154osm_양산_154-산막_154_1,0.00049,0.004459,0.003611,0.0,0.0,0.0,0.0,450,495,562,3.14,1
40177,40789,2,154osm_양산_154-산막_154_2,0.00049,0.004459,0.003611,0.0,0.0,0.0,0.0,450,495,562,3.14,1
40490,40491,1,154osm_이천_154-율현_154_1,0.000524,0.004771,0.003864,0.0,0.0,0.0,0.0,450,495,562,3.36,1
40490,40491,2,154osm_이천_154-율현_154_2,0.000524,0.004771,0.003864,0.0,0.0,0.0,0.0,450,495,562,3.36,1
40168,40539,1,154osm_유가_154-현풍_154_1,0.000549,0.004998,0.004048,0.0,0.0,0.0,0.0,450,495,562,3.52,1
40168,40539,2,154osm_유가_154-현풍_154_2,0.000549,0.004998,0.004048,0.0,0.0,0.0,0.0,450,495,562,3.52,1
40168,40539,3,154osm_유가_154-현풍_154_3,0.000549,0.004998,0.004048,0.0,0.0,0.0,0.0,450,495,562,3.52,1
40168,40539,4,154osm_유가_154-현풍_154_4,0.000549,0.004998,0.004048,0.0,0.0,0.0,0.0,450,495,562,3.52,1
40673,40675,1,154osm_제천_154-왕암_154_1,0.000523,0.004757,0.003853,0.0,0.0,0.0,0.0,450,495,562,3.35,1
40673,40675,2,154osm_제천_154-왕암_154_2,0.000523,0.004757,0.003853,0.0,0.0,0.0,0.0,450,495,562,3.35,1
40085,40204,1,154osm_범물_154-노변_154_1,0.000512,0.004658,0.003772,0.0,0.0,0.0,0.0,450,495,562,3.28,1
40170,40539,1,154osm_논공_154-현풍_154_1,0.000502,0.004572,0.003703,0.0,0.0,0.0,0.0,450,495,562,3.22,1
40170,40539,2,154osm_논공_154-현풍_154_2,0.000502,0.004572,0.003703,0.0,0.0,0.0,0.0,450,495,562,3.22,1
40043,40438,1,154osm_중동_154-고강_154_1,0.000516,0.0047,0.003806,0.0,0.0,0.0,0.0,450,495,562,3.31,1
40043,40438,2,154osm_중동_154-고강_154_2,0.000516,0.0047,0.003806,0.0,0.0,0.0,0.0,450,495,562,3.31,1
40578,40587,1,154osm_송현_154-부평T2_154_1,0.000585,0.005325,0.004313,0.0,0.0,0.0,0.0,450,495,562,3.75,1
40578,40587,2,154osm_송현_154-부평T2_154_2,0.000585,0.005325,0.004313,0.0,0.0,0.0,0.0,450,495,562,3.75,1
40659,40672,1,154osm_단양_154-제천T1_154_1,0.000601,0.005467,0.004428,0.0,0.0,0.0,0.0,450,495,562,3.85,1
40659,40672,2,154osm_단양_154-제천T1_154_2,0.000601,0.005467,0.004428,0.0,0.0,0.0,0.0,450,495,562,3.85,1
40198,40706,1,154osm_한샘_154-직산_154_1,0.000588,0.005353,0.004335,0.0,0.0,0.0,0.0,450,495,562,3.77,1
40198,40706,2,154osm_한샘_154-직산_154_2,0.000588,0.005353,0.004335,0.0,0.0,0.0,0.0,450,495,562,3.77,1
40198,40706,3,154osm_한샘_154-직산_154_3,0.000588,0.005353,0.004335,0.0,0.0,0.0,0.0,450,495,562,3.77,1
40198,40706,4,154osm_한샘_154-직산_154_4,0.000588,0.005353,0.004335,0.0,0.0,0.0,0.0,450,495,562,3.77,1
40251,40734,1,154osm_거제_154-거제T1_154_1,0.000573,0.005211,0.00422,0.0,0.0,0.0,0.0,450,495,562,3.67,1
40251,40734,2,154osm_거제_154-거제T1_154_2,0.000573,0.005211,0.00422,0.0,0.0,0.0,0.0,450,495,562,3.67,1
40251,40734,3,154osm_거제_154-거제T1_154_3,0.000573,0.005211,0.00422,0.0,0.0,0.0,0.0,450,495,562,3.67,1
40251,40734,4,154osm_거제_154-거제T1_154_4,0.000573,0.005211,0.00422,0.0,0.0,0.0,0.0,450,495,562,3.67,1
40260,40549,1,154osm_반야월_154-진량_154_1,0.000554,0.005041,0.004082,0.0,0.0,0.0,0.0,450,495,562,3.55,1
40260,40549,2,154osm_반야월_154-진량_154_2,0.000554,0.005041,0.004082,0.0,0.0,0.0,0.0,450,495,562,3.55,1
40260,40549,3,154osm_반야월_154-진량_154_3,0.000554,0.005041,0.004082,0.0,0.0,0.0,0.0,450,495,562,3.55,1
40260,40549,4,154osm_반야월_154-진량_154_4,0.000554,0.005041,0.004082,0.0,0.0,0.0,0.0,450,495,562,3.55,1
40139,40548,1,154osm_영일_154-왕신_154_1,0.000577,0.005254,0.004255,0.0,0.0,0.0,0.0,450,495,562,3.7,1
40139,40548,2,154osm_영일_154-왕신_154_2,0.000577,0.005254,0.004255,0.0,0.0,0.0,0.0,450,495,562,3.7,1
40090,40450,1,154osm_신광명_154-소래_154_1,0.000577,0.005254,0.004255,0.0,0.0,0.0,0.0,450,495,562,3.7,1
40090,40450,2,154osm_신광명_154-소래_154_2,0.000577,0.005254,0.004255,0.0,0.0,0.0,0.0,450,495,562,3.7,1
40061,40686,1,154osm_신온산_154-처용_154_1,0.000566,0.005155,0.004174,0.0,0.0,0.0,0.0,450,495,562,3.63,1
40061,40686,2,154osm_신온산_154-처용_154_2,0.000566,0.005155,0.004174,0.0,0.0,0.0,0.0,450,495,562,3.63,1
40061,40686,3,154osm_신온산_154-처용_154_3,0.000566,0.005155,0.004174,0.0,0.0,0.0,0.0,450,495,562,3.63,1
40061,40686,4,154osm_신온산_154-처용_154_4,0.000566,0.005155,0.004174,0.0,0.0,0.0,0.0,450,495,562,3.63,1
40303,40671,1,154osm_남음성_154-덕산_154_1,0.000593,0.005396,0.00437,0.0,0.0,0.0,0.0,450,495,562,3.8,1
40303,40671,2,154osm_남음성_154-덕산_154_2,0.000593,0.005396,0.00437,0.0,0.0,0.0,0.0,450,495,562,3.8,1
40049,40178,1,154osm_북부산_154-미남_154_1,0.000566,0.005155,0.004174,0.0,0.0,0.0,0.0,450,495,562,3.63,1
40049,40178,2,154osm_북부산_154-미남_154_2,0.000566,0.005155,0.004174,0.0,0.0,0.0,0.0,450,495,562,3.63,1
40503,40504,1,154osm_완암_154-안민_154_1,0.000604,0.005495,0.004451,0.0,0.0,0.0,0.0,450,495,562,3.87,1
40503,40504,2,154osm_완암_154-안민_154_2,0.000604,0.005495,0.004451,0.0,0.0,0.0,0.0,450,495,562,3.87,1
40503,40504,3,154osm_완암_154-안민_154_3,0.000604,0.005495,0.004451,0.0,0.0,0.0,0.0,450,495,562,3.87,1
40503,40504,4,154osm_완암_154-안민_154_4,0.000604,0.005495,0.004451,0.0,0.0,0.0,0.0,450,495,562,3.87,1
40430,40434,1,154osm_조암_154-구문천_154_1,0.000633,0.005765,0.004669,0.0,0.0,0.0,0.0,450,495,562,4.06,1
40430,40434,2,154osm_조암_154-구문천_154_2,0.000633,0.005765,0.004669,0.0,0.0,0.0,0.0,450,495,562,4.06,1
40234,40274,1,154osm_북항_154-목포_154_1,0.000646,0.005879,0.004761,0.0,0.0,0.0,0.0,450,495,562,4.14,1
40427,40428,1,154osm_향남_154-발안_154_1,0.000608,0.005538,0.004485,0.0,0.0,0.0,0.0,450,495,562,3.9,1
40427,40428,2,154osm_향남_154-발안_154_2,0.000608,0.005538,0.004485,0.0,0.0,0.0,0.0,450,495,562,3.9,1
40427,40428,3,154osm_향남_154-발안_154_3,0.000608,0.005538,0.004485,0.0,0.0,0.0,0.0,450,495,562,3.9,1
40427,40428,4,154osm_향남_154-발안_154_4,0.000608,0.005538,0.004485,0.0,0.0,0.0,0.0,450,495,562,3.9,1
40060,40288,1,154osm_신울산_154-성암_154_1,0.000668,0.006078,0.004922,0.0,0.0,0.0,0.0,450,495,562,4.28,1
40060,40288,2,154osm_신울산_154-성암_154_2,0.000668,0.006078,0.004922,0.0,0.0,0.0,0.0,450,495,562,4.28,1
40573,40591,1,154osm_검단_154-구암_154_1,0.000597,0.005439,0.004405,0.0,0.0,0.0,0.0,450,495,562,3.83,1
40573,40591,2,154osm_검단_154-구암_154_2,0.000597,0.005439,0.004405,0.0,0.0,0.0,0.0,450,495,562,3.83,1
40573,40591,3,154osm_검단_154-구암_154_3,0.000597,0.005439,0.004405,0.0,0.0,0.0,0.0,450,495,562,3.83,1
40573,40591,4,154osm_검단_154-구암_154_4,0.000597,0.005439,0.004405,0.0,0.0,0.0,0.0,450,495,562,3.83,1
40292,40595,1,154osm_여천_154-여수_154_1,0.000638,0.005808,0.004703,0.0,0.0,0.0,0.0,450,495,562,4.09,1
40292,40595,2,154osm_여천_154-여수_154_2,0.000638,0.005808,0.004703,0.0,0.0,0.0,0.0,450,495,562,4.09,1
40292,40595,3,154osm_여천_154-여수_154_3,0.000638,0.005808,0.004703,0.0,0.0,0.0,0.0,450,495,562,4.09,1
40292,40595,4,154osm_여천_154-여수_154_4,0.000638,0.005808,0.004703,0.0,0.0,0.0,0.0,450,495,562,4.09,1
40099,40170,1,154osm_고령_154-논공_154_1,0.000772,0.007029,0.005693,0.0,0.0,0.0,0.0,450,495,562,4.95,1
40099,40170,2,154osm_고령_154-논공_154_2,0.000772,0.007029,0.005693,0.0,0.0,0.0,0.0,450,495,562,4.95,1
40266,40308,1,154osm_능곡_154-상암_154_1,0.000711,0.006475,0.005244,0.0,0.0,0.0,0.0,450,495,562,4.56,1
40266,40308,2,154osm_능곡_154-상암_154_2,0.000711,0.006475,0.005244,0.0,0.0,0.0,0.0,450,495,562,4.56,1
40683,40687,1,154osm_반천_154-직동_154_1,0.000654,0.00595,0.004819,0.0,0.0,0.0,0.0,450,495,562,4.19,1
40683,40687,2,154osm_반천_154-직동_154_2,0.000654,0.00595,0.004819,0.0,0.0,0.0,0.0,450,495,562,4.19,1
40683,40687,3,154osm_반천_154-직동_154_3,0.000654,0.00595,0.004819,0.0,0.0,0.0,0.0,450,495,562,4.19,1
40683,40687,4,154osm_반천_154-직동_154_4,0.000654,0.00595,0.004819,0.0,0.0,0.0,0.0,450,495,562,4.19,1
40121,40707,1,154osm_신온양_154-석곡_154_1,0.000647,0.005893,0.004773,0.0,0.0,0.0,0.0,450,495,562,4.15,1
40121,40707,2,154osm_신온양_154-석곡_154_2,0.000647,0.005893,0.004773,0.0,0.0,0.0,0.0,450,495,562,4.15,1
40121,40707,3,154osm_신온양_154-석곡_154_3,0.000647,0.005893,0.004773,0.0,0.0,0.0,0.0,450,495,562,4.15,1
40121,40707,4,154osm_신온양_154-석곡_154_4,0.000647,0.005893,0.004773,0.0,0.0,0.0,0.0,450,495,562,4.15,1
40181,40387,1,154osm_서울T1_154-불광_154_1,0.000641,0.005836,0.004727,0.0,0.0,0.0,0.0,450,495,562,4.11,1
40181,40387,2,154osm_서울T1_154-불광_154_2,0.000641,0.005836,0.004727,0.0,0.0,0.0,0.0,450,495,562,4.11,1
40120,40712,1,154osm_화성_154-수원T2_154_1,0.000632,0.005751,0.004657,0.0,0.0,0.0,0.0,450,495,562,4.05,1
40120,40712,2,154osm_화성_154-수원T2_154_2,0.000632,0.005751,0.004657,0.0,0.0,0.0,0.0,450,495,562,4.05,1
40120,40712,3,154osm_화성_154-수원T2_154_3,0.000632,0.005751,0.004657,0.0,0.0,0.0,0.0,450,495,562,4.05,1
40120,40712,4,154osm_화성_154-수원T2_154_4,0.000632,0.005751,0.004657,0.0,0.0,0.0,0.0,450,495,562,4.05,1
40152,40257,1,154osm_도봉_154-상계_154_1,0.00061,0.005552,0.004497,0.0,0.0,0.0,0.0,450,495,562,3.91,1
40152,40257,2,154osm_도봉_154-상계_154_2,0.00061,0.005552,0.004497,0.0,0.0,0.0,0.0,450,495,562,3.91,1
40428,40434,1,154osm_발안_154-구문천_154_1,0.000651,0.005921,0.004795,0.0,0.0,0.0,0.0,450,495,562,4.17,1
40428,40434,2,154osm_발안_154-구문천_154_2,0.000651,0.005921,0.004795,0.0,0.0,0.0,0.0,450,495,562,4.17,1
40112,40205,1,154osm_신양산_154-좌동_154_1,0.00066,0.006007,0.004865,0.0,0.0,0.0,0.0,450,495,562,4.23,1
40112,40205,2,154osm_신양산_154-좌동_154_2,0.00066,0.006007,0.004865,0.0,0.0,0.0,0.0,450,495,562,4.23,1
40112,40205,3,154osm_신양산_154-좌동_154_3,0.00066,0.006007,0.004865,0.0,0.0,0.0,0.0,450,495,562,4.23,1
40112,40205,4,154osm_신양산_154-좌동_154_4,0.00066,0.006007,0.004865,0.0,0.0,0.0,0.0,450,495,562,4.23,1
40113,40596,1,154osm_광양_154-백운_154_1,0.0007,0.006376,0.005164,0.0,0.0,0.0,0.0,450,495,562,4.49,1
40113,40596,2,154osm_광양_154-백운_154_2,0.0007,0.006376,0.005164,0.0,0.0,0.0,0.0,450,495,562,4.49,1
40113,40596,3,154osm_광양_154-백운_154_3,0.0007,0.006376,0.005164,0.0,0.0,0.0,0.0,450,495,562,4.49,1
40113,40596,4,154osm_광양_154-백운_154_4,0.0007,0.006376,0.005164,0.0,0.0,0.0,0.0,450,495,562,4.49,1
40565,40566,1,154osm_구미_154-고아_154_1,0.000685,0.006234,0.005048,0.0,0.0,0.0,0.0,450,495,562,4.39,1
40236,40237,1,154osm_계양2_154-부평T1_154_1,0.00068,0.006191,0.005014,0.0,0.0,0.0,0.0,450,495,562,4.36,1
40236,40237,2,154osm_계양2_154-부평T1_154_2,0.00068,0.006191,0.005014,0.0,0.0,0.0,0.0,450,495,562,4.36,1
40236,40237,3,154osm_계양2_154-부평T1_154_3,0.00068,0.006191,0.005014,0.0,0.0,0.0,0.0,450,495,562,4.36,1
40236,40237,4,154osm_계양2_154-부평T1_154_4,0.00068,0.006191,0.005014,0.0,0.0,0.0,0.0,450,495,562,4.36,1
40336,40514,1,154osm_신고성_154-삼천포_154_1,0.000661,0.006021,0.004876,0.0,0.0,0.0,0.0,450,495,562,4.24,1
40105,40163,1,154osm_청원_154-죽림_154_1,0.000691,0.006291,0.005094,0.0,0.0,0.0,0.0,450,495,562,4.43,1
40105,40163,2,154osm_청원_154-죽림_154_2,0.000691,0.006291,0.005094,0.0,0.0,0.0,0.0,450,495,562,4.43,1
