bus,name,region,base_kv,volt_class,type,area,area_name,zone,vm_pu,va_deg,vmax_pu,vmin_pu,in_service,lat,lon
70160,함양_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.53003,127.77482
40214,고성_154,경상남도,154,154kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,34.96815,128.33401
70161,고성_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,34.96815,128.33401
40215,남창_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.4115,126.61648
70162,남창_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.4115,126.61648
40216,점촌_154,경상북도,154,154kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,36.60348,128.17134
70163,점촌_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,36.60348,128.17134
40217,상주_154,경상북도,154,154kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,36.41937,128.14782
70164,상주_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,36.41937,128.14782
40218,해남_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.56656,126.57836
70165,해남_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.56656,126.57836
40219,북평_154,강원특별자치도,154,154kV,PQ,2,강원,10,1.0,0.0,1.05,0.95,1,37.49189,129.11315
70166,북평_D23,강원특별자치도,22.9,22.9kV,PQ,2,강원,10,1.0,0.0,1.05,0.95,1,37.49189,129.11315
40220,아현_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.55452,126.95593
70167,아현_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.55452,126.95593
40221,신촌_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.5562,126.94157
70168,신촌_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.5562,126.94157
40222,태백T1_154,강원특별자치도,154,154kV,PQ,2,강원,10,1.0,0.0,1.05,0.95,1,36.91709,128.93438
70169,태백T1_D23,강원특별자치도,22.9,22.9kV,PQ,2,강원,10,1.0,0.0,1.05,0.95,1,36.91709,128.93438
40223,하남_154,광주광역시,154,154kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.20695,126.79652
70170,하남_D23,광주광역시,22.9,22.9kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.20695,126.79652
40224,동안양_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.38176,126.97335
70171,동안양_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.38176,126.97335
40225,성산_154,제주특별자치도,154,154kV,PQ,6,제주,17,1.0,0.0,1.05,0.95,1,33.44346,126.85584
70172,성산_D23,제주특별자치도,22.9,22.9kV,PQ,6,제주,17,1.0,0.0,1.05,0.95,1,33.44346,126.85584
20057,영등포_345,서울특별시,345,345kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.51969,126.89445
40226,영등포_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.51969,126.89445
60057,영등포_T23,서울특별시,23,23kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.51969,126.89445
40227,수지_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.31824,127.08374
70173,수지_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.31824,127.08374
40228,포승_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,36.98815,126.89441
70174,포승_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,36.98815,126.89441
20058,신충주_345,충청북도,345,345kV,PQ,3,충청,11,1.0,0.0,1.05,0.95,1,37.01899,127.80571
40229,신충주_154,충청북도,154,154kV,PQ,3,충청,11,1.0,0.0,1.05,0.95,1,37.01899,127.80571
60058,신충주_T23,충청북도,23,23kV,PQ,3,충청,11,1.0,0.0,1.05,0.95,1,37.01899,127.80571
40230,평동_154,광주광역시,154,154kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.13379,126.75455
70175,평동_D23,광주광역시,22.9,22.9kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.13379,126.75455
40231,풍동_154,충청북도,154,154kV,PQ,3,충청,11,1.0,0.0,1.05,0.95,1,36.93279,127.89695
70176,풍동_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,1.0,0.0,1.05,0.95,1,36.93279,127.89695
40232,음성_154,충청북도,154,154kV,PQ,3,충청,11,1.0,0.0,1.05,0.95,1,36.9464,127.70317
70177,음성_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,1.0,0.0,1.05,0.95,1,36.9464,127.70317
40233,장성_154,광주광역시,154,154kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.27909,126.76528
70178,장성_D23,광주광역시,22.9,22.9kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.27909,126.76528
40234,북항_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.8217,126.38003
70179,북항_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.8217,126.38003
40235,나주_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.99148,126.7254
70180,나주_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.99148,126.7254
40236,계양2_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.58289,126.69672
70181,계양2_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.58289,126.69672
40237,부평T1_154,인천광역시,154,154kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.55075,126.73539
70182,부평T1_D23,인천광역시,22.9,22.9kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.55075,126.73539
40238,송도_154,인천광역시,154,154kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.37047,126.63905
70183,송도_D23,인천광역시,22.9,22.9kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.37047,126.63905
40239,흥인_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.56918,127.01149
70184,흥인_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.56918,127.01149
40240,연수_154,인천광역시,154,154kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.42539,126.66746
70185,연수_D23,인천광역시,22.9,22.9kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.42539,126.66746
40241,논산_154,충청남도,154,154kV,PQ,3,충청,12,1.0,0.0,1.05,0.95,1,36.22159,127.05068
70186,논산_D23,충청남도,22.9,22.9kV,PQ,3,충청,12,1.0,0.0,1.05,0.95,1,36.22159,127.05068
40242,주촌_154,경상남도,154,154kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.22329,128.82738
70187,주촌_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.22329,128.82738
20059,신녹산_345,경상남도,345,345kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.09842,128.8651
40243,신녹산_154,경상남도,154,154kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.09842,128.8651
60059,신녹산_T23,경상남도,23,23kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.09842,128.8651
40244,미음_154,경상남도,154,154kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.13196,128.85995
70188,미음_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.13196,128.85995
40245,삼정_154,경상남도,154,154kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.18852,128.72002
70189,삼정_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.18852,128.72002
40246,야탑_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.4088,127.15654
70190,야탑_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.4088,127.15654
40247,신림_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.46663,126.95482
70191,신림_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.46663,126.95482
40248,여주_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.28029,127.64044
70192,여주_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.28029,127.64044
40249,안암_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.58401,127.02859
70193,안암_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.58401,127.02859
40250,가남_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.24577,127.59226
70194,가남_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.24577,127.59226
40251,거제_154,경상남도,154,154kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,34.87175,128.63018
70195,거제_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,34.87175,128.63018
40252,은평_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.61015,126.93711
70196,은평_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.61015,126.93711
40253,화곡_154,인천광역시,154,154kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.54856,126.82515
70197,화곡_D23,인천광역시,22.9,22.9kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.54856,126.82515
40254,원흥_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.63714,126.87096
70198,원흥_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.63714,126.87096
40255,수색_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.58207,126.89869
70199,수색_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.58207,126.89869
40256,산성_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.46146,127.15457
70200,산성_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.46146,127.15457
40257,상계_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.65417,127.05567
70201,상계_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.65417,127.05567
40258,봉화_154,경상북도,154,154kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,36.91281,128.85639
70202,봉화_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,36.91281,128.85639
40259,둔포_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,36.91965,127.08682
70203,둔포_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,36.91965,127.08682
40260,반야월_154,대구광역시,154,154kV,PQ,5,영남,3,1.0,0.0,1.05,0.95,1,35.86924,128.74069
70204,반야월_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,1.0,0.0,1.05,0.95,1,35.86924,128.74069
40261,산본_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.35704,126.92402
70205,산본_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.35704,126.92402
40262,정왕_154,인천광역시,154,154kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.36838,126.73254
70206,정왕_D23,인천광역시,22.9,22.9kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.36838,126.73254
40263,구로_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.49797,126.8834
70207,구로_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.49797,126.8834
40264,벌교_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.8536,127.33043
70208,벌교_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.8536,127.33043
40265,보성_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.78197,127.08677
70209,보성_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.78197,127.08677
40266,능곡_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.6186,126.84289
70210,능곡_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.6186,126.84289
40267,태금_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.9408,127.75015
70211,태금_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.9408,127.75015
40268,부천_154,인천광역시,154,154kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.50646,126.78697
70212,부천_D23,인천광역시,22.9,22.9kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.50646,126.78697
40269,서순천_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.90904,127.47961
70213,서순천_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.90904,127.47961
40270,고흥_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.57816,127.25435
70214,고흥_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.57816,127.25435
40271,장흥_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.69817,126.92312
70215,장흥_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.69817,126.92312
40272,순천T2_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,35.03893,127.44185
70216,순천T2_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,35.03893,127.44185
40273,비아_154,광주광역시,154,154kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.21314,126.85127
70217,비아_D23,광주광역시,22.9,22.9kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.21314,126.85127
40274,목포_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.81946,126.4184
70218,목포_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.81946,126.4184
40275,화정_154,광주광역시,154,154kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.15243,126.88311
70219,화정_D23,광주광역시,22.9,22.9kV,PQ,4,호남,5,1.0,0.0,1.05,0.95,1,35.15243,126.88311
40276,시흥_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.4499,126.89718
70220,시흥_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.4499,126.89718
40277,영동_154,경상북도,154,154kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,36.25397,127.83372
70221,영동_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,36.25397,127.83372
40278,온수_154,인천광역시,154,154kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.49103,126.82377
70222,온수_D23,인천광역시,22.9,22.9kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.49103,126.82377
40279,영암_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.83419,126.68281
70223,영암_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.83419,126.68281
40280,강진_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.64555,126.75498
70224,강진_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.64555,126.75498
40281,효목_154,대구광역시,154,154kV,PQ,5,영남,3,1.0,0.0,1.05,0.95,1,35.87513,128.64149
70225,효목_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,1.0,0.0,1.05,0.95,1,35.87513,128.64149
20060,동울산_345,울산광역시,345,345kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.6512,129.39284
40282,동울산_154,울산광역시,154,154kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.6512,129.39284
60060,동울산_T23,울산광역시,23,23kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.6512,129.39284
40283,지도_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.64854,126.83804
70226,지도_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.64854,126.83804
40284,안양_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.38633,126.92754
70227,안양_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.38633,126.92754
10004,신울산765_765,울산광역시,765,765kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.34061,129.30899
20061,신울산765_345,울산광역시,345,345kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.34061,129.30899
60061,신울산765_T23,울산광역시,23,23kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.34061,129.30899
20062,양산T3_345,경상남도,345,345kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.32478,129.29241
40285,양산T3_154,경상남도,154,154kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.32478,129.29241
60062,양산T3_T23,경상남도,23,23kV,PQ,5,영남,16,1.0,0.0,1.05,0.95,1,35.32478,129.29241
20063,한국발전기술_345,전라남도,345,345kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.83908,127.69295
40286,한국발전기술_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.83908,127.69295
60063,한국발전기술_T23,전라남도,23,23kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.83908,127.69295
40287,가수원_154,대전광역시,154,154kV,PQ,3,충청,6,1.0,0.0,1.05,0.95,1,36.2985,127.33601
70228,가수원_D23,대전광역시,22.9,22.9kV,PQ,3,충청,6,1.0,0.0,1.05,0.95,1,36.2985,127.33601
40288,성암_154,울산광역시,154,154kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.4874,129.35487
70229,성암_D23,울산광역시,22.9,22.9kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.4874,129.35487
40289,월산_154,세종특별자치시,154,154kV,PQ,3,충청,8,1.0,0.0,1.05,0.95,1,36.49361,127.36115
70230,월산_D23,세종특별자치시,22.9,22.9kV,PQ,3,충청,8,1.0,0.0,1.05,0.95,1,36.49361,127.36115
40290,울산화력_154,울산광역시,154,154kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.47521,129.37877
70231,울산화력_D23,울산광역시,22.9,22.9kV,PQ,5,영남,7,1.0,0.0,1.05,0.95,1,35.47521,129.37877
40291,서산_154,충청남도,154,154kV,PQ,3,충청,12,1.0,0.0,1.05,0.95,1,36.79669,126.46459
70232,서산_D23,충청남도,22.9,22.9kV,PQ,3,충청,12,1.0,0.0,1.05,0.95,1,36.79669,126.46459
40292,여천_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.81304,127.66891
70233,여천_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.81304,127.66891
40293,여수산단개폐소_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.81279,127.66757
40294,송포_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.68545,126.76157
70234,송포_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.68545,126.76157
40295,장기_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.64055,126.6858
70235,장기_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.64055,126.6858
40296,월배_154,대구광역시,154,154kV,PQ,5,영남,3,1.0,0.0,1.05,0.95,1,35.82975,128.51761
70236,월배_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,1.0,0.0,1.05,0.95,1,35.82975,128.51761
40297,화원_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.68527,126.32903
70237,화원_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.68527,126.32903
40298,진도_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.51964,126.27142
70238,진도_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.51964,126.27142
40299,안좌_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.74228,126.13064
70239,안좌_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.74228,126.13064
20064,서안성_345,경기도,345,345kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.09742,127.22172
40300,서안성_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.09742,127.22172
60064,서안성_T23,경기도,23,23kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.09742,127.22172
40301,태백_154,강원특별자치도,154,154kV,PQ,2,강원,10,1.0,0.0,1.05,0.95,1,37.15691,128.98423
70240,태백_D23,강원특별자치도,22.9,22.9kV,PQ,2,강원,10,1.0,0.0,1.05,0.95,1,37.15691,128.98423
40302,동빙고_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.5231,126.97406
70241,동빙고_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.5231,126.97406
40303,남음성_154,충청북도,154,154kV,PQ,3,충청,11,1.0,0.0,1.05,0.95,1,36.91899,127.55738
70242,남음성_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,1.0,0.0,1.05,0.95,1,36.91899,127.55738
40304,경산_154,대구광역시,154,154kV,PQ,5,영남,3,1.0,0.0,1.05,0.95,1,35.87149,128.83665
70243,경산_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,1.0,0.0,1.05,0.95,1,35.87149,128.83665
40305,금호_154,경상북도,154,154kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,35.90691,128.94579
70244,금호_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,1.0,0.0,1.05,0.95,1,35.90691,128.94579
40306,동탄_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.21714,127.11805
70245,동탄_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.21714,127.11805
40307,삼미_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.18612,127.0827
70246,삼미_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.18612,127.0827
40308,상암_154,서울특별시,154,154kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.58055,126.87776
70247,상암_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.0,0.0,1.05,0.95,1,37.58055,126.87776
20065,신인천_345,인천광역시,345,345kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.4892,126.69278
40309,신인천_154,인천광역시,154,154kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.4892,126.69278
60065,신인천_T23,인천광역시,23,23kV,PQ,1,수도권,4,1.0,0.0,1.05,0.95,1,37.4892,126.69278
40310,만승_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,36.98541,127.43202
70248,만승_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,36.98541,127.43202
40311,위례_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.48158,127.15113
70249,위례_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.48158,127.15113
40312,완도_154,전라남도,154,154kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.33386,126.73539
70250,완도_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0,0.0,1.05,0.95,1,34.33386,126.73539
40313,당진T1_154,충청남도,154,154kV,PQ,3,충청,12,1.0,0.0,1.05,0.95,1,36.9557,126.61674
70251,당진T1_D23,충청남도,22.9,22.9kV,PQ,3,충청,12,1.0,0.0,1.05,0.95,1,36.9557,126.61674
20066,남양주T2_345,경기도,345,345kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.57753,127.17899
40314,남양주T2_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.57753,127.17899
60066,남양주T2_T23,경기도,23,23kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.57753,127.17899
40315,진안_154,전북특별자치도,154,154kV,PQ,4,호남,13,1.0,0.0,1.05,0.95,1,35.78032,127.4539
70252,진안_D23,전북특별자치도,22.9,22.9kV,PQ,4,호남,13,1.0,0.0,1.05,0.95,1,35.78032,127.4539
40316,성포_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.31498,126.84417
70253,성포_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.31498,126.84417
20067,신의정부_345,경기도,345,345kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.75657,127.09054
40317,신의정부_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.75657,127.09054
60067,신의정부_T23,경기도,23,23kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.75657,127.09054
40318,횡성_154,강원특별자치도,154,154kV,PQ,2,강원,10,1.0,0.0,1.05,0.95,1,37.49271,128.02908
70254,횡성_D23,강원특별자치도,22.9,22.9kV,PQ,2,강원,10,1.0,0.0,1.05,0.95,1,37.49271,128.02908
40319,우만_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.29345,127.03786
70255,우만_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.29345,127.03786
40320,문발_154,경기도,154,154kV,PQ,1,수도권,9,1.0,0.0,1.05,0.95,1,37.72764,126.72208
