bus,id,name,p_mw,q_mvar,vset_pu,q_max_mvar,q_min_mvar,p_max_mw,p_min_mw,mbase_mva,reg_bus,is_slack,in_service
80000,1,고리#1,1011.0,118.89,1.05,454.95,-252.75,1011.0,505.5,1175.6,0,0,1
80001,1,고리#2,991.76,119.01,1.02529,455.4,-253.0,1012.0,506.0,1176.7,0,0,0
80002,1,신고리#1,996.0,117.13,1.04411,448.2,-249.0,996.0,498.0,1158.1,0,0,1
80003,1,신고리#2,996.0,117.13,1.04411,448.2,-249.0,996.0,498.0,1158.1,0,0,1
80004,1,새울#1,1416.0,166.52,1.0427,637.2,-354.0,1416.0,708.0,1646.5,0,0,1
80005,1,새울#2,1418.0,166.76,1.0427,638.1,-354.5,1418.0,709.0,1648.8,0,0,1
80006,1,한빛#1,960.0,112.9,1.04856,432.0,-240.0,960.0,480.0,1116.3,0,0,1
80007,1,한빛#2,958.0,112.66,1.04856,431.1,-239.5,958.0,479.0,1114.0,0,0,1
80008,1,한빛#3,997.0,117.25,1.04856,448.65,-249.25,997.0,498.5,1159.3,0,0,1
80009,1,한빛#4,997.0,117.25,1.04856,448.65,-249.25,997.0,498.5,1159.3,0,0,1
80010,1,한빛#5,997.0,117.25,1.04856,448.65,-249.25,997.0,498.5,1159.3,0,0,1
80011,1,한빛#6,975.1,117.01,1.03104,447.75,-248.75,995.0,497.5,1157.0,0,0,0
80012,1,한울#1,960.0,112.9,1.05,432.0,-240.0,960.0,480.0,1116.3,0,0,1
80013,1,한울#2,962.0,113.13,1.05,432.9,-240.5,962.0,481.0,1118.6,0,0,1
80014,1,한울#3,994.0,116.89,1.05,447.3,-248.5,994.0,497.0,1155.8,0,0,1
80015,1,한울#4,998.0,117.36,1.05,449.1,-249.5,998.0,499.0,1160.5,0,0,1
80016,1,한울#5,996.0,117.13,1.05,448.2,-249.0,996.0,498.0,1158.1,0,0,1
80017,1,한울#6,976.08,117.13,1.02,448.2,-249.0,996.0,498.0,1158.1,0,0,0
80018,1,신한울#1,1340.0,157.58,1.05,603.0,-335.0,1340.0,670.0,1558.1,0,0,1
80019,1,신한울#2,1340.0,157.58,1.05,603.0,-335.0,1340.0,670.0,1558.1,0,0,1
80020,1,월성#1,655.0,77.03,1.05,294.75,-163.75,655.0,327.5,761.6,0,0,1
80021,1,월성#2,684.0,80.44,1.05,307.8,-171.0,684.0,342.0,795.3,0,0,1
80022,1,월성#3,674.24,80.91,1.02745,309.6,-172.0,688.0,344.0,800.0,0,0,0
80023,1,신월성#1,991.0,116.54,1.04012,445.95,-247.75,991.0,495.5,1152.3,0,0,1
80024,1,신월성#2,960.0,112.9,1.04012,432.0,-240.0,960.0,480.0,1116.3,0,0,1
80025,1,당진화력#1,470.977,39.0,1.09144,225.0,-150.0,500.0,200.0,581.4,0,0,1
80026,1,당진화력#2,470.977,39.0,1.09144,225.0,-150.0,500.0,200.0,581.4,0,0,1
80027,1,당진화력#3,470.977,39.0,1.09144,225.0,-150.0,500.0,200.0,581.4,0,0,1
80028,1,당진화력#4,470.977,39.0,1.09144,225.0,-150.0,500.0,200.0,581.4,0,0,1
80029,1,당진화력#5,470.977,39.0,1.09144,225.0,-150.0,500.0,200.0,581.4,0,0,1
80030,1,당진화력#6,470.977,39.0,1.09144,225.0,-150.0,500.0,200.0,581.4,0,0,1
80031,1,당진화력#7,470.977,39.0,1.09144,225.0,-150.0,500.0,200.0,581.4,0,0,1
80032,1,당진화력#8,470.977,39.0,1.09144,225.0,-150.0,500.0,200.0,581.4,0,0,1
80033,1,당진화력#9,663.0,79.56,1.03,459.0,-306.0,1020.0,408.0,1186.0,0,1,1
80034,1,당진화력#10,960.794,79.56,1.09144,459.0,-306.0,1020.0,408.0,1186.0,0,0,1
80035,1,태안화력#1,470.977,39.0,1.0212,225.0,-150.0,500.0,200.0,581.4,0,0,1
80036,1,태안화력#2,470.977,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80037,1,태안화력#3,470.977,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80038,1,태안화력#4,470.977,39.0,1.0212,225.0,-150.0,500.0,200.0,581.4,0,0,1
80039,1,태안화력#5,470.977,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80040,1,태안화력#6,470.977,39.0,1.02024,225.0,-150.0,500.0,200.0,581.4,0,0,1
80041,1,태안화력#7,470.977,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80042,1,태안화력#8,470.977,39.0,1.02024,225.0,-150.0,500.0,200.0,581.4,0,0,1
80043,1,태안화력#9,989.053,81.9,1.03762,472.5,-315.0,1050.0,420.0,1220.9,0,0,1
80044,1,태안화력#10,989.053,81.9,1.03762,472.5,-315.0,1050.0,420.0,1220.9,0,0,1
80045,1,하동화력#1,470.977,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80046,1,하동화력#2,470.977,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80047,1,하동화력#3,470.977,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80048,1,하동화력#4,470.977,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80049,1,하동화력#5,470.977,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80050,1,하동화력#6,470.977,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80051,1,하동화력#7,470.977,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80052,1,하동화력#8,470.977,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80053,1,영흥화력#1,753.564,62.4,1.08205,360.0,-240.0,800.0,320.0,930.2,0,0,1
80054,1,영흥화력#2,520.0,62.4,1.05385,360.0,-240.0,800.0,320.0,930.2,0,0,0
80055,1,영흥화력#3,819.501,67.86,1.08205,391.5,-261.0,870.0,348.0,1011.6,0,0,1
80056,1,영흥화력#4,819.501,67.86,1.12496,391.5,-261.0,870.0,348.0,1011.6,0,0,1
80057,1,영흥화력#5,819.501,67.86,1.12496,391.5,-261.0,870.0,348.0,1011.6,0,0,1
80058,1,영흥화력#6,565.5,67.86,1.05385,391.5,-261.0,870.0,348.0,1011.6,0,0,0
80059,1,보령화력#1,470.977,39.0,1.04754,225.0,-150.0,500.0,200.0,581.4,0,0,1
80060,1,보령화력#2,470.977,39.0,1.04754,225.0,-150.0,500.0,200.0,581.4,0,0,1
80061,1,보령화력#3,470.977,39.0,1.04754,225.0,-150.0,500.0,200.0,581.4,0,0,1
80062,1,보령화력#4,470.977,39.0,1.04754,225.0,-150.0,500.0,200.0,581.4,0,0,1
80063,1,보령화력#5,470.977,39.0,1.04754,225.0,-150.0,500.0,200.0,581.4,0,0,1
80064,1,보령화력#6,470.977,39.0,1.04754,225.0,-150.0,500.0,200.0,581.4,0,0,1
80065,1,신보령#1,941.955,78.0,1.0888,450.0,-300.0,1000.0,400.0,1162.8,0,0,1
80066,1,신보령#2,941.955,78.0,1.0888,450.0,-300.0,1000.0,400.0,1162.8,0,0,1
80067,1,삼천포#1,527.495,43.68,1.05,252.0,-168.0,560.0,224.0,651.2,0,0,1
80068,1,삼천포#2,527.495,43.68,1.05,252.0,-168.0,560.0,224.0,651.2,0,0,1
80069,1,삼천포#3,470.977,39.0,1.05,225.0,-150.0,500.0,200.0,581.4,0,0,1
80070,1,삼천포#4,470.977,39.0,1.05,225.0,-150.0,500.0,200.0,581.4,0,0,1
80071,1,신서천#1,941.955,78.0,1.09216,450.0,-300.0,1000.0,400.0,1162.8,0,0,1
80072,1,동해화력#1,188.391,15.6,1.04655,90.0,-60.0,200.0,80.0,232.6,0,0,1
80073,1,동해화력#2,188.391,15.6,1.04655,90.0,-60.0,200.0,80.0,232.6,0,0,1
80074,1,북평#1,560.463,46.41,1.05,267.75,-178.5,595.0,238.0,691.9,0,0,1
80075,1,북평#2,560.463,46.41,1.05,267.75,-178.5,595.0,238.0,691.9,0,0,1
80076,1,고성하이#1,979.633,81.12,1.038,468.0,-312.0,1040.0,416.0,1209.3,0,0,1
80077,1,고성하이#2,979.633,81.12,1.038,468.0,-312.0,1040.0,416.0,1209.3,0,0,1
80078,1,강릉안인#1,979.633,81.12,1.03985,468.0,-312.0,1040.0,416.0,1209.3,0,0,1
80079,1,강릉안인#2,979.633,81.12,1.03985,468.0,-312.0,1040.0,416.0,1209.3,0,0,1
80080,1,삼척그린파워#1,796.937,36.79,1.05,459.9,-306.6,1022.0,408.8,1188.4,0,0,1
80081,1,삼척그린파워#2,796.937,36.79,1.05,459.9,-306.6,1022.0,408.8,1188.4,0,0,1
80082,1,삼척블루파워#1,818.771,37.8,1.05,472.5,-315.0,1050.0,420.0,1220.9,0,0,1
80083,1,삼척블루파워#2,818.771,37.8,1.05,472.5,-315.0,1050.0,420.0,1220.9,0,0,1
80084,1,평택화력#1,178.81,21.86,1.00256,175.0,-105.0,350.0,105.0,407.0,0,0,0
80085,1,평택화력#2,178.81,21.86,1.00256,175.0,-105.0,350.0,105.0,407.0,0,0,0
80086,1,평택화력#3,178.81,21.86,1.00256,175.0,-105.0,350.0,105.0,407.0,0,0,0
80087,1,평택화력#4,178.81,21.86,1.00256,175.0,-105.0,350.0,105.0,407.0,0,0,0
80088,1,평택화력#5,245.23,29.97,1.00256,240.0,-144.0,480.0,144.0,558.1,0,0,0
80089,1,평택화력#6,198.22,24.23,1.00256,194.0,-116.4,388.0,116.4,451.2,0,0,0
80090,1,서인천복합#1,229.9,28.1,1.01966,225.0,-135.0,450.0,135.0,523.3,0,0,0
80091,1,서인천복합#2,229.9,28.1,1.01966,225.0,-135.0,450.0,135.0,523.3,0,0,0
80092,1,서인천복합#3,229.9,28.1,1.01966,225.0,-135.0,450.0,135.0,523.3,0,0,0
80093,1,서인천복합#4,229.9,28.1,1.01966,225.0,-135.0,450.0,135.0,523.3,0,0,0
80094,1,신인천복합#1,229.9,28.1,1.01965,225.0,-135.0,450.0,135.0,523.3,0,0,0
80095,1,신인천복합#2,229.9,28.1,1.01965,225.0,-135.0,450.0,135.0,523.3,0,0,0
80096,1,신인천복합#3,229.9,28.1,1.01965,225.0,-135.0,450.0,135.0,523.3,0,0,0
80097,1,신인천복합#4,229.9,28.1,1.01965,225.0,-135.0,450.0,135.0,523.3,0,0,0
80098,1,인천복합#1,229.9,28.1,1.01963,225.0,-135.0,450.0,135.0,523.3,0,0,0
80099,1,인천복합#2,229.9,28.1,1.01963,225.0,-135.0,450.0,135.0,523.3,0,0,0
80100,1,인천복합#3,229.9,28.1,1.01963,225.0,-135.0,450.0,135.0,523.3,0,0,0
80101,1,인천복합#4,229.9,28.1,1.01963,225.0,-135.0,450.0,135.0,523.3,0,0,0
80102,1,인천복합#5,229.9,28.1,1.01963,225.0,-135.0,450.0,135.0,523.3,0,0,0
80103,1,인천복합#6,229.9,28.1,1.01963,225.0,-135.0,450.0,135.0,523.3,0,0,0
80104,1,인천복합#7,229.9,28.1,1.01963,225.0,-135.0,450.0,135.0,523.3,0,0,0
80105,1,보령복합#1,689.7,84.3,0.99868,675.0,-405.0,1350.0,405.0,1569.8,0,0,0
80106,1,보령복합#2,689.7,84.3,0.99868,675.0,-405.0,1350.0,405.0,1569.8,0,0,0
80107,1,보령복합#3,689.7,84.3,0.99868,675.0,-405.0,1350.0,405.0,1569.8,0,0,0
80108,1,분당복합#1,239.09,29.22,0.99619,234.0,-140.4,468.0,140.4,544.2,0,0,0
80109,1,분당복합#2,239.09,29.22,0.99619,234.0,-140.4,468.0,140.4,544.2,0,0,0
80110,1,일산복합#1,232.97,28.48,1.00107,228.0,-136.8,456.0,136.8,530.2,0,0,0
80111,1,일산복합#2,232.97,28.48,1.00107,228.0,-136.8,456.0,136.8,530.2,0,0,0
80112,1,울산화력#1,204.36,24.98,1.01154,200.0,-120.0,400.0,120.0,465.1,0,0,0
80113,1,울산화력#2,204.36,24.98,1.01154,200.0,-120.0,400.0,120.0,465.1,0,0,0
80114,1,울산화력#3,204.36,24.98,1.01154,200.0,-120.0,400.0,120.0,465.1,0,0,0
80115,1,울산화력#4,264.64,32.35,1.01154,259.0,-155.4,518.0,155.4,602.3,0,0,0
80116,1,울산화력#5,264.64,32.35,1.01154,259.0,-155.4,518.0,155.4,602.3,0,0,0
80117,1,울산화력#6,264.64,32.35,1.01154,259.0,-155.4,518.0,155.4,602.3,0,0,0
80118,1,군산복합#1,366.82,44.84,1.00048,359.0,-215.4,718.0,215.4,834.9,0,0,0
80119,1,영남복합#1,243.19,29.73,1.01154,238.0,-142.8,476.0,142.8,553.5,0,0,0
80120,1,통영에코#1,258.51,31.6,1.02732,253.0,-151.8,506.0,151.8,588.4,0,0,0
80121,1,통영에코#2,258.51,31.6,1.02732,253.0,-151.8,506.0,151.8,588.4,0,0,0
80122,1,율촌복합#1,280.99,34.35,1.02143,275.0,-165.0,550.0,165.0,639.5,0,0,0
80123,1,율촌복합#2,280.99,34.35,1.02143,275.0,-165.0,550.0,165.0,639.5,0,0,0
80124,1,당진복합#1,306.53,37.47,0.99805,300.0,-180.0,600.0,180.0,697.7,0,0,0
80125,1,당진복합#2,306.53,37.47,0.99805,300.0,-180.0,600.0,180.0,697.7,0,0,0
80126,1,당진복합#3,306.53,37.47,0.99805,300.0,-180.0,600.0,180.0,697.7,0,0,0
80127,1,당진복합#4,309.6,37.84,0.99805,303.0,-181.8,606.0,181.8,704.7,0,0,0
80128,1,포천복합#1,370.39,45.27,1.0028,362.5,-217.5,725.0,217.5,843.0,0,0,0
80129,1,포천복합#2,370.39,45.27,1.0028,362.5,-217.5,725.0,217.5,843.0,0,0,0
80130,1,동두천복합#1,438.35,53.58,1.00286,429.0,-257.4,858.0,257.4,997.7,0,0,0
80131,1,동두천복합#2,438.35,53.58,1.00286,429.0,-257.4,858.0,257.4,997.7,0,0,0
80132,1,파주복합#1,459.8,56.2,1.01308,450.0,-270.0,900.0,270.0,1046.5,0,0,0
80133,1,파주복합#2,459.8,56.2,1.01308,450.0,-270.0,900.0,270.0,1046.5,0,0,0
80134,1,여주복합#1,485.34,59.32,0.99898,475.0,-285.0,950.0,285.0,1104.7,0,0,0
80135,1,안양복합#1,246.25,30.1,0.99838,241.0,-144.6,482.0,144.6,560.5,0,0,0
80136,1,안양복합#2,246.25,30.1,0.99838,241.0,-144.6,482.0,144.6,560.5,0,0,0
80137,1,부천복합#1,229.9,28.1,1.00273,225.0,-135.0,450.0,135.0,523.3,0,0,0
80138,1,부산복합#1,306.53,37.47,1.02127,300.0,-180.0,600.0,180.0,697.7,0,0,0
80139,1,부산복합#2,306.53,37.47,1.02127,300.0,-180.0,600.0,180.0,697.7,0,0,0
80140,1,부산복합#3,306.53,37.47,1.02127,300.0,-180.0,600.0,180.0,697.7,0,0,0
80141,1,영월복합#1,433.23,52.95,0.99481,424.0,-254.4,848.0,254.4,986.0,0,0,0
80142,1,대구복합#1,102.18,12.49,1.00673,100.0,-60.0,200.0,60.0,232.6,0,0,0
80143,1,청주복합#1,102.18,12.49,0.9958,100.0,-60.0,200.0,60.0,232.6,0,0,0
80144,1,광양#1,126.19,15.42,1.02155,123.5,-74.1,247.0,74.1,287.2,0,0,0
80145,1,광양#2,126.7,15.49,1.02155,124.0,-74.4,248.0,74.4,288.4,0,0,0
80146,1,광양#3,126.19,15.42,1.02155,123.5,-74.1,247.0,74.1,287.2,0,0,0
80147,1,광양#4,126.19,15.42,1.02155,123.5,-74.1,247.0,74.1,287.2,0,0,0
80148,1,서울복합#1,204.36,24.98,1.01604,200.0,-120.0,400.0,120.0,465.1,0,0,0
80149,1,서울복합#2,204.36,24.98,1.01604,200.0,-120.0,400.0,120.0,465.1,0,0,0
80150,1,오성복합#1,213.04,26.04,0.99627,208.5,-125.1,417.0,125.1,484.9,0,0,0
80151,1,오성복합#2,212.53,25.98,0.99627,208.0,-124.8,416.0,124.8,483.7,0,0,0
80152,1,안산복합#1,213.04,26.04,1.01702,208.5,-125.1,417.0,125.1,484.9,0,0,0
80153,1,안산복합#2,213.04,26.04,1.01702,208.5,-125.1,417.0,125.1,484.9,0,0,0
80154,1,동탄복합#1,208.16,24.98,1.00534,200.0,-120.0,400.0,120.0,465.1,0,0,0
80155,1,동탄복합#2,208.16,24.98,1.00534,200.0,-120.0,400.0,120.0,465.1,0,0,0
80156,1,화성복합#1,124.89,14.99,1.00531,120.0,-72.0,240.0,72.0,279.1,0,0,0
80157,1,화성복합#2,124.89,14.99,1.00531,120.0,-72.0,240.0,72.0,279.1,0,0,0
80158,1,세종복합#1,137.9,16.55,0.99639,132.5,-79.5,265.0,79.5,308.1,0,0,0
80159,1,세종복합#2,137.9,16.55,0.99639,132.5,-79.5,265.0,79.5,308.1,0,0,0
80160,1,대산복합#1,204.36,24.98,0.99829,200.0,-120.0,400.0,120.0,465.1,0,0,0
80161,1,대산복합#2,204.36,24.98,0.99829,200.0,-120.0,400.0,120.0,465.1,0,0,0
80162,1,대산복합#3,210.48,25.73,0.99829,206.0,-123.6,412.0,123.6,479.1,0,0,0
80163,1,위례복합#1,234.18,28.1,0.99641,225.0,-135.0,450.0,135.0,523.3,0,0,0
80164,1,미사복합#1,145.71,17.49,0.99652,140.0,-84.0,280.0,84.0,325.6,0,0,0
80165,1,청라복합#1,104.08,12.49,1.00327,100.0,-60.0,200.0,60.0,232.6,0,0,0
80166,1,판교복합#1,80.14,9.62,0.99791,77.0,-46.2,154.0,46.2,179.1,0,0,0
80167,1,광교복합#1,75.46,9.06,0.99766,72.5,-43.5,145.0,43.5,168.6,0,0,0
80168,1,별내복합#1,67.65,8.12,0.99655,65.0,-39.0,130.0,39.0,151.2,0,0,0
80169,1,삼송복합#1,64.53,7.74,1.00005,62.0,-37.2,124.0,37.2,144.2,0,0,0
80170,1,소양강수력#1,97.3,6.24,1.04992,40.0,-40.0,100.0,0.0,116.3,0,0,1
80171,1,소양강수력#2,97.3,6.24,1.04992,40.0,-40.0,100.0,0.0,116.3,0,0,1
80172,1,충주수력#1,200.44,12.86,1.05459,82.4,-82.4,206.0,0.0,239.5,0,0,1
80173,1,충주수력#2,200.44,12.86,1.05459,82.4,-82.4,206.0,0.0,239.5,0,0,1
80174,1,화천수력#1,52.54,3.37,1.0351,21.6,-21.6,54.0,0.0,62.8,0,0,1
80175,1,화천수력#2,52.54,3.37,1.0351,21.6,-21.6,54.0,0.0,62.8,0,0,1
80176,1,청평수력#1,68.11,4.37,1.04859,28.0,-28.0,70.0,0.0,81.4,0,0,1
80177,1,청평수력#2,68.11,4.37,1.04859,28.0,-28.0,70.0,0.0,81.4,0,0,1
80178,1,팔당수력#1,38.92,2.5,1.04854,16.0,-16.0,40.0,0.0,46.5,0,0,1
80179,1,팔당수력#2,38.92,2.5,1.04854,16.0,-16.0,40.0,0.0,46.5,0,0,1
80180,1,팔당수력#3,38.92,2.5,1.04854,16.0,-16.0,40.0,0.0,46.5,0,0,1
80181,1,안동수력#1,43.79,2.81,1.0475,18.0,-18.0,45.0,0.0,52.3,0,0,1
80182,1,안동수력#2,43.79,2.81,1.0475,18.0,-18.0,45.0,0.0,52.3,0,0,1
80183,1,임하수력#1,24.33,1.56,1.0475,10.0,-10.0,25.0,0.0,29.1,0,0,1
80184,1,임하수력#2,24.33,1.56,1.0475,10.0,-10.0,25.0,0.0,29.1,0,0,1
80185,1,합천수력#1,48.65,3.12,1.05288,20.0,-20.0,50.0,0.0,58.1,0,0,1
80186,1,합천수력#2,48.65,3.12,1.05288,20.0,-20.0,50.0,0.0,58.1,0,0,1
80187,1,강릉수력#1,39.89,2.56,1.02279,16.4,-16.4,41.0,0.0,47.7,0,0,1
80188,1,강릉수력#2,39.89,2.56,1.02279,16.4,-16.4,41.0,0.0,47.7,0,0,1
80189,1,춘천수력#1,30.16,1.94,1.04396,12.4,-12.4,31.0,0.0,36.0,0,0,1
80190,1,춘천수력#2,30.16,1.94,1.04396,12.4,-12.4,31.0,0.0,36.0,0,0,1
80191,1,의암수력#1,23.35,1.5,1.042,9.6,-9.6,24.0,0.0,27.9,0,0,1
80192,1,의암수력#2,23.35,1.5,1.042,9.6,-9.6,24.0,0.0,27.9,0,0,1
80193,1,섬진강수력#1,16.54,1.06,1.0498,6.8,-6.8,17.0,0.0,19.8,0,0,1
80194,1,섬진강수력#2,16.54,1.06,1.0498,6.8,-6.8,17.0,0.0,19.8,0,0,1
80195,1,대청수력#1,43.79,2.81,1.04701,18.0,-18.0,45.0,0.0,52.3,0,0,1
80196,1,대청수력#2,43.79,2.81,1.04701,18.0,-18.0,45.0,0.0,52.3,0,0,1
80197,1,남강수력#1,13.62,0.87,1.04215,5.6,-5.6,14.0,0.0,16.3,0,0,1
80198,1,주암수력#1,21.89,1.41,1.0279,9.0,-9.0,22.5,0.0,26.2,0,0,1
80199,1,괴산수력#1,2.53,0.16,1.04228,1.04,-1.04,2.6,0.0,3.0,0,0,1
80200,1,청평양수#1,102.18,12.49,0.99605,90.0,-90.0,200.0,0.0,232.6,0,0,0
80201,1,청평양수#2,102.18,12.49,0.99605,90.0,-90.0,200.0,0.0,232.6,0,0,0
80202,1,삼랑진양수#1,291.9,18.73,0.99771,135.0,-135.0,300.0,0.0,348.8,0,0,1
80203,1,삼랑진양수#2,291.9,18.73,0.99771,135.0,-135.0,300.0,0.0,348.8,0,0,1
80204,1,무주양수#1,153.27,18.73,0.9951,135.0,-135.0,300.0,0.0,348.8,0,0,0
80205,1,무주양수#2,153.27,18.73,0.9951,135.0,-135.0,300.0,0.0,348.8,0,0,0
80206,1,산청양수#1,340.55,21.86,1.02164,157.5,-157.5,350.0,0.0,407.0,0,0,1
80207,1,산청양수#2,340.55,21.86,1.02164,157.5,-157.5,350.0,0.0,407.0,0,0,1
80208,1,양양양수#1,127.72,15.61,0.99502,112.5,-112.5,250.0,0.0,290.7,0,0,0
80209,1,양양양수#2,243.25,15.61,1.01094,112.5,-112.5,250.0,0.0,290.7,0,0,1
80210,1,양양양수#3,243.25,15.61,0.99822,112.5,-112.5,250.0,0.0,290.7,0,0,1
80211,1,양양양수#4,127.72,15.61,0.99502,112.5,-112.5,250.0,0.0,290.7,0,0,0
80212,1,청송양수#1,291.9,18.73,1.02722,135.0,-135.0,300.0,0.0,348.8,0,0,1
80213,1,청송양수#2,153.27,18.73,1.02609,135.0,-135.0,300.0,0.0,348.8,0,0,0
80214,1,예천양수#1,389.2,24.98,1.02078,180.0,-180.0,400.0,0.0,465.1,0,0,1
80215,1,예천양수#2,389.2,24.98,1.02078,180.0,-180.0,400.0,0.0,465.1,0,0,1
80216,1,남제주화력#1,37.119,6.24,1.02172,50.0,-30.0,100.0,30.0,116.3,0,0,1
80217,1,남제주화력#2,37.119,6.24,1.02172,50.0,-30.0,100.0,30.0,116.3,0,0,1
80218,1,제주LNG복합#1,61.31,7.49,1.02,60.0,-36.0,120.0,36.0,139.5,0,0,0
80219,1,제주LNG복합#2,61.31,7.49,1.02,60.0,-36.0,120.0,36.0,139.5,0,0,0
80220,1,한림복합#1,53.64,6.56,1.01985,52.5,-31.5,105.0,31.5,122.1,0,0,0
80221,1,제주내연#1,15.127,2.5,1.01849,20.0,-12.0,40.0,12.0,46.5,0,0,1
80222,1,제주내연#2,15.127,2.5,1.01849,20.0,-12.0,40.0,12.0,46.5,0,0,1
80223,1,제주내연#3,15.127,2.5,1.01849,20.0,-12.0,40.0,12.0,46.5,0,0,1
40044,PV1,태양광_전주,195.611,0.0,1.0,0.0,0.0,300.94,0.0,300.9,40044,0,1
40248,PV2,태양광_보성,188.344,0.0,1.0,0.0,0.0,289.76,0.0,289.8,40248,0,1
40584,PV3,태양광_금천,147.83,0.0,1.0,0.0,0.0,227.43,0.0,227.4,40584,0,1
40196,PV4,태양광_남해,189.93,0.0,1.0,0.0,0.0,292.2,0.0,292.2,40196,0,1
40574,PV5,태양광_승주,271.473,0.0,1.0,0.0,0.0,417.65,0.0,417.6,40574,0,1
40254,PV6,태양광_장흥,225.719,0.0,1.0,0.0,0.0,347.26,0.0,347.3,40254,0,1
40577,PV7,태양광_북광주,178.893,0.0,1.0,0.0,0.0,275.22,0.0,275.2,40577,0,1
40595,PV8,태양광_삼호,262.087,0.0,1.0,0.0,0.0,403.21,0.0,403.2,40595,0,1
40620,PV9,태양광_정주,323.85,0.0,1.0,0.0,0.0,498.23,0.0,498.2,40620,0,1
40597,PV10,태양광_운남,171.093,0.0,1.0,0.0,0.0,263.22,0.0,263.2,40597,0,1
40765,PV11,태양광_대불,304.863,0.0,1.0,0.0,0.0,469.02,0.0,469.0,40765,0,1
40610,PV12,태양광_동군산,191.659,0.0,1.0,0.0,0.0,294.86,0.0,294.9,40610,0,1
40878,PV13,태양광_syn익산1,153.088,0.0,1.0,0.0,0.0,235.52,0.0,235.5,40878,0,1
40598,PV14,태양광_화순,292.994,0.0,1.0,0.0,0.0,450.76,0.0,450.8,40598,0,1
40887,PV15,태양광_syn광주4,237.27,0.0,1.0,0.0,0.0,365.03,0.0,365.0,40887,0,1
40279,PV16,태양광_화원,237.172,0.0,1.0,0.0,0.0,364.88,0.0,364.9,40279,0,1
40294,PV17,태양광_완도,279.091,0.0,1.0,0.0,0.0,429.37,0.0,429.4,40294,0,1
40619,PV18,태양광_고창,235.32,0.0,1.0,0.0,0.0,362.03,0.0,362.0,40619,0,1
40611,PV19,태양광_내초,269.347,0.0,1.0,0.0,0.0,414.38,0.0,414.4,40611,0,1
40262,PV20,태양광_영암,317.902,0.0,1.0,0.0,0.0,489.08,0.0,489.1,40262,0,1
40882,PV21,태양광_syn강진1,270.459,0.0,1.0,0.0,0.0,416.09,0.0,416.1,40882,0,1
40250,PV22,태양광_태금,152.373,0.0,1.0,0.0,0.0,234.42,0.0,234.4,40250,0,1
40583,PV23,태양광_구례,303.986,0.0,1.0,0.0,0.0,467.67,0.0,467.7,40583,0,1
40614,PV24,태양광_임실,146.185,0.0,1.0,0.0,0.0,224.9,0.0,224.9,40614,0,1
40632,PV25,태양광_영등,167.557,0.0,1.0,0.0,0.0,257.78,0.0,257.8,40632,0,1
40616,PV26,태양광_김제,189.345,0.0,1.0,0.0,0.0,291.3,0.0,291.3,40616,0,1
40575,PV27,태양광_충장,319.995,0.0,1.0,0.0,0.0,492.3,0.0,492.3,40575,0,1
40631,PV28,태양광_장수,290.947,0.0,1.0,0.0,0.0,447.61,0.0,447.6,40631,0,1
40890,PV29,태양광_syn목포2,333.658,0.0,1.0,0.0,0.0,513.32,0.0,513.3,40890,0,1
40199,PV30,태양광_남창,164.184,0.0,1.0,0.0,0.0,252.59,0.0,252.6,40199,0,1
40478,PV31,태양광_진해,174.044,0.0,1.0,0.0,0.0,267.76,0.0,267.8,40478,0,1
40154,PV32,태양광_칠서,172.439,0.0,1.0,0.0,0.0,265.29,0.0,265.3,40154,0,1
40188,PV33,태양광_노변,157.944,0.0,1.0,0.0,0.0,242.99,0.0,243.0,40188,0,1
40479,PV34,태양광_월림,133.393,0.0,1.0,0.0,0.0,205.22,0.0,205.2,40479,0,1
40503,PV35,태양광_양북,213.883,0.0,1.0,0.0,0.0,329.05,0.0,329.0,40503,0,1
40493,PV36,태양광_아주,200.967,0.0,1.0,0.0,0.0,309.18,0.0,309.2,40493,0,1
40272,PV37,태양광_울산화력,111.586,0.0,1.0,0.0,0.0,171.67,0.0,171.7,40272,0,1
40845,PV38,태양광_syn경주1,175.019,0.0,1.0,0.0,0.0,269.26,0.0,269.3,40845,0,1
40526,PV39,태양광_진량,128.434,0.0,1.0,0.0,0.0,197.59,0.0,197.6,40526,0,1
40549,PV40,태양광_동인,162.539,0.0,1.0,0.0,0.0,250.06,0.0,250.1,40549,0,1
40835,PV41,태양광_syn울산21,196.736,0.0,1.0,0.0,0.0,302.67,0.0,302.7,40835,0,1
