hv_bus,mv_bus,lv_bus,id,name,r_hv_mv_pu,x_hv_mv_pu,r_mv_lv_pu,x_mv_lv_pu,r_lv_hv_pu,x_lv_hv_pu,g_pu,b_pu,ratio_hv,ratio_mv,ratio_lv,tap_step,tap_min,tap_max,shift_mv_deg,shift_lv_deg,vn_hv_kv,vn_mv_kv,vn_lv_kv,rate_hv_mva,rate_mv_mva,rate_lv_mva,cont_bus,in_service
20050,40210,60050,1,영등포_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40210,1
20050,40210,60050,2,영등포_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40210,1
20050,40210,60050,3,영등포_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40210,1
20051,40213,60051,1,신충주_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40213,1
20051,40213,60051,2,신충주_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40213,1
20052,40226,60052,1,신녹산_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40226,1
20052,40226,60052,2,신녹산_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40226,1
20053,40265,60053,1,동울산_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40265,1
20053,40265,60053,2,동울산_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40265,1
10004,20054,60054,1,신울산765_MTr1,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20054,1
10004,20054,60054,2,신울산765_MTr2,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20054,1
10004,20054,60054,3,신울산765_MTr3,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20054,1
20055,40268,60055,1,한국발전기술_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40268,1
20055,40268,60055,2,한국발전기술_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40268,1
20056,40282,60056,1,서안성_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40282,1
20056,40282,60056,2,서안성_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40282,1
20056,40282,60056,3,서안성_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40282,1
20057,40291,60057,1,신인천_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40291,1
20057,40291,60057,2,신인천_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40291,1
20057,40291,60057,3,신인천_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40291,1
20058,40298,60058,1,신의정부_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40298,1
20058,40298,60058,2,신의정부_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40298,1
20058,40298,60058,3,신의정부_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40298,1
20059,40303,60059,1,신안산_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40303,1
20059,40303,60059,2,신안산_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40303,1
20059,40303,60059,3,신안산_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40303,1
20060,40317,60060,1,신고성_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40317,1
20060,40317,60060,2,신고성_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40317,1
20061,40328,60061,1,선산_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40328,1
20061,40328,60061,2,선산_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40328,1
10005,20062,60062,1,신중부_MTr1,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20062,1
10005,20062,60062,2,신중부_MTr2,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20062,1
10005,20062,60062,3,신중부_MTr3,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20062,1
10006,20063,60063,1,북경남_MTr1,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20063,1
10006,20063,60063,2,북경남_MTr2,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20063,1
10006,20063,60063,3,북경남_MTr3,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20063,1
20064,40330,60064,1,새만금_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40330,1
20064,40330,60064,2,새만금_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40330,1
20065,40331,60065,1,세종_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40331,1
20065,40331,60065,2,세종_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40331,1
20066,40333,60066,1,신당진_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40333,1
20066,40333,60066,2,신당진_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40333,1
20067,40335,60067,1,신탕정_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40335,1
20067,40335,60067,2,신탕정_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40335,1
20068,40336,60068,1,포스코_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40336,1
20068,40336,60068,2,포스코_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40336,1
20069,40337,60069,1,신영일_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40337,1
20069,40337,60069,2,신영일_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40337,1
20070,40338,60070,1,신김포_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40338,1
20070,40338,60070,2,신김포_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40338,1
20070,40338,60070,3,신김포_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40338,1
20071,40339,60071,1,성동_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40339,1
20071,40339,60071,2,성동_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40339,1
20071,40339,60071,3,성동_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40339,1
10007,20072,60072,1,울진T2_MTr1,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20072,1
10007,20072,60072,2,울진T2_MTr2,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20072,1
10007,20072,60072,3,울진T2_MTr3,0.0004,0.009,0.002,0.06,0.0018,0.05,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,765,345,23,2000.0,2000.0,667,20072,1
20073,40344,60073,1,청송양수_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40344,1
20073,40344,60073,2,청송양수_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40344,1
20074,40345,60074,1,산청양수_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40345,1
20074,40345,60074,2,산청양수_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40345,1
20075,40347,60075,1,서부산_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40347,1
20075,40347,60075,2,서부산_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40347,1
20076,40348,60076,1,동부산_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40348,1
20076,40348,60076,2,동부산_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40348,1
20077,40370,60077,1,신부평_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40370,1
20077,40370,60077,2,신부평_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40370,1
20077,40370,60077,3,신부평_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40370,1
20078,40422,60078,1,신시화_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40422,1
20078,40422,60078,2,신시화_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40422,1
20078,40422,60078,3,신시화_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40422,1
20079,40681,60079,1,북당진_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.02,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40681,1
20079,40681,60079,2,북당진_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.02,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40681,1
20080,40687,60080,1,울산T4_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40687,1
20080,40687,60080,2,울산T4_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.98,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40687,1
20081,40694,60081,1,영흥T1_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.95,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40694,1
20081,40694,60081,2,영흥T1_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.95,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40694,1
20081,40694,60081,3,영흥T1_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.95,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40694,1
20082,40695,60082,1,영흥T2_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.96,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40695,1
20082,40695,60082,2,영흥T2_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.96,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40695,1
20082,40695,60082,3,영흥T2_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.96,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40695,1
20083,40696,60083,1,당진T2_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40696,1
20083,40696,60083,2,당진T2_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.01,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40696,1
20084,40750,60084,1,남울산_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40750,1
20084,40750,60084,2,남울산_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40750,1
20085,40759,60085,1,영흥T3_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.95,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40759,1
20085,40759,60085,2,영흥T3_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.95,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40759,1
20085,40759,60085,3,영흥T3_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.95,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40759,1
20086,40762,60086,1,창원_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40762,1
20086,40762,60086,2,창원_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40762,1
20087,40763,60087,1,신김해_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40763,1
20087,40763,60087,2,신김해_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40763,1
20088,40764,60088,1,신강진_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.95,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40764,1
20088,40764,60088,2,신강진_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.95,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40764,1
20089,40766,60089,1,고덕_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40766,1
20089,40766,60089,2,고덕_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40766,1
20089,40766,60089,3,고덕_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,1.0,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40766,1
20090,40768,60090,1,중부_MTr1,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40768,1
20090,40768,60090,2,중부_MTr2,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40768,1
20090,40768,60090,3,중부_MTr3,0.0007,0.02,0.0016,0.031,0.0014,0.028,0.0,0.0,1.0,0.99,1.0,0.01,0.9,1.1,0.0,0.0,345,154,23,600.0,600.0,200,40768,1
