bus,id,name,p_mw,q_mvar,const_i_p_mw,const_i_q_mvar,const_z_p_mw,const_z_q_mvar,area,zone,in_service
40759,1,영흥T3_부하,30.5724,1.3711,0.0,0.0,0.0,0.0,1,4,1
70769,1,syn부평1_부하,73.8295,3.3051,0.0,0.0,0.0,0.0,1,4,1
70770,1,syn부평2_부하,83.3272,3.7319,0.0,0.0,0.0,0.0,1,4,1
70771,1,syn부평3_부하,74.5105,3.3324,0.0,0.0,0.0,0.0,1,4,1
70772,1,syn부평4_부하,56.0145,2.5061,0.0,0.0,0.0,0.0,1,4,1
70773,1,syn부평5_부하,51.8286,2.3154,0.0,0.0,0.0,0.0,1,4,1
70774,1,syn부평6_부하,81.5838,3.6502,0.0,0.0,0.0,0.0,1,4,1
70775,1,syn인천1_부하,73.4118,3.287,0.0,0.0,0.0,0.0,1,4,1
70776,1,syn인천2_부하,55.6422,2.4879,0.0,0.0,0.0,0.0,1,4,1
70777,1,syn인천3_부하,53.5538,2.3971,0.0,0.0,0.0,0.0,1,4,1
70778,1,syn인천4_부하,82.7279,3.7046,0.0,0.0,0.0,0.0,1,4,1
70779,1,syn인천5_부하,68.4995,3.069,0.0,0.0,0.0,0.0,1,4,1
70780,1,syn인천6_부하,78.424,3.514,0.0,0.0,0.0,0.0,1,4,1
70781,1,syn인천7_부하,71.2326,3.1871,0.0,0.0,0.0,0.0,1,4,1
40048,1,북부산_부하,51.8831,2.3245,0.0,0.0,0.0,0.0,5,2,1
40104,1,신양산_부하,66.2023,2.9601,0.0,0.0,0.0,0.0,5,2,1
70118,1,미남_부하,136.8265,44.9732,0.0,0.0,0.0,0.0,5,2,1
70119,1,기장_부하,136.0547,44.719,0.0,0.0,0.0,0.0,5,2,1
70143,1,좌동_부하,196.128,64.468,0.0,0.0,0.0,0.0,5,2,1
40347,1,서부산_부하,63.8778,2.8602,0.0,0.0,0.0,0.0,5,2,1
40348,1,동부산_부하,84.9162,3.8045,0.0,0.0,0.0,0.0,5,2,1
70416,1,개금_부하,186.0401,61.1447,0.0,0.0,0.0,0.0,5,2,1
70607,1,양정_부하,181.6363,59.701,0.0,0.0,0.0,0.0,5,2,1
70626,1,구서_부하,135.1558,44.4194,0.0,0.0,0.0,0.0,5,2,1
70627,1,수영_부하,168.552,55.3971,0.0,0.0,0.0,0.0,5,2,1
70719,1,syn부산1_부하,183.0256,60.155,0.0,0.0,0.0,0.0,5,2,1
70720,1,syn부산2_부하,166.4546,54.707,0.0,0.0,0.0,0.0,5,2,1
70721,1,노포_부하,196.128,64.468,0.0,0.0,0.0,0.0,5,2,1
70722,1,용호_부하,185.3682,60.9268,0.0,0.0,0.0,0.0,5,2,1
70723,1,syn부산5_부하,191.5426,62.9607,0.0,0.0,0.0,0.0,5,2,1
70724,1,syn부산6_부하,167.4988,55.052,0.0,0.0,0.0,0.0,5,2,1
70725,1,syn명지_부하,185.9856,61.1266,0.0,0.0,0.0,0.0,5,2,1
70726,1,서면_부하,138.7152,45.5907,0.0,0.0,0.0,0.0,5,2,1
70727,1,syn부산9_부하,124.7138,40.9962,0.0,0.0,0.0,0.0,5,2,1
70728,1,엄궁_부하,140.4948,46.1809,0.0,0.0,0.0,0.0,5,2,1
70043,1,전주_부하,91.7171,30.1456,0.0,0.0,0.0,0.0,4,13,1
70074,1,함열_부하,56.0054,18.4052,0.0,0.0,0.0,0.0,4,13,1
70076,1,이리_부하,69.9432,22.9906,0.0,0.0,0.0,0.0,4,13,1
40090,1,군산_부하,27.9664,1.253,0.0,0.0,0.0,0.0,4,13,1
40100,1,신남원_부하,29.6553,1.3257,0.0,0.0,0.0,0.0,4,13,1
40101,1,신김제_부하,30.5088,1.362,0.0,0.0,0.0,0.0,4,13,1
70088,1,은진_부하,55.733,18.3144,0.0,0.0,0.0,0.0,4,13,1
70242,1,진안_부하,92.8884,30.527,0.0,0.0,0.0,0.0,4,13,1
70257,1,비응_부하,92.271,30.3272,0.0,0.0,0.0,0.0,4,13,1
70267,1,부안_부하,55.4516,18.2236,0.0,0.0,0.0,0.0,4,13,1
40330,1,새만금_부하,25.2242,1.1259,0.0,0.0,0.0,0.0,4,13,1
70400,1,금산_부하,80.9845,26.6135,0.0,0.0,0.0,0.0,4,13,1
70510,1,곡성_부하,76.9439,25.2878,0.0,0.0,0.0,0.0,4,13,1
70511,1,구례_부하,73.1848,24.0529,0.0,0.0,0.0,0.0,4,13,1
70537,1,무주_부하,80.4851,26.45,0.0,0.0,0.0,0.0,4,13,1
70538,1,동군산_부하,75.7544,24.8974,0.0,0.0,0.0,0.0,4,13,1
70539,1,내초_부하,64.7676,21.2926,0.0,0.0,0.0,0.0,4,13,1
70540,1,남전주_부하,84.553,27.7939,0.0,0.0,0.0,0.0,4,13,1
70541,1,동전주_부하,79.4863,26.1232,0.0,0.0,0.0,0.0,4,13,1
70542,1,임실_부하,63.2059,20.775,0.0,0.0,0.0,0.0,4,13,1
70543,1,남원_부하,65.5213,21.5378,0.0,0.0,0.0,0.0,4,13,1
70544,1,김제_부하,70.9602,23.3265,0.0,0.0,0.0,0.0,4,13,1
70545,1,군장_부하,77.8519,25.5874,0.0,0.0,0.0,0.0,4,13,1
70546,1,소룡_부하,63.9232,21.0111,0.0,0.0,0.0,0.0,4,13,1
70547,1,고창_부하,92.271,30.3272,0.0,0.0,0.0,0.0,4,13,1
70548,1,정주_부하,69.3803,22.809,0.0,0.0,0.0,0.0,4,13,1
70557,1,태평_부하,82.2376,27.0312,0.0,0.0,0.0,0.0,4,13,1
70558,1,정공_부하,59.2833,19.4857,0.0,0.0,0.0,0.0,4,13,1
70559,1,장수_부하,66.9014,21.9918,0.0,0.0,0.0,0.0,4,13,1
70560,1,영등_부하,78.7236,25.878,0.0,0.0,0.0,0.0,4,13,1
70561,1,팔봉_부하,53.9897,2.4153,0.0,0.0,0.0,0.0,4,13,1
70562,1,북전주_부하,57.1495,18.7865,0.0,0.0,0.0,0.0,4,13,1
70563,1,봉동_부하,73.2938,24.0892,0.0,0.0,0.0,0.0,4,13,1
70597,1,팔복_부하,89.4198,29.392,0.0,0.0,0.0,0.0,4,13,1
70598,1,백산_부하,94.8769,31.1807,0.0,0.0,0.0,0.0,4,13,1
70625,1,정읍T3_부하,83.082,27.3036,0.0,0.0,0.0,0.0,4,13,1
70789,1,syn군산1_부하,83.7358,27.5215,0.0,0.0,0.0,0.0,4,13,1
70790,1,syn군산2_부하,84.0172,27.6123,0.0,0.0,0.0,0.0,4,13,1
70791,1,syn무주1_부하,77.8701,25.5965,0.0,0.0,0.0,0.0,4,13,1
70792,1,syn익산1_부하,63.9595,21.0202,0.0,0.0,0.0,0.0,4,13,1
70793,1,syn익산2_부하,73.9384,24.3072,0.0,0.0,0.0,0.0,4,13,1
70794,1,syn전주1_부하,83.645,27.4942,0.0,0.0,0.0,0.0,4,13,1
70795,1,syn정읍1_부하,57.2403,18.8138,0.0,0.0,0.0,0.0,4,13,1
70042,1,공평_부하,46.6258,2.0884,0.0,0.0,0.0,0.0,5,3,1
70046,1,내당_부하,65.8482,21.6467,0.0,0.0,0.0,0.0,5,3,1
70064,1,봉덕_부하,59.1925,19.4584,0.0,0.0,0.0,0.0,5,3,1
70071,1,범물_부하,65.3124,21.4651,0.0,0.0,0.0,0.0,5,3,1
40091,1,대구_부하,25.8962,1.1622,0.0,0.0,0.0,0.0,5,3,1
40092,1,신경산_부하,22.5638,1.0079,0.0,0.0,0.0,0.0,5,3,1
40093,1,고령_부하,24.4978,1.0987,0.0,0.0,0.0,0.0,5,3,1
70095,1,하양_부하,63.4874,20.8658,0.0,0.0,0.0,0.0,5,3,1
70108,1,강창_부하,50.7663,2.27,0.0,0.0,0.0,0.0,5,3,1
70110,1,다산_부하,46.5078,2.0793,0.0,0.0,0.0,0.0,5,3,1
70111,1,유가_부하,41.1052,1.8432,0.0,0.0,0.0,0.0,5,3,1
70113,1,논공_부하,39.6887,1.7797,0.0,0.0,0.0,0.0,5,3,1
70114,1,달성_부하,64.1684,21.0928,0.0,0.0,0.0,0.0,5,3,1
70142,1,노변_부하,40.9054,1.8342,0.0,0.0,0.0,0.0,5,3,1
70194,1,반야월_부하,50.3849,2.2518,0.0,0.0,0.0,0.0,5,3,1
70215,1,효목_부하,54.2076,2.4244,0.0,0.0,0.0,0.0,5,3,1
70226,1,월배_부하,64.9492,21.3471,0.0,0.0,0.0,0.0,5,3,1
70233,1,경산_부하,45.7269,2.043,0.0,0.0,0.0,0.0,5,3,1
70266,1,남대구_부하,47.5429,2.1247,0.0,0.0,0.0,0.0,5,3,1
70268,1,팔달_부하,50.512,2.2609,0.0,0.0,0.0,0.0,5,3,1
70269,1,달서_부하,65.149,21.4106,0.0,0.0,0.0,0.0,5,3,1
70321,1,서침산_부하,66.7198,21.9282,0.0,0.0,0.0,0.0,5,3,1
70430,1,청통_부하,62.9607,20.6933,0.0,0.0,0.0,0.0,5,3,1
70444,1,현풍_부하,59.2652,19.4766,0.0,0.0,0.0,0.0,5,3,1
70445,1,침산_부하,38.4266,1.7161,0.0,0.0,0.0,0.0,5,3,1
70447,1,성서_부하,49.2499,2.2064,0.0,0.0,0.0,0.0,5,3,1
70448,1,다사_부하,43.4024,1.9431,0.0,0.0,0.0,0.0,5,3,1
70454,1,진량_부하,60.6635,19.9397,0.0,0.0,0.0,0.0,5,3,1
70455,1,자인_부하,38.7171,1.7343,0.0,0.0,0.0,0.0,5,3,1
70456,1,와촌_부하,57.0496,18.7502,0.0,0.0,0.0,0.0,5,3,1
70457,1,왜관_부하,52.101,2.3336,0.0,0.0,0.0,0.0,5,3,1
70472,1,와룡_부하,55.5696,18.269,0.0,0.0,0.0,0.0,5,3,1
70474,1,상인_부하,40.7329,1.8251,0.0,0.0,0.0,0.0,5,3,1
70475,1,두류_부하,60.5273,19.8943,0.0,0.0,0.0,0.0,5,3,1
70476,1,산격_부하,51.1022,2.2882,0.0,0.0,0.0,0.0,5,3,1
70477,1,동인_부하,54.9068,18.042,0.0,0.0,0.0,0.0,5,3,1
70478,1,검단_부하,48.805,2.1883,0.0,0.0,0.0,0.0,5,3,1
70495,1,안심_부하,40.515,1.816,0.0,0.0,0.0,0.0,5,3,1
70496,1,구암_부하,42.567,1.9068,0.0,0.0,0.0,0.0,5,3,1
70497,1,관음_부하,39.9157,1.7888,0.0,0.0,0.0,0.0,5,3,1
70608,1,신서_부하,44.8189,2.0067,0.0,0.0,0.0,0.0,5,3,1
70677,1,봉무_부하,43.0301,1.925,0.0,0.0,0.0,0.0,5,3,1
70762,1,syn대구1_부하,59.5739,19.5765,0.0,0.0,0.0,0.0,5,3,1
70763,1,syn대구2_부하,50.4122,2.2518,0.0,0.0,0.0,0.0,5,3,1
70764,1,syn대구3_부하,37.6457,1.6889,0.0,0.0,0.0,0.0,5,3,1
70765,1,syn대구4_부하,43.5023,1.9431,0.0,0.0,0.0,0.0,5,3,1
70766,1,syn대구5_부하,38.1542,1.707,0.0,0.0,0.0,0.0,5,3,1
70055,1,양양_부하,38.8079,1.7343,0.0,0.0,0.0,0.0,2,10,1
70059,1,속초_부하,48.6234,2.1792,0.0,0.0,0.0,0.0,2,10,1
40137,1,신양양_부하,21.5741,0.9625,0.0,0.0,0.0,0.0,2,10,1
40138,1,동해_부하,14.3646,0.6447,0.0,0.0,0.0,0.0,2,10,1
70129,1,강릉_부하,40.1336,1.7978,0.0,0.0,0.0,0.0,2,10,1
70140,1,간성_부하,53.7718,2.4062,0.0,0.0,0.0,0.0,2,10,1
70157,1,북평_부하,63.678,20.9294,0.0,0.0,0.0,0.0,2,10,1
70160,1,태백T1_부하,56.5866,18.5958,0.0,0.0,0.0,0.0,2,10,1
70230,1,태백_부하,36.6469,1.6435,0.0,0.0,0.0,0.0,2,10,1
70244,1,횡성_부하,45.2729,2.0248,0.0,0.0,0.0,0.0,2,10,1
70271,1,영월_부하,63.8596,20.993,0.0,0.0,0.0,0.0,2,10,1
70292,1,가평_부하,37.909,1.698,0.0,0.0,0.0,0.0,2,10,1
70301,1,동영월_부하,52.6731,2.3608,0.0,0.0,0.0,0.0,2,10,1
70309,1,주문진_부하,59.0382,19.404,0.0,0.0,0.0,0.0,2,10,1
70310,1,인제_부하,38.1632,1.707,0.0,0.0,0.0,0.0,2,10,1
70311,1,홍천_부하,45.3183,2.0248,0.0,0.0,0.0,0.0,2,10,1
70312,1,상남_부하,38.2268,1.707,0.0,0.0,0.0,0.0,2,10,1
70313,1,양구_부하,49.1046,2.1974,0.0,0.0,0.0,0.0,2,10,1
70314,1,문막_부하,61.3445,20.1667,0.0,0.0,0.0,0.0,2,10,1
70324,1,북강릉_부하,41.7317,1.8705,0.0,0.0,0.0,0.0,2,10,1
70325,1,화천_부하,44.6827,1.9976,0.0,0.0,0.0,0.0,2,10,1
70326,1,춘천_부하,60.7634,19.976,0.0,0.0,0.0,0.0,2,10,1
70327,1,북춘천_부하,45.6361,2.043,0.0,0.0,0.0,0.0,2,10,1
70328,1,서홍천_부하,44.3286,1.9794,0.0,0.0,0.0,0.0,2,10,1
70329,1,남춘천_부하,42.9666,1.925,0.0,0.0,0.0,0.0,2,10,1
70527,1,횡계_부하,58.8021,19.3313,0.0,0.0,0.0,0.0,2,10,1
70528,1,올림픽_부하,45.509,2.0339,0.0,0.0,0.0,0.0,2,10,1
70529,1,주진_부하,37.6275,1.6798,0.0,0.0,0.0,0.0,2,10,1
70530,1,평창_부하,50.9388,2.2791,0.0,0.0,0.0,0.0,2,10,1
70531,1,삼척_부하,48.351,2.161,0.0,0.0,0.0,0.0,2,10,1
70532,1,서원주_부하,50.9116,2.2791,0.0,0.0,0.0,0.0,2,10,1
70533,1,동원주_부하,56.1598,18.4596,0.0,0.0,0.0,0.0,2,10,1
70534,1,북원주_부하,54.934,18.0601,0.0,0.0,0.0,0.0,2,10,1
70535,1,남원주_부하,51.9648,2.3245,0.0,0.0,0.0,0.0,2,10,1
70536,1,둔내_부하,47.2614,2.1156,0.0,0.0,0.0,0.0,2,10,1
70549,1,원주_부하,59.8917,19.6854,0.0,0.0,0.0,0.0,2,10,1
70550,1,이원_부하,51.5108,2.3063,0.0,0.0,0.0,0.0,2,10,1
70551,1,정선_부하,48.8413,2.1883,0.0,0.0,0.0,0.0,2,10,1
70552,1,한국철도공사동해변전사업소_부하,54.2167,2.4244,0.0,0.0,0.0,0.0,2,10,1
70553,1,고한_부하,52.319,2.3426,0.0,0.0,0.0,0.0,2,10,1
70554,1,도계_부하,63.3148,20.8114,0.0,0.0,0.0,0.0,2,10,1
70630,1,춘천T1_부하,56.8499,18.6866,0.0,0.0,0.0,0.0,2,10,1
70631,1,춘천T2_부하,50.9388,2.2791,0.0,0.0,0.0,0.0,2,10,1
70633,1,한라시멘트_부하,45.7178,2.043,0.0,0.0,0.0,0.0,2,10,1
70668,1,영월T1_부하,56.6138,18.6049,0.0,0.0,0.0,0.0,2,10,1
70679,1,원주T1_부하,36.8012,1.6435,0.0,0.0,0.0,0.0,2,10,1
70782,1,syn강릉1_부하,42.1584,1.8886,0.0,0.0,0.0,0.0,2,10,1
70783,1,syn원주1_부하,48.5508,2.1701,0.0,0.0,0.0,0.0,2,10,1
70044,1,동대전_부하,77.4887,3.4686,0.0,0.0,0.0,0.0,3,6,1
70054,1,유성_부하,56.7137,2.5424,0.0,0.0,0.0,0.0,3,6,1
40062,1,신옥천_부하,29.5009,1.3166,0.0,0.0,0.0,0.0,3,6,1
40084,1,신계룡_부하,32.1795,1.4437,0.0,0.0,0.0,0.0,3,6,1
70087,1,두마_부하,51.411,2.2972,0.0,0.0,0.0,0.0,3,6,1
70103,1,덕진_부하,55.5878,2.4879,0.0,0.0,0.0,0.0,3,6,1
70104,1,용운_부하,86.714,3.8772,0.0,0.0,0.0,0.0,3,6,1
70105,1,대덕_부하,85.4973,3.8227,0.0,0.0,0.0,0.0,3,6,1
70218,1,가수원_부하,84.099,3.7682,0.0,0.0,0.0,0.0,3,6,1
70249,1,유천_부하,76.9439,3.4413,0.0,0.0,0.0,0.0,3,6,1
70363,1,송강_부하,58.448,2.615,0.0,0.0,0.0,0.0,3,6,1
70401,1,추부_부하,69.3167,3.1054,0.0,0.0,0.0,0.0,3,6,1
70411,1,서대전_부하,74.6013,3.3414,0.0,0.0,0.0,0.0,3,6,1
70412,1,남대전_부하,76.953,3.4413,0.0,0.0,0.0,0.0,3,6,1
70574,1,보은_부하,83.2,3.7228,0.0,0.0,0.0,0.0,3,6,1
70581,1,옥천1_부하,70.034,3.1326,0.0,0.0,0.0,0.0,3,6,1
70582,1,옥천2_부하,66.1024,2.9601,0.0,0.0,0.0,0.0,3,6,1
70583,1,신일_부하,48.6779,2.1792,0.0,0.0,0.0,0.0,3,6,1
70584,1,둔산_부하,75.6092,3.3868,0.0,0.0,0.0,0.0,3,6,1
70585,1,대화_부하,53.7536,2.4062,0.0,0.0,0.0,0.0,3,6,1
70594,1,신흥_부하,66.6926,2.9873,0.0,0.0,0.0,0.0,3,6,1
70595,1,신탄진_부하,86.8956,3.8862,0.0,0.0,0.0,0.0,3,6,1
40099,1,신광주_부하,31.1626,1.3983,0.0,0.0,0.0,0.0,4,5,1
70120,1,남광주_부하,48.7051,2.1792,0.0,0.0,0.0,0.0,4,5,1
70161,1,하남_부하,62.6338,2.8057,0.0,0.0,0.0,0.0,4,5,1
70166,1,평동_부하,57.1041,2.5515,0.0,0.0,0.0,0.0,4,5,1
70169,1,장성_부하,48.3964,2.1701,0.0,0.0,0.0,0.0,4,5,1
70207,1,비아_부하,70.4245,3.1508,0.0,0.0,0.0,0.0,4,5,1
70209,1,화정_부하,76.7078,3.4322,0.0,0.0,0.0,0.0,4,5,1
70503,1,충장_부하,66.3112,2.9692,0.0,0.0,0.0,0.0,4,5,1
70504,1,일곡_부하,57.4219,2.5696,0.0,0.0,0.0,0.0,4,5,1
70505,1,북광주_부하,73.0486,3.2688,0.0,0.0,0.0,0.0,4,5,1
70506,1,계림_부하,79.7769,3.5684,0.0,0.0,0.0,0.0,4,5,1
70507,1,송정2_부하,45.4454,2.0339,0.0,0.0,0.0,0.0,4,5,1
70508,1,매월_부하,60.5364,2.7058,0.0,0.0,0.0,0.0,4,5,1
70509,1,농성_부하,54.9068,2.4607,0.0,0.0,0.0,0.0,4,5,1
70522,1,담양_부하,69.117,3.0963,0.0,0.0,0.0,0.0,4,5,1
70617,1,흑석_부하,61.4898,2.7512,0.0,0.0,0.0,0.0,4,5,1
70666,1,덕림_부하,64.8584,2.9056,0.0,0.0,0.0,0.0,4,5,1
70798,1,syn광주1_부하,78.9869,3.5321,0.0,0.0,0.0,0.0,4,5,1
70799,1,syn광주2_부하,63.5782,2.842,0.0,0.0,0.0,0.0,4,5,1
70800,1,syn광주3_부하,68.5449,3.069,0.0,0.0,0.0,0.0,4,5,1
70801,1,syn광주4_부하,72.8852,3.2597,0.0,0.0,0.0,0.0,4,5,1
70066,1,산지_부하,89.2746,3.9952,0.0,0.0,0.0,0.0,6,17,1
70067,1,한라_부하,83.3453,3.7319,0.0,0.0,0.0,0.0,6,17,1
70069,1,조천_부하,87.0772,3.8953,0.0,0.0,0.0,0.0,6,17,1
70070,1,신제주_부하,100.906,33.1692,0.0,0.0,0.0,0.0,6,17,1
70163,1,성산_부하,78.3513,3.5049,0.0,0.0,0.0,0.0,6,17,1
70251,1,신서귀_부하,59.8009,2.6786,0.0,0.0,0.0,0.0,6,17,1
70593,1,동제주_부하,61.8257,2.7694,0.0,0.0,0.0,0.0,6,17,1
70601,1,표선_부하,91.0724,4.0769,0.0,0.0,0.0,0.0,6,17,1
70602,1,안덕_부하,105.101,34.5403,0.0,0.0,0.0,0.0,6,17,1
70603,1,한림_부하,92.2165,4.1314,0.0,0.0,0.0,0.0,6,17,1
70139,1,세종T1_부하,120.1556,39.4889,0.0,0.0,0.0,0.0,3,8,1
70220,1,월산_부하,82.7914,3.7046,0.0,0.0,0.0,0.0,3,8,1
40331,1,세종_부하,31.6075,1.4165,0.0,0.0,0.0,0.0,3,8,1
70599,1,서세종_부하,92.498,4.1405,0.0,0.0,0.0,0.0,3,8,1
70600,1,조치원_부하,107.2802,35.2576,0.0,0.0,0.0,0.0,3,8,1
70673,1,부강_부하,72.1406,3.2325,0.0,0.0,0.0,0.0,3,8,1
70680,1,세종T2_부하,110.9667,36.4744,0.0,0.0,0.0,0.0,3,8,1
