bus,id,name,p_mw,q_mvar,const_i_p_mw,const_i_q_mvar,const_z_p_mw,const_z_q_mvar,area,zone,in_service
40766,1,고덕_부하,666.5628,219.0913,0.0,0.0,0.0,0.0,1,9,1
70009,1,도곡_부하,118.4486,38.935,0.0,0.0,0.0,0.0,1,9,1
70012,1,가락_부하,117.6314,5.2664,0.0,0.0,0.0,0.0,1,9,1
70013,1,천호_부하,113.7452,5.0939,0.0,0.0,0.0,0.0,1,9,1
70014,1,풍납_부하,121.3905,39.8975,0.0,0.0,0.0,0.0,1,9,1
70027,1,중계_부하,119.0206,39.1166,0.0,0.0,0.0,0.0,1,9,1
70028,1,석촌_부하,96.9653,4.3402,0.0,0.0,0.0,0.0,1,9,1
70038,1,방학_부하,130.0801,42.7577,0.0,0.0,0.0,0.0,1,9,1
70056,1,흥덕_부하,90.0827,4.0315,0.0,0.0,0.0,0.0,1,9,1
70057,1,신갈_부하,100.0888,4.4764,0.0,0.0,0.0,0.0,1,9,1
40068,1,신용인_부하,56.4231,2.5242,0.0,0.0,0.0,0.0,1,9,1
70061,1,계양1_부하,120.3009,39.5434,0.0,0.0,0.0,0.0,1,9,1
70073,1,과천_부하,124.2507,40.8418,0.0,0.0,0.0,0.0,1,9,1
40083,1,신성남_부하,56.6138,2.5333,0.0,0.0,0.0,0.0,1,9,1
40086,1,신수원_부하,48.2693,2.161,0.0,0.0,0.0,0.0,1,9,1
40095,1,안성_부하,55.3698,2.4788,0.0,0.0,0.0,0.0,1,9,1
70083,1,용인_부하,101.5416,4.54,0.0,0.0,0.0,0.0,1,9,1
40111,1,서서울_부하,47.1434,2.1066,0.0,0.0,0.0,0.0,1,9,1
40112,1,화성_부하,37.1644,1.6616,0.0,0.0,0.0,0.0,1,9,1
40114,1,신시흥_부하,38.5991,1.7252,0.0,0.0,0.0,0.0,1,9,1
70086,1,성현_부하,84.1444,3.7682,0.0,0.0,0.0,0.0,1,9,1
40120,1,동서울_부하,36.5924,1.6344,0.0,0.0,0.0,0.0,1,9,1
40121,1,미금_부하,55.6241,2.4879,0.0,0.0,0.0,0.0,1,9,1
40122,1,양주_부하,49.1773,2.1974,0.0,0.0,0.0,0.0,1,9,1
70090,1,동두천_부하,114.3717,5.1211,0.0,0.0,0.0,0.0,1,9,1
70091,1,덕계_부하,113.7724,5.0939,0.0,0.0,0.0,0.0,1,9,1
70092,1,녹양_부하,100.9242,4.5128,0.0,0.0,0.0,0.0,1,9,1
70094,1,운천_부하,90.5639,4.0497,0.0,0.0,0.0,0.0,1,9,1
70098,1,철원_부하,113.6544,5.0848,0.0,0.0,0.0,0.0,1,9,1
70099,1,강동_부하,110.7124,4.9577,0.0,0.0,0.0,0.0,1,9,1
40141,1,곤지암_부하,54.7887,2.4516,0.0,0.0,0.0,0.0,1,9,1
70100,1,도봉_부하,115.2252,5.1574,0.0,0.0,0.0,0.0,1,9,1
40143,1,신파주_부하,56.5866,2.5333,0.0,0.0,0.0,0.0,1,9,1
40144,1,신덕은_부하,53.4903,2.3971,0.0,0.0,0.0,0.0,1,9,1
70101,1,백석_부하,112.138,5.0212,0.0,0.0,0.0,0.0,1,9,1
70102,1,금촌_부하,111.3662,4.9849,0.0,0.0,0.0,0.0,1,9,1
40147,1,서수원_부하,41.5501,1.8614,0.0,0.0,0.0,0.0,1,9,1
40160,1,신포천_부하,41.0416,1.8342,0.0,0.0,0.0,0.0,1,9,1
70115,1,마석_부하,124.959,41.0688,0.0,0.0,0.0,0.0,1,9,1
70130,1,오산_부하,114.7803,5.1393,0.0,0.0,0.0,0.0,1,9,1
70131,1,평택_부하,111.1664,4.9758,0.0,0.0,0.0,0.0,1,9,1
70132,1,추팔_부하,127.7919,42.0041,0.0,0.0,0.0,0.0,1,9,1
70133,1,송탄_부하,129.5353,42.5761,0.0,0.0,0.0,0.0,1,9,1
70134,1,시화_부하,144.4991,47.4975,0.0,0.0,0.0,0.0,1,9,1
70135,1,진위_부하,112.592,5.0394,0.0,0.0,0.0,0.0,1,9,1
70136,1,반월_부하,106.2088,4.7488,0.0,0.0,0.0,0.0,1,9,1
70138,1,서운_부하,132.9494,43.702,0.0,0.0,0.0,0.0,1,9,1
70162,1,동안양_부하,113.0732,5.0576,0.0,0.0,0.0,0.0,1,9,1
70164,1,수지_부하,131.3785,43.1845,0.0,0.0,0.0,0.0,1,9,1
70165,1,포승_부하,106.4176,4.767,0.0,0.0,0.0,0.0,1,9,1
70172,1,계양2_부하,84.6347,3.7864,0.0,0.0,0.0,0.0,1,9,1
70180,1,야탑_부하,104.075,4.658,0.0,0.0,0.0,0.0,1,9,1
70182,1,여주_부하,146.1244,48.0241,0.0,0.0,0.0,0.0,1,9,1
70184,1,가남_부하,111.911,5.0122,0.0,0.0,0.0,0.0,1,9,1
70188,1,원흥_부하,128.2368,42.1494,0.0,0.0,0.0,0.0,1,9,1
70190,1,산성_부하,86.5596,3.8772,0.0,0.0,0.0,0.0,1,9,1
70191,1,상계_부하,104.2112,4.6671,0.0,0.0,0.0,0.0,1,9,1
70193,1,둔포_부하,94.9859,4.2494,0.0,0.0,0.0,0.0,1,9,1
70195,1,산본_부하,140.858,46.2989,0.0,0.0,0.0,0.0,1,9,1
70200,1,능곡_부하,129.3718,42.5216,0.0,0.0,0.0,0.0,1,9,1
70216,1,지도_부하,141.2122,46.417,0.0,0.0,0.0,0.0,1,9,1
70217,1,안양_부하,95.7577,4.2858,0.0,0.0,0.0,0.0,1,9,1
70224,1,송포_부하,126.9384,41.7226,0.0,0.0,0.0,0.0,1,9,1
70225,1,장기_부하,122.7979,40.3606,0.0,0.0,0.0,0.0,1,9,1
40282,1,서안성_부하,54.5163,2.4425,0.0,0.0,0.0,0.0,1,9,1
70235,1,동탄_부하,138.5063,45.5271,0.0,0.0,0.0,0.0,1,9,1
70236,1,삼미_부하,146.7237,48.2239,0.0,0.0,0.0,0.0,1,9,1
70238,1,만승_부하,97.038,4.3402,0.0,0.0,0.0,0.0,1,9,1
70239,1,위례_부하,130.298,42.8304,0.0,0.0,0.0,0.0,1,9,1
70243,1,성포_부하,144.6807,47.552,0.0,0.0,0.0,0.0,1,9,1
40298,1,신의정부_부하,47.1161,2.1066,0.0,0.0,0.0,0.0,1,9,1
70245,1,우만_부하,106.6537,4.7761,0.0,0.0,0.0,0.0,1,9,1
70246,1,문발_부하,143.4004,47.1343,0.0,0.0,0.0,0.0,1,9,1
70247,1,일동_부하,134.729,44.2832,0.0,0.0,0.0,0.0,1,9,1
40303,1,신안산_부하,37.2825,1.6707,0.0,0.0,0.0,0.0,1,9,1
70248,1,안산_부하,92.8339,4.1586,0.0,0.0,0.0,0.0,1,9,1
70250,1,이의_부하,98.3909,4.4038,0.0,0.0,0.0,0.0,1,9,1
70255,1,신장_부하,113.3093,5.0666,0.0,0.0,0.0,0.0,1,9,1
70258,1,잠실_부하,98.2002,4.3947,0.0,0.0,0.0,0.0,1,9,1
70263,1,남군포_부하,121.563,39.952,0.0,0.0,0.0,0.0,1,9,1
70264,1,수원T1_부하,94.1324,4.2131,0.0,0.0,0.0,0.0,1,9,1
40338,1,신김포_부하,54.3256,2.4334,0.0,0.0,0.0,0.0,1,9,1
70276,1,송정1_부하,135.4373,44.5192,0.0,0.0,0.0,0.0,1,9,1
70277,1,양곡_부하,144.9259,47.6337,0.0,0.0,0.0,0.0,1,9,1
70288,1,남면_부하,82.4646,3.6865,0.0,0.0,0.0,0.0,1,9,1
70289,1,문산_부하,126.6115,41.6136,0.0,0.0,0.0,0.0,1,9,1
70290,1,성남T1_부하,114.063,5.103,0.0,0.0,0.0,0.0,1,9,1
70291,1,남사_부하,146.7691,48.242,0.0,0.0,0.0,0.0,1,9,1
70293,1,고양_부하,106.2451,4.7579,0.0,0.0,0.0,0.0,1,9,1
70294,1,불광_부하,132.1322,43.4296,0.0,0.0,0.0,0.0,1,9,1
70295,1,호수_부하,126.4572,41.5682,0.0,0.0,0.0,0.0,1,9,1
70296,1,백학_부하,110.322,4.9395,0.0,0.0,0.0,0.0,1,9,1
70297,1,월롱_부하,100.1433,4.4855,0.0,0.0,0.0,0.0,1,9,1
70298,1,선유_부하,98.9629,4.431,0.0,0.0,0.0,0.0,1,9,1
70299,1,신봉_부하,128.7816,42.331,0.0,0.0,0.0,0.0,1,9,1
70315,1,서판교_부하,101.7232,4.5491,0.0,0.0,0.0,0.0,1,9,1
70316,1,정자_부하,82.6462,3.6956,0.0,0.0,0.0,0.0,1,9,1
70317,1,동판교_부하,117.2228,5.2482,0.0,0.0,0.0,0.0,1,9,1
70318,1,양촌_부하,103.167,4.6217,0.0,0.0,0.0,0.0,1,9,1
70319,1,김포_부하,87.9398,3.9316,0.0,0.0,0.0,0.0,1,9,1
70320,1,통진_부하,108.96,4.876,0.0,0.0,0.0,0.0,1,9,1
70322,1,송우_부하,128.5183,42.2402,0.0,0.0,0.0,0.0,1,9,1
70323,1,용정_부하,96.2298,4.3039,0.0,0.0,0.0,0.0,1,9,1
70330,1,전곡_부하,131.8688,43.3388,0.0,0.0,0.0,0.0,1,9,1
70331,1,내촌_부하,130.6249,42.9302,0.0,0.0,0.0,0.0,1,9,1
70332,1,포천_부하,93.9054,4.204,0.0,0.0,0.0,0.0,1,9,1
70333,1,향남_부하,116.2149,5.2028,0.0,0.0,0.0,0.0,1,9,1
70334,1,발안_부하,107.3347,4.8033,0.0,0.0,0.0,0.0,1,9,1
70335,1,남수원_부하,116.4328,5.2119,0.0,0.0,0.0,0.0,1,9,1
70336,1,조암_부하,94.1142,4.2131,0.0,0.0,0.0,0.0,1,9,1
70337,1,장덕_부하,114.4262,5.1211,0.0,0.0,0.0,0.0,1,9,1
70338,1,사강_부하,99.4896,4.4492,0.0,0.0,0.0,0.0,1,9,1
70339,1,북동탄_부하,93.5149,4.1859,0.0,0.0,0.0,0.0,1,9,1
70340,1,구문천_부하,141.1577,46.3988,0.0,0.0,0.0,0.0,1,9,1
70341,1,남시화_부하,103.7481,4.6399,0.0,0.0,0.0,0.0,1,9,1
70346,1,남양_부하,121.2089,39.843,0.0,0.0,0.0,0.0,1,9,1
70348,1,원곡_부하,95.6124,4.2767,0.0,0.0,0.0,0.0,1,9,1
70349,1,목내_부하,91.6263,4.1042,0.0,0.0,0.0,0.0,1,9,1
70350,1,중시화_부하,100.9605,4.5218,0.0,0.0,0.0,0.0,1,9,1
40422,1,신시화_부하,51.3746,2.2972,0.0,0.0,0.0,0.0,1,9,1
70351,1,남정왕_부하,140.9216,46.3171,0.0,0.0,0.0,0.0,1,9,1
70352,1,동시화_부하,103.058,4.6126,0.0,0.0,0.0,0.0,1,9,1
70353,1,성곡_부하,94.0052,4.204,0.0,0.0,0.0,0.0,1,9,1
70354,1,남안산_부하,123.1248,40.4696,0.0,0.0,0.0,0.0,1,9,1
70356,1,서시화_부하,100.0616,4.4764,0.0,0.0,0.0,0.0,1,9,1
70357,1,강화_부하,102.9581,4.6036,0.0,0.0,0.0,0.0,1,9,1
70359,1,소사벌_부하,111.9382,5.0122,0.0,0.0,0.0,0.0,1,9,1
70360,1,팽성_부하,92.1166,4.1223,0.0,0.0,0.0,0.0,1,9,1
70362,1,청북_부하,107.7978,4.8215,0.0,0.0,0.0,0.0,1,9,1
70364,1,세교_부하,119.3566,39.2347,0.0,0.0,0.0,0.0,1,9,1
70365,1,동수원_부하,111.5478,4.994,0.0,0.0,0.0,0.0,1,9,1
70366,1,일산_부하,133.6394,43.929,0.0,0.0,0.0,0.0,1,9,1
70367,1,덕이_부하,145.625,47.8698,0.0,0.0,0.0,0.0,1,9,1
70368,1,서종_부하,130.6975,42.9575,0.0,0.0,0.0,0.0,1,9,1
70369,1,진건_부하,88.1759,3.9498,0.0,0.0,0.0,0.0,1,9,1
70370,1,진접_부하,118.7755,39.044,0.0,0.0,0.0,0.0,1,9,1
70371,1,지제_부하,97.5828,4.3675,0.0,0.0,0.0,0.0,1,9,1
70372,1,용문_부하,146.4241,48.124,0.0,0.0,0.0,0.0,1,9,1
70373,1,구리_부하,99.998,4.4764,0.0,0.0,0.0,0.0,1,9,1
70375,1,덕소_부하,111.1483,4.9758,0.0,0.0,0.0,0.0,1,9,1
70376,1,옥정_부하,90.6729,4.0588,0.0,0.0,0.0,0.0,1,9,1
70377,1,용현_부하,144.4356,47.4702,0.0,0.0,0.0,0.0,1,9,1
70378,1,금오_부하,109.8044,4.9123,0.0,0.0,0.0,0.0,1,9,1
70381,1,농서_부하,139.3598,45.8086,0.0,0.0,0.0,0.0,1,9,1
70382,1,죽전_부하,123.1066,40.4605,0.0,0.0,0.0,0.0,1,9,1
70383,1,모현_부하,105.1373,4.7034,0.0,0.0,0.0,0.0,1,9,1
70384,1,동백_부하,116.6598,5.221,0.0,0.0,0.0,0.0,1,9,1
70385,1,기흥_부하,138.0523,45.3728,0.0,0.0,0.0,0.0,1,9,1
70386,1,호매실_부하,110.0314,4.9214,0.0,0.0,0.0,0.0,1,9,1
70387,1,의왕_부하,142.8556,46.9527,0.0,0.0,0.0,0.0,1,9,1
70388,1,율전_부하,108.17,4.8396,0.0,0.0,0.0,0.0,1,9,1
70389,1,마북_부하,98.2638,4.3947,0.0,0.0,0.0,0.0,1,9,1
70390,1,평촌_부하,84.8617,3.7954,0.0,0.0,0.0,0.0,1,9,1
70391,1,남안성_부하,138.2158,45.4272,0.0,0.0,0.0,0.0,1,9,1
70392,1,오천_부하,116.8233,5.2301,0.0,0.0,0.0,0.0,1,9,1
70393,1,오포_부하,136.0729,44.7281,0.0,0.0,0.0,0.0,1,9,1
70394,1,중원_부하,95.2674,4.2676,0.0,0.0,0.0,0.0,1,9,1
70395,1,이천_부하,134.4022,44.1742,0.0,0.0,0.0,0.0,1,9,1
70396,1,율현_부하,114.2536,5.112,0.0,0.0,0.0,0.0,1,9,1
70490,1,왕길_부하,103.4575,4.6308,0.0,0.0,0.0,0.0,1,9,1
70491,1,경서_부하,102.8038,4.6036,0.0,0.0,0.0,0.0,1,9,1
70556,1,감곡_부하,119.2567,39.1984,0.0,0.0,0.0,0.0,1,9,1
70575,1,삼죽_부하,83.8901,3.75,0.0,0.0,0.0,0.0,1,9,1
70604,1,동남_부하,127.3288,41.8497,0.0,0.0,0.0,0.0,1,9,1
70606,1,운정_부하,108.9328,4.876,0.0,0.0,0.0,0.0,1,9,1
70609,1,마도_부하,126.9384,41.7226,0.0,0.0,0.0,0.0,1,9,1
70611,1,석곡_부하,123.6787,40.6512,0.0,0.0,0.0,0.0,1,9,1
70613,1,수서_부하,120.3009,39.5434,0.0,0.0,0.0,0.0,1,9,1
70614,1,서강화_부하,86.4507,3.8681,0.0,0.0,0.0,0.0,1,9,1
70615,1,수원T2_부하,143.9089,47.2977,0.0,0.0,0.0,0.0,1,9,1
70629,1,성남T2_부하,135.3192,44.4738,0.0,0.0,0.0,0.0,1,9,1
70635,1,가양_부하,118.8572,39.0622,0.0,0.0,0.0,0.0,1,9,1
70642,1,염곡_부하,123.4517,40.5785,0.0,0.0,0.0,0.0,1,9,1
70643,1,개포_부하,117.6859,5.2664,0.0,0.0,0.0,0.0,1,9,1
70644,1,송파_부하,128.482,42.2311,0.0,0.0,0.0,0.0,1,9,1
70645,1,상일_부하,118.385,38.9078,0.0,0.0,0.0,0.0,1,9,1
70654,1,신내_부하,94.2322,4.2131,0.0,0.0,0.0,0.0,1,9,1
70658,1,초월_부하,121.5903,39.9611,0.0,0.0,0.0,0.0,1,9,1
70669,1,관양_부하,135.4736,44.5283,0.0,0.0,0.0,0.0,1,9,1
70670,1,북시화_부하,121.1,39.8067,0.0,0.0,0.0,0.0,1,9,1
70671,1,북안산_부하,127.2925,41.8406,0.0,0.0,0.0,0.0,1,9,1
70672,1,동평택에너지센터_부하,104.2656,4.6671,0.0,0.0,0.0,0.0,1,9,1
40049,1,청양_부하,78.6328,3.523,0.0,0.0,0.0,0.0,3,12,1
70047,1,탕정_부하,142.102,46.7075,0.0,0.0,0.0,0.0,3,12,1
70049,1,서천안_부하,187.157,61.517,0.0,0.0,0.0,0.0,3,12,1
70050,1,천안_부하,159.0453,52.2736,0.0,0.0,0.0,0.0,3,12,1
70051,1,성거_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70052,1,원정_부하,135.6189,44.5737,0.0,0.0,0.0,0.0,3,12,1
70058,1,인주_부하,178.2586,58.5932,0.0,0.0,0.0,0.0,3,12,1
70075,1,관창_부하,147.5046,48.4781,0.0,0.0,0.0,0.0,3,12,1
70080,1,공주_부하,161.9509,53.227,0.0,0.0,0.0,0.0,3,12,1
40113,1,신온양_부하,64.9674,2.9056,0.0,0.0,0.0,0.0,3,12,1
40116,1,아산_부하,65.5304,2.9328,0.0,0.0,0.0,0.0,3,12,1
70085,1,온양_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70137,1,한샘_부하,188.1739,61.853,0.0,0.0,0.0,0.0,3,12,1
70176,1,논산_부하,179.3118,58.9383,0.0,0.0,0.0,0.0,3,12,1
70222,1,서산_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70241,1,당진T1_부하,194.9113,64.0594,0.0,0.0,0.0,0.0,3,12,1
70259,1,장재_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70260,1,불당_부하,185.3137,60.9086,0.0,0.0,0.0,0.0,3,12,1
70270,1,풍세_부하,163.9848,53.8989,0.0,0.0,0.0,0.0,3,12,1
70272,1,당진_부하,140.622,46.2172,0.0,0.0,0.0,0.0,3,12,1
40333,1,신당진_부하,73.4027,3.287,0.0,0.0,0.0,0.0,3,12,1
70273,1,송악_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
40335,1,신탕정_부하,62.8881,2.8148,0.0,0.0,0.0,0.0,3,12,1
70300,1,전의_부하,149.7928,49.2318,0.0,0.0,0.0,0.0,3,12,1
70302,1,은하_부하,193.8308,63.7053,0.0,0.0,0.0,0.0,3,12,1
70303,1,해미_부하,181.7998,59.7555,0.0,0.0,0.0,0.0,3,12,1
70304,1,대천_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70305,1,신풍_부하,140.1861,46.081,0.0,0.0,0.0,0.0,3,12,1
70306,1,홍성_부하,140.0318,46.0265,0.0,0.0,0.0,0.0,3,12,1
70307,1,예산_부하,154.2147,50.6936,0.0,0.0,0.0,0.0,3,12,1
70345,1,안면_부하,170.8584,56.1598,0.0,0.0,0.0,0.0,3,12,1
70347,1,태안_부하,174.9716,57.5127,0.0,0.0,0.0,0.0,3,12,1
70361,1,만호_부하,144.4083,47.4612,0.0,0.0,0.0,0.0,3,12,1
70397,1,합덕_부하,191.2884,62.8699,0.0,0.0,0.0,0.0,3,12,1
70398,1,옥산_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70399,1,부여_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70402,1,석문_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70403,1,대산_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70414,1,응봉_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
70415,1,장항_부하,170.132,55.9146,0.0,0.0,0.0,0.0,3,12,1
40681,1,북당진_부하,92.271,4.1314,0.0,0.0,0.0,0.0,3,12,1
70610,1,직산_부하,180.4922,59.3287,0.0,0.0,0.0,0.0,3,12,1
70619,1,성연_부하,196.128,64.468,0.0,0.0,0.0,0.0,3,12,1
40696,1,당진T2_부하,76.1994,3.4141,0.0,0.0,0.0,0.0,3,12,1
70001,1,화양_부하,65.4486,2.9328,0.0,0.0,0.0,0.0,1,1,1
70002,1,구의_부하,76.5535,3.4232,0.0,0.0,0.0,0.0,1,1,1
70003,1,논현_부하,73.0304,3.2688,0.0,0.0,0.0,0.0,1,1,1
70004,1,논일_부하,56.2234,2.5152,0.0,0.0,0.0,0.0,1,1,1
70005,1,역삼_부하,80.7394,3.6138,0.0,0.0,0.0,0.0,1,1,1
70006,1,선릉_부하,80.8937,3.6229,0.0,0.0,0.0,0.0,1,1,1
70007,1,양지_부하,72.0316,3.2234,0.0,0.0,0.0,0.0,1,1,1
70008,1,서초_부하,48.7596,2.1792,0.0,0.0,0.0,0.0,1,1,1
70010,1,교대_부하,49.5223,2.2155,0.0,0.0,0.0,0.0,1,1,1
70011,1,대치_부하,72.9487,3.2688,0.0,0.0,0.0,0.0,1,1,1
70015,1,독산_부하,57.0042,2.5515,0.0,0.0,0.0,0.0,1,1,1
70016,1,봉천_부하,54.0351,2.4153,0.0,0.0,0.0,0.0,1,1,1
70017,1,대림_부하,47.4339,2.1247,0.0,0.0,0.0,0.0,1,1,1
70019,1,등촌_부하,64.3318,2.8784,0.0,0.0,0.0,0.0,1,1,1
70020,1,순화_부하,59.1562,2.6514,0.0,0.0,0.0,0.0,1,1,1
70021,1,녹번_부하,49.2499,2.2064,0.0,0.0,0.0,0.0,1,1,1
40022,1,신양재_부하,19.5492,0.8717,0.0,0.0,0.0,0.0,1,1,1
70022,1,노들_부하,76.4899,3.4232,0.0,0.0,0.0,0.0,1,1,1
70023,1,영오_부하,71.3325,3.1962,0.0,0.0,0.0,0.0,1,1,1
70024,1,여의_부하,67.8094,3.0327,0.0,0.0,0.0,0.0,1,1,1
70025,1,마포_부하,54.9885,2.4607,0.0,0.0,0.0,0.0,1,1,1
70026,1,상봉_부하,63.8869,2.8602,0.0,0.0,0.0,0.0,1,1,1
70029,1,신당_부하,68.9626,3.0872,0.0,0.0,0.0,0.0,1,1,1
70030,1,방산_부하,71.2417,3.1871,0.0,0.0,0.0,0.0,1,1,1
70031,1,서대문_부하,80.0584,3.5866,0.0,0.0,0.0,0.0,1,1,1
70032,1,용두_부하,61.0993,2.7331,0.0,0.0,0.0,0.0,1,1,1
70033,1,돈암_부하,72.5583,3.2506,0.0,0.0,0.0,0.0,1,1,1
70034,1,이수_부하,48.5598,2.1701,0.0,0.0,0.0,0.0,1,1,1
70035,1,중앙_부하,67.4281,3.0146,0.0,0.0,0.0,0.0,1,1,1
70036,1,운니_부하,70.7786,3.1689,0.0,0.0,0.0,0.0,1,1,1
70037,1,원남_부하,57.6308,2.5787,0.0,0.0,0.0,0.0,1,1,1
70039,1,연대_부하,51.9194,2.3245,0.0,0.0,0.0,0.0,1,1,1
70040,1,강남_부하,49.1864,2.1974,0.0,0.0,0.0,0.0,1,1,1
70048,1,한남_부하,58.3481,2.615,0.0,0.0,0.0,0.0,1,1,1
70068,1,노량진_부하,71.3597,3.1962,0.0,0.0,0.0,0.0,1,1,1
70072,1,보광_부하,57.0678,2.5515,0.0,0.0,0.0,0.0,1,1,1
70158,1,아현_부하,47.9061,2.1429,0.0,0.0,0.0,0.0,1,1,1
70159,1,신촌_부하,66.175,2.9601,0.0,0.0,0.0,0.0,1,1,1
40210,1,영등포_부하,31.2988,1.3983,0.0,0.0,0.0,0.0,1,1,1
70174,1,흥인_부하,67.3373,3.0146,0.0,0.0,0.0,0.0,1,1,1
70181,1,신림_부하,47.2977,2.1156,0.0,0.0,0.0,0.0,1,1,1
70183,1,안암_부하,60.9722,2.7331,0.0,0.0,0.0,0.0,1,1,1
70186,1,은평_부하,81.5112,3.6502,0.0,0.0,0.0,0.0,1,1,1
70189,1,수색_부하,75.4276,3.3778,0.0,0.0,0.0,0.0,1,1,1
70197,1,구로_부하,61.6078,2.7603,0.0,0.0,0.0,0.0,1,1,1
70210,1,시흥_부하,71.85,3.2143,0.0,0.0,0.0,0.0,1,1,1
70231,1,동빙고_부하,71.4051,3.1962,0.0,0.0,0.0,0.0,1,1,1
70237,1,상암_부하,67.5461,3.0236,0.0,0.0,0.0,0.0,1,1,1
70256,1,미아_부하,64.5225,2.8874,0.0,0.0,0.0,0.0,1,1,1
70265,1,목동_부하,62.4159,2.7966,0.0,0.0,0.0,0.0,1,1,1
40339,1,성동_부하,32.5336,1.4528,0.0,0.0,0.0,0.0,1,1,1
70605,1,반포_부하,50.0036,2.2337,0.0,0.0,0.0,0.0,1,1,1
70616,1,휘경_부하,83.0729,3.7137,0.0,0.0,0.0,0.0,1,1,1
70618,1,사당_부하,66.9014,2.9964,0.0,0.0,0.0,0.0,1,1,1
70636,1,군자_부하,65.5213,2.9328,0.0,0.0,0.0,0.0,1,1,1
70637,1,마장_부하,59.3832,2.6604,0.0,0.0,0.0,0.0,1,1,1
70638,1,왕십리_부하,61.5715,2.7512,0.0,0.0,0.0,0.0,1,1,1
70639,1,뚝도_부하,72.9396,3.2688,0.0,0.0,0.0,0.0,1,1,1
70640,1,광장_부하,74.0202,3.3142,0.0,0.0,0.0,0.0,1,1,1
70641,1,신사_부하,50.7027,2.27,0.0,0.0,0.0,0.0,1,1,1
70646,1,구공_부하,75.8634,3.3959,0.0,0.0,0.0,0.0,1,1,1
70647,1,대방_부하,79.4046,3.5503,0.0,0.0,0.0,0.0,1,1,1
70648,1,양천_부하,80.467,3.6048,0.0,0.0,0.0,0.0,1,1,1
70651,1,신길_부하,47.5792,2.1338,0.0,0.0,0.0,0.0,1,1,1
70652,1,옥인_부하,70.715,3.1689,0.0,0.0,0.0,0.0,1,1,1
70653,1,현저_부하,49.5042,2.2155,0.0,0.0,0.0,0.0,1,1,1
70655,1,노원_부하,51.9648,2.3245,0.0,0.0,0.0,0.0,1,1,1
70656,1,쌍문_부하,46.5713,2.0884,0.0,0.0,0.0,0.0,1,1,1
70657,1,용산_부하,73.5662,3.296,0.0,0.0,0.0,0.0,1,1,1
70659,1,문래_부하,63.8415,2.8602,0.0,0.0,0.0,0.0,1,1,1
70660,1,양평_부하,71.7683,3.2143,0.0,0.0,0.0,0.0,1,1,1
70661,1,종로_부하,52.319,2.3426,0.0,0.0,0.0,0.0,1,1,1
70662,1,세종로_부하,82.1014,3.6774,0.0,0.0,0.0,0.0,1,1,1
70663,1,성수_부하,57.6217,2.5787,0.0,0.0,0.0,0.0,1,1,1
70664,1,종암_부하,75.3004,3.3687,0.0,0.0,0.0,0.0,1,1,1
40768,1,중부_부하,19.9488,0.8898,0.0,0.0,0.0,0.0,1,1,1
70683,1,syn서울1_부하,72.9306,3.2597,0.0,0.0,0.0,0.0,1,1,1
70684,1,syn서울2_부하,55.8511,2.497,0.0,0.0,0.0,0.0,1,1,1
70685,1,syn서울3_부하,59.5103,2.6604,0.0,0.0,0.0,0.0,1,1,1
70686,1,syn서울4_부하,62.1435,2.7785,0.0,0.0,0.0,0.0,1,1,1
70687,1,syn서울5_부하,79.5317,3.5594,0.0,0.0,0.0,0.0,1,1,1
70688,1,syn서울6_부하,52.6095,2.3517,0.0,0.0,0.0,0.0,1,1,1
70689,1,syn서울7_부하,79.2956,3.5503,0.0,0.0,0.0,0.0,1,1,1
70690,1,syn남산_부하,79.0323,3.5412,0.0,0.0,0.0,0.0,1,1,1
70691,1,syn서울9_부하,62.2434,2.7876,0.0,0.0,0.0,0.0,1,1,1
70692,1,syn서울10_부하,80.2309,3.5866,0.0,0.0,0.0,0.0,1,1,1
70693,1,syn서울11_부하,77.3707,3.4595,0.0,0.0,0.0,0.0,1,1,1
70694,1,syn서울12_부하,47.5429,2.1247,0.0,0.0,0.0,0.0,1,1,1
70695,1,syn서울13_부하,65.3669,2.9238,0.0,0.0,0.0,0.0,1,1,1
70696,1,syn서울14_부하,49.6767,2.2246,0.0,0.0,0.0,0.0,1,1,1
70697,1,syn서울15_부하,69.6618,3.1144,0.0,0.0,0.0,0.0,1,1,1
70698,1,syn서울16_부하,66.0661,2.9601,0.0,0.0,0.0,0.0,1,1,1
70699,1,syn서울17_부하,83.2364,3.7228,0.0,0.0,0.0,0.0,1,1,1
70700,1,syn서울18_부하,81.8199,3.6592,0.0,0.0,0.0,0.0,1,1,1
70701,1,syn서울19_부하,47.8879,2.1429,0.0,0.0,0.0,0.0,1,1,1
