hv_bus,lv_bus,id,name,r_pu,x_pu,g_pu,b_pu,ratio,tap_step,tap_min,tap_max,shift_deg,vn_hv_kv,vn_lv_kv,sn_mva,rate_a_mva,rate_b_mva,rate_c_mva,cont_bus,in_service
90000,80000,1,고리#1_GSU,0.000276,0.011058,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1175.6,1176,1293,1470,90000,1
90000,80001,1,고리#2_GSU,0.000276,0.011048,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1176.7,1177,1294,1471,90000,1
90001,80002,1,신고리#1_GSU,0.000281,0.011225,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1158.1,1158,1274,1448,90001,1
90001,80003,1,신고리#2_GSU,0.000281,0.011225,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1158.1,1158,1274,1448,90001,1
90002,80004,1,새울#1_GSU,0.000197,0.007896,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1646.5,1646,1811,2058,90002,1
90002,80005,1,새울#2_GSU,0.000197,0.007885,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1648.8,1649,1814,2061,90002,1
90003,80006,1,한빛#1_GSU,0.000291,0.011646,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1116.3,1116,1228,1395,90003,1
90003,80007,1,한빛#2_GSU,0.000292,0.01167,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1114.0,1114,1225,1392,90003,1
90003,80008,1,한빛#3_GSU,0.00028,0.011214,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1159.3,1159,1275,1449,90003,1
90003,80009,1,한빛#4_GSU,0.00028,0.011214,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1159.3,1159,1275,1449,90003,1
90003,80010,1,한빛#5_GSU,0.00028,0.011214,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1159.3,1159,1275,1449,90003,1
90003,80011,1,한빛#6_GSU,0.000281,0.011236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1157.0,1157,1273,1446,90003,1
90004,80012,1,한울#1_GSU,0.000291,0.011646,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1116.3,1116,1228,1395,90004,1
90004,80013,1,한울#2_GSU,0.000291,0.011622,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1118.6,1119,1230,1398,90004,1
90004,80014,1,한울#3_GSU,0.000281,0.011248,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1155.8,1156,1271,1445,90004,1
90004,80015,1,한울#4_GSU,0.00028,0.011202,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1160.5,1160,1277,1451,90004,1
90004,80016,1,한울#5_GSU,0.000281,0.011225,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1158.1,1158,1274,1448,90004,1
90004,80017,1,한울#6_GSU,0.000281,0.011225,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1158.1,1158,1274,1448,90004,1
90005,80018,1,신한울#1_GSU,0.000209,0.008343,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1558.1,1558,1714,1948,90005,1
90005,80019,1,신한울#2_GSU,0.000209,0.008343,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1558.1,1558,1714,1948,90005,1
90006,80020,1,월성#1_GSU,0.000427,0.017069,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,761.6,762,838,952,90006,1
90006,80021,1,월성#2_GSU,0.000409,0.016346,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,795.3,795,875,994,90006,1
90006,80022,1,월성#3_GSU,0.000406,0.01625,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,800.0,800,880,1000,90006,1
90007,80023,1,신월성#1_GSU,0.000282,0.011282,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1152.3,1152,1268,1440,90007,1
90007,80024,1,신월성#2_GSU,0.000291,0.011646,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1116.3,1116,1228,1395,90007,1
90008,80025,1,당진화력#1_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,18.0,581.4,581,640,727,90008,1
90008,80026,1,당진화력#2_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,18.0,581.4,581,640,727,90008,1
90008,80027,1,당진화력#3_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,18.0,581.4,581,640,727,90008,1
90008,80028,1,당진화력#4_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,18.0,581.4,581,640,727,90008,1
90008,80029,1,당진화력#5_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,18.0,581.4,581,640,727,90008,1
90008,80030,1,당진화력#6_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,18.0,581.4,581,640,727,90008,1
90008,80031,1,당진화력#7_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,18.0,581.4,581,640,727,90008,1
90008,80032,1,당진화력#8_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,18.0,581.4,581,640,727,90008,1
90008,80033,1,당진화력#9_GSU,0.000274,0.010961,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1186.0,1186,1305,1482,90008,1
90008,80034,1,당진화력#10_GSU,0.000274,0.010961,0.0,0.0,1.0,0.025,0.95,1.05,0.0,765,22.0,1186.0,1186,1305,1482,90008,1
90009,80035,1,태안화력#1_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90009,1
90009,80036,1,태안화력#2_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90009,1
90009,80037,1,태안화력#3_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90009,1
90009,80038,1,태안화력#4_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90009,1
90009,80039,1,태안화력#5_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90009,1
90009,80040,1,태안화력#6_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90009,1
90009,80041,1,태안화력#7_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90009,1
90009,80042,1,태안화력#8_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90009,1
90009,80043,1,태안화력#9_GSU,0.000266,0.010648,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1220.9,1221,1343,1526,90009,1
90009,80044,1,태안화력#10_GSU,0.000266,0.010648,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1220.9,1221,1343,1526,90009,1
90010,80045,1,하동화력#1_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90010,1
90010,80046,1,하동화력#2_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90010,1
90010,80047,1,하동화력#3_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90010,1
90010,80048,1,하동화력#4_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90010,1
90010,80049,1,하동화력#5_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90010,1
90010,80050,1,하동화력#6_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90010,1
90010,80051,1,하동화력#7_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90010,1
90010,80052,1,하동화력#8_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90010,1
90011,80053,1,영흥화력#1_GSU,0.000349,0.013975,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,930.2,930,1023,1163,90011,1
90011,80054,1,영흥화력#2_GSU,0.000349,0.013975,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,930.2,930,1023,1163,90011,1
90011,80055,1,영흥화력#3_GSU,0.000321,0.012851,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1011.6,1012,1113,1264,90011,1
90011,80056,1,영흥화력#4_GSU,0.000321,0.012851,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1011.6,1012,1113,1264,90011,1
90011,80057,1,영흥화력#5_GSU,0.000321,0.012851,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1011.6,1012,1113,1264,90011,1
90011,80058,1,영흥화력#6_GSU,0.000321,0.012851,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1011.6,1012,1113,1264,90011,1
90012,80059,1,보령화력#1_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90012,1
90012,80060,1,보령화력#2_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90012,1
90012,80061,1,보령화력#3_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90012,1
90012,80062,1,보령화력#4_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90012,1
90012,80063,1,보령화력#5_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90012,1
90012,80064,1,보령화력#6_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90012,1
90013,80065,1,신보령#1_GSU,0.00028,0.01118,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1162.8,1163,1279,1454,90013,1
90013,80066,1,신보령#2_GSU,0.00028,0.01118,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1162.8,1163,1279,1454,90013,1
90014,80067,1,삼천포#1_GSU,0.000499,0.019963,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,651.2,651,716,814,90014,1
90014,80068,1,삼천포#2_GSU,0.000499,0.019963,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,651.2,651,716,814,90014,1
90014,80069,1,삼천포#3_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90014,1
90014,80070,1,삼천포#4_GSU,0.000559,0.02236,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,581.4,581,640,727,90014,1
90015,80071,1,신서천#1_GSU,0.00028,0.01118,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,22.0,1162.8,1163,1279,1454,90015,1
90016,80072,1,동해화력#1_GSU,0.001397,0.05589,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,232.6,233,256,291,90016,1
90016,80073,1,동해화력#2_GSU,0.001397,0.05589,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,232.6,233,256,291,90016,1
90017,80074,1,북평#1_GSU,0.00047,0.018789,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,691.9,692,761,865,90017,1
90017,80075,1,북평#2_GSU,0.00047,0.018789,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,691.9,692,761,865,90017,1
90018,80076,1,고성하이#1_GSU,0.000269,0.01075,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1209.3,1209,1330,1512,90018,1
90018,80077,1,고성하이#2_GSU,0.000269,0.01075,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1209.3,1209,1330,1512,90018,1
90019,80078,1,강릉안인#1_GSU,0.000269,0.01075,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1209.3,1209,1330,1512,90019,1
90019,80079,1,강릉안인#2_GSU,0.000269,0.01075,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1209.3,1209,1330,1512,90019,1
90020,80080,1,삼척그린파워#1_GSU,0.000273,0.010939,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1188.4,1188,1307,1486,90020,1
90020,80081,1,삼척그린파워#2_GSU,0.000273,0.010939,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1188.4,1188,1307,1486,90020,1
90021,80082,1,삼척블루파워#1_GSU,0.000266,0.010648,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1220.9,1221,1343,1526,90021,1
90021,80083,1,삼척블루파워#2_GSU,0.000266,0.010648,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,22.0,1220.9,1221,1343,1526,90021,1
90022,80084,1,평택화력#1_GSU,0.000799,0.031941,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,407.0,407,448,509,90022,1
90022,80085,1,평택화력#2_GSU,0.000799,0.031941,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,407.0,407,448,509,90022,1
90022,80086,1,평택화력#3_GSU,0.000799,0.031941,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,407.0,407,448,509,90022,1
90022,80087,1,평택화력#4_GSU,0.000799,0.031941,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,407.0,407,448,509,90022,1
90022,80088,1,평택화력#5_GSU,0.000582,0.023293,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,558.1,558,614,698,90022,1
90022,80089,1,평택화력#6_GSU,0.00072,0.028812,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,451.2,451,496,564,90022,1
90023,80090,1,서인천복합#1_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90023,1
90023,80091,1,서인천복합#2_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90023,1
90023,80092,1,서인천복합#3_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90023,1
90023,80093,1,서인천복합#4_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90023,1
90024,80094,1,신인천복합#1_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90024,1
90024,80095,1,신인천복합#2_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90024,1
90024,80096,1,신인천복합#3_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90024,1
90024,80097,1,신인천복합#4_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90024,1
90025,80098,1,인천복합#1_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90025,1
90025,80099,1,인천복합#2_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90025,1
90025,80100,1,인천복합#3_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90025,1
90025,80101,1,인천복합#4_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90025,1
90025,80102,1,인천복합#5_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90025,1
90025,80103,1,인천복합#6_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90025,1
90025,80104,1,인천복합#7_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,523.3,523,576,654,90025,1
90026,80105,1,보령복합#1_GSU,0.000207,0.008281,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,1569.8,1570,1727,1962,90026,1
90026,80106,1,보령복합#2_GSU,0.000207,0.008281,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,1569.8,1570,1727,1962,90026,1
90026,80107,1,보령복합#3_GSU,0.000207,0.008281,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,1569.8,1570,1727,1962,90026,1
90027,80108,1,분당복합#1_GSU,0.000597,0.023888,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,544.2,544,599,680,90027,1
90027,80109,1,분당복합#2_GSU,0.000597,0.023888,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,544.2,544,599,680,90027,1
90028,80110,1,일산복합#1_GSU,0.000613,0.024519,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,530.2,530,583,663,90028,1
90028,80111,1,일산복합#2_GSU,0.000613,0.024519,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,530.2,530,583,663,90028,1
90029,80112,1,울산화력#1_GSU,0.000699,0.027951,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,465.1,465,512,581,90029,1
90029,80113,1,울산화력#2_GSU,0.000699,0.027951,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,465.1,465,512,581,90029,1
90029,80114,1,울산화력#3_GSU,0.000699,0.027951,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,465.1,465,512,581,90029,1
90029,80115,1,울산화력#4_GSU,0.00054,0.021584,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,602.3,602,663,753,90029,1
90029,80116,1,울산화력#5_GSU,0.00054,0.021584,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,602.3,602,663,753,90029,1
90029,80117,1,울산화력#6_GSU,0.00054,0.021584,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,602.3,602,663,753,90029,1
90030,80118,1,군산복합#1_GSU,0.000389,0.015571,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,834.9,835,918,1044,90030,1
90031,80119,1,영남복합#1_GSU,0.000587,0.023487,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,553.5,554,609,692,90031,1
90032,80120,1,통영에코#1_GSU,0.000552,0.022094,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,588.4,588,647,736,90032,1
90032,80121,1,통영에코#2_GSU,0.000552,0.022094,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,588.4,588,647,736,90032,1
90033,80122,1,율촌복합#1_GSU,0.000508,0.020328,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,639.5,640,703,799,90033,1
90033,80123,1,율촌복합#2_GSU,0.000508,0.020328,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,639.5,640,703,799,90033,1
90034,80124,1,당진복합#1_GSU,0.000466,0.018633,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,697.7,698,767,872,90034,1
90034,80125,1,당진복합#2_GSU,0.000466,0.018633,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,697.7,698,767,872,90034,1
90034,80126,1,당진복합#3_GSU,0.000466,0.018633,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,697.7,698,767,872,90034,1
90034,80127,1,당진복합#4_GSU,0.000461,0.018448,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,704.7,705,775,881,90034,1
90035,80128,1,포천복합#1_GSU,0.000386,0.015421,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,843.0,843,927,1054,90035,1
90035,80129,1,포천복합#2_GSU,0.000386,0.015421,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,843.0,843,927,1054,90035,1
90036,80130,1,동두천복합#1_GSU,0.000326,0.01303,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,997.7,998,1097,1247,90036,1
90036,80131,1,동두천복합#2_GSU,0.000326,0.01303,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,997.7,998,1097,1247,90036,1
90037,80132,1,파주복합#1_GSU,0.000311,0.012422,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,1046.5,1046,1151,1308,90037,1
90037,80133,1,파주복합#2_GSU,0.000311,0.012422,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,1046.5,1046,1151,1308,90037,1
90038,80134,1,여주복합#1_GSU,0.000294,0.011768,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,1104.7,1105,1215,1381,90038,1
90039,80135,1,안양복합#1_GSU,0.00058,0.023194,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,560.5,560,617,701,90039,1
90039,80136,1,안양복합#2_GSU,0.00058,0.023194,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,560.5,560,617,701,90039,1
90040,80137,1,부천복합#1_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,523.3,523,576,654,90040,1
90041,80138,1,부산복합#1_GSU,0.000466,0.018633,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,697.7,698,767,872,90041,1
90041,80139,1,부산복합#2_GSU,0.000466,0.018633,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,697.7,698,767,872,90041,1
90041,80140,1,부산복합#3_GSU,0.000466,0.018633,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,697.7,698,767,872,90041,1
90042,80141,1,영월복합#1_GSU,0.00033,0.013185,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,986.0,986,1085,1232,90042,1
90043,80142,1,대구복합#1_GSU,0.001397,0.05589,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,232.6,233,256,291,90043,1
90044,80143,1,청주복합#1_GSU,0.001397,0.05589,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,232.6,233,256,291,90044,1
90045,80144,1,광양#1_GSU,0.001132,0.045265,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,287.2,287,316,359,90045,1
90045,80145,1,광양#2_GSU,0.001127,0.045076,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,288.4,288,317,360,90045,1
90045,80146,1,광양#3_GSU,0.001132,0.045265,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,287.2,287,316,359,90045,1
90045,80147,1,광양#4_GSU,0.001132,0.045265,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,287.2,287,316,359,90045,1
90046,80148,1,서울복합#1_GSU,0.000699,0.027951,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,465.1,465,512,581,90046,1
90046,80149,1,서울복합#2_GSU,0.000699,0.027951,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,465.1,465,512,581,90046,1
90047,80150,1,오성복합#1_GSU,0.00067,0.02681,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,484.9,485,533,606,90047,1
90047,80151,1,오성복합#2_GSU,0.000672,0.026876,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,483.7,484,532,605,90047,1
90048,80152,1,안산복합#1_GSU,0.00067,0.02681,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,484.9,485,533,606,90048,1
90048,80153,1,안산복합#2_GSU,0.00067,0.02681,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,484.9,485,533,606,90048,1
90049,80154,1,동탄복합#1_GSU,0.000699,0.027951,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,465.1,465,512,581,90049,1
90049,80155,1,동탄복합#2_GSU,0.000699,0.027951,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,465.1,465,512,581,90049,1
90050,80156,1,화성복합#1_GSU,0.001164,0.046578,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,279.1,279,307,349,90050,1
90050,80157,1,화성복합#2_GSU,0.001164,0.046578,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,279.1,279,307,349,90050,1
90051,80158,1,세종복합#1_GSU,0.001055,0.042194,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,308.1,308,339,385,90051,1
90051,80159,1,세종복합#2_GSU,0.001055,0.042194,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,308.1,308,339,385,90051,1
90052,80160,1,대산복합#1_GSU,0.000699,0.027951,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,465.1,465,512,581,90052,1
90052,80161,1,대산복합#2_GSU,0.000699,0.027951,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,465.1,465,512,581,90052,1
90052,80162,1,대산복합#3_GSU,0.000678,0.027134,0.0,0.0,1.0,0.025,0.95,1.05,0.0,345,18.0,479.1,479,527,599,90052,1
90053,80163,1,위례복합#1_GSU,0.000621,0.024842,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,523.3,523,576,654,90053,1
90054,80164,1,미사복합#1_GSU,0.000998,0.039926,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,325.6,326,358,407,90054,1
90055,80165,1,청라복합#1_GSU,0.001397,0.05589,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,232.6,233,256,291,90055,1
90056,80166,1,판교복합#1_GSU,0.001815,0.072585,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,179.1,179,197,224,90056,1
90057,80167,1,광교복합#1_GSU,0.001928,0.077106,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,168.6,169,185,211,90057,1
90058,80168,1,별내복합#1_GSU,0.002149,0.085979,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,151.2,151,166,189,90058,1
90059,80169,1,삼송복합#1_GSU,0.002254,0.090153,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,18.0,144.2,144,159,180,90059,1
90060,80170,1,소양강수력#1_GSU,0.002795,0.11178,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,13.8,116.3,116,128,145,90060,1
90060,80171,1,소양강수력#2_GSU,0.002795,0.11178,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,13.8,116.3,116,128,145,90060,1
90061,80172,1,충주수력#1_GSU,0.001357,0.05428,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,13.8,239.5,240,263,299,90061,1
90061,80173,1,충주수력#2_GSU,0.001357,0.05428,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,13.8,239.5,240,263,299,90061,1
90062,80174,1,화천수력#1_GSU,0.005175,0.207006,0.0,0.0,1.0,0.025,0.95,1.05,0.0,154,13.8,62.8,63,69,78,90062,1
