from_bus,to_bus,id,name,r_pu,x_pu,b_pu,g_from_pu,b_from_pu,g_to_pu,b_to_pu,rate_a_mva,rate_b_mva,rate_c_mva,length_km,in_service,cable_km
40465,40707,1,154osm_오포_154-성남T2_154_1,0.000863,0.007853,0.00636,0.0,0.0,0.0,0.0,452.0,497.0,565.0,5.53,1,0.0
40465,40707,2,154osm_오포_154-성남T2_154_2,0.000863,0.007853,0.00636,0.0,0.0,0.0,0.0,452.0,497.0,565.0,5.53,1,0.0
40465,40707,3,154osm_오포_154-성남T2_154_3,0.000863,0.007853,0.00636,0.0,0.0,0.0,0.0,452.0,497.0,565.0,5.53,1,0.0
40465,40707,4,154osm_오포_154-성남T2_154_4,0.000863,0.007853,0.00636,0.0,0.0,0.0,0.0,452.0,497.0,565.0,5.53,1,0.0
40135,40525,1,154osm_천북_154-왕신_154_1,0.001163,0.010588,0.008575,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.46,1,0.0
40135,40525,2,154osm_천북_154-왕신_154_2,0.001163,0.010588,0.008575,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.46,1,0.0
40135,40525,3,154osm_천북_154-왕신_154_3,0.001163,0.010588,0.008575,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.46,1,0.0
40135,40525,4,154osm_천북_154-왕신_154_4,0.001163,0.010588,0.008575,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.46,1,0.0
40311,40447,1,154osm_신장_154-덕소_154_1,0.000997,0.009076,0.00735,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.39,1,0.0
40311,40447,2,154osm_신장_154-덕소_154_2,0.000997,0.009076,0.00735,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.39,1,0.0
40311,40447,3,154osm_신장_154-덕소_154_3,0.000997,0.009076,0.00735,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.39,1,0.0
40311,40447,4,154osm_신장_154-덕소_154_4,0.000997,0.009076,0.00735,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.39,1,0.0
40570,40572,1,154osm_소라_154-여수_154_1,0.000881,0.008023,0.006498,0.0,0.0,0.0,0.0,452.0,497.0,565.0,5.65,1,0.0
40570,40572,2,154osm_소라_154-여수_154_2,0.000881,0.008023,0.006498,0.0,0.0,0.0,0.0,452.0,497.0,565.0,5.65,1,0.0
40245,40586,1,154osm_정왕_154-도림_154_1,0.001,0.009099,0.007369,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.41,1,0.0
40245,40586,2,154osm_정왕_154-도림_154_2,0.001,0.009099,0.007369,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.41,1,0.0
40245,40586,3,154osm_정왕_154-도림_154_3,0.001,0.009099,0.007369,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.41,1,0.0
40245,40586,4,154osm_정왕_154-도림_154_4,0.001,0.009099,0.007369,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.41,1,0.0
40238,40364,1,154osm_수색_154-불광_154_1,0.001172,0.01067,0.008641,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.51,1,0.0
40238,40364,2,154osm_수색_154-불광_154_2,0.001172,0.01067,0.008641,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.51,1,0.0
40235,40364,1,154osm_은평_154-불광_154_1,0.000939,0.008548,0.006923,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.02,1,0.0
40235,40364,2,154osm_은평_154-불광_154_2,0.000939,0.008548,0.006923,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.02,1,0.0
40107,40671,1,154osm_공주_154-서세종_154_1,0.001176,0.010706,0.00867,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.54,1,0.0
40107,40671,2,154osm_공주_154-서세종_154_2,0.001176,0.010706,0.00867,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.54,1,0.0
40000,40252,1,154osm_순천T1_154-서순천_154_1,0.000984,0.00896,0.007257,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.31,1,0.0
40237,40363,1,154osm_원흥_154-고양_154_1,0.00087923,0.00805181,0.018113,0.0,0.0,0.0,0.0,452.0,497.0,565.0,5.98,1,0.53
40237,40363,2,154osm_원흥_154-고양_154_2,0.00087923,0.00805181,0.018113,0.0,0.0,0.0,0.0,452.0,497.0,565.0,5.98,1,0.53
40430,40452,1,154osm_안동_154-동안동_154_1,0.001116,0.010154,0.008224,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.15,1,0.0
40430,40452,2,154osm_안동_154-동안동_154_2,0.001116,0.010154,0.008224,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.15,1,0.0
40198,40492,1,154osm_고성_154-안정_154_1,0.001154,0.010506,0.008509,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.4,1,0.0
40050,40183,1,154osm_탕정_154-한샘_154_1,0.000968,0.008815,0.007139,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.21,1,0.0
40050,40183,2,154osm_탕정_154-한샘_154_2,0.000968,0.008815,0.007139,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.21,1,0.0
40595,40765,1,154osm_삼호_154-대불_154_1,0.000992,0.009031,0.007314,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.36,1,0.0
40661,40710,1,154osm_언양_154-울산T9_154_1,0.001241,0.011297,0.009149,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.96,1,0.0
40661,40710,2,154osm_언양_154-울산T9_154_2,0.001241,0.011297,0.009149,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.96,1,0.0
40083,40369,1,154osm_신성남_154-신봉_154_1,0.001003,0.009131,0.007394,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.43,1,0.0
40083,40369,2,154osm_신성남_154-신봉_154_2,0.001003,0.009131,0.007394,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.43,1,0.0
40083,40369,3,154osm_신성남_154-신봉_154_3,0.001003,0.009131,0.007394,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.43,1,0.0
40083,40369,4,154osm_신성남_154-신봉_154_4,0.001003,0.009131,0.007394,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.43,1,0.0
40620,40630,1,154osm_정주_154-정공_154_1,0.001005,0.009146,0.007407,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.44,1,0.0
40620,40630,2,154osm_정주_154-정공_154_2,0.001005,0.009146,0.007407,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.44,1,0.0
40620,40630,3,154osm_정주_154-정공_154_3,0.001005,0.009146,0.007407,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.44,1,0.0
40620,40630,4,154osm_정주_154-정공_154_4,0.001005,0.009146,0.007407,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.44,1,0.0
40315,40327,1,154osm_장재_154-풍세_154_1,0.000941703,0.00863842,0.0229625,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.51,1,0.73
40315,40327,2,154osm_장재_154-풍세_154_2,0.000941703,0.00863842,0.0229625,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.51,1,0.73
40315,40327,3,154osm_장재_154-풍세_154_3,0.000941703,0.00863842,0.0229625,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.51,1,0.73
40315,40327,4,154osm_장재_154-풍세_154_4,0.000941703,0.00863842,0.0229625,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.51,1,0.73
40103,40497,1,154osm_신마산_154-중리_154_1,0.001057,0.009625,0.007795,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.78,1,0.0
40084,40269,1,154osm_신계룡_154-가수원_154_1,0.001233,0.011225,0.009091,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.9,1,0.0
40084,40269,2,154osm_신계룡_154-가수원_154_2,0.001233,0.011225,0.009091,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.9,1,0.0
40084,40269,3,154osm_신계룡_154-가수원_154_3,0.001233,0.011225,0.009091,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.9,1,0.0
40084,40269,4,154osm_신계룡_154-가수원_154_4,0.001233,0.011225,0.009091,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.9,1,0.0
40655,40667,1,154osm_신일_154-신탄진_154_1,0.001042,0.009486,0.007682,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.68,1,0.0
40377,40486,1,154osm_홍성_154-응봉_154_1,0.001392,0.012671,0.010262,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.92,1,0.0
40377,40486,2,154osm_홍성_154-응봉_154_2,0.001392,0.012671,0.010262,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.92,1,0.0
40464,40468,1,154osm_오천_154-율현_154_1,0.001256,0.011436,0.009262,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.05,1,0.0
40464,40468,2,154osm_오천_154-율현_154_2,0.001256,0.011436,0.009262,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.05,1,0.0
40464,40468,3,154osm_오천_154-율현_154_3,0.001256,0.011436,0.009262,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.05,1,0.0
40464,40468,4,154osm_오천_154-율현_154_4,0.001256,0.011436,0.009262,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.05,1,0.0
40070,40556,1,154osm_계양1_154-북인천_154_1,0.001143,0.010401,0.008423,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.32,1,0.0
40070,40556,2,154osm_계양1_154-북인천_154_2,0.001143,0.010401,0.008423,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.32,1,0.0
40057,40524,1,154osm_울주_154-입실_154_1,0.001165,0.010608,0.008591,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.47,1,0.0
40057,40524,2,154osm_울주_154-입실_154_2,0.001165,0.010608,0.008591,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.47,1,0.0
40057,40524,3,154osm_울주_154-입실_154_3,0.001165,0.010608,0.008591,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.47,1,0.0
40057,40524,4,154osm_울주_154-입실_154_4,0.001165,0.010608,0.008591,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.47,1,0.0
40089,40090,1,154osm_이리_154-군산_154_1,0.00100552,0.00929262,0.0414275,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.45,1,1.55
40089,40090,2,154osm_이리_154-군산_154_2,0.00100552,0.00929262,0.0414275,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.45,1,1.55
40089,40090,3,154osm_이리_154-군산_154_3,0.00100552,0.00929262,0.0414275,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.45,1,1.55
40089,40090,4,154osm_이리_154-군산_154_4,0.00100552,0.00929262,0.0414275,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.45,1,1.55
40283,40626,1,154osm_태백_154-도계_154_1,0.001276,0.011615,0.009406,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.18,1,0.0
40283,40626,2,154osm_태백_154-도계_154_2,0.001276,0.011615,0.009406,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.18,1,0.0
40660,40661,1,154osm_반천_154-언양_154_1,0.001053,0.009585,0.007763,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.75,1,0.0
40660,40661,2,154osm_반천_154-언양_154_2,0.001053,0.009585,0.007763,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.75,1,0.0
40604,40606,1,154osm_서원주_154-북원주_154_1,0.00102383,0.00937003,0.019618,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.92,1,0.55
40604,40606,2,154osm_서원주_154-북원주_154_2,0.00102383,0.00937003,0.019618,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.92,1,0.55
40604,40606,3,154osm_서원주_154-북원주_154_3,0.00102383,0.00937003,0.019618,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.92,1,0.55
40604,40606,4,154osm_서원주_154-북원주_154_4,0.00102383,0.00937003,0.019618,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.92,1,0.55
40337,40754,1,154osm_신영일_154-서포항_154_1,0.001208,0.010994,0.008903,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.74,1,0.0
40337,40754,2,154osm_신영일_154-서포항_154_2,0.001208,0.010994,0.008903,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.74,1,0.0
40337,40754,3,154osm_신영일_154-서포항_154_3,0.001208,0.010994,0.008903,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.74,1,0.0
40337,40754,4,154osm_신영일_154-서포항_154_4,0.001208,0.010994,0.008903,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.74,1,0.0
40100,40615,1,154osm_신남원_154-남원_154_1,0.001202,0.010937,0.008858,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.7,1,0.0
40273,40693,1,154osm_서산_154-성연_154_1,0.001017,0.009258,0.007498,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.52,1,0.0
40273,40693,2,154osm_서산_154-성연_154_2,0.001017,0.009258,0.007498,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.52,1,0.0
40273,40693,3,154osm_서산_154-성연_154_3,0.001017,0.009258,0.007498,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.52,1,0.0
40273,40693,4,154osm_서산_154-성연_154_4,0.001017,0.009258,0.007498,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.52,1,0.0
40125,40224,1,154osm_은진_154-논산_154_1,0.001129,0.010279,0.008325,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.24,1,0.0
40125,40224,2,154osm_은진_154-논산_154_2,0.001129,0.010279,0.008325,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.24,1,0.0
40062,40484,1,154osm_신옥천_154-남대전_154_1,0.00103961,0.00951903,0.021051,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.06,1,0.61
40062,40484,2,154osm_신옥천_154-남대전_154_2,0.00103961,0.00951903,0.021051,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.06,1,0.61
40653,40654,1,154osm_옥천1_154-옥천2_154_1,0.001313,0.011954,0.009681,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.42,1,0.0
40118,40327,1,154osm_온양_154-풍세_154_1,0.001064,0.009684,0.007843,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.82,1,0.0
40118,40327,2,154osm_온양_154-풍세_154_2,0.001064,0.009684,0.007843,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.82,1,0.0
40118,40327,3,154osm_온양_154-풍세_154_3,0.001064,0.009684,0.007843,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.82,1,0.0
40118,40327,4,154osm_온양_154-풍세_154_4,0.001064,0.009684,0.007843,0.0,0.0,0.0,0.0,452.0,497.0,565.0,6.82,1,0.0
40166,40575,1,154osm_남광주_154-충장_154_1,0.0003817,0.0040946,0.155109,0.0,0.0,0.0,0.0,430.0,473.0,538.0,6.94,1,6.94
40166,40575,2,154osm_남광주_154-충장_154_2,0.0003817,0.0040946,0.155109,0.0,0.0,0.0,0.0,430.0,473.0,538.0,6.94,1,6.94
40146,40367,1,154osm_금촌_154-월롱_154_1,0.001228,0.01118,0.009055,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.87,1,0.0
40146,40367,2,154osm_금촌_154-월롱_154_2,0.001228,0.01118,0.009055,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.87,1,0.0
40638,40639,1,154osm_오송_154-서청주_154_1,0.001315,0.01197,0.009694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.43,1,0.0
40638,40639,2,154osm_오송_154-서청주_154_2,0.001315,0.01197,0.009694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.43,1,0.0
40537,40539,1,154osm_남인동_154-금전_154_1,0.0011,0.010011,0.008108,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.05,1,0.0
40537,40539,2,154osm_남인동_154-금전_154_2,0.0011,0.010011,0.008108,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.05,1,0.0
40537,40539,3,154osm_남인동_154-금전_154_3,0.0011,0.010011,0.008108,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.05,1,0.0
40537,40539,4,154osm_남인동_154-금전_154_4,0.0011,0.010011,0.008108,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.05,1,0.0
40148,40271,1,154osm_덕진_154-월산_154_1,0.001281,0.011656,0.00944,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.21,1,0.0
40282,40361,1,154osm_서안성_154-남사_154_1,0.001094,0.009954,0.008061,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.01,1,0.0
40282,40361,2,154osm_서안성_154-남사_154_2,0.001094,0.009954,0.008061,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.01,1,0.0
40282,40361,3,154osm_서안성_154-남사_154_3,0.001094,0.009954,0.008061,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.01,1,0.0
40282,40361,4,154osm_서안성_154-남사_154_4,0.001094,0.009954,0.008061,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.01,1,0.0
40126,40639,1,154osm_국사_154-서청주_154_1,0.00112,0.010196,0.008257,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.18,1,0.0
40126,40639,2,154osm_국사_154-서청주_154_2,0.00112,0.010196,0.008257,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.18,1,0.0
40001,40445,1,154osm_화양_154-구리_154_1,0.001106,0.010068,0.008153,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.09,1,0.0
40001,40445,2,154osm_화양_154-구리_154_2,0.001106,0.010068,0.008153,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.09,1,0.0
40328,40542,1,154osm_선산_154-구미_154_1,0.001277,0.01162,0.00941,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.18,1,0.0
40328,40542,2,154osm_선산_154-구미_154_2,0.001277,0.01162,0.00941,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.18,1,0.0
40328,40542,3,154osm_선산_154-구미_154_3,0.001277,0.01162,0.00941,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.18,1,0.0
40328,40542,4,154osm_선산_154-구미_154_4,0.001277,0.01162,0.00941,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.18,1,0.0
40095,40282,1,154osm_안성_154-서안성_154_1,0.001368,0.012455,0.010087,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.77,1,0.0
40095,40282,2,154osm_안성_154-서안성_154_2,0.001368,0.012455,0.010087,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.77,1,0.0
40101,40612,1,154osm_신김제_154-남전주_154_1,0.001274,0.011601,0.009395,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.17,1,0.0
40101,40612,2,154osm_신김제_154-남전주_154_2,0.001274,0.011601,0.009395,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.17,1,0.0
40101,40612,3,154osm_신김제_154-남전주_154_3,0.001274,0.011601,0.009395,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.17,1,0.0
40101,40612,4,154osm_신김제_154-남전주_154_4,0.001274,0.011601,0.009395,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.17,1,0.0
40119,40465,1,154osm_성현_154-오포_154_1,0.001395,0.012696,0.010282,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.94,1,0.0
40119,40465,2,154osm_성현_154-오포_154_2,0.001395,0.012696,0.010282,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.94,1,0.0
40119,40465,3,154osm_성현_154-오포_154_3,0.001395,0.012696,0.010282,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.94,1,0.0
40119,40465,4,154osm_성현_154-오포_154_4,0.001395,0.012696,0.010282,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.94,1,0.0
40144,40146,1,154osm_신덕은_154-금촌_154_1,0.001119,0.010181,0.008245,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.17,1,0.0
40144,40146,2,154osm_신덕은_154-금촌_154_2,0.001119,0.010181,0.008245,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.17,1,0.0
40144,40146,3,154osm_신덕은_154-금촌_154_3,0.001119,0.010181,0.008245,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.17,1,0.0
40144,40146,4,154osm_신덕은_154-금촌_154_4,0.001119,0.010181,0.008245,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.17,1,0.0
40409,40682,1,154osm_사강_154-마도_154_1,0.001159,0.010551,0.008545,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.43,1,0.0
40409,40682,2,154osm_사강_154-마도_154_2,0.001159,0.010551,0.008545,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.43,1,0.0
40177,40432,1,154osm_평택_154-팽성_154_1,0.001244,0.011327,0.009173,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.98,1,0.0
40177,40432,2,154osm_평택_154-팽성_154_2,0.001244,0.011327,0.009173,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.98,1,0.0
40060,40270,1,154osm_신온산_154-성암_154_1,0.001159,0.010551,0.008545,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.43,1,0.0
40060,40270,2,154osm_신온산_154-성암_154_2,0.001159,0.010551,0.008545,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.43,1,0.0
40060,40270,3,154osm_신온산_154-성암_154_3,0.001159,0.010551,0.008545,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.43,1,0.0
40060,40270,4,154osm_신온산_154-성암_154_4,0.001159,0.010551,0.008545,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.43,1,0.0
40097,40115,1,154osm_진천_154-신진천_154_1,0.001296,0.011801,0.009557,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.31,1,0.0
40097,40115,2,154osm_진천_154-신진천_154_2,0.001296,0.011801,0.009557,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.31,1,0.0
40104,40705,1,154osm_신양산_154-수영_154_1,0.00133,0.012104,0.009803,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.52,1,0.0
40104,40705,2,154osm_신양산_154-수영_154_2,0.00133,0.012104,0.009803,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.52,1,0.0
40104,40705,3,154osm_신양산_154-수영_154_3,0.00133,0.012104,0.009803,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.52,1,0.0
40104,40705,4,154osm_신양산_154-수영_154_4,0.00133,0.012104,0.009803,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.52,1,0.0
40164,40488,1,154osm_미남_154-개금_154_1,0.001164,0.010593,0.008579,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.46,1,0.0
40104,40704,1,154osm_신양산_154-구서_154_1,0.001178,0.010721,0.008682,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.55,1,0.0
40104,40704,2,154osm_신양산_154-구서_154_2,0.001178,0.010721,0.008682,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.55,1,0.0
40104,40704,3,154osm_신양산_154-구서_154_3,0.001178,0.010721,0.008682,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.55,1,0.0
40104,40704,4,154osm_신양산_154-구서_154_4,0.001178,0.010721,0.008682,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.55,1,0.0
40098,40639,1,154osm_청원_154-서청주_154_1,0.001432,0.013039,0.010559,0.0,0.0,0.0,0.0,452.0,497.0,565.0,9.18,1,0.0
40098,40639,2,154osm_청원_154-서청주_154_2,0.001432,0.013039,0.010559,0.0,0.0,0.0,0.0,452.0,497.0,565.0,9.18,1,0.0
40185,40331,1,154osm_세종T1_154-세종_154_1,0.001161,0.010565,0.008556,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.44,1,0.0
40185,40331,2,154osm_세종T1_154-세종_154_2,0.001161,0.010565,0.008556,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.44,1,0.0
40062,40473,1,154osm_신옥천_154-추부_154_1,0.001357,0.012355,0.010006,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.7,1,0.0
40062,40473,2,154osm_신옥천_154-추부_154_2,0.001357,0.012355,0.010006,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.7,1,0.0
40062,40473,3,154osm_신옥천_154-추부_154_3,0.001357,0.012355,0.010006,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.7,1,0.0
40062,40473,4,154osm_신옥천_154-추부_154_4,0.001357,0.012355,0.010006,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.7,1,0.0
40127,40448,1,154osm_동두천_154-옥정_154_1,0.001179,0.010735,0.008694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.56,1,0.0
40127,40448,2,154osm_동두천_154-옥정_154_2,0.001179,0.010735,0.008694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.56,1,0.0
40127,40448,3,154osm_동두천_154-옥정_154_3,0.001179,0.010735,0.008694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.56,1,0.0
40127,40448,4,154osm_동두천_154-옥정_154_4,0.001179,0.010735,0.008694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.56,1,0.0
40429,40688,1,154osm_강화_154-서강화_154_1,0.001255,0.011423,0.009251,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.04,1,0.0
40429,40688,2,154osm_강화_154-서강화_154_2,0.001255,0.011423,0.009251,0.0,0.0,0.0,0.0,452.0,497.0,565.0,8.04,1,0.0
40066,40116,1,154osm_인주_154-아산_154_1,0.001179,0.010735,0.008694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.56,1,0.0
40066,40116,2,154osm_인주_154-아산_154_2,0.001179,0.010735,0.008694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.56,1,0.0
40066,40116,3,154osm_인주_154-아산_154_3,0.001179,0.010735,0.008694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.56,1,0.0
40066,40116,4,154osm_인주_154-아산_154_4,0.001179,0.010735,0.008694,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.56,1,0.0
40108,40478,1,154osm_마천_154-진해_154_1,0.001177,0.010715,0.008677,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.55,1,0.0
40108,40478,2,154osm_마천_154-진해_154_2,0.001177,0.010715,0.008677,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.55,1,0.0
40149,40657,1,154osm_용운_154-대화_154_1,0.001212,0.011033,0.008935,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.77,1,0.0
40149,40657,2,154osm_용운_154-대화_154_2,0.001212,0.011033,0.008935,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.77,1,0.0
40139,40652,1,154osm_신제천_154-왕암_154_1,0.001215,0.011062,0.008958,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.79,1,0.0
40139,40652,2,154osm_신제천_154-왕암_154_2,0.001215,0.011062,0.008958,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.79,1,0.0
40139,40652,3,154osm_신제천_154-왕암_154_3,0.001215,0.011062,0.008958,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.79,1,0.0
40139,40652,4,154osm_신제천_154-왕암_154_4,0.001215,0.011062,0.008958,0.0,0.0,0.0,0.0,452.0,497.0,565.0,7.79,1,0.0
