bus,name,region,base_kv,volt_class,type,area,area_name,zone,vm_pu,va_deg,vmax_pu,vmin_pu,in_service,lat,lon
70224,송포_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99695,-34.0516,1.05,0.95,1,37.68545,126.76157
40277,장기_154,경기도,154.0,154kV,PQ,1,수도권,9,1.00312,-31.7819,1.05,0.95,1,37.64055,126.6858
70225,장기_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99945,-36.0395,1.05,0.95,1,37.64055,126.6858
40278,월배_154,대구광역시,154.0,154kV,PQ,5,영남,3,1.00532,-2.629,1.05,0.95,1,35.82975,128.51761
70226,월배_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,0.99827,-5.6713,1.05,0.95,1,35.82975,128.51761
40279,화원_154,전라남도,154.0,154kV,PQ,4,호남,14,1.04272,10.1008,1.05,0.95,1,34.68527,126.32903
70227,화원_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,0.99711,6.4165,1.05,0.95,1,34.68527,126.32903
40280,진도_154,전라남도,154.0,154kV,PQ,4,호남,14,1.04163,9.9014,1.05,0.95,1,34.51964,126.27142
70228,진도_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.00063,5.7125,1.05,0.95,1,34.51964,126.27142
40281,안좌_154,전라남도,154.0,154kV,PQ,4,호남,14,1.04137,9.6839,1.05,0.95,1,34.74228,126.13064
70229,안좌_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.00271,5.9626,1.05,0.95,1,34.74228,126.13064
20056,서안성_345,경기도,345.0,345kV,PQ,1,수도권,9,1.00505,-18.6223,1.05,0.95,1,37.09742,127.22172
40282,서안성_154,경기도,154.0,154kV,PQ,1,수도권,9,1.00201,-20.0405,1.05,0.95,1,37.09742,127.22172
60056,서안성_T23,경기도,23.0,23kV,PQ,1,수도권,9,1.00374,-19.2243,1.05,0.95,1,37.09742,127.22172
40283,태백_154,강원특별자치도,154.0,154kV,PQ,2,강원,10,0.99025,-0.5902,1.05,0.95,1,37.15691,128.98423
70230,태백_D23,강원특별자치도,22.9,22.9kV,PQ,2,강원,10,1.00534,-3.0864,1.05,0.95,1,37.15691,128.98423
40284,동빙고_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.99899,-29.5864,1.05,0.95,1,37.5231,126.97406
70231,동빙고_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00203,-32.8448,1.05,0.95,1,37.5231,126.97406
40285,남음성_154,충청북도,154.0,154kV,PQ,3,충청,11,0.99525,-17.8255,1.05,0.95,1,36.91899,127.55738
70232,남음성_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,1.00623,-21.5185,1.05,0.95,1,36.91899,127.55738
40286,경산_154,대구광역시,154.0,154kV,PQ,5,영남,3,1.00359,-0.7742,1.05,0.95,1,35.87149,128.83665
70233,경산_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,0.99943,-2.8771,1.05,0.95,1,35.87149,128.83665
40287,금호_154,경상북도,154.0,154kV,PQ,5,영남,15,1.00335,-1.1842,1.05,0.95,1,35.90691,128.94579
70234,금호_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,0.99343,-4.9899,1.05,0.95,1,35.90691,128.94579
40288,동탄_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99616,-23.538,1.05,0.95,1,37.21714,127.11805
