Time_Index,KR_utilitypv,onwind,offwind-ac,offwind-dc,availability_one,SEL_solar,SEL_onwind,SEL_offwind-dc,PUS_solar,PUS_onwind,PUS_offwind-dc,TAE_solar,TAE_onwind,TAE_offwind-dc,INC_solar,INC_onwind,INC_offwind-dc,KWJ_solar,KWJ_onwind,KWJ_offwind-dc,DJJ_solar,DJJ_onwind,DJJ_offwind-dc,USN_solar,USN_onwind,USN_offwind-dc,SJG_solar,SJG_onwind,SJG_offwind-dc,GGI_solar,GGI_onwind,GGI_offwind-dc,GWN_solar,GWN_onwind,GWN_offwind-dc,CNB_solar,CNB_onwind,CNB_offwind-dc,CNA_solar,CNA_onwind,CNA_offwind-dc,JNB_solar,JNB_onwind,JNB_offwind-dc,JNA_solar,JNA_onwind,JNA_offwind-dc,GNB_solar,GNB_onwind,GNB_offwind-dc,GNA_solar,GNA_onwind,GNA_offwind-dc,JEJ_solar,JEJ_onwind,JEJ_offwind-dc
11,0.56232378,0.133362875,0.070683404,0.049153595,1,0.0,0.0,0.0,0.0,0.0259782010064576,0.0,0.0,0.0380867291404736,0.3183539175015931,0.0,0.0621061724192511,0.0399144313156649,0.0,0.0234361974032842,0.0,0.0,0.0491579890521379,0.0,0.0,0.0,0.0,0.0,0.0177799934860606,0.0,0.0,0.0306954714131319,0.0,0.0,0.056306409719263,0.0,0.0,0.0151417963006767,0.0,0.0,0.0980581453525412,0.1973410352597728,0.0,0.0378504996886526,0.0,0.0,0.0573095889384813,0.180262221104695,0.0,0.0380867291404736,0.3183539175015931,0.0,0.0387796562025301,0.2935341851991648,0.0,0.1232354191692873,0.1865079212375179
12,0.597854771,0.156865575,0.062661973,0.045436566,1,0.0,0.031277741218615,0.0,0.0,0.0965044179696119,0.0,0.0,0.0508321641475443,0.5544536444322916,0.0,0.0918841340768735,0.0789084118437299,0.0,0.016211310468747,0.0,0.0,0.0648463299980219,0.0,0.0,0.0282394333725919,0.0,0.0,0.0259204967779067,0.0,0.0,0.0425316770732902,0.0,0.0,0.0575174381752784,0.0,0.0,0.0246664358223388,0.0,0.0,0.0977525829836393,0.1696431136929766,0.0,0.0491704861779868,0.0,0.0,0.0452811421994857,0.168078117684473,0.0,0.0508321641475443,0.5544536444322916,0.0,0.0733949967792955,0.3015400073041568,0.0,0.1384854767582026,0.187438484048898
13,0.570328749,0.171626176,0.059209381,0.050279885,1,0.0,0.0513975928651297,0.0,0.0,0.1873711892971055,0.0,0.0,0.0746644936187413,0.7494305889962832,0.0,0.1300592174090614,0.1317726576858765,0.0,0.0,0.0,0.0,0.0529939403395918,0.0,0.0,0.0816660378696044,0.0,0.0,0.0133735962849796,0.0,0.0,0.0458012965632019,0.0,0.0,0.0759305657599366,0.0,0.0,0.0266642950986759,0.0,0.0,0.0729556370652829,0.1485810459203211,0.0,0.0453459209427156,0.0,0.0,0.0402443759406617,0.1865037541358452,0.0,0.0746644936187413,0.7494305889962832,0.0,0.1146891732671187,0.4161901923595406,0.0,0.1641087305618273,0.1809836844353012
14,0.482685424,0.187095631,0.067045714,0.062231751,1,0.0,0.0780762448630047,0.0,0.0,0.313420514304691,0.0,0.0,0.1108729963577593,0.8558785148383937,0.0,0.1718452124008901,0.1818180920235965,0.0,0.0,0.0,0.0,0.0419606250687,0.0,0.0,0.1748517600758034,0.0,0.0,0.0,0.0,0.0,0.0634140382089817,0.0,0.0,0.1250635006955887,0.0,0.0,0.0311645482051503,0.0,0.0,0.0658098077006654,0.1928653746088687,0.0,0.0336389454113256,0.0,0.0,0.0278240020364835,0.1927431205680255,0.0,0.1108729963577593,0.8558785148383937,0.0,0.11880352388383,0.4249563149037462,0.0,0.193523820556772,0.2115531587811855
15,0.348728165,0.18056369,0.076428652,0.072122153,1,0.0,0.0777405821667657,0.0,0.0,0.2965373293772799,0.0,0.0,0.1363802286078815,0.8855000000000002,0.0,0.24900790278984,0.2197311436615706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2010135308423379,0.0,0.0,0.0,0.0,0.0,0.0687892928891888,0.0,0.0,0.1852554063889658,0.0,0.0,0.0310515403755311,0.0,0.0,0.06287061027771,0.2559733686104934,0.0,0.0145470084038384,0.0,0.0,0.0264351434760172,0.2317402901951022,0.0,0.1363802286078815,0.8855000000000002,0.0,0.0654592088264676,0.2624837905326885,0.0,0.2625471214778502,0.2452548459172236
16,0.166467734,0.159309901,0.079408317,0.068551664,1,0.0,0.069859683447057,0.0,0.0,0.2242658522683347,0.0,0.0,0.1233093210066773,0.8855000000000002,0.0,0.3270990149751538,0.255783197296368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644441768436284,0.0,0.0,0.0,0.0,0.0,0.0639201194180565,0.0,0.0,0.2018392605946188,0.0,0.0,0.0312662498827718,0.0,0.0,0.0963340007328711,0.2805589772155132,0.0,0.0129654073180923,0.0,0.0,0.038631176893565,0.3064657971632609,0.0,0.1233093210066773,0.8855000000000002,0.0,0.0325852811693309,0.1487171897752397,0.0,0.3542638071218474,0.2751357696734879
17,0,0.166868399,0.08709336,0.065319042,1,0.0,0.0785618627424086,0.0,0.0,0.1347838646258215,0.0,0.0,0.1286610097689048,0.8855000000000002,0.0,0.3807277269673748,0.3256512025196637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099938770835989,0.0,0.0,0.0342036237431077,0.0,0.0,0.0758936432036641,0.0,0.0,0.2333575924421242,0.0,0.0,0.0482148692306724,0.0,0.0,0.1157532199889031,0.2693421718130235,0.0,0.0145009586416071,0.0,0.0,0.0699434918317251,0.3925073133207617,0.0,0.1286610097689048,0.8855000000000002,0.0,0.0234482218514631,0.1355984271386903,0.0,0.4671956240109618,0.3262075774533131
18,0,0.083472742,0.073048924,0.052765844,1,0.0,0.087741958030147,0.0,0.0,0.0945501455008274,0.0,0.0,0.1252711947628447,0.8855000000000002,0.0,0.4435612776059009,0.4024427095286277,0.0,0.023891019064901,0.0,0.0,0.0,0.0,0.0,0.0759647944164818,0.0,0.0,0.0566141904697577,0.0,0.0,0.0776305818994655,0.0,0.0,0.2329771290315819,0.0,0.0,0.0485472139411621,0.0,0.0,0.1260631256143401,0.2700425396139693,0.0,0.0142766106594141,0.0,0.0,0.0946335970344816,0.4417578835905126,0.0,0.1252711947628447,0.8855000000000002,0.0,0.0201041124514441,0.1415242665772365,0.0,0.5621674068693736,0.3937097982855409
19,0,0.090643831,0.06789687,0.050556436,1,0.0,0.0965058250669439,0.0,0.0,0.079036456762292,0.0,0.0,0.1239339281135138,0.8855000000000002,0.0,0.5044301660521955,0.4739925476689978,0.0,0.0539696437509088,0.0,0.0,0.0105838257684988,0.0,0.0,0.0631686924937303,0.0,0.0,0.060697560850963,0.0,0.0,0.0773911852927608,0.0,0.0,0.2109750304425778,0.0,0.0,0.0562599039053173,0.0,0.0,0.130559140751754,0.2943205964089196,0.0,0.0143769387763259,0.0,0.0,0.120643620906445,0.4481967074123425,0.0,0.1239339281135138,0.8855000000000002,0.0,0.015142448566099,0.1407011916963284,0.0,0.6137577665714273,0.4277424829720064
20,0,0.104470961,0.070785763,0.053017902,1,0.0,0.0901439887194868,0.0,0.0,0.0626839798986035,0.0,0.0,0.1289719041852504,0.8855000000000002,0.0,0.5213845735807108,0.5006976847738952,0.0,0.0555731494236661,0.0,0.0,0.0257797155021536,0.0,0.0,0.0568250328693057,0.0,0.0,0.0657545581887029,0.0,0.0,0.0701110970059109,0.0,0.0,0.1840099223713631,0.0,0.0,0.0624545741110704,0.0,0.0,0.1374762309211536,0.3104316484207399,0.0,0.0161492509317237,0.0,0.0,0.1322235797859504,0.428865836191288,0.0,0.1289719041852504,0.8855000000000002,0.0,0.0125691327672453,0.1606066378457956,0.0,0.6023071767454268,0.4285879133662625
21,0,0.113762533,0.072459176,0.057124373,1,0.0,0.0713629592885933,0.0,0.0,0.0506956463912797,0.0,0.0,0.1384646337079798,0.8855000000000002,0.0,0.5016476501815976,0.4801602736295689,0.0,0.0401393565975784,0.0,0.0,0.0324002145777178,0.0,0.0,0.0529161794554899,0.0,0.0,0.0684385488751906,0.0,0.0,0.0537161255734256,0.0,0.0,0.1385518055437413,0.0,0.0,0.0648487255123369,0.0,0.0,0.1400237896891733,0.3110416058315763,0.0,0.0217616325454676,0.0,0.0,0.1370591119857706,0.4116985426721703,0.0,0.1384646337079798,0.8855000000000002,0.0,0.0134552590782677,0.2050890366710659,0.0,0.5558093054333916,0.3857313623218696
22,0,0.108174263,0.072075922,0.055541277,1,0.0,0.0515406243263426,0.0,0.0,0.0574302114304402,0.0,0.0,0.1446072400376565,0.8855000000000002,0.0,0.4249801930175643,0.4071900447093152,0.0,0.0525012559849943,0.0,0.0,0.0290711596171075,0.0,0.0,0.069694506282018,0.0,0.0,0.0619008908067227,0.0,0.0,0.0346161228943362,0.0,0.0,0.0942182236713004,0.0,0.0,0.0565558745380449,0.0,0.0,0.1187818766610909,0.2788106532365899,0.0,0.0265311488921782,0.0,0.0,0.1358488873858458,0.3970960160993502,0.0,0.1446072400376565,0.8855000000000002,0.0,0.0167935170257063,0.2615425089643114,0.0,0.5159107928152256,0.3289645465265406
23,0,0.106607708,0.072460935,0.054857908,1,0.0,0.0166730627858905,0.0,0.0,0.0406579928330371,0.0,0.0,0.0951613485918161,0.8855000000000002,0.0,0.29293302036087,0.268322668278206,0.0,0.0609907513811828,0.0,0.0,0.0,0.0,0.0,0.0356831134168946,0.0,0.0,0.0279215328063537,0.0,0.0,0.0,0.0,0.0,0.0347754026571654,0.0,0.0,0.016278200171076,0.0,0.0,0.0887248734593938,0.3038127581543173,0.0,0.0226335467028813,0.0,0.0,0.0891200085399116,0.3226972681691061,0.0,0.0951613485918161,0.8855000000000002,0.0,0.0143367636295818,0.2509819821313829,0.0,0.3464071080716632,0.307657677141511
24,0,0.115186239,0.067670296,0.051189746,1,0.0,0.0294903239194639,0.0,0.0,0.0204997530785333,0.0,0.0,0.0919482489964955,0.8799936934429342,0.0,0.2086927251011568,0.1831894213979352,0.0,0.07625368329119,0.0,0.0,0.0,0.0,0.0,0.0298300269965774,0.0,0.0,0.0138794022488288,0.0,0.0,0.013797853637574,0.0,0.0,0.0321804534070402,0.0,0.0,0.0273382010961608,0.0,0.0,0.0646462391056641,0.2441536836152828,0.0,0.027386068957957,0.0,0.0,0.0638456293622091,0.269195361802763,0.0,0.0919482489964955,0.8799936934429342,0.0,0.0,0.1470820757708913,0.0,0.3633989772407485,0.27734759138444
25,0,0.110872474,0.066309722,0.046640255,1,0.1511619366037716,0.0221981001287509,0.0,0.1656456114419077,0.0278941115419112,0.0,0.1761602947249972,0.1107996510988176,0.8642095054962484,0.1393862523781723,0.1744676639630512,0.1462166313021954,0.1269432110953403,0.0785963978215215,0.0,0.1428943482699552,0.0,0.0,0.1825084845675866,0.0471625622816503,0.0,0.1420891406185638,0.0,0.0,0.1505033940540857,0.0112420258482653,0.0,0.1729134640720007,0.0340660152109005,0.0,0.161551282301801,0.0238198952200694,0.0,0.116445222273931,0.0564448811707439,0.1987896816609639,0.1230007201715459,0.0238838546280912,0.0,0.1124560025212257,0.0460432122684831,0.2123083430500042,0.1761602947249972,0.1107996510988176,0.8642095054962484,0.162720396834312,0.0,0.1082752189216519,0.0251931165220162,0.3809341686355357,0.2481475035101162
26,0,0.105303605,0.068344027,0.049009417,1,0.3565565042269285,0.037706752782448,0.0,0.3680052267473423,0.0471689475452433,0.0,0.3712030452353855,0.1374377382262899,0.7929095960950556,0.3406004629542761,0.2160124185123721,0.1761205330954499,0.3108586805748152,0.0392645679568233,0.0,0.2899329913825289,0.0,0.0,0.3749846157911499,0.0732451084498363,0.0,0.2976922074151079,0.0137028004177928,0.0,0.3423170423211329,0.0274482291312843,0.0,0.3812948297288486,0.038844176603237,0.0,0.3429541468448467,0.0400980119117213,0.0,0.2640143531265216,0.0623882219360098,0.2080693754571319,0.3112813717862959,0.0112551076237282,0.0,0.2703519714072223,0.0295303013635653,0.158716313375915,0.3712030452353855,0.1374377382262899,0.7929095960950556,0.3633029394401552,0.0,0.075711708863957,0.1044590203103142,0.4292541141044779,0.2329552281477838
27,0,0.096125693,0.064271874,0.054205858,1,0.5065452185553092,0.0809969939018278,0.0,0.4959248534338145,0.0588950336543014,0.0,0.514388183060044,0.1898050610981523,0.4781980255486064,0.4872681302061779,0.2525154455115506,0.2042451030826044,0.471001858112782,0.0409538376824489,0.0,0.4414830634157183,0.0322604240715676,0.0,0.5109400510833119,0.0961255221123407,0.0,0.4522715842090376,0.0675198231823065,0.0,0.4971094835175515,0.0803646746538862,0.0,0.5221384625881894,0.0941421901304567,0.0,0.4986501520591736,0.1059912450271422,0.0,0.4018967487159191,0.0997444121794011,0.2240957347220978,0.4420572918953013,0.0267458976448386,0.0,0.4239691507515476,0.0462518331347573,0.1612616866820669,0.514388183060044,0.1898050610981523,0.4781980255486064,0.5037540575440612,0.0238442480736423,0.0507344719642599,0.1863712939042341,0.3992924439377059,0.2379845693913843
28,0,0.09696005,0.057899308,0.064791551,1,0.6003817143483767,0.1400750990334831,0.0,0.5676676389428378,0.0892553361371949,0.0,0.599882073019859,0.308026523389149,0.235004553116376,0.5743618265157896,0.3212031025789096,0.2526666894388104,0.5337208484791569,0.093012154584071,0.0,0.5092117879095917,0.1089062055029611,0.0,0.5906210828274688,0.1491634492250785,0.0,0.5315006873165441,0.147341320882039,0.0,0.5955014559245265,0.1358927356585035,0.0,0.6115232752743065,0.1518864435662074,0.0,0.5887676655919398,0.2232092457761821,0.0,0.4736199846629207,0.1652531119248731,0.2586085976561653,0.4734715903229095,0.1061797821658317,0.0,0.5230173003192161,0.1078789596109984,0.2039041927036112,0.599882073019859,0.308026523389149,0.235004553116376,0.5841625599146715,0.0926098774363021,0.0658800923798321,0.2616843026690501,0.5043620702338326,0.291014814825457
29,0,0.093013333,0.051885129,0.071463781,1,0.631978426281789,0.2109629579715834,0.0,0.607858591335104,0.1647155658974992,0.0,0.6208203075720253,0.4227008213106992,0.1389461948149253,0.6207216040552366,0.4348122384145355,0.3283594207087389,0.5188780200879473,0.1438010925048317,0.0,0.5095565621697606,0.2254131737566666,0.0,0.6182475168630548,0.2646399093828027,0.0,0.5447447870490609,0.3203938972842239,0.0,0.6359339147862904,0.1912168260718475,0.0,0.6400610636338232,0.1965725682443415,0.0,0.6161549552426012,0.3472174669355681,0.0,0.4828303902245368,0.3076794510733169,0.3496684316256211,0.4364775219645546,0.1689497679285676,0.0,0.5186516272899708,0.2142968144286439,0.2702715193993317,0.6208203075720253,0.4227008213106992,0.1389461948149253,0.6104540117547215,0.1871964372689466,0.1544821225732859,0.1953608985132259,0.5675354584316411,0.3277852131745312
30,0,0.036092427,0.042969908,0.085465152,1,0.6029109723845878,0.2324113559523196,0.0,0.5400424096049604,0.2305424522757659,0.0,0.6029870262733219,0.4694620264201118,0.0966010897684514,0.5846162184509253,0.4973004436360593,0.3807617305473128,0.4656809160665743,0.1807472481794375,0.0,0.5173295835042634,0.3229495907314402,0.0,0.585375679473514,0.3517040017568019,0.0,0.5284940198676268,0.3635139792253788,0.0,0.6001174732839792,0.2146497089765519,0.0,0.6092750846762667,0.2221786629757872,0.0,0.5956445287958081,0.4042559403585523,0.0,0.4491659710463508,0.3731185394904645,0.4158534652716442,0.3886178979783045,0.2475716158868455,0.0,0.4987808892046649,0.2946866035240154,0.3687472786637255,0.6029870262733219,0.4694620264201118,0.0966010897684514,0.5743493945257296,0.2448665933695396,0.2741998870997791,0.2758475891500887,0.5503746780333968,0.3815558647439758
31,0,0.036733846,0.044535975,0.087456147,1,0.5183229800574137,0.1891017207247163,0.0,0.4756025290992708,0.2773786581310549,0.0,0.5186727134667611,0.4422361316765467,0.0970954053555951,0.511199732595016,0.4961528356980287,0.3666966061914121,0.3959812752214738,0.2254162174739206,0.0,0.4409074836493005,0.2624016749073693,0.0,0.5030891304623661,0.384479519465297,0.0,0.4497067858331619,0.3023381841064707,0.0,0.5152332555769915,0.1837714958333285,0.0,0.5186974910112808,0.2129754757828159,0.0,0.5120613938219419,0.335411242906139,0.0,0.3816436237349702,0.3380371252409422,0.4216215193070699,0.3168604962343009,0.2328972134616433,0.0,0.4253542696901958,0.3353809176382684,0.4323498258938005,0.5186727134667611,0.4422361316765467,0.0970954053555951,0.498451260275999,0.2465783920582798,0.3945462154915362,0.2188906153233579,0.5764409121692715,0.4528644207361972
32,0.141903492,0.043500158,0.046974517,0.089264619,1,0.3752363743986208,0.1532710802274497,0.0,0.3560802182557028,0.249314503856587,0.0,0.3716546286979331,0.3423992487231486,0.0880033622298283,0.3670626697265418,0.452998701068925,0.3296192979745941,0.2908131795819432,0.263016322435745,0.0,0.3355894687856733,0.1868008175629225,0.0,0.3580199311601967,0.3233922328606645,0.0,0.3312441349332515,0.2240662313582036,0.0,0.3682862584102647,0.152949895327336,0.0,0.3766319985530725,0.1742431798403949,0.0,0.3731037652243478,0.2531692224769516,0.0,0.2623864925991188,0.2895420955568524,0.4189883980325461,0.2398331813678397,0.1941535837574051,0.0,0.3194532460266397,0.311233376968957,0.4239095878132131,0.3716546286979331,0.3423992487231486,0.0880033622298283,0.3679640402943409,0.1898269328430318,0.410466163000289,0.1687808384681752,0.5452105942760782,0.5031545885612572
33,0.309899583,0.050976982,0.055393838,0.105852982,1,0.1826865027279633,0.1396585107627667,0.0,0.1606294784079745,0.2414459173356599,0.0,0.1758713808197174,0.2661799688427079,0.0565262998394319,0.1828221632071161,0.4474911897906314,0.3293469011800188,0.1345436759932228,0.1833742511756483,0.0,0.1762812279975795,0.154822233743104,0.0,0.1670782581569727,0.2746873391653853,0.0,0.1752015550148783,0.1687495318868698,0.0,0.1807998920137999,0.139404847775791,0.0,0.1762468442757294,0.1520802810398417,0.0,0.1815636040016243,0.2092813409689252,0.0,0.1509900352959096,0.2459658972336432,0.4135560377631421,0.1546839813152745,0.1722244146015186,0.0,0.1211357850512522,0.3284603123264872,0.4944398979826928,0.1758713808197174,0.2661799688427079,0.0565262998394319,0.1792818011018082,0.1691372739690899,0.4520802898204752,0.0783389426233431,0.5772928053864954,0.5017838321883971
