Type,id,location,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--transformation_rate,transforms--electricity_consumption,transforms--electricity_production,transforms--co2_content,transforms--emission_rate,transforms--capture_rate,edges--origin_edge--commodity,edges--origin_edge--has_capacity,edges--origin_edge--can_expand,edges--origin_edge--start_vertex,edges--origin_edge--investment_cost,edges--origin_edge--fixed_om_cost,edges--origin_edge--variable_om_cost,edges--general_edge--commodity,edges--general_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--start_vertex,edges--elec_production_edge--commodity,edges--elec_production_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--end_vertex
BiomassTransformation,BR_DF_sugarcanestraw_trans,BR_DF,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_DF,0,0,0,Residue,residue_BR_DF,Electricity,elec_BR_DF,Electricity,elec_BR_DF,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_DF
BiomassTransformation,BR_ES_sugarcanestraw_trans,BR_ES,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_ES,0,0,0,Residue,residue_BR_ES,Electricity,elec_BR_ES,Electricity,elec_BR_ES,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_ES
BiomassTransformation,BR_GO_sugarcanestraw_trans,BR_GO,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_GO,0,0,0,Residue,residue_BR_GO,Electricity,elec_BR_GO,Electricity,elec_BR_GO,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_GO
BiomassTransformation,BR_MA_sugarcanestraw_trans,BR_MA,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_MA,0,0,0,Residue,residue_BR_MA,Electricity,elec_BR_MA,Electricity,elec_BR_MA,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_MA
BiomassTransformation,BR_MT_sugarcanestraw_trans,BR_MT,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_MT,0,0,0,Residue,residue_BR_MT,Electricity,elec_BR_MT,Electricity,elec_BR_MT,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_MT
BiomassTransformation,BR_MS_sugarcanestraw_trans,BR_MS,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_MS,0,0,0,Residue,residue_BR_MS,Electricity,elec_BR_MS,Electricity,elec_BR_MS,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_MS
BiomassTransformation,BR_MG_sugarcanestraw_trans,BR_MG,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_MG,0,0,0,Residue,residue_BR_MG,Electricity,elec_BR_MG,Electricity,elec_BR_MG,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_MG
BiomassTransformation,BR_PA_sugarcanestraw_trans,BR_PA,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_PA,0,0,0,Residue,residue_BR_PA,Electricity,elec_BR_PA,Electricity,elec_BR_PA,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_PA
BiomassTransformation,BR_PB_sugarcanestraw_trans,BR_PB,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_PB,0,0,0,Residue,residue_BR_PB,Electricity,elec_BR_PB,Electricity,elec_BR_PB,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_PB
BiomassTransformation,BR_PR_sugarcanestraw_trans,BR_PR,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_PR,0,0,0,Residue,residue_BR_PR,Electricity,elec_BR_PR,Electricity,elec_BR_PR,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_PR
BiomassTransformation,BR_PE_sugarcanestraw_trans,BR_PE,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_PE,0,0,0,Residue,residue_BR_PE,Electricity,elec_BR_PE,Electricity,elec_BR_PE,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_PE
BiomassTransformation,BR_PI_sugarcanestraw_trans,BR_PI,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_PI,0,0,0,Residue,residue_BR_PI,Electricity,elec_BR_PI,Electricity,elec_BR_PI,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_PI
BiomassTransformation,BR_RJ_sugarcanestraw_trans,BR_RJ,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_RJ,0,0,0,Residue,residue_BR_RJ,Electricity,elec_BR_RJ,Electricity,elec_BR_RJ,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_RJ
BiomassTransformation,BR_RN_sugarcanestraw_trans,BR_RN,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_RN,0,0,0,Residue,residue_BR_RN,Electricity,elec_BR_RN,Electricity,elec_BR_RN,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_RN
BiomassTransformation,BR_RS_sugarcanestraw_trans,BR_RS,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_RS,0,0,0,Residue,residue_BR_RS,Electricity,elec_BR_RS,Electricity,elec_BR_RS,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_RS
BiomassTransformation,BR_RO_sugarcanestraw_trans,BR_RO,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_RO,0,0,0,Residue,residue_BR_RO,Electricity,elec_BR_RO,Electricity,elec_BR_RO,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_RO
BiomassTransformation,BR_RR_sugarcanestraw_trans,BR_RR,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_RR,0,0,0,Residue,residue_BR_RR,Electricity,elec_BR_RR,Electricity,elec_BR_RR,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_RR
BiomassTransformation,BR_SC_sugarcanestraw_trans,BR_SC,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_SC,0,0,0,Residue,residue_BR_SC,Electricity,elec_BR_SC,Electricity,elec_BR_SC,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_SC
BiomassTransformation,BR_SP_sugarcanestraw_trans,BR_SP,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_SP,0,0,0,Residue,residue_BR_SP,Electricity,elec_BR_SP,Electricity,elec_BR_SP,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_SP
BiomassTransformation,BR_SE_sugarcanestraw_trans,BR_SE,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_SE,0,0,0,Residue,residue_BR_SE,Electricity,elec_BR_SE,Electricity,elec_BR_SE,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_SE
BiomassTransformation,BR_TO_sugarcanestraw_trans,BR_TO,Biomass,TRUE,1,0,0,1.558,0,0,SugarcaneStraw,TRUE,TRUE,sugarcanestraw_BR_TO,0,0,0,Residue,residue_BR_TO,Electricity,elec_BR_TO,Electricity,elec_BR_TO,CO2,co2_emitted_BR,CO2,co2_emitted_BR,CO2Captured,co2_captured_BR_TO
