Type,id,location,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--ethanol_production,transforms--coproduct_production,transforms--coinput_rate,transforms--electricity_consumption,transforms--electricity_production,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--lifetime,edges--biomass_edge--wacc,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--coinput_edge--commodity,edges--coinput_edge--unidirectional,edges--coinput_edge--has_capacity,edges--coinput_edge--start_vertex,edges--ethanol_edge--commodity,edges--ethanol_edge--unidirectional,edges--ethanol_edge--has_capacity,edges--ethanol_edge--end_vertex,edges--coproduct_edge--commodity,edges--coproduct_edge--unidirectional,edges--coproduct_edge--has_capacity,edges--coproduct_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--unidirectional,edges--elec_consumption_edge--has_capacity,edges--elec_consumption_edge--start_vertex,edges--elec_production_edge--commodity,edges--elec_production_edge--unidirectional,edges--elec_production_edge--has_capacity,edges--elec_production_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
BECCSEthanolv2,BR_RR_BECCS_1G2G_sugarcane_ethanol,BR_RR,Biomass,TRUE,0.71,0,0.0625,0,0.07,0,1.558,0.8502,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_RR,804.81,1016720,79304.16,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_RR,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RR,Electricity,TRUE,FALSE,elec_BR_RR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RR
BECCSEthanolv2,BR_SC_BECCS_1G2G_sugarcane_ethanol,BR_SC,Biomass,TRUE,0.71,0,0.0625,0,0.07,0,1.558,0.8502,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_SC,804.81,1016720,79304.16,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_SC,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_SC,Electricity,TRUE,FALSE,elec_BR_SC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SC
BECCSEthanolv2,BR_SP_BECCS_1G2G_sugarcane_ethanol,BR_SP,Biomass,TRUE,0.71,0,0.0625,0,0.07,0,1.558,0.8502,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_SP,804.81,1016720,79304.16,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_SP,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_SP,Electricity,TRUE,FALSE,elec_BR_SP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SP
BECCSEthanolv2,BR_SE_BECCS_1G2G_sugarcane_ethanol,BR_SE,Biomass,TRUE,0.71,0,0.0625,0,0.07,0,1.558,0.8502,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_SE,804.81,1016720,79304.16,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_SE,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_SE,Electricity,TRUE,FALSE,elec_BR_SE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SE
BECCSEthanolv2,BR_TO_BECCS_1G2G_sugarcane_ethanol,BR_TO,Biomass,TRUE,0.71,0,0.0625,0,0.07,0,1.558,0.8502,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_TO,804.81,1016720,79304.16,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_TO,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_TO,Electricity,TRUE,FALSE,elec_BR_TO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_TO
BECCSEthanolv2,BR_AC_BECCS_1G2G_sugarcane_ethanol_CCS,BR_AC,Biomass,TRUE,0.71,0,0.0625,0,0.05,0.8502,1.558,0,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_AC,804.81,1249600,87472,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_AC,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_AC,Electricity,TRUE,FALSE,elec_BR_AC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AC
BECCSEthanolv2,BR_AL_BECCS_1G2G_sugarcane_ethanol_CCS,BR_AL,Biomass,TRUE,0.71,0,0.0625,0,0.05,0.8502,1.558,0,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_AL,804.81,1249600,87472,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_AL,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_AL,Electricity,TRUE,FALSE,elec_BR_AL,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AL
BECCSEthanolv2,BR_AP_BECCS_1G2G_sugarcane_ethanol_CCS,BR_AP,Biomass,TRUE,0.71,0,0.0625,0,0.05,0.8502,1.558,0,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_AP,804.81,1249600,87472,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_AP,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_AP,Electricity,TRUE,FALSE,elec_BR_AP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AP
BECCSEthanolv2,BR_AM_BECCS_1G2G_sugarcane_ethanol_CCS,BR_AM,Biomass,TRUE,0.71,0,0.0625,0,0.05,0.8502,1.558,0,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_AM,804.81,1249600,87472,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_AM,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_AM,Electricity,TRUE,FALSE,elec_BR_AM,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AM
BECCSEthanolv2,BR_BA_BECCS_1G2G_sugarcane_ethanol_CCS,BR_BA,Biomass,TRUE,0.71,0,0.0625,0,0.05,0.8502,1.558,0,Sugarcane,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,sugarcane_harvest_BR_BA,804.81,1249600,87472,4.26,0,system/availability_monthly.csv,Availability_One,SugarcaneStraw,TRUE,FALSE,sugarcanestraw_BR_BA,Ethanol,TRUE,FALSE,ethanol_BR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_BA,Electricity,TRUE,FALSE,elec_BR_BA,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_BA
