Time_Index,KR_nuclear,KR_utilitypv,onwind,offwind-ac,offwind-dc,availability_one,SEL_solar,SEL_onwind,SEL_offwind-dc,PUS_solar,PUS_onwind,PUS_offwind-dc,TAE_solar,TAE_onwind,TAE_offwind-dc,INC_solar,INC_onwind,INC_offwind-dc,KWJ_solar,KWJ_onwind,KWJ_offwind-dc,DJJ_solar,DJJ_onwind,DJJ_offwind-dc,USN_solar,USN_onwind,USN_offwind-dc,SJG_solar,SJG_onwind,SJG_offwind-dc,GGI_solar,GGI_onwind,GGI_offwind-dc,GWN_solar,GWN_onwind,GWN_offwind-dc,CNB_solar,CNB_onwind,CNB_offwind-dc,CNA_solar,CNA_onwind,CNA_offwind-dc,JNB_solar,JNB_onwind,JNB_offwind-dc,JNA_solar,JNA_onwind,JNA_offwind-dc,GNB_solar,GNB_onwind,GNB_offwind-dc,GNA_solar,GNA_onwind,GNA_offwind-dc,JEJ_solar,JEJ_onwind,JEJ_offwind-dc
364,0.85,0,0.039186111,0.040846966,0.27239126,1,0.61233811,0.10130349,0,0.601155032,0.170195914,0,0.612300062,0.271595281,0.337100727,0.592998598,0.690359142,0.786350118,0.366494298,0.722669035,0,0.53212304,0.195339714,0,0.606371354,0.284346861,0,0.524774617,0.212523284,0,0.588281451,0.090745811,0,0.583752575,0.058220071,0,0.588692002,0.196997081,0,0.432328154,0.372866131,0.851658698,0.404548526,0.313213342,0,0.371297919,0.777697285,0.873598999,0.612300062,0.271595281,0.337100727,0.60202751,0.176853018,0.444044629,0.375489545,0.802076645,0.8855
365,0.85,0,0.037505392,0.027851413,0.276039533,1,0.651008575,0.172553186,0,0.632847982,0.208542338,0,0.648039381,0.327421301,0.419173212,0.619012844,0.795856839,0.856002943,0.446121395,0.804189719,0,0.584783515,0.257640359,0,0.636373475,0.334210459,0,0.559453179,0.308869535,0,0.613888349,0.160662835,0,0.619434257,0.107823317,0,0.631253387,0.283374934,0,0.43654137,0.482870187,0.882752403,0.47327064,0.356737486,0,0.446060915,0.797731946,0.874371982,0.648039381,0.327421301,0.419173212,0.636712205,0.212813526,0.452587539,0.366812732,0.853403385,0.885102515
366,0.85,0,0.003446662,0.007026389,0.205187731,1,0.629626448,0.203931851,0,0.609183085,0.211969539,0,0.625893969,0.338210965,0.419547192,0.616065297,0.856423172,0.881074409,0.433356536,0.843880068,0,0.586079388,0.291290244,0,0.612458783,0.333393883,0,0.566954675,0.347865155,0,0.607164766,0.187421022,0,0.615051746,0.143239462,0,0.626433468,0.310956541,0,0.446868884,0.530091066,0.885314918,0.452880594,0.394446393,0,0.444044415,0.819206382,0.873791172,0.625893969,0.338210965,0.419547192,0.615289038,0.228872922,0.431607986,0.34018278,0.872862081,0.8855
367,0.85,0,0.005673997,0.008544308,0.217494796,1,0.556325986,0.234274187,0,0.532148019,0.219138594,0,0.548342553,0.332498392,0.487619773,0.526314107,0.877580489,0.882795636,0.405727586,0.887691668,0,0.513355323,0.318662835,0,0.53444993,0.31482978,0,0.485577104,0.379587446,0,0.520097535,0.212694292,0,0.547928266,0.140158636,0,0.547355198,0.326735009,0,0.367140783,0.57719514,0.885495979,0.41922754,0.426963464,0,0.415392768,0.825672677,0.86620195,0.548342553,0.332498392,0.487619773,0.539475265,0.243407016,0.398375594,0.288711396,0.970148038,0.8855
368,0.85,0.037177907,0.006326114,0.009183743,0.261367688,1,0.423293126,0.246882643,0,0.395083389,0.225825827,0,0.406741099,0.332084295,0.496124229,0.385833564,0.884920743,0.88333875,0.214062823,0.869014102,0,0.339240153,0.336601865,0,0.392972495,0.312650465,0,0.318979905,0.395092168,0,0.383315683,0.218888754,0,0.412703548,0.143621171,0,0.394774533,0.330084328,0,0.205311549,0.611411183,0.8855,0.216762606,0.44783588,0,0.232166037,0.786945032,0.86308408,0.406741099,0.332084295,0.496124229,0.404402964,0.237255221,0.386742958,0.127896469,0.99164478,0.8855
369,0.85,0.083610181,0.00529494,0.017282793,0.270299575,1,0.23585874,0.243694086,0,0.21306243,0.186797994,0,0.221543752,0.29809927,0.493495442,0.209825684,0.881356121,0.883074049,0.106525874,0.773778958,0,0.190573542,0.306326556,0,0.211353175,0.249293993,0,0.172615276,0.371101437,0,0.208137681,0.211978161,0,0.218278904,0.139079502,0,0.218443159,0.308809993,0,0.097012371,0.597459559,0.8855,0.11458732,0.394820485,0,0.110747387,0.714699248,0.87213147,0.221543752,0.29809927,0.493495442,0.217168802,0.185774508,0.474940224,0.041954316,0.994845582,0.8855
370,0.85,0.146660358,0.003419769,0.020990996,0.266294232,1,0,0.258206095,0,0,0.268440424,0,0,0.335259568,0.443440781,0.02296018,0.878889144,0.88173014,0.010017049,0.710050494,0,0,0.292568962,0,0,0.319259956,0,0.012647114,0.35255867,0,0,0.213255374,0,0,0.161703845,0,0,0.299752163,0,0.01612304,0.566768561,0.8855,0.01810771,0.363049566,0,0.013498962,0.68604671,0.880076384,0,0.335259568,0.443440781,0,0.210005373,0.601292506,0,0.994459193,0.8855
371,0.85,0.181736621,0.004172628,0.025406442,0.257838101,1,0,0.1677384,0,0,0.098338015,0,0,0.156376938,0.142036819,0,0.82081005,0.864502811,0,0.486829467,0,0,0.161930098,0,0,0.105329506,0,0,0.200293003,0,0,0.1248262,0,0,0.075092828,0,0,0.155388782,0,0,0.396283605,0.883979866,0,0.208032108,0,0,0.588591512,0.881092348,0,0.156376938,0.142036819,0,0.132033717,0.620228931,0,0.99392099,0.885474218
372,0.85,0.185025462,0.004015079,0.022242209,0.249417071,1,0,0.192069819,0,0,0.204698657,0,0,0.226308517,0.086065071,0,0.817100126,0.846001183,0,0.474930461,0,0,0.175868013,0,0,0.187781757,0,0,0.237896304,0,0,0.151417032,0,0,0.111448444,0,0,0.175326628,0,0,0.438674186,0.882667791,0,0.221337099,0,0,0.557111093,0.883219747,0,0.226308517,0.086065071,0,0.195930014,0.798429499,0,0.992003534,0.88379129
373,0.85,0.145297253,0.006428204,0.024587131,0.243053038,1,0,0.188053199,0,0,0.392762359,0,0,0.27943539,0.098846985,0,0.783791336,0.816920684,0,0.487385107,0,0,0.202071073,0,0,0.350443759,0,0,0.278291341,0,0,0.165179894,0,0,0.155506289,0,0,0.209906005,0,0,0.462919085,0.870639021,0,0.248947291,0,0,0.542611888,0.882273693,0,0.27943539,0.098846985,0,0.241554743,0.802106428,0,0.979204982,0.878875747
374,0.85,0.068135145,0.007638012,0.037381526,0.239820669,1,0,0.177719387,0,0,0.507518683,0,0,0.269853332,0.094248946,0,0.772855311,0.820986366,0,0.421000429,0,0,0.163744134,0,0,0.427723081,0,0,0.221717771,0,0,0.155470801,0,0,0.135153489,0,0,0.189981408,0,0,0.398421811,0.856341517,0,0.211846694,0,0,0.502545108,0.882985008,0,0.269853332,0.094248946,0,0.246162402,0.847436547,0,0.948204257,0.863563918
375,0.85,0.034961844,0.014838876,0.080261001,0.252820731,1,0,0.167626057,0,0,0.574666332,0,0,0.279852827,0.111489676,0,0.772203498,0.803946927,0,0.528807058,0,0,0.167476864,0,0,0.463724664,0,0,0.213369655,0,0,0.146728251,0,0,0.09913867,0,0,0.190571496,0,0,0.385856569,0.849110087,0,0.214097058,0,0,0.579297046,0.88430386,0,0.279852827,0.111489676,0,0.278018678,0.861353842,0,0.937905874,0.880263636
376,0.85,0.007365213,0.048361308,0.171962286,0.267197969,1,0,0.153862183,0,0,0.682017104,0,0,0.370349966,0.116822917,0,0.74464071,0.758977378,0,0.480995127,0,0,0.182157192,0,0,0.588367314,0,0,0.215473999,0,0,0.144416336,0,0,0.104304267,0,0,0.214777789,0,0,0.367321946,0.822798085,0,0.227396691,0,0,0.569885735,0.883560102,0,0.370349966,0.116822917,0,0.339093635,0.880511233,0,0.973909781,0.881347593
377,0.85,0,0.071116169,0.282896826,0.275340125,1,0,0.160411794,0,0,0.843001437,0,0,0.429620501,0.101206449,0,0.757105334,0.767993234,0,0.451727666,0,0,0.175579951,0,0,0.728866152,0,0,0.227160046,0,0,0.155980875,0,0,0.129618832,0,0,0.226290459,0,0,0.360652924,0.824451764,0,0.211794774,0,0,0.570874241,0.876127499,0,0.429620501,0.101206449,0,0.399545397,0.8855,0,0.990132503,0.8855
378,0.85,0,0.054576896,0.307223315,0.244614005,1,0,0.190316639,0,0,0.932932544,0,0,0.518775385,0.081365418,0,0.807210763,0.810821354,0,0.46382969,0,0,0.191859717,0,0,0.834599564,0,0,0.22791962,0,0,0.18088269,0,0,0.169242405,0,0,0.24484113,0,0,0.362431666,0.845764724,0,0.231726004,0,0,0.598354376,0.875916488,0,0.518775385,0.081365418,0,0.470237376,0.8855,0,0.996319144,0.8855
379,0.85,0,0.064699891,0.330396257,0.208384969,1,0,0.18685537,0,0,0.97449758,0,0,0.579575272,0.098546635,0,0.804045241,0.791342669,0,0.366043217,0,0,0.196140305,0,0,0.912867515,0,0,0.203239874,0,0,0.178635842,0,0,0.202042283,0,0,0.247938656,0,0,0.362108536,0.840125779,0,0.221681925,0,0,0.563623668,0.879520694,0,0.579575272,0.098546635,0,0.501299828,0.8855,0,0.99881928,0.8855
380,0.85,0,0.060321077,0.336002539,0.203100632,1,0,0.188326349,0,0,0.976075622,0,0,0.618876862,0.148462156,0,0.793297257,0.76629311,0,0.25635077,0,0,0.184029196,0,0,0.914406184,0,0,0.193522006,0,0,0.169933694,0,0,0.230247595,0,0,0.253362484,0,0,0.365271557,0.839043759,0,0.211272472,0,0,0.487285267,0.8851319,0,0.618876862,0.148462156,0,0.489379211,0.8855,0,0.998231521,0.8855
381,0.85,0,0.050131884,0.316798889,0.198017354,1,0,0.180339273,0,0,0.982390006,0,0,0.640476915,0.287450854,0,0.744467974,0.67318138,0,0.244044396,0,0,0.200981593,0,0,0.924471838,0,0,0.163507901,0,0,0.151761391,0,0,0.227522841,0,0,0.262145187,0,0,0.33099838,0.804967439,0,0.211138924,0,0,0.45687618,0.884628856,0,0.640476915,0.287450854,0,0.467643138,0.8855,0,0.994544029,0.8855
382,0.85,0,0.043697527,0.273470526,0.182422239,1,0,0.151289216,0,0,0.972901446,0,0,0.631579817,0.561630794,0,0.680715584,0.59859405,0,0.224561836,0,0,0.156148766,0,0,0.912950642,0,0,0.140888449,0,0,0.128064405,0,0,0.214178552,0,0,0.241487998,0,0,0.296845646,0.71845915,0,0.187875658,0,0,0.398036416,0.881882463,0,0.631579817,0.561630794,0,0.419680468,0.885479965,0,0.994461981,0.8855
383,0.85,0,0.036737517,0.219889572,0.156694703,1,0,0.09509884,0,0,0.827303193,0,0,0.415596501,0.883288776,0,0.441237129,0.309766386,0,0.128684021,0,0,0.024324214,0,0,0.759753762,0,0,0.05468362,0,0,0.058578355,0,0,0.139457206,0,0,0.062158786,0,0,0.193710932,0.60629858,0,0.075164957,0,0,0.265736199,0.816676878,0,0.415596501,0.883288776,0,0.222555611,0.743735727,0,0.990179506,0.885498721
384,0.85,0,0.034707874,0.17802762,0.132408669,1,0,0.0955635,0,0,0.765816073,0,0,0.36443708,0.8855,0,0.285197817,0.141325195,0,0.114918031,0,0,0.041291688,0,0,0.7000221,0,0,0.075497335,0,0,0.058403454,0,0,0.124214763,0,0,0.082293855,0,0,0.182541778,0.406882694,0,0.07783174,0,0,0.225937722,0.754887131,0,0.36443708,0.8855,0,0.188436198,0.523041627,0,0.959378121,0.885494959
385,0.85,0,0.038613143,0.165978608,0.132938677,1,0.15871773,0.035526703,0,0.158736659,0.71593851,0,0.175133302,0.358068676,0.8855,0.14387059,0.11268192,0.048305169,0.06968599,0.152555231,0,0.145490334,0.059762245,0,0.153965645,0.69603437,0,0.143853653,0.074738901,0,0.155016569,0.020683064,0,0.184209948,0.095973942,0,0.170521778,0.088156459,0,0.107397075,0.121445085,0.171073709,0.090799071,0.092221775,0,0.065660074,0.318861075,0.725791303,0.175133302,0.358068676,0.8855,0.135817973,0.211249796,0.473287612,0.020021026,0.975454788,0.885498596
386,0.85,0,0.041221543,0.153935559,0.125123808,1,0.366473417,0,0,0.321390583,0.672010217,0,0.39526719,0.360790421,0.8855,0.347491977,0.032146074,0.024389281,0.199606699,0.149640643,0,0.35140788,0.069375243,0,0.320068371,0.683079863,0,0.34396474,0.06644145,0,0.355512678,0.012450225,0,0.397447981,0.10989581,0,0.382880022,0.102705037,0,0.274704085,0.066212655,0.058002795,0.274749744,0.101913661,0,0.175598307,0.320320352,0.679569092,0.39526719,0.360790421,0.8855,0.345651496,0.23463645,0.490012631,0.116144339,0.976622855,0.885498286
387,0.85,0,0.042552504,0.153076046,0.111713881,1,0.519560772,0,0,0.496490431,0.605072835,0,0.546620974,0.386879071,0.8855,0.505679234,0.025392072,0.040944981,0.34815876,0.172580083,0,0.486148327,0.070396278,0,0.52728977,0.663922165,0,0.494293913,0.042970291,0,0.522700506,0.01301553,0,0.545957909,0.170141117,0,0.529134753,0.113087764,0,0.455446606,0.025266878,0.016863496,0.408114043,0.118420589,0,0.31510228,0.314558601,0.569559321,0.546620974,0.386879071,0.8855,0.521271139,0.232404268,0.392367595,0.086838549,0.964989588,0.885493478
388,0.85,0,0.03605603,0.166197002,0.122409932,1,0.614019133,0,0,0.632389997,0.543836468,0,0.635962799,0.400608587,0.8855,0.597857114,0.057317066,0.086156455,0.439826389,0.158371208,0,0.60231696,0.038951847,0,0.63048042,0.626227459,0,0.608962403,0,0,0.615774781,0.023512981,0,0.637807351,0.253383527,0,0.623392552,0.102733787,0,0.586311708,0,0.024148926,0.553286461,0.102602464,0,0.406394846,0.315103252,0.48960231,0.635962799,0.400608587,0.8855,0.632647686,0.227676703,0.381954112,0.194928356,0.952674034,0.882604276
389,0.85,0,0.040614353,0.196000105,0.168342907,1,0.647678763,0,0,0.664381409,0.442450729,0,0.668450903,0.379032911,0.8855,0.622531303,0.11418878,0.164952062,0.494156833,0.113819754,0,0.647899913,0.03212841,0,0.662371755,0.522111128,0,0.647002112,0,0,0.648136079,0.041034643,0,0.670474535,0.32450938,0,0.659583087,0.118929174,0,0.61635635,0,0.076895904,0.590448399,0.07377217,0,0.457291979,0.294627612,0.458543051,0.668450903,0.379032911,0.8855,0.664824,0.191591951,0.406161495,0.191092333,0.922767245,0.862761369
390,0.85,0,0.066922122,0.279133445,0.318934332,1,0.607804559,0.018798217,0,0.640285649,0.342966193,0,0.639482779,0.361085538,0.8855,0.593822724,0.206207614,0.273550361,0.463515855,0.077373526,0,0.624299444,0.042555436,0,0.63797854,0.415378164,0,0.62387508,0.026432958,0,0.613985051,0.069477124,0,0.639186994,0.334903507,0,0.630473567,0.126085524,0,0.599811227,0.027236338,0.205530395,0.570862134,0.066620727,0,0.419876606,0.2531979,0.457421259,0.639482779,0.361085538,0.8855,0.639212629,0.158524281,0.36804498,0.175740338,0.867839989,0.812425233
391,0.85,0,0.068102361,0.224839682,0.267737279,1,0.545268682,0.057371297,0,0.561000052,0.263075394,0,0.558560619,0.332169597,0.8855,0.508354694,0.31053089,0.392595518,0.365464133,0.070356386,0,0.52624543,0.096754531,0,0.557245216,0.318154044,0,0.520569638,0.100667926,0,0.541337598,0.120019767,0,0.552690658,0.389593962,0,0.548025141,0.162284368,0,0.48475496,0.079139223,0.417887967,0.45174678,0.091590384,0,0.317662925,0.213709853,0.505243638,0.558560619,0.332169597,0.8855,0.563307284,0.13312004,0.305266575,0.156333562,0.760549325,0.748157102
392,0.85,0.02787648,0.066111533,0.173528612,0.2402897,1,0.294149305,0.060595771,0,0.425448427,0.176505123,0,0.42000053,0.299021677,0.8855,0.244846844,0.357784413,0.468196965,0.316120507,0.071547842,0,0.413241037,0.173608055,0,0.418274588,0.230408042,0,0.40939098,0.143431906,0,0.329538254,0.150397938,0,0.385499298,0.42827205,0,0.406487145,0.202346519,0,0.383363869,0.141401652,0.634350482,0.376436988,0.14628092,0,0.27538018,0.19865383,0.57669345,0.42000053,0.299021677,0.8855,0.429545898,0.109101101,0.256900896,0.075382498,0.654084116,0.671572003
393,0.85,0.099639215,0.057685773,0.143460021,0.212250058,1,0.176128454,0.057668718,0,0.230999418,0.116749292,0,0.225545445,0.244699583,0.87137984,0.166609387,0.423008309,0.564805757,0.173999592,0.063502911,0,0.197718409,0.154382769,0,0.223971347,0.149395995,0,0.183995558,0.138962957,0,0.16207385,0.134997783,0,0.174134241,0.372780827,0,0.201747695,0.178427404,0,0.149171081,0.163646909,0.780029096,0.188907861,0.133707265,0,0.148532392,0.17643109,0.618403255,0.225545445,0.244699583,0.87137984,0.237502718,0.088300876,0.249408398,0.03312479,0.58143397,0.561434362
394,0.85,0.185346737,0.050933071,0.134854342,0.150669298,1,0,0,0,0,0.089315637,0,0,0.196342869,0.831067773,0.030668161,0.521697486,0.690684886,0.050893571,0.026009277,0,0.046113274,0.106899698,0,0,0.109411507,0,0.039650371,0.093358226,0,0.011564753,0.076205846,0,0,0.290997988,0,0,0.104532745,0,0.02801869,0.173512818,0.84984985,0.042651539,0.081537868,0,0.04744226,0.139807228,0.600157841,0,0.196342869,0.831067773,0.02868417,0.07842065,0.278164917,0,0.535022506,0.440731597
395,0.85,0.266896927,0.048858607,0.11247027,0.107686864,1,0,0,0,0,0.027447043,0,0,0.095119316,0.68246133,0,0.41668639,0.526334007,0,0.033682015,0,0,0.106784022,0,0,0.020135374,0,0,0.108411697,0,0,0.030756189,0,0,0.233395488,0,0,0.070168329,0,0,0.150443601,0.763119595,0,0.057105994,0,0,0.160517893,0.588051791,0,0.095119316,0.68246133,0,0.081014076,0.49845226,0,0.659038119,0.396906505
396,0.85,0.34460387,0.042829938,0.137554702,0.158975899,1,0,0,0,0,0.02994389,0,0,0.092248721,0.741093046,0,0.449963052,0.514431098,0,0.035231742,0,0,0.139048478,0,0,0.010421581,0,0,0.139035456,0,0,0.027724866,0,0,0.203360059,0,0,0.09085316,0,0,0.195445203,0.748038874,0,0.055282843,0,0,0.118827302,0.47726584,0,0.092248721,0.741093046,0,0.078499655,0.501504587,0,0.499232108,0.300362802
397,0.85,0.345110995,0.0735511,0.17912139,0.183620251,1,0,0.047569883,0,0,0.038951902,0,0,0.103657608,0.762929593,0,0.528743134,0.531199723,0,0.027004192,0,0,0.136236075,0,0,0,0,0,0.133365844,0,0,0.053661834,0,0,0.18947746,0,0,0.108109895,0,0,0.220764863,0.752822788,0,0.0462186,0,0,0.094516543,0.417102465,0,0.103657608,0.762929593,0,0.067863843,0.412191344,0,0.391187604,0.239595361
398,0.85,0.219409416,0.070164541,0.15073117,0.16514423,1,0,0.073372667,0,0,0.11705683,0,0,0.148716129,0.76827081,0,0.55015419,0.553321148,0,0.021231804,0,0,0.136047078,0,0,0.067184513,0,0,0.120638405,0,0,0.069786972,0,0,0.193127241,0,0,0.123209132,0,0,0.243811829,0.733374391,0,0.050460814,0,0,0.086408166,0.383189118,0,0.148716129,0.76827081,0,0.087796624,0.440447003,0,0.363563508,0.209018912
399,0.85,0.180668588,0.029176678,0.092329957,0.113086805,1,0,0.076575232,0,0,0.179840636,0,0,0.20218644,0.837341064,0,0.563542683,0.473330774,0,0,0,0,0.107856672,0,0,0.12312325,0,0,0.099078203,0,0,0.081345387,0,0,0.224314935,0,0,0.116977104,0,0,0.221912474,0.631300447,0,0.036722542,0,0,0.055887659,0.311911328,0,0.20218644,0.837341064,0,0.08450278,0.471447193,0,0.296838721,0.172116183
400,0.85,0.115474992,0.015087328,0.036816848,0.062088723,1,0,0.062844342,0,0,0.197429396,0,0,0.216727889,0.879415163,0,0.49947587,0.380197488,0,0,0,0,0.086881967,0,0,0.144926257,0,0,0.075791821,0,0,0.07343598,0,0,0.231707456,0,0,0.094304542,0,0,0.183727983,0.510454261,0,0.03031817,0,0,0.024897598,0.25458696,0,0.216727889,0.879415163,0,0.075781805,0.454885815,0,0.169119202,0.15282174
401,0.85,0.019694237,0.02269646,0.02411564,0.054243787,1,0,0.044118798,0,0,0.209016061,0,0,0.228621652,0.8855,0,0.41048157,0.373120927,0,0,0,0,0.08451653,0,0,0.158443306,0,0,0.062493606,0,0,0.053582135,0,0,0.220923605,0,0,0.087836785,0,0,0.148915008,0.478620295,0,0.032763624,0,0,0.019349252,0.248965489,0,0.228621652,0.8855,0,0.063721697,0.367611967,0,0.089614089,0.190502098
402,0.85,0,0.033022489,0.013772104,0.057998744,1,0,0,0,0,0.198381683,0,0,0.224823313,0.877944262,0,0.363594864,0.387820859,0,0,0,0,0.072330097,0,0,0.160569462,0,0,0.036974035,0,0,0.020943379,0,0,0.209493918,0,0,0.076613542,0,0,0.108801947,0.490600241,0,0.040335276,0,0,0.026886615,0.282274396,0,0.224823313,0.877944262,0,0.045103414,0.236549523,0,0.100598145,0.277575077
403,0.85,0,0.040790031,0.00727402,0.036040947,1,0,0,0,0,0.192513908,0,0,0.219576492,0.875683403,0,0.445236315,0.508841736,0,0.025443863,0,0,0.067513856,0,0,0.16698044,0,0,0.014790099,0,0,0,0,0,0.181343793,0,0,0.055515039,0,0,0.101535477,0.575872191,0,0.073297429,0,0,0.039736744,0.312892742,0,0.219576492,0.875683403,0,0.036836625,0.160380561,0,0.189151355,0.369810784
404,0.85,0,0.039384085,0.011243587,0.03440082,1,0,0,0,0,0.156326479,0,0,0.204263141,0.873674572,0,0.608521249,0.754493716,0,0.057870142,0,0,0.097013747,0,0,0.146613895,0,0,0.025099398,0,0,0.024765701,0,0,0.151582338,0,0,0.048089782,0,0,0.129274351,0.659930557,0,0.107685943,0,0,0.059887568,0.378099143,0,0.204263141,0.873674572,0,0.03689159,0.137335652,0,0.304609571,0.464099634
405,0.85,0,0.077874954,0.029595884,0.049465191,1,0,0.051944961,0,0,0.134758732,0,0,0.175211662,0.879384492,0,0.717927842,0.847137225,0,0.057616652,0,0,0.13079926,0,0,0.120610789,0,0,0.074943107,0,0,0.051825632,0,0,0.12982216,0,0,0.059990737,0,0,0.165537367,0.71798571,0,0.122743135,0,0,0.089746505,0.485221169,0,0.175211662,0.879384492,0,0.045506871,0.146096347,0,0.383284073,0.531982134
406,0.85,0,0.097162702,0.046559315,0.055379438,1,0,0.065242213,0,0,0.14788325,0,0,0.147682572,0.885453606,0,0.767565896,0.864094074,0,0.073034071,0,0,0.14980567,0,0,0.106604047,0,0,0.134149041,0,0,0.075504172,0,0,0.111319248,0,0,0.08461567,0,0,0.198019455,0.755799997,0,0.115204583,0,0,0.12877227,0.581909249,0,0.147682572,0.885453606,0,0.052459092,0.187278998,0,0.534080148,0.604597595
407,0.85,0,0.116824396,0.058484099,0.071074894,1,0,0.063289402,0,0,0.096406298,0,0,0.1123412,0.8855,0,0.438950393,0.511645652,0,0,0,0,0.114547268,0,0,0.081010998,0,0,0.165994039,0,0,0.07313982,0,0,0.055766005,0,0,0.094367877,0,0,0.148592236,0.367689919,0,0.0348708,0,0,0.091862745,0.459540575,0,0.1123412,0.8855,0,0.018140143,0.13145959,0,0.745522036,0.703579537
408,0.85,0,0.095042658,0.083056044,0.101063427,1,0,0.102415208,0,0,0.053811938,0,0,0.110018387,0.885310445,0,0.599064368,0.651750327,0,0,0,0,0.134858862,0,0,0.046099952,0,0,0.214384129,0,0,0.097595102,0,0,0.096379335,0,0,0.123710177,0,0,0.201163909,0.650611285,0,0.051131815,0,0,0.131224574,0.557453085,0,0.110018387,0.885310445,0,0.01283606,0.157990532,0,0.912135453,0.728279514
409,0.85,0,0.115651176,0.114988089,0.125012868,1,0.050182792,0.096325497,0,0.130704897,0.051065927,0,0.08714461,0.094145654,0.777595152,0.051513586,0.783715763,0.733771302,0.084832321,0.048046521,0,0.012259468,0.107277348,0,0.168588655,0.025411897,0,0.017181356,0.161979634,0,0.042673266,0.112976784,0,0.070753305,0.139378627,0,0.030473114,0.113292869,0,0.03227359,0.224222562,0.811946573,0.055520208,0.074986595,0,0.083039375,0.189135869,0.716222046,0.08714461,0.094145654,0.777595152,0.126520977,0.031580584,0.338260837,0.111821675,0.97918116,0.731513818
410,0.85,0,0.156306914,0.159675638,0.154316936,1,0.118900669,0.04369747,0,0.342367064,0.211922926,0,0.189666588,0.132712158,0.687714164,0.152753945,0.769387192,0.771764714,0.191436404,0.090862065,0,0.11182614,0.099721758,0,0.346963245,0.082676995,0,0.125597848,0.108242645,0,0.116681379,0.059309407,0,0.158608301,0.22386013,0,0.112838344,0.124224315,0,0.168946635,0.263099616,0.869499586,0.187715287,0.080356801,0,0.198170593,0.282796024,0.84068894,0.189666588,0.132712158,0.687714164,0.308497703,0.08698097,0.54853139,0.267027128,0.998119539,0.790838724
411,0.85,0,0.164257781,0.183898071,0.174903236,1,0.218304015,0.087362374,0,0.449504945,0.373311254,0,0.261814616,0.223081506,0.765329837,0.277264264,0.801361014,0.809972538,0.260081886,0.319728618,0,0.29207062,0.148832181,0,0.462676453,0.173171617,0,0.291325647,0.142890369,0,0.231148347,0.109343753,0,0.212202823,0.414809114,0,0.199516617,0.146618707,0,0.339922147,0.421897621,0.8855,0.28915274,0.150927231,0,0.294093188,0.477043839,0.878514988,0.261814616,0.223081506,0.765329837,0.413160778,0.151018989,0.714582701,0.366905349,1,0.824648304
412,0.85,0,0.146551517,0.169923818,0.16133405,1,0.279636461,0.216787108,0,0.558222499,0.581266686,0,0.411761187,0.389301644,0.786879443,0.36023328,0.744555814,0.678581212,0.387478573,0.384045851,0,0.371851441,0.361715016,0,0.549583245,0.283111606,0,0.401498541,0.37354268,0,0.310155941,0.187503699,0,0.294009746,0.461629689,0,0.339168518,0.317298026,0,0.42713008,0.717802807,0.884405178,0.410873892,0.321924578,0,0.414846926,0.687491967,0.884684288,0.411761187,0.389301644,0.786879443,0.520418807,0.333736085,0.884266573,0.418474922,0.99970889,0.824837646
413,0.85,0,0.140179637,0.148921215,0.139621118,1,0.356800964,0.179285779,0,0.468884782,0.895618772,0,0.417518013,0.641552411,0.821697347,0.364330835,0.796844736,0.782305013,0.419323035,0.491511138,0,0.413372482,0.70619172,0,0.500393688,0.633172981,0,0.371227568,0.811778725,0,0.337960352,0.233563459,0,0.331484898,0.476049488,0,0.318792961,0.497675065,0,0.424793056,0.928551196,0.882373976,0.48282516,0.552034157,0,0.442891386,0.708350293,0.885025603,0.417518013,0.641552411,0.821697347,0.46845909,0.688979599,0.8855,0.353130191,0.999467672,0.810960396
414,0.85,0,0.037662924,0.129155638,0.129621972,1,0.363284374,0.304909857,0,0.557387231,0.884577182,0,0.528426975,0.737762882,0.817289674,0.392491958,0.934918758,0.88246938,0.489058723,0.779970662,0,0.480730254,0.980826439,0,0.551056077,0.757526539,0,0.432210854,0.983891311,0,0.388954753,0.3995479,0,0.415561059,0.526422943,0,0.371996881,0.782843085,0,0.496079123,0.991003832,0.885328007,0.487109325,0.866943072,0,0.510148621,0.756860586,0.884414283,0.528426975,0.737762882,0.817289674,0.540263997,0.669671925,0.8855,0.378848287,0.99877621,0.793736683
415,0.85,0,0.033008441,0.105304639,0.10719608,1,0.407042419,0.770431849,0,0.475258976,0.900774813,0,0.419097052,0.889139605,0.856265818,0.50841525,0.997181736,0.8855,0.409845421,0.956889113,0,0.412228736,0.968043347,0,0.452413391,0.868882259,0,0.390398532,0.889887433,0,0.405378855,0.678875525,0,0.373425525,0.585226721,0,0.324617475,0.875060388,0,0.427938146,0.95467094,0.8855,0.440784123,0.975552418,0,0.399795794,0.899957736,0.883887309,0.419097052,0.889139605,0.856265818,0.471295039,0.761618915,0.8855,0.266708355,0.99734684,0.754961265
