Time_Index,KR_nuclear,KR_utilitypv,onwind,offwind-ac,offwind-dc,availability_one,SEL_solar,SEL_onwind,SEL_offwind-dc,PUS_solar,PUS_onwind,PUS_offwind-dc,TAE_solar,TAE_onwind,TAE_offwind-dc,INC_solar,INC_onwind,INC_offwind-dc,KWJ_solar,KWJ_onwind,KWJ_offwind-dc,DJJ_solar,DJJ_onwind,DJJ_offwind-dc,USN_solar,USN_onwind,USN_offwind-dc,SJG_solar,SJG_onwind,SJG_offwind-dc,GGI_solar,GGI_onwind,GGI_offwind-dc,GWN_solar,GWN_onwind,GWN_offwind-dc,CNB_solar,CNB_onwind,CNB_offwind-dc,CNA_solar,CNA_onwind,CNA_offwind-dc,JNB_solar,JNB_onwind,JNB_offwind-dc,JNA_solar,JNA_onwind,JNA_offwind-dc,GNB_solar,GNB_onwind,GNB_offwind-dc,GNA_solar,GNA_onwind,GNA_offwind-dc,JEJ_solar,JEJ_onwind,JEJ_offwind-dc
4071,0.85,0.164403702,0.052033258,0.066920077,0.271713601,,0,0,0,0,0,0,0,0,0.018273232,0,0.251696376,0.290699192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014654861,0.139090773,0,0,0,0,0.010512918,0.039978928,0,0,0.018273232,0,0,0.05060861,0,0,0.025795676
4072,0.85,0.111010925,0.049482871,0.080735902,0.291107161,,0,0,0,0,0,0,0,0,0,0,0.305739676,0.339062339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030388941,0.207162556,0,0,0,0,0,0.018125861,0,0,0,0,0,0.015445021,0,0,0.023055447
4073,0.85,0.062560495,0.05201672,0.084327899,0.294360351,,0,0.012578982,0,0,0,0,0,0,0,0,0.365339954,0.376322678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049263471,0.267001011,0,0,0,0,0,0.024232331,0,0,0,0,0,0.010242112,0,0,0.015631205
4074,0.85,0.022069787,0.019030867,0.037094197,0.198164537,,0,0.031240154,0,0,0,0,0,0,0,0,0.337813938,0.323795881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069000057,0.290685055,0,0,0,0,0,0.026688356,0,0,0,0,0,0,0,0,0.013262785
4075,0.85,0,0.019565261,0.023937207,0.174197858,,0,0.039300891,0,0,0,0,0,0,0,0,0.301728063,0.252657501,0,0,0,0,0,0,0,0,0,0,0.011945096,0,0,0,0,0,0,0,0,0,0,0,0.086556424,0.318632109,0,0,0,0,0,0.042859492,0,0,0,0,0,0,0,0,0.018528322
4076,0.85,0,0.022214542,0.014603399,0.132044839,,0,0.037129908,0,0,0,0,0,0,0,0,0.281605809,0.205784542,0,0,0,0,0,0,0,0,0,0,0.016785125,0,0,0,0,0,0,0,0,0,0,0,0.110357682,0.335059743,0,0,0,0,0,0.06803768,0,0,0,0,0,0,0,0,0.022693073
4077,0.85,0,0.014805215,0.005948271,0.082466986,,0,0.014278483,0,0,0,0,0,0,0,0,0.275718726,0.223134432,0,0,0,0,0,0,0,0,0,0,0.020750155,0,0,0,0,0,0,0,0,0,0,0,0.114153825,0.325144338,0,0,0,0,0,0.093501904,0,0,0,0,0,0,0,0,0.014569724
4078,0.85,0,0.01049962,0.007935334,0.047717992,,0,0.034951106,0,0,0,0,0,0,0,0,0.3380442,0.2984423,0,0,0,0,0,0,0,0,0,0,0.012196979,0,0,0.011534731,0,0,0,0,0,0,0,0,0.105911392,0.343453122,0,0,0,0,0,0.085448387,0,0,0,0,0,0,0,0,0
4079,0.85,0,0.008794285,0.009038579,0.032110966,,0.042125324,0,0,0.064004273,0,0,0.058506407,0,0,0.043761291,0.120331012,0.079941277,0.050373283,0,0,0.055745123,0,0,0.064137893,0,0,0.054882543,0,0,0.045889775,0,0,0.05244132,0,0,0.054221182,0,0,0.052285453,0.051782053,0.190583618,0.054808624,0,0,0.046207208,0,0.054244905,0.058506407,0,0,0.059055508,0,0,0.037795427,0,0
4080,0.85,0,0.008215326,0.011296266,0.035315937,,0.141890155,0.014007002,0,0.17981929,0,0,0.168821972,0,0,0.154636948,0.288739154,0.219794035,0.164054026,0,0,0.157995441,0,0,0.17309526,0,0,0.159199341,0,0,0.151401548,0,0,0.173157127,0,0,0.166664008,0,0,0.149440508,0.066630538,0.314198472,0.15398697,0,0,0.160166998,0,0.054694253,0.168821972,0,0,0.176293249,0,0,0.167585239,0,0
4081,0.85,0,0.011212493,0.017077827,0.045832224,,0.284451081,0.055620912,0,0.327645189,0,0,0.297116951,0,0,0.297199743,0.521092853,0.401723591,0.286812782,0,0,0.292683156,0,0,0.308531252,0,0,0.298983817,0.010522878,0,0.29380927,0.020576004,0,0.316645481,0,0,0.305474387,0,0,0.286031222,0.125870292,0.511794131,0.291779336,0,0,0.275245228,0,0.061183733,0.297116951,0,0,0.322836274,0,0,0.309550834,0,0
4082,0.85,0,0.021713502,0.026266794,0.064470122,,0.430936467,0.137038756,0,0.450871983,0,0,0.418072244,0,0,0.422843195,0.594021461,0.423061991,0.426903046,0,0,0.418716414,0.022236227,0,0.432597601,0,0,0.424105218,0.059155386,0,0.434104713,0.082932064,0,0.455690789,0.021587822,0,0.434153535,0.014048174,0,0.416768893,0.20890165,0.690477381,0.428672321,0,0,0.410364941,0,0.089787069,0.418072244,0,0,0.446483912,0,0,0.420587687,0,0
4083,0.85,0,0.034153086,0.040675387,0.101654886,,0.514145503,0.193914202,0,0.524848045,0,0,0.532138389,0.011732137,0.030552013,0.500623742,0.590243439,0.374286487,0.503622089,0,0,0.527169079,0.072533797,0,0.536418546,0,0,0.518839505,0.120976594,0,0.509561945,0.144698427,0,0.529422937,0.077636522,0,0.529813452,0.050573593,0,0.504505389,0.305067162,0.760456476,0.526323143,0.029575702,0,0.494910147,0,0.12702182,0.532138389,0.011732137,0.030552013,0.523580012,0,0,0.526200519,0,0
4084,0.85,0,0.035716461,0.056145375,0.144381888,,0.531158711,0.26295728,0,0.533930098,0,0,0.588524501,0.034176267,0.067285466,0.510047001,0.565495582,0.297529179,0.530558613,0.013650062,0,0.585590528,0.138371551,0,0.564132538,0,0,0.579246927,0.215245864,0,0.532366892,0.202594182,0,0.558978832,0.13336094,0,0.585771198,0.098231679,0,0.563515198,0.394814243,0.779491976,0.562456801,0.069960725,0,0.542479644,0,0.171851848,0.588524501,0.034176267,0.067285466,0.549003676,0,0,0.595224595,0,0
4085,0.85,0,0.035551008,0.068848881,0.162259785,,0.532260783,0.350160114,0,0.51428086,0.021177967,0,0.595742048,0.069695463,0.134983101,0.519741878,0.541510664,0.201401825,0.605589972,0.052720656,0,0.588895136,0.251094005,0,0.554781194,0.021187577,0,0.577460494,0.344995237,0,0.528245781,0.249822847,0,0.559647818,0.187477347,0,0.58182625,0.172533553,0,0.574059739,0.49369943,0.728087096,0.604170744,0.126179146,0,0.604449615,0.022220623,0.235313049,0.595742048,0.069695463,0.134983101,0.543731928,0.027259446,0,0.627010049,0,0
4086,0.85,0.047389981,0.035696546,0.122031434,0.194183873,,0.55751709,0.386250888,0,0.558926419,0.072092999,0,0.559769462,0.121710725,0.206897854,0.549843841,0.535366693,0.165009132,0.58614438,0.089807635,0,0.579696649,0.370050274,0,0.560613154,0.077033278,0,0.568954738,0.466301953,0,0.533527788,0.303182936,0,0.492711987,0.208559986,0,0.565444198,0.2884701,0,0.561814292,0.576365885,0.615289981,0.590954528,0.186361742,0,0.592999927,0.052290727,0.290490453,0.559769462,0.121710725,0.206897854,0.559446827,0.062748076,0,0.611525091,0,0
4087,0.85,0.158238062,0.030174674,0.109660136,0.185167405,,0.442301428,0.459617349,0,0.500924172,0.118044243,0,0.50091489,0.170760578,0.260010529,0.447600359,0.52325131,0.175281608,0.538838018,0.106314127,0,0.530144834,0.443131905,0,0.496537461,0.13202081,0,0.522882408,0.550327685,0,0.458862364,0.303864623,0,0.451775953,0.233174153,0,0.514929421,0.371920643,0,0.521721215,0.595115311,0.520020617,0.53923779,0.229575523,0,0.54437497,0.063823104,0.318301758,0.50091489,0.170760578,0.260010529,0.508055096,0.083058112,0,0.556692263,0,0
4088,0.85,0.272148062,0.033393881,0.086601262,0.166494294,,0.421173558,0.401183872,0,0.398795704,0.127265185,0,0.391717705,0.197896237,0.217028631,0.435760017,0.51014682,0.228354758,0.457118863,0.111408055,0,0.439078538,0.51752761,0,0.410855458,0.166043315,0,0.432814483,0.595717881,0,0.411581567,0.244270912,0,0.347413714,0.156693326,0,0.41655589,0.383676792,0,0.431228137,0.601025672,0.47727556,0.44952093,0.258220679,0,0.453754792,0.067809809,0.341355616,0.391717705,0.197896237,0.217028631,0.375904793,0.087255572,0.012459184,0.46312641,0,0
4089,0.85,0.364690624,0.036683172,0.076850732,0.155504798,,0.324118157,0.299699784,0,0.271446111,0.132454637,0,0.283449547,0.171614884,0.29245342,0.327811255,0.465366633,0.290526725,0.338842472,0.120535523,0,0.321253509,0.489041056,0,0.263874639,0.162864629,0,0.316936244,0.548490052,0,0.313165612,0.220877602,0,0.243080246,0.093615717,0,0.304640076,0.344481295,0,0.31322485,0.532603541,0.42522299,0.321159965,0.2567245,0,0.333181871,0.072674477,0.347413709,0.283449547,0.171614884,0.29245342,0.26158449,0.085833887,0.035991075,0.338242526,0,0
4090,0.85,0.423172525,0.046883564,0.070337411,0.15558939,,0.184422699,0.186463435,0,0.161031837,0.139076894,0,0.154474762,0.182771815,0.535133051,0.190581258,0.401471214,0.353590613,0.189745916,0.136346847,0,0.18179546,0.388379675,0,0.153883515,0.164687494,0,0.180419733,0.407829021,0,0.180732134,0.158403377,0,0.150245616,0.132516108,0,0.169633302,0.314862115,0,0.182523012,0.407529127,0.379169226,0.185021817,0.197562025,0,0.188584652,0.075586686,0.298818599,0.154474762,0.182771815,0.535133051,0.164066526,0.088508264,0.058125975,0.190302869,0,0
4091,0.85,0.502692217,0.050976995,0.066179864,0.139960897,,0.059444665,0.146451147,0,0.041864124,0.147943611,0,0.043089701,0.204702149,0.3906797,0.062516347,0.151416799,0.189498314,0.05859161,0.078784946,0,0.054052223,0.43239691,0,0.04114447,0.168804288,0,0.055188111,0.427755558,0,0.058386713,0.090213194,0,0.049383881,0.117755272,0,0.051195053,0.31721165,0,0.058139314,0.29285161,0.236234495,0.056138394,0.171280674,0,0.057596068,0.044364615,0.159911882,0.043089701,0.204702149,0.3906797,0.045881319,0.088670477,0.053593491,0.059261446,0,0
4092,0.85,0.535150411,0.048055366,0.069287014,0.098694554,,0,0.099414033,0,0,0.148478965,0,0,0.160520642,0.793210242,0,0.11261452,0.106282633,0,0.043194168,0,0,0.41204697,0,0,0.141094511,0,0,0.392108558,0,0,0.049764598,0,0,0.075273797,0,0,0.280082261,0,0,0.276820958,0.158839016,0,0.150250919,0,0,0.03283398,0.12526263,0,0.160520642,0.793210242,0,0.08628844,0.055406575,0,0,0
4093,0.85,0.509889786,0.048414745,0.079808621,0.075505463,,0,0.027521455,0,0,0.103066274,0,0,0.153780119,0.868676777,0,0.122538454,0.103690158,0,0.035959857,0,0,0.318580001,0,0,0.097548493,0,0,0.265185047,0,0,0.025803005,0,0,0.081528883,0,0,0.200210599,0,0,0.208427253,0.133199693,0,0.127742835,0,0,0.028476063,0.119864594,0,0.153780119,0.868676777,0,0.057136355,0.053553221,0,0,0
4094,0.85,0.444242601,0.054001153,0.103900159,0.08153448,,0,0,0,0,0.094694185,0,0,0.178001689,0.8855,0,0.173735604,0.158384505,0,0.046024005,0,0,0.258200385,0,0,0.094231747,0,0,0.178444089,0,0,0.017794426,0,0,0.116848177,0,0,0.159221941,0,0,0.157660248,0.156944951,0,0.130086608,0,0,0.031184008,0.121783557,0,0.178001689,0.8855,0,0.050491811,0.058873113,0,0,0
4095,0.85,0.361053958,0.062425119,0.132584477,0.103467506,,0,0,0,0,0.105060505,0,0,0.191072242,0.8855,0,0.220954705,0.206717246,0,0.064375943,0,0,0.237978026,0,0,0.103770669,0,0,0.141882834,0,0,0.015138296,0,0,0.132176302,0,0,0.149604048,0,0,0.126261133,0.175208977,0,0.140166756,0,0,0.04768249,0.126009918,0,0.191072242,0.8855,0,0.062530894,0.092456504,0,0,0
4096,0.85,0.266964459,0.077667278,0.166652558,0.12981934,,0,0,0,0,0.131287701,0,0,0.196074156,0.876228271,0,0.266771827,0.200124673,0,0.057495325,0,0,0.209843056,0,0,0.119001821,0,0,0.110550951,0,0,0.012316619,0,0,0.107287894,0,0,0.133470261,0,0,0.101503113,0.204761532,0,0.125903136,0,0,0.058904967,0.119911894,0,0.196074156,0.876228271,0,0.076553425,0.142067508,0,0,0
4097,0.85,0.149937481,0.090726568,0.184770388,0.135243562,,0,0,0,0,0.149020934,0,0,0.193377706,0.641336255,0,0.263119251,0.155178855,0,0.039493994,0,0,0.148757671,0,0,0.12404218,0,0,0.078511809,0,0,0,0,0,0.069809117,0,0,0.096971533,0,0,0.078374737,0.20235875,0,0.089094319,0,0,0.056683363,0.117264366,0,0.193377706,0.641336255,0,0.084970868,0.182771243,0,0,0
4098,0.85,0.053875532,0.113658555,0.183425015,0.178510545,,0,0,0,0,0.163156621,0,0,0.165706587,0.367704979,0,0.212459545,0.115943924,0,0.017016352,0,0,0.095522764,0,0,0.125471598,0,0,0.04769389,0,0,0,0,0,0.040672157,0,0,0.061556027,0,0,0.053076042,0.167849183,0,0.046001099,0,0,0.040454769,0.10017067,0,0.165706587,0.367704979,0,0.078323888,0.218323623,0,0,0
4099,0.85,0,0.087504953,0.168062604,0.143086575,,0,0,0,0,0.154143576,0,0,0.132275352,0.212005019,0,0.141882031,0.087939974,0,0,0,0,0.055396995,0,0,0.093737468,0,0,0.019968044,0,0,0,0,0,0.024883588,0,0,0.037907867,0,0,0.031794735,0.120814331,0,0.017336858,0,0,0.032390353,0.082338674,0,0.132275352,0.212005019,0,0.06361377,0.200949436,0,0.010322743,0
4100,0.85,0,0.070692133,0.139844144,0.09903248,,0,0,0,0,0.115519579,0,0,0.105674613,0.144277604,0,0.093260591,0.07449918,0,0,0,0,0.024661817,0,0,0.061487057,0,0,0,0,0,0,0,0,0.018432369,0,0,0.022373828,0,0,0.013779442,0.083793969,0,0,0,0,0.033535627,0.075075749,0,0.105674613,0.144277604,0,0.051977229,0.185307087,0,0,0
4101,0.85,0,0.052318042,0.122779054,0.091794739,,0,0,0,0,0.083236271,0,0,0.090851551,0.16122004,0,0.06831043,0.069127576,0,0,0,0,0,0,0,0.050698568,0,0,0,0,0,0,0,0,0.015845539,0,0,0.013597372,0,0,0,0.063003937,0,0,0,0,0.039547999,0.074462773,0,0.090851551,0.16122004,0,0.046104595,0.21371758,0,0,0
4102,0.85,0,0.053268312,0.123713147,0.096668674,,0,0,0,0,0.050731481,0,0,0.071585152,0.288120447,0,0.061802065,0.070371035,0,0,0,0,0,0,0,0.034146902,0,0,0,0,0,0,0,0,0.010632135,0,0,0,0,0,0,0.053851751,0,0,0,0,0.034426547,0.070032385,0,0.071585152,0.288120447,0,0.034452241,0.251166044,0,0,0
4103,0.85,0,0.056827386,0.12131729,0.101581125,,0.050241916,0,0,0.058157019,0,0,0.057397122,0.043302519,0.577484522,0.042825198,0.025287087,0.029017961,0.043043663,0,0,0.04997215,0,0,0.060990725,0.01806375,0,0.050219649,0,0,0.049403869,0,0,0.048980058,0,0,0.049739092,0,0,0.048384727,0,0.043691621,0.045623933,0,0,0.041903895,0.010946223,0.033745553,0.057397122,0.043302519,0.577484522,0.054468006,0,0.114941166,0.036012799,0,0
4104,0.85,0,0.051795915,0.112310322,0.108601557,,0.152156945,0,0,0.19176165,0,0,0.16091859,0.039727435,0.701523829,0.158073395,0.016037005,0.014593385,0.1703163,0,0,0.164137972,0,0,0.184672785,0.011085864,0,0.16138621,0,0,0.152571009,0,0,0.150708656,0,0,0.147162847,0,0,0.159300283,0,0.030994759,0.170649914,0,0,0.168178133,0,0.018653459,0.16091859,0.039727435,0.701523829,0.185397904,0,0.091676165,0.166455333,0,0
4105,0.85,0,0.043314633,0.104968915,0.124564862,,0.294247876,0,0,0.33782931,0,0,0.300198955,0.051538581,0.618710956,0.300488047,0,0,0.312796704,0,0,0.300910877,0,0,0.331079949,0.014605539,0,0.293356499,0,0,0.290396465,0,0,0.282084071,0.0183493,0,0.280252249,0,0,0.294185371,0,0.012438206,0.309287392,0,0,0.312720437,0,0.019510407,0.300198955,0.051538581,0.618710956,0.328739503,0,0.077192682,0.315583855,0,0
4106,0.85,0,0.039496171,0.115388877,0.133364072,,0.432428962,0,0,0.462180222,0.018320178,0,0.435515738,0.065419409,0.581520027,0.429546853,0,0,0.441690321,0,0,0.429979749,0,0,0.455528369,0.031155876,0,0.422172176,0,0,0.420119968,0,0,0.397676646,0.032003523,0,0.426650304,0.018769312,0,0.406230802,0,0,0.437749993,0,0,0.441660427,0,0.023770385,0.435515738,0.065419409,0.581520027,0.453849847,0.015131178,0.086834921,0.445497373,0,0
4107,0.85,0,0.040765235,0.12635675,0.133686095,,0.503362611,0,0,0.547672292,0,0,0.519663736,0.063248788,0.59332145,0.521382372,0,0,0.531222442,0.017551039,0,0.517422723,0.011947544,0,0.543999133,0.014408981,0,0.511719779,0,0,0.504427656,0,0,0.466155977,0.043625119,0,0.505940693,0.042710562,0,0.513863144,0,0,0.528061397,0.025239873,0,0.531330119,0.01093912,0.024539757,0.519663736,0.063248788,0.59332145,0.539266055,0.023076029,0.094339153,0.541190806,0,0
4108,0.85,0,0.036186271,0.102434319,0.112656632,,0.563453038,0.022888093,0,0.5996045,0,0,0.549078885,0.064494233,0.616826167,0.582287498,0.023482329,0.018953751,0.540873353,0.023322163,0,0.548515518,0.069976545,0,0.598334738,0.010030411,0,0.544249575,0.05641484,0,0.552685068,0.019421292,0,0.477153062,0.057964518,0,0.528919734,0.077650033,0,0.571768349,0.036463047,0,0.572768468,0.067547624,0,0.537260689,0.02230572,0.029973482,0.549078885,0.064494233,0.616826167,0.58855364,0.040742339,0.108546818,0.595981964,0,0
4109,0.85,0,0.034142971,0.093981572,0.103094847,,0.556951833,0.038734189,0,0.604119712,0,0,0.562896605,0.065884484,0.540584819,0.583684506,0.037536739,0.028186324,0.573537426,0.039589207,0,0.588239299,0.117822903,0,0.609914686,0.011821285,0,0.5908319,0.115363923,0,0.57015457,0.024430498,0,0.549370336,0.063291163,0,0.570795176,0.110437439,0,0.600078363,0.078205662,0,0.592922357,0.101239796,0,0.567877816,0.032055364,0.030271441,0.562896605,0.065884484,0.540584819,0.569341036,0.053336924,0.12189176,0.621913182,0,0.015488684
4110,0.85,0.043612628,0.019097949,0.089789866,0.121876451,,0.536711744,0.015483598,0,0.532093524,0,0,0.539481768,0.065541131,0.446809324,0.576721323,0.043366399,0.040027721,0.556390738,0.059576612,0,0.547808831,0.14761167,0,0.544107201,0.022416256,0,0.547109507,0.153190065,0,0.544216339,0.016072675,0,0.486775546,0.064224349,0,0.529076118,0.125340978,0,0.573532045,0.098718431,0.0119751,0.563873826,0.120963625,0,0.559118781,0.048530002,0.032562569,0.539481768,0.065541131,0.446809324,0.538635878,0.057477558,0.117737392,0.603557265,0,0.016660522
4111,0.85,0.144088316,0.023445116,0.086201349,0.109331892,,0.452459526,0.017343679,0,0.473865366,0.015093782,0,0.470486718,0.065853531,0.477516131,0.504207809,0.067898902,0.063977417,0.503345739,0.074289813,0,0.487420408,0.140971832,0,0.477903949,0.055513245,0,0.485568428,0.141395694,0,0.461082744,0.013877188,0,0.410650932,0.067618676,0,0.461944637,0.115749465,0,0.513136952,0.101803995,0.040813003,0.497922768,0.121403607,0,0.50488824,0.062008612,0.037137296,0.470486718,0.065853531,0.477516131,0.452973285,0.05453963,0.104833121,0.54969314,0,0.01229363
4112,0.85,0.273861551,0.041632925,0.083187944,0.085657154,,0.417797673,0.028507347,0,0.319983873,0.076834917,0,0.346940959,0.077862565,0.628365392,0.430550865,0.10255039,0.091427235,0.427020922,0.073514106,0,0.40545968,0.12669682,0,0.319103984,0.096780887,0,0.416134629,0.132653294,0,0.41654314,0.015528783,0,0.322508605,0.057993507,0,0.400547053,0.096875324,0,0.433658043,0.108543748,0.078750282,0.422300721,0.10578691,0,0.430810189,0.072736708,0.05202569,0.346940959,0.077862565,0.628365392,0.340822294,0.042873798,0.100312687,0.455686552,0,0
4113,0.85,0.428670831,0.052405956,0.056438601,0.06322018,,0.291641908,0,0,0.245493775,0.143949624,0,0.227607671,0.09394029,0.733726419,0.320459408,0.141380425,0.118154079,0.322369085,0.065619606,0,0.284237962,0.111694822,0,0.252658238,0.136520966,0,0.28879164,0.11312505,0,0.289993313,0.012888049,0,0.226139902,0.04111451,0,0.267390529,0.079810328,0,0.313304048,0.104949671,0.104256846,0.31179493,0.095353498,0,0.319580933,0.07574054,0.068734147,0.227607671,0.09394029,0.733726419,0.244294847,0.035366506,0.104029926,0.334834784,0,0
4114,0.85,0.532089424,0.066925237,0.038267942,0.050957927,,0.159482322,0,0,0.148624112,0.190057474,0,0.119372649,0.099258449,0.725455971,0.18342929,0.154168822,0.131253234,0.17699857,0.057927286,0,0.182675483,0.076354285,0,0.125389657,0.137559137,0,0.183790869,0.080675072,0,0.161709423,0,0,0.098453929,0.029080148,0,0.155720649,0.05338177,0,0.186297141,0.080502225,0.101417068,0.179506991,0.074331171,0,0.17708956,0.08223364,0.090139142,0.119372649,0.099258449,0.725455971,0.14862745,0.03082457,0.118847239,0.191101095,0,0
4115,0.85,0.592855631,0.07376361,0.030405635,0.044614854,,0.052985544,0,0,0.038644839,0.192169173,0,0.040015608,0.132944712,0.744037016,0.058335192,0.18568221,0.156417772,0.058825342,0.065589311,0,0.053887233,0.136036257,0,0.03492486,0.134714743,0,0.054137566,0.129863842,0,0.053699393,0,0,0.040264996,0.037754838,0,0.048335761,0.070590055,0,0.0583257,0.119388429,0.100917817,0.05701804,0.103485997,0,0.057401989,0.084744623,0.074310276,0.040015608,0.132944712,0.744037016,0.043627416,0.031581907,0.096947315,0.055719519,0,0
4116,0.85,0.615734015,0.084613079,0.04159901,0.040609849,,0,0,0,0,0.223600214,0,0,0.128510894,0.655684838,0,0.155500932,0.092242133,0,0.029705336,0,0,0.044818174,0,0,0.146944243,0,0,0.039938935,0,0,0,0,0,0.030807962,0,0,0.022368856,0,0,0.059219414,0.091652374,0,0.035925256,0,0,0.082780336,0.069145238,0,0.128510894,0.655684838,0,0.043958681,0.060698602,0,0,0
4117,0.85,0.594962884,0.094460399,0.070305856,0.041309684,,0,0,0,0,0.275889537,0,0,0.113567164,0.456105261,0,0.075488289,0.022436482,0,0,0,0,0,0,0,0.171411545,0,0,0,0,0,0,0,0,0.029927279,0,0,0,0,0,0.021312155,0.062911359,0,0,0,0,0.071171298,0.079366578,0,0.113567164,0.456105261,0,0.10019977,0.06445746,0,0.018985868,0
4118,0.85,0.540696781,0.106997113,0.093995738,0.045489221,,0,0,0,0,0.307621587,0,0,0.10974609,0.353246703,0,0.018251321,0,0,0,0,0,0,0,0,0.181125417,0,0,0,0,0,0,0,0,0.020095456,0,0,0,0,0,0,0.046081371,0,0,0,0,0.047697586,0.063752343,0,0.10974609,0.353246703,0,0.169226745,0.367110503,0,0.034249943,0
4119,0.85,0.447180915,0.107219134,0.09136903,0.037881554,,0,0,0,0,0.275070365,0,0,0.059074015,0.275556691,0,0,0,0,0.011855914,0,0,0,0,0,0.13390815,0,0,0,0,0,0.019277377,0,0,0.014616893,0,0,0,0,0,0,0.036605808,0,0,0,0,0.053932149,0.063971851,0,0.059074015,0.275556691,0,0.140992476,0.761019832,0,0.028439082,0
4120,0.85,0.322435965,0.095005773,0.089567232,0.038253588,,0,0,0,0,0.229847367,0,0,0.039515759,0.246284097,0,0.016233711,0.02514179,0,0.010826659,0,0,0.014108935,0,0,0.096255769,0,0,0,0,0,0.018865754,0,0,0.010332377,0,0,0.048984277,0,0,0,0.028051075,0,0,0,0,0.079259211,0.127628931,0,0.039515759,0.246284097,0,0.106672552,0.766234557,0,0.014963659,0
4121,0.85,0.18517923,0.082386286,0.093841552,0.052545704,,0,0,0,0,0.198379773,0,0,0.029789089,0.208514965,0,0.016083693,0.022859501,0,0,0,0,0.012807399,0,0,0.082803083,0,0,0,0,0,0.014209687,0,0,0,0,0,0.040134322,0,0,0,0.040679839,0,0,0,0,0.104227662,0.180828761,0,0.029789089,0.208514965,0,0.078708447,0.645928878,0,0,0
4122,0.85,0.054803968,0.024114433,0.087148363,0.07575493,,0,0,0,0,0.165999002,0,0,0.016667531,0.183828858,0,0.028713574,0.012190114,0,0,0,0,0,0,0,0.0618415,0,0,0,0,0,0,0,0,0,0,0,0.021976536,0,0,0,0.029296615,0,0,0,0,0.131319304,0.18886842,0,0.016667531,0.183828858,0,0.061354507,0.556949843,0,0,0
4123,0.85,0,0.023031849,0.088948234,0.078642418,,0,0,0,0,0.159237263,0,0,0.01069786,0.165208394,0,0.013234742,0,0,0.033502321,0,0,0,0,0,0.056922422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160983922,0.166736108,0,0.01069786,0.165208394,0,0.051543261,0.461107711,0,0,0
4124,0.85,0,0.023192951,0.093600141,0.079604122,,0,0,0,0,0.154477731,0,0,0,0.146798733,0,0,0,0,0.03523269,0,0,0,0,0,0.049571088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144353029,0.161172045,0,0,0.146798733,0,0.047961811,0.405511826,0,0,0
4125,0.85,0,0.015104532,0.092226966,0.079144586,,0,0,0,0,0.144557847,0,0,0,0.158644923,0,0,0.016840238,0,0.025012683,0,0,0,0,0,0.04517124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122964468,0.178003193,0,0,0.158644923,0,0.046757845,0.405684565,0,0,0.010694997
4126,0.85,0,0.013086712,0.08745574,0.076509592,,0,0.010028884,0,0,0.142189517,0,0,0,0.168466794,0,0.019851005,0.02327561,0,0.025750866,0,0,0,0,0,0.049394651,0,0,0,0,0,0.011982001,0,0,0,0,0,0,0,0,0.011795048,0.024781369,0,0,0,0,0.112421645,0.191780312,0,0,0.168466794,0,0.045741056,0.404286988,0,0.042899983,0
4127,0.85,0,0.010984394,0.073749208,0.071151467,,0.044985089,0,0,0.052415978,0.081812288,0,0.04026457,0,0.201442897,0.04265603,0.058761175,0.038182204,0.042719657,0.014260818,0,0.045949729,0,0,0.047095114,0.032944445,0,0.045318177,0,0,0.044703969,0,0,0.037950911,0,0,0.045186997,0,0,0.041004291,0,0.038609845,0.041935268,0,0,0.040725235,0.046077219,0.121820588,0.04026457,0,0.201442897,0.045368241,0.016398932,0.211865974,0.035052361,0.05886216,0
4128,0.85,0,0.00960019,0.06209361,0.070039783,,0.143687471,0,0,0.164872343,0.09137908,0,0.132701388,0.011133018,0.193330178,0.140996228,0.040516342,0.041288173,0.162135531,0.020516195,0,0.13936942,0,0,0.157497701,0.050558948,0,0.129207798,0,0,0.137456738,0,0,0.120571076,0,0,0.130556432,0,0,0.128597379,0,0.034136142,0.149459789,0,0,0.156221286,0.083365919,0.225524616,0.132701388,0.011133018,0.193330178,0.138502898,0.017636511,0.193200344,0.157999183,0.128057833,0.010316804
4129,0.85,0,0.013713633,0.059104481,0.064834322,,0.279337873,0,0,0.303188756,0.094227621,0,0.208270496,0.01201983,0.145630216,0.274066938,0.04039036,0.054874786,0.298118535,0.043760402,0,0.26921465,0,0,0.282358105,0.05365133,0,0.265051787,0,0,0.27737011,0,0,0.235543132,0,0,0.24846408,0,0,0.257309373,0,0.044154217,0.27897613,0,0,0.293638127,0.108182739,0.32100922,0.208270496,0.01201983,0.145630216,0.26775453,0.022717531,0.209694657,0.30208706,0.177240368,0.016766788
