bus,id,name,kind,p_mw,q_mvar,in_service
90042,R1,영월복합_SW_ShR5,SWITCHED,0.0,100.0,0
20062,R1,신중부_ShR5,SWITCHED,0.0,100.0,0
20023,R2,신김제_ShR5,SWITCHED,0.0,100.0,0
20023,R3,신김제_ShR6,SWITCHED,0.0,100.0,0
90033,R1,율촌복합_SW_ShR5,SWITCHED,0.0,100.0,0
90033,R2,율촌복합_SW_ShR6,SWITCHED,0.0,100.0,0
90033,R3,율촌복합_SW_ShR7,SWITCHED,0.0,100.0,0
90033,R4,율촌복합_SW_ShR8,SWITCHED,0.0,100.0,0
90045,R1,광양_SW_ShR5,SWITCHED,0.0,100.0,0
90045,R2,광양_SW_ShR6,SWITCHED,0.0,100.0,0
90045,R3,광양_SW_ShR7,SWITCHED,0.0,100.0,0
90045,R4,광양_SW_ShR8,SWITCHED,0.0,100.0,0
20016,R2,신경산_ShR5,SWITCHED,0.0,100.0,0
20016,R3,신경산_ShR6,SWITCHED,0.0,100.0,0
20016,R4,신경산_ShR7,SWITCHED,0.0,100.0,0
20076,R2,동부산_ShR5,SWITCHED,0.0,100.0,0
20076,R3,동부산_ShR6,SWITCHED,0.0,100.0,0
20076,R4,동부산_ShR7,SWITCHED,0.0,100.0,0
20001,R2,북부산_ShR8,SWITCHED,0.0,100.0,0
20001,R3,북부산_ShR5,SWITCHED,0.0,100.0,0
20001,R4,북부산_ShR6,SWITCHED,0.0,100.0,0
20075,R2,서부산_ShR7,SWITCHED,0.0,100.0,0
90031,R1,영남복합_SW_ShR5,SWITCHED,0.0,100.0,0
