bus,name,region,base_kv,volt_class,type,area,area_name,zone,vm_pu,va_deg,vmax_pu,vmin_pu,in_service,lat,lon
60021,신광주_T23,광주광역시,23.0,23kV,PQ,4,호남,5,1.02821,5.2449,1.05,0.95,1,35.20856,126.9342
20022,신남원_345,전북특별자치도,345.0,345kV,PQ,4,호남,13,1.01639,3.7899,1.05,0.95,1,35.4516,127.46573
40100,신남원_154,전북특별자치도,154.0,154kV,PQ,4,호남,13,0.99896,4.2768,1.05,0.95,1,35.4516,127.46573
60022,신남원_T23,전북특별자치도,23.0,23kV,PQ,4,호남,13,1.01762,3.9975,1.05,0.95,1,35.4516,127.46573
20023,신김제_345,전북특별자치도,345.0,345kV,PQ,4,호남,13,1.00061,3.5106,1.05,0.95,1,35.75774,127.00603
40101,신김제_154,전북특별자치도,154.0,154kV,PQ,4,호남,13,1.00124,0.6921,1.05,0.95,1,35.75774,127.00603
60023,신김제_T23,전북특별자치도,23.0,23kV,PQ,4,호남,13,1.0007,2.3127,1.05,0.95,1,35.75774,127.00603
20024,의령_345,경상남도,345.0,345kV,PQ,5,영남,16,1.0148,-0.2818,1.05,0.95,1,35.34132,128.12923
40102,의령_154,경상남도,154.0,154kV,PQ,5,영남,16,1.0027,-2.012,1.05,0.95,1,35.34132,128.12923
60024,의령_T23,경상남도,23.0,23kV,PQ,5,영남,16,1.01392,-1.0164,1.05,0.95,1,35.34132,128.12923
20025,신마산_345,경상남도,345.0,345kV,PQ,5,영남,16,1.00682,-1.0771,1.05,0.95,1,35.28762,128.52528
40103,신마산_154,경상남도,154.0,154kV,PQ,5,영남,16,0.99682,-6.9453,1.05,0.95,1,35.28762,128.52528
60025,신마산_T23,경상남도,23.0,23kV,PQ,5,영남,16,1.00153,-3.5574,1.05,0.95,1,35.28762,128.52528
20026,신양산_345,부산광역시,345.0,345kV,PQ,5,영남,2,1.02786,-10.2075,1.05,0.95,1,35.24053,129.1792
40104,신양산_154,부산광역시,154.0,154kV,PQ,5,영남,2,0.99981,-13.3272,1.05,0.95,1,35.24053,129.1792
60026,신양산_T23,부산광역시,23.0,23kV,PQ,5,영남,2,1.02884,-11.5348,1.05,0.95,1,35.24053,129.1792
20027,광양_345,전라남도,345.0,345kV,PQ,4,호남,14,1.02268,5.7554,1.05,0.95,1,34.9701,127.62275
40105,광양_154,전라남도,154.0,154kV,PQ,4,호남,14,1.00012,3.3852,1.05,0.95,1,34.9701,127.62275
60027,광양_T23,전라남도,23.0,23kV,PQ,4,호남,14,1.02165,4.7492,1.05,0.95,1,34.9701,127.62275
40106,순천_154,전라남도,154.0,154kV,PQ,4,호남,14,0.99624,0.4624,1.05,0.95,1,34.95032,127.51344
70079,순천_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,0.99752,-3.4316,1.05,0.95,1,34.95032,127.51344
40107,공주_154,충청남도,154.0,154kV,PQ,3,충청,12,0.99321,-13.0295,1.05,0.95,1,36.48151,127.16072
70080,공주_D23,충청남도,22.9,22.9kV,PQ,3,충청,12,0.99825,-18.5693,1.05,0.95,1,36.48151,127.16072
40108,마천_154,경상남도,154.0,154kV,PQ,5,영남,16,0.99655,-9.4917,1.05,0.95,1,35.119,128.78269
70081,마천_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,1.00554,-13.0379,1.05,0.95,1,35.119,128.78269
40109,장유_154,경상남도,154.0,154kV,PQ,5,영남,16,0.99784,-8.9296,1.05,0.95,1,35.20643,128.79742
70082,장유_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,0.9977,-12.3605,1.05,0.95,1,35.20643,128.79742
40110,용인_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99371,-25.6501,1.05,0.95,1,37.22513,127.20832
70083,용인_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99605,-29.1651,1.05,0.95,1,37.22513,127.20832
20028,서서울_345,경기도,345.0,345kV,PQ,1,수도권,9,0.98215,-27.7657,1.05,0.95,1,37.31021,126.91656
40111,서서울_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99515,-29.2511,1.05,0.95,1,37.31021,126.91656
60028,서서울_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.97936,-28.3954,1.05,0.95,1,37.31021,126.91656
20029,화성_345,경기도,345.0,345kV,PQ,1,수도권,9,0.97295,-24.3025,1.05,0.95,1,37.13923,126.88816
40112,화성_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99813,-26.4443,1.05,0.95,1,37.13923,126.88816
60029,화성_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.97122,-25.2111,1.05,0.95,1,37.13923,126.88816
20030,신온양_345,충청남도,345.0,345kV,PQ,3,충청,12,0.968,-14.1624,1.05,0.95,1,36.87905,127.00743
40113,신온양_154,충청남도,154.0,154kV,PQ,3,충청,12,0.99557,-19.4368,1.05,0.95,1,36.87905,127.00743
60030,신온양_T23,충청남도,23.0,23kV,PQ,3,충청,12,0.96266,-16.3906,1.05,0.95,1,36.87905,127.00743
20031,신시흥_345,경기도,345.0,345kV,PQ,1,수도권,9,0.98541,-27.2827,1.05,0.95,1,37.36199,126.76185
40114,신시흥_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99745,-30.9225,1.05,0.95,1,37.36199,126.76185
60031,신시흥_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.98599,-28.8309,1.05,0.95,1,37.36199,126.76185
20032,신진천_345,충청북도,345.0,345kV,PQ,3,충청,11,0.97865,-17.4279,1.05,0.95,1,36.8216,127.38833
40115,신진천_154,충청북도,154.0,154kV,PQ,3,충청,11,0.99575,-21.4198,1.05,0.95,1,36.8216,127.38833
60032,신진천_T23,충청북도,23.0,23kV,PQ,3,충청,11,0.97317,-19.1138,1.05,0.95,1,36.8216,127.38833
20033,아산_345,충청남도,345.0,345kV,PQ,3,충청,12,0.96931,-13.8171,1.05,0.95,1,36.79108,126.9243
40116,아산_154,충청남도,154.0,154kV,PQ,3,충청,12,0.99908,-16.0906,1.05,0.95,1,36.79108,126.9243
60033,아산_T23,충청남도,23.0,23kV,PQ,3,충청,12,0.96554,-14.7793,1.05,0.95,1,36.79108,126.9243
40117,청주T1_154,충청북도,154.0,154kV,PQ,3,충청,11,0.99403,-20.1505,1.05,0.95,1,36.58301,127.36998
70084,청주T1_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,1.00452,-23.9029,1.05,0.95,1,36.58301,127.36998
40118,온양_154,충청남도,154.0,154kV,PQ,3,충청,12,0.99572,-17.6872,1.05,0.95,1,36.76544,127.04049
70085,온양_D23,충청남도,22.9,22.9kV,PQ,3,충청,12,1.00013,-24.3759,1.05,0.95,1,36.76544,127.04049
10001,신서산_765,충청남도,765.0,765kV,PQ,3,충청,12,0.99844,-5.2767,1.05,0.95,1,36.77134,126.63875
20034,신서산_345,충청남도,345.0,345kV,PQ,3,충청,12,0.98218,-5.3141,1.05,0.95,1,36.77134,126.63875
60034,신서산_T23,충청남도,23.0,23kV,PQ,3,충청,12,0.9986,-5.2723,1.05,0.95,1,36.77134,126.63875
40119,성현_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99264,-28.7029,1.05,0.95,1,37.42636,127.16279
70086,성현_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99655,-31.6168,1.05,0.95,1,37.42636,127.16279
20035,동서울_345,경기도,345.0,345kV,PQ,1,수도권,9,0.97698,-26.7739,1.05,0.95,1,37.51112,127.16763
40120,동서울_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99454,-30.776,1.05,0.95,1,37.51112,127.16763
60035,동서울_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.97574,-28.4727,1.05,0.95,1,37.51112,127.16763
20036,미금_345,경기도,345.0,345kV,PQ,1,수도권,9,0.97804,-27.5055,1.05,0.95,1,37.59622,127.18302
40121,미금_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99556,-29.7452,1.05,0.95,1,37.59622,127.18302
60036,미금_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.9771,-28.4564,1.05,0.95,1,37.59622,127.18302
20037,양주_345,경기도,345.0,345kV,PQ,1,수도권,9,0.98113,-30.1524,1.05,0.95,1,37.68421,126.92021
40122,양주_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99418,-32.0736,1.05,0.95,1,37.68421,126.92021
60037,양주_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.97834,-30.9665,1.05,0.95,1,37.68421,126.92021
20038,신영주_345,경상북도,345.0,345kV,PQ,5,영남,15,1.02,-7.5202,1.05,0.95,1,36.77534,128.56553
40123,신영주_154,경상북도,154.0,154kV,PQ,5,영남,15,1.00202,-8.7776,1.05,0.95,1,36.77534,128.56553
60038,신영주_T23,경상북도,23.0,23kV,PQ,5,영남,15,1.02104,-8.0549,1.05,0.95,1,36.77534,128.56553
10002,신태백_765,강원특별자치도,765.0,765kV,PQ,2,강원,10,1.00124,3.5885,1.05,0.95,1,37.25617,128.96152
20039,신태백_345,강원특별자치도,345.0,345kV,PQ,2,강원,10,1.00718,4.1234,1.05,0.95,1,37.25617,128.96152
60039,신태백_T23,강원특별자치도,23.0,23kV,PQ,2,강원,10,1.00104,3.5544,1.05,0.95,1,37.25617,128.96152
40124,두마_154,대전광역시,154.0,154kV,PQ,3,충청,6,0.99603,-10.7499,1.05,0.95,1,36.29864,127.23114
70087,두마_D23,대전광역시,22.9,22.9kV,PQ,3,충청,6,1.00133,-13.1039,1.05,0.95,1,36.29864,127.23114
40125,은진_154,전북특별자치도,154.0,154kV,PQ,4,호남,13,0.99629,-8.779,1.05,0.95,1,36.1777,127.11026
70088,은진_D23,전북특별자치도,22.9,22.9kV,PQ,4,호남,13,0.9999,-11.4044,1.05,0.95,1,36.1777,127.11026
40126,국사_154,충청북도,154.0,154kV,PQ,3,충청,11,0.99264,-21.4556,1.05,0.95,1,36.68113,127.3977
70089,국사_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,0.99851,-25.772,1.05,0.95,1,36.68113,127.3977
40127,동두천_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99302,-31.1243,1.05,0.95,1,37.88308,127.05746
70090,동두천_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00445,-35.014,1.05,0.95,1,37.88308,127.05746
40128,덕계_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99189,-31.6639,1.05,0.95,1,37.82885,127.05143
70091,덕계_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00334,-35.5417,1.05,0.95,1,37.82885,127.05143
40129,녹양_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99186,-32.0879,1.05,0.95,1,37.75641,127.01807
70092,녹양_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00455,-35.5233,1.05,0.95,1,37.75641,127.01807
10003,신가평_765,경기도,765.0,765kV,PQ,1,수도권,9,0.97091,-12.4528,1.05,0.95,1,37.61654,127.5031
20040,신가평_345,경기도,345.0,345kV,PQ,1,수도권,9,0.97037,-21.4731,1.05,0.95,1,37.61654,127.5031
60040,신가평_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.96958,-11.9487,1.05,0.95,1,37.61654,127.5031
40130,영일_154,경상북도,154.0,154kV,PQ,5,영남,15,1.0056,-12.4998,1.05,0.95,1,35.95841,129.36629
70093,영일_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,1.00383,-15.3325,1.05,0.95,1,35.95841,129.36629
20041,신화순_345,전라남도,345.0,345kV,PQ,4,호남,14,1.02162,5.2567,1.05,0.95,1,34.96462,126.9308
40131,신화순_154,전라남도,154.0,154kV,PQ,4,호남,14,0.99956,3.0904,1.05,0.95,1,34.96462,126.9308
60041,신화순_T23,전라남도,23.0,23kV,PQ,4,호남,14,1.02083,4.3368,1.05,0.95,1,34.96462,126.9308
40132,운천_154,경기도,154.0,154kV,PQ,1,수도권,9,0.9944,-29.2092,1.05,0.95,1,38.05558,127.27394
70094,운천_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99777,-32.3361,1.05,0.95,1,38.05558,127.27394
40133,하양_154,대구광역시,154.0,154kV,PQ,5,영남,3,1.00401,-12.9807,1.05,0.95,1,35.91804,128.79285
70095,하양_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,0.99744,-15.9622,1.05,0.95,1,35.91804,128.79285
40134,대송_154,경상북도,154.0,154kV,PQ,5,영남,15,1.00575,-12.4673,1.05,0.95,1,35.94854,129.37589
70096,대송_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,0.99458,-15.2288,1.05,0.95,1,35.94854,129.37589
40135,천북_154,경상북도,154.0,154kV,PQ,5,영남,15,1.00495,-12.5566,1.05,0.95,1,35.91451,129.24415
70097,천북_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,1.00112,-15.6534,1.05,0.95,1,35.91451,129.24415
40136,철원_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99302,-26.7215,1.05,0.95,1,38.17997,127.3319
70098,철원_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00453,-30.5864,1.05,0.95,1,38.17997,127.3319
20042,신양양_345,강원특별자치도,345.0,345kV,PQ,2,강원,10,0.98841,-6.9343,1.05,0.95,1,38.01549,128.55153
40137,신양양_154,강원특별자치도,154.0,154kV,PQ,2,강원,10,0.99472,-9.7549,1.05,0.95,1,38.01549,128.55153
60042,신양양_T23,강원특별자치도,23.0,23kV,PQ,2,강원,10,0.98673,-8.1308,1.05,0.95,1,38.01549,128.55153
20043,동해_345,강원특별자치도,345.0,345kV,PQ,2,강원,10,1.01498,3.205,1.05,0.95,1,37.51034,129.09957
40138,동해_154,강원특별자치도,154.0,154kV,PQ,2,강원,10,0.99897,-0.9828,1.05,0.95,1,37.51034,129.09957
60043,동해_T23,강원특별자치도,23.0,23kV,PQ,2,강원,10,1.01198,1.4308,1.05,0.95,1,37.51034,129.09957
20044,신제천_345,충청북도,345.0,345kV,PQ,3,충청,11,0.99587,-9.1314,1.05,0.95,1,37.17758,128.23254
40139,신제천_154,충청북도,154.0,154kV,PQ,3,충청,11,0.99519,-13.6527,1.05,0.95,1,37.17758,128.23254
60044,신제천_T23,충청북도,23.0,23kV,PQ,3,충청,11,0.99083,-11.0422,1.05,0.95,1,37.17758,128.23254
40140,강동_154,경기도,154.0,154kV,PQ,1,수도권,9,0.9942,-31.1653,1.05,0.95,1,37.53686,127.15093
70099,강동_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99565,-34.9978,1.05,0.95,1,37.53686,127.15093
20045,곤지암_345,경기도,345.0,345kV,PQ,1,수도권,9,0.98035,-23.7168,1.05,0.95,1,37.37142,127.33669
40141,곤지암_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99468,-26.0592,1.05,0.95,1,37.37142,127.33669
60045,곤지암_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.97805,-24.7098,1.05,0.95,1,37.37142,127.33669
40142,도봉_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99316,-31.1567,1.05,0.95,1,37.69718,127.05506
70100,도봉_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00452,-35.0746,1.05,0.95,1,37.69718,127.05506
20046,신파주_345,경기도,345.0,345kV,PQ,1,수도권,9,0.98294,-30.4725,1.05,0.95,1,37.73987,126.77118
40143,신파주_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99295,-31.9447,1.05,0.95,1,37.73987,126.77118
60046,신파주_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.983,-31.0981,1.05,0.95,1,37.73987,126.77118
20047,신덕은_345,경기도,345.0,345kV,PQ,1,수도권,9,0.98277,-30.4048,1.05,0.95,1,37.80535,126.76757
40144,신덕은_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99278,-31.5129,1.05,0.95,1,37.80535,126.76757
60047,신덕은_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.98285,-30.8757,1.05,0.95,1,37.80535,126.76757
40145,백석_154,경기도,154.0,154kV,PQ,1,수도권,9,0.9916,-31.9017,1.05,0.95,1,37.80971,126.99724
70101,백석_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00321,-35.7254,1.05,0.95,1,37.80971,126.99724
40146,금촌_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99301,-31.7981,1.05,0.95,1,37.76638,126.81412
70102,금촌_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99437,-35.6629,1.05,0.95,1,37.76638,126.81412
20048,서수원_345,경기도,345.0,345kV,PQ,1,수도권,9,0.98173,-27.9038,1.05,0.95,1,37.29203,126.96307
40147,서수원_154,경기도,154.0,154kV,PQ,1,수도권,9,0.9948,-29.162,1.05,0.95,1,37.29203,126.96307
60048,서수원_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.97899,-28.4373,1.05,0.95,1,37.29203,126.96307
40148,덕진_154,대전광역시,154.0,154kV,PQ,3,충청,6,0.99063,-15.7369,1.05,0.95,1,36.42141,127.38034
70103,덕진_D23,대전광역시,22.9,22.9kV,PQ,3,충청,6,0.99538,-18.3115,1.05,0.95,1,36.42141,127.38034
40149,용운_154,대전광역시,154.0,154kV,PQ,3,충청,6,0.99285,-14.4046,1.05,0.95,1,36.34264,127.45863
70104,용운_D23,대전광역시,22.9,22.9kV,PQ,3,충청,6,0.99654,-17.407,1.05,0.95,1,36.34264,127.45863
40150,대덕_154,대전광역시,154.0,154kV,PQ,3,충청,6,0.99084,-15.1949,1.05,0.95,1,36.37991,127.37797
70105,대덕_D23,대전광역시,22.9,22.9kV,PQ,3,충청,6,0.9946,-18.1669,1.05,0.95,1,36.37991,127.37797
