bus,id,name,p_mw,q_mvar,vset_pu,q_max_mvar,q_min_mvar,p_max_mw,p_min_mw,mbase_mva,reg_bus,is_slack,in_service
40063,WT203,풍력_양양,6.868,0.0,1.0,0.0,0.0,40.4,0.0,40.4,40063,0,1
40075,WT204,풍력_산지,34.525,0.0,1.0,0.0,0.0,203.09,0.0,203.1,40075,0,1
40163,WT205,풍력_양산,9.532,0.0,1.0,0.0,0.0,56.07,0.0,56.1,40163,0,1
40168,WT206,풍력_영광,25.993,0.0,1.0,0.0,0.0,152.9,0.0,152.9,40168,0,1
40175,WT207,풍력_강릉,4.298,0.0,1.0,0.0,0.0,25.28,0.0,25.3,40175,0,1
40241,WT208,풍력_봉화,8.403,0.0,1.0,0.0,0.0,49.43,0.0,49.4,40241,0,1
40254,WT209,풍력_장흥,2.513,0.0,1.0,0.0,0.0,14.78,0.0,14.8,40254,0,1
40262,WT210,풍력_영암,5.584,0.0,1.0,0.0,0.0,32.85,0.0,32.8,40262,0,1
40281,WT211,풍력_안좌,27.933,0.0,1.0,0.0,0.0,164.31,0.0,164.3,40281,0,1
40283,WT212,풍력_태백,29.231,0.0,1.0,0.0,0.0,171.95,0.0,171.9,40283,0,1
40294,WT213,풍력_완도,2.419,0.0,1.0,0.0,0.0,14.23,0.0,14.2,40294,0,1
40297,WT214,풍력_성포,1.154,0.0,1.0,0.0,0.0,6.79,0.0,6.8,40297,0,1
40299,WT215,풍력_횡성,5.584,0.0,1.0,0.0,0.0,32.85,0.0,32.8,40299,0,1
40307,WT216,풍력_신서귀,17.199,0.0,1.0,0.0,0.0,101.17,0.0,101.2,40307,0,1
40324,WT217,풍력_부안,8.605,0.0,1.0,0.0,0.0,50.62,0.0,50.6,40324,0,1
40329,WT218,풍력_영월,6.763,0.0,1.0,0.0,0.0,39.78,0.0,39.8,40329,0,1
40340,WT219,풍력_의성,10.47,0.0,1.0,0.0,0.0,61.59,0.0,61.6,40340,0,1
40349,WT220,풍력_구룡,2.618,0.0,1.0,0.0,0.0,15.4,0.0,15.4,40349,0,1
40373,WT221,풍력_은하,0.279,0.0,1.0,0.0,0.0,1.64,0.0,1.6,40373,0,1
40381,WT222,풍력_인제,0.838,0.0,1.0,0.0,0.0,4.93,0.0,4.9,40381,0,1
40446,WT223,풍력_영덕,9.894,0.0,1.0,0.0,0.0,58.2,0.0,58.2,40446,0,1
40451,WT224,풍력_진보,8.542,0.0,1.0,0.0,0.0,50.25,0.0,50.3,40451,0,1
40505,WT225,풍력_북포항,3.099,0.0,1.0,0.0,0.0,18.23,0.0,18.2,40505,0,1
40507,WT226,풍력_경주,7.789,0.0,1.0,0.0,0.0,45.82,0.0,45.8,40507,0,1
40541,WT227,풍력_군위,1.612,0.0,1.0,0.0,0.0,9.48,0.0,9.5,40541,0,1
40563,WT228,풍력_경서,0.418,0.0,1.0,0.0,0.0,2.46,0.0,2.5,40563,0,1
40570,WT229,풍력_소라,0.425,0.0,1.0,0.0,0.0,2.5,0.0,2.5,40570,0,1
40596,WT230,풍력_엄다,2.764,0.0,1.0,0.0,0.0,16.26,0.0,16.3,40596,0,1
40598,WT231,풍력_화순,9.45,0.0,1.0,0.0,0.0,55.59,0.0,55.6,40598,0,1
40601,WT232,풍력_주진,21.061,0.0,1.0,0.0,0.0,123.89,0.0,123.9,40601,0,1
40603,WT233,풍력_삼척,1.8,0.0,1.0,0.0,0.0,10.59,0.0,10.6,40603,0,1
40618,WT234,풍력_소룡,2.492,0.0,1.0,0.0,0.0,14.66,0.0,14.7,40618,0,1
40623,WT235,풍력_정선,7.176,0.0,1.0,0.0,0.0,42.21,0.0,42.2,40623,0,1
40875,WT236,풍력_syn대산그린,6.421,0.0,1.0,0.0,0.0,37.77,0.0,37.8,40875,0,1
40000,NC1,소수력_순천T1,0.67,0.0,0.99662,0.0,0.0,0.67,0.67,1.6,0,0,1
40000,NC2,연료전지_순천T1,12.58,0.0,0.99662,0.0,0.0,12.58,12.58,16.3,0,0,1
40013,NC3,연료전지_천호,50.32,0.0,0.99419,0.0,0.0,50.32,50.32,65.1,0,0,1
40018,NC4,바이오_마곡,4.06,0.0,0.99361,0.0,0.0,4.06,4.06,6.4,0,0,1
40053,NC5,연료전지_천안,4.49,0.0,0.99299,0.0,0.0,4.49,4.49,5.8,0,0,1
40061,NC6,연료전지_유성,6.0,0.0,0.99138,0.0,0.0,6.0,6.0,7.8,0,0,1
40063,NC7,소수력_양양,0.7,0.0,0.99424,0.0,0.0,0.7,0.7,1.7,0,0,1
40075,NC8,바이오_산지,0.7,0.0,1.02,0.0,0.0,0.7,0.7,1.1,0,0,1
40088,NC9,소수력_관창,6.14,0.0,1.0052,0.0,0.0,6.14,6.14,15.0,0,0,1
40088,NC10,연료전지_관창,6.36,0.0,1.0052,0.0,0.0,6.36,6.36,8.2,0,0,1
40089,NC11,바이오_이리,2.83,0.0,0.99878,0.0,0.0,2.83,2.83,4.5,0,0,1
40089,NC12,산업열병합_이리,23.04,0.0,0.99878,0.0,0.0,23.04,23.04,31.7,0,0,1
40089,NC13,연료전지_이리,12.93,0.0,0.99878,0.0,0.0,12.93,12.93,16.7,0,0,1
40096,NC14,바이오_영천,0.73,0.0,1.0037,0.0,0.0,0.73,0.73,1.2,0,0,1
40096,NC15,소수력_영천,0.53,0.0,1.0037,0.0,0.0,0.53,0.53,1.3,0,0,1
40097,NC16,연료전지_진천,16.83,0.0,0.99374,0.0,0.0,16.83,16.83,21.8,0,0,1
40107,NC17,소수력_공주,1.35,0.0,0.99321,0.0,0.0,1.35,1.35,3.3,0,0,1
40118,NC18,바이오_온양,1.37,0.0,0.99572,0.0,0.0,1.37,1.37,2.2,0,0,1
40125,NC19,연료전지_은진,8.13,0.0,0.99629,0.0,0.0,8.13,8.13,10.5,0,0,1
40127,NC20,바이오_동두천,1.7,0.0,0.99302,0.0,0.0,1.7,1.7,2.7,0,0,1
40146,NC21,연료전지_금촌,16.42,0.0,0.99301,0.0,0.0,16.42,16.42,21.3,0,0,1
40155,NC22,소수력_다산,1.29,0.0,1.00308,0.0,0.0,1.29,1.29,3.1,0,0,1
40163,NC23,바이오_양산,0.99,0.0,0.99295,0.0,0.0,0.99,0.99,1.6,0,0,1
40166,NC24,바이오_남광주,0.74,0.0,1.00196,0.0,0.0,0.74,0.74,1.2,0,0,1
40167,NC25,소수력_칠곡,1.35,0.0,1.00298,0.0,0.0,1.35,1.35,3.3,0,0,1
40167,NC26,연료전지_칠곡,25.32,0.0,1.00298,0.0,0.0,25.32,25.32,32.8,0,0,1
40172,NC27,연료전지_매암,40.15,0.0,0.99607,0.0,0.0,40.15,40.15,52.0,0,0,1
40174,NC28,연료전지_효문,17.95,0.0,0.99775,0.0,0.0,17.95,17.95,23.2,0,0,1
40175,NC29,바이오_강릉,234.46,0.0,0.99523,0.0,0.0,234.46,234.46,368.4,0,0,1
40175,NC30,연료전지_강릉,16.83,0.0,0.99523,0.0,0.0,16.83,16.83,21.8,0,0,1
40189,NC31,연료전지_좌동,26.18,0.0,1.00015,0.0,0.0,26.18,26.18,33.9,0,0,1
40190,NC32,소수력_밀양,0.59,0.0,0.99974,0.0,0.0,0.59,0.59,1.4,0,0,1
40195,NC33,소수력_하동,0.5,0.0,0.99889,0.0,0.0,0.5,0.5,1.2,0,0,1
40198,NC34,소수력_고성,4.5,0.0,0.98967,0.0,0.0,4.5,4.5,11.0,0,0,1
40200,NC35,소수력_점촌,1.4,0.0,0.99933,0.0,0.0,1.4,1.4,3.4,0,0,1
40200,NC36,연료전지_점촌,12.75,0.0,0.99933,0.0,0.0,12.75,12.75,16.5,0,0,1
40201,NC37,소수력_상주,1.44,0.0,1.00084,0.0,0.0,1.44,1.44,3.5,0,0,1
40203,NC38,바이오_북평,21.0,0.0,0.99917,0.0,0.0,21.0,21.0,33.0,0,0,1
40203,NC39,소수력_북평,2.27,0.0,0.99917,0.0,0.0,2.27,2.27,5.5,0,0,1
40203,NC40,연료전지_북평,16.32,0.0,0.99917,0.0,0.0,16.32,16.32,21.1,0,0,1
40216,NC41,연료전지_음성,16.83,0.0,0.99442,0.0,0.0,16.83,16.83,21.8,0,0,1
40217,NC42,소수력_장성,0.63,0.0,1.0026,0.0,0.0,0.63,0.63,1.5,0,0,1
40231,NC43,소수력_여주,2.25,0.0,0.98939,0.0,0.0,2.25,2.25,5.5,0,0,1
40241,NC44,소수력_봉화,2.75,0.0,0.99912,0.0,0.0,2.75,2.75,6.7,0,0,1
40248,NC45,소수력_보성,2.52,0.0,1.00256,0.0,0.0,2.52,2.52,6.2,0,0,1
40258,NC46,연료전지_화정,10.47,0.0,0.99375,0.0,0.0,10.47,10.47,13.6,0,0,1
40259,NC47,연료전지_시흥,2.24,0.0,0.99429,0.0,0.0,2.24,2.24,2.9,0,0,1
40266,NC48,바이오_지도,2.14,0.0,0.99284,0.0,0.0,2.14,2.14,3.4,0,0,1
40266,NC49,연료전지_지도,4.49,0.0,0.99284,0.0,0.0,4.49,4.49,5.8,0,0,1
40267,NC50,바이오_안양,1.86,0.0,0.99306,0.0,0.0,1.86,1.86,2.9,0,0,1
40267,NC51,연료전지_안양,14.21,0.0,0.99306,0.0,0.0,14.21,14.21,18.4,0,0,1
40273,NC52,바이오_서산,90.82,0.0,0.99085,0.0,0.0,90.82,90.82,142.7,0,0,1
40278,NC53,연료전지_월배,0.94,0.0,1.00456,0.0,0.0,0.94,0.94,1.2,0,0,1
40296,NC54,소수력_진안,2.8,0.0,0.9969,0.0,0.0,2.8,2.8,6.9,0,0,1
40297,NC55,바이오_성포,2.03,0.0,0.99564,0.0,0.0,2.03,2.03,3.2,0,0,1
40297,NC56,산업열병합_성포,65.8,0.0,0.99564,0.0,0.0,65.8,65.8,90.5,0,0,1
40297,NC57,연료전지_성포,20.2,0.0,0.99564,0.0,0.0,20.2,20.2,26.1,0,0,1
40297,NC58,조력_성포,63.5,0.0,0.99564,0.0,0.0,63.5,63.5,279.4,0,0,1
40299,NC59,소수력_횡성,0.79,0.0,0.98726,0.0,0.0,0.79,0.79,1.9,0,0,1
40307,NC60,바이오_신서귀,2.42,0.0,1.02155,0.0,0.0,2.42,2.42,3.8,0,0,1
40323,NC61,연료전지_남대구,2.55,0.0,1.00433,0.0,0.0,2.55,2.55,3.3,0,0,1
40325,NC62,산업열병합_팔달,58.32,0.0,1.00504,0.0,0.0,58.32,58.32,80.2,0,0,1
40329,NC63,연료전지_영월,25.5,0.0,0.99144,0.0,0.0,25.5,25.5,33.0,0,0,1
40332,NC64,바이오_당진,173.53,0.0,1.00004,0.0,0.0,173.53,173.53,272.7,0,0,1
40332,NC65,연료전지_당진,16.83,0.0,1.00004,0.0,0.0,16.83,16.83,21.8,0,0,1
40340,NC66,소수력_의성,1.35,0.0,0.99994,0.0,0.0,1.35,1.35,3.3,0,0,1
40352,NC67,소수력_합천,3.15,0.0,1.00482,0.0,0.0,3.15,3.15,7.7,0,0,1
40353,NC68,소수력_산청,0.96,0.0,1.00197,0.0,0.0,0.96,0.96,2.3,0,0,1
40376,NC69,바이오_신풍,1.25,0.0,0.99614,0.0,0.0,1.25,1.25,2.0,0,0,1
40381,NC70,소수력_인제,0.77,0.0,0.99121,0.0,0.0,0.77,0.77,1.9,0,0,1
40394,NC71,산업열병합_용정,135.92,0.0,0.99551,0.0,0.0,135.92,135.92,186.9,0,0,1
40397,NC72,연료전지_춘천,24.99,0.0,0.99694,0.0,0.0,24.99,24.99,32.3,0,0,1
40401,NC73,바이오_전곡,3.81,0.0,0.99562,0.0,0.0,3.81,3.81,6.0,0,0,1
40401,NC74,소수력_전곡,0.68,0.0,0.99562,0.0,0.0,0.68,0.68,1.7,0,0,1
40417,NC75,연료전지_남양,152.46,0.0,0.99605,0.0,0.0,152.46,152.46,197.3,0,0,1
40418,NC76,소수력_태안,3.24,0.0,0.99217,0.0,0.0,3.24,3.24,7.9,0,0,1
40430,NC77,소수력_안동,1.15,0.0,1.00519,0.0,0.0,1.15,1.15,2.8,0,0,1
40432,NC78,바이오_팽성,31.01,0.0,0.99293,0.0,0.0,31.01,31.01,48.7,0,0,1
40432,NC79,연료전지_팽성,13.46,0.0,0.99293,0.0,0.0,13.46,13.46,17.4,0,0,1
40449,NC80,연료전지_용현,33.66,0.0,0.99317,0.0,0.0,33.66,33.66,43.6,0,0,1
40459,NC81,연료전지_의왕,8.42,0.0,0.99296,0.0,0.0,8.42,8.42,10.9,0,0,1
40466,NC82,연료전지_중원,33.65,0.0,0.99273,0.0,0.0,33.65,33.65,43.5,0,0,1
40468,NC83,연료전지_율현,8.16,0.0,0.99206,0.0,0.0,8.16,8.16,10.6,0,0,1
40471,NC84,소수력_부여,1.19,0.0,0.99581,0.0,0.0,1.19,1.19,2.9,0,0,1
40472,NC85,소수력_금산,0.99,0.0,0.99636,0.0,0.0,0.99,0.99,2.4,0,0,1
40487,NC86,소수력_장항,1.16,0.0,1.00317,0.0,0.0,1.16,1.16,2.8,0,0,1
40494,NC87,소수력_진주,8.1,0.0,0.99992,0.0,0.0,8.1,8.1,19.8,0,0,1
40505,NC88,연료전지_북포항,16.83,0.0,1.0045,0.0,0.0,16.83,16.83,21.8,0,0,1
40508,NC89,바이오_가야,6.93,0.0,0.99738,0.0,0.0,6.93,6.93,10.9,0,0,1
40508,NC90,소수력_가야,2.25,0.0,0.99738,0.0,0.0,2.25,2.25,5.5,0,0,1
40508,NC91,연료전지_가야,16.83,0.0,0.99738,0.0,0.0,16.83,16.83,21.8,0,0,1
40510,NC92,산업열병합_어모,47.2,0.0,1.00154,0.0,0.0,47.2,47.2,64.9,0,0,1
40529,NC93,소수력_왜관,0.81,0.0,1.00404,0.0,0.0,0.81,0.81,2.0,0,0,1
40534,NC94,소수력_영주,2.49,0.0,1.00179,0.0,0.0,2.49,2.49,6.1,0,0,1
40543,NC95,산업열병합_고아,77.68,0.0,1.00128,0.0,0.0,77.68,77.68,106.8,0,0,1
40543,NC96,소수력_고아,1.35,0.0,1.00128,0.0,0.0,1.35,1.35,3.3,0,0,1
40543,NC97,연료전지_고아,2.04,0.0,1.00128,0.0,0.0,2.04,2.04,2.6,0,0,1
40555,NC98,연료전지_송현,33.66,0.0,0.99998,0.0,0.0,33.66,33.66,43.6,0,0,1
40559,NC99,바이오_송월,7.89,0.0,1.0002,0.0,0.0,7.89,7.89,12.4,0,0,1
40563,NC100,바이오_경서,1.68,0.0,0.99496,0.0,0.0,1.68,1.68,2.6,0,0,1
40563,NC101,연료전지_경서,191.59,0.0,0.99496,0.0,0.0,191.59,191.59,247.9,0,0,1
40570,NC102,바이오_소라,0.86,0.0,1.00197,0.0,0.0,0.86,0.86,1.4,0,0,1
40570,NC103,산업열병합_소라,250.0,0.0,1.00197,0.0,0.0,250.0,250.0,343.8,0,0,1
40570,NC104,연료전지_소라,36.69,0.0,1.00197,0.0,0.0,36.69,36.69,47.5,0,0,1
40573,NC105,연료전지_백운,9.01,0.0,0.99958,0.0,0.0,9.01,9.01,11.7,0,0,1
40575,NC106,연료전지_충장,16.57,0.0,1.00225,0.0,0.0,16.57,16.57,21.5,0,0,1
40578,NC107,연료전지_계림,6.63,0.0,1.00224,0.0,0.0,6.63,6.63,8.6,0,0,1
40579,NC108,연료전지_송정2,7.14,0.0,1.00155,0.0,0.0,7.14,7.14,9.2,0,0,1
40586,NC109,연료전지_도림,5.1,0.0,0.99837,0.0,0.0,5.1,5.1,6.6,0,0,1
40589,NC110,연료전지_오봉,8.23,0.0,0.99871,0.0,0.0,8.23,8.23,10.6,0,0,1
40594,NC111,소수력_담양,0.7,0.0,1.00411,0.0,0.0,0.7,0.7,1.7,0,0,1
40603,NC112,소수력_삼척,3.49,0.0,1.00103,0.0,0.0,3.49,3.49,8.5,0,0,1
40607,NC113,바이오_남원주,1.31,0.0,0.98585,0.0,0.0,1.31,1.31,2.1,0,0,1
40614,NC114,소수력_임실,0.74,0.0,1.00525,0.0,0.0,0.74,0.74,1.8,0,0,1
40616,NC115,바이오_김제,0.73,0.0,1.004,0.0,0.0,0.73,0.73,1.2,0,0,1
40618,NC116,바이오_소룡,288.75,0.0,1.00156,0.0,0.0,288.75,288.75,453.7,0,0,1
40618,NC117,산업열병합_소룡,333.26,0.0,1.00156,0.0,0.0,333.26,333.26,458.2,0,0,1
40623,NC118,소수력_정선,2.12,0.0,0.99243,0.0,0.0,2.12,2.12,5.2,0,0,1
40627,NC119,소수력_괴산,1.17,0.0,0.99339,0.0,0.0,1.17,1.17,2.9,0,0,1
40629,NC120,바이오_태평,42.43,0.0,0.99922,0.0,0.0,42.43,42.43,66.7,0,0,1
40629,NC121,소수력_태평,2.34,0.0,0.99922,0.0,0.0,2.34,2.34,5.7,0,0,1
40630,NC122,바이오_정공,1.06,0.0,1.00568,0.0,0.0,1.06,1.06,1.7,0,0,1
40630,NC123,소수력_정공,2.0,0.0,1.00568,0.0,0.0,2.0,2.0,4.9,0,0,1
40631,NC124,소수력_장수,1.04,0.0,0.99795,0.0,0.0,1.04,1.04,2.6,0,0,1
40636,NC125,소수력_단양,2.16,0.0,0.98973,0.0,0.0,2.16,2.16,5.3,0,0,1
40641,NC126,바이오_사직,1.86,0.0,0.99272,0.0,0.0,1.86,1.86,2.9,0,0,1
40641,NC127,소수력_사직,0.77,0.0,0.99272,0.0,0.0,0.77,0.77,1.9,0,0,1
40641,NC128,연료전지_사직,19.07,0.0,0.99272,0.0,0.0,19.07,19.07,24.7,0,0,1
40642,NC129,소수력_충주,7.65,0.0,1.00078,0.0,0.0,7.65,7.65,18.7,0,0,1
40642,NC130,연료전지_충주,67.32,0.0,1.00078,0.0,0.0,67.32,67.32,87.1,0,0,1
40646,NC131,연료전지_보은,16.83,0.0,0.99726,0.0,0.0,16.83,16.83,21.8,0,0,1
40664,NC132,연료전지_직동,14.36,0.0,1.00161,0.0,0.0,14.36,14.36,18.6,0,0,1
40697,NC133,바이오_김해T1,1.28,0.0,0.98744,0.0,0.0,1.28,1.28,2.0,0,0,1
40700,NC134,소수력_나주T1,0.55,0.0,1.00091,0.0,0.0,0.55,0.55,1.3,0,0,1
40745,NC135,연료전지_의창,20.09,0.0,0.996,0.0,0.0,20.09,20.09,26.0,0,0,1
40791,NC136,연료전지_syn서울23,22.1,0.0,0.99419,0.0,0.0,22.1,22.1,28.6,0,0,1
40833,NC137,바이오_syn다대,0.98,0.0,1.00595,0.0,0.0,0.98,0.98,1.5,0,0,1
40833,NC138,산업열병합_syn다대,15.2,0.0,1.00595,0.0,0.0,15.2,15.2,20.9,0,0,1
40842,NC139,연료전지_덕포,8.23,0.0,1.00107,0.0,0.0,8.23,8.23,10.6,0,0,1
40855,NC140,연료전지_syn부평1,8.98,0.0,0.99346,0.0,0.0,8.98,8.98,11.6,0,0,1
40875,NC141,소수력_syn대산그린,5.67,0.0,0.98322,0.0,0.0,5.67,5.67,13.9,0,0,1
