Time_Index,KR_utilitypv,onwind,offwind-ac,offwind-dc,availability_one
2047,0.110297992,0.030929314,0.064018888,0.091880921,
2048,0.286261804,0.023149807,0.076194775,0.129671334,
2049,0.452228089,0.030536807,0.086616008,0.150574326,
2050,0.561367011,0.053332363,0.110814814,0.175404171,
2051,0.625314531,0.098918382,0.165348325,0.231803386,
2052,0.641932603,0.149835598,0.250789446,0.311377292,
2053,0.614567518,0.201852813,0.352332301,0.381280036,
2054,0.531375856,0.253708776,0.435736651,0.416959124,
2055,0.453373799,0.280462549,0.472453942,0.436731959,
2056,0.307286579,0.248528637,0.479972294,0.448487232,
2057,0.137795779,0.218452462,0.461802232,0.450665627,
2058,0.006372063,0.1467203,0.290877752,0.326689437,
2059,0,0.148258588,0.288334912,0.358390802,
2060,0,0.143130141,0.295464018,0.39156563,
2061,0,0.13338594,0.307515687,0.41211168,
2062,0,0.131976791,0.327195971,0.432712423,
2063,0,0.130988354,0.352290245,0.461515008,
2064,0,0.133983741,0.383575909,0.494347197,
2065,0,0.137691238,0.403510689,0.516915065,
2066,0,0.142090293,0.413822398,0.529657452,
2067,0,0.151363033,0.417554975,0.524948928,
2068,0,0.163956302,0.420454155,0.505227938,
2069,0,0.181906214,0.425082603,0.485680544,
2070,0,0.118989766,0.334817019,0.422570605,
2071,0.118089956,0.138923463,0.338885948,0.41873279,
2072,0.300575769,0.134584333,0.325427904,0.420607543,
2073,0.463855668,0.214345561,0.31449646,0.415330359,
2074,0.571201887,0.27912661,0.329290176,0.419029927,
2075,0.638127605,0.324264509,0.36331685,0.435105167,
2076,0.6527383,0.353558045,0.405807029,0.454083376,
2077,0.635284098,0.360517393,0.417093296,0.460463396,
2078,0.564000911,0.36247235,0.410029808,0.453544911,
2079,0.462146803,0.339511227,0.377911681,0.413503506,
2080,0.314226158,0.299451519,0.356909044,0.367069246,
2081,0.138224921,0.277376104,0.353315288,0.338798517,
2082,0.005504081,0.150981913,0.267539098,0.242904402,
2083,0,0.126666775,0.283966763,0.25965473,
2084,0,0.109387021,0.281954651,0.279307989,
2085,0,0.098984854,0.28679162,0.293102062,
2086,0,0.079261214,0.28218029,0.291177476,
2087,0,0.06510639,0.24628067,0.268959811,
2088,0,0.056274318,0.198897711,0.239790097,
2089,0,0.048665177,0.161329003,0.216137762,
2090,0,0.042855506,0.124251211,0.185244428,
2091,0,0.036261724,0.095185176,0.148457355,
2092,0,0.030482876,0.075304414,0.119417299,
2093,0,0.026704795,0.063521572,0.094853674,
2094,0,0.028204902,0.04647515,0.0518699,
2095,0.054087614,0.023974389,0.036638621,0.043025148,
2096,0.155651657,0.019429141,0.029042193,0.034385037,
2097,0.250949518,0.018915016,0.025437298,0.032036573,
2098,0.324109687,0.020687327,0.023917926,0.025165805,
2099,0.372381467,0.020124224,0.025327647,0.018958718,
2100,0.414870497,0.022622812,0.025902394,0.023054192,
2101,0.470713534,0.025488176,0.029185746,0.033009837,
2102,0.449889965,0.0279292,0.029548602,0.042277243,
2103,0.410351707,0.036703726,0.040045395,0.057663199,
2104,0.27784528,0.039677395,0.049620837,0.077775212,
2105,0.120023615,0.053731042,0.065344277,0.107795157,
2106,0.003323713,0.054014298,0.06514158,0.125679039,
2107,0,0.060652509,0.091321646,0.163041456,
2108,0,0.062553306,0.119504725,0.169696904,
2109,0,0.055697951,0.13486032,0.143541907,
2110,0,0.056435875,0.145766216,0.121487384,
2111,0,0.060303563,0.145110125,0.109790099,
2112,0,0.073288579,0.149112373,0.107212802,
2113,0,0.084430216,0.166021375,0.109114357,
2114,0,0.092454944,0.190868105,0.115845698,
2115,0,0.093551668,0.219926715,0.122803143,
2116,0,0.111632794,0.279039322,0.147344215,
2117,0,0.124698092,0.34159533,0.18847342,
2118,0,0.097877265,0.253181871,0.166849904,
2119,0.082167602,0.110158731,0.302263874,0.189064515,
2120,0.223777779,0.129994791,0.322839347,0.207323751,
2121,0.345391654,0.140693897,0.328941156,0.226925611,
2122,0.44362285,0.130802531,0.323417769,0.230933697,
2123,0.549313967,0.112660916,0.317500474,0.228458892,
2124,0.591587071,0.086981506,0.307941557,0.224188596,
2125,0.563868394,0.077628038,0.307962802,0.225785564,
2126,0.529115353,0.078147724,0.308087751,0.227004987,
2127,0.461252632,0.088324337,0.319845978,0.242960904,
2128,0.317465161,0.099704286,0.33400679,0.2600511,
2129,0.141847904,0.108526208,0.338245084,0.271434704,
2130,0.006444004,0.077281132,0.235020615,0.185522943,
2131,0,0.069929386,0.224803987,0.187198772,
2132,0,0.059926803,0.202479268,0.182186467,
2133,0,0.052580808,0.182895601,0.181741019,
2134,0,0.048700321,0.168146831,0.184932298,
2135,0,0.046020573,0.16243025,0.196012293,
2136,0,0.04276441,0.162754889,0.215409449,
2137,0,0.040989193,0.164938918,0.240627447,
2138,0,0.037155369,0.169210559,0.263311542,
2139,0,0.032997349,0.17331719,0.295376497,
2140,0,0.02816977,0.174642796,0.320608464,
2141,0,0.024936335,0.174423147,0.326694614,
2142,0,0.020150004,0.115507995,0.224214567,
2143,0.112510167,0.020838508,0.121188944,0.238278984,
2144,0.282337962,0.018043896,0.122469306,0.254879558,
2145,0.445832697,0.02527194,0.125197555,0.263231211,
2146,0.561118411,0.041900696,0.131007987,0.270927657,
2147,0.635069218,0.068013343,0.133987373,0.262649156,
2148,0.661147728,0.091202493,0.136304804,0.25227412,
2149,0.635441997,0.119268507,0.143965145,0.243745414,
2150,0.571238231,0.147279276,0.152193028,0.23673055,
2151,0.468268902,0.16177784,0.156798077,0.23291624,
2152,0.320181313,0.161165503,0.162628876,0.238295476,
2153,0.144737418,0.164692647,0.168608419,0.248330403,
2154,0.007820744,0.111780549,0.084268599,0.13154243,
2155,0,0.097733224,0.105597521,0.154002866,
2156,0,0.085740757,0.116774475,0.182083567,
2157,0,0.083300108,0.14424702,0.227781441,
2158,0,0.07476229,0.171144885,0.277376397,
2159,0,0.063271787,0.186603234,0.317338759,
2160,0,0.057968672,0.192314539,0.350566336,
2161,0,0.058156194,0.193987916,0.370431581,
2162,0,0.056733038,0.194725657,0.377719034,
2163,0,0.051241535,0.185526296,0.363843274,
2164,0,0.044627904,0.175102048,0.349284204,
2165,0,0.037547669,0.15779889,0.319428886,
2166,0,0.022615434,0.098656483,0.287692869,
2167,0.066534756,0.018183761,0.098932839,0.277524251,
2168,0.149260217,0.013690016,0.103854874,0.273878082,
2169,0.221536287,0.013637061,0.102396773,0.269959616,
2170,0.273759929,0.042788322,0.116347652,0.277426824,
2171,0.313184142,0.080220923,0.157981051,0.305652446,
2172,0.30906148,0.102973363,0.191975889,0.314689277,
2173,0.264453731,0.135720183,0.221615647,0.328899849,
2174,0.274534782,0.171755803,0.254536902,0.349380922,
2175,0.244464045,0.178127863,0.293348804,0.365025094,
2176,0.190110694,0.158377932,0.325952283,0.387978717,
2177,0.093797201,0.140972332,0.348184559,0.412568362,
2178,0.001853224,0.075530432,0.26604433,0.33005936,
2179,0,0.067459423,0.284016537,0.367894657,
2180,0,0.064394892,0.302204463,0.419009039,
2181,0,0.067557465,0.307811095,0.433289524,
2182,0,0.071787477,0.309422503,0.448263726,
2183,0,0.072576364,0.294678994,0.452975363,
2184,0,0.073509274,0.285919403,0.460260079,
2185,0,0.066465616,0.271339976,0.462826941,
2186,0,0.058201838,0.260062909,0.465577444,
2187,0,0.050105686,0.273401731,0.487355285,
2188,0,0.045623019,0.296968801,0.487943407,
2189,0,0.043367021,0.304338861,0.467779912,
2190,0,0.024939651,0.231088322,0.33921613,
2191,0.108494385,0.024439924,0.24572989,0.364000676,
2192,0.269540324,0.023651483,0.240854741,0.405398212,
2193,0.425081964,0.067141486,0.248272234,0.442916138,
2194,0.515519401,0.100861765,0.26705056,0.472366213,
2195,0.564459748,0.124744779,0.293102455,0.513145347,
2196,0.576457003,0.137719551,0.316181397,0.548542378,
2197,0.531158794,0.155434466,0.353714411,0.585754297,
2198,0.476885447,0.173758939,0.394813579,0.612276027,
2199,0.42597208,0.192625069,0.435104755,0.635575314,
2200,0.28648851,0.201941294,0.466655597,0.653709095,
2201,0.133144393,0.19715834,0.489907725,0.66168426,
2202,0.007442274,0.154316695,0.357680021,0.531596729,
2203,0,0.157428513,0.382074929,0.534511468,
2204,0,0.149179321,0.390593351,0.541028463,
2205,0,0.134342738,0.407902668,0.568969496,
2206,0,0.123539464,0.420052492,0.590449752,
2207,0,0.125046117,0.424438668,0.612036201,
2208,0,0.128652524,0.405249951,0.614955218,
2209,0,0.124091151,0.371093526,0.596550829,
2210,0,0.116125628,0.338524338,0.576566776,
2211,0,0.103837288,0.301201455,0.541994775,
2212,0,0.087281709,0.270850663,0.509550358,
2213,0,0.074488547,0.260601515,0.500967665,
2214,8.05E-05,0.033074973,0.125376551,0.321794698,
2215,0.09261878,0.030022363,0.124508615,0.308693053,
2216,0.21699331,0.027086991,0.131370983,0.317000839,
2217,0.363192327,0.041398098,0.154933306,0.356072677,
2218,0.450421106,0.0505205,0.177598131,0.396012151,
2219,0.500883136,0.063468175,0.210294652,0.427997632,
2220,0.480759446,0.091247603,0.244691639,0.439766876,
2221,0.418974262,0.120982114,0.26817717,0.435182343,
2222,0.377042748,0.136699854,0.277988765,0.424496435,
2223,0.336818564,0.13592899,0.28151161,0.430264634,
2224,0.237843423,0.123174135,0.28071603,0.435966422,
2225,0.103822626,0.110124099,0.299000317,0.460453453,
2226,0.006017963,0.10844018,0.276292617,0.425087696,
2227,0,0.092896666,0.290306137,0.425262282,
2228,0,0.091730898,0.292301162,0.42233965,
2229,0,0.084678219,0.27303069,0.4093192,
2230,0,0.063991059,0.242346267,0.399708591,
2231,0,0.054172474,0.219810234,0.404074815,
2232,0,0.051777854,0.221456369,0.424963991,
2233,0,0.055015169,0.243299997,0.471685081,
2234,0,0.06210194,0.283205786,0.516470498,
2235,0,0.07847342,0.318161975,0.528246759,
2236,0,0.104746609,0.345193066,0.543755479,
2237,0,0.127234415,0.366726841,0.578159102,
2238,0,0.152330574,0.351559713,0.52336866,
2239,0.021571518,0.175782892,0.360635705,0.500257668,
2240,0.066199162,0.164847067,0.328662271,0.458539622,
2241,0.12069426,0.192109743,0.271297649,0.414770417,
2242,0.169404871,0.213673053,0.242776929,0.370462761,
2243,0.21786667,0.199342208,0.263963387,0.349332634,
2244,0.253151597,0.191734663,0.303418186,0.359860755,
2245,0.267805297,0.188726065,0.315798603,0.340554382,
2246,0.265453147,0.183962195,0.294750452,0.321164991,
2247,0.153261622,0.173811746,0.281210636,0.293109353,
2248,0.101801925,0.176713771,0.287898122,0.266538868,
2249,0.05582645,0.189904546,0.318144158,0.250054894,
2250,0.001124475,0.113699056,0.234456707,0.185747079,
2251,0,0.147249562,0.287159051,0.19842274,
2252,0,0.172293092,0.359392592,0.224411567,
2253,0,0.163446643,0.429030735,0.242189204,
2254,0,0.169196368,0.505640021,0.282624175,
2255,0,0.180415781,0.562608079,0.341998571,
2256,0,0.183167415,0.566560966,0.360728994,
2257,0,0.180469542,0.556492673,0.392371885,
2258,0,0.183178922,0.566297358,0.426936701,
2259,0,0.20018011,0.579014987,0.43758387,
2260,0,0.225369705,0.578644618,0.429717237,
2261,0,0.23806504,0.578750713,0.42008348,
2262,0,0.16257145,0.445922257,0.283266059,
2263,0.006945265,0.207194379,0.469912817,0.296242076,
2264,0.035471762,0.251651858,0.500185482,0.325927748,
2265,0.061519221,0.267823903,0.535219531,0.357988726,
2266,0.075288985,0.267819279,0.530054579,0.359302931,
2267,0.119404174,0.248915924,0.517711579,0.341926519,
2268,0.144064404,0.224746099,0.481041427,0.296528744,
2269,0.131495474,0.197998751,0.447734891,0.271125511,
2270,0.094711786,0.17540971,0.419998473,0.250586969,
2271,0.063290542,0.150149067,0.391965177,0.229687084,
2272,0.045990298,0.12317218,0.360291538,0.201775039,
2273,0.008850826,0.094919052,0.315071726,0.165752885,
2274,0,0.06899081,0.245635839,0.136068351,
2275,0,0.057847359,0.218685888,0.133852321,
2276,0,0.047525385,0.180999209,0.151972385,
2277,0,0.037681177,0.129075046,0.184374409,
2278,0,0.03024308,0.106813808,0.241027825,
2279,0,0.017314467,0.149903314,0.374446588,
2280,0,0.015104926,0.281291513,0.567636499,
2281,0,0.023485937,0.418261735,0.703138598,
2282,0,0.04561175,0.48377065,0.712730164,
2283,0,0.077789158,0.504488349,0.751796083,
2284,0,0.11356647,0.596642446,0.806056525,
2285,0,0.147381906,0.703783999,0.78456629,
2286,0,0.154370796,0.707608879,0.750232304,
2287,0.023895879,0.186740624,0.67729269,0.764478283,
2288,0.104981953,0.181112985,0.612776881,0.751777096,
2289,0.234034763,0.167514219,0.616498482,0.773407638,
2290,0.349654222,0.196193943,0.624846557,0.783375811,
2291,0.514338145,0.250725345,0.64298228,0.824719594,
2292,0.61519451,0.335928874,0.668755093,0.846567837,
2293,0.632276586,0.482642736,0.729779682,0.868686141,
2294,0.58374485,0.602982556,0.77746875,0.88165483,
2295,0.376778322,0.698422548,0.812032928,0.883716995,
2296,0.272102051,0.763951989,0.82462068,0.88293036,
2297,0.12460843,0.763959809,0.845651744,0.882510261,
2298,0.008828691,0.467403509,0.819542071,0.863181305,
2299,0,0.546721253,0.860712431,0.861429316,
2300,0,0.563515461,0.866272614,0.860195158,
2301,0,0.573403736,0.868479929,0.870850923,
2302,0,0.605209779,0.874519869,0.883923953,
2303,0,0.611191574,0.875589321,0.885463307,
2304,0,0.629764364,0.874509955,0.8851522,
2305,0,0.634662873,0.872649589,0.88486492,
2306,0,0.621507437,0.873144504,0.885118466,
2307,0,0.601199396,0.874382483,0.885250319,
2308,0,0.608620109,0.874188189,0.885327144,
2309,0,0.575753538,0.872348184,0.885401369,
2310,0.003624266,0.293653643,0.810968906,0.883732434,
2311,0.145542246,0.462107044,0.836285607,0.883738782,
2312,0.332668281,0.619276667,0.844653516,0.880923659,
2313,0.482051067,0.744154596,0.844093921,0.871373998,
2314,0.586980895,0.818965728,0.851495611,0.871000954,
2315,0.643810352,0.849617906,0.86469243,0.868272245,
2316,0.649916799,0.896720654,0.871216139,0.861269896,
2317,0.61715571,0.925985707,0.872304789,0.860428421,
2318,0.53939914,0.924471324,0.872512421,0.859952459,
2319,0.451861984,0.907653309,0.868785873,0.856750672,
2320,0.323016466,0.850844858,0.862875251,0.85172172,
2321,0.158734876,0.686311672,0.84161317,0.83019291,
2322,0.013034712,0.432275903,0.673390869,0.741096107,
2323,0,0.43319473,0.610051974,0.631764407,
2324,0,0.423380611,0.584344208,0.539663501,
2325,0,0.38137322,0.582108397,0.470338396,
2326,0,0.370833811,0.573646536,0.432369713,
2327,0,0.357499295,0.538095164,0.400029052,
2328,0,0.33291795,0.492538969,0.384495185,
2329,0,0.298220224,0.449442692,0.378531096,
2330,0,0.26251813,0.403164561,0.363385269,
2331,0,0.234858051,0.334884076,0.334982421,
2332,0,0.195398319,0.255559034,0.313472726,
2333,0,0.157061202,0.191525686,0.300612545,
2334,0.004757887,0.069686589,0.078835719,0.218416921,
2335,0.155026095,0.050647549,0.100094593,0.289794428,
2336,0.343755962,0.066047333,0.160902296,0.397296359,
2337,0.497955132,0.099238252,0.229983755,0.492670718,
2338,0.592760272,0.128760716,0.342903869,0.629535502,
2339,0.626102413,0.169728712,0.489895871,0.719544775,
2340,0.589168886,0.23181759,0.592256852,0.767085218,
2341,0.504255499,0.34456154,0.686478409,0.802994734,
2342,0.413925719,0.46337164,0.73182135,0.808311137,
2343,0.279310395,0.525639221,0.758807849,0.818324427,
2344,0.161077455,0.439532218,0.784611065,0.823149478,
2345,0.081123776,0.413582023,0.793116384,0.809926138,
2346,0.00358132,0.279517741,0.670692505,0.722908289,
2347,0,0.293138211,0.679861914,0.708870556,
2348,0,0.300999909,0.669691381,0.701579642,
2349,0,0.295734144,0.622457642,0.670422552,
2350,0,0.272470096,0.565014357,0.623827938,
2351,0,0.227064279,0.501124674,0.56529396,
2352,0,0.176657605,0.449472228,0.519660132,
2353,0,0.131269849,0.412347196,0.485806549,
2354,0,0.092860675,0.36695275,0.448932035,
2355,0,0.060339863,0.309148765,0.402809571,
2356,0,0.037604948,0.240213964,0.33966852,
2357,0,0.023649112,0.170997238,0.272275122,
2358,0.005406824,0.009794642,0.091426982,0.177280396,
2359,0.134313383,0.00535715,0.062134059,0.126347549,
2360,0.30752033,0.004388097,0.049200036,0.099308847,
2361,0.480366333,0.008530656,0.039853045,0.080603182,
2362,0.600518352,0.015873226,0.023753875,0.064457652,
2363,0.671911864,0.021556964,0.018705702,0.066636382,
2364,0.697360324,0.03004202,0.02045888,0.084533521,
2365,0.668932737,0.03612364,0.023302702,0.101836529,
2366,0.599413298,0.035536506,0.02736504,0.126410572,
2367,0.481893817,0.031877712,0.03826718,0.141361681,
2368,0.330970235,0.023937604,0.04484005,0.160728846,
2369,0.156909278,0.021375146,0.058803766,0.193193302,
2370,0.01289406,0.016313218,0.064106725,0.177645709,
2371,0,0.01676381,0.103841696,0.234463296,
2372,0,0.022645533,0.14016385,0.310615512,
2373,0,0.034515826,0.178463425,0.408760046,
2374,0,0.041008437,0.221388093,0.507513109,
2375,0,0.047692603,0.297538299,0.631741059,
2376,0,0.056342619,0.403790073,0.738588154,
2377,0,0.07122107,0.483699248,0.780018693,
2378,0,0.094185049,0.535486276,0.800877219,
2379,0,0.107215539,0.562811299,0.808241185,
2380,0,0.121805573,0.588543906,0.8171151,
2381,0,0.143311784,0.615815389,0.825998697,
2382,0.009075035,0.11097146,0.586569636,0.818365348,
2383,0.13973398,0.130833994,0.614096371,0.821066363,
2384,0.283685289,0.13147177,0.64220172,0.828345845,
2385,0.412706964,0.210415383,0.686232543,0.83994777,
2386,0.520183831,0.369639969,0.73551826,0.852145359,
2387,0.616093601,0.526473755,0.782213105,0.865758558,
2388,0.648100062,0.67990903,0.828053464,0.877817186,
2389,0.620211628,0.803992636,0.853382849,0.881589872,
2390,0.53511861,0.864207725,0.868595002,0.884462499,
2391,0.364938576,0.878230811,0.872680024,0.885471275,
2392,0.239581595,0.812944165,0.874309339,0.8855,
2393,0.103469376,0.860256478,0.879131034,0.8855,
2394,0.008580663,0.666896988,0.834187639,0.88289215,
2395,0,0.793525712,0.872272511,0.8855,
2396,0,0.882251268,0.88257468,0.8855,
2397,0,0.906065485,0.883596326,0.885403414,
2398,0,0.916099235,0.883320466,0.885129558,
2399,0,0.910337174,0.882893716,0.884364435,
2400,0,0.87828975,0.879687954,0.883544689,
2401,0,0.825226155,0.860596428,0.882925775,
2402,0,0.729143562,0.816715045,0.872957225,
2403,0,0.620949441,0.727489928,0.812609728,
2404,0,0.528314179,0.61623178,0.720526087,
2405,0,0.43745918,0.501480933,0.602561473,
2406,0.00286638,0.35683209,0.378015807,0.405401686,
2407,0.120181765,0.290731621,0.320392556,0.313658069,
2408,0.287730844,0.26168394,0.263271777,0.266092622,
2409,0.459153927,0.256895938,0.22736721,0.265864957,
2410,0.578221296,0.28722498,0.236205718,0.284656764,
2411,0.649402783,0.332875672,0.243107941,0.289231886,
2412,0.670588044,0.367756528,0.278405193,0.309655104,
2413,0.650388436,0.405269929,0.317697791,0.327065046,
2414,0.589207665,0.426482167,0.349706271,0.354120536,
2415,0.484216259,0.435588928,0.380892796,0.353745325,
2416,0.335312677,0.423944417,0.393112401,0.346689907,
2417,0.157478037,0.35725158,0.38690649,0.332163226,
2418,0.014395399,0.177369624,0.266188911,0.275517554,
2419,0,0.193066619,0.28841397,0.253113113,
2420,0,0.185131876,0.276202589,0.254535757,
2421,0,0.163604343,0.236282454,0.279052345,
2422,0,0.143310092,0.204072258,0.337839802,
2423,0,0.123958716,0.200441106,0.408595478,
2424,0,0.103678397,0.183627004,0.446354632,
2425,0,0.094430673,0.154952592,0.45600375,
2426,0,0.090891035,0.141237477,0.461388152,
2427,0,0.083549899,0.152925221,0.488194908,
2428,0,0.076316453,0.11579255,0.450679051,
2429,0,0.082700196,0.101085139,0.391991477,
2430,0.013112772,0.049787884,0.079963095,0.351201126,
2431,0.150129181,0.049788365,0.066798664,0.279506303,
2432,0.326748364,0.058960169,0.060637295,0.249967121,
2433,0.472521434,0.116809501,0.044355164,0.237817024,
2434,0.569522563,0.184049302,0.031623468,0.236618107,
2435,0.625593639,0.249753293,0.035844194,0.256670333,
2436,0.644780178,0.331101226,0.057561919,0.279227821,
2437,0.620257495,0.400420581,0.108589443,0.303399938,
2438,0.549725279,0.469069992,0.192600919,0.336328817,
2439,0.430617102,0.463240777,0.252140377,0.370390672,
2440,0.294282101,0.36507739,0.283834887,0.427713277,
2441,0.138460056,0.286256803,0.30711888,0.465719607,
2442,0.014207301,0.091292208,0.342203606,0.501191944,
2443,0,0.093614587,0.310442214,0.485273391,
2444,0,0.106524937,0.322385999,0.489142518,
2445,0,0.07270588,0.284388846,0.485680026,
2446,0,0.060101004,0.270474752,0.49945209,
2447,0,0.055734276,0.277128346,0.509742753,
2448,0,0.054030547,0.275026503,0.494662522,
2449,0,0.05861021,0.262012467,0.467638898,
2450,0,0.061832502,0.260027138,0.436343295,
2451,0,0.051580698,0.26290967,0.444908118,
2452,0,0.041806788,0.278928526,0.474549744,
2453,0,0.047723194,0.298460713,0.509076335,
2454,0.011060612,0.037263317,0.214647095,0.466691605,
2455,0.101574232,0.056822258,0.348670323,0.579757407,
2456,0.212963838,0.075005972,0.421698682,0.646895959,
2457,0.327744843,0.138901028,0.482892319,0.682166532,
2458,0.397550448,0.189569885,0.51061647,0.667927977,
2459,0.43433264,0.206327572,0.489985445,0.630175116,
2460,0.478025656,0.210847286,0.477505593,0.629971086,
2461,0.413345832,0.220152483,0.482024012,0.644357596,
2462,0.284998023,0.229563891,0.475705061,0.63074465,
2463,0.213103412,0.2299486,0.463934285,0.614018139,
2464,0.17072403,0.221270978,0.46641195,0.61072287,
2465,0.081898812,0.251892401,0.497874183,0.611516258,
2466,0.00181287,0.138716915,0.37820139,0.515064128,
2467,0,0.179283086,0.420580718,0.522547858,
2468,0,0.234137872,0.488342109,0.536198459,
2469,0,0.279765704,0.518855106,0.54050686,
2470,0,0.264073476,0.554764924,0.56189032,
2471,0,0.244928647,0.585636555,0.591836421,
2472,0,0.224758347,0.60608577,0.617337109,
2473,0,0.218615178,0.572175476,0.59685598,
2474,0,0.210100642,0.500438918,0.571828642,
2475,0,0.194465999,0.438272614,0.565088141,
2476,0,0.169197383,0.43583371,0.592438656,
2477,0,0.16695492,0.479534905,0.621750141,
2478,0,0.141894608,0.45670786,0.640955269,
2479,0.003051051,0.161199573,0.470791954,0.624749193,
2480,0.025800751,0.158111791,0.42333692,0.609262803,
2481,0.030096111,0.129785146,0.40192053,0.607817756,
2482,0.053669454,0.096788259,0.389794542,0.626537418,
2483,0.048853956,0.06501503,0.478866466,0.677024392,
2484,0.065929666,0.067794836,0.529457656,0.681812927,
2485,0.067498518,0.076369306,0.532517151,0.731757989,
2486,0.085766806,0.06996852,0.584828789,0.806513433,
2487,0.105915161,0.090802493,0.648219546,0.821176206,
2488,0.08624911,0.142277579,0.692950893,0.846160121,
2489,0.048036947,0.176514167,0.707845067,0.853267276,
2490,0.003667561,0.146293974,0.658153094,0.804833854,
2491,0,0.201591165,0.687556229,0.755842696,
2492,0,0.22846859,0.642875539,0.669729854,
2493,0,0.230929638,0.59006412,0.616762682,
2494,0,0.240408279,0.569383211,0.608940665,
2495,0,0.246243207,0.568775005,0.638786109,
2496,0,0.24566511,0.549293144,0.669316088,
2497,0,0.256560091,0.560055459,0.705420923,
2498,0,0.260334552,0.556650753,0.737297697,
2499,0,0.245649094,0.54487984,0.779971301,
2500,0,0.233898573,0.559160728,0.789663791,
2501,0,0.21507435,0.543461417,0.744670337,
2502,0.014919219,0.071620419,0.3621307,0.620663449,
2503,0.149589754,0.069612164,0.315913177,0.549480616,
2504,0.318100911,0.102327677,0.293688645,0.496640202,
2505,0.477878033,0.17263124,0.278785271,0.46110058,
2506,0.584284494,0.197883371,0.262660486,0.422989765,
2507,0.62590686,0.195985638,0.293550362,0.449550919,
2508,0.649858199,0.218137323,0.378008902,0.523015548,
2509,0.611233931,0.267675181,0.494307243,0.608919657,
2510,0.556323011,0.31989422,0.612952677,0.669213554,
2511,0.416689818,0.36861139,0.691439432,0.703490659,
2512,0.278833723,0.33432039,0.709445457,0.713600421,
2513,0.143127796,0.274210507,0.707530357,0.710322522,
2514,0.016213136,0.152860802,0.645972753,0.679248022,
2515,0,0.17650021,0.660773845,0.672124677,
2516,0,0.171493884,0.615681838,0.64455641,
2517,0,0.14869106,0.570965955,0.645007681,
2518,0,0.13407578,0.520325011,0.628749453,
2519,0,0.117464334,0.464134887,0.576240102,
2520,0,0.104543108,0.407168892,0.509491826,
2521,0,0.090616626,0.348400057,0.448946037,
2522,0,0.075602832,0.295818128,0.383512904,
2523,0,0.065917829,0.256233117,0.343036106,
2524,0,0.055245611,0.21768686,0.313095421,
2525,0,0.045215323,0.173775909,0.274126451,
2526,0.01913347,0.037032881,0.108653805,0.190685437,
2527,0.165528973,0.028518117,0.105393109,0.168597807,
2528,0.345338436,0.033881532,0.110557405,0.153580279,
2529,0.502238782,0.033678839,0.102760713,0.149804959,
2530,0.598055426,0.025282379,0.084747659,0.144402253,
2531,0.653405662,0.017415219,0.069477324,0.13958096,
2532,0.659742523,0.018345965,0.058945611,0.130567545,
2533,0.625902937,0.022563312,0.06398209,0.12613953,
2534,0.53529071,0.025085906,0.086365263,0.125949527,
2535,0.428156087,0.035782419,0.121552172,0.125714237,
2536,0.270345937,0.044528669,0.142975578,0.127895846,
2537,0.122405327,0.049273702,0.148116561,0.120996965,
2538,0.018926389,0.0347873,0.122564966,0.098727949,
2539,0,0.035624728,0.101660666,0.08188865,
2540,0,0.030314326,0.085271164,0.075934905,
2541,0,0.03135898,0.069562589,0.061753366,
2542,0,0.025112278,0.056135775,0.051872197,
2543,0,0.020266097,0.046980472,0.047267959,
2544,0,0.017477014,0.037765963,0.041204567,
2545,0,0.016565756,0.034360499,0.049113623,
2546,0,0.013560463,0.03011719,0.052143454,
2547,0,0.011112448,0.035691225,0.054004344,
2548,0,0.011304862,0.041971006,0.046008479,
2549,0,0.010582444,0.050434095,0.040854937,
2550,0.018487833,0.006716918,0.049545419,0.039192029,
2551,0.111872643,0.005703562,0.051676295,0.044504169,
2552,0.264327201,0.005187587,0.047744773,0.04940823,
2553,0.410172402,0.003715816,0.037199483,0.05364353,
2554,0.522938275,0.002147107,0.023027639,0.047775843,
2555,0.592270306,0.003360862,0.014895027,0.04199828,
2556,0.585680359,0.007456781,0.014753722,0.040986832,
2557,0.531391025,0.017633496,0.022568981,0.048670318,
2558,0.452035405,0.029204378,0.035277036,0.062182428,
2559,0.418780416,0.040336251,0.054474565,0.070538558,
2560,0.301709094,0.051122403,0.065842507,0.069845873,
2561,0.15325041,0.065989061,0.065929424,0.062532763,
2562,0.018461059,0.077090484,0.08473427,0.066958709,
2563,0,0.071368248,0.073343605,0.053852317,
2564,0,0.047890043,0.049343905,0.035353155,
2565,0,0.025079015,0.0336479,0.025718311,
2566,0,0.01816242,0.029804485,0.025354389,
2567,0,0.016329816,0.026171407,0.020957142,
2568,0,0.01704894,0.025015652,0.020628604,
2569,0,0.017398857,0.021479269,0.022058894,
2570,0,0.018734135,0.018742265,0.024189342,
2571,0,0.020922458,0.016708766,0.027378171,
2572,0,0.022411849,0.014760199,0.029613494,
2573,0,0.022851903,0.013934628,0.028825999,
2574,0.021540624,0.011796972,0.016992722,0.02093286,
2575,0.167532814,0.009173168,0.009876457,0.017205791,
2576,0.348416161,0.006845364,0.005100531,0.018148966,
2577,0.50342057,0.011820687,0.003758316,0.018909547,
2578,0.602405931,0.012978028,0.003171198,0.020158978,
2579,0.665885751,0.014822531,0.008869768,0.027117767,
2580,0.686394739,0.023999007,0.025674651,0.047123439,
