Time_Index,KR_utilitypv,onwind,offwind-ac,offwind-dc,availability_one
106,0.300875701,0.026244343,0.178362777,0.400116158,1
107,0.415279524,0.050847747,0.214647934,0.415111723,1
108,0.471409194,0.092004463,0.275012794,0.478948026,1
109,0.456805801,0.130712925,0.355512505,0.561834588,1
110,0.386413434,0.163672043,0.441010232,0.638786791,1
111,0.273536253,0.185154116,0.498803404,0.67634984,1
112,0.126059632,0.203775381,0.528910921,0.680217228,1
113,0,0.230794599,0.550362141,0.669406725,1
114,0,0.166076083,0.519650049,0.64276655,1
115,0,0.19146067,0.519970225,0.606152367,1
116,0,0.209066264,0.516858385,0.595315492,1
117,0,0.230369286,0.557143636,0.629873295,1
118,0,0.268014011,0.608244912,0.655494551,1
119,0,0.269233425,0.599763083,0.635721845,1
120,0,0.247750568,0.584164125,0.633642202,1
121,0,0.244787298,0.612958686,0.650703437,1
122,0,0.254180197,0.639793174,0.659118645,1
123,0,0.258854878,0.641118861,0.657831083,1
124,0,0.247813509,0.623658355,0.641745099,1
125,0,0.225317219,0.593412979,0.613826988,1
126,0,0.150087831,0.433345616,0.541904701,1
127,0,0.128651803,0.382910176,0.455441501,1
128,0.148300944,0.11277571,0.355489835,0.385512518,1
129,0.342596276,0.097178561,0.31325579,0.331921959,1
130,0.488483197,0.092665188,0.306200185,0.295700403,1
131,0.574730018,0.086253308,0.297474651,0.291702007,1
132,0.606431943,0.082565633,0.290069974,0.308238812,1
133,0.579590753,0.080785204,0.288942637,0.315089075,1
134,0.503805956,0.081551773,0.280968998,0.280018907,1
135,0.372341947,0.066777191,0.264470823,0.26780981,1
136,0.187904341,0.050384526,0.197232119,0.233454891,1
137,0,0.041889193,0.135741066,0.169569678,1
138,0,0.036157043,0.12153634,0.140943625,1
139,0,0.03892312,0.139758662,0.119083283,1
140,0,0.039881406,0.13527661,0.101849672,1
141,0,0.03161863,0.107440916,0.099112341,1
142,0,0.026192272,0.107194769,0.107212191,1
143,0,0.021993116,0.10627751,0.123678866,1
144,0,0.015938158,0.088526784,0.150830647,1
145,0,0.011521636,0.087618545,0.128147655,1
146,0,0.013438656,0.110631571,0.11068375,1
147,0,0.013795645,0.119863555,0.095934461,1
148,0,0.011933867,0.114050285,0.089683614,1
149,0,0.008263613,0.094999323,0.087144556,1
150,0,0.005161865,0.055673748,0.067457531,1
151,0,0.008390436,0.050136714,0.050240564,1
152,0.057185843,0.002762103,0.012182523,0.03600337,1
153,0.121095054,0.002689862,0.014223761,0.029488715,1
154,0.149783353,0.00321729,0.016064986,0.031680808,1
155,0.158631457,0.004823316,0.025835365,0.043480786,1
156,0.195199471,0.00827265,0.039161856,0.059399834,1
157,0.201410099,0.009381724,0.046946427,0.076499228,1
158,0.156225915,0.009486909,0.055979296,0.089505074,1
159,0.114960616,0.011403861,0.059173668,0.089297222,1
160,0.040424048,0.012566821,0.061131722,0.072676142,1
161,0,0.016152323,0.0684554,0.071343027,1
162,0,0.016892995,0.060821429,0.065501607,1
163,0,0.014544089,0.052394806,0.076274427,1
164,0,0.013527117,0.051029105,0.071368403,1
165,0,0.016687339,0.059495873,0.071739737,1
166,0,0.019348284,0.062992668,0.071987089,1
167,0,0.024276458,0.084089823,0.075606313,1
168,0,0.022503505,0.103319268,0.07225581,1
169,0,0.020552503,0.117134862,0.079593708,1
170,0,0.017057731,0.110877362,0.087854229,1
171,0,0.014317584,0.106933996,0.152819793,1
172,0,0.012377882,0.129301267,0.325974557,1
173,0,0.015789616,0.190774923,0.407313976,1
174,0,0.016778234,0.199082565,0.420138125,1
175,0,0.018664464,0.224858373,0.41141234,1
176,0.00908301,0.023486881,0.218988874,0.417132012,1
177,0.04486463,0.03785096,0.236119301,0.403260723,1
178,0.125998106,0.043496922,0.235152986,0.431113562,1
179,0.205221411,0.034318901,0.200270431,0.421656762,1
180,0.214308458,0.05405636,0.195123101,0.436454866,1
181,0.236296288,0.095501286,0.219076987,0.50297521,1
182,0.224904105,0.121258517,0.269292507,0.621850333,1
183,0.123213702,0.140574961,0.402945626,0.76820027,1
184,0.050239778,0.17066022,0.551427756,0.844436787,1
185,0,0.212820086,0.718674938,0.876860914,1
186,0,0.161595346,0.74238505,0.874922995,1
187,0,0.207184522,0.799402332,0.881646477,1
188,0,0.373934671,0.840739871,0.884734144,1
189,0,0.477278063,0.842976056,0.8851017,1
190,0,0.62821159,0.852568322,0.885396048,1
191,0,0.674285557,0.864024958,0.885467622,1
192,0,0.653055633,0.866170634,0.885396138,1
193,0,0.632969471,0.866580826,0.885355068,1
194,0,0.658800506,0.866102258,0.885339612,1
195,0,0.709274973,0.86743928,0.885374219,1
196,0,0.747988928,0.870549439,0.885402439,1
197,0,0.733650508,0.869697702,0.885278628,1
198,0,0.50559156,0.816682672,0.884835112,1
199,0,0.526295684,0.806009791,0.884047861,1
200,0.129138146,0.577725414,0.798680178,0.880702743,1
201,0.303572381,0.619837301,0.776825068,0.87406352,1
202,0.390062639,0.63973089,0.773571009,0.876138757,1
203,0.407409647,0.691711543,0.807869942,0.882448502,1
204,0.402156544,0.74548692,0.85131728,0.885260515,1
205,0.347430259,0.796895524,0.86914851,0.884889784,1
206,0.286483616,0.835819538,0.872771182,0.881403357,1
207,0.203084814,0.809366509,0.857764854,0.865711418,1
208,0.119902704,0.674696258,0.774195641,0.817792427,1
209,0.000198463,0.549648453,0.70005323,0.787160504,1
210,0,0.299881117,0.475110046,0.695255983,1
211,0,0.229157702,0.447769775,0.720867376,1
212,0,0.191555548,0.534824712,0.76952744,1
213,0,0.227911666,0.636183546,0.800162757,1
214,0,0.259692569,0.658888261,0.78559814,1
215,0,0.234720059,0.649715723,0.756578723,1
216,0,0.22445564,0.639128107,0.734462118,1
217,0,0.214283412,0.624684083,0.720893127,1
218,0,0.223818473,0.604921663,0.711224252,1
219,0,0.216715748,0.594855589,0.725081312,1
220,0,0.204612858,0.603998157,0.745956399,1
221,0,0.203173698,0.59351762,0.740824458,1
222,0,0.130720214,0.510230997,0.652876483,1
223,0,0.159307616,0.522676912,0.637947657,1
224,0.138842973,0.213656193,0.524545012,0.627845486,1
225,0.328163223,0.277918927,0.506117188,0.620526549,1
226,0.467061836,0.355654913,0.482969457,0.647216456,1
227,0.523727414,0.523783877,0.514583335,0.71931426,1
228,0.540794465,0.65489311,0.616871529,0.80586554,1
229,0.521259431,0.685063128,0.725217016,0.865221657,1
230,0.444077745,0.689682914,0.801606984,0.880984363,1
231,0.331826088,0.641666518,0.814508208,0.882289583,1
232,0.177816926,0.557663833,0.81604182,0.883645672,1
233,0.002388511,0.473430037,0.818848268,0.884257313,1
234,0,0.184888817,0.543191837,0.775836152,1
235,0,0.256008058,0.529105566,0.781405593,1
236,0,0.331338476,0.539595646,0.785672757,1
237,0,0.362959882,0.553524694,0.795184803,1
238,0,0.354391541,0.579957698,0.807569915,1
239,0,0.328421429,0.59046412,0.819838851,1
240,0,0.318217055,0.597069633,0.830629383,1
241,0,0.300493531,0.609343493,0.837127183,1
242,0,0.287179412,0.599787429,0.831140674,1
243,0,0.279176528,0.59060055,0.821381001,1
244,0,0.267167244,0.569358408,0.805011551,1
245,0,0.25563666,0.547699124,0.791341591,1
246,0,0.129779815,0.396533934,0.692084692,1
247,0,0.141369874,0.388463366,0.706248309,1
248,0.160201666,0.161155288,0.36137366,0.714168226,1
249,0.365985312,0.196972807,0.35387051,0.719181173,1
250,0.510268173,0.287561333,0.428852984,0.747897454,1
251,0.589649494,0.409040912,0.586281008,0.803291702,1
252,0.607356008,0.495331489,0.711304432,0.847209171,1
253,0.58485638,0.551650876,0.7950404,0.871240677,1
254,0.478414425,0.573992982,0.827532584,0.881270778,1
255,0.32550824,0.55047999,0.837391626,0.883457256,1
256,0.173822924,0.461228706,0.82519599,0.884352094,1
257,0.005669429,0.386030357,0.810900202,0.884220666,1
258,0,0.213150816,0.701767094,0.868173536,1
259,0,0.239309379,0.660588385,0.853570808,1
260,0,0.247738539,0.606532062,0.837584758,1
261,0,0.239888178,0.580962419,0.83376178,1
262,0,0.210814764,0.532064515,0.805766401,1
263,0,0.185549445,0.494667399,0.775296052,1
264,0,0.179191093,0.494270317,0.763882697,1
265,0,0.174661668,0.507203499,0.764779353,1
266,0,0.169772798,0.509749918,0.766362944,1
267,0,0.167155269,0.520193085,0.780388407,1
268,0,0.166592449,0.545507393,0.791977823,1
269,0,0.172562797,0.565573181,0.792497542,1
270,0,0.11790154,0.455762543,0.732703767,1
271,0,0.127929893,0.466330788,0.711694707,1
272,0.148417307,0.137406155,0.449972543,0.642579749,1
273,0.333797194,0.155801213,0.406796622,0.546793142,1
274,0.468224765,0.170800671,0.366035683,0.463774723,1
275,0.56848263,0.195376567,0.36268229,0.433378079,1
276,0.609175515,0.227047285,0.376470488,0.420927705,1
277,0.56946014,0.260826945,0.404017948,0.417316688,1
278,0.489587042,0.283053991,0.403990431,0.402474436,1
279,0.342651264,0.261272359,0.368187707,0.371342974,1
280,0.171187792,0.21004299,0.312952474,0.342031061,1
281,0,0.176581233,0.263340079,0.319736904,1
282,0,0.074278742,0.208912743,0.303814349,1
283,0,0.086378406,0.185353756,0.266452819,1
284,0,0.089299714,0.166571006,0.223062141,1
285,0,0.076232757,0.127480629,0.166922464,1
286,0,0.063886167,0.097619604,0.135319157,1
287,0,0.05863528,0.087153165,0.127871887,1
288,0,0.064539611,0.091140947,0.141991054,1
289,0,0.078835391,0.107418495,0.171191934,1
290,0,0.082515975,0.124242067,0.188804185,1
291,0,0.083784863,0.144301634,0.201897634,1
292,0,0.078045815,0.16632069,0.217896648,1
293,0,0.073159589,0.182799338,0.22002817,1
294,0,0.046165068,0.120766004,0.144177372,1
295,0,0.036529763,0.090280905,0.103236406,1
296,0.07664344,0.030575356,0.089870539,0.079581619,1
297,0.194899255,0.027195858,0.08306741,0.068798926,1
298,0.316602975,0.044049575,0.076538937,0.063621182,1
299,0.378006002,0.078818848,0.092025268,0.06991812,1
300,0.440177469,0.130594822,0.122767737,0.083775882,1
301,0.389686569,0.171732348,0.132142918,0.086997079,1
302,0.331943077,0.174685879,0.127059889,0.081298737,1
303,0.233607403,0.134472046,0.112282786,0.068758939,1
304,0.135182549,0.079893605,0.089839736,0.054914544,1
305,0.005339836,0.046626991,0.058626536,0.033100714,1
306,0,0.030082142,0.036744889,0.02343493,1
307,0,0.01585199,0.02336716,0.020560072,1
308,0,0.008120606,0.014106067,0.02645732,1
309,0,0.003886838,0.011057518,0.028566278,1
310,0,0.004207535,0.011472428,0.03471452,1
311,0,0.004948689,0.015817064,0.047575294,1
312,0,0.00423233,0.033417689,0.044060496,1
313,0,0.005127267,0.05484115,0.053402003,1
314,0,0.005297514,0.065728039,0.071629409,1
315,0,0.002584625,0.066533147,0.088909849,1
316,0,0.003853208,0.08196102,0.12780646,1
317,0,0.008731017,0.110848215,0.175105889,1
318,0,0.009490264,0.096062455,0.1510515,1
319,0,0.018883065,0.155335186,0.203467925,1
320,0.128047726,0.018954751,0.186781867,0.245376461,1
321,0.302996949,0.01022986,0.194389249,0.292899676,1
322,0.450131853,0.008952117,0.212893909,0.329467371,1
323,0.548119752,0.018725858,0.247652864,0.370405408,1
324,0.577884821,0.044927341,0.275913955,0.395340681,1
325,0.522222373,0.063063601,0.279615348,0.401696502,1
326,0.432395669,0.077042689,0.276621235,0.399354249,1
327,0.29325015,0.079526461,0.291987689,0.403478919,1
328,0.150939241,0.098684771,0.332469594,0.415004358,1
329,0.004484308,0.118536103,0.359794518,0.420654695,1
330,0,0.10860872,0.268610214,0.349450412,1
331,0,0.149311337,0.327253559,0.38850384,1
332,0,0.164093946,0.358724039,0.39839253,1
333,0,0.175952921,0.372362898,0.402634905,1
334,0,0.174947966,0.376431397,0.414353067,1
335,0,0.168309048,0.382555118,0.430163473,1
336,0,0.181636554,0.403207595,0.444427665,1
337,0,0.198018978,0.41264114,0.434398833,1
338,0,0.219873482,0.42671901,0.4053353,1
339,0,0.231653022,0.391934825,0.332857733,1
340,0,0.230119198,0.328874555,0.253901541,1
341,0,0.220314988,0.259954885,0.181438179,1
342,0,0.119932483,0.164813825,0.121875374,1
343,0,0.117627316,0.119933507,0.088250964,1
344,0.080850457,0.124030365,0.100900055,0.068231007,1
345,0.210815313,0.125760021,0.086064695,0.054228306,1
346,0.348589784,0.121113697,0.077907271,0.050874824,1
347,0.456188166,0.158963285,0.093645112,0.059857961,1
348,0.525863273,0.161916064,0.10554341,0.065449819,1
349,0.534651057,0.140201096,0.084635649,0.061110588,1
350,0.464241146,0.093037524,0.06077799,0.059483505,1
351,0.326501121,0.035904349,0.03725542,0.056582966,1
352,0.175924456,0.022205697,0.024713273,0.052451694,1
353,0.017895647,0.013663594,0.014791736,0.052839168,1
354,0,0.005047322,0.018563647,0.046387085,1
355,0,0.002250803,0.01452491,0.05750553,1
356,0,0.001947562,0.014335367,0.073565002,1
357,0,0.005912795,0.017594879,0.088423097,1
358,0,0.013537586,0.026752743,0.110071545,1
359,0,0.022498264,0.036686273,0.136629604,1
360,0,0.035065931,0.048278428,0.165875886,1
361,0,0.038479346,0.054925724,0.19503336,1
362,0,0.03534622,0.051214813,0.23198436,1
363,0,0.039774927,0.051029109,0.259117084,1
364,0,0.039186111,0.040846966,0.27239126,1
365,0,0.037505392,0.027851413,0.276039533,1
366,0,0.003446662,0.007026389,0.205187731,1
367,0,0.005673997,0.008544308,0.217494796,1
368,0.037177907,0.006326114,0.009183743,0.261367688,1
369,0.083610181,0.00529494,0.017282793,0.270299575,1
370,0.146660358,0.003419769,0.020990996,0.266294232,1
371,0.181736621,0.004172628,0.025406442,0.257838101,1
372,0.185025462,0.004015079,0.022242209,0.249417071,1
373,0.145297253,0.006428204,0.024587131,0.243053038,1
374,0.068135145,0.007638012,0.037381526,0.239820669,1
375,0.034961844,0.014838876,0.080261001,0.252820731,1
376,0.007365213,0.048361308,0.171962286,0.267197969,1
377,0,0.071116169,0.282896826,0.275340125,1
378,0,0.054576896,0.307223315,0.244614005,1
379,0,0.064699891,0.330396257,0.208384969,1
380,0,0.060321077,0.336002539,0.203100632,1
381,0,0.050131884,0.316798889,0.198017354,1
382,0,0.043697527,0.273470526,0.182422239,1
383,0,0.036737517,0.219889572,0.156694703,1
384,0,0.034707874,0.17802762,0.132408669,1
385,0,0.038613143,0.165978608,0.132938677,1
386,0,0.041221543,0.153935559,0.125123808,1
387,0,0.042552504,0.153076046,0.111713881,1
388,0,0.03605603,0.166197002,0.122409932,1
389,0,0.040614353,0.196000105,0.168342907,1
390,0,0.066922122,0.279133445,0.318934332,1
391,0,0.068102361,0.224839682,0.267737279,1
392,0.02787648,0.066111533,0.173528612,0.2402897,1
393,0.099639215,0.057685773,0.143460021,0.212250058,1
394,0.185346737,0.050933071,0.134854342,0.150669298,1
395,0.266896927,0.048858607,0.11247027,0.107686864,1
396,0.34460387,0.042829938,0.137554702,0.158975899,1
397,0.345110995,0.0735511,0.17912139,0.183620251,1
398,0.219409416,0.070164541,0.15073117,0.16514423,1
399,0.180668588,0.029176678,0.092329957,0.113086805,1
400,0.115474992,0.015087328,0.036816848,0.062088723,1
401,0.019694237,0.02269646,0.02411564,0.054243787,1
402,0,0.033022489,0.013772104,0.057998744,1
403,0,0.040790031,0.00727402,0.036040947,1
404,0,0.039384085,0.011243587,0.03440082,1
405,0,0.077874954,0.029595884,0.049465191,1
406,0,0.097162702,0.046559315,0.055379438,1
407,0,0.116824396,0.058484099,0.071074894,1
408,0,0.095042658,0.083056044,0.101063427,1
409,0,0.115651176,0.114988089,0.125012868,1
410,0,0.156306914,0.159675638,0.154316936,1
411,0,0.164257781,0.183898071,0.174903236,1
412,0,0.146551517,0.169923818,0.16133405,1
413,0,0.140179637,0.148921215,0.139621118,1
414,0,0.037662924,0.129155638,0.129621972,1
415,0,0.033008441,0.105304639,0.10719608,1
416,0.081834071,0.042240459,0.098377889,0.094536801,1
417,0.229240502,0.031921538,0.105742452,0.110367642,1
418,0.354004438,0.03476128,0.112460345,0.126692127,1
419,0.465879469,0.051936874,0.113485802,0.137471541,1
420,0.512465346,0.066857752,0.114749109,0.145417551,1
421,0.514948399,0.074499352,0.138694049,0.151515932,1
422,0.421893232,0.083757744,0.151946582,0.145401595,1
423,0.285778251,0.077504028,0.147773597,0.133374884,1
424,0.134149866,0.073662766,0.13964151,0.123405924,1
425,0.019267957,0.081131576,0.139847263,0.118438542,1
426,0,0.059277458,0.099223225,0.080885876,1
427,0,0.060924285,0.11057866,0.079064234,1
428,0,0.063938397,0.121847174,0.075250776,1
429,0,0.060168143,0.134730314,0.079124238,1
430,0,0.053891884,0.142202749,0.089233159,1
431,0,0.040114424,0.129233097,0.090364956,1
432,0,0.040446612,0.129431958,0.096309887,1
433,0,0.040703883,0.146046132,0.10754186,1
434,0,0.046243002,0.158138265,0.11449715,1
435,0,0.047547389,0.176352656,0.13508085,1
436,0,0.042752417,0.160535367,0.15753107,1
437,0,0.036847663,0.137975393,0.153165897,1
438,0,0.033187415,0.117713185,0.106458551,1
439,0,0.043228451,0.145218767,0.105301058,1
440,0.137035216,0.025504027,0.121569555,0.104697579,1
441,0.320155238,0.019875546,0.110829206,0.10378315,1
442,0.448985738,0.011444165,0.078566372,0.083529349,1
443,0.557081367,0.004720276,0.053388053,0.074011313,1
444,0.621079257,0.014768533,0.05142094,0.075852574,1
445,0.601249059,0.036235616,0.063514722,0.085604481,1
446,0.469234979,0.047725991,0.066702961,0.095942428,1
447,0.352415825,0.05383201,0.072626223,0.099839336,1
448,0.174289547,0.066252723,0.086701498,0.097058497,1
449,0.029137682,0.085182979,0.105191665,0.09567255,1
450,0,0.073931171,0.094535002,0.068102581,1
451,0,0.087067858,0.128533954,0.072136959,1
452,0,0.081313968,0.125985948,0.073421527,1
453,0,0.067282735,0.113803276,0.085066078,1
454,0,0.062712031,0.107458318,0.086196708,1
455,0,0.0566336,0.094170659,0.087701439,1
456,0,0.05346904,0.077639312,0.096524695,1
457,0,0.051308767,0.077164961,0.107289795,1
458,0,0.05207699,0.094220306,0.127077628,1
459,0,0.05165064,0.107565465,0.145928257,1
460,0,0.051361431,0.109381201,0.146574286,1
461,0,0.046609397,0.102081869,0.137408129,1
462,0,0.041649153,0.094213902,0.126381204,1
463,0,0.0417023,0.094074841,0.124083801,1
464,0.12330342,0.053479767,0.100822711,0.119884473,1
465,0.285108389,0.048574362,0.091672209,0.11991769,1
466,0.393368937,0.048227202,0.074050788,0.122571197,1
467,0.467206331,0.063762917,0.070445586,0.126688959,1
468,0.528976691,0.083487683,0.065805386,0.105672121,1
469,0.507671452,0.098159619,0.060473109,0.094512918,1
470,0.415981047,0.108826195,0.04810564,0.088093071,1
471,0.32485251,0.088522734,0.037765682,0.091103058,1
472,0.183711199,0.0593773,0.03715815,0.090869742,1
473,0.042102249,0.064921068,0.050474358,0.099610765,1
474,0,0.082413859,0.081658723,0.10910618,1
475,0,0.077614343,0.098527753,0.11794543,1
476,0,0.061198727,0.114417918,0.110042005,1
477,0,0.061566942,0.126204678,0.108771425,1
478,0,0.061690601,0.129598174,0.10665035,1
479,0,0.061879747,0.139909792,0.116111372,1
480,0,0.062553368,0.150847874,0.139279047,1
481,0,0.061025988,0.152767941,0.145893227,1
482,0,0.055988834,0.144158104,0.143594544,1
483,0,0.05119547,0.130679123,0.151582198,1
484,0,0.041791608,0.116983623,0.151536033,1
485,0,0.033998905,0.106025498,0.149450637,1
486,0,0.029297514,0.080553701,0.113254219,1
487,0,0.020684507,0.066128499,0.085305475,1
488,0.162457399,0.019013776,0.072696287,0.075799468,1
489,0.35944414,0.011961891,0.067983415,0.069112495,1
490,0.5019752,0.01017338,0.057378638,0.067662286,1
491,0.586339093,0.008526797,0.051285161,0.066585598,1
492,0.600751347,0.010424931,0.041097382,0.063371289,1
493,0.564812816,0.009619795,0.04320244,0.071147133,1
494,0.473128995,0.007571787,0.051007812,0.082724144,1
495,0.332253054,0.00811603,0.059656401,0.105162378,1
496,0.147686726,0.007808067,0.066483081,0.128966093,1
497,0.01616032,0.009215915,0.075108756,0.135720091,1
498,0,0.007787798,0.071762598,0.098797972,1
499,0,0.006964255,0.073323636,0.093022034,1
500,0,0.006519415,0.072494559,0.074522059,1
501,0,0.00424125,0.050658303,0.045234317,1
502,0,0.002883648,0.036326937,0.038377035,1
503,0,0.003079944,0.029918161,0.030034883,1
504,0,0.004079995,0.026158628,0.024559244,1
505,0,0.00707919,0.021283562,0.026529389,1
506,0,0.01086852,0.030621722,0.040161463,1
507,0,0.012411521,0.041756506,0.069377809,1
508,0,0.012162297,0.052440761,0.106189293,1
509,0,0.011955292,0.064274651,0.124307431,1
510,0,0.022457202,0.098747284,0.123800908,1
511,0,0.025607368,0.108176347,0.123533973,1
512,0.035754626,0.018063305,0.098359463,0.127551371,
513,0.146632019,0.011439872,0.07543914,0.148097331,
514,0.272162431,0.004877788,0.057044301,0.174492909,
515,0.372033169,0.003429281,0.076340792,0.210629923,
516,0.430053177,0.011651514,0.113650238,0.296384062,
517,0.414272615,0.038829496,0.198723116,0.402505628,
518,0.340370206,0.077532527,0.301096418,0.471398526,
519,0.22322922,0.123783033,0.421239164,0.573263562,
520,0.077635888,0.136257921,0.572250422,0.681400401,
521,0.013505441,0.16946926,0.690850464,0.749329071,
522,0,0.168171572,0.637927044,0.743069971,
523,0,0.214686387,0.768255303,0.801157902,
524,0,0.291840261,0.827517396,0.827554715,
525,0,0.385631776,0.839098796,0.81754653,
526,0,0.469248635,0.851620609,0.809062734,
527,0,0.566823796,0.862126288,0.802540399,
528,0,0.581036476,0.85781175,0.770387882,
529,0,0.508602393,0.825302154,0.717316173,
530,0,0.479613518,0.798307487,0.666623021,
531,0,0.573736775,0.818978456,0.652498731,
532,0,0.640206227,0.847332538,0.652127214,
533,0,0.700589692,0.855993221,0.663814318,
534,0,0.484118703,0.778398277,0.646521285,
535,0,0.590267696,0.771235769,0.686444504,
536,0.127435313,0.618614921,0.759125614,0.69142253,
537,0.315093343,0.647136093,0.743504386,0.685726111,
538,0.464073309,0.693014164,0.728734216,0.706833271,
539,0.571823275,0.701380933,0.713421661,0.679201966,
540,0.61242685,0.716823295,0.727942896,0.677498413,
541,0.59314021,0.737136666,0.762035554,0.716498515,
542,0.510666544,0.741201676,0.764079496,0.714463078,
543,0.378769829,0.714978372,0.725677376,0.696771791,
544,0.199022338,0.647962573,0.669108548,0.674028232,
