Time_Index,Demand_MW,Demand_MW_25,Demand_MW_30,Demand_MW_35,Demand_heat,Demand_Zero,,,,,,,,,
897,55846.81908,57129.07819,61261.4717,65646.33954,8700,0,,,,,,,,,
898,54502.29114,55753.67949,59786.58447,64065.88538,8700,0,,,,,,,,,
899,54204.03993,55448.58035,59459.41619,63715.2996,8700,0,,,,,,,,,
900,52420.28674,53623.87167,57502.71843,61618.54872,8700,0,,,,,,,,,
901,50486.92844,51646.1229,55381.91053,59345.94129,8700,0,,,,,,,,,
902,50384.31468,51541.15311,55269.34781,59225.32176,8700,0,,,,,,,,,
903,50812.03184,51978.69077,55738.53447,59728.09105,8700,0,,,,,,,,,
904,52465.36007,53669.9799,57552.16186,61671.53113,8700,0,,,,,,,,,
905,55407.59383,56679.7682,60779.66118,65130.04281,8700,0,,,,,,,,,
906,58352.70462,59692.49957,64010.31645,68591.93636,8700,0,,,,,,,,,
907,61079.16178,62481.55699,67001.11845,71796.80882,8700,0,,,,,,,,,
908,61086.83384,62489.4052,67009.53437,71805.82711,8700,0,,,,,,,,,
909,60600.61724,61992.02493,66476.17643,71234.29339,8700,0,,,,,,,,,
910,59631.06107,61000.20746,65412.61651,70094.60783,8700,0,,,,,,,,,
911,59813.27242,61186.60244,65612.49425,70308.79207,8700,0,,,,,,,,,
912,59898.62405,61273.91377,65706.12119,70409.12047,8700,0,,,,,,,,,
913,57287.24774,58602.5795,62841.55774,67339.52225,8700,0,,,,,,,,,
914,55312.65213,56582.6466,60675.51436,65018.44155,8700,0,,,,,,,,,
915,54312.40773,55559.43631,59578.29083,63842.68286,8700,0,,,,,,,,,
916,54282.67851,55529.02449,59545.6792,63807.73701,8700,0,,,,,,,,,
917,55164.96504,56431.56859,60513.50821,64844.83961,8700,0,,,,,,,,,
918,57433.97582,58752.67651,63002.51191,67511.99692,8700,0,,,,,,,,,
919,61310.28249,62717.9843,67254.64758,72068.48461,8700,0,,,,,,,,,
920,67396.14151,68943.5764,73930.5637,79222.23793,8700,0,,,,,,,,,
921,74059.32279,75759.74624,81239.77662,87054.61706,8700,0,,,,,,,,,
922,73561.59811,75250.59365,80693.79483,86469.55594,8700,0,,,,,,,,,
923,72359.96222,74021.36787,79375.65381,85057.0673,8700,0,,,,,,,,,
924,69881.8879,71486.39624,76657.31672,82144.16176,8700,0,,,,,,,,,
925,65993.11413,67508.3351,72391.50519,77573.01936,8700,0,,,,,,,,,
926,68038.67626,69600.86393,74635.39569,79977.51917,8700,0,,,,,,,,,
927,69218.25499,70807.52613,75929.34099,81364.08025,8700,0,,,,,,,,,
928,70778.55953,72403.65572,77640.92553,83198.17363,8700,0,,,,,,,,,
929,73817.65301,75512.52766,80974.67564,86770.54116,8700,0,,,,,,,,,
930,74658.70223,76372.88761,81897.26915,87759.17047,8700,0,,,,,,,,,
931,74754.60294,76470.99023,82002.46796,87871.89898,8700,0,,,,,,,,,
932,72758.90918,74429.47477,79813.28085,85526.01805,8700,0,,,,,,,,,
933,70481.26733,72099.53759,77314.80924,82848.71516,8700,0,,,,,,,,,
934,67584.1069,69135.85753,74136.75337,79443.18588,8700,0,,,,,,,,,
935,65975.852,67490.67663,72372.56941,77552.72821,8700,0,,,,,,,,,
936,67330.92903,68876.86663,73859.02851,79145.58252,8700,0,,,,,,,,,
937,64334.99087,65812.14085,70572.61787,75623.94286,8700,0,,,,,,,,,
938,62126.39753,63552.83757,68149.8894,73027.80451,8700,0,,,,,,,,,
939,60848.04107,62245.12968,66747.58934,71525.13304,8700,0,,,,,,,,,
940,60564.17497,61954.74593,66436.20088,71191.45655,8700,0,,,,,,,,,
941,61202.8737,62608.10937,67136.82492,71942.22864,8700,0,,,,,,,,,
942,62643.30235,64081.61068,68716.91096,73635.41136,8700,0,,,,,,,,,
943,65853.0991,67365.10529,72237.91495,77408.43568,8700,0,,,,,,,,,
944,70679.7818,72302.61002,77532.57077,83082.06324,8700,0,,,,,,,,,
945,75870.88719,77612.90469,83226.98204,89184.05928,8700,0,,,,,,,,,
946,74414.15542,76122.72593,81629.0122,87471.7127,8700,0,,,,,,,,,
947,72643.82832,74311.75162,79687.04227,85390.74378,8700,0,,,,,,,,,
948,69645.97215,71245.0638,76398.52766,81866.84954,8700,0,,,,,,,,,
949,65504.02051,67008.01176,71854.99129,76998.10378,8700,0,,,,,,,,,
950,66811.14718,68345.15043,73288.85099,78534.59382,8700,0,,,,,,,,,
951,67488.20619,69037.75491,74031.55456,79330.45733,8700,0,,,,,,,,,
952,68509.54874,70082.54777,75151.92181,80531.01631,8700,0,,,,,,,,,
953,71341.49669,72979.51807,78258.44251,83859.89018,8700,0,,,,,,,,,
954,71982.11343,73634.84356,78961.17053,84612.91684,8700,0,,,,,,,,,
955,72213.23414,73871.27087,79214.69964,84884.59264,8700,0,,,,,,,,,
956,70627.03641,72248.65358,77474.71142,83020.06253,8700,0,,,,,,,,,
957,68953.56903,70536.7629,75638.99229,81052.94947,8700,0,,,,,,,,,
958,66498.51087,68025.33589,72945.90289,78167.09877,8700,0,,,,,,,,,
959,65086.85243,66581.26537,71397.37649,76507.73462,8700,0,,,,,,,,,
960,66542.6252,68070.4631,72994.29435,78218.9539,8700,0,,,,,,,,,
961,63243.64079,64695.73306,69375.45546,74341.09203,8700,0,,,,,,,,,
962,61073.40774,62475.67084,66994.80653,71790.04511,8700,0,,,,,,,,,
963,59926.43526,61302.36353,65736.62884,70441.81175,8700,0,,,,,,,,,
964,59515.98022,60882.48433,65286.37795,69959.33358,8700,0,,,,,,,,,
965,59954.24646,61330.81329,65767.13648,70474.50302,8700,0,,,,,,,,,
966,61288.22533,62695.4207,67230.45185,72042.55704,8700,0,,,,,,,,,
967,64069.3459,65540.3966,70281.21718,75311.68479,8700,0,,,,,,,,,
968,68335.96846,69904.98205,74961.51198,80326.97765,8700,0,,,,,,,,,
969,73142.51201,74821.88523,80234.07606,85976.93221,8700,0,,,,,,,,,
970,72249.67641,73908.54986,79254.67519,84927.42948,8700,0,,,,,,,,,
971,70461.12818,72078.93605,77292.7175,82825.04216,8700,0,,,,,,,,,
972,67418.19867,68966.14,73954.75942,79248.1655,8700,0,,,,,,,,,
973,63680.94803,65143.08099,69855.16202,74855.13419,8700,0,,,,,,,,,
974,64633.24207,66117.23998,70899.78615,75974.52862,8700,0,,,,,,,,,
975,64331.15484,65808.21674,70568.40992,75619.43371,8700,0,,,,,,,,,
976,63794.11087,65258.8421,69979.29662,74988.15387,8700,0,,,,,,,,,
977,64236.21314,65711.09516,70464.26311,75507.83246,8700,0,,,,,,,,,
978,63431.60618,64888.01418,69581.64514,74562.03998,8700,0,,,,,,,,,
979,64269.77838,65745.43107,70501.08268,75547.28744,8700,0,,,,,,,,,
980,63598.47342,65058.71275,69764.69105,74758.18765,8700,0,,,,,,,,,
981,62825.5137,64268.00565,68916.78869,73849.59559,8700,0,,,,,,,,,
982,61221.09483,62626.74886,67156.81269,71963.64706,8700,0,,,,,,,,,
983,60381.00462,61767.36994,66235.27117,70976.14504,8700,0,,,,,,,,,
984,61588.39455,63002.48189,67559.72412,72395.39739,8700,0,,,,,,,,,
985,58508.06377,59851.42582,64180.73852,68774.55661,8700,0,,,,,,,,,
986,55964.77695,57249.7444,61390.86623,65784.99565,8700,0,,,,,,,,,
987,54132.1144,55375.00339,59380.51709,63630.75319,8700,0,,,,,,,,,
988,53266.13099,54489.13675,58430.57188,62612.81445,8700,0,,,,,,,,,
989,53106.93582,54326.28642,58255.94187,62425.68508,8700,0,,,,,,,,,
990,53464.64546,54692.20917,58648.33339,62846.16254,8700,0,,,,,,,,,
991,53771.52773,55006.13754,58984.96958,63206.89387,8700,0,,,,,,,,,
992,53353.40064,54578.41014,58526.30279,62715.39743,8700,0,,,,,,,,,
993,52005.99567,53200.06837,57048.25959,61131.5614,8700,0,,,,,,,,,
994,49937.41737,51083.99491,54779.12138,58700.00673,8700,0,,,,,,,,,
995,49145.27751,50273.66729,53910.17926,57768.86898,8700,0,,,,,,,,,
996,47903.36333,49003.2384,52547.85474,56309.03435,8700,0,,,,,,,,,
997,47169.7229,48252.75338,51743.08388,55446.661,8700,0,,,,,,,,,
998,46993.26559,48072.24455,51549.51809,55239.24048,8700,0,,,,,,,,,
999,47884.18318,48983.61786,52526.81498,56286.48864,8700,0,,,,,,,,,
1000,49167.33468,50296.23089,53934.37499,57794.79655,8700,0,,,,,,,,,
1001,50880.12134,52048.34363,55813.22562,59808.1283,8700,0,,,,,,,,,
1002,52588.11298,53795.55125,57686.81633,61815.82366,8700,0,,,,,,,,,
1003,54470.6439,55721.30563,59751.86886,64028.68494,8700,0,,,,,,,,,
1004,54602.02787,55855.70621,59895.99122,64183.12305,8700,0,,,,,,,,,
1005,54224.17908,55469.18191,59481.50793,63738.97259,8700,0,,,,,,,,,
1006,53448.34234,54675.53172,58630.44961,62826.99869,8700,0,,,,,,,,,
1007,53921.13284,55159.17763,59149.07971,63382.75041,8700,0,,,,,,,,,
1008,54448.58674,55698.74202,59727.67313,64002.75739,8700,0,,,,,,,,,
1009,52007.91369,53202.03042,57050.36357,61133.81598,8700,0,,,,,,,,,
1010,49612.31397,50751.42704,54422.49743,58317.85698,8700,0,,,,,,,,,
1011,48255.31893,49363.275,52933.93435,56722.74811,8700,0,,,,,,,,,
1012,47743.20914,48839.40702,52372.17273,56120.77769,8700,0,,,,,,,,,
1013,47879.38815,48978.71275,52521.55504,56280.85221,8700,0,,,,,,,,,
1014,48707.01127,49825.33833,53429.42072,57253.69953,8700,0,,,,,,,,,
1015,49502.98716,50639.59005,54302.5708,58189.34644,8700,0,,,,,,,,,
1016,49829.04957,50973.13894,54660.24673,58572.62349,8700,0,,,,,,,,,
1017,48132.56602,49237.70365,52799.27988,56578.45557,8700,0,,,,,,,,,
1018,43911.9758,44920.20746,48169.4805,51617.2724,8700,0,,,,,,,,,
1019,41490.48289,42443.11637,45513.21069,48770.8767,8700,0,,,,,,,,,
1020,39546.57551,40454.57631,43380.83093,46485.86914,8700,0,,,,,,,,,
1021,38488.79069,39372.50445,42220.48812,45242.47332,8700,0,,,,,,,,,
1022,38091.76175,38966.3596,41784.96507,44775.77714,8700,0,,,,,,,,,
1023,38603.87154,39490.22759,42346.72668,45377.74756,8700,0,,,,,,,,,
1024,40585.1802,41517.02767,44520.13399,47706.71926,8700,0,,,,,,,,,
1025,43998.28644,45008.49981,48264.15943,51718.72809,8700,0,,,,,,,,,
1026,47370.15538,48457.78784,51962.94939,55682.26365,8700,0,,,,,,,,,
1027,50325.81524,51481.3105,55205.17653,59156.55734,8700,0,,,,,,,,,
1028,50899.30149,52067.96416,55834.26538,59830.67402,8700,0,,,,,,,,,
1029,51077.67681,52250.43504,56029.93517,60040.34912,8700,0,,,,,,,,,
1030,51253.1751,52429.96281,56222.44897,60246.64234,8700,0,,,,,,,,,
1031,51970.51241,53163.77039,57009.33603,61089.85184,8700,0,,,,,,,,,
1032,52588.11298,53795.55125,57686.81633,61815.82366,8700,0,,,,,,,,,
1033,50044.82617,51193.86985,54896.94405,58826.26272,8700,0,,,,,,,,,
1034,47982.00191,49083.68255,52634.11776,56401.47176,8700,0,,,,,,,,,
1035,46828.31637,47903.50805,51368.57614,55045.34738,8700,0,,,,,,,,,
1036,46425.5334,47491.47707,50926.74117,54571.88751,8700,0,,,,,,,,,
1037,46752.55481,47826.00698,51285.46908,54956.29184,8700,0,,,,,,,,,
1038,47577.30091,48669.68949,52190.1788,55925.7573,8700,0,,,,,,,,,
1039,48534.38999,49648.75361,53240.06287,57050.78816,8700,0,,,,,,,,,
1040,48783.73184,49903.82042,53513.57976,57343.88238,8700,0,,,,,,,,,
1041,47492.90829,48583.35918,52097.60386,55826.55619,8700,0,,,,,,,,,
1042,44770.28715,45798.22588,49111.00979,52626.19286,8700,0,,,,,,,,,
1043,44040.48275,45051.66497,48310.4469,51768.32865,8700,0,,,,,,,,,
1044,42435.10488,43409.42715,46549.41891,49881.25285,8700,0,,,,,,,,,
1045,41307.31254,42255.74037,45312.28098,48555.56519,8700,0,,,,,,,,,
1046,41065.64275,42008.52178,45047.17999,48271.48925,8700,0,,,,,,,,,
1047,41548.02332,42501.97795,45576.32998,48838.51383,8700,0,,,,,,,,,
1048,43563.85623,44564.09496,47787.60885,51208.06779,8700,0,,,,,,,,,
1049,46751.59581,47825.02596,51284.4171,54955.16455,8700,0,,,,,,,,,
1050,50115.79269,51266.46577,54974.79115,58909.68183,8700,0,,,,,,,,,
1051,52922.80645,54137.92937,58053.96016,62209.24627,8700,0,,,,,,,,,
1052,53403.26901,54629.4235,58581.00617,62774.01628,8700,0,,,,,,,,,
1053,53172.1483,54392.99619,58327.47706,62502.34048,8700,0,,,,,,,,,
1054,52757.85723,53969.19288,57873.01822,62015.35318,8700,0,,,,,,,,,
1055,53112.68986,54332.17257,58262.2538,62432.44879,8700,0,,,,,,,,,
1056,53243.11482,54465.59213,58405.32416,62585.7596,8700,0,,,,,,,,,
1057,50333.4873,51489.15872,55213.59244,59165.57562,8700,0,,,,,,,,,
1058,48030.91127,49133.71488,52687.76915,56458.9633,8700,0,,,,,,,,,
1059,46847.49652,47923.12859,51389.61591,55067.8931,8700,0,,,,,,,,,
1060,46427.45141,47493.43911,50928.84514,54574.14208,8700,0,,,,,,,,,
1061,46686.38332,47758.31617,51212.88191,54878.50913,8700,0,,,,,,,,,
1062,47547.57169,48639.27768,52157.56717,55890.81145,8700,0,,,,,,,,,
1063,48445.20233,49557.51817,53142.22798,56945.95061,8700,0,,,,,,,,,
1064,48795.23992,49915.59273,53526.20361,57357.40979,8700,0,,,,,,,,,
1065,49500.11014,50636.64697,54299.41484,58185.96459,8700,0,,,,,,,,,
1066,49769.59113,50912.31533,54595.02348,58502.73179,8700,0,,,,,,,,,
1067,49970.98262,51118.33082,54815.94096,58739.46172,8700,0,,,,,,,,,
1068,48846.0673,49967.58712,53581.95899,57417.15592,8700,0,,,,,,,,,
1069,48627.41368,49743.91314,53342.10571,57160.13485,8700,0,,,,,,,,,
1070,49637.24815,50776.93372,54449.84912,58347.16639,8700,0,,,,,,,,,
1071,50125.38276,51276.27604,54985.31104,58920.95468,8700,0,,,,,,,,,
1072,50695.03298,51859.00559,55610.19193,59590.56223,8700,0,,,,,,,,,
1073,51817.07128,53006.80621,56841.01794,60909.48618,8700,0,,,,,,,,,
1074,53238.31979,54460.687,58400.06423,62580.12318,8700,0,,,,,,,,,
1075,55230.17752,56498.27836,60585.04339,64921.49501,8700,0,,,,,,,,,
1076,55322.2422,56592.45687,60686.03423,65029.7144,8700,0,,,,,,,,,
1077,54789.99326,56047.98734,60102.18087,64404.07099,8700,0,,,,,,,,,
1078,53968.12419,55207.24792,59200.62713,63437.98739,8700,0,,,,,,,,,
1079,54028.54163,55269.05256,59266.90237,63509.00637,8700,0,,,,,,,,,
1080,54049.63979,55290.63514,59290.0461,63533.80665,8700,0,,,,,,,,,
1081,51167.82347,52342.65149,56128.82203,60146.31394,8700,0,,,,,,,,,
1082,49061.8439,50188.31802,53818.6563,57670.79515,8700,0,,,,,,,,,
1083,48024.19822,49126.84769,52680.40523,56451.07231,8700,0,,,,,,,,,
1084,47812.25765,48910.04091,52447.91587,56201.94223,8700,0,,,,,,,,,
1085,48625.49567,49741.95109,53340.00174,57157.88028,8700,0,,,,,,,,,
1086,50361.29851,51517.60848,55244.10009,59198.2669,8700,0,,,,,,,,,
1087,53866.46943,55103.25914,59089.11639,63318.49513,8700,0,,,,,,,,,
1088,58994.28036,60348.80609,64714.09645,69346.09031,8700,0,,,,,,,,,
1089,67659.86846,69213.35859,74219.86041,79532.24143,8700,0,,,,,,,,,
1090,71234.0879,72869.64315,78140.61986,83733.63421,8700,0,,,,,,,,,
1091,71761.5418,73409.20754,78719.21327,84353.64119,8700,0,,,,,,,,,
1092,70237.67953,71850.35695,77047.60428,82562.38465,8700,0,,,,,,,,,
1093,65439.76704,66942.28301,71784.5081,76922.57567,8700,0,,,,,,,,,
1094,66394.9381,67919.38506,72832.28818,78045.35194,8700,0,,,,,,,,,
1095,66889.78576,68425.59457,73375.11401,78627.03122,8700,0,,,,,,,,,
1096,67562.04974,69113.29393,74112.55764,79417.25832,8700,0,,,,,,,,,
1097,69424.44151,71018.44675,76155.51841,81606.4466,8700,0,,,,,,,,,
1098,70429.48095,72046.56219,77258.00188,82787.84175,8700,0,,,,,,,,,
1099,71060.50761,72692.0774,77950.21001,83529.59554,8700,0,,,,,,,,,
1100,69621.99697,71220.53814,76372.22795,81838.66741,8700,0,,,,,,,,,
1101,67798.92449,69355.60739,74372.39868,79695.69781,8700,0,,,,,,,,,
1102,65437.84902,66940.32095,71782.40412,76920.32109,8700,0,,,,,,,,,
1103,63948.51101,65416.78731,70148.6667,75169.64682,8700,0,,,,,,,,,
1104,65281.53087,66780.41369,71610.93007,76736.57356,8700,0,,,,,,,,,
1105,62172.42987,63599.92683,68200.38483,73081.91421,8700,0,,,,,,,,,
1106,59954.24646,61330.81329,65767.13648,70474.50302,8700,0,,,,,,,,,
1107,58924.27284,60277.19118,64637.30133,69263.79847,8700,0,,,,,,,,,
1108,58704.66022,60052.53618,64396.39607,69005.6501,8700,0,,,,,,,,,
1109,59398.02235,60761.81811,65156.98342,69820.67748,8700,0,,,,,,,,,
1110,61145.33327,62549.24779,67073.70564,71874.59151,8700,0,,,,,,,,,
1111,64429.93257,65909.26244,70676.76468,75735.5441,8700,0,,,,,,,,,
1112,69210.58293,70799.67792,75920.92508,81355.06196,8700,0,,,,,,,,,
1113,74458.26975,76167.85314,81677.40366,87523.56781,8700,0,,,,,,,,,
1114,74084.25698,75785.25293,81267.12831,87083.92648,8700,0,,,,,,,,,
1115,73412.95201,75098.5346,80530.73669,86294.8267,8700,0,,,,,,,,,
1116,72185.42293,73842.82111,79184.19199,84851.90135,8700,0,,,,,,,,,
1117,70273.16279,71886.65492,77086.52783,82604.09422,8700,0,,,,,,,,,
1118,73768.74364,75462.49532,80921.02425,86713.04958,8700,0,,,,,,,,,
1119,76029.12336,77774.77401,83400.56006,89370.06131,8700,0,,,,,,,,,
1120,77105.12932,78875.48537,84580.89065,90634.87556,8700,0,,,,,,,,,
1121,77402.42152,79179.60348,84907.00694,90984.33409,8700,0,,,,,,,,,
1122,75259.99968,76987.99102,82556.86566,88465.97845,8700,0,,,,,,,,,
1123,74868.72478,76587.73233,82127.65453,88006.04598,8700,0,,,,,,,,,
1124,73245.12577,74926.85503,80346.63878,86097.55175,8700,0,,,,,,,,,
1125,71130.51513,72763.69232,78027.00514,83611.88739,8700,0,,,,,,,,,
1126,68812.59499,70392.55206,75484.35005,80887.23851,8700,0,,,,,,,,,
1127,66914.71995,68451.10126,73402.46571,78656.34065,8700,0,,,,,,,,,
1128,68184.44534,69749.97991,74795.29788,80148.86655,8700,0,,,,,,,,,
1129,65058.08221,66551.83458,71365.81685,76473.91606,8700,0,,,,,,,,,
1130,63084.44562,64532.88273,69200.82546,74153.96266,8700,0,,,,,,,,,
1131,61986.38249,63409.60775,67996.29915,72863.22084,8700,0,,,,,,,,,
1132,61597.02561,63011.31112,67569.19201,72405.54296,8700,0,,,,,,,,,
1133,62070.77512,63495.93806,68088.87411,72962.42196,8700,0,,,,,,,,,
1134,63574.49824,65034.18709,69738.39135,74730.00551,8700,0,,,,,,,,,
1135,66674.00917,68204.86369,73138.41671,78373.392,8700,0,,,,,,,,,
1136,71719.34549,73366.04239,78672.92581,84304.04064,8700,0,,,,,,,,,
1137,78930.11982,80742.37818,86582.82389,92780.09977,8700,0,,,,,,,,,
1138,81274.89217,83140.98718,89154.93467,95536.31264,8700,0,,,,,,,,,
1139,81208.72068,83073.29638,89082.34749,95458.52997,8700,0,,,,,,,,,
1140,79783.63614,81615.49149,87519.09327,93783.3838,8700,0,,,,,,,,,
1141,76114.475,77862.08534,83494.18701,89470.38977,8700,0,,,,,,,,,
1142,77875.21202,79663.24939,85425.63705,91540.08579,8700,0,,,,,,,,,
1143,78488.01755,80290.12511,86097.85741,92260.42119,8700,0,,,,,,,,,
1144,78606.93443,80411.77236,86228.30392,92400.20454,8700,0,,,,,,,,,
1145,79902.55301,81737.13873,87649.53977,93923.16714,8700,0,,,,,,,,,
1146,79050.95472,80865.98749,86715.37439,92922.13777,8700,0,,,,,,,,,
1147,78361.42862,80160.62967,85958.99499,92111.61948,8700,0,,,,,,,,,
1148,76628.5028,78387.91537,84058.0526,90074.61472,8700,0,,,,,,,,,
1149,73903.00464,75599.83898,81068.30257,86870.86956,8700,0,,,,,,,,,
1150,71048.99953,72680.30509,77937.58617,83516.06813,8700,0,,,,,,,,,
1151,69183.73073,70772.20918,75891.46942,81323.49796,8700,0,,,,,,,,,
1152,70392.07967,72008.30216,77216.97435,82743.87761,8700,0,,,,,,,,,
1153,67414.36264,68962.21589,73950.55148,79243.65635,8700,0,,,,,,,,,
1154,65313.1781,66812.78754,71645.64567,76773.77398,8700,0,,,,,,,,,
1155,64122.09129,65594.35303,70339.07653,75373.68548,8700,0,,,,,,,,,
1156,63510.24477,64968.45835,69667.90816,74654.47739,8700,0,,,,,,,,,
1157,63803.70094,65268.65235,69989.81651,74999.42672,8700,0,,,,,,,,,
1158,65184.67115,66681.33004,71504.67928,76622.71773,8700,0,,,,,,,,,
1159,68115.39683,69679.34603,74719.55474,80067.70201,8700,0,,,,,,,,,
1160,73016.88208,74693.3708,80096.26561,85829.25781,8700,0,,,,,,,,,
1161,79669.51429,81498.74936,87393.90668,93649.23679,8700,0,,,,,,,,,
1162,80620.84933,82471.92733,88437.47883,94767.50398,8700,0,,,,,,,,,
1163,79707.87457,81537.99041,87435.9862,93694.32819,8700,0,,,,,,,,,
1164,77717.93486,79502.36111,85253.11101,91355.21096,8700,0,,,,,,,,,
1165,73530.90989,75219.20083,80660.13122,86433.48281,8700,0,,,,,,,,,
1166,75088.33741,76812.38733,82368.5598,88264.19434,8700,0,,,,,,,,,
1167,75507.42351,77241.09577,82828.27858,88756.81808,8700,0,,,,,,,,,
1168,75776.9045,77516.76413,83123.88722,89073.58526,8700,0,,,,,,,,,
1169,77644.09131,79426.82209,85172.10793,91268.41001,8700,0,,,,,,,,,
1170,77350.63514,79126.62807,84850.19959,90923.4607,8700,0,,,,,,,,,
1171,77101.29329,78871.56126,84576.68269,90630.36642,8700,0,,,,,,,,,
1172,75327.13017,77056.66285,82630.50482,88544.8884,8700,0,,,,,,,,,
1173,72770.41726,74441.24707,79825.9047,85539.54546,8700,0,,,,,,,,,
1174,70163.83598,71774.81793,76966.6012,82475.58368,8700,0,,,,,,,,,
1175,68237.19073,69803.93635,74853.15722,80210.86726,8700,0,,,,,,,,,
1176,69496.36704,71092.02372,76234.41751,81690.99301,8700,0,,,,,,,,,
1177,66745.9347,68278.44065,73217.31581,78457.93842,8700,0,,,,,,,,,
1178,64394.44931,65872.96448,70637.84113,75693.83456,8700,0,,,,,,,,,
1179,62995.25796,64441.64729,69102.99058,74049.12511,8700,0,,,,,,,,,
1180,62513.8364,63949.17215,68574.89259,73483.22783,8700,0,,,,,,,,,
1181,62736.32604,64176.77022,68818.9538,73744.75805,8700,0,,,,,,,,,
1182,63960.01909,65428.55961,70161.29055,75183.17424,8700,0,,,,,,,,,
1183,66895.53981,68431.48073,73381.42595,78633.79494,8700,0,,,,,,,,,
1184,71266.69414,72902.99803,78176.38745,83771.96191,8700,0,,,,,,,,,
1185,76048.30351,77794.39453,83421.59983,89392.6071,8700,0,,,,,,,,,
1186,75267.67173,76995.83923,82565.28156,88474.99673,8700,0,,,,,,,,,
1187,73773.53868,75467.40045,80926.28419,86718.68603,8700,0,,,,,,,,,
1188,70675.94577,72298.68591,77528.36281,83077.5541,8700,0,,,,,,,,,
1189,66061.20363,67577.98796,72466.19634,77653.05661,8700,0,,,,,,,,,
1190,67467.10803,69016.17233,74008.41082,79305.65705,8700,0,,,,,,,,,
1191,67772.07229,69328.13866,74342.94302,79664.13381,8700,0,,,,,,,,,
1192,68416.52506,69987.38825,75049.87899,80421.66963,8700,0,,,,,,,,,
1193,70521.54563,72140.7407,77358.99275,82896.06115,8700,0,,,,,,,,,
1194,70409.3418,72025.96064,77235.91014,82764.16875,8700,0,,,,,,,,,
1195,70580.04506,72200.5833,77423.164,82964.82555,8700,0,,,,,,,,,
1196,69134.82137,70722.17685,75837.81803,81266.00642,8700,0,,,,,,,,,
1197,67682.88463,69236.90323,74245.10813,79559.29627,8700,0,,,,,,,,,
1198,65812.8208,67323.90218,72193.73145,77361.0897,8700,0,,,,,,,,,
1199,64291.83555,65767.99467,70525.2784,75573.21501,8700,0,,,,,,,,,
1200,65261.39172,66759.81213,71588.83832,76712.90057,8700,0,,,,,,,,,
1201,61954.73526,63377.23389,67961.58355,72826.02042,8700,0,,,,,,,,,
1202,59155.39355,60513.61848,64890.83045,69535.47425,8700,0,,,,,,,,,
1203,57622.90022,58945.93866,63209.75357,67734.07216,8700,0,,,,,,,,,
1204,56851.85852,58157.19362,62363.95518,66827.73466,8700,0,,,,,,,,,
1205,56906.52192,58213.11211,62423.91848,66891.98994,8700,0,,,,,,,,,
1206,57456.03298,58775.2401,63026.70764,67537.92448,8700,0,,,,,,,,,
1207,58609.71852,59955.4146,64292.24926,68894.04886,8700,0,,,,,,,,,
1208,59670.38036,61040.42954,65455.74802,70140.82654,8700,0,,,,,,,,,
1209,60307.16107,61691.83092,66154.26809,70889.34405,8700,0,,,,,,,,,
1210,58567.52221,59912.24945,64245.96178,68844.44831,8700,0,,,,,,,,,
1211,57381.23043,58698.72007,62944.65257,67449.99622,8700,0,,,,,,,,,
1212,54883.97596,56144.12791,60205.2757,64514.54497,8700,0,,,,,,,,,
1213,51918.72603,53110.79498,56952.52868,61028.97843,8700,0,,,,,,,,,
1214,52087.51128,53283.45559,57137.67858,61227.38067,8700,0,,,,,,,,,
1215,52349.32021,53551.27573,57424.87131,61535.12958,8700,0,,,,,,,,,
1216,53315.04036,54539.16909,58484.22327,62670.30601,8700,0,,,,,,,,,
1217,55588.84617,56865.18214,60978.48691,65343.09975,8700,0,,,,,,,,,
1218,57184.63398,58497.60971,62728.99502,67218.90271,8700,0,,,,,,,,,
1219,59626.26604,60995.30234,65407.35658,70088.97141,8700,0,,,,,,,,,
1220,59792.17426,61165.01986,65589.3505,70283.99178,8700,0,,,,,,,,,
1221,59284.85951,60646.05701,65032.84884,69687.65779,8700,0,,,,,,,,,
1222,58781.38079,60131.01828,64480.55511,69095.83295,8700,0,,,,,,,,,
1223,58648.0788,59994.65564,64334.32877,68939.14027,8700,0,,,,,,,,,
1224,59782.58419,61155.2096,65578.83063,70272.71893,8700,0,,,,,,,,,
1225,56790.48206,58094.40794,62296.62793,66755.5884,8700,0,,,,,,,,,
1226,54235.68716,55480.95422,59494.13178,63752.50001,8700,0,,,,,,,,,
1227,52825.94674,54038.84575,57947.70937,62095.39044,8700,0,,,,,,,,,
1228,52229.44433,53428.64746,57293.37281,61394.21892,8700,0,,,,,,,,,
1229,52528.65454,53734.72763,57621.59307,61745.93196,8700,0,,,,,,,,,
1230,53360.11369,54585.27733,58533.66671,62723.28843,8700,0,,,,,,,,,
1231,53993.05837,55232.75459,59227.97882,63467.29681,8700,0,,,,,,,,,
1232,53911.54277,55149.36738,59138.55983,63371.47755,8700,0,,,,,,,,,
1233,52282.18972,53482.6039,57351.23215,61456.21961,8700,0,,,,,,,,,
1234,49665.05936,50805.38348,54480.35678,58379.85768,8700,0,,,,,,,,,
1235,49085.81907,50212.84366,53844.956,57698.97728,8700,0,,,,,,,,,
1236,47368.23737,48455.82579,51960.84541,55680.00908,8700,0,,,,,,,,,
1237,45986.30815,47042.16708,50444.93065,54055.59079,8700,0,,,,,,,,,
1238,45728.33524,46778.27103,50161.94587,53752.351,8700,0,,,,,,,,,
