Time_Index,Demand_MW,Demand_MW_25,Demand_MW_30,Demand_MW_35,Demand_heat,Demand_Zero,,,,,,,,,
5044,58652.87384,59999.56077,64339.58872,68944.77669,8700,0,,,,,,,,,
5045,58330.64745,59669.93597,63986.12073,68566.00879,8700,0,,,,,,,,,
5046,59046.06675,60401.7815,64770.90382,69406.96372,8700,0,,,,,,,,,
5047,61620.04178,63034.85574,67594.43972,72432.5978,8700,0,,,,,,,,,
5048,66011.33527,67526.97461,72411.49298,77594.43778,8700,0,,,,,,,,,
5049,72388.73244,74050.79866,79407.21346,85090.88587,8700,0,,,,,,,,,
5050,76050.22152,77796.35658,83423.7038,89394.86167,8700,0,,,,,,,,,
5051,78014.26805,79805.49819,85578.17532,91703.54221,8700,0,,,,,,,,,
5052,79217.82195,81036.68603,86898.42031,93118.28536,8700,0,,,,,,,,,
5053,78383.48578,80183.19326,85983.19071,92137.54703,8700,0,,,,,,,,,
5054,81098.43486,82960.47836,88961.36887,95328.8921,8700,0,,,,,,,,,
5055,82769.02522,84669.42596,90793.93204,97292.62333,8700,0,,,,,,,,,
5056,83841.19515,85766.21322,91970.0547,98552.92844,8700,0,,,,,,,,,
5057,84245.89614,86180.20626,92413.99363,99028.6429,8700,0,,,,,,,,,
5058,83496.9116,85414.02482,91592.39095,98148.23294,8700,0,,,,,,,,,
5059,81778.37089,83656.02592,89707.22838,96128.13746,8700,0,,,,,,,,,
5060,81375.58791,83243.99492,89265.39341,95654.67757,8700,0,,,,,,,,,
5061,79770.21004,81601.75711,87504.36542,93767.60181,8700,0,,,,,,,,,
5062,75751.97031,77491.25745,83096.53552,89044.27585,8700,0,,,,,,,,,
5063,70805.41173,72431.12445,77670.38121,83229.73763,8700,0,,,,,,,,,
5064,68334.05045,69903.01999,74959.40801,80324.72308,8700,0,,,,,,,,,
5065,64000.29739,65469.76272,70205.47404,75230.52023,8700,0,,,,,,,,,
5066,61018.74434,62419.75234,66934.84322,71725.78985,8700,0,,,,,,,,,
5067,59171.69667,60530.29593,64908.71425,69554.63812,8700,0,,,,,,,,,
5068,57805.11157,59132.33364,63409.63129,67948.25639,8700,0,,,,,,,,,
5069,57123.25752,58434.82402,62661.66778,67146.75643,8700,0,,,,,,,,,
5070,56871.99766,58177.79516,62386.04691,66851.40765,8700,0,,,,,,,,,
5071,57643.03937,58966.54021,63231.84531,67757.74515,8700,0,,,,,,,,,
5072,59108.40221,60465.5482,64839.28304,69480.23728,8700,0,,,,,,,,,
5073,61396.59313,62806.27665,67349.32651,72169.9403,8700,0,,,,,,,,,
5074,63437.36023,64893.90036,69587.95707,74568.8037,8700,0,,,,,,,,,
5075,65627.73243,67134.56413,71990.69776,77143.52361,8700,0,,,,,,,,,
5076,66701.82037,68233.31345,73168.92436,78406.08328,8700,0,,,,,,,,,
5077,66798.68009,68332.39708,73275.17516,78519.93911,8700,0,,,,,,,,,
5078,67684.80264,69238.86528,74247.2121,79561.55084,8700,0,,,,,,,,,
5079,68288.97711,69856.91176,74909.96458,80271.74067,8700,0,,,,,,,,,
5080,69248.94321,70838.91896,75963.00461,81400.15337,8700,0,,,,,,,,,
5081,70440.03002,72057.35347,77269.57375,82800.24187,8700,0,,,,,,,,,
5082,72126.9235,73782.9785,79120.02072,84783.13694,8700,0,,,,,,,,,
5083,73218.27357,74899.3863,80317.18311,86065.98776,8700,0,,,,,,,,,
5084,73628.72861,75319.26549,80767.434,86548.46593,8700,0,,,,,,,,,
5085,72850.97386,74523.65327,79914.2717,85634.23745,8700,0,,,,,,,,,
5086,69470.47385,71065.53601,76206.01384,81660.55631,8700,0,,,,,,,,,
5087,65566.35597,67071.77845,71923.37051,77071.37733,8700,0,,,,,,,,,
5088,63185.14136,64635.89047,69311.28421,74272.32763,8700,0,,,,,,,,,
5089,59229.2371,60589.1575,64971.83353,69622.27524,8700,0,,,,,,,,,
5090,56419.34632,57714.75081,61889.50857,66319.32895,8700,0,,,,,,,,,
5091,54524.3483,55776.2431,59810.7802,64091.81293,8700,0,,,,,,,,,
5092,53356.27766,54581.35322,58529.45875,62718.77929,8700,0,,,,,,,,,
5093,52864.30702,54078.08679,57989.78888,62140.48185,8700,0,,,,,,,,,
5094,52738.67709,53949.57235,57851.97845,61992.80747,8700,0,,,,,,,,,
5095,53347.6466,54572.52398,58519.99086,62708.63372,8700,0,,,,,,,,,
5096,54477.35695,55728.17281,59759.23277,64036.57595,8700,0,,,,,,,,,
5097,56598.68064,57898.20271,62086.23032,66530.13131,8700,0,,,,,,,,,
5098,59220.60604,60580.32827,64962.36564,69612.12967,8700,0,,,,,,,,,
5099,62197.36405,63625.4335,68227.73651,73111.22362,8700,0,,,,,,,,,
5100,63129.51895,64578.99095,69250.2689,74206.94507,8700,0,,,,,,,,,
5101,64250.59824,65725.81055,70480.04292,75524.74173,8700,0,,,,,,,,,
5102,65338.11229,66838.29423,71672.99736,76803.08342,8700,0,,,,,,,,,
5103,65863.64817,67375.89656,72249.48681,77420.83582,8700,0,,,,,,,,,
5104,66778.54094,68311.79554,73253.0834,78496.26612,8700,0,,,,,,,,,
5105,66938.69513,68475.62692,73428.76541,78684.5228,8700,0,,,,,,,,,
5106,68569.00718,70143.37141,75217.14507,80600.90801,8700,0,,,,,,,,,
5107,69645.01314,71244.08277,76397.47566,81865.72225,8700,0,,,,,,,,,
5108,69952.85442,71558.99218,76735.16383,82227.58088,8700,0,,,,,,,,,
5109,68795.33286,70374.89359,75465.41426,80866.94737,8700,0,,,,,,,,,
5110,65745.6903,67255.23034,72120.09227,77282.17971,8700,0,,,,,,,,,
5111,62432.32079,63865.78492,68485.47359,73387.40855,8700,0,,,,,,,,,
5112,59477.61994,60843.24328,65244.29844,69914.24217,8700,0,,,,,,,,,
5113,55998.3422,57284.08033,61427.68581,65824.45062,8700,0,,,,,,,,,
5114,53546.16106,54775.5964,58737.75238,62941.98179,8700,0,,,,,,,,,
5115,52197.79709,53396.2736,57258.65719,61357.01849,8700,0,,,,,,,,,
5116,51510.18901,52692.87783,56504.38177,60548.75485,8700,0,,,,,,,,,
5117,51562.9344,52746.83427,56562.24112,60610.75554,8700,0,,,,,,,,,
5118,52581.39993,53788.68407,57679.45242,61807.93266,8700,0,,,,,,,,,
5119,55214.83341,56482.58195,60568.21159,64903.45844,8700,0,,,,,,,,,
5120,59351.031,60713.74782,65105.43601,69765.44049,8700,0,,,,,,,,,
5121,64800.10931,66287.93855,71082.83207,76170.67628,8700,0,,,,,,,,,
5122,68263.08392,69830.42406,74881.5609,80241.30396,8700,0,,,,,,,,,
5123,69568.29258,71165.60068,76313.31663,81775.53943,8700,0,,,,,,,,,
5124,69991.2147,71598.23321,76777.24334,82272.67229,8700,0,,,,,,,,,
5125,69051.38775,70636.82757,75746.29506,81167.93258,8700,0,,,,,,,,,
5126,69349.63896,70941.92671,76073.46335,81518.51835,8700,0,,,,,,,,,
5127,70451.53811,72069.12579,77282.19761,82813.7693,8700,0,,,,,,,,,
5128,70862.95215,72489.98601,77733.50048,83297.37475,8700,0,,,,,,,,,
5129,71375.06194,73013.85399,78295.26209,83899.34517,8700,0,,,,,,,,,
5130,72366.67527,74028.23505,79383.01773,85064.9583,8700,0,,,,,,,,,
5131,72024.30974,73678.0087,79007.458,84662.51741,8700,0,,,,,,,,,
5132,71780.72194,73428.82807,78740.25303,84376.1869,8700,0,,,,,,,,,
5133,70082.32038,71691.43071,76877.18221,82379.76442,8700,0,,,,,,,,,
5134,66703.73839,68235.27551,73171.02835,78408.33787,8700,0,,,,,,,,,
5135,62611.65512,64049.23682,68682.19535,73598.21094,8700,0,,,,,,,,,
5136,60444.29909,61832.11767,66304.70239,71050.54587,8700,0,,,,,,,,,
5137,56912.27596,58218.99827,62430.23041,66898.75365,8700,0,,,,,,,,,
5138,54523.38929,55775.26207,59809.7282,64090.68565,8700,0,,,,,,,,,
5139,53090.6327,54309.60897,58238.05807,62406.52124,8700,0,,,,,,,,,
5140,52235.19837,53434.53362,57299.68474,61400.98263,8700,0,,,,,,,,,
5141,52266.8456,53466.90748,57334.40033,61438.18304,8700,0,,,,,,,,,
5142,52958.28972,54174.22736,58092.88371,62250.95584,8700,0,,,,,,,,,
5143,55334.70929,56605.21021,60699.71008,65044.36911,8700,0,,,,,,,,,
5144,59109.36121,60466.52922,64840.33502,69481.36455,8700,0,,,,,,,,,
5145,64272.65541,65748.37416,70504.23865,75550.6693,8700,0,,,,,,,,,
5146,67172.69286,68714.9973,73685.45049,78959.58044,8700,0,,,,,,,,,
5147,68997.68335,70581.8901,75687.38373,81104.8046,8700,0,,,,,,,,,
5148,70001.76378,71609.02451,76788.81522,82285.07243,8700,0,,,,,,,,,
5149,69852.15868,71455.98444,76624.70509,82109.21592,8700,0,,,,,,,,,
5150,71397.1191,73036.41758,78319.45782,83925.27273,8700,0,,,,,,,,,
5151,72250.63542,73909.53089,79255.72719,84928.55677,8700,0,,,,,,,,,
5152,71995.53953,73648.57792,78975.89836,84628.69884,8700,0,,,,,,,,,
5153,72833.71173,74505.99479,79895.33591,85613.9463,8700,0,,,,,,,,,
5154,74339.35287,76046.20589,81546.95714,87383.78447,8700,0,,,,,,,,,
5155,74033.4296,75733.25853,81211.37294,87024.18037,8700,0,,,,,,,,,
5156,73866.56237,75562.55999,81028.32702,86828.0327,8700,0,,,,,,,,,
5157,72499.01825,74163.61666,79528.19208,85220.52369,8700,0,,,,,,,,,
5158,68727.24335,70305.24072,75390.7231,80786.91009,8700,0,,,,,,,,,
5159,64351.29399,65828.8183,70590.50166,75643.1067,8700,0,,,,,,,,,
5160,61983.50547,63406.66467,67993.14319,72859.83897,8700,0,,,,,,,,,
5161,58076.51057,59409.96404,63707.34389,68267.27815,8700,0,,,,,,,,,
5162,55674.19781,56952.49349,61072.11386,65443.42816,8700,0,,,,,,,,,
5163,54388.16929,55636.93738,59661.39788,63931.7384,8700,0,,,,,,,,,
5164,53434.91624,54661.79736,58615.72177,62811.21669,8700,0,,,,,,,,,
5165,53290.10617,54513.66241,58456.87158,62640.99659,8700,0,,,,,,,,,
5166,53795.50291,55030.6632,59011.26928,63235.07601,8700,0,,,,,,,,,
5167,56012.72731,57298.79572,61443.46564,65841.35992,8700,0,,,,,,,,,
5168,59660.79029,61030.61927,65445.22814,70129.55368,8700,0,,,,,,,,,
5169,64795.31427,66283.03342,71077.57213,76165.03985,8700,0,,,,,,,,,
5170,68158.55215,69723.4922,74766.89421,80118.42985,8700,0,,,,,,,,,
5171,69895.31399,71500.1306,76672.04454,82159.94376,8700,0,,,,,,,,,
5172,70910.90251,72539.03732,77786.09989,83353.73903,8700,0,,,,,,,,,
5173,70621.28236,72242.76741,77468.39949,83013.29882,8700,0,,,,,,,,,
5174,72456.82194,74120.45151,79481.9046,85170.92312,8700,0,,,,,,,,,
5175,73765.86662,75459.55224,80917.86828,86709.66774,8700,0,,,,,,,,,
5176,74747.88989,76464.12305,81995.10404,87864.00798,8700,0,,,,,,,,,
5177,75946.64875,77690.40575,83310.08909,89273.1148,8700,0,,,,,,,,,
5178,76790.575,78553.7088,84235.83857,90265.12598,8700,0,,,,,,,,,
5179,76363.81684,78117.15215,83767.7039,89763.48396,8700,0,,,,,,,,,
5180,76253.53102,78004.33412,83646.72527,89633.8461,8700,0,,,,,,,,,
5181,74305.78762,76011.86997,81510.13755,87344.32941,8700,0,,,,,,,,,
5182,70194.52421,71806.21076,77000.26482,82511.65681,8700,0,,,,,,,,,
5183,65632.52746,67139.46926,71995.95768,77149.16003,8700,0,,,,,,,,,
5184,62991.42193,64437.72318,69098.78262,74044.61597,8700,0,,,,,,,,,
5185,59000.03441,60354.69225,64720.40839,69352.85402,8700,0,,,,,,,,,
5186,56405.92022,57701.01645,61874.78073,66303.54695,8700,0,,,,,,,,,
5187,54972.20461,56234.38231,60302.0586,64618.25523,8700,0,,,,,,,,,
5188,54050.5988,55291.61617,59291.0981,63534.93394,8700,0,,,,,,,,,
5189,53774.40475,55009.08062,58988.12554,63210.27573,8700,0,,,,,,,,,
5190,54691.21553,55946.94165,59993.8261,64287.96059,8700,0,,,,,,,,,
5191,57242.1744,58556.47126,62792.1143,67286.53983,8700,0,,,,,,,,,
5192,61467.55966,62878.87259,67427.17362,72253.35943,8700,0,,,,,,,,,
5193,67440.25584,68988.7036,73978.95516,79274.09306,8700,0,,,,,,,,,
5194,71401.91414,73041.32273,78324.71776,83930.90916,8700,0,,,,,,,,,
5195,73581.73726,75271.19521,80715.88658,86493.22893,8700,0,,,,,,,,,
5196,75046.14109,76769.22218,82322.27232,88214.5938,8700,0,,,,,,,,,
5197,74793.92223,76511.2123,82045.59947,87918.11775,8700,0,,,,,,,,,
5198,77128.14549,78899.03,84606.13836,90661.9304,8700,0,,,,,,,,,
5199,78464.04237,80265.59946,86071.5577,92232.23906,8700,0,,,,,,,,,
5200,79381.81216,81204.44151,87078.31026,93311.05119,8700,0,,,,,,,,,
5201,80737.84819,82591.61252,88565.82136,94905.03276,8700,0,,,,,,,,,
5202,81721.78947,83598.14537,89645.16109,96061.62764,8700,0,,,,,,,,,
5203,81029.38635,82889.84448,88885.62572,95247.72758,8700,0,,,,,,,,,
5204,80035.855,81873.50137,87795.76612,94079.85985,8700,0,,,,,,,,,
5205,77582.71486,79364.03641,85104.7807,91196.26377,8700,0,,,,,,,,,
5206,73013.04606,74689.4467,80092.05768,85824.74869,8700,0,,,,,,,,,
5207,67924.55442,69484.12182,74510.20912,79843.3722,8700,0,,,,,,,,,
5208,65421.5459,66923.64351,71764.52032,76901.15724,8700,0,,,,,,,,,
5209,61099.30093,62502.15854,67023.2102,71820.48181,8700,0,,,,,,,,,
5210,58444.7693,59786.67809,64111.30732,68700.15576,8700,0,,,,,,,,,
5211,56902.68589,58209.188,62419.71054,66887.48079,8700,0,,,,,,,,,
5212,55856.40915,57138.88845,61271.99159,65657.61239,8700,0,,,,,,,,,
5213,55621.45241,56898.53704,61014.25451,65381.42746,8700,0,,,,,,,,,
5214,56213.15979,57503.83018,61663.33113,66076.96257,8700,0,,,,,,,,,
5215,58611.63653,59957.37665,64294.35323,68896.30343,8700,0,,,,,,,,,
5216,62890.72618,64334.71543,68988.32387,73926.25099,8700,0,,,,,,,,,
5217,69039.87967,70625.05527,75733.67121,81154.40515,8700,0,,,,,,,,,
5218,72876.86705,74550.14098,79942.67538,85664.67415,8700,0,,,,,,,,,
5219,75337.67925,77067.45413,82642.07668,88557.28854,8700,0,,,,,,,,,
5220,76898.9428,78664.56475,84354.71322,90392.50919,8700,0,,,,,,,,,
5221,76710.97741,78472.28362,84148.52357,90171.56132,8700,0,,,,,,,,,
5222,78633.78663,80439.2411,86257.7596,92431.76852,8700,0,,,,,,,,,
5223,78921.48876,80733.54896,86573.356,92769.9542,8700,0,,,,,,,,,
5224,78612.68847,80417.65852,86234.61585,92406.96825,8700,0,,,,,,,,,
5225,78990.53727,80804.18283,86649.09915,92851.11872,8700,0,,,,,,,,,
5226,78847.64521,80658.00994,86492.35292,92683.15317,8700,0,,,,,,,,,
5227,77276.79159,79051.08906,84769.1965,90836.65967,8700,0,,,,,,,,,
5228,76733.99358,78495.82825,84173.77128,90198.61616,8700,0,,,,,,,,,
5229,74875.43783,76594.59953,82135.01846,88013.93698,8700,0,,,,,,,,,
5230,71025.02435,72655.77944,77911.28646,83487.88598,8700,0,,,,,,,,,
5231,66444.80647,67970.39843,72886.99156,78103.97078,8700,0,,,,,,,,,
5232,63941.79796,65409.92012,70141.30277,75161.75583,8700,0,,,,,,,,,
5233,60287.98093,61672.21039,66133.22833,70866.79835,8700,0,,,,,,,,,
5234,57624.81823,58947.9007,63211.85752,67736.32672,8700,0,,,,,,,,,
5235,55947.51483,57232.08595,61371.93045,65764.70451,8700,0,,,,,,,,,
5236,54920.41823,56181.4069,60245.25125,64557.38182,8700,0,,,,,,,,,
5237,54588.60178,55841.97186,59881.26339,64167.34106,8700,0,,,,,,,,,
5238,54584.76575,55838.04775,59877.05544,64162.83192,8700,0,,,,,,,,,
5239,55528.42873,56803.3775,60912.21168,65272.08078,8700,0,,,,,,,,,
5240,56891.17781,58197.41569,62407.08668,66873.95337,8700,0,,,,,,,,,
5241,59053.7388,60409.62971,64779.31971,69415.982,8700,0,,,,,,,,,
5242,61227.80788,62633.61605,67164.17661,71971.53806,8700,0,,,,,,,,,
5243,63759.58661,65223.52514,69941.42505,74947.57159,8700,0,,,,,,,,,
5244,65120.41768,66615.60129,71434.19608,76547.18962,8700,0,,,,,,,,,
5245,65050.41016,66543.98638,71357.40096,76464.89778,8700,0,,,,,,,,,
5246,66835.12236,68369.67609,73315.1507,78562.77596,8700,0,,,,,,,,,
5247,68337.88647,69906.9441,74963.61596,80329.23221,8700,0,,,,,,,,,
5248,69928.87924,71534.46652,76708.86412,82199.39874,8700,0,,,,,,,,,
5249,70336.45726,71951.40264,77155.95905,82678.49506,8700,0,,,,,,,,,
5250,70732.52719,72356.56646,77590.43011,83144.06393,8700,0,,,,,,,,,
5251,71479.59371,73120.78584,78409.92879,84022.21927,8700,0,,,,,,,,,
5252,72126.9235,73782.9785,79120.02072,84783.13694,8700,0,,,,,,,,,
5253,71314.64449,72952.04934,78228.98684,83828.32618,8700,0,,,,,,,,,
5254,67986.88988,69547.88852,74578.58833,79916.64576,8700,0,,,,,,,,,
5255,64115.37824,65587.48586,70331.71261,75365.79448,8700,0,,,,,,,,,
5256,62040.08689,63464.54521,68055.21048,72926.34883,8700,0,,,,,,,,,
5257,58146.51809,59481.57895,63784.13903,68349.56999,8700,0,,,,,,,,,
5258,55445.95412,56719.00925,60821.7407,65175.13423,8700,0,,,,,,,,,
5259,53767.6917,55002.21345,58980.76162,63202.38472,8700,0,,,,,,,,,
5260,52734.84106,53945.64826,57847.7705,61988.29832,8700,0,,,,,,,,,
5261,52301.36986,53502.22443,57372.27191,61478.76532,8700,0,,,,,,,,,
5262,52414.53269,53617.9855,57496.40649,61611.78499,8700,0,,,,,,,,,
5263,52963.08475,54179.13248,58098.14365,62256.59226,8700,0,,,,,,,,,
5264,54059.22986,55300.4454,59300.56599,63545.07951,8700,0,,,,,,,,,
5265,55823.80291,57105.53356,61236.22398,65619.28469,8700,0,,,,,,,,,
5266,58673.97199,60021.14334,64362.73245,68969.57697,8700,0,,,,,,,,,
5267,62110.09441,63536.16013,68132.0056,73008.64066,8700,0,,,,,,,,,
5268,64424.17853,65903.37629,70670.45276,75728.7804,8700,0,,,,,,,,,
5269,65547.17583,67052.15793,71902.33075,77048.83162,8700,0,,,,,,,,,
5270,66159.98137,67679.03366,72574.55111,77769.16702,8700,0,,,,,,,,,
5271,66157.10434,67676.09058,72571.39515,77765.78516,8700,0,,,,,,,,,
5272,65820.49285,67331.75038,72202.14735,77370.10797,8700,0,,,,,,,,,
5273,65171.24505,66667.59567,71489.95144,76606.93574,8700,0,,,,,,,,,
5274,65925.02463,67438.68225,72316.81405,77492.98209,8700,0,,,,,,,,,
5275,66808.27016,68342.20736,73285.69503,78531.21196,8700,0,,,,,,,,,
5276,67323.25697,68869.0184,73850.61261,79136.56423,8700,0,,,,,,,,,
5277,66433.29839,67958.62612,72874.36771,78090.44336,8700,0,,,,,,,,,
5278,63913.02775,65380.48934,70109.74313,75127.93727,8700,0,,,,,,,,,
5279,60936.26973,62335.38409,66844.37225,71628.8433,8700,0,,,,,,,,,
5280,58305.71327,59644.4293,63958.76905,68536.69938,8700,0,,,,,,,,,
5281,55038.3761,56302.07312,60374.64578,64696.03792,8700,0,,,,,,,,,
5282,52916.0934,54131.0622,58046.59623,62201.35526,8700,0,,,,,,,,,
5283,51662.67113,52848.86099,56671.64786,60727.99322,8700,0,,,,,,,,,
5284,51142.88929,52317.14482,56101.47035,60117.00453,8700,0,,,,,,,,,
5285,51359.62489,52538.85672,56339.21964,60371.77103,8700,0,,,,,,,,,
5286,52755.93922,53967.23083,57870.91424,62013.09861,8700,0,,,,,,,,,
5287,56033.82547,57320.3783,61466.60937,65866.16021,8700,0,,,,,,,,,
5288,61271.92221,62678.74326,67212.56806,72023.3932,8700,0,,,,,,,,,
5289,68485.57357,70058.02213,75125.62213,80502.83419,8700,0,,,,,,,,,
5290,72346.53613,74007.6335,79360.92599,85041.28531,8700,0,,,,,,,,,
5291,73877.11145,75573.35128,81039.8989,86840.43285,8700,0,,,,,,,,,
5292,74457.31074,76166.87211,81676.35166,87522.44053,8700,0,,,,,,,,,
5293,73154.0201,74833.65754,80246.69992,85990.45964,8700,0,,,,,,,,,
5294,75987.88606,77732.58989,83355.32458,89321.58806,8700,0,,,,,,,,,
5295,78165.79117,79960.50033,85744.38943,91881.65324,8700,0,,,,,,,,,
5296,79751.9889,81583.11761,87484.37765,93746.18339,8700,0,,,,,,,,,
5297,81092.68082,82954.59221,88955.05694,95322.12839,8700,0,,,,,,,,,
5298,81280.64621,83146.87334,89161.2466,95543.07635,8700,0,,,,,,,,,
5299,80125.04266,81964.7368,87893.601,94184.69736,8700,0,,,,,,,,,
5300,79050.95472,80865.98749,86715.37439,92922.13777,8700,0,,,,,,,,,
5301,76471.22563,78227.02707,83885.52654,89889.73989,8700,0,,,,,,,,,
5302,72310.09386,73970.35451,79320.95045,84998.44847,8700,0,,,,,,,,,
5303,67754.81016,69310.48018,74324.00723,79643.84268,8700,0,,,,,,,,,
5304,65557.72491,67062.94922,71913.90262,77061.23177,8700,0,,,,,,,,,
5305,61405.2242,62815.1059,67358.7944,72180.08587,8700,0,,,,,,,,,
5306,59198.54887,60557.76466,64938.16991,69586.2021,8700,0,,,,,,,,,
5307,57791.68547,59118.59927,63394.90345,67932.47439,8700,0,,,,,,,,,
5308,56932.41511,58239.59981,62452.32216,66922.42664,8700,0,,,,,,,,,
5309,56779.93298,58083.61665,62285.05607,66743.18825,8700,0,,,,,,,,,
5310,57559.60575,58881.19093,63140.32234,67659.67131,8700,0,,,,,,,,,
5311,60262.08774,61645.72269,66104.82466,70836.36165,8700,0,,,,,,,,,
5312,64728.18377,66214.36158,71003.93296,76086.12986,8700,0,,,,,,,,,
5313,71329.98861,72967.74576,78245.81865,83846.36275,8700,0,,,,,,,,,
5314,75056.69017,76780.01347,82333.84419,88226.99394,8700,0,,,,,,,,,
5315,76585.34748,78343.7692,84010.71314,90023.88689,8700,0,,,,,,,,,
5316,77465.71599,79244.35122,84976.43815,91058.73491,8700,0,,,,,,,,,
5317,75934.18166,77677.65242,83296.41324,89258.46009,8700,0,,,,,,,,,
5318,78268.40493,80065.47013,85856.95215,92002.27283,8700,0,,,,,,,,,
5319,79952.42138,81788.15209,87704.24314,93981.78605,8700,0,,,,,,,,,
5320,80646.74252,82498.41504,88465.8825,94797.94068,8700,0,,,,,,,,,
5321,81397.64507,83266.55852,89289.58913,95680.60512,8700,0,,,,,,,,,
5322,81077.3367,82938.89578,88938.22512,95304.09183,8700,0,,,,,,,,,
5323,79768.29202,81599.79505,87502.26145,93765.34724,8700,0,,,,,,,,,
5324,78740.23642,80548.135,86374.53026,92556.89724,8700,0,,,,,,,,,
5325,75895.82138,77638.41137,83254.33373,89213.36869,8700,0,,,,,,,,,
5326,71738.52563,73385.66291,78693.96556,84326.58635,8700,0,,,,,,,,,
5327,67198.58605,68741.48501,73713.85417,78990.01714,8700,0,,,,,,,,,
5328,65122.33569,66617.56334,71436.30005,76549.44419,8700,0,,,,,,,,,
5329,61209.58675,62614.97656,67144.18883,71950.11965,8700,0,,,,,,,,,
5330,59080.591,60437.09844,64808.77538,69447.546,8700,0,,,,,,,,,
5331,57788.80845,59115.6562,63391.74749,67929.09253,8700,0,,,,,,,,,
5332,57035.02887,58344.56961,62564.88489,67043.04618,8700,0,,,,,,,,,
5333,56866.24362,58171.909,62379.73499,66844.64395,8700,0,,,,,,,,,
5334,57547.13866,58868.43759,63126.6465,67645.01659,8700,0,,,,,,,,,
5335,60241.94859,61625.12115,66082.7329,70812.68864,8700,0,,,,,,,,,
5336,64744.4869,66231.03904,71021.81677,76105.29374,8700,0,,,,,,,,,
5337,70988.58208,72618.50045,77871.31091,83445.04914,8700,0,,,,,,,,,
5338,74116.86322,75818.60783,81302.89591,87122.25417,8700,0,,,,,,,,,
5339,75047.1001,76770.20322,82323.32431,88215.72109,8700,0,,,,,,,,,
5340,75270.54875,76998.7823,82568.43752,88478.37859,8700,0,,,,,,,,,
5341,73881.90648,75578.2564,81045.15884,86846.06927,8700,0,,,,,,,,,
5342,76603.56861,78362.40868,84030.7009,90045.30531,8700,0,,,,,,,,,
5343,77717.93486,79502.36111,85253.11101,91355.21096,8700,0,,,,,,,,,
5344,78490.89457,80293.0682,86101.01337,92263.80305,8700,0,,,,,,,,,
5345,80118.32961,81957.86961,87886.23709,94176.80636,8700,0,,,,,,,,,
5346,80382.05656,82227.65181,88175.53379,94486.80992,8700,0,,,,,,,,,
5347,79035.6106,80850.29106,86698.54257,92904.10112,8700,0,,,,,,,,,
5348,78460.20635,80261.67536,86067.34977,92227.72992,8700,0,,,,,,,,,
5349,76001.31216,77746.32425,83370.05242,89337.37005,8700,0,,,,,,,,,
5350,71947.58917,73599.52661,78923.29895,84572.33456,8700,0,,,,,,,,,
5351,67446.96888,68995.57078,73986.31906,79281.98406,8700,0,,,,,,,,,
5352,65068.63129,66562.62587,71377.38872,76486.3162,8700,0,,,,,,,,,
5353,61025.45739,62426.61953,66942.20714,71733.68085,8700,0,,,,,,,,,
5354,58844.67526,60195.76601,64549.98633,69170.23379,8700,0,,,,,,,,,
5355,57555.76972,58877.26683,63136.11439,67655.16217,8700,0,,,,,,,,,
5356,56644.71298,57945.29195,62136.72575,66584.24101,8700,0,,,,,,,,,
5357,56711.84348,58013.96379,62210.36492,66663.151,8700,0,,,,,,,,,
5358,57584.53994,58906.69762,63167.67404,67688.98075,8700,0,,,,,,,,,
5359,60229.4815,61612.36781,66069.05706,70798.03394,8700,0,,,,,,,,,
5360,64572.82463,66055.43535,70833.51091,75903.50964,8700,0,,,,,,,,,
5361,71215.86676,72851.00364,78120.63207,83712.21579,8700,0,,,,,,,,,
5362,75253.28663,76981.12384,82549.50175,88458.08746,8700,0,,,,,,,,,
5363,77032.24478,78800.92738,84500.93956,90549.2019,8700,0,,,,,,,,,
5364,77715.05783,79499.41802,85249.95504,91351.8291,8700,0,,,,,,,,,
5365,76322.57953,78074.96801,83722.46841,89715.01071,8700,0,,,,,,,,,
5366,79307.96862,81128.9025,86997.30719,93224.25025,8700,0,,,,,,,,,
5367,81671.9211,83547.13201,89590.45772,96003.00882,8700,0,,,,,,,,,
5368,82636.68224,84534.04434,90648.75768,97137.05791,8700,0,,,,,,,,,
5369,82815.05756,84716.51522,90844.42747,97346.73302,8700,0,,,,,,,,,
5370,81676.71614,83552.03715,89595.71765,96008.64524,8700,0,,,,,,,,,
5371,79594.71174,81422.22932,87311.85162,93561.30856,8700,0,,,,,,,,,
5372,78593.50833,80398.038,86213.57609,92384.42254,8700,0,,,,,,,,,
5373,75406.72776,77138.08802,82717.81983,88638.45306,8700,0,,,,,,,,,
5374,71059.54861,72691.09638,77949.15803,83528.46827,8700,0,,,,,,,,,
5375,66813.0652,68347.11248,73290.95498,78536.8484,8700,0,,,,,,,,,
5376,65039.86108,66533.19508,71345.82908,76452.49764,8700,0,,,,,,,,,
5377,61199.99668,62605.16629,67133.66896,71938.8468,8700,0,,,,,,,,,
5378,59107.4432,60464.56718,64838.23104,69479.10998,8700,0,,,,,,,,,
5379,57905.80731,59235.34139,63520.09003,68066.62135,8700,0,,,,,,,,,
5380,57014.88972,58323.96807,62542.79313,67019.37318,8700,0,,,,,,,,,
5381,56965.02135,58272.9547,62488.08976,66960.75434,8700,0,,,,,,,,,
5382,57807.02958,59134.29569,63411.73525,67950.51094,8700,0,,,,,,,,,
5383,60565.13398,61955.72696,66437.25287,71192.58383,8700,0,,,,,,,,,
