Time_Index,natgas_fossil_SE,natgas_fossil_MIDAT,natgas_fossil_NE,uranium_source
1638,14.05803,13.68269,16.82186,2.79796
1639,14.05803,13.68269,16.82186,2.79796
1640,14.05803,13.68269,16.82186,2.79796
1641,14.05803,13.68269,16.82186,2.79796
1642,14.05803,13.68269,16.82186,2.79796
1643,14.05803,13.68269,16.82186,2.79796
1644,14.05803,13.68269,16.82186,2.79796
1645,14.05803,13.68269,16.82186,2.79796
1646,14.05803,13.68269,16.82186,2.79796
1647,14.05803,13.68269,16.82186,2.79796
1648,14.05803,13.68269,16.82186,2.79796
1649,14.05803,13.68269,16.82186,2.79796
1650,14.05803,13.68269,16.82186,2.79796
1651,14.05803,13.68269,16.82186,2.79796
1652,14.05803,13.68269,16.82186,2.79796
1653,14.05803,13.68269,16.82186,2.79796
1654,14.05803,13.68269,16.82186,2.79796
1655,14.05803,13.68269,16.82186,2.79796
1656,14.05803,13.68269,16.82186,2.79796
1657,14.05803,13.68269,16.82186,2.79796
1658,14.05803,13.68269,16.82186,2.79796
1659,14.05803,13.68269,16.82186,2.79796
1660,14.05803,13.68269,16.82186,2.79796
1661,14.05803,13.68269,16.82186,2.79796
1662,14.05803,13.68269,16.82186,2.79796
1663,14.05803,13.68269,16.82186,2.79796
1664,14.05803,13.68269,16.82186,2.79796
1665,14.05803,13.68269,16.82186,2.79796
1666,14.05803,13.68269,16.82186,2.79796
1667,14.05803,13.68269,16.82186,2.79796
1668,14.05803,13.68269,16.82186,2.79796
1669,14.05803,13.68269,16.82186,2.79796
1670,14.05803,13.68269,16.82186,2.79796
1671,14.05803,13.68269,16.82186,2.79796
1672,14.05803,13.68269,16.82186,2.79796
1673,14.05803,13.68269,16.82186,2.79796
1674,14.05803,13.68269,16.82186,2.79796
1675,14.05803,13.68269,16.82186,2.79796
1676,14.05803,13.68269,16.82186,2.79796
1677,14.05803,13.68269,16.82186,2.79796
1678,14.05803,13.68269,16.82186,2.79796
1679,14.05803,13.68269,16.82186,2.79796
1680,14.05803,13.68269,16.82186,2.79796
1681,14.05803,13.68269,16.82186,2.79796
1682,14.05803,13.68269,16.82186,2.79796
1683,14.05803,13.68269,16.82186,2.79796
1684,14.05803,13.68269,16.82186,2.79796
1685,14.05803,13.68269,16.82186,2.79796
1686,14.05803,13.68269,16.82186,2.79796
1687,14.05803,13.68269,16.82186,2.79796
1688,14.05803,13.68269,16.82186,2.79796
1689,14.05803,13.68269,16.82186,2.79796
1690,14.05803,13.68269,16.82186,2.79796
1691,14.05803,13.68269,16.82186,2.79796
1692,14.05803,13.68269,16.82186,2.79796
1693,14.05803,13.68269,16.82186,2.79796
1694,14.05803,13.68269,16.82186,2.79796
1695,14.05803,13.68269,16.82186,2.79796
1696,14.05803,13.68269,16.82186,2.79796
1697,14.05803,13.68269,16.82186,2.79796
1698,14.05803,13.68269,16.82186,2.79796
1699,14.05803,13.68269,16.82186,2.79796
1700,14.05803,13.68269,16.82186,2.79796
1701,14.05803,13.68269,16.82186,2.79796
1702,14.05803,13.68269,16.82186,2.79796
1703,14.05803,13.68269,16.82186,2.79796
1704,14.05803,13.68269,16.82186,2.79796
1705,14.05803,13.68269,16.82186,2.79796
1706,14.05803,13.68269,16.82186,2.79796
1707,14.05803,13.68269,16.82186,2.79796
1708,14.05803,13.68269,16.82186,2.79796
1709,14.05803,13.68269,16.82186,2.79796
1710,14.05803,13.68269,16.82186,2.79796
1711,14.05803,13.68269,16.82186,2.79796
1712,14.05803,13.68269,16.82186,2.79796
1713,14.05803,13.68269,16.82186,2.79796
1714,14.05803,13.68269,16.82186,2.79796
