Time_Index,Availability_One,res_basin_N,ror_basin_N,res_basin_NE,ror_basin_NE,res_basin_S,ror_basin_S,res_basin_SE,ror_basin_SE,wind_0_MW,wind_0_N,wind_0_NE,wind_0_S,wind_0_SE,wind_1_MW,wind_1_N,wind_1_NE,wind_1_S,wind_1_SE,wind_2_MW,wind_2_N,wind_2_NE,wind_2_SE,solar_pv_0_MW,solar_pv_0_N,solar_pv_0_NE,solar_pv_0_SE,solar_pv_1_MW,solar_pv_1_N,solar_pv_1_NE,solar_pv_1_S,solar_pv_1_SE,solar_pv_2_MW,solar_pv_2_N,solar_pv_2_NE,solar_pv_2_S,solar_pv_2_SE
11,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.070047669,0.036336187,0.060161158,0.072944422,0.015522467,0.076261513,0.040556968,0.040977998,0.199506975,0.026625126,0.029987494,0.031353505,0.01419221,0.001246377,0.275893705,0.078844323,0.360055,0.6299,0.18701782,0.115323569,0.40241289,0.584375949,0.184621042,0.269867208,0.183592493,0.442934917,0.416173238,0.300349032
12,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.059803284,0.042541086,0.064177884,0.0827557,0.017710126,0.081515741,0.0328533,0.036021753,0.155110603,0.03072968,0.026906638,0.02659261,0.009752415,0.000376812,0.397422677,0.238348107,0.423703333,0.61737,0.290553862,0.173701494,0.483812081,0.730576679,0.288394733,0.349459452,0.310439375,0.496259938,0.518092412,0.408803586
13,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.065441218,0.047858188,0.059990696,0.069109953,0.023280766,0.085072502,0.042942322,0.028328323,0.127654395,0.033386293,0.042691216,0.025802842,0.004329469,0.000347826,0.494319495,0.320442011,0.416959167,0.5776,0.348526507,0.283853643,0.534183163,0.780592846,0.394777206,0.451944815,0.411009827,0.549645671,0.59290752,0.477169798
14,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.070611781,0.047534597,0.050550312,0.048833278,0.027967897,0.074051865,0.051052725,0.016850554,0.07518513,0.034994372,0.037528059,0.03520448,0.007796739,0.004662526,0.55219203,0.376057905,0.408929167,0.61507,0.416897287,0.368741164,0.559554156,0.81060109,0.452944727,0.509181939,0.455290502,0.59143875,0.596787966,0.515213162
15,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.067258934,0.039053494,0.04285752,0.035242554,0.032357568,0.059162201,0.046719169,0.008954793,0.040303948,0.028553824,0.02557366,0.038954569,0.008581763,0.009731677,0.600456187,0.394514435,0.471641667,0.58092,0.46877351,0.486408658,0.547784309,0.799900846,0.520480709,0.553586137,0.474187611,0.595590089,0.64752623,0.522211965
16,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.062438434,0.029232867,0.038537316,0.03542319,0.037775752,0.05282921,0.04170612,0.005063284,0.028556739,0.024632415,0.01909679,0.033582797,0.006155314,0.020060455,0.577565531,0.424171928,0.489925,0.61825,0.467509997,0.455588747,0.546678415,0.718910859,0.521267382,0.536841184,0.476826513,0.600999888,0.612573478,0.543066427
17,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.059502846,0.02504795,0.044296347,0.041896496,0.044263043,0.048007576,0.025681359,0.004143852,0.025928472,0.023752047,0.015442537,0.026641473,0.00592808,0.028160663,0.583586201,0.43282918,0.522545833,0.659025,0.505678838,0.365680168,0.492605135,0.711090244,0.515445703,0.553451754,0.478625017,0.557340776,0.596405575,0.575154108
18,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.052630536,0.026750639,0.050393739,0.052755005,0.047508097,0.042009964,0.015935211,0.005059786,0.029728953,0.020511654,0.01261709,0.019011657,0.006699396,0.034833126,0.512461279,0.409110689,0.4269375,0.606245,0.451813662,0.40739934,0.46742752,0.640006385,0.409347067,0.544697503,0.471769599,0.545564577,0.594801443,0.535478109
19,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.042249781,0.024176475,0.060631271,0.06970373,0.056723655,0.038261515,0.013158974,0.006712339,0.034054594,0.024824592,0.01101501,0.014777161,0.01293593,0.045596687,0.533859239,0.440774476,0.323989167,0.67487,0.491722287,0.45934044,0.339038471,0.659456359,0.429686842,0.592728947,0.430625886,0.429218717,0.570185034,0.518933618
20,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.038509457,0.025098603,0.078096511,0.10281318,0.06842938,0.033921063,0.013461926,0.008927026,0.040620533,0.024453923,0.009878071,0.013723105,0.011135205,0.051780538,0.528560514,0.398241091,0.236435,0.53669,0.397041945,0.346788941,0.201070806,0.602867295,0.340991867,0.520110593,0.36212421,0.287077867,0.45844579,0.446226862
21,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.028067825,0.035881921,0.102065261,0.124951739,0.087656337,0.026654253,0.017679587,0.012281212,0.057480803,0.03328023,0.007267612,0.015872634,0.012194263,0.039465839,0.411135449,0.320293484,0.134775,0.25139,0.337023687,0.231295341,0.076694278,0.517490936,0.28349517,0.427396141,0.245389975,0.127870292,0.360259139,0.265289768
22,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.022124342,0.028179943,0.130502397,0.133052044,0.099784107,0.022037196,0.014963528,0.017369495,0.076775711,0.022966492,0.006376023,0.01759654,0.013016787,0.015448447,0.208918179,0.175303668,0.0,0.0,0.212063654,0.069595571,0.0,0.332971756,0.12278563,0.236189873,0.066185391,0.0,0.168135543,0.04637506
23,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.039468786,0.037697459,0.16618799,0.123841952,0.079706371,0.028384809,0.014686076,0.040792111,0.101896425,0.018802859,0.019960189,0.01724311,0.013711413,0.008792547,0.0,0.000406307,0.0,0.0,0.0,0.0,0.0,0.066755833,0.0,0.0,0.0,0.0,0.001946448,0.0
24,1,0.858675827,0.095208131,0.779071636,0.288705166,0.608164977,0.573128492,1.376480198,1.0,0.041250282,0.043013991,0.182974751,0.14965972,0.084640132,0.035719436,0.035789368,0.078495625,0.140805037,0.02407717,0.020483054,0.024680444,0.017112802,0.011966046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.050794924,0.047714788,0.181609538,0.156576148,0.072051707,0.041700526,0.057037587,0.083101741,0.172913255,0.033937303,0.024571103,0.030993633,0.015612258,0.024308075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.063186932,0.045970256,0.167037378,0.158318067,0.061501072,0.055127213,0.059002148,0.077095258,0.221855948,0.039717239,0.039698136,0.035648739,0.017364191,0.032949068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.07355454,0.040813256,0.144486363,0.166987701,0.062064503,0.066079177,0.056539717,0.060834585,0.27247026,0.04589585,0.049979297,0.035308912,0.012335145,0.036877019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.084244888,0.036043291,0.124304538,0.170217527,0.060773955,0.073347422,0.040921551,0.046272849,0.298135612,0.044884007,0.057170836,0.035570268,0.007790882,0.03505176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.092334714,0.040104936,0.103316808,0.162448833,0.054620694,0.081479727,0.032766133,0.040927813,0.298114413,0.03834938,0.060436526,0.035532606,0.006292089,0.043529607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.098647849,0.033397123,0.083309453,0.137681771,0.050813438,0.095897703,0.03088955,0.038373751,0.265156174,0.036003712,0.063346061,0.035477692,0.004827899,0.050559006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.106499899,0.027468394,0.070596952,0.102404044,0.046551681,0.108708395,0.031822273,0.037586655,0.217785322,0.036429974,0.069406223,0.034227577,0.004055374,0.061563561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.116012525,0.027312311,0.058043346,0.076732844,0.04386637,0.112386318,0.033580625,0.032539559,0.188220723,0.036200466,0.065531796,0.033617397,0.002814191,0.058424017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.118341818,0.022544485,0.055094594,0.060485921,0.048353706,0.106587741,0.03228894,0.027459084,0.166012507,0.036761322,0.056662255,0.030977268,0.001627174,0.048626087,0.0,0.0,0.0,0.0,0.0,0.0,2.86e-05,0.0,0.0,0.0,0.0,0.005029565,0.0,0.000279132
34,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.116714284,0.019845946,0.05159084,0.050500407,0.046330498,0.104061098,0.028408238,0.022071088,0.142879274,0.032746204,0.053199704,0.031558178,0.000989614,0.048411594,0.093650784,0.008266748,0.133284167,0.027355,0.113336414,0.024265037,0.164458193,0.303317449,0.104291794,0.092493857,0.022965146,0.247819143,0.205044438,0.205788584
35,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.095164433,0.015832625,0.071669986,0.05280601,0.064718113,0.094872538,0.02108076,0.023310406,0.135935093,0.042424381,0.049304081,0.034986932,0.003185628,0.019751553,0.337171038,0.143084174,0.323428333,0.28275,0.274945622,0.097180482,0.32318733,0.585710744,0.223722582,0.314211914,0.143791149,0.361348882,0.405261447,0.376326894
36,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.088301638,0.016296214,0.074951678,0.044391604,0.07733143,0.11316758,0.014042457,0.020961321,0.088612185,0.054167661,0.032299097,0.028320861,0.00266721,0.017190062,0.454743891,0.356131449,0.396054167,0.34581,0.348540782,0.214636032,0.490847304,0.655812346,0.305672255,0.418985444,0.263528007,0.483330551,0.518882835,0.49176067
37,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.117059544,0.018767779,0.071654789,0.030697086,0.090856579,0.115433102,0.030601831,0.016039344,0.064679875,0.063532644,0.042846381,0.028593991,0.004207005,0.02833706,0.539821218,0.456301347,0.592109167,0.424135,0.439143724,0.366073019,0.60401915,0.700990718,0.374256255,0.477597427,0.379430959,0.591867392,0.611218277,0.557993471
38,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.124821737,0.019482507,0.063540506,0.019645719,0.089174441,0.092484267,0.05125553,0.011725463,0.039705981,0.068952428,0.047026287,0.046000847,0.006514251,0.026484472,0.574500098,0.521918451,0.693099167,0.600085,0.46856095,0.46462,0.597911869,0.702985756,0.419930164,0.498567411,0.429891996,0.598391069,0.623251832,0.552362909
39,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.12321039,0.018244854,0.060944657,0.012582402,0.085317725,0.084477655,0.064073684,0.007264224,0.015813485,0.068323875,0.039639921,0.053655329,0.010124215,0.024024017,0.615321657,0.558286963,0.652016667,0.602435,0.521284773,0.432389471,0.595005341,0.712850487,0.520908321,0.598395173,0.468653707,0.649004952,0.655146352,0.558874179
40,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.119221968,0.016474116,0.06365422,0.008084381,0.078557605,0.077088365,0.056856903,0.004319856,0.005309084,0.054769074,0.035667938,0.048237545,0.011298792,0.023657971,0.636259891,0.591529609,0.7283425,0.610745,0.548619639,0.543713344,0.577660157,0.68398209,0.569863109,0.591627622,0.495192994,0.658144777,0.656978702,0.565850789
41,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.11359923,0.01533204,0.073291484,0.006723058,0.078745601,0.070800902,0.043111823,0.00384589,0.003795945,0.045058807,0.030877313,0.040711126,0.01090785,0.03332588,0.663855801,0.592844854,0.645465,0.57008,0.560677471,0.571192348,0.558172439,0.672089013,0.536022879,0.625012328,0.495308681,0.659047967,0.684329544,0.573364697
42,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.101344997,0.014879252,0.08990236,0.00893721,0.084647865,0.073169631,0.030023799,0.004563912,0.004996109,0.050837065,0.032209952,0.034803632,0.01145936,0.042515942,0.595438896,0.574392271,0.624750833,0.495665,0.526546288,0.558563202,0.513745631,0.721140974,0.470391745,0.564496465,0.483357869,0.609592893,0.629311671,0.467317782
43,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.092963357,0.013756783,0.114833634,0.013736672,0.087237078,0.065078768,0.024714722,0.005745448,0.006747449,0.057270608,0.0307384,0.031064858,0.012556159,0.043863354,0.561292418,0.558336404,0.606089167,0.476065,0.497371277,0.512289963,0.547420273,0.667549846,0.361351448,0.538299298,0.436785566,0.566939011,0.613398657,0.458260378
44,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.075966235,0.017814108,0.152872737,0.024255163,0.100900597,0.05217616,0.028550114,0.007942412,0.009296991,0.053481987,0.027170265,0.028147195,0.013638889,0.040084472,0.497895748,0.478900727,0.416916667,0.32456,0.461075468,0.415832537,0.401209937,0.664257115,0.260219236,0.496794928,0.358658034,0.397052461,0.547584203,0.306121792
45,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.057239599,0.019095625,0.207300209,0.042699236,0.119751485,0.040648402,0.029344775,0.017332589,0.016338168,0.044945156,0.022696073,0.027568109,0.021761171,0.024202899,0.399496905,0.380294831,0.341240833,0.13027,0.38204911,0.35835586,0.253997596,0.563824397,0.213626358,0.421566976,0.263591033,0.194712484,0.377081686,0.139632553
46,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.036176721,0.02122667,0.233107266,0.06042352,0.120758235,0.030665749,0.026760676,0.055614997,0.020058455,0.033249309,0.01811329,0.023969192,0.02845151,0.020675776,0.242035966,0.166420222,0.0,0.0,0.212434819,0.161040456,0.0,0.367258577,0.0792188,0.274739273,0.090484897,0.0,0.235381447,0.014470422
47,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.069657064,0.034781538,0.243534102,0.083252342,0.121199608,0.058988517,0.037941947,0.090709598,0.034464911,0.027176854,0.047966959,0.018304646,0.04202814,0.015467495,0.0,0.003167443,0.0,0.0,0.0,0.0,0.0,0.052883,0.0,0.0,0.0,0.0,3.77e-05,0.0
48,1,1.277103234,0.101683598,0.901078207,0.283469042,0.223248565,0.523475787,1.450463437,1.0,0.063660264,0.044130437,0.275714622,0.096409473,0.117633267,0.049733408,0.041079869,0.097884987,0.066865358,0.027613837,0.029407788,0.021002881,0.050308816,0.0099147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.064629825,0.049145718,0.290698746,0.10952903,0.112008344,0.042042383,0.046480502,0.099623937,0.100382949,0.032783321,0.023596173,0.028253369,0.046476329,0.006621946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.071895217,0.050603204,0.276517715,0.12051501,0.108091074,0.049929266,0.042773221,0.090213205,0.13479143,0.045916329,0.034087447,0.035686094,0.040546498,0.011978468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.081246112,0.03532232,0.227557985,0.10583819,0.099279129,0.061748771,0.037995095,0.085907101,0.16063156,0.058355742,0.0469648,0.040246766,0.039553442,0.026269979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.087892453,0.028810687,0.185659203,0.086186546,0.088333845,0.067234661,0.030760958,0.089202275,0.157882671,0.060410583,0.047715277,0.04094513,0.035925664,0.033575155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.093288878,0.02561776,0.16154831,0.070847276,0.077359693,0.070795812,0.0251162,0.094861171,0.142701733,0.05694065,0.046799238,0.041329825,0.028152114,0.03353706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.091797549,0.024756738,0.151402875,0.057127138,0.074600583,0.07840287,0.023149152,0.089711512,0.129334685,0.050975981,0.047968257,0.043017601,0.026338406,0.039093996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.089557137,0.017768701,0.135796814,0.045041017,0.072476514,0.087625114,0.022084856,0.073421414,0.121327433,0.049902805,0.053065245,0.043297667,0.02206244,0.038626915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.085429472,0.014345477,0.119176628,0.037815168,0.076338567,0.089664636,0.023156827,0.057631577,0.117751178,0.050843781,0.051424848,0.043875901,0.019854469,0.03569441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.079809939,0.016868382,0.103508628,0.034033767,0.075385976,0.090332972,0.030747603,0.052705427,0.11197315,0.047130296,0.049258739,0.043828249,0.016633877,0.036932505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004003802,0.0,0.000157692
58,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.076911869,0.019479959,0.087859461,0.03338202,0.070912307,0.092118775,0.037879458,0.048742424,0.107965447,0.042898147,0.045668145,0.044521798,0.013878382,0.030672464,0.008861172,0.061203441,0.289964167,0.020395,0.139643096,0.038087285,0.288497729,0.306320308,0.182688358,0.097160176,0.022764248,0.28246309,0.265412239,0.139398598
59,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.091682526,0.016921314,0.084096529,0.023091366,0.072332002,0.096264766,0.047353435,0.040185086,0.080268857,0.03510869,0.05821222,0.051489155,0.0083343,0.025205797,0.23562214,0.245462267,0.3996575,0.364585,0.362713532,0.140642369,0.485526006,0.620673808,0.324550261,0.354734109,0.166505858,0.431085358,0.52112558,0.238253834
60,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.07502603,0.011057564,0.103242159,0.011599169,0.083633942,0.077382108,0.03155901,0.037624618,0.041168859,0.039742693,0.032598052,0.040347354,0.00844994,0.004279089,0.382933755,0.45705744,0.468385833,0.379265,0.4825673,0.310405744,0.599083139,0.702248013,0.429573855,0.472267148,0.338199091,0.524823339,0.686171548,0.361660843
61,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.087110445,0.014692037,0.101026021,0.003972091,0.104316189,0.074975443,0.05340203,0.030341356,0.019194539,0.061538526,0.038481777,0.050467866,0.010777536,0.005016977,0.445476521,0.557688023,0.448303333,0.464565,0.544136723,0.380818239,0.649523818,0.721140885,0.496203382,0.524722952,0.440357553,0.583241661,0.715778535,0.44643948
62,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.087995592,0.020437708,0.088832466,0.003058069,0.105888503,0.068901492,0.048445051,0.022684027,0.007598573,0.047905825,0.037245851,0.071141886,0.013543961,0.005203313,0.515892117,0.61571678,0.5924325,0.649825,0.631559168,0.46729718,0.704807191,0.760888295,0.581518412,0.600651077,0.516112195,0.610945296,0.783459471,0.536786867
63,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.074931562,0.013982725,0.075659944,0.005209637,0.10040673,0.050966247,0.032700229,0.016530464,0.004683028,0.047039698,0.0345615,0.073880691,0.013818901,0.0048853,0.574582836,0.608006482,0.5430775,0.54942,0.66721101,0.555431651,0.676243884,0.780099987,0.618566624,0.643148304,0.529790177,0.636874453,0.799222046,0.539266616
64,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.064966388,0.010589035,0.070866155,0.01191098,0.094415927,0.040127883,0.019986728,0.015145714,0.010789006,0.046857056,0.030494755,0.063116149,0.01893744,0.011871636,0.588463735,0.635645259,0.567984167,0.57996,0.699263096,0.588618941,0.676401275,0.793563474,0.61718477,0.65558775,0.543551727,0.622166945,0.795033746,0.579272781
65,1,0.882191069,0.121009787,0.519536522,0.28217174,0.378360092,0.494194,1.365271493,1.0,0.053626277,0.008430911,0.074259842,0.019107725,0.103013179,0.031291488,0.009721598,0.015389238,0.021015378,0.04385175,0.023933056,0.051381406,0.023433937,0.025524638,0.565521397,0.601900201,0.598290833,0.66763,0.716283419,0.57173999,0.666172005,0.751091564,0.620474176,0.638167069,0.513746084,0.661204562,0.745849238,0.53915935
