time_index,BR_AC_Wind_Onshore_Class1,BR_AC_Wind_Onshore_Class3,BR_AL_Wind_Onshore_Class1,BR_AM_Wind_Onshore_Class3,BR_AP_Wind_Onshore_Class1,BR_AP_Wind_Onshore_Class3,BR_BA_Wind_Onshore_Class0,BR_BA_Wind_Onshore_Class1,BR_BA_Wind_Onshore_Class3,BR_CE_Wind_Onshore_Class0,BR_CE_Wind_Onshore_Class1,BR_CE_Wind_Onshore_Class3,BR_ES_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class0,BR_GO_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class2,BR_GO_Wind_Onshore_Class3,BR_MA_Wind_Onshore_Class0,BR_MA_Wind_Onshore_Class1,BR_MA_Wind_Onshore_Class3,BR_MG_Wind_Onshore_Class0,BR_MG_Wind_Onshore_Class1,BR_MG_Wind_Onshore_Class3,BR_MS_Wind_Onshore_Class0,BR_MS_Wind_Onshore_Class1,BR_MS_Wind_Onshore_Class2,BR_MS_Wind_Onshore_Class3,BR_MT_Wind_Onshore_Class0,BR_MT_Wind_Onshore_Class1,BR_MT_Wind_Onshore_Class2,BR_MT_Wind_Onshore_Class3,BR_PA_Wind_Onshore_Class0,BR_PA_Wind_Onshore_Class1,BR_PA_Wind_Onshore_Class2,BR_PA_Wind_Onshore_Class3,BR_PB_Wind_Onshore_Class0,BR_PB_Wind_Onshore_Class1,BR_PB_Wind_Onshore_Class3,BR_PE_Wind_Onshore_Class0,BR_PE_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class0,BR_PI_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class3,BR_PR_Wind_Onshore_Class0,BR_PR_Wind_Onshore_Class1,BR_PR_Wind_Onshore_Class3,BR_RJ_Wind_Onshore_Class0,BR_RJ_Wind_Onshore_Class1,BR_RN_Wind_Onshore_Class0,BR_RN_Wind_Onshore_Class1,BR_RO_Wind_Onshore_Class0,BR_RO_Wind_Onshore_Class2,BR_RO_Wind_Onshore_Class3,BR_RR_Wind_Onshore_Class2,BR_RS_Wind_Onshore_Class0,BR_RS_Wind_Onshore_Class1,BR_SC_Wind_Onshore_Class1,BR_SE_Wind_Onshore_Class1,BR_SP_Wind_Onshore_Class0,BR_SP_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class0,BR_TO_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class2,BR_TO_Wind_Onshore_Class3
11,0.052623188,0.061072464,0.150044928,0.041304348,0,0,0.21101114,0.115689592,0.078513043,0.064981643,0.113755314,0.055022222,0.003144928,0.067528824,0.055424904,0.027760386,0.012183333,0.093817754,0.052449123,0.05175942,0.118001065,0.082248889,0.064572693,0.083127122,0.058804033,0.122352899,0.018246377,0.058273356,0.025685903,0.030138387,0.019621643,0.036627536,0.041548654,0.041837281,0.046494525,0.061771014,0.337671014,0.029756522,0.350289441,0.193197826,0.172732516,0.02880223,0.026226087,0.015929908,0.066077847,0,0.056202899,0.005275362,0.114997101,0.371495652,0.043606957,0.033947826,0.029653773,0.161628986,0.441704875,0.474622609,0.090217391,0.153886957,0.032904535,0.018364876,0.08611278,0.015174106,0.043964803,0.026737391
12,0.036750725,0.049286957,0.192944928,0.024301449,0,0,0.188264501,0.105035837,0.071921739,0.064769726,0.14285628,0.063024155,0.016524638,0.035466023,0.028101982,0,0.002268478,0.055280797,0.072047902,0.067961978,0.099610884,0.082003092,0.073965828,0.044436025,0.031978828,0.052497826,0.001927536,0.04182029,0.027254282,0.008869119,0.011532135,0.029181159,0.055408696,0.023215792,0.04319533,0.076592754,0.383280193,0.043710145,0.347003727,0.216867391,0.159631364,0.029967001,0.036230145,0.013342029,0.067621946,0,0.090446377,0.034086957,0.171594203,0.453638164,0.030456812,0.020995169,0.012116942,0.151474948,0.545719104,0.544480386,0.165162319,0.151709179,0.023986349,0.015453026,0.050116996,0.000825121,0.049783023,0.018790145
13,0.031246377,0.01817971,0.211150725,0.0312,0.028275362,0.053907246,0.159464222,0.096706456,0.052538164,0.058633816,0.155911594,0.080353623,0.011875362,0.033088889,0.046366164,0,0.007535145,0.031281159,0.065778185,0.056219778,0.087879326,0.098883671,0.09980595,0.0361853,0.026510901,0.027534783,0.005837681,0.028979487,0.018572332,0.003934597,0.005349565,0.052750725,0.091275362,0.028924338,0.032979388,0.081375362,0.363022222,0.056202899,0.303016149,0.216497826,0.131304199,0.03109699,0.025798841,0.009958893,0.098576398,0,0.08693913,0.071124638,0.163478261,0.436033333,0.005721739,0.005039614,0.002457771,0.134702277,0.62719473,0.59858087,0.242115942,0.169761353,0.025148574,0.037540324,0.065382872,0,0.036357764,0.007468986
14,0.011002899,0.017807246,0.195210145,0.008115942,0.06595942,0.090446377,0.116609464,0.0773278,0.039491304,0.044743317,0.136041304,0.067634783,0.014162319,0.025775845,0.043502277,0,0.009444928,0.008941667,0.060368879,0.029697698,0.066191896,0.080893913,0.086747521,0.034226501,0.034933081,0.014142029,0.014156522,0.02930903,0.019597189,0.004429134,0.004895923,0.053442029,0.106255901,0.013446277,0.038471981,0.080588406,0.303017874,0.07342029,0.233511387,0.197577536,0.104776514,0.031468004,0.020881159,0.00737971,0.165542857,0,0.086237681,0.139107246,0.134875362,0.372954106,0.006264348,0,0.001133433,0.163195859,0.630368731,0.626486184,0.44217971,0.161735266,0.031131931,0.070856266,0.063293808,0,0.013451553,0.010030145
15,0.007913043,0.012546377,0.189926087,0,0.079765217,0.086237681,0.063106269,0.05552332,0.022351691,0.035158776,0.116403865,0.047257971,0.013397101,0.014193559,0.02911257,0,0.012173551,0.001115942,0.045208238,0.015130264,0.036871813,0.046171981,0.050080854,0.036637474,0.042909011,0.011473913,0.017994203,0.026217614,0.019025384,0.004904348,0.003477101,0.030457971,0.086454658,0.006563118,0.028851691,0.063821739,0.241710145,0.064811594,0.170940373,0.184444203,0.064814716,0.023606689,0.01146087,0.022706456,0.175954451,0.016266667,0.105176812,0.160434783,0.108684058,0.298544928,0.005982609,0.010278261,0.001533233,0.175960248,0.573942205,0.600869952,0.38333913,0.157229952,0.037278728,0.098988576,0.039981028,0.000931401,0.004204969,0.021315942
16,0.016411594,0.007172464,0.206491304,0,0.080881159,0.101669565,0.035687655,0.050637945,0.016301932,0.027341063,0.101753865,0.028722705,0.022771014,0.006281804,0.011656078,0,0.007197101,0.000291667,0.035733333,0.011197613,0.016114049,0.016298937,0.016019832,0.038600207,0.041291493,0.018976812,0.010046377,0.01775942,0.010694422,0.004046823,0.001550145,0.018137681,0.067840994,0.004232884,0.013720451,0.043028986,0.204745894,0.043228986,0.131313872,0.183791304,0.039839614,0.012356745,0.005311304,0.057295916,0.243378054,0.02697971,0.117101449,0.117947826,0.084133333,0.244312077,0.003002899,0.002975845,0.002104148,0.19028323,0.499107071,0.542631884,0.452,0.174219324,0.055047966,0.115761637,0.0247083,0.003632077,0.002327329,0.019702609
17,0.038194203,0.013631884,0.235247826,0,0.034327536,0.071698551,0.022228322,0.0622361,0.015105314,0.026819324,0.090088406,0.024757488,0.031249275,0.002977778,0.000679089,0,0.002421014,0,0.027391304,0.006556522,0.009735463,0.003645797,0.001719298,0.047063768,0.040785759,0.01412971,0.002536232,0.015969677,0.00477892,0.00253482,0.000725179,0.011769565,0.062982195,0.001594803,0.005924155,0.030765217,0.1832343,0.036011594,0.112032298,0.187830435,0.02423337,0.005022965,0.002667246,0.114855336,0.17224265,0.061368116,0.104475362,0.085536232,0.07915942,0.230336232,0.001663768,0,0.000827586,0.193191718,0.43022152,0.431564831,0.39715942,0.215610628,0.077210472,0.148100597,0.013607378,0.003785121,0.00145528,0.013937971
18,0.033695652,0.012437681,0.257162319,0,0.014307246,0.036973913,0.018533752,0.087106192,0.017034783,0.023873108,0.07211256,0.028595169,0.052223188,0.006575523,2.90E-05,0,0.001588043,0,0.022211137,0.004984314,0.010290565,0.001296039,0.00028833,0.056546998,0.040637429,0.002380435,0.010428986,0.012474025,0.004813702,0.002044147,0.000885565,0.008882609,0.092068737,0.000907146,0.00321401,0.023671014,0.16976087,0.028892754,0.099686542,0.187925362,0.013578001,0.002828094,0,0.140057444,0.14106501,0.115698551,0.091849275,0.050927536,0.054481159,0.230543961,0.004018551,0,0.000844778,0.185812008,0.410913131,0.366965411,0.351623188,0.247639614,0.102795512,0.145977494,0.005586825,0.002753623,0.000942029,0.008838261
19,0.030026087,0.023318841,0.278562319,0,0.02713913,0.013205797,0.024514336,0.115542292,0.024669565,0.027623188,0.070603623,0.028825121,0.150910145,0.017903382,0,0,0.001111232,0.000921014,0.035774523,0.004921569,0.015734398,0.000439614,0.000480549,0.063605176,0.043996723,0.002375362,0.008133333,0.00739621,0.00297321,0.002626979,0.000611942,0.005118841,0.084742857,0.000566717,0.004540258,0.027278261,0.197274396,0.025831884,0.114135404,0.217301449,0.012420661,0.003150056,0.000243478,0.162018972,0.108111387,0.093953623,0.091849275,0.024301449,0.041304348,0.257078744,0,0.011354589,0.000426787,0.175660455,0.424038823,0.331707053,0.172011594,0.298808696,0.096833848,0.121102131,0.002321476,0.001722126,0.001464803,0.004515942
20,0.047904348,0.032234783,0.300753623,0,0.059933333,0.011675362,0.032802584,0.160778656,0.030549758,0.035244444,0.084405797,0.034297585,0.263005797,0.01943124,0,0,0.011530797,0.007630072,0.038616629,0.006183461,0.018799408,0.000317874,0.001554539,0.046375155,0.034008318,0.000887681,0.025223188,0.007115942,0.004664207,0.000218506,0.001608271,0.002028986,0.079134576,0.00051994,0.007094203,0.030557971,0.225063768,0.028892754,0.138682816,0.258891304,0.0183945,0.011661984,0.003113623,0.163823715,0.104997101,0,0.168550725,0.013588406,0.038898551,0.28136715,0.001582609,0.020313043,0.001107446,0.176763561,0.448217128,0.323313623,0.055652174,0.32062029,0.101266573,0.084679625,0.000147563,0.00103343,0.000398551,0.00206029
21,0.041657971,0.02527971,0.295885507,0,0.03735942,0.103773913,0.056994098,0.187383136,0.03461401,0.039854428,0.108274879,0.061723671,0.295257971,0.01193752,0.000947294,0,0.006411957,0.014180797,0.033742792,0.006542882,0.032684176,0.002178551,0.005456293,0.030698551,0.032829112,0.014574638,0.006028986,0.008476477,0.003731401,0,0.00127142,0.000253623,0.110806625,0.00121939,0.009921095,0.055233333,0.230995652,0.049965217,0.206540373,0.268038406,0.027506949,0.02730301,0.006207536,0.090613439,0.051001242,0,0.451895652,0.014736232,0.045153623,0.314241063,0,0.003043478,0.002589105,0.143262112,0.47685639,0.313016039,0.003043478,0.314455072,0.136407293,0.073238534,0.000258235,0.000541063,0.008223188,0.003310725
22,0.04226087,0.015308696,0.250292754,0,0.054408696,0.068828986,0.088868937,0.194655863,0.038613043,0.041572303,0.143232126,0.061184541,0.243744928,0.006022544,0.005679621,0,0.005288043,0.010437319,0.032555912,0.010819608,0.050242413,0.011834976,0.015938978,0.029281573,0.038966226,0.023613768,0.002130435,0.006068227,0.000508213,0.001526867,0.001634628,0.017924638,0.147166874,0.005047076,0.014672303,0.09374058,0.243351691,0.061368116,0.272571843,0.260305797,0.030441323,0.023797547,0,0.042049539,0.023122567,0,0.538063768,0.025066667,0.024684058,0.377889855,0,0,0.001243578,0.105264596,0.482267721,0.298078454,0,0.266681159,0.108294343,0.079388917,0.003773913,0.007508019,0.005777226,0.011301449
23,0.007202899,0.002485507,0.199172464,0,0.166591304,0.112892754,0.132461463,0.179104611,0.061731884,0.034307246,0.163094686,0.074452174,0.241344928,0.014111433,0.025541911,0,0.017051812,0.013277174,0.032453089,0.006509122,0.070074534,0.039284251,0.032724638,0.022589441,0.011327032,0.018937681,0.003855072,0.007123523,0.000430391,0.006395392,0.001926493,0.016614493,0.153778054,0.010637081,0.010376167,0.108928986,0.23470628,0.083431884,0.290663768,0.224686957,0.046625344,0.042676923,0.006868986,0.047669038,0.011345342,0,0.361947826,0.025449275,0.015118841,0.40281256,0.000689855,0,0.000202899,0.095063354,0.402394554,0.315267633,0.00284058,0.165283092,0.068706124,0.072402387,0.019620553,0.036992077,0.026693789,0.046642319
24,0.009855072,0.003397101,0.215875362,0,0.189811594,0.108684058,0.177488528,0.215919631,0.081503865,0.029664412,0.204214251,0.037514976,0.232344928,0.020892754,0.041617155,0,0.032668478,0.009017754,0.041895042,0.014938619,0.0846811,0.056810435,0.04706087,0.018256315,0.00951695,0.010867391,0.038530435,0.00640981,0.000863944,0.010774731,0.003473237,0.018807246,0.156799172,0.006362019,0.018635105,0.221737681,0.314084541,0.160434783,0.329322981,0.237942029,0.038862282,0.037443924,0.01418087,0.040892754,0.022240994,0,0.225744928,0.043710145,0.025831884,0.500897585,0,0,0,0.132767702,0.419992446,0.356816618,0,0.173451208,0.093010005,0.082473316,0.018749934,0.050198647,0.014064182,0.049294493
25,0.008707246,0,0.202152174,0,0.159411594,0.128104348,0.202382329,0.234556522,0.079761836,0.033312721,0.238468357,0.027026087,0.209321739,0.026733977,0.060078438,0.001555556,0.047386957,0.01361558,0.050044851,0.036825916,0.103293227,0.066619903,0.046835088,0.021367702,0.020128922,0.00377971,0.089617391,0.007015608,0.005481072,0.011952731,0.005897353,0.018307246,0.155385507,0.006605697,0.0318219,0.261968116,0.378165217,0.228144928,0.360166874,0.205982609,0.049358751,0.038533333,0.024144348,0.033080632,0.027291511,0,0.185797101,0.038898551,0.014353623,0.558898068,0,0,0.000125937,0.184563975,0.432705138,0.353662609,0,0.164914976,0.102117812,0.02720682,0.009935178,0.050750145,0.012062319,0.040442899
26,0.013489855,0.002688406,0.168552174,0,0.13826087,0.152649275,0.201917514,0.195972069,0.056461836,0.051304992,0.237742029,0.047543961,0.163049275,0.032583253,0.073624608,0.03276715,0.047817754,0.017931159,0.060572693,0.057719182,0.107026324,0.06958628,0.050672464,0.027380745,0.016493006,0.016682609,0.084257971,0.009006912,0.012639789,0.012595318,0.009217237,0.043410145,0.161686128,0.008373413,0.046935749,0.248886957,0.389862319,0.2,0.367287785,0.16492971,0.048364177,0.052453066,0.034073623,0.024561792,0.01690559,0,0.113594203,0,0.080307246,0.563131401,0.001136232,0,2.80E-05,0.230078675,0.420080281,0.341057778,0,0.13721256,0.049738195,0.010514578,0.017865086,0.059129275,0.010077226,0.047458551
27,0.033553623,0.01937971,0.128807246,0,0.12242029,0.150956522,0.200698725,0.160072464,0.042058937,0.0519562,0.228221014,0.107565217,0.131234783,0.036819968,0.079064064,0.094454106,0.041027174,0.022325362,0.064624256,0.066841432,0.101776161,0.065094106,0.044930282,0.025267495,0.018770132,0.028283333,0.026185507,0.017633668,0.016915766,0.015187663,0.013040773,0.023549275,0.169518012,0.004625087,0.048232045,0.300078261,0.345216908,0.180724638,0.428254244,0.131602174,0.049625715,0.084704125,0.05514029,0.034701713,0.022296066,0.007507246,0.080881159,0.117101449,0.174637681,0.511663768,0.000365217,0,0.00101969,0.238115942,0.362904348,0.280088889,0,0.117009662,0.016602338,0.014464791,0.017370224,0.058185894,0.01054824,0.037343768
28,0.042768116,0.019350725,0.107175362,0,0.089266667,0.10657971,0.178717863,0.13355942,0.034910628,0.084238325,0.20836401,0.087986473,0.089643478,0.052390982,0.083725407,0.09626087,0.038428623,0.02381087,0.073904805,0.069518159,0.095989352,0.055056232,0.034129672,0.020813043,0.021830876,0.015492754,0.001014493,0.019646377,0.014457268,0.022549238,0.014055034,0.021255072,0.163744099,0.005052474,0.05000789,0.310665217,0.299262802,0.206086957,0.400966046,0.109296377,0.050317354,0.083413155,0.039876522,0.038751515,0.038343685,0.012057971,0.061368116,0.250944928,0.098863768,0.461422222,0.009191884,0,0.000922539,0.211518841,0.323663241,0.223731787,0,0.105068599,0.007740252,0.034694288,0.012282477,0.055436135,0.013342236,0.034355942
29,0.031246377,0.018805797,0.10484058,0,0.075078261,0.114295652,0.157969478,0.117477997,0.032975845,0.114945572,0.193652657,0.063694686,0.069272464,0.069817391,0.085430228,0.076195169,0.040052174,0.026087681,0.08122685,0.055838534,0.097896599,0.04742087,0.033032494,0.012733333,0.025771645,0.01889058,0,0.018470234,0.010576899,0.025377926,0.013176348,0.038718841,0.123930435,0.007936232,0.044206602,0.280411594,0.276311594,0.187826087,0.357250518,0.118794928,0.048109253,0.053751171,0.041312464,0.045939394,0.057710145,0.009942029,0.06595942,0.082730435,0.0312,0.4253,0.026249275,0,0.004497751,0.197671222,0.326378393,0.206745121,0,0.092323671,0.002584759,0.039394373,0.006281423,0.0579857,0.009108075,0.037481159
30,0.039869565,0.01442029,0.092337681,0.00973913,0.050927536,0.075142029,0.146346639,0.094726482,0.041499517,0.122746538,0.177344928,0.069142029,0.0502,0.076627697,0.086765572,0.070166184,0.046224275,0.043892029,0.076191609,0.050020119,0.104050636,0.042813913,0.03290923,0.009084058,0.027836925,0.032946377,0,0.018594203,0.007379007,0.027600892,0.013627826,0.054178261,0.108542443,0.00991984,0.042622705,0.248671014,0.259764251,0.160434783,0.296265424,0.106499275,0.05050955,0.054123523,0.022868986,0.047486166,0.086357764,0.026597101,0.051889855,0.02697971,0.010910145,0.396310628,0.009913043,0.002164251,0.006258271,0.18050352,0.331711375,0.216890435,0.014063768,0.074783575,0.000621786,0.040444331,0.004068511,0.071576039,0.00824058,0.037007536
31,0.037426087,0.012031884,0.077766667,0.006898551,0.023918841,0.068828986,0.134844561,0.070333333,0.0529343,0.095205153,0.157021014,0.078156522,0.045997101,0.061560709,0.075219521,0.064597101,0.044343841,0.043038768,0.0569373,0.043054731,0.109579414,0.038875749,0.039347063,0.013256108,0.030662508,0.027018116,0.004869565,0.014391304,0.005093193,0.029934894,0.014317681,0.036175362,0.103822774,0.009792304,0.034247343,0.198495652,0.254423188,0.113594203,0.27176646,0.081744928,0.049851208,0.053660647,0.012190725,0.046295125,0.10720911,0.044191304,0.033605797,0,0,0.343928502,0.003872464,6.76E-05,0.002244278,0.171951967,0.330015635,0.209724058,0.055744928,0.057374879,0.000314165,0.043195567,0.004212912,0.081431111,0.016159834,0.031591884
