Time_Index,Demand_fossil_Jetfuel,Demand_SAF_Jetfuel,Demand_Jetfuel,Demand_Flexfuel,Demand_BioDiesel,Demand_Diesel,Demand_Ethanol,Demand_Gasoline,elec_demand_S,elec_demand_NE,elec_demand_N
631,2248,439,1799,62359,8966,80695,3245,8775,7174.354052,14850.92423,18118.52936
632,2248,439,1799,62359,8966,80695,3245,8775,7823.300401,16733.26478,17089.52662
633,2248,439,1799,62359,8966,80695,3245,8775,9341.534369,17764.38826,15428.54928
634,2248,439,1799,62359,8966,80695,3245,8775,9647.777004,18108.15031,14123.6993
635,2248,439,1799,62359,8966,80695,3245,8775,9848.31193,17782.29994,13467.5957
636,2248,439,1799,62359,8966,80695,3245,8775,9957.683077,17041.4951,13727.54817
637,2248,439,1799,62359,8966,80695,3245,8775,10022.5358,16930.86564,12933.56165
638,2248,439,1799,62359,8966,80695,3245,8775,9778.33886,16630.05016,14552.90559
639,2248,439,1799,62359,8966,80695,3245,8775,9891.371429,16326.03067,17009.24843
640,2248,439,1799,62359,8966,80695,3245,8775,9555.586534,15246.82429,20084.55313
641,2248,439,1799,62359,8966,80695,3245,8775,9685.530764,13431.83929,20956.53663
642,2248,439,1799,62359,8966,80695,3245,8775,9647.896902,12228.36013,20753.66754
643,2248,439,1799,62359,8966,80695,3245,8775,9246.280958,14738.58465,20392.62987
644,2248,439,1799,62359,8966,80695,3245,8775,8181.536446,16090.66321,20310.31179
645,2248,439,1799,62359,8966,80695,3245,8775,7251.92805,15956.1406,20402.2712
646,2248,439,1799,62359,8966,80695,3245,8775,7148.698905,15253.91873,20388.06456
647,2248,439,1799,62359,8966,80695,3245,8775,6055.617159,14066.58063,20549.40975
648,2248,439,1799,62359,8966,80695,3245,8775,5024.291944,11845.22948,20570.08788
649,2248,439,1799,62359,8966,80695,3245,8775,4259.477791,10776.99012,20665.24718
650,2248,439,1799,62359,8966,80695,3245,8775,4201.349432,10645.39476,20595.95153
651,2248,439,1799,62359,8966,80695,3245,8775,4164.345286,10348.76432,20542.79291
652,2248,439,1799,62359,8966,80695,3245,8775,4184.025684,10146.88616,20389.42126
653,2248,439,1799,62359,8966,80695,3245,8775,4216.04147,10685.77019,20043.75992
654,2248,439,1799,62359,8966,80695,3245,8775,4944.677665,10813.72608,19764.07223
655,2248,439,1799,62359,8966,80695,3245,8775,6017.24678,12079.52662,19525.29018
656,2248,439,1799,62359,8966,80695,3245,8775,7737.84437,14187.60773,18669.50478
657,2248,439,1799,62359,8966,80695,3245,8775,10050.79646,16220.09414,17812.06322
658,2248,439,1799,62359,8966,80695,3245,8775,10937.36349,16622.96266,15317.3702
659,2248,439,1799,62359,8966,80695,3245,8775,10951.95981,16657.30405,14863.80815
660,2248,439,1799,62359,8966,80695,3245,8775,10971.79437,17015.09925,14306.75566
661,2248,439,1799,62359,8966,80695,3245,8775,10252.91021,17546.56942,13193.17398
662,2248,439,1799,62359,8966,80695,3245,8775,10244.23423,17536.5388,15324.41247
663,2248,439,1799,62359,8966,80695,3245,8775,10938.39421,17058.96239,17074.07665
664,2248,439,1799,62359,8966,80695,3245,8775,10999.85755,15404.27886,19842.70008
665,2248,439,1799,62359,8966,80695,3245,8775,10574.97132,13342.47332,20922.77308
666,2248,439,1799,62359,8966,80695,3245,8775,9892.295349,12360.50802,20657.92291
667,2248,439,1799,62359,8966,80695,3245,8775,9536.847184,14665.41924,20368.62201
668,2248,439,1799,62359,8966,80695,3245,8775,8979.726572,15678.56458,20062.73925
669,2248,439,1799,62359,8966,80695,3245,8775,7694.304272,15754.68997,19911.37747
670,2248,439,1799,62359,8966,80695,3245,8775,6956.428879,15451.67037,20056.24742
671,2248,439,1799,62359,8966,80695,3245,8775,6078.081407,15126.15826,20339.41117
672,2248,439,1799,62359,8966,80695,3245,8775,5254.300617,13540.34201,20510.26881
673,2248,439,1799,62359,8966,80695,3245,8775,3772.088439,20356.56985,12782.91408
674,2248,439,1799,62359,8966,80695,3245,8775,3543.743224,20654.78741,11986.00096
675,2248,439,1799,62359,8966,80695,3245,8775,3573.104126,20084.69458,11688.30495
676,2248,439,1799,62359,8966,80695,3245,8775,3624.449683,19650.60733,11494.70506
677,2248,439,1799,62359,8966,80695,3245,8775,4040.544064,19034.03757,11465.71808
678,2248,439,1799,62359,8966,80695,3245,8775,4736.095467,18701.10566,12214.34801
679,2248,439,1799,62359,8966,80695,3245,8775,7072.487109,19943.94349,11772.59317
680,2248,439,1799,62359,8966,80695,3245,8775,8429.31118,21498.66303,10386.3777
681,2248,439,1799,62359,8966,80695,3245,8775,9151.250216,23384.03697,9115.725419
682,2248,439,1799,62359,8966,80695,3245,8775,9624.969182,22928.66044,8748.193983
683,2248,439,1799,62359,8966,80695,3245,8775,10322.49739,21769.91635,9230.585049
684,2248,439,1799,62359,8966,80695,3245,8775,10507.56749,21459.87571,9309.112114
685,2248,439,1799,62359,8966,80695,3245,8775,9022.102955,20991.85577,9223.024325
686,2248,439,1799,62359,8966,80695,3245,8775,8495.21981,22039.04292,9837.825941
687,2248,439,1799,62359,8966,80695,3245,8775,10250.7319,21730.2581,10448.60105
688,2248,439,1799,62359,8966,80695,3245,8775,10233.28623,21960.71837,11885.18323
689,2248,439,1799,62359,8966,80695,3245,8775,10711.57039,20541.54316,14343.58923
690,2248,439,1799,62359,8966,80695,3245,8775,9328.183375,19549.47383,15276.0779
691,2248,439,1799,62359,8966,80695,3245,8775,10253.13389,20198.16598,14938.47442
692,2248,439,1799,62359,8966,80695,3245,8775,10252.22206,21128.22837,14595.16404
693,2248,439,1799,62359,8966,80695,3245,8775,9331.828677,21009.09094,13982.63103
694,2248,439,1799,62359,8966,80695,3245,8775,8040.799382,21195.67815,13943.19743
695,2248,439,1799,62359,8966,80695,3245,8775,6577.511942,20821.25783,14020.60134
696,2248,439,1799,62359,8966,80695,3245,8775,5076.107018,20706.81927,13757.98876
697,2248,439,1799,62359,8966,80695,3245,8775,3870.373555,20500.46741,12514.8679
698,2248,439,1799,62359,8966,80695,3245,8775,3726.56549,20476.40959,11562.51803
699,2248,439,1799,62359,8966,80695,3245,8775,3299.341754,19962.24997,11504.73305
700,2248,439,1799,62359,8966,80695,3245,8775,3025.492734,19497.8814,11597.2429
701,2248,439,1799,62359,8966,80695,3245,8775,3250.618839,19434.64147,11566.40015
702,2248,439,1799,62359,8966,80695,3245,8775,4816.958096,19410.33467,11618.61876
703,2248,439,1799,62359,8966,80695,3245,8775,7928.303835,19536.28483,12057.32392
704,2248,439,1799,62359,8966,80695,3245,8775,9223.273643,20982.96589,10261.95524
705,2248,439,1799,62359,8966,80695,3245,8775,10150.92035,21455.25718,9659.116857
706,2248,439,1799,62359,8966,80695,3245,8775,9731.569577,20311.192,9975.807704
707,2248,439,1799,62359,8966,80695,3245,8775,9927.133271,19585.12856,10316.34749
708,2248,439,1799,62359,8966,80695,3245,8775,9771.996357,18191.89291,10399.89727
709,2248,439,1799,62359,8966,80695,3245,8775,8585.189648,17319.21297,10374.79435
710,2248,439,1799,62359,8966,80695,3245,8775,8579.082911,18155.97233,10486.5762
711,2248,439,1799,62359,8966,80695,3245,8775,9221.436886,17977.62824,11152.41512
712,2248,439,1799,62359,8966,80695,3245,8775,10529.82822,18309.67236,12065.4719
713,2248,439,1799,62359,8966,80695,3245,8775,11484.95373,17900.9285,14484.54703
714,2248,439,1799,62359,8966,80695,3245,8775,10339.22064,17580.80963,17139.03182
715,2248,439,1799,62359,8966,80695,3245,8775,10366.85965,19537.99595,16339.58553
716,2248,439,1799,62359,8966,80695,3245,8775,10135.93511,19501.42664,16018.99901
717,2248,439,1799,62359,8966,80695,3245,8775,8463.224175,20365.3645,15875.9422
718,2248,439,1799,62359,8966,80695,3245,8775,7926.483199,20691.69795,15820.80085
719,2248,439,1799,62359,8966,80695,3245,8775,8173.220161,19835.75225,14391.62338
720,2248,439,1799,62359,8966,80695,3245,8775,8167.928529,16645.24092,13106.55029
721,2248,439,1799,62359,8966,80695,3245,8775,5837.874352,15229.08719,15046.98757
722,2248,439,1799,62359,8966,80695,3245,8775,4712.775812,16585.6345,14403.30267
723,2248,439,1799,62359,8966,80695,3245,8775,3870.449121,19470.9003,12597.10846
724,2248,439,1799,62359,8966,80695,3245,8775,3608.993926,20966.53519,11650.73197
725,2248,439,1799,62359,8966,80695,3245,8775,4013.547874,20947.03936,11317.71415
726,2248,439,1799,62359,8966,80695,3245,8775,5514.306961,21200.82638,11361.83129
727,2248,439,1799,62359,8966,80695,3245,8775,7935.523911,20872.98814,11852.65525
728,2248,439,1799,62359,8966,80695,3245,8775,8717.211439,22556.65651,10786.47103
729,2248,439,1799,62359,8966,80695,3245,8775,9818.21149,24007.42441,9245.910972
730,2248,439,1799,62359,8966,80695,3245,8775,10466.77195,21262.91268,9619.5282
731,2248,439,1799,62359,8966,80695,3245,8775,10547.36456,19603.54118,10181.61697
732,2248,439,1799,62359,8966,80695,3245,8775,9809.42468,19251.93576,10616.77532
733,2248,439,1799,62359,8966,80695,3245,8775,8762.865368,18471.52822,10668.7284
734,2248,439,1799,62359,8966,80695,3245,8775,8755.481063,18496.01555,11343.08744
735,2248,439,1799,62359,8966,80695,3245,8775,10098.71535,18844.67785,11929.92833
736,2248,439,1799,62359,8966,80695,3245,8775,11555.31672,18033.63684,13272.78156
737,2248,439,1799,62359,8966,80695,3245,8775,11716.49891,18208.39304,15273.31798
738,2248,439,1799,62359,8966,80695,3245,8775,11008.25444,18802.39489,16601.06623
739,2248,439,1799,62359,8966,80695,3245,8775,11049.38852,20904.40129,15161.67277
740,2248,439,1799,62359,8966,80695,3245,8775,10716.44692,21537.55748,14563.76407
741,2248,439,1799,62359,8966,80695,3245,8775,9829.90104,21557.56913,14601.7712
742,2248,439,1799,62359,8966,80695,3245,8775,9546.487385,22227.77672,13962.92683
743,2248,439,1799,62359,8966,80695,3245,8775,8743.826777,21917.22622,14353.87887
744,2248,439,1799,62359,8966,80695,3245,8775,5742.937311,21883.50877,14275.23746
745,2248,439,1799,62359,8966,80695,3245,8775,4081.917938,21527.71335,13037.22653
746,2248,439,1799,62359,8966,80695,3245,8775,3309.828294,21065.57568,11324.16431
747,2248,439,1799,62359,8966,80695,3245,8775,2828.617215,20391.4578,10534.49309
748,2248,439,1799,62359,8966,80695,3245,8775,2589.524506,20403.98914,10463.50639
749,2248,439,1799,62359,8966,80695,3245,8775,2692.997478,20955.17238,10327.22051
750,2248,439,1799,62359,8966,80695,3245,8775,2973.789498,20850.54423,9959.604768
751,2248,439,1799,62359,8966,80695,3245,8775,4475.491648,22304.65897,9001.990885
752,2248,439,1799,62359,8966,80695,3245,8775,6841.022532,22679.24594,8134.063936
753,2248,439,1799,62359,8966,80695,3245,8775,7456.529433,21728.92591,6842.788763
754,2248,439,1799,62359,8966,80695,3245,8775,7466.811441,21045.93304,7256.752464
755,2248,439,1799,62359,8966,80695,3245,8775,7129.913208,20249.12456,7469.447013
756,2248,439,1799,62359,8966,80695,3245,8775,7196.938198,20197.93684,7439.190549
757,2248,439,1799,62359,8966,80695,3245,8775,6676.236349,19291.29147,7030.08579
758,2248,439,1799,62359,8966,80695,3245,8775,6312.833607,19937.14862,6972.333758
759,2248,439,1799,62359,8966,80695,3245,8775,6168.547965,21422.50887,6756.944211
760,2248,439,1799,62359,8966,80695,3245,8775,6241.941655,21657.47558,7805.002845
761,2248,439,1799,62359,8966,80695,3245,8775,6001.733592,20049.52689,11215.45055
762,2248,439,1799,62359,8966,80695,3245,8775,6282.488333,19573.94232,14693.96513
763,2248,439,1799,62359,8966,80695,3245,8775,8297.695431,21777.07824,15149.86847
764,2248,439,1799,62359,8966,80695,3245,8775,7193.376523,22380.75362,14625.05129
765,2248,439,1799,62359,8966,80695,3245,8775,6197.149177,22264.71306,14487.44165
766,2248,439,1799,62359,8966,80695,3245,8775,4885.680802,22234.89001,14627.20361
767,2248,439,1799,62359,8966,80695,3245,8775,3730.463686,22210.61595,14416.16521
768,2248,439,1799,62359,8966,80695,3245,8775,3407.852456,21574.61186,14240.71125
769,2248,439,1799,62359,8966,80695,3245,8775,3386.847135,21919.349,12075.26344
770,2248,439,1799,62359,8966,80695,3245,8775,3821.150897,22439.04966,9724.209634
771,2248,439,1799,62359,8966,80695,3245,8775,3687.313508,22388.1754,8133.632698
772,2248,439,1799,62359,8966,80695,3245,8775,3400.014755,21693.79492,7306.390431
773,2248,439,1799,62359,8966,80695,3245,8775,3228.871964,21719.66801,7193.494147
774,2248,439,1799,62359,8966,80695,3245,8775,2886.981339,21392.02519,7086.257261
775,2248,439,1799,62359,8966,80695,3245,8775,3028.571795,20910.45418,7117.178511
776,2248,439,1799,62359,8966,80695,3245,8775,4122.170413,20408.6533,6459.565094
777,2248,439,1799,62359,8966,80695,3245,8775,5062.604892,18169.60473,6502.826546
778,2248,439,1799,62359,8966,80695,3245,8775,5354.57866,16039.36639,6690.864916
779,2248,439,1799,62359,8966,80695,3245,8775,5658.778999,14689.10508,7109.400714
780,2248,439,1799,62359,8966,80695,3245,8775,5883.527274,14744.0265,7280.265134
781,2248,439,1799,62359,8966,80695,3245,8775,5811.926009,14571.60932,7305.916553
782,2248,439,1799,62359,8966,80695,3245,8775,5348.644213,14643.33342,7175.965516
783,2248,439,1799,62359,8966,80695,3245,8775,4934.328151,16478.50763,6786.365332
784,2248,439,1799,62359,8966,80695,3245,8775,5141.648901,18050.24609,7539.925909
785,2248,439,1799,62359,8966,80695,3245,8775,5586.787814,17353.14468,10283.41541
786,2248,439,1799,62359,8966,80695,3245,8775,5157.327326,18882.39089,13446.12972
787,2248,439,1799,62359,8966,80695,3245,8775,7393.753265,21211.93823,14349.32228
788,2248,439,1799,62359,8966,80695,3245,8775,7089.317159,21703.71841,13243.78392
789,2248,439,1799,62359,8966,80695,3245,8775,5115.171596,22054.45389,12794.95678
790,2248,439,1799,62359,8966,80695,3245,8775,4572.384336,22208.46639,11891.33685
791,2248,439,1799,62359,8966,80695,3245,8775,4312.043487,22039.22147,11463.1888
792,2248,439,1799,62359,8966,80695,3245,8775,3997.864411,21308.19629,10628.52826
793,2248,439,1799,62359,8966,80695,3245,8775,2902.992255,20922.7653,9598.915002
794,2248,439,1799,62359,8966,80695,3245,8775,2551.257905,20726.85076,9326.349054
795,2248,439,1799,62359,8966,80695,3245,8775,2314.099684,20316.42653,9175.409787
796,2248,439,1799,62359,8966,80695,3245,8775,2345.179459,20281.7826,8968.299049
797,2248,439,1799,62359,8966,80695,3245,8775,2377.596248,20106.84884,9161.419249
798,2248,439,1799,62359,8966,80695,3245,8775,3273.51331,19978.89196,9825.810378
799,2248,439,1799,62359,8966,80695,3245,8775,4969.908634,21506.42506,10101.17792
800,2248,439,1799,62359,8966,80695,3245,8775,6657.814376,21889.01609,9548.996973
801,2248,439,1799,62359,8966,80695,3245,8775,7741.595464,22734.80817,8867.209008
802,2248,439,1799,62359,8966,80695,3245,8775,8154.437486,23228.85992,8769.487471
803,2248,439,1799,62359,8966,80695,3245,8775,9792.031412,22726.31309,8824.153969
804,2248,439,1799,62359,8966,80695,3245,8775,9946.300828,22396.62684,8908.754228
805,2248,439,1799,62359,8966,80695,3245,8775,8461.123442,21722.12806,8868.687816
806,2248,439,1799,62359,8966,80695,3245,8775,8396.547796,20968.56473,9919.997698
807,2248,439,1799,62359,8966,80695,3245,8775,9320.289251,19688.64573,11280.92224
808,2248,439,1799,62359,8966,80695,3245,8775,9269.676179,18593.42031,14140.6775
809,2248,439,1799,62359,8966,80695,3245,8775,9424.285139,17376.74323,17038.39531
810,2248,439,1799,62359,8966,80695,3245,8775,9214.15535,17163.04794,17251.82926
811,2248,439,1799,62359,8966,80695,3245,8775,10217.62091,18599.72714,17627.41177
812,2248,439,1799,62359,8966,80695,3245,8775,9751.268111,19350.69751,16778.12789
813,2248,439,1799,62359,8966,80695,3245,8775,8741.43184,20190.2502,16230.59172
814,2248,439,1799,62359,8966,80695,3245,8775,7610.365605,21027.73766,16040.71695
815,2248,439,1799,62359,8966,80695,3245,8775,6323.115615,21111.52489,15595.07612
816,2248,439,1799,62359,8966,80695,3245,8775,5309.305582,20367.90985,15270.44079
817,2248,439,1799,62359,8966,80695,3245,8775,3422.596886,18947.35186,15558.11947
818,2248,439,1799,62359,8966,80695,3245,8775,3171.756189,18337.74263,15372.93115
819,2248,439,1799,62359,8966,80695,3245,8775,3230.518294,17951.68273,14946.25318
820,2248,439,1799,62359,8966,80695,3245,8775,3019.907906,17561.44375,15066.91079
821,2248,439,1799,62359,8966,80695,3245,8775,3022.570851,17164.39204,15410.72314
822,2248,439,1799,62359,8966,80695,3245,8775,3605.337541,17218.12113,15880.43289
823,2248,439,1799,62359,8966,80695,3245,8775,5262.480884,17989.367,14739.02712
824,2248,439,1799,62359,8966,80695,3245,8775,7212.477582,20156.01595,11701.5745
825,2248,439,1799,62359,8966,80695,3245,8775,8465.047834,22296.56266,10098.99944
826,2248,439,1799,62359,8966,80695,3245,8775,9355.796184,21596.12532,9476.692339
827,2248,439,1799,62359,8966,80695,3245,8775,10503.45872,20584.98571,9034.243643
828,2248,439,1799,62359,8966,80695,3245,8775,10208.12479,20177.96686,9215.000383
829,2248,439,1799,62359,8966,80695,3245,8775,8517.932922,18883.56437,9802.806473
830,2248,439,1799,62359,8966,80695,3245,8775,9315.749248,17597.7988,11756.31271
831,2248,439,1799,62359,8966,80695,3245,8775,10397.54346,15885.08904,14702.91648
832,2248,439,1799,62359,8966,80695,3245,8775,10769.88716,14739.5151,17358.04668
833,2248,439,1799,62359,8966,80695,3245,8775,10808.18097,13431.5665,19513.86285
834,2248,439,1799,62359,8966,80695,3245,8775,10217.92015,12682.22889,19436.11492
835,2248,439,1799,62359,8966,80695,3245,8775,10109.07796,14723.12606,19295.31315
836,2248,439,1799,62359,8966,80695,3245,8775,9124.024305,16521.92538,18852.11536
837,2248,439,1799,62359,8966,80695,3245,8775,8200.847075,17451.73085,18270.24098
838,2248,439,1799,62359,8966,80695,3245,8775,7177.04017,18145.79192,18244.35504
839,2248,439,1799,62359,8966,80695,3245,8775,5995.706451,17993.31299,18064.65459
840,2248,439,1799,62359,8966,80695,3245,8775,5130.835916,17334.93839,17560.08818
841,2248,439,1799,62359,8966,80695,3245,8775,12456.71483,21785.97804,7032.923242
842,2248,439,1799,62359,8966,80695,3245,8775,11920.55118,21100.11049,6968.178364
843,2248,439,1799,62359,8966,80695,3245,8775,11105.60455,21352.6179,6576.431679
844,2248,439,1799,62359,8966,80695,3245,8775,10542.72581,21156.17365,6545.357315
845,2248,439,1799,62359,8966,80695,3245,8775,10537.41806,21272.46121,6695.002867
846,2248,439,1799,62359,8966,80695,3245,8775,12599.61207,20873.46825,6987.257515
847,2248,439,1799,62359,8966,80695,3245,8775,15107.57471,22101.03399,6929.401791
848,2248,439,1799,62359,8966,80695,3245,8775,14322.96228,24096.28251,6985.999655
849,2248,439,1799,62359,8966,80695,3245,8775,14032.4152,23865.59508,7236.636403
850,2248,439,1799,62359,8966,80695,3245,8775,13748.68618,22931.27027,7287.112619
851,2248,439,1799,62359,8966,80695,3245,8775,13069.3734,22253.81448,7554.635501
852,2248,439,1799,62359,8966,80695,3245,8775,13139.60541,20801.46441,7659.737514
853,2248,439,1799,62359,8966,80695,3245,8775,12327.86076,18580.38308,7713.512462
854,2248,439,1799,62359,8966,80695,3245,8775,12869.35232,18181.527,8140.24179
855,2248,439,1799,62359,8966,80695,3245,8775,13554.20862,18621.32492,8126.268696
856,2248,439,1799,62359,8966,80695,3245,8775,14846.81271,19120.99112,8377.435527
857,2248,439,1799,62359,8966,80695,3245,8775,16313.39986,18840.30037,9780.875333
858,2248,439,1799,62359,8966,80695,3245,8775,16569.96241,19251.55485,11767.01905
859,2248,439,1799,62359,8966,80695,3245,8775,16808.51105,22453.73452,12367.13724
860,2248,439,1799,62359,8966,80695,3245,8775,16904.1977,23541.76432,12190.45546
861,2248,439,1799,62359,8966,80695,3245,8775,16858.36241,24236.06148,11362.99903
862,2248,439,1799,62359,8966,80695,3245,8775,16324.62493,25036.686,10652.65823
863,2248,439,1799,62359,8966,80695,3245,8775,16038.96445,25091.57369,9279.52722
864,2248,439,1799,62359,8966,80695,3245,8775,14083.30635,23698.4293,7364.503929
865,2248,439,1799,62359,8966,80695,3245,8775,11603.79278,23555.93833,6530.593456
866,2248,439,1799,62359,8966,80695,3245,8775,9707.048927,23610.15447,6340.951266
867,2248,439,1799,62359,8966,80695,3245,8775,8623.548944,22820.13094,6232.712357
868,2248,439,1799,62359,8966,80695,3245,8775,8455.101338,22496.11469,6203.883341
869,2248,439,1799,62359,8966,80695,3245,8775,8332.152501,22936.17845,6273.716833
870,2248,439,1799,62359,8966,80695,3245,8775,10241.01814,22804.83801,6699.482901
871,2248,439,1799,62359,8966,80695,3245,8775,12669.4058,23434.50155,7047.952629
872,2248,439,1799,62359,8966,80695,3245,8775,12516.97918,24181.56858,7217.107601
873,2248,439,1799,62359,8966,80695,3245,8775,12388.41731,24811.87192,7395.049177
874,2248,439,1799,62359,8966,80695,3245,8775,11815.97091,24771.39035,7550.296952
875,2248,439,1799,62359,8966,80695,3245,8775,12640.64842,24527.6637,7518.07908
876,2248,439,1799,62359,8966,80695,3245,8775,14248.81192,22802.37301,7500.742325
877,2248,439,1799,62359,8966,80695,3245,8775,13604.86099,20893.25968,7668.992181
878,2248,439,1799,62359,8966,80695,3245,8775,14386.19386,21634.58728,7854.583637
879,2248,439,1799,62359,8966,80695,3245,8775,14767.47047,22688.2737,8375.291933
880,2248,439,1799,62359,8966,80695,3245,8775,14991.5195,23192.69631,9236.405314
881,2248,439,1799,62359,8966,80695,3245,8775,15686.76159,21857.19426,11327.83129
882,2248,439,1799,62359,8966,80695,3245,8775,16331.75534,21799.64119,12689.01748
883,2248,439,1799,62359,8966,80695,3245,8775,16584.81868,23461.39833,12847.4632
884,2248,439,1799,62359,8966,80695,3245,8775,16568.88031,23906.49823,12169.4682
885,2248,439,1799,62359,8966,80695,3245,8775,16856.14783,24010.02035,10964.85742
886,2248,439,1799,62359,8966,80695,3245,8775,17015.34918,23905.71955,10549.79091
887,2248,439,1799,62359,8966,80695,3245,8775,16372.49849,24076.44445,9507.66495
888,2248,439,1799,62359,8966,80695,3245,8775,14592.75492,22943.02589,7571.87244
889,2248,439,1799,62359,8966,80695,3245,8775,12081.72027,22628.95,6837.370664
890,2248,439,1799,62359,8966,80695,3245,8775,10376.87868,21501.77875,6791.101202
891,2248,439,1799,62359,8966,80695,3245,8775,10356.35396,20594.62749,6794.810822
892,2248,439,1799,62359,8966,80695,3245,8775,10458.41234,19705.99299,6738.835104
893,2248,439,1799,62359,8966,80695,3245,8775,11742.09058,18580.12418,6854.822738
894,2248,439,1799,62359,8966,80695,3245,8775,14144.38279,18390.77636,7010.144162
895,2248,439,1799,62359,8966,80695,3245,8775,15605.83045,19377.38202,7030.393956
896,2248,439,1799,62359,8966,80695,3245,8775,15278.94118,21826.89706,7041.488897
897,2248,439,1799,62359,8966,80695,3245,8775,14336.83921,23494.33313,7406.408676
898,2248,439,1799,62359,8966,80695,3245,8775,13484.20331,24171.31675,7697.628351
899,2248,439,1799,62359,8966,80695,3245,8775,14071.96642,23791.75911,8049.048913
900,2248,439,1799,62359,8966,80695,3245,8775,13974.29691,23432.76563,8743.095679
901,2248,439,1799,62359,8966,80695,3245,8775,12256.27965,22835.12033,8653.18295
902,2248,439,1799,62359,8966,80695,3245,8775,13062.46264,21775.48021,9529.94108
903,2248,439,1799,62359,8966,80695,3245,8775,14170.24347,20127.67488,10776.12906
904,2248,439,1799,62359,8966,80695,3245,8775,15167.06326,18341.61917,11639.76107
905,2248,439,1799,62359,8966,80695,3245,8775,16534.85145,16339.43096,13099.80843
906,2248,439,1799,62359,8966,80695,3245,8775,17428.14083,15209.08348,13696.61917
907,2248,439,1799,62359,8966,80695,3245,8775,17405.87406,17584.65246,14429.56752
908,2248,439,1799,62359,8966,80695,3245,8775,17541.90185,20444.07194,12486.87907
909,2248,439,1799,62359,8966,80695,3245,8775,17419.98776,22701.55694,10827.40089
910,2248,439,1799,62359,8966,80695,3245,8775,17340.16089,23749.02581,9088.747336
911,2248,439,1799,62359,8966,80695,3245,8775,16801.85419,23165.618,8003.941373
912,2248,439,1799,62359,8966,80695,3245,8775,15341.87956,21759.09117,7487.527048
913,2248,439,1799,62359,8966,80695,3245,8775,15091.39352,20445.08274,6955.298386
914,2248,439,1799,62359,8966,80695,3245,8775,14358.92865,19810.29975,6739.98152
915,2248,439,1799,62359,8966,80695,3245,8775,13038.16264,19083.06977,6716.998934
916,2248,439,1799,62359,8966,80695,3245,8775,11445.3491,19302.7009,6657.989042
917,2248,439,1799,62359,8966,80695,3245,8775,11693.03215,19086.90169,6534.816685
918,2248,439,1799,62359,8966,80695,3245,8775,12507.27249,18704.38703,6637.221762
919,2248,439,1799,62359,8966,80695,3245,8775,12302.29327,20455.92577,6696.006828
920,2248,439,1799,62359,8966,80695,3245,8775,11149.49931,22203.91035,6629.810275
921,2248,439,1799,62359,8966,80695,3245,8775,11888.34295,21672.79529,6902.41111
922,2248,439,1799,62359,8966,80695,3245,8775,11732.82216,19953.9761,7074.654525
923,2248,439,1799,62359,8966,80695,3245,8775,10831.1903,18988.38495,7714.650156
924,2248,439,1799,62359,8966,80695,3245,8775,9873.654738,18342.18657,8500.69607
925,2248,439,1799,62359,8966,80695,3245,8775,9313.833903,17934.67869,9259.408251
926,2248,439,1799,62359,8966,80695,3245,8775,9411.690812,17573.53466,10008.0372
927,2248,439,1799,62359,8966,80695,3245,8775,10470.60667,17212.61976,10126.89039
928,2248,439,1799,62359,8966,80695,3245,8775,11915.0661,17735.59783,10505.75032
929,2248,439,1799,62359,8966,80695,3245,8775,13217.93204,18756.29788,11840.87905
930,2248,439,1799,62359,8966,80695,3245,8775,15781.5747,19122.71216,12962.93045
931,2248,439,1799,62359,8966,80695,3245,8775,16886.49209,20755.65903,13365.59473
932,2248,439,1799,62359,8966,80695,3245,8775,17193.7987,21039.57462,12841.19813
933,2248,439,1799,62359,8966,80695,3245,8775,16915.96483,21165.45833,11521.70349
934,2248,439,1799,62359,8966,80695,3245,8775,16657.08291,22563.31549,9265.862291
935,2248,439,1799,62359,8966,80695,3245,8775,15976.5379,22127.68477,7586.409536
936,2248,439,1799,62359,8966,80695,3245,8775,14181.17737,21628.41733,6710.446048
937,2248,439,1799,62359,8966,80695,3245,8775,12984.54607,20895.27235,6470.842221
938,2248,439,1799,62359,8966,80695,3245,8775,12556.40547,19826.63919,5969.944727
939,2248,439,1799,62359,8966,80695,3245,8775,11350.7516,19705.07345,5796.018998
940,2248,439,1799,62359,8966,80695,3245,8775,9738.696958,19678.79663,5698.210245
941,2248,439,1799,62359,8966,80695,3245,8775,9661.494744,18816.87442,5341.621606
942,2248,439,1799,62359,8966,80695,3245,8775,9340.095593,18032.08642,5163.974629
943,2248,439,1799,62359,8966,80695,3245,8775,9374.899258,17769.08416,5294.818184
944,2248,439,1799,62359,8966,80695,3245,8775,8472.026098,17043.82817,5630.348821
945,2248,439,1799,62359,8966,80695,3245,8775,8340.366017,14765.65304,6083.096847
946,2248,439,1799,62359,8966,80695,3245,8775,8289.879896,13785.7143,6353.322479
947,2248,439,1799,62359,8966,80695,3245,8775,8582.72519,12635.44247,6696.322747
948,2248,439,1799,62359,8966,80695,3245,8775,8946.651856,11717.9868,6846.506135
949,2248,439,1799,62359,8966,80695,3245,8775,8932.245961,11577.12263,6792.6023
950,2248,439,1799,62359,8966,80695,3245,8775,8714.89509,11544.7096,6612.554923
951,2248,439,1799,62359,8966,80695,3245,8775,9892.322552,11794.09236,6298.875962
952,2248,439,1799,62359,8966,80695,3245,8775,11698.21698,13782.6452,6073.73655
