Time_Index,Demand_fossil_Jetfuel,Demand_SAF_Jetfuel,Demand_Jetfuel,Demand_Flexfuel,Demand_BioDiesel,Demand_Diesel,Demand_Ethanol,Demand_Gasoline,elec_demand_S,elec_demand_NE,elec_demand_N
309,2248,439,1799,62359,8966,80695,3245,8775,15219.31661,19914.31487,17095.3934
310,2248,439,1799,62359,8966,80695,3245,8775,15263.19827,20177.34689,17530.31916
311,2248,439,1799,62359,8966,80695,3245,8775,14766.43874,20368.60124,17500.7992
312,2248,439,1799,62359,8966,80695,3245,8775,13992.7209,19533.49447,17369.11158
313,2248,439,1799,62359,8966,80695,3245,8775,12431.05364,19115.31517,17176.97208
314,2248,439,1799,62359,8966,80695,3245,8775,11973.84029,18621.32591,16868.63951
315,2248,439,1799,62359,8966,80695,3245,8775,11524.84953,18034.17249,16724.72119
316,2248,439,1799,62359,8966,80695,3245,8775,10619.37791,17707.79738,16814.72792
317,2248,439,1799,62359,8966,80695,3245,8775,10401.87389,17971.52575,16380.83228
318,2248,439,1799,62359,8966,80695,3245,8775,10730.48808,17256.47893,16069.95491
319,2248,439,1799,62359,8966,80695,3245,8775,11868.722,18333.8135,14653.52078
320,2248,439,1799,62359,8966,80695,3245,8775,13618.33389,19259.77417,13443.41437
321,2248,439,1799,62359,8966,80695,3245,8775,15908.33307,21016.52463,13794.7419
322,2248,439,1799,62359,8966,80695,3245,8775,16902.38916,20851.80401,13985.94527
323,2248,439,1799,62359,8966,80695,3245,8775,17155.20263,21443.65829,14064.53242
324,2248,439,1799,62359,8966,80695,3245,8775,17584.71551,21570.51311,14192.99011
325,2248,439,1799,62359,8966,80695,3245,8775,17140.22143,22018.6712,13843.48541
326,2248,439,1799,62359,8966,80695,3245,8775,17920.8742,21080.11571,15416.85351
327,2248,439,1799,62359,8966,80695,3245,8775,18311.99252,20272.26581,16203.06126
328,2248,439,1799,62359,8966,80695,3245,8775,18178.02818,20214.67306,16181.0962
329,2248,439,1799,62359,8966,80695,3245,8775,17383.5287,19123.83306,16505.84006
330,2248,439,1799,62359,8966,80695,3245,8775,16239.30492,16790.98747,18007.11963
331,2248,439,1799,62359,8966,80695,3245,8775,14195.05128,17685.60046,18491.63297
332,2248,439,1799,62359,8966,80695,3245,8775,14924.78469,18807.74747,18017.05072
333,2248,439,1799,62359,8966,80695,3245,8775,15116.44414,19028.72468,18018.264
334,2248,439,1799,62359,8966,80695,3245,8775,15277.54673,19316.29759,18138.21418
335,2248,439,1799,62359,8966,80695,3245,8775,14858.69571,19464.86328,18042.36005
336,2248,439,1799,62359,8966,80695,3245,8775,14227.39955,18663.89356,17711.05458
337,2248,439,1799,62359,8966,80695,3245,8775,8385.526249,15208.59643,19074.44736
338,2248,439,1799,62359,8966,80695,3245,8775,5743.702039,14786.65069,18969.53141
339,2248,439,1799,62359,8966,80695,3245,8775,4452.951834,15217.62618,18814.42609
340,2248,439,1799,62359,8966,80695,3245,8775,4290.915245,15498.47167,18547.56315
341,2248,439,1799,62359,8966,80695,3245,8775,4106.755965,15301.25767,18655.60049
342,2248,439,1799,62359,8966,80695,3245,8775,4967.666844,15080.61971,18562.4433
343,2248,439,1799,62359,8966,80695,3245,8775,7061.768833,16290.98103,16922.04911
344,2248,439,1799,62359,8966,80695,3245,8775,9238.460385,18954.76075,15090.22189
345,2248,439,1799,62359,8966,80695,3245,8775,10784.88449,18882.35914,14690.94355
346,2248,439,1799,62359,8966,80695,3245,8775,11675.82931,18250.70278,14703.182
347,2248,439,1799,62359,8966,80695,3245,8775,11793.08047,18382.51935,14931.48738
348,2248,439,1799,62359,8966,80695,3245,8775,11853.61888,17822.02465,15109.94548
349,2248,439,1799,62359,8966,80695,3245,8775,10433.39094,17649.24938,15102.95651
350,2248,439,1799,62359,8966,80695,3245,8775,11211.07146,17279.15695,15757.96021
351,2248,439,1799,62359,8966,80695,3245,8775,11532.6429,16197.44192,16585.19957
352,2248,439,1799,62359,8966,80695,3245,8775,12178.34999,15311.22778,18601.59199
353,2248,439,1799,62359,8966,80695,3245,8775,12364.32587,13962.39489,19621.01446
354,2248,439,1799,62359,8966,80695,3245,8775,12220.12889,13056.17308,19485.87402
355,2248,439,1799,62359,8966,80695,3245,8775,12186.84058,15454.63234,19327.95935
356,2248,439,1799,62359,8966,80695,3245,8775,12329.82649,17866.8361,18988.97978
357,2248,439,1799,62359,8966,80695,3245,8775,11754.51261,18897.3287,18286.1028
358,2248,439,1799,62359,8966,80695,3245,8775,10923.11679,19076.16182,18392.18358
359,2248,439,1799,62359,8966,80695,3245,8775,9635.747911,18160.81405,18810.65057
360,2248,439,1799,62359,8966,80695,3245,8775,9273.480673,16986.97641,18751.5835
361,2248,439,1799,62359,8966,80695,3245,8775,8787.982486,15182.53388,18376.14829
362,2248,439,1799,62359,8966,80695,3245,8775,6253.337001,14712.51812,18170.73053
363,2248,439,1799,62359,8966,80695,3245,8775,4551.201686,14553.62324,18073.82495
364,2248,439,1799,62359,8966,80695,3245,8775,4418.853451,15169.96088,17491.54162
365,2248,439,1799,62359,8966,80695,3245,8775,4363.564358,14452.81907,17178.16017
366,2248,439,1799,62359,8966,80695,3245,8775,5083.63641,14529.24304,17428.52654
367,2248,439,1799,62359,8966,80695,3245,8775,7174.561606,16219.26487,16897.34448
368,2248,439,1799,62359,8966,80695,3245,8775,8852.572237,18489.28615,14879.67578
369,2248,439,1799,62359,8966,80695,3245,8775,10858.94517,20096.31431,14448.95193
370,2248,439,1799,62359,8966,80695,3245,8775,10920.22312,19913.40228,14943.74425
371,2248,439,1799,62359,8966,80695,3245,8775,11217.91471,20439.97915,15235.04726
372,2248,439,1799,62359,8966,80695,3245,8775,11799.71416,19654.51463,15077.16264
373,2248,439,1799,62359,8966,80695,3245,8775,11447.79442,18250.51729,15227.19485
374,2248,439,1799,62359,8966,80695,3245,8775,11882.53545,17619.94513,16913.87303
375,2248,439,1799,62359,8966,80695,3245,8775,12257.20256,17514.78529,18192.2469
376,2248,439,1799,62359,8966,80695,3245,8775,12293.26969,16379.1269,19522.41397
377,2248,439,1799,62359,8966,80695,3245,8775,11980.28254,14670.89382,20013.46372
378,2248,439,1799,62359,8966,80695,3245,8775,11362.83108,14272.02981,19978.00042
379,2248,439,1799,62359,8966,80695,3245,8775,11221.57815,15818.22154,19613.93052
380,2248,439,1799,62359,8966,80695,3245,8775,11230.06572,16650.31574,19406.82753
381,2248,439,1799,62359,8966,80695,3245,8775,9797.281735,17681.50073,19009.80326
382,2248,439,1799,62359,8966,80695,3245,8775,9049.430628,17785.8055,18924.0624
383,2248,439,1799,62359,8966,80695,3245,8775,8552.519965,17669.99209,19128.83379
384,2248,439,1799,62359,8966,80695,3245,8775,8281.954538,16054.09192,19422.54302
385,2248,439,1799,62359,8966,80695,3245,8775,7068.292695,15017.68133,19110.94079
386,2248,439,1799,62359,8966,80695,3245,8775,5095.291704,13962.21832,18444.97491
387,2248,439,1799,62359,8966,80695,3245,8775,4072.364386,14044.95607,17681.1654
388,2248,439,1799,62359,8966,80695,3245,8775,3607.081603,13866.37093,17645.82807
389,2248,439,1799,62359,8966,80695,3245,8775,3868.755436,13224.59963,17457.1317
390,2248,439,1799,62359,8966,80695,3245,8775,4485.002884,13096.39377,17787.47294
391,2248,439,1799,62359,8966,80695,3245,8775,5945.97196,13903.43622,17264.21598
392,2248,439,1799,62359,8966,80695,3245,8775,9002.06387,15677.25917,15352.29179
393,2248,439,1799,62359,8966,80695,3245,8775,10977.5535,16829.57045,16252.75253
394,2248,439,1799,62359,8966,80695,3245,8775,11300.1738,17943.80663,15637.15821
395,2248,439,1799,62359,8966,80695,3245,8775,11680.24639,17851.34478,15340.73944
396,2248,439,1799,62359,8966,80695,3245,8775,11930.00498,18237.7707,14777.9665
397,2248,439,1799,62359,8966,80695,3245,8775,10879.43866,18364.55014,13229.11988
398,2248,439,1799,62359,8966,80695,3245,8775,11765.66111,17849.88859,15080.43326
399,2248,439,1799,62359,8966,80695,3245,8775,11969.39802,17591.14181,16496.84123
400,2248,439,1799,62359,8966,80695,3245,8775,11485.62173,17194.53945,17188.05055
401,2248,439,1799,62359,8966,80695,3245,8775,11255.50424,15325.95728,18616.07773
402,2248,439,1799,62359,8966,80695,3245,8775,10443.62962,13861.19095,18657.38262
403,2248,439,1799,62359,8966,80695,3245,8775,10464.10296,15028.6186,18716.66773
404,2248,439,1799,62359,8966,80695,3245,8775,10399.84872,16306.34935,18628.50224
405,2248,439,1799,62359,8966,80695,3245,8775,9775.561055,16893.75174,18660.99436
406,2248,439,1799,62359,8966,80695,3245,8775,9590.080883,17226.48527,18657.21691
407,2248,439,1799,62359,8966,80695,3245,8775,9002.585779,16790.82975,18596.86484
408,2248,439,1799,62359,8966,80695,3245,8775,8263.387478,16692.34774,18958.95686
409,2248,439,1799,62359,8966,80695,3245,8775,7062.099309,16563.53778,19022.93811
410,2248,439,1799,62359,8966,80695,3245,8775,5345.938952,15744.20503,19014.13697
411,2248,439,1799,62359,8966,80695,3245,8775,4337.247253,14845.86627,18887.5118
412,2248,439,1799,62359,8966,80695,3245,8775,4416.293276,14683.48864,17426.92757
413,2248,439,1799,62359,8966,80695,3245,8775,4650.101406,14168.223,15859.83132
414,2248,439,1799,62359,8966,80695,3245,8775,4484.389288,14297.72733,15710.07723
415,2248,439,1799,62359,8966,80695,3245,8775,4533.113211,15716.73688,14964.21402
416,2248,439,1799,62359,8966,80695,3245,8775,5492.282003,17856.20733,12383.78789
417,2248,439,1799,62359,8966,80695,3245,8775,8122.780387,17971.94435,10543.81171
418,2248,439,1799,62359,8966,80695,3245,8775,9139.998949,17829.02784,9653.743335
419,2248,439,1799,62359,8966,80695,3245,8775,10084.55026,17166.23707,9326.526395
420,2248,439,1799,62359,8966,80695,3245,8775,9882.886883,17396.81439,9379.151051
421,2248,439,1799,62359,8966,80695,3245,8775,9729.992767,17456.12718,9287.981431
422,2248,439,1799,62359,8966,80695,3245,8775,9389.809933,17496.4927,9988.454134
423,2248,439,1799,62359,8966,80695,3245,8775,9592.31965,17321.58374,10876.82954
424,2248,439,1799,62359,8966,80695,3245,8775,9035.407601,16778.3133,13197.17529
425,2248,439,1799,62359,8966,80695,3245,8775,8507.412125,15495.33313,16438.594
426,2248,439,1799,62359,8966,80695,3245,8775,8603.185429,15196.91223,18227.64916
427,2248,439,1799,62359,8966,80695,3245,8775,8397.028395,17544.09054,18595.84053
428,2248,439,1799,62359,8966,80695,3245,8775,8591.594619,19543.46459,17122.26294
429,2248,439,1799,62359,8966,80695,3245,8775,8338.119189,20504.55127,16134.62227
430,2248,439,1799,62359,8966,80695,3245,8775,7937.400969,20825.9577,16135.60103
431,2248,439,1799,62359,8966,80695,3245,8775,7699.973734,20391.5818,16419.79588
432,2248,439,1799,62359,8966,80695,3245,8775,6834.489603,19098.82099,17328.74766
433,2248,439,1799,62359,8966,80695,3245,8775,6216.311697,17807.50346,17324.55738
434,2248,439,1799,62359,8966,80695,3245,8775,5106.537933,16892.92545,17288.53976
435,2248,439,1799,62359,8966,80695,3245,8775,4201.79779,16081.33192,17268.40432
436,2248,439,1799,62359,8966,80695,3245,8775,3751.79243,15935.55858,17172.76339
437,2248,439,1799,62359,8966,80695,3245,8775,3220.593965,15879.36944,16588.10291
438,2248,439,1799,62359,8966,80695,3245,8775,2993.678458,15645.96605,16397.20674
439,2248,439,1799,62359,8966,80695,3245,8775,2811.637041,17024.91462,15090.18797
440,2248,439,1799,62359,8966,80695,3245,8775,4532.526819,18045.28236,11645.66371
441,2248,439,1799,62359,8966,80695,3245,8775,5337.140051,17887.57385,9385.044966
442,2248,439,1799,62359,8966,80695,3245,8775,6230.330693,15846.68759,8914.255667
443,2248,439,1799,62359,8966,80695,3245,8775,7052.735175,14451.81422,9295.76795
444,2248,439,1799,62359,8966,80695,3245,8775,7552.870993,13986.38228,9332.642228
445,2248,439,1799,62359,8966,80695,3245,8775,7934.97379,13675.48558,9134.965436
446,2248,439,1799,62359,8966,80695,3245,8775,7806.155997,14057.22156,9100.119433
447,2248,439,1799,62359,8966,80695,3245,8775,7155.453494,15067.44262,9337.224984
448,2248,439,1799,62359,8966,80695,3245,8775,6429.589059,16341.91679,9680.536325
449,2248,439,1799,62359,8966,80695,3245,8775,6119.581224,16327.26169,13306.0315
450,2248,439,1799,62359,8966,80695,3245,8775,6085.809285,15449.58033,16861.82109
451,2248,439,1799,62359,8966,80695,3245,8775,7953.999284,18162.36844,17002.99208
452,2248,439,1799,62359,8966,80695,3245,8775,8825.431967,20327.73777,15578.6784
453,2248,439,1799,62359,8966,80695,3245,8775,8096.984184,21073.9795,15116.04774
454,2248,439,1799,62359,8966,80695,3245,8775,7979.756193,21134.53223,14963.60835
455,2248,439,1799,62359,8966,80695,3245,8775,7686.218714,20843.72555,15667.53968
456,2248,439,1799,62359,8966,80695,3245,8775,7026.255855,20043.79738,16360.23653
457,2248,439,1799,62359,8966,80695,3245,8775,6027.657754,20066.28494,16269.09016
458,2248,439,1799,62359,8966,80695,3245,8775,5628.826668,19852.99139,15877.55377
459,2248,439,1799,62359,8966,80695,3245,8775,4580.642184,19839.36693,15244.11781
460,2248,439,1799,62359,8966,80695,3245,8775,4180.169805,20352.37885,14634.86608
461,2248,439,1799,62359,8966,80695,3245,8775,4165.880786,20588.13516,14101.40476
462,2248,439,1799,62359,8966,80695,3245,8775,5105.255327,20799.96954,13625.24194
463,2248,439,1799,62359,8966,80695,3245,8775,7084.494036,21310.38057,12621.08435
464,2248,439,1799,62359,8966,80695,3245,8775,9899.051953,22602.4986,11835.88153
465,2248,439,1799,62359,8966,80695,3245,8775,12045.6884,23327.70598,11835.39602
466,2248,439,1799,62359,8966,80695,3245,8775,12056.89735,23338.52322,12306.72994
467,2248,439,1799,62359,8966,80695,3245,8775,12233.66931,23124.22582,12937.8721
468,2248,439,1799,62359,8966,80695,3245,8775,12340.64048,22542.26825,13408.94243
469,2248,439,1799,62359,8966,80695,3245,8775,11261.02962,21724.7974,13253.00564
470,2248,439,1799,62359,8966,80695,3245,8775,12004.0435,20375.73437,13881.98192
471,2248,439,1799,62359,8966,80695,3245,8775,12577.50852,18799.14923,15220.03048
472,2248,439,1799,62359,8966,80695,3245,8775,12292.19867,16883.47512,17181.39494
473,2248,439,1799,62359,8966,80695,3245,8775,12371.14091,16207.71656,18255.35017
474,2248,439,1799,62359,8966,80695,3245,8775,11525.99511,16075.51511,17999.32924
475,2248,439,1799,62359,8966,80695,3245,8775,11512.72976,17877.15637,17920.14999
476,2248,439,1799,62359,8966,80695,3245,8775,11593.58332,20089.15142,16280.17541
477,2248,439,1799,62359,8966,80695,3245,8775,10456.04158,20767.33729,15931.16107
478,2248,439,1799,62359,8966,80695,3245,8775,9728.415957,21872.50306,15730.88231
479,2248,439,1799,62359,8966,80695,3245,8775,8984.332066,22669.62302,14953.17141
480,2248,439,1799,62359,8966,80695,3245,8775,8141.612432,22316.16959,14779.49376
481,2248,439,1799,62359,8966,80695,3245,8775,7084.464817,21949.59759,15362.10949
482,2248,439,1799,62359,8966,80695,3245,8775,5739.934824,21988.43252,14773.60179
483,2248,439,1799,62359,8966,80695,3245,8775,4586.475876,21637.70697,14721.27464
484,2248,439,1799,62359,8966,80695,3245,8775,3976.428867,21696.16767,14371.73505
485,2248,439,1799,62359,8966,80695,3245,8775,3916.639065,21231.43605,14236.16725
486,2248,439,1799,62359,8966,80695,3245,8775,5104.058362,21137.66184,14364.77515
487,2248,439,1799,62359,8966,80695,3245,8775,7504.117851,22353.25868,12713.98764
488,2248,439,1799,62359,8966,80695,3245,8775,8425.202407,23405.18142,11807.49441
489,2248,439,1799,62359,8966,80695,3245,8775,10987.0728,23240.23166,11884.9584
490,2248,439,1799,62359,8966,80695,3245,8775,11835.36013,24092.94558,11857.74483
491,2248,439,1799,62359,8966,80695,3245,8775,11496.50524,24401.19673,12260.27732
492,2248,439,1799,62359,8966,80695,3245,8775,11850.73931,23989.90852,12546.1603
493,2248,439,1799,62359,8966,80695,3245,8775,10994.00572,24259.42096,11677.3544
494,2248,439,1799,62359,8966,80695,3245,8775,10885.57764,24058.04175,12492.78171
495,2248,439,1799,62359,8966,80695,3245,8775,10816.33,23087.27956,14590.61618
496,2248,439,1799,62359,8966,80695,3245,8775,11059.18388,22094.94142,15425.38137
497,2248,439,1799,62359,8966,80695,3245,8775,11288.18098,20497.44294,16063.13069
498,2248,439,1799,62359,8966,80695,3245,8775,10421.48577,20095.29954,16451.54666
499,2248,439,1799,62359,8966,80695,3245,8775,9892.488798,21507.27318,15576.72668
500,2248,439,1799,62359,8966,80695,3245,8775,10069.99928,22740.63192,14676.81928
501,2248,439,1799,62359,8966,80695,3245,8775,10024.34334,22717.94696,14485.45408
502,2248,439,1799,62359,8966,80695,3245,8775,9665.830215,22927.77463,14637.91576
503,2248,439,1799,62359,8966,80695,3245,8775,8946.591403,23066.63604,14802.39979
504,2248,439,1799,62359,8966,80695,3245,8775,8041.043208,21402.60138,15118.89004
505,2248,439,1799,62359,8966,80695,3245,8775,3558.725435,23826.99623,13670.42991
506,2248,439,1799,62359,8966,80695,3245,8775,3339.138819,23608.91155,13137.84172
507,2248,439,1799,62359,8966,80695,3245,8775,3243.391711,22921.44399,13084.32843
508,2248,439,1799,62359,8966,80695,3245,8775,3238.935334,22693.22652,13327.70777
509,2248,439,1799,62359,8966,80695,3245,8775,3237.504619,22378.84709,13665.5574
510,2248,439,1799,62359,8966,80695,3245,8775,3282.662836,21849.94012,13740.73244
511,2248,439,1799,62359,8966,80695,3245,8775,4425.22618,22038.43585,12712.31308
512,2248,439,1799,62359,8966,80695,3245,8775,6031.633531,23758.96318,10265.56311
513,2248,439,1799,62359,8966,80695,3245,8775,8097.34287,24745.89916,10136.9804
514,2248,439,1799,62359,8966,80695,3245,8775,9276.235305,24154.46249,10150.83721
515,2248,439,1799,62359,8966,80695,3245,8775,9780.965533,22966.10267,11056.65403
516,2248,439,1799,62359,8966,80695,3245,8775,9847.068619,20940.6006,12024.94518
517,2248,439,1799,62359,8966,80695,3245,8775,9140.644786,19761.28044,11969.38907
518,2248,439,1799,62359,8966,80695,3245,8775,9225.180928,18749.381,14323.88503
519,2248,439,1799,62359,8966,80695,3245,8775,9389.46233,17752.84689,16851.18549
520,2248,439,1799,62359,8966,80695,3245,8775,9525.826644,16210.9771,18731.65738
521,2248,439,1799,62359,8966,80695,3245,8775,9390.108167,14880.93377,19560.16235
522,2248,439,1799,62359,8966,80695,3245,8775,8419.282066,14490.65609,20224.8568
523,2248,439,1799,62359,8966,80695,3245,8775,8493.049555,17487.36575,19277.45794
524,2248,439,1799,62359,8966,80695,3245,8775,8265.614155,20340.24728,17444.25463
525,2248,439,1799,62359,8966,80695,3245,8775,7335.00325,20971.67747,16729.26712
526,2248,439,1799,62359,8966,80695,3245,8775,6258.759615,21048.86227,17308.1083
527,2248,439,1799,62359,8966,80695,3245,8775,5662.122037,20926.11413,17659.1015
528,2248,439,1799,62359,8966,80695,3245,8775,4757.002049,19912.68609,17740.21405
529,2248,439,1799,62359,8966,80695,3245,8775,4105.049182,18793.72325,17708.39253
530,2248,439,1799,62359,8966,80695,3245,8775,4189.362656,17664.17429,17718.78586
531,2248,439,1799,62359,8966,80695,3245,8775,4110.112101,16789.1107,17877.05715
532,2248,439,1799,62359,8966,80695,3245,8775,4114.699459,16382.19204,17896.18282
533,2248,439,1799,62359,8966,80695,3245,8775,3846.317384,15686.3633,18203.62481
534,2248,439,1799,62359,8966,80695,3245,8775,4027.920519,14729.79198,18366.35966
535,2248,439,1799,62359,8966,80695,3245,8775,5834.104114,14687.47728,18129.24151
536,2248,439,1799,62359,8966,80695,3245,8775,7668.766,16724.22412,16982.23643
537,2248,439,1799,62359,8966,80695,3245,8775,10198.42816,16719.40423,16204.81432
538,2248,439,1799,62359,8966,80695,3245,8775,11177.59674,16446.30687,16523.1836
539,2248,439,1799,62359,8966,80695,3245,8775,11135.60625,16148.43947,17179.0837
540,2248,439,1799,62359,8966,80695,3245,8775,10969.69262,15663.20519,17076.77165
541,2248,439,1799,62359,8966,80695,3245,8775,9560.91343,15759.03373,15376.81617
542,2248,439,1799,62359,8966,80695,3245,8775,9950.064013,15464.83953,16127.55674
543,2248,439,1799,62359,8966,80695,3245,8775,10318.59013,13773.19784,18995.70322
544,2248,439,1799,62359,8966,80695,3245,8775,9753.894784,12420.24735,21025.66754
545,2248,439,1799,62359,8966,80695,3245,8775,9283.769734,10899.9307,20996.87826
546,2248,439,1799,62359,8966,80695,3245,8775,9140.594408,9779.60889,20626.70028
547,2248,439,1799,62359,8966,80695,3245,8775,9628.277964,11788.87965,20325.71039
548,2248,439,1799,62359,8966,80695,3245,8775,8587.365948,13793.58048,20220.3913
549,2248,439,1799,62359,8966,80695,3245,8775,6559.605833,14772.23861,20402.53673
550,2248,439,1799,62359,8966,80695,3245,8775,6029.887453,14836.0509,20400.89705
551,2248,439,1799,62359,8966,80695,3245,8775,5119.194728,13937.87184,20487.826
552,2248,439,1799,62359,8966,80695,3245,8775,4706.045404,13825.25252,20329.29984
553,2248,439,1799,62359,8966,80695,3245,8775,4121.426844,12707.98692,20264.93484
554,2248,439,1799,62359,8966,80695,3245,8775,3974.402692,11150.9472,20264.5569
555,2248,439,1799,62359,8966,80695,3245,8775,3732.073745,9759.070518,20350.19698
556,2248,439,1799,62359,8966,80695,3245,8775,3663.211998,9306.815668,20254.78087
557,2248,439,1799,62359,8966,80695,3245,8775,3532.770039,8629.511645,20276.68197
558,2248,439,1799,62359,8966,80695,3245,8775,4208.776055,8350.740321,20234.13279
559,2248,439,1799,62359,8966,80695,3245,8775,5699.006285,10197.24163,20190.21043
560,2248,439,1799,62359,8966,80695,3245,8775,7257.910859,11713.46647,19075.24491
561,2248,439,1799,62359,8966,80695,3245,8775,9369.192517,12998.14784,16847.20356
562,2248,439,1799,62359,8966,80695,3245,8775,9689.570017,13668.78892,13856.54273
563,2248,439,1799,62359,8966,80695,3245,8775,10509.7317,14379.64275,13636.46286
564,2248,439,1799,62359,8966,80695,3245,8775,10989.33977,15208.1689,13323.59501
565,2248,439,1799,62359,8966,80695,3245,8775,10023.92923,15709.46984,12472.58715
566,2248,439,1799,62359,8966,80695,3245,8775,10418.21629,15699.21603,14644.39112
567,2248,439,1799,62359,8966,80695,3245,8775,10282.39907,15416.53145,15863.79969
568,2248,439,1799,62359,8966,80695,3245,8775,10507.55137,13637.19028,16495.71226
569,2248,439,1799,62359,8966,80695,3245,8775,9466.440868,11299.31747,18650.22794
570,2248,439,1799,62359,8966,80695,3245,8775,9092.40247,10720.19093,20035.51987
571,2248,439,1799,62359,8966,80695,3245,8775,10117.47788,10843.07101,20026.97941
572,2248,439,1799,62359,8966,80695,3245,8775,9485.563086,12330.70184,20374.70101
573,2248,439,1799,62359,8966,80695,3245,8775,7552.941521,12408.91727,20422.35916
574,2248,439,1799,62359,8966,80695,3245,8775,6775.019193,12376.45266,20422.36207
575,2248,439,1799,62359,8966,80695,3245,8775,5180.207691,11441.19641,20595.98448
576,2248,439,1799,62359,8966,80695,3245,8775,4905.048861,9809.276198,19983.01829
577,2248,439,1799,62359,8966,80695,3245,8775,4769.216531,9624.391173,19802.94668
578,2248,439,1799,62359,8966,80695,3245,8775,4564.387442,9786.730115,19605.39006
579,2248,439,1799,62359,8966,80695,3245,8775,4455.303447,9627.277754,19747.20258
580,2248,439,1799,62359,8966,80695,3245,8775,4399.622418,9347.484719,19745.00374
581,2248,439,1799,62359,8966,80695,3245,8775,4428.636724,8734.007866,19257.1752
582,2248,439,1799,62359,8966,80695,3245,8775,4344.81997,8665.703024,19136.03596
583,2248,439,1799,62359,8966,80695,3245,8775,4301.227479,9287.584689,18810.91513
584,2248,439,1799,62359,8966,80695,3245,8775,5409.809315,11944.49315,15080.79376
585,2248,439,1799,62359,8966,80695,3245,8775,6434.180447,14472.5113,12329.77455
586,2248,439,1799,62359,8966,80695,3245,8775,6961.095833,15819.70054,10140.18804
587,2248,439,1799,62359,8966,80695,3245,8775,7169.231687,16790.16812,9051.005736
588,2248,439,1799,62359,8966,80695,3245,8775,7422.070348,15856.70135,9380.907015
589,2248,439,1799,62359,8966,80695,3245,8775,7220.346517,15057.535,9834.481662
590,2248,439,1799,62359,8966,80695,3245,8775,6936.471406,14536.73525,11327.40199
591,2248,439,1799,62359,8966,80695,3245,8775,6931.849792,12997.36717,12877.28649
592,2248,439,1799,62359,8966,80695,3245,8775,6386.24644,12175.55058,15300.70113
593,2248,439,1799,62359,8966,80695,3245,8775,6133.03801,11555.74705,17830.18977
594,2248,439,1799,62359,8966,80695,3245,8775,7659.072399,10118.47764,20314.80345
595,2248,439,1799,62359,8966,80695,3245,8775,9582.299604,10800.21966,20041.50682
596,2248,439,1799,62359,8966,80695,3245,8775,9102.308663,11210.76887,20043.96052
597,2248,439,1799,62359,8966,80695,3245,8775,7605.72787,12270.77403,20067.36174
598,2248,439,1799,62359,8966,80695,3245,8775,5812.698797,13094.1837,19822.39215
599,2248,439,1799,62359,8966,80695,3245,8775,4621.263421,12962.33737,19687.15287
600,2248,439,1799,62359,8966,80695,3245,8775,4125.109425,11947.09703,20212.84318
601,2248,439,1799,62359,8966,80695,3245,8775,3861.090025,11207.96363,20655.79482
602,2248,439,1799,62359,8966,80695,3245,8775,3686.962882,11112.24718,20675.06682
603,2248,439,1799,62359,8966,80695,3245,8775,3921.346321,11690.87873,20630.04553
604,2248,439,1799,62359,8966,80695,3245,8775,3812.404389,12541.04333,19666.95153
605,2248,439,1799,62359,8966,80695,3245,8775,3696.280669,13715.09027,17927.93941
606,2248,439,1799,62359,8966,80695,3245,8775,3563.126396,13070.85595,17735.19037
607,2248,439,1799,62359,8966,80695,3245,8775,3876.583062,14204.08604,15317.26457
608,2248,439,1799,62359,8966,80695,3245,8775,4393.081429,17206.8218,9290.282985
609,2248,439,1799,62359,8966,80695,3245,8775,4867.999375,17278.40604,8418.336313
610,2248,439,1799,62359,8966,80695,3245,8775,5391.9425,16035.77552,8509.478798
611,2248,439,1799,62359,8966,80695,3245,8775,6072.859295,15120.8652,8717.997602
612,2248,439,1799,62359,8966,80695,3245,8775,6791.159074,15301.70306,8868.467836
613,2248,439,1799,62359,8966,80695,3245,8775,6151.307844,15679.85511,8810.99199
614,2248,439,1799,62359,8966,80695,3245,8775,5658.752803,16317.1408,9030.625117
615,2248,439,1799,62359,8966,80695,3245,8775,5426.240377,17090.16325,9697.727718
616,2248,439,1799,62359,8966,80695,3245,8775,5315.986621,18079.81321,10942.03182
617,2248,439,1799,62359,8966,80695,3245,8775,5307.513158,17561.46359,13483.79767
618,2248,439,1799,62359,8966,80695,3245,8775,5784.696068,16508.11046,16292.2404
619,2248,439,1799,62359,8966,80695,3245,8775,7322.643682,18492.61911,17389.17628
620,2248,439,1799,62359,8966,80695,3245,8775,6767.098873,19408.81302,16798.86804
621,2248,439,1799,62359,8966,80695,3245,8775,6055.149657,19302.00852,16749.69038
622,2248,439,1799,62359,8966,80695,3245,8775,5427.085709,18885.49867,17105.4805
623,2248,439,1799,62359,8966,80695,3245,8775,5016.466333,18318.09007,17473.67188
624,2248,439,1799,62359,8966,80695,3245,8775,4786.69141,16922.72965,18092.95353
625,2248,439,1799,62359,8966,80695,3245,8775,4707.556723,16221.41839,18729.14263
626,2248,439,1799,62359,8966,80695,3245,8775,4678.769116,16433.6079,17642.89953
627,2248,439,1799,62359,8966,80695,3245,8775,4484.240171,16638.43612,16454.78725
628,2248,439,1799,62359,8966,80695,3245,8775,4478.157615,15855.67666,16691.85598
629,2248,439,1799,62359,8966,80695,3245,8775,4538.062277,14904.17918,17611.25632
630,2248,439,1799,62359,8966,80695,3245,8775,4928.905538,13812.27283,18897.91191
