Time_Index,h2_demand_N,h2_demand_NE,h2_demand_SE,h2_demand_S,Demand_Zero,Demand_Hydrogen,Demand_Ammonia,Demand_Biomethane,Demand_Gasoline,Demand_BioDiesel,Demand_GreenDiesel,Demand_Jetfuel,Demand_Ethanol,Demand_Charcoal,elec_demand_SE,elec_demand_S,elec_demand_NE,elec_demand_N
422,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,44974.0487,9389.809933,17496.4927,9988.454134
423,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,43834.57287,9592.31965,17321.58374,10876.82954
424,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,41560.79249,9035.407601,16778.3133,13197.17529
425,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,40546.83634,8507.412125,15495.33313,16438.594
426,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,39770.22625,8603.185429,15196.91223,18227.64916
427,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,42811.35408,8397.028395,17544.09054,18595.84053
428,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,42317.72648,8591.594619,19543.46459,17122.26294
429,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,40285.77276,8338.119189,20504.55127,16134.62227
430,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,39614.3824,7937.400969,20825.9577,16135.60103
431,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,38449.9254,7699.973734,20391.5818,16419.79588
432,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,35394.43149,6834.489603,19098.82099,17328.74766
433,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,33917.31163,6216.311697,17807.50346,17324.55738
434,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,32947.12942,5106.537933,16892.92545,17288.53976
435,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,32324.46572,4201.79779,16081.33192,17268.40432
436,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,31364.85669,3751.79243,15935.55858,17172.76339
437,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,31378.38632,3220.593965,15879.36944,16588.10291
438,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,31233.27736,2993.678458,15645.96605,16397.20674
439,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,30490.66752,2811.637041,17024.91462,15090.18797
440,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,31651.95447,4532.526819,18045.28236,11645.66371
441,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,34088.04456,5337.140051,17887.57385,9385.044966
442,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,36367.6021,6230.330693,15846.68759,8914.255667
443,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,38173.83099,7052.735175,14451.81422,9295.76795
444,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,39927.81282,7552.870993,13986.38228,9332.642228
445,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,40199.08227,7934.97379,13675.48558,9134.965436
446,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,39268.26327,7806.155997,14057.22156,9100.119433
447,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,38590.60666,7155.453494,15067.44262,9337.224984
448,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,38576.52806,6429.589059,16341.91679,9680.536325
449,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,37541.83977,6119.581224,16327.26169,13306.0315
450,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,38297.94531,6085.809285,15449.58033,16861.82109
451,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,39740.79841,7953.999284,18162.36844,17002.99208
452,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,39982.8197,8825.431967,20327.73777,15578.6784
453,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,39915.04276,8096.984184,21073.9795,15116.04774
454,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,39505.44163,7979.756193,21134.53223,14963.60835
455,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,38058.91841,7686.218714,20843.72555,15667.53968
456,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,35574.84028,7026.255855,20043.79738,16360.23653
457,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,33470.79671,6027.657754,20066.28494,16269.09016
458,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,31879.47993,5628.826668,19852.99139,15877.55377
459,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,31497.71362,4580.642184,19839.36693,15244.11781
460,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,31025.87418,4180.169805,20352.37885,14634.86608
461,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,31344.30621,4165.880786,20588.13516,14101.40476
462,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,32750.64776,5105.255327,20799.96954,13625.24194
463,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,34614.73319,7084.494036,21310.38057,12621.08435
464,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,36883.09671,9899.051953,22602.4986,11835.88153
465,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,40400.67136,12045.6884,23327.70598,11835.39602
466,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,43229.15983,12056.89735,23338.52322,12306.72994
467,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,45287.8604,12233.66931,23124.22582,12937.8721
468,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,46857.30519,12340.64048,22542.26825,13408.94243
469,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,46674.78436,11261.02962,21724.7974,13253.00564
470,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,48509.27925,12004.0435,20375.73437,13881.98192
471,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,48999.24172,12577.50852,18799.14923,15220.03048
472,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,48895.19478,12292.19867,16883.47512,17181.39494
473,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,46673.33507,12371.14091,16207.71656,18255.35017
474,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,43035.45197,11525.99511,16075.51511,17999.32924
475,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,42680.63514,11512.72976,17877.15637,17920.14999
476,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,42910.94638,11593.58332,20089.15142,16280.17541
477,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,43125.45923,10456.04158,20767.33729,15931.16107
478,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,42703.05511,9728.415957,21872.50306,15730.88231
479,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,40719.92885,8984.332066,22669.62302,14953.17141
480,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,37551.74421,8141.612432,22316.16959,14779.49376
481,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,35028.21504,7084.464817,21949.59759,15362.10949
482,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,33854.37562,5739.934824,21988.43252,14773.60179
483,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,33287.30869,4586.475876,21637.70697,14721.27464
484,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,32911.14289,3976.428867,21696.16767,14371.73505
485,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,33355.81327,3916.639065,21231.43605,14236.16725
486,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,34182.08327,5104.058362,21137.66184,14364.77515
487,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,35190.8222,7504.117851,22353.25868,12713.98764
488,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,38715.40071,8425.202407,23405.18142,11807.49441
489,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,40783.63143,10987.0728,23240.23166,11884.9584
490,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,41230.30306,11835.36013,24092.94558,11857.74483
491,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,43427.78047,11496.50524,24401.19673,12260.27732
492,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,44175.08252,11850.73931,23989.90852,12546.1603
493,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,42938.92393,10994.00572,24259.42096,11677.3544
494,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,44304.46496,10885.57764,24058.04175,12492.78171
495,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,45634.64928,10816.33,23087.27956,14590.61618
496,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,45742.09186,11059.18388,22094.94142,15425.38137
497,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,45548.91301,11288.18098,20497.44294,16063.13069
498,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,42795.95994,10421.48577,20095.29954,16451.54666
499,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,44225.85234,9892.488798,21507.27318,15576.72668
500,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,44892.03445,10069.99928,22740.63192,14676.81928
501,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,44545.43422,10024.34334,22717.94696,14485.45408
502,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,44197.93567,9665.830215,22927.77463,14637.91576
503,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,41817.10599,8946.591403,23066.63604,14802.39979
504,100,100,100,100,0,13.54660997,1026.833036,167.9779637,32702.78172,3176.716614,6861.707453,4204.844706,9557.962388,15.74793409,39525.75056,8041.043208,21402.60138,15118.89004
505,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,32956.84022,3558.725435,23826.99623,13670.42991
506,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,30688.60146,3339.138819,23608.91155,13137.84172
507,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,29083.09528,3243.391711,22921.44399,13084.32843
508,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,27913.68356,3238.935334,22693.22652,13327.70777
509,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,28052.675,3237.504619,22378.84709,13665.5574
510,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,30745.25026,3282.662836,21849.94012,13740.73244
511,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,33970.85326,4425.22618,22038.43585,12712.31308
512,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,37231.54348,6031.633531,23758.96318,10265.56311
513,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,38428.88484,8097.34287,24745.89916,10136.9804
514,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,39639.68996,9276.235305,24154.46249,10150.83721
515,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,41588.28495,9780.965533,22966.10267,11056.65403
516,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43947.65088,9847.068619,20940.6006,12024.94518
517,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43831.95178,9140.644786,19761.28044,11969.38907
518,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,44101.12616,9225.180928,18749.381,14323.88503
519,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,44336.16554,9389.46233,17752.84689,16851.18549
520,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,44148.82474,9525.826644,16210.9771,18731.65738
521,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,44695.39809,9390.108167,14880.93377,19560.16235
522,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43618.75546,8419.282066,14490.65609,20224.8568
523,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,44744.28743,8493.049555,17487.36575,19277.45794
524,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43631.02445,8265.614155,20340.24728,17444.25463
525,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43156.31938,7335.00325,20971.67747,16729.26712
526,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,42928.73902,6258.759615,21048.86227,17308.1083
527,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,39872.46957,5662.122037,20926.11413,17659.1015
528,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,36848.09134,4757.002049,19912.68609,17740.21405
529,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,33734.79879,4105.049182,18793.72325,17708.39253
530,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,31233.28734,4189.362656,17664.17429,17718.78586
531,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,29848.36863,4110.112101,16789.1107,17877.05715
532,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,29191.29544,4114.699459,16382.19204,17896.18282
533,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,29925.82642,3846.317384,15686.3633,18203.62481
534,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,32792.60511,4027.920519,14729.79198,18366.35966
535,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,34908.00739,5834.104114,14687.47728,18129.24151
536,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,36689.96378,7668.766,16724.22412,16982.23643
537,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,38596.20816,10198.42816,16719.40423,16204.81432
538,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,40553.67053,11177.59674,16446.30687,16523.1836
539,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,42461.18953,11135.60625,16148.43947,17179.0837
540,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43697.25429,10969.69262,15663.20519,17076.77165
541,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43530.21843,9560.91343,15759.03373,15376.81617
542,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43545.97689,9950.064013,15464.83953,16127.55674
543,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43419.84236,10318.59013,13773.19784,18995.70322
544,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43366.71895,9753.894784,12420.24735,21025.66754
545,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,45094.73745,9283.769734,10899.9307,20996.87826
546,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,45018.1121,9140.594408,9779.60889,20626.70028
547,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,45728.00827,9628.277964,11788.87965,20325.71039
548,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,44727.35418,8587.365948,13793.58048,20220.3913
549,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,44466.27462,6559.605833,14772.23861,20402.53673
550,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,44010.30842,6029.887453,14836.0509,20400.89705
551,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,42405.36219,5119.194728,13937.87184,20487.826
552,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,38491.34175,4706.045404,13825.25252,20329.29984
553,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,35848.75179,4121.426844,12707.98692,20264.93484
554,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,34593.77647,3974.402692,11150.9472,20264.5569
555,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,34007.78203,3732.073745,9759.070518,20350.19698
556,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,33585.32401,3663.211998,9306.815668,20254.78087
557,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,34198.36475,3532.770039,8629.511645,20276.68197
558,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,36061.13463,4208.776055,8350.740321,20234.13279
559,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,36149.0079,5699.006285,10197.24163,20190.21043
560,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,38106.17083,7257.910859,11713.46647,19075.24491
561,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,40927.82511,9369.192517,12998.14784,16847.20356
562,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43611.06986,9689.570017,13668.78892,13856.54273
563,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43903.94282,10509.7317,14379.64275,13636.46286
564,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,44180.75488,10989.33977,15208.1689,13323.59501
565,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43702.89871,10023.92923,15709.46984,12472.58715
566,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43091.88018,10418.21629,15699.21603,14644.39112
567,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43661.39652,10282.39907,15416.53145,15863.79969
568,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43708.86453,10507.55137,13637.19028,16495.71226
569,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43259.54985,9466.440868,11299.31747,18650.22794
570,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,43394.48689,9092.40247,10720.19093,20035.51987
571,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,46343.99349,10117.47788,10843.07101,20026.97941
572,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,45273.95447,9485.563086,12330.70184,20374.70101
573,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,45542.77153,7552.941521,12408.91727,20422.35916
574,100,100,100,100,0,13.93182163,1056.03208,172.7545882,33632.71865,3267.049788,7056.827097,4324.41375,9829.752787,16.19574264,45114.0223,6775.019193,12376.45266,20422.36207
