Time_Index,natgas_price_BR,natgas_LNG_price_BR,coal_price_BR,coal_price_imported,uranium_price_BR
344,127.7,127.7,25,24.6,8.3
345,127.7,127.7,25,24.6,8.3
346,127.7,127.7,25,24.6,8.3
347,127.7,127.7,25,24.6,8.3
348,127.7,127.7,25,24.6,8.3
349,127.7,127.7,25,24.6,8.3
350,127.7,127.7,25,24.6,8.3
351,127.7,127.7,25,24.6,8.3
352,127.7,127.7,25,24.6,8.3
353,127.7,127.7,25,24.6,8.3
354,127.7,127.7,25,24.6,8.3
355,127.7,127.7,25,24.6,8.3
356,127.7,127.7,25,24.6,8.3
357,127.7,127.7,25,24.6,8.3
358,127.7,127.7,25,24.6,8.3
359,127.7,127.7,25,24.6,8.3
360,127.7,127.7,25,24.6,8.3
361,127.7,127.7,25,24.6,8.3
362,127.7,127.7,25,24.6,8.3
363,127.7,127.7,25,24.6,8.3
364,127.7,127.7,25,24.6,8.3
365,127.7,127.7,25,24.6,8.3
366,127.7,127.7,25,24.6,8.3
367,127.7,127.7,25,24.6,8.3
368,127.7,127.7,25,24.6,8.3
369,127.7,127.7,25,24.6,8.3
370,127.7,127.7,25,24.6,8.3
371,127.7,127.7,25,24.6,8.3
372,127.7,127.7,25,24.6,8.3
373,127.7,127.7,25,24.6,8.3
374,127.7,127.7,25,24.6,8.3
375,127.7,127.7,25,24.6,8.3
376,127.7,127.7,25,24.6,8.3
377,127.7,127.7,25,24.6,8.3
378,127.7,127.7,25,24.6,8.3
379,127.7,127.7,25,24.6,8.3
380,127.7,127.7,25,24.6,8.3
381,127.7,127.7,25,24.6,8.3
382,127.7,127.7,25,24.6,8.3
383,127.7,127.7,25,24.6,8.3
384,127.7,127.7,25,24.6,8.3
385,127.7,127.7,25,24.6,8.3
386,127.7,127.7,25,24.6,8.3
387,127.7,127.7,25,24.6,8.3
388,127.7,127.7,25,24.6,8.3
389,127.7,127.7,25,24.6,8.3
390,127.7,127.7,25,24.6,8.3
391,127.7,127.7,25,24.6,8.3
392,127.7,127.7,25,24.6,8.3
393,127.7,127.7,25,24.6,8.3
394,127.7,127.7,25,24.6,8.3
395,127.7,127.7,25,24.6,8.3
396,127.7,127.7,25,24.6,8.3
397,127.7,127.7,25,24.6,8.3
398,127.7,127.7,25,24.6,8.3
399,127.7,127.7,25,24.6,8.3
400,127.7,127.7,25,24.6,8.3
401,127.7,127.7,25,24.6,8.3
402,127.7,127.7,25,24.6,8.3
403,127.7,127.7,25,24.6,8.3
404,127.7,127.7,25,24.6,8.3
405,127.7,127.7,25,24.6,8.3
406,127.7,127.7,25,24.6,8.3
407,127.7,127.7,25,24.6,8.3
408,127.7,127.7,25,24.6,8.3
409,127.7,127.7,25,24.6,8.3
410,127.7,127.7,25,24.6,8.3
411,127.7,127.7,25,24.6,8.3
412,127.7,127.7,25,24.6,8.3
413,127.7,127.7,25,24.6,8.3
414,127.7,127.7,25,24.6,8.3
415,127.7,127.7,25,24.6,8.3
416,127.7,127.7,25,24.6,8.3
417,127.7,127.7,25,24.6,8.3
418,127.7,127.7,25,24.6,8.3
419,127.7,127.7,25,24.6,8.3
420,127.7,127.7,25,24.6,8.3
421,127.7,127.7,25,24.6,8.3
422,127.7,127.7,25,24.6,8.3
423,127.7,127.7,25,24.6,8.3
424,127.7,127.7,25,24.6,8.3
425,127.7,127.7,25,24.6,8.3
426,127.7,127.7,25,24.6,8.3
427,127.7,127.7,25,24.6,8.3
428,127.7,127.7,25,24.6,8.3
429,127.7,127.7,25,24.6,8.3
430,127.7,127.7,25,24.6,8.3
431,127.7,127.7,25,24.6,8.3
432,127.7,127.7,25,24.6,8.3
433,127.7,127.7,25,24.6,8.3
434,127.7,127.7,25,24.6,8.3
435,127.7,127.7,25,24.6,8.3
436,127.7,127.7,25,24.6,8.3
437,127.7,127.7,25,24.6,8.3
438,127.7,127.7,25,24.6,8.3
439,127.7,127.7,25,24.6,8.3
440,127.7,127.7,25,24.6,8.3
441,127.7,127.7,25,24.6,8.3
442,127.7,127.7,25,24.6,8.3
443,127.7,127.7,25,24.6,8.3
444,127.7,127.7,25,24.6,8.3
445,127.7,127.7,25,24.6,8.3
446,127.7,127.7,25,24.6,8.3
447,127.7,127.7,25,24.6,8.3
448,127.7,127.7,25,24.6,8.3
449,127.7,127.7,25,24.6,8.3
450,127.7,127.7,25,24.6,8.3
451,127.7,127.7,25,24.6,8.3
452,127.7,127.7,25,24.6,8.3
453,127.7,127.7,25,24.6,8.3
454,127.7,127.7,25,24.6,8.3
455,127.7,127.7,25,24.6,8.3
456,127.7,127.7,25,24.6,8.3
457,127.7,127.7,25,24.6,8.3
458,127.7,127.7,25,24.6,8.3
459,127.7,127.7,25,24.6,8.3
460,127.7,127.7,25,24.6,8.3
461,127.7,127.7,25,24.6,8.3
462,127.7,127.7,25,24.6,8.3
463,127.7,127.7,25,24.6,8.3
464,127.7,127.7,25,24.6,8.3
465,127.7,127.7,25,24.6,8.3
466,127.7,127.7,25,24.6,8.3
467,127.7,127.7,25,24.6,8.3
468,127.7,127.7,25,24.6,8.3
469,127.7,127.7,25,24.6,8.3
470,127.7,127.7,25,24.6,8.3
471,127.7,127.7,25,24.6,8.3
472,127.7,127.7,25,24.6,8.3
473,127.7,127.7,25,24.6,8.3
474,127.7,127.7,25,24.6,8.3
475,127.7,127.7,25,24.6,8.3
476,127.7,127.7,25,24.6,8.3
477,127.7,127.7,25,24.6,8.3
478,127.7,127.7,25,24.6,8.3
479,127.7,127.7,25,24.6,8.3
480,127.7,127.7,25,24.6,8.3
481,127.7,127.7,25,24.6,8.3
482,127.7,127.7,25,24.6,8.3
483,127.7,127.7,25,24.6,8.3
484,127.7,127.7,25,24.6,8.3
485,127.7,127.7,25,24.6,8.3
486,127.7,127.7,25,24.6,8.3
487,127.7,127.7,25,24.6,8.3
488,127.7,127.7,25,24.6,8.3
489,127.7,127.7,25,24.6,8.3
490,127.7,127.7,25,24.6,8.3
491,127.7,127.7,25,24.6,8.3
492,127.7,127.7,25,24.6,8.3
493,127.7,127.7,25,24.6,8.3
494,127.7,127.7,25,24.6,8.3
495,127.7,127.7,25,24.6,8.3
496,127.7,127.7,25,24.6,8.3
497,127.7,127.7,25,24.6,8.3
498,127.7,127.7,25,24.6,8.3
499,127.7,127.7,25,24.6,8.3
500,127.7,127.7,25,24.6,8.3
501,127.7,127.7,25,24.6,8.3
502,127.7,127.7,25,24.6,8.3
503,127.7,127.7,25,24.6,8.3
504,127.7,127.7,25,24.6,8.3
505,127.7,127.7,25,24.6,8.3
506,127.7,127.7,25,24.6,8.3
507,127.7,127.7,25,24.6,8.3
508,127.7,127.7,25,24.6,8.3
509,127.7,127.7,25,24.6,8.3
510,127.7,127.7,25,24.6,8.3
511,127.7,127.7,25,24.6,8.3
512,127.7,127.7,25,24.6,8.3
513,127.7,127.7,25,24.6,8.3
514,127.7,127.7,25,24.6,8.3
515,127.7,127.7,25,24.6,8.3
516,127.7,127.7,25,24.6,8.3
517,127.7,127.7,25,24.6,8.3
518,127.7,127.7,25,24.6,8.3
519,127.7,127.7,25,24.6,8.3
520,127.7,127.7,25,24.6,8.3
521,127.7,127.7,25,24.6,8.3
522,127.7,127.7,25,24.6,8.3
523,127.7,127.7,25,24.6,8.3
524,127.7,127.7,25,24.6,8.3
525,127.7,127.7,25,24.6,8.3
526,127.7,127.7,25,24.6,8.3
527,127.7,127.7,25,24.6,8.3
528,127.7,127.7,25,24.6,8.3
529,127.7,127.7,25,24.6,8.3
530,127.7,127.7,25,24.6,8.3
531,127.7,127.7,25,24.6,8.3
532,127.7,127.7,25,24.6,8.3
533,127.7,127.7,25,24.6,8.3
534,127.7,127.7,25,24.6,8.3
535,127.7,127.7,25,24.6,8.3
536,127.7,127.7,25,24.6,8.3
537,127.7,127.7,25,24.6,8.3
538,127.7,127.7,25,24.6,8.3
539,127.7,127.7,25,24.6,8.3
540,127.7,127.7,25,24.6,8.3
541,127.7,127.7,25,24.6,8.3
542,127.7,127.7,25,24.6,8.3
543,127.7,127.7,25,24.6,8.3
544,127.7,127.7,25,24.6,8.3
545,127.7,127.7,25,24.6,8.3
546,127.7,127.7,25,24.6,8.3
547,127.7,127.7,25,24.6,8.3
548,127.7,127.7,25,24.6,8.3
549,127.7,127.7,25,24.6,8.3
550,127.7,127.7,25,24.6,8.3
551,127.7,127.7,25,24.6,8.3
552,127.7,127.7,25,24.6,8.3
553,127.7,127.7,25,24.6,8.3
554,127.7,127.7,25,24.6,8.3
555,127.7,127.7,25,24.6,8.3
556,127.7,127.7,25,24.6,8.3
557,127.7,127.7,25,24.6,8.3
558,127.7,127.7,25,24.6,8.3
559,127.7,127.7,25,24.6,8.3
560,127.7,127.7,25,24.6,8.3
561,127.7,127.7,25,24.6,8.3
562,127.7,127.7,25,24.6,8.3
563,127.7,127.7,25,24.6,8.3
564,127.7,127.7,25,24.6,8.3
565,127.7,127.7,25,24.6,8.3
566,127.7,127.7,25,24.6,8.3
567,127.7,127.7,25,24.6,8.3
568,127.7,127.7,25,24.6,8.3
569,127.7,127.7,25,24.6,8.3
570,127.7,127.7,25,24.6,8.3
571,127.7,127.7,25,24.6,8.3
572,127.7,127.7,25,24.6,8.3
573,127.7,127.7,25,24.6,8.3
574,127.7,127.7,25,24.6,8.3
575,127.7,127.7,25,24.6,8.3
576,127.7,127.7,25,24.6,8.3
577,127.7,127.7,25,24.6,8.3
578,127.7,127.7,25,24.6,8.3
579,127.7,127.7,25,24.6,8.3
580,127.7,127.7,25,24.6,8.3
581,127.7,127.7,25,24.6,8.3
582,127.7,127.7,25,24.6,8.3
583,127.7,127.7,25,24.6,8.3
584,127.7,127.7,25,24.6,8.3
585,127.7,127.7,25,24.6,8.3
586,127.7,127.7,25,24.6,8.3
587,127.7,127.7,25,24.6,8.3
588,127.7,127.7,25,24.6,8.3
589,127.7,127.7,25,24.6,8.3
590,127.7,127.7,25,24.6,8.3
591,127.7,127.7,25,24.6,8.3
592,127.7,127.7,25,24.6,8.3
593,127.7,127.7,25,24.6,8.3
594,127.7,127.7,25,24.6,8.3
595,127.7,127.7,25,24.6,8.3
596,127.7,127.7,25,24.6,8.3
597,127.7,127.7,25,24.6,8.3
598,127.7,127.7,25,24.6,8.3
599,127.7,127.7,25,24.6,8.3
600,127.7,127.7,25,24.6,8.3
601,127.7,127.7,25,24.6,8.3
602,127.7,127.7,25,24.6,8.3
603,127.7,127.7,25,24.6,8.3
604,127.7,127.7,25,24.6,8.3
605,127.7,127.7,25,24.6,8.3
606,127.7,127.7,25,24.6,8.3
607,127.7,127.7,25,24.6,8.3
608,127.7,127.7,25,24.6,8.3
609,127.7,127.7,25,24.6,8.3
610,127.7,127.7,25,24.6,8.3
611,127.7,127.7,25,24.6,8.3
612,127.7,127.7,25,24.6,8.3
613,127.7,127.7,25,24.6,8.3
614,127.7,127.7,25,24.6,8.3
615,127.7,127.7,25,24.6,8.3
616,127.7,127.7,25,24.6,8.3
617,127.7,127.7,25,24.6,8.3
618,127.7,127.7,25,24.6,8.3
619,127.7,127.7,25,24.6,8.3
620,127.7,127.7,25,24.6,8.3
621,127.7,127.7,25,24.6,8.3
622,127.7,127.7,25,24.6,8.3
623,127.7,127.7,25,24.6,8.3
624,127.7,127.7,25,24.6,8.3
625,127.7,127.7,25,24.6,8.3
626,127.7,127.7,25,24.6,8.3
627,127.7,127.7,25,24.6,8.3
628,127.7,127.7,25,24.6,8.3
629,127.7,127.7,25,24.6,8.3
630,127.7,127.7,25,24.6,8.3
631,127.7,127.7,25,24.6,8.3
632,127.7,127.7,25,24.6,8.3
633,127.7,127.7,25,24.6,8.3
634,127.7,127.7,25,24.6,8.3
635,127.7,127.7,25,24.6,8.3
636,127.7,127.7,25,24.6,8.3
637,127.7,127.7,25,24.6,8.3
638,127.7,127.7,25,24.6,8.3
639,127.7,127.7,25,24.6,8.3
640,127.7,127.7,25,24.6,8.3
641,127.7,127.7,25,24.6,8.3
642,127.7,127.7,25,24.6,8.3
643,127.7,127.7,25,24.6,8.3
644,127.7,127.7,25,24.6,8.3
645,127.7,127.7,25,24.6,8.3
646,127.7,127.7,25,24.6,8.3
647,127.7,127.7,25,24.6,8.3
648,127.7,127.7,25,24.6,8.3
649,127.7,127.7,25,24.6,8.3
650,127.7,127.7,25,24.6,8.3
651,127.7,127.7,25,24.6,8.3
652,127.7,127.7,25,24.6,8.3
653,127.7,127.7,25,24.6,8.3
654,127.7,127.7,25,24.6,8.3
655,127.7,127.7,25,24.6,8.3
656,127.7,127.7,25,24.6,8.3
657,127.7,127.7,25,24.6,8.3
658,127.7,127.7,25,24.6,8.3
659,127.7,127.7,25,24.6,8.3
660,127.7,127.7,25,24.6,8.3
661,127.7,127.7,25,24.6,8.3
662,127.7,127.7,25,24.6,8.3
663,127.7,127.7,25,24.6,8.3
664,127.7,127.7,25,24.6,8.3
665,127.7,127.7,25,24.6,8.3
666,127.7,127.7,25,24.6,8.3
667,127.7,127.7,25,24.6,8.3
668,127.7,127.7,25,24.6,8.3
669,127.7,127.7,25,24.6,8.3
670,127.7,127.7,25,24.6,8.3
671,127.7,127.7,25,24.6,8.3
672,127.7,127.7,25,24.6,8.3
673,127.7,127.7,25,24.6,8.3
674,127.7,127.7,25,24.6,8.3
675,127.7,127.7,25,24.6,8.3
676,127.7,127.7,25,24.6,8.3
677,127.7,127.7,25,24.6,8.3
678,127.7,127.7,25,24.6,8.3
679,127.7,127.7,25,24.6,8.3
680,127.7,127.7,25,24.6,8.3
681,127.7,127.7,25,24.6,8.3
682,127.7,127.7,25,24.6,8.3
683,127.7,127.7,25,24.6,8.3
684,127.7,127.7,25,24.6,8.3
685,127.7,127.7,25,24.6,8.3
686,127.7,127.7,25,24.6,8.3
687,127.7,127.7,25,24.6,8.3
688,127.7,127.7,25,24.6,8.3
689,127.7,127.7,25,24.6,8.3
690,127.7,127.7,25,24.6,8.3
691,127.7,127.7,25,24.6,8.3
692,127.7,127.7,25,24.6,8.3
693,127.7,127.7,25,24.6,8.3
694,127.7,127.7,25,24.6,8.3
