Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--fuel_consumption,transforms--startup_fuel_consumption,transforms--emission_rate,transforms--sox_rate,transforms--nox_rate,transforms--pm_rate,edges--elec_edge--commodity,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--elec_edge--uc,edges--elec_edge--integer_decisions,edges--elec_edge--can_retire,edges--elec_edge--can_expand,edges--elec_edge--constraints--CapacityConstraint,edges--elec_edge--constraints--RampingLimitConstraint,edges--elec_edge--constraints--MinFlowConstraint,edges--elec_edge--constraints--MinUpTimeConstraint,edges--elec_edge--constraints--MinDownTimeConstraint,edges--elec_edge--end_vertex,edges--elec_edge--existing_capacity,edges--elec_edge--investment_cost,edges--elec_edge--fixed_om_cost,edges--elec_edge--variable_om_cost,edges--elec_edge--capacity_size,edges--elec_edge--startup_cost,edges--elec_edge--min_up_time,edges--elec_edge--min_down_time,edges--elec_edge--ramp_up_fraction,edges--elec_edge--ramp_down_fraction,edges--elec_edge--min_flow_fraction,edges--fuel_edge--commodity,edges--fuel_edge--unidirectional,edges--fuel_edge--has_capacity,edges--fuel_edge--start_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--end_vertex,edges--sox_edge--commodity,edges--sox_edge--unidirectional,edges--sox_edge--has_capacity,edges--sox_edge--end_vertex,edges--nox_edge--commodity,edges--nox_edge--unidirectional,edges--nox_edge--has_capacity,edges--nox_edge--end_vertex,edges--pm_edge--commodity,edges--pm_edge--unidirectional,edges--pm_edge--has_capacity,edges--pm_edge--end_vertex
ThermalPower,BR_natgas_fired_combined_cycle,NaturalGas,TRUE,2.249613533,0.58614214,0.181048235160161,0,0,0,Electricity,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,elec_BR,0,10000000.0,1600100,4415,125825,89.34,6,6,0.64,0.64,0.444,NaturalGas,TRUE,FALSE,natgas_BR,CO2,TRUE,FALSE,co2_sink,Pollution,TRUE,FALSE,sox_sink,Pollution,TRUE,FALSE,nox_sink,Pollution,TRUE,FALSE,pm_sink
