Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--ch4_production,transforms--electricity_consumption,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--ch4_edge--commodity,edges--ch4_edge--unidirectional,edges--ch4_edge--has_capacity,edges--ch4_edge--end_vertex,edges--elec_edge--commodity,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--elec_edge--start_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
BECCSBiomethane,BR_PB_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_PB,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_PR_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_PR,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_PE_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_PE,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_PI_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_PI,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_RJ_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_RJ,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_RN_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_RN,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_RS_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_RS,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_RO_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_RO,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_RR_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_RR,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_SC_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_SC,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_SP_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_SP,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_SE_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_SE,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSBiomethane,BR_TO_SwineManure_Digester,Biomass,TRUE,2.36,,1.464601,1.717,0.252399,SwineManure,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,swinemanure_BR_TO,0.4,2471670,98866.33,0.28,0,system/availability.csv,Availability_One,Biomethane,TRUE,FALSE,ch4_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
