Type,id,location,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--hvo_production,transforms--saf_production,transforms--hydrogen_consumption,transforms--electricity_consumption,transforms--co2_content,transforms--emission_rate,transforms--capture_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--lifetime,edges--biomass_edge--wacc,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--hydrogen_edge--commodity,edges--hydrogen_edge--unidirectional,edges--hydrogen_edge--has_capacity,edges--hydrogen_edge--start_vertex,edges--hvo_edge--commodity,edges--hvo_edge--unidirectional,edges--hvo_edge--has_capacity,edges--hvo_edge--end_vertex,edges--saf_edge--commodity,edges--saf_edge--unidirectional,edges--saf_edge--has_capacity,edges--saf_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--unidirectional,edges--elec_consumption_edge--has_capacity,edges--elec_consumption_edge--start_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
HEFA,BR_PR_HEFA_soybean,BR_PR,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_PR,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_PR,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_PR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PR
HEFA,BR_PE_HEFA_soybean,BR_PE,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_PE,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_PE,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_PE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PE
HEFA,BR_PI_HEFA_soybean,BR_PI,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_PI,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_PI,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_PI,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PI
HEFA,BR_RJ_HEFA_soybean,BR_RJ,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_RJ,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_RJ,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_RJ,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RJ
HEFA,BR_RN_HEFA_soybean,BR_RN,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_RN,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_RN,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_RN,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RN
HEFA,BR_RS_HEFA_soybean,BR_RS,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_RS,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_RS,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_RS,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RS
HEFA,BR_RO_HEFA_soybean,BR_RO,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_RO,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_RO,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_RO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RO
HEFA,BR_RR_HEFA_soybean,BR_RR,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_RR,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_RR,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_RR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RR
HEFA,BR_SC_HEFA_soybean,BR_SC,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_SC,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_SC,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_SC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SC
HEFA,BR_SP_HEFA_soybean,BR_SP,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_SP,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_SP,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_SP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SP
HEFA,BR_SE_HEFA_soybean,BR_SE,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_SE,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_SE,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_SE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SE
HEFA,BR_TO_HEFA_soybean,BR_TO,Biomass,TRUE,3.303,0.6315,0.04,0.01,1.613,0.7831,0,Soybean,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,soybean_BR_TO,1,2337573.6,187005.6,315,0,system/availability_monthly.csv,Availability_One,Hydrogen,TRUE,FALSE,h2_BR_TO,Diesel,TRUE,FALSE,renewable_diesel_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,Electricity,TRUE,FALSE,elec_BR_TO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_TO
