Time_Index,Demand_MW,Demand_heat,Demand_H2_z2,Demand_H2_z3,Demand_NG_z1,Demand_NG_z2,Demand_NG_z3,Demand_Gasoline_z1,Demand_Gasoline_z2,Demand_Gasoline_z3,Demand_JetFuel_z1,Demand_JetFuel_z2,Demand_JetFuel_z3,Demand_Diesel_z1,Demand_Diesel_z2,Demand_Diesel_z3,Demand_Zero
2165,52474.95014,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,53944.14901,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,56308.10149,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,58463.94944,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,60437.58604,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,59546.66845,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,58971.26419,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,57953.75767,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,55846.81908,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,58375.72079,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,59870.81285,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,60772.27951,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,62318.19895,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,62541.6476,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,63091.15867,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,63478.59753,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,61987.3415,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,60325.38221,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,58801.51994,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,58358.45866,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,54756.42802,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,52613.04716,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,51615.67979,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,51220.56886,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,51870.77567,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,53256.54092,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,55572.54305,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,58000.74901,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,60747.34533,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,60067.4093,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,58734.38944,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,57076.26618,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,54174.31071,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,56971.7344,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,58712.33228,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,59712.57668,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,60935.31072,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,61020.66235,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,61535.64916,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,61951.85824,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,60592.94519,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,59220.60604,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,57835.79979,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,57448.36093,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,53931.68192,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,51821.86631,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,50765.04049,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,50107.16163,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,50237.58659,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,51094.93893,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,51885.16078,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,52811.56163,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,54625.04404,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,54986.58972,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,55745.16433,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,55963.81795,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,55141.94887,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,56388.65809,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,56594.84461,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,56380.02703,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,56137.39823,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,55763.38546,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,56163.29142,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,56605.39369,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,55840.10603,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,55009.60589,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,54260.62135,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,54257.74433,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,51140.01227,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,48886.3456,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,47613.74318,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,47181.23099,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,47462.22006,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,48242.85184,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,48848.94432,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,49392.70134,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,49661.22333,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,50083.18645,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,50491.72347,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,49856.86078,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,48937.17297,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,48603.4385,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,48669.60999,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,49346.669,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,50505.14957,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,52350.27922,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,54044.84475,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,55411.42986,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,55145.7849,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,54206.91695,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,53585.48036,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,52690.72674,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,49688.07553,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,47805.5446,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,46882.97978,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,46890.65184,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,47704.84886,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,49655.46929,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,52990.89596,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,55944.63781,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,58518.61284,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,57827.16873,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,56803.90816,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,54931.92631,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,52127.78957,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,53682.34007,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,55260.86575,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,56811.58022,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,59318.42476,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,61324.6676,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,62690.2937,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,63515.99881,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,62065.98008,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,60410.73384,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,59089.22206,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,58706.57823,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,55236.89057,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,53393.67894,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,52738.67709,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,52500.84333,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,53098.30475,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,54290.35057,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,56778.97398,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,59434.46462,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,62373.82136,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,61604.69767,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,59170.73767,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,56384.82206,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,52800.05355,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,54438.03766,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,55688.58291,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,57528.91752,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,59969.59058,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,61770.6059,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,63188.01838,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,63890.97058,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,62393.96051,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,60781.86958,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,59415.28448,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,58959.75611,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,55270.45582,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,53331.34348,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,52637.02234,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,52465.36007,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,53000.48603,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,54479.27497,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,56820.21128,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,58276.94306,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,59774.91214,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,58486.0066,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,57361.09128,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,55503.49454,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,52426.99979,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,54467.76688,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,55885.17937,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,57548.09767,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,59671.33937,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,61122.3171,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,62397.79654,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,63571.62122,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,62308.60888,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,60782.82859,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,59421.03852,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,58872.48646,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,55363.47951,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,53386.96589,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,52564.1378,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,52299.45184,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,52820.19269,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,54333.50589,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,56704.17142,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,58527.24391,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,60185.36717,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,58617.39057,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,57282.4527,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,55208.12036,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,52084.63425,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,54021.82858,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,55644.46859,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,57454.11497,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,59805.60036,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,61498.24788,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,63177.4693,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,63971.52718,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,62514.7954,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,60898.86845,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,59655.03625,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,59130.45937,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,55573.50206,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,53622.88163,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,52534.40858,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,52382.88546,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,53070.49355,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,54541.61043,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,56730.06461,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,58389.14689,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,59826.69852,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,58907.96972,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,58123.50192,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,56806.78518,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,54283.63752,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,56100.95596,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,57322.731,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,58723.84036,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,60743.5093,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,61461.80561,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,62182.97895,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,62814.96462,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,61714.98349,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,60515.26561,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,59147.7215,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,58983.73128,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,55395.12674,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,53283.39312,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,52291.77979,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,51740.35071,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,52056.82305,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,53032.13326,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,53423.40816,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,52233.28035,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,50830.25298,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,49051.29482,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,48701.25723,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,47203.28815,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,45195.12729,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,46152.21637,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,47347.13921,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,48568.91425,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,50174.29212,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,51907.21794,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,54131.15539,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,55839.14703,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,55693.37795,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,55140.98986,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,54497.4961,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,54360.35809,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,51244.54404,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,49039.78673,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,47884.18318,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,47538.94063,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,47932.13354,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,48765.5107,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,48932.37794,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,47326.04106,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,44991.81779,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,43181.2124,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,43021.05821,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,41852.02857,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,40927.54573,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,41208.53481,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,42313.31098,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,44279.27552,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,46800.50517,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,49598.88787,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,52260.13255,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,54262.53936,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,54328.71085,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,53660.28291,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,52941.02759,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,51814.19425,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,48650.42985,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,46807.21822,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,46063.02871,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,46000.69325,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,46696.9324,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,48394.37496,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,51600.33567,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,56162.33242,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,62180.10193,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,63506.40874,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,63556.27711,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,63638.75172,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,62072.69313,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,64646.66817,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,65533.74973,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,65695.82193,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,66186.83356,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,65625.81441,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,64826.96151,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,64066.46888,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,61424.40434,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,60251.53866,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,58717.12731,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,58506.14575,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,55025.90901,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,52972.67482,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,52070.24915,8700,7365.93,1811.94,0,0,0,0,0,0,0,0,0,0,0,0,0
