Time_Index,Demand_MW,Demand_MW_25,Demand_MW_30,Demand_MW_35,Demand_heat,Demand_Zero,,,,,,
1699,66453.43754,70455.19248,74012.95397,76733.79321,8700,0,,,,,,
1700,65853.0991,69818.7023,73344.32307,76040.58233,8700,0,,,,,,
1701,63787.39782,67628.6067,71043.63466,73655.31679,8700,0,,,,,,
1702,62096.66831,65836.06326,69160.57353,71703.0312,8700,0,,,,,,
1703,61107.932,64787.78631,68059.36195,70561.33725,8700,0,,,,,,
1704,61621.9598,65332.76831,68631.86379,71154.88522,8700,0,,,,,,
1705,58226.11568,61732.43009,64849.72003,67233.70356,8700,0,,,,,,
1706,55668.44376,59020.73791,62001.09607,64280.35945,8700,0,,,,,,
1707,54403.51341,57679.6348,60592.27156,62819.74421,8700,0,,,,,,
1708,53907.70674,57153.97119,60040.06361,62247.23618,8700,0,,,,,,
1709,54253.9083,57521.02063,60425.64788,62646.99517,8700,0,,,,,,
1710,55089.20348,58406.6164,61355.96339,63611.51062,8700,0,,,,,,
1711,56248.64305,59635.87618,62647.29686,64950.31565,8700,0,,,,,,
1712,56460.58362,59860.57958,62883.34706,65195.04345,8700,0,,,,,,
1713,55894.76944,59260.69268,62253.16779,64541.69774,8700,0,,,,,,
1714,53608.49653,56836.74286,59706.81627,61901.73811,8700,0,,,,,,
1715,52319.59099,55470.2208,58271.28923,60413.43871,8700,0,,,,,,
1716,50099.48957,53116.42725,55798.63665,57849.8873,8700,0,,,,,,
1717,47896.65028,50780.93533,53345.20987,55306.26848,8700,0,,,,,,
1718,48538.22602,51461.14608,54059.76908,56047.09607,8700,0,,,,,,
1719,49463.66787,52442.31705,55090.48604,57115.7039,8700,0,,,,,,
1720,51055.61964,54130.13445,56863.53281,58953.93082,8700,0,,,,,,
1721,52779.9144,55958.2644,58783.97746,60944.97421,8700,0,,,,,,
1722,54260.62135,57528.13794,60433.12459,62654.74673,8700,0,,,,,,
1723,56632.24589,60042.57917,63074.53705,65393.2619,8700,0,,,,,,
1724,57372.59937,60827.51594,63899.11061,66248.14816,8700,0,,,,,,
1725,57064.75809,60501.13679,63556.25036,65892.6838,8700,0,,,,,,
1726,56376.191,59771.10493,62789.35423,65097.59528,8700,0,,,,,,
1727,56009.85029,59382.70357,62381.33985,64674.58162,8700,0,,,,,,
1728,56979.40646,60410.64538,63461.18942,65794.12826,8700,0,,,,,,
1729,53786.87185,57025.85975,59905.48296,62107.70812,8700,0,,,,,,
1730,51444.97652,54542.93799,57297.1816,59403.52127,8700,0,,,,,,
1731,50078.39141,53094.05858,55775.13843,57825.52526,8700,0,,,,,,
1732,49742.73893,52738.19347,55401.30327,57437.94729,8700,0,,,,,,
1733,50126.34177,53144.89646,55828.54346,57880.89354,8700,0,,,,,,
1734,51060.41468,54135.21824,56868.87332,58959.46766,8700,0,,,,,,
1735,51737.47369,54853.04902,57622.95225,59741.26779,8700,0,,,,,,
1736,51118.91411,54197.24045,56934.02745,59027.01696,8700,0,,,,,,
1737,49521.20829,52503.32249,55154.57206,57182.14583,8700,0,,,,,,
1738,47629.0873,50497.26,53047.20984,54997.31347,8700,0,,,,,,
1739,46868.59467,49690.97132,52200.20616,54119.17253,8700,0,,,,,,
1740,45482.82942,48221.75676,50656.80098,52519.02921,8700,0,,,,,,
1741,44878.65495,47581.19955,49983.89769,51821.38887,8700,0,,,,,,
1742,45324.59325,48053.99178,50480.56441,52336.31388,8700,0,,,,,,
1743,45902.87453,48667.09654,51124.62899,53004.05536,8700,0,,,,,,
1744,47249.32049,50094.62404,52624.24205,54558.79669,8700,0,,,,,,
1745,49444.48773,52421.9819,55069.12403,57093.55659,8700,0,,,,,,
1746,52327.26305,55478.35487,58279.83404,60422.29764,8700,0,,,,,,
1747,55400.88078,58737.06257,61703.09604,63971.40444,8700,0,,,,,,
1748,56505.65696,59908.36719,62933.54779,65247.08965,8700,0,,,,,,
1749,56342.62575,59735.51841,62751.97071,65058.83749,8700,0,,,,,,
1750,55840.10603,59202.73749,62192.28606,64478.5779,8700,0,,,,,,
1751,55534.18277,58878.39186,61851.56201,64125.32827,8700,0,,,,,,
1752,54947.27043,58256.13629,61197.88453,63447.62051,8700,0,,,,,,
1753,52003.11865,55134.69084,57918.81608,60048.00806,8700,0,,,,,,
1754,50018.93297,53031.01962,55708.9162,57756.86859,8700,0,,,,,,
1755,48964.02517,51912.5864,54534.00569,56538.76641,8700,0,,,,,,
1756,48889.22262,51833.27932,54450.69386,56452.3919,8700,0,,,,,,
1757,49750.41099,52746.32753,55409.84808,57446.80622,8700,0,,,,,,
1758,51894.75085,55019.79724,57798.12073,59922.87574,8700,0,,,,,,
1759,55454.58518,58794.00099,61762.90967,64033.41692,8700,0,,,,,,
1760,60168.10505,63791.36399,67012.62349,69476.11894,8700,0,,,,,,
1761,64955.46846,68867.0173,72344.58103,75004.08811,8700,0,,,,,,
1762,64819.28945,68722.63774,72192.91076,74846.84219,8700,0,,,,,,
1763,62533.97554,66299.70467,69647.62734,72207.98992,8700,0,,,,,,
1764,60246.74363,63874.7381,67100.20772,69566.92292,8700,0,,,,,,
1765,57476.17213,60937.32574,64014.46546,66367.74364,8700,0,,,,,,
1766,59293.49058,62864.08117,66038.51586,68466.2015,8700,0,,,,,,
1767,60076.99937,63694.77202,66911.15394,69370.9192,8700,0,,,,,,
1768,61408.10122,65106.0314,68393.67739,70907.94269,8700,0,,,,,,
1769,63995.50236,67849.24307,71275.41246,73895.61513,8700,0,,,,,,
1770,65052.32817,68969.7098,72452.45917,75115.93203,8700,0,,,,,,
1771,65423.46392,69363.19495,72865.81406,75544.48253,8700,0,,,,,,
1772,64909.43612,68818.21294,72293.31221,74950.93457,8700,0,,,,,,
1773,62904.15228,66692.17305,70059.91412,72635.43305,8700,0,,,,,,
1774,61208.62774,64894.54584,68171.51249,70677.61063,8700,0,,,,,,
1775,59913.00916,63520.90649,66728.50876,69181.55969,8700,0,,,,,,
1776,60013.7049,63627.66602,66840.6593,69297.83307,8700,0,,,,,,
1777,56611.14774,60020.21051,63051.03884,65368.89986,8700,0,,,,,,
1778,54500.37312,57782.3273,60700.1497,62931.58813,8700,0,,,,,,
1779,53526.02192,56749.30171,59614.95963,61806.50467,8700,0,,,,,,
1780,53161.59922,56362.93387,59209.08145,61385.70573,8700,0,,,,,,
1781,53820.43709,57061.44625,59942.86647,62146.4659,8700,0,,,,,,
1782,55560.07596,58905.84431,61880.40072,64155.22714,8700,0,,,,,,
1783,58470.66249,61991.70325,65122.08565,67516.08179,8700,0,,,,,,
1784,62141.74164,65883.85086,69210.77424,71755.07738,8700,0,,,,,,
1785,65066.71328,68984.96116,72468.48068,75132.54252,8700,0,,,,,,
1786,63538.05597,67364.24975,70765.92853,73367.40172,8700,0,,,,,,
1787,61345.76576,65039.94216,68324.25086,70835.96392,8700,0,,,,,,
1788,58861.93738,62406.5403,65557.87064,67967.88696,8700,0,,,,,,
1789,55231.13653,58557.0965,61514.04226,63775.40073,8700,0,,,,,,
1790,56732.94164,60149.33871,63186.6876,65509.5353,8700,0,,,,,,
1791,57662.21951,61134.5767,64221.67695,66582.57258,8700,0,,,,,,
1792,59309.7937,62881.36604,66056.67356,68485.02671,8700,0,,,,,,
1793,61904.86689,65632.71177,68946.95343,71481.55807,8700,0,,,,,,
1794,63946.59299,67797.38843,71220.93933,73839.13947,8700,0,,,,,,
1795,65663.21569,69617.38431,73132.83917,75821.32394,8700,0,,,,,,
1796,65737.05924,69695.67464,73215.08291,75906.59109,8700,0,,,,,,
1797,63971.52718,67823.82413,71248.70995,73867.93099,8700,0,,,,,,
1798,62284.6337,66035.34773,69369.92122,71920.07486,8700,0,,,,,,
1799,60973.671,64645.44026,67909.82787,70406.30605,8700,0,,,,,,
1800,61095.4649,64774.56845,68045.47663,70546.94149,8700,0,,,,,,
1801,57592.21199,61060.3534,64143.70562,66501.73488,8700,0,,,,,,
1802,55572.54305,58919.06216,61894.28603,64169.62289,8700,0,,,,,,
1803,54698.88759,57992.7961,60921.2465,63160.81281,8700,0,,,,,,
1804,54493.66007,57775.21,60692.673,62923.83657,8700,0,,,,,,
1805,55217.71043,58542.8619,61499.08886,63759.89762,8700,0,,,,,,
1806,56906.52192,60333.37181,63380.01378,65709.96847,8700,0,,,,,,
1807,59886.15696,63492.43728,66698.60194,69150.55345,8700,0,,,,,,
1808,63040.33129,66836.55262,70211.58439,72792.67897,8700,0,,,,,,
1809,64824.08448,68727.72152,72198.25126,74852.37902,8700,0,,,,,,
1810,63112.25682,66912.80943,70291.69192,72875.73139,8700,0,,,,,,
1811,61272.88122,64962.6686,68243.07523,70751.80414,8700,0,,,,,,
1812,58791.92987,62332.31701,65479.89931,67887.04928,8700,0,,,,,,
1813,55438.28206,58776.71611,61744.75196,64014.59171,8700,0,,,,,,
1814,56869.12064,60293.71826,63338.35786,65666.78121,8700,0,,,,,,
1815,57901.97128,61388.76606,64488.70207,66859.41398,8700,0,,,,,,
1816,59711.61767,63307.38742,66504.20766,68949.01291,8700,0,,,,,,
1817,62146.53668,65888.93465,69216.11475,71760.61421,8700,0,,,,,,
1818,63246.51782,67055.15548,70441.22599,73030.76258,8700,0,,,,,,
1819,64600.63583,68490.81703,71949.38385,74594.36283,8700,0,,,,,,
1820,64909.43612,68818.21294,72293.31221,74950.93457,8700,0,,,,,,
1821,63338.5825,67152.7642,70543.76364,73137.06968,8700,0,,,,,,
1822,62050.63597,65787.2589,69109.3047,71649.87765,8700,0,,,,,,
1823,60798.17271,64459.37365,67714.36549,70203.65816,8700,0,,,,,,
1824,60809.68079,64471.57473,67727.18269,70216.94654,8700,0,,,,,,
1825,57113.66745,60552.99142,63610.72348,65949.15944,8700,0,,,,,,
1826,55092.0805,58409.66667,61359.16769,63614.83272,8700,0,,,,,,
1827,54252.94929,57520.00387,60424.57978,62645.8878,8700,0,,,,,,
1828,54096.63114,57354.27241,60250.47941,62465.38721,8700,0,,,,,,
1829,54712.31369,58007.03071,60936.19991,63176.31593,8700,0,,,,,,
1830,56465.37866,59865.66337,62888.68757,65200.58029,8700,0,,,,,,
1831,59289.65455,62860.01414,66034.24345,68461.77203,8700,0,,,,,,
1832,62420.81271,66179.72729,69521.59149,72077.32078,8700,0,,,,,,
1833,64990.95172,68904.63732,72384.10075,75045.06064,8700,0,,,,,,
1834,63446.9503,67267.65779,70664.45899,73262.20199,8700,0,,,,,,
1835,61745.67171,65463.93002,68769.64875,71297.73538,8700,0,,,,,,
1836,59400.89937,62977.958,66158.1431,68590.22644,8700,0,,,,,,
1837,55692.41894,59046.15685,62027.79859,64308.0436,8700,0,,,,,,
1838,57036.94688,60471.65082,63525.27544,65860.57019,8700,0,,,,,,
1839,58155.14916,61657.19005,64770.6806,67151.75851,8700,0,,,,,,
1840,59827.65753,63430.41508,66633.44782,69083.00415,8700,0,,,,,,
1841,62350.80519,66105.50399,69443.62015,71996.48309,8700,0,,,,,,
1842,64038.65767,67894.99715,71323.47697,73945.44657,8700,0,,,,,,
1843,65290.16193,69221.86565,72717.34809,75390.55871,8700,0,,,,,,
1844,65118.49966,69039.86607,72526.1581,75192.34026,8700,0,,,,,,
1845,63351.04959,67165.98204,70557.64894,73151.46543,8700,0,,,,,,
1846,61852.1215,65576.79011,68888.2079,71420.65296,8700,0,,,,,,
1847,60479.78235,64121.81016,67359.75613,69836.01276,8700,0,,,,,,
1848,60335.93129,63969.29654,67199.54107,69669.90793,8700,0,,,,,,
1849,56668.68816,60081.21595,63115.12487,65435.34179,8700,0,,,,,,
1850,54572.29865,57858.58411,60780.25723,63014.64055,8700,0,,,,,,
1851,53438.75227,56656.77678,59517.76248,61705.73439,8700,0,,,,,,
1852,53269.00801,56476.8107,59328.7087,61509.73067,8700,0,,,,,,
1853,53842.49426,57084.83168,59967.43279,62171.93532,8700,0,,,,,,
1854,55350.05341,58683.17443,61646.48672,63912.71407,8700,0,,,,,,
1855,58071.71554,61568.73214,64677.75586,67055.4177,8700,0,,,,,,
1856,61367.82292,65063.32758,68348.81717,70861.43333,8700,0,,,,,,
1857,64607.34888,68497.93433,71956.86056,74602.11439,8700,0,,,,,,
1858,63102.66675,66902.64185,70281.01092,72864.65773,8700,0,,,,,,
1859,60259.21072,63887.95594,67114.09303,69581.31867,8700,0,,,,,,
1860,57948.00362,61437.57042,64539.97089,66912.56753,8700,0,,,,,,
1861,55140.98986,58461.5213,61413.64082,63671.30836,8700,0,,,,,,
1862,57082.97923,60520.45519,63576.54427,65913.72375,8700,0,,,,,,
1863,58055.41242,61551.44727,64659.59815,67036.59248,8700,0,,,,,,
1864,59705.86363,63301.28688,66497.79906,68942.36872,8700,0,,,,,,
1865,61596.06661,65305.31586,68603.02508,71124.98635,8700,0,,,,,,
1866,62299.01881,66050.59909,69385.94273,71936.68535,8700,0,,,,,,
1867,63122.8059,66923.99376,70303.44103,72887.91241,8700,0,,,,,,
1868,63139.10902,66941.27864,70321.59874,72906.73763,8700,0,,,,,,
1869,61777.31895,65497.48303,68804.89607,71334.27845,8700,0,,,,,,
1870,60381.00462,64017.08414,67249.74179,69721.95411,8700,0,,,,,,
1871,59297.3266,62868.14819,66042.78825,68470.63095,8700,0,,,,,,
1872,59343.35894,62916.95255,66094.05707,68523.7845,8700,0,,,,,,
1873,55728.86121,59084.79363,62068.38641,64350.12349,8700,0,,,,,,
1874,53544.24305,56768.6201,59635.25354,61827.54461,8700,0,,,,,,
1875,52310.95993,55461.06999,58261.67633,60403.47242,8700,0,,,,,,
1876,51868.85766,54992.34479,57769.28202,59892.97687,8700,0,,,,,,
1877,52014.62674,55146.89193,57931.63329,60061.29645,8700,0,,,,,,
1878,52972.67482,56162.63264,58998.66565,61167.5547,8700,0,,,,,,
1879,54141.70447,57402.06001,60300.68013,62517.43339,8700,0,,,,,,
1880,55185.10419,58508.29214,61462.77344,63722.24719,8700,0,,,,,,
1881,57095.44632,60533.67303,63590.42958,65928.1195,8700,0,,,,,,
1882,58038.15029,61533.14563,64640.37234,67016.6599,8700,0,,,,,,
1883,58940.57597,62489.91442,65645.45488,68058.69095,8700,0,,,,,,
1884,58737.26646,62274.36183,65419.01758,67823.92943,8700,0,,,,,,
1885,57209.56816,60654.66717,63717.53353,66059.896,8700,0,,,,,,
1886,57738.94008,61215.9173,64307.12499,66671.16183,8700,0,,,,,,
1887,57461.78703,60922.07439,63998.44396,66351.13317,8700,0,,,,,,
1888,56767.46589,60185.94197,63225.13921,65549.40045,8700,0,,,,,,
1889,56380.98603,59776.18871,62794.69472,65103.13211,8700,0,,,,,,
1890,56208.36476,59593.17237,62602.43665,64903.8063,8700,0,,,,,,
1891,57202.85511,60647.54987,63710.05683,66052.14444,8700,0,,,,,,
1892,57359.17327,60813.28134,63884.15721,66232.64504,8700,0,,,,,,
1893,56659.09809,60071.04838,63104.44386,65424.26814,8700,0,,,,,,
1894,55775.85256,59134.61475,62120.72333,64404.38441,8700,0,,,,,,
1895,55222.50546,58547.94568,61504.42935,63765.43444,8700,0,,,,,,
1896,56087.52986,59465.06092,62467.85598,64764.27823,8700,0,,,,,,
1897,52942.9456,56131.11316,58965.55454,61133.22636,8700,0,,,,,,
1898,50532.96078,53576.00163,56281.41806,58350.41657,8700,0,,,,,,
1899,49205.69496,52168.80929,54803.16701,56817.82255,8700,0,,,,,,
1900,48759.75666,51696.01706,54306.50029,56302.89753,8700,0,,,,,,
1901,49124.17936,52082.3849,54712.37847,56723.69647,8700,0,,,,,,
1902,50063.0473,53077.79047,55758.04883,57807.80741,8700,0,,,,,,
1903,50617.3534,53665.47629,56375.4109,58447.86474,8700,0,,,,,,
1904,50454.3222,53492.62752,56193.83383,58259.61259,8700,0,,,,,,
1905,49634.37113,52623.29988,55280.60792,57312.81498,8700,0,,,,,,
1906,48755.92063,51691.95003,54302.22789,56298.46807,8700,0,,,,,,
1907,48870.04248,51812.94417,54429.33185,56430.24458,8700,0,,,,,,
1908,47882.26517,50765.68397,53329.18836,55289.65799,8700,0,,,,,,
1909,46486.90985,49286.30184,51775.10218,53678.44102,8700,0,,,,,,
1910,46039.05354,48811.47611,51276.29926,53161.30128,8700,0,,,,,,
1911,45888.48942,48651.84518,51108.60748,52987.44487,8700,0,,,,,,
1912,46874.34872,49697.07187,52206.61477,54125.81673,8700,0,,,,,,
1913,49512.57723,52494.17168,55144.95916,57172.17955,8700,0,,,,,,
1914,52654.28447,55825.06917,58644.0563,60799.90932,8700,0,,,,,,
1915,55686.6649,59040.0563,62021.38999,64301.3994,8700,0,,,,,,
1916,57135.72462,60576.37685,63635.2898,65974.62886,8700,0,,,,,,
1917,56849.9405,60273.38312,63316.99585,65644.6339,8700,0,,,,,,
1918,56317.69156,59709.08271,62724.20009,65030.04597,8700,0,,,,,,
1919,55840.10603,59202.73749,62192.28606,64478.5779,8700,0,,,,,,
1920,55398.96277,58735.02906,61700.95985,63969.18972,8700,0,,,,,,
1921,52490.29425,55651.20363,58461.41111,60610.54979,8700,0,,,,,,
1922,50358.42149,53390.95177,56087.02378,58148.87603,8700,0,,,,,,
1923,49284.33354,52252.1834,54890.75125,56908.62653,8700,0,,,,,,
1924,49218.16205,52182.02713,54817.05231,56832.2183,8700,0,,,,,,
1925,50076.4734,53092.02507,55773.00224,57823.31053,8700,0,,,,,,
1926,52249.58347,55395.99751,58193.3179,60332.60102,8700,0,,,,,,
1927,55940.80178,59309.49703,62304.43661,64594.85129,8700,0,,,,,,
1928,59913.96817,63521.92326,66729.57686,69182.66706,8700,0,,,,,,
1929,63342.41852,67156.83122,70548.03603,73141.49913,8700,0,,,,,,
1930,62520.54945,66285.47007,69632.67394,72192.48681,8700,0,,,,,,
1931,61468.51866,65170.08711,68460.96771,70977.70671,8700,0,,,,,,
1932,59464.19384,63045.064,66228.63774,68663.31258,8700,0,,,,,,
1933,56441.40348,59840.24443,62861.98506,65172.89614,8700,0,,,,,,
1934,57986.36391,61478.24073,64582.69492,66956.86216,8700,0,,,,,,
1935,59028.80462,62583.4561,65743.72013,68160.56859,8700,0,,,,,,
1936,60506.63455,64150.27937,67389.66295,69867.019,8700,0,,,,,,
1937,62960.7337,66752.16175,70122.93205,72700.76762,8700,0,,,,,,
1938,64553.64448,68440.99591,71897.04693,74540.10191,8700,0,,,,,,
1939,66049.69555,70027.13758,73563.28366,76267.59228,8700,0,,,,,,
1940,65998.86817,69973.24943,73506.67433,76208.9019,8700,0,,,,,,
1941,64146.06647,68008.87399,71443.10423,74069.47153,8700,0,,,,,,
1942,62426.56675,66185.82783,69528.00009,72083.96497,8700,0,,,,,,
1943,61300.69242,64992.15456,68274.05013,70783.91773,8700,0,,,,,,
1944,61457.96959,65158.90279,68449.21862,70965.5257,8700,0,,,,,,
1945,58003.62604,61496.54237,64601.92073,66976.79474,8700,0,,,,,,
1946,55795.99171,59155.96666,62143.15344,64427.63909,8700,0,,,,,,
1947,54849.4517,58152.42702,61088.93827,63334.66921,8700,0,,,,,,
1948,54631.75709,57921.62307,60846.47946,63083.29722,8700,0,,,,,,
1949,55298.26702,58628.26952,61588.80929,63852.91632,8700,0,,,,,,
1950,57023.52079,60457.41623,63510.32205,65845.06708,8700,0,,,,,,
1951,59959.0415,63569.71085,66779.77758,69234.71324,8700,0,,,,,,
1952,62755.50618,66534.57565,69894.35855,72463.79138,8700,0,,,,,,
1953,65124.2537,69045.96661,72532.5667,75198.98445,8700,0,,,,,,
1954,63511.20377,67335.78054,70736.02172,73336.39548,8700,0,,,,,,
1955,61434.95342,65134.50061,68423.58421,70938.94893,8700,0,,,,,,
1956,58948.24802,62498.04847,65653.99968,68067.54987,8700,0,,,,,,
1957,55241.68561,58568.28084,61525.79137,63787.58176,8700,0,,,,,,
1958,56598.68064,60006.99266,63037.15353,65354.5041,8700,0,,,,,,
1959,57632.49029,61103.05722,64188.56584,66548.24424,8700,0,,,,,,
1960,59245.54022,62813.24329,65985.11083,68410.83321,8700,0,,,,,,
1961,61742.79469,65460.87975,68766.44445,71294.41328,8700,0,,,,,,
1962,63512.16278,67336.7973,70737.08982,73337.50285,8700,0,,,,,,
1963,64970.81257,68883.28542,72361.67064,75021.80596,8700,0,,,,,,
1964,65288.24392,69219.83214,72715.21189,75388.34398,8700,0,,,,,,
1965,63562.03115,67389.66869,70792.63105,73395.08587,8700,0,,,,,,
1966,62100.50434,65840.13029,69164.84593,71707.46066,8700,0,,,,,,
1967,60715.6981,64371.9325,67622.50885,70108.42471,8700,0,,,,,,
1968,60752.14037,64410.56929,67663.09667,70150.50461,8700,0,,,,,,
1969,57305.46887,60756.34292,63824.34358,66170.63257,8700,0,,,,,,
1970,55160.17,58481.85644,61435.00282,63693.45567,8700,0,,,,,,
1971,54275.96546,57544.40605,60450.21419,62672.46457,8700,0,,,,,,
1972,54083.20504,57340.03781,60235.526,62449.88409,8700,0,,,,,,
1973,54774.64915,58073.11994,61005.62644,63248.2947,8700,0,,,,,,
1974,56453.87057,59853.46228,62875.87036,65187.29189,8700,0,,,,,,
1975,59032.64065,62587.52313,65747.99253,68164.99805,8700,0,,,,,,
1976,62054.472,65791.32594,69113.57711,71654.30711,8700,0,,,,,,
1977,65400.44775,69338.79277,72840.17965,75517.90576,8700,0,,,,,,
1978,64665.84831,68559.95654,72022.01468,74669.66369,8700,0,,,,,,
1979,63091.15867,66890.44077,70268.19372,72851.36935,8700,0,,,,,,
1980,60890.23739,64556.98236,67816.90314,70309.96525,8700,0,,,,,,
1981,56932.41511,60360.82426,63408.85249,65739.86734,8700,0,,,,,,
1982,58323.9344,61836.13935,64958.66627,67346.65485,8700,0,,,,,,
1983,58579.03029,62106.59684,65242.781,67641.21411,8700,0,,,,,,
1984,59665.58533,63258.58307,66452.93884,68895.85936,8700,0,,,,,,
1985,61757.1798,65476.13112,68782.46596,71311.02377,8700,0,,,,,,
1986,62880.17711,66666.75413,70033.21162,72607.74892,8700,0,,,,,,
1987,64123.0503,67984.47181,71417.46982,74042.89475,8700,0,,,,,,
1988,64523.91526,68409.47643,71863.93581,74505.77358,8700,0,,,,,,
1989,63181.30533,66986.01596,70368.59515,72955.46171,8700,0,,,,,,
1990,61703.4754,65419.1927,68722.65233,71249.01129,8700,0,,,,,,
1991,60497.04448,64140.1118,67378.98194,69855.94535,8700,0,,,,,,
1992,60468.27427,64109.60908,67346.93893,69822.72438,8700,0,,,,,,
1993,56826.92433,60248.98094,63291.36144,65618.05712,8700,0,,,,,,
1994,54720.94475,58016.18152,60945.81281,63186.28222,8700,0,,,,,,
1995,53657.40589,56888.59749,59761.28939,61958.21375,8700,0,,,,,,
1996,53417.65411,56634.40811,59494.26427,61681.37234,8700,0,,,,,,
1997,54055.39383,57310.55183,60204.55108,62417.77048,8700,0,,,,,,
1998,55663.64873,59015.65412,61995.75558,64274.82263,8700,0,,,,,,
1999,58372.84377,61887.99399,65013.13941,67403.1305,8700,0,,,,,,
2000,60928.59767,64597.65266,67859.62715,70354.25987,8700,0,,,,,,
2001,62792.90746,66574.22919,69936.01447,72506.97864,8700,0,,,,,,
2002,60768.44349,64427.85417,67681.25438,70169.32982,8700,0,,,,,,
2003,59024.00958,62578.37231,65738.37962,68155.03175,8700,0,,,,,,
2004,56851.85852,60275.41664,63319.13206,65646.84863,8700,0,,,,,,
2005,53573.97227,56800.13958,59668.36465,61861.87294,8700,0,,,,,,
2006,55089.20348,58406.6164,61355.96339,63611.51062,8700,0,,,,,,
2007,56304.26547,59694.84812,62709.24669,65014.54287,8700,0,,,,,,
2008,58206.93554,61712.09495,64828.35802,67211.55625,8700,0,,,,,,
2009,60800.09072,64461.40716,67716.50169,70205.87288,8700,0,,,,,,
2010,62537.81157,66303.7717,69651.89974,72212.41938,8700,0,,,,,,
2011,64024.27257,67879.74579,71307.45547,73928.8361,8700,0,,,,,,
2012,64664.88931,68558.93979,72020.94659,74668.55633,8700,0,,,,,,
2013,63145.82207,66948.39594,70329.07544,72914.48919,8700,0,,,,,,
2014,61575.92746,65283.96396,68580.59497,71101.73167,8700,0,,,,,,
2015,60340.72632,63974.38032,67204.88156,69675.44475,8700,0,,,,,,
2016,60161.392,63784.24668,67005.14678,69468.36739,8700,0,,,,,,
2017,56547.85327,59953.10452,62980.54421,65295.81373,8700,0,,,,,,
2018,54285.55553,57554.57363,60460.89519,62683.53823,8700,0,,,,,,
2019,53347.6466,56560.18482,59416.29294,61600.53466,8700,0,,,,,,
2020,53089.67369,56286.67706,59128.97391,61302.65331,8700,0,,,,,,
2021,53666.03695,56897.7483,59770.90229,61968.18004,8700,0,,,,,,
2022,55353.88944,58687.24146,61650.75913,63917.14354,8700,0,,,,,,
2023,58180.08334,61683.62574,64798.45121,67180.55001,8700,0,,,,,,
2024,60979.42505,64651.54081,67916.23648,70412.95026,8700,0,,,,,,
2025,63312.6893,67125.31174,70514.92492,73107.1708,8700,0,,,,,,
2026,61132.86618,64814.222,68087.13255,70590.12875,8700,0,,,,,,
2027,58995.23937,62547.86959,65706.33661,68121.81079,8700,0,,,,,,
2028,57848.26689,61331.82765,64428.88845,66797.40151,8700,0,,,,,,
2029,55571.58405,58918.04541,61893.21793,64168.51553,8700,0,,,,,,
2030,57253.68249,60701.43802,63766.66616,66110.83483,8700,0,,,,,,
2031,57620.9822,61090.85612,64175.74863,66534.95585,8700,0,,,,,,
2032,58627.93965,62158.45147,65297.25412,67697.68975,8700,0,,,,,,
2033,60069.32731,63686.63796,66902.60913,69362.06028,8700,0,,,,,,
2034,60990.93313,64663.74189,67929.05368,70426.23864,8700,0,,,,,,
2035,62074.61115,65812.67784,69136.00722,71677.56179,8700,0,,,,,,
2036,62405.46859,66163.45917,69504.50187,72059.60292,8700,0,,,,,,
2037,61147.25129,64829.47337,68103.15406,70606.73924,8700,0,,,,,,
2038,59926.43526,63535.1411,66743.46217,69197.06281,8700,0,,,,,,
2039,58842.75724,62386.20515,65536.50863,67945.73965,8700,0,,,,,,
2040,58891.6666,62438.05978,65590.98175,68002.2153,8700,0,,,,,,
2041,55205.24334,58529.64405,61485.20355,63745.50186,8700,0,,,,,,
2042,52883.48716,56068.0742,58899.33231,61064.56969,8700,0,,,,,,
2043,51776.79298,54894.73608,57666.74437,59786.66978,8700,0,,,,,,
2044,51520.73808,54623.26183,57381.56154,59491.00315,8700,0,,,,,,
2045,51772.95695,54890.66905,57662.47197,59782.24031,8700,0,,,,,,
2046,52557.42475,55722.37666,58536.17815,60688.06538,8700,0,,,,,,
2047,53542.32504,56766.58659,59633.11734,61825.32988,8700,0,,,,,,
2048,53813.72404,57054.32895,59935.38976,62138.71434,8700,0,,,,,,
2049,54660.52731,57952.12581,60878.52249,63116.51819,8700,0,,,,,,
2050,54906.99213,58213.43247,61153.0243,63401.11115,8700,0,,,,,,
2051,55775.85256,59134.61475,62120.72333,64404.38441,8700,0,,,,,,
2052,55901.48249,59267.80998,62260.64449,64549.4493,8700,0,,,,,,
2053,54953.98348,58263.25359,61205.36123,63455.37207,8700,0,,,,,,
2054,56249.60206,59636.89294,62648.36496,64951.42302,8700,0,,,,,,
2055,56247.68405,59634.85943,62646.22876,64949.20829,8700,0,,,,,,
2056,56174.79951,59557.58586,62565.05313,64865.0485,8700,0,,,,,,
2057,56300.42944,59690.78109,62704.97429,65010.1134,8700,0,,,,,,
2058,56145.07029,59526.06638,62531.94201,64830.72017,8700,0,,,,,,
2059,56729.10561,60145.27168,63182.4152,65505.10583,8700,0,,,,,,
2060,56934.33313,60362.85778,63410.9887,65742.08208,8700,0,,,,,,
2061,56119.1771,59498.61393,62503.1033,64800.8213,8700,0,,,,,,
2062,55277.16887,58605.90086,61565.31109,63828.55428,8700,0,,,,,,
2063,54789.99326,58089.38806,61022.71604,63266.01254,8700,0,,,,,,
2064,55192.77624,58516.4262,61471.31824,63731.1061,8700,0,,,,,,
2065,51922.56206,55049.28322,57829.09565,59954.98935,8700,0,,,,,,
