Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--electricity_production,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--elec_edge--commodity,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--elec_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
BECCSElectricity,BR_MT_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_MT,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_MS_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_MS,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_MG_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_MG,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_PA_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_PA,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_PB_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_PB,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_PR_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_PR,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_PE_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_PE,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_PI_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_PI,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_RJ_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_RJ,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_RN_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_RN,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_RS_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_RS,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_RO_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_RO,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_RR_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_RR,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_SC_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_SC,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_SP_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_SP,17.1,24079140,963164.86,29.74,690528,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_SE_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_SE,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSElectricity,BR_TO_bagasse_power_plant,Biomass,TRUE,0.4,1.334,1.45,0.116,Bagasse,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,bagasse_BR_TO,17.1,24079140,963164.86,29.74,0,system/availability.csv,Availability_One,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
