Time_Index,h2_BR_AC,h2_BR_AL,h2_BR_AP,h2_BR_AM,h2_BR_BA,h2_BR_CE,h2_BR_DF,h2_BR_ES,h2_BR_GO,h2_BR_MA,h2_BR_MT,h2_BR_MS,h2_BR_MG,h2_BR_PA,h2_BR_PB,h2_BR_PR,h2_BR_PE,h2_BR_PI,h2_BR_RJ,h2_BR_RN,h2_BR_RS,h2_BR_RO,h2_BR_RR,h2_BR_SC,h2_BR_SP,h2_BR_SE,h2_BR_TO
3674,80.14,201.46,763.01,40.12,1880.08,1110.46,247.89,1199.16,1333.86,670.09,6601.07,940.93,1045.56,1534.16,319.34,845.14,236.16,2807.56,2998.48,237.73,280.7,37.9,2567.39,2410.05,188.75,11172.72,282.28
3675,69.64,171.76,711.74,31.71,1716.8,1011.63,203.83,1126.23,1215.4,601.2,6160.08,893.22,986.51,1412.99,278.12,746.11,203.65,2567.06,2688.02,202.14,255.83,31.89,2326.63,2233.38,165.18,10295.02,257.69
3676,62.7,153.22,661.49,27.2,1580.98,930.63,178.59,1049.74,1118.18,549.3,5726.3,836.31,921.31,1306.1,250.65,676.7,182.68,2365.3,2455.16,180.1,235.38,28.27,2135.38,2069.89,149.21,9518.06,237.28
3677,62.54,150.06,700.22,24.5,1645.81,966.93,168.46,1116.94,1162,563.54,6063.51,896.92,983.66,1369,250.49,684.6,180.89,2464.87,2517.03,175.9,244.63,27.33,2209.13,2180.04,149.77,9980.01,246.95
3678,61.61,146.97,702.56,23.31,1643.05,964.76,162.92,1122.35,1159.47,560.11,6084.25,903.37,989.44,1369.53,246.92,677.48,177.79,2461.54,2501.2,172.13,244.11,26.65,2201.32,2184.01,147.84,9985.13,246.52
3679,64.39,155.16,711.31,25.86,1678.09,986.32,175.73,1133.33,1185.26,576.48,6159.01,908.5,997.35,1393.72,257.78,702.56,186.56,2512.62,2575.28,182,249.52,28.34,2255.61,2217.01,153.98,10159.46,251.8
3680,66.08,161.24,701.25,28.41,1673.26,984.75,187.28,1113.4,1183.23,580.54,6070.66,887.73,977.52,1383.26,264.25,714.24,192.43,2503.61,2594.59,189.46,249.08,29.7,2258.61,2193.19,157.37,10080.64,251.12
3681,94.93,238.99,898.98,47.85,2218.84,1310.79,294.84,1412.08,1574.46,791.93,7777.09,1107.03,1230.75,1809.38,378.23,1000.01,279.92,3313.13,3543.79,282.08,331.33,45,3031.76,2841.02,223.49,13176.34,333.15
3682,100.78,251.91,980.82,49.07,2400.66,1416.88,306.69,1544.84,1702.05,850.96,8486.69,1216.32,1348.94,1964.23,401.86,1067.96,296.3,3586.4,3806.84,297.03,358.21,47.2,3270.48,3091.64,237.88,14306.71,360.41
3683,89.81,219.46,948.06,38.94,2265.51,1333.55,255.7,1504.57,1602.31,787.05,8206.91,1198.75,1320.54,1871.74,359.05,969.45,261.67,3389.49,3517.69,257.94,337.28,40.49,3059.72,2966.44,213.75,13640.11,340.01
3684,107.25,269.43,1024.37,53.51,2521.7,1489.27,331.05,1610.41,1788.9,898.1,8862.35,1264.23,1404.42,2058.5,427.46,1131.92,315.98,3765.91,4018.55,317.92,376.48,50.65,3442.4,3234.6,252.72,14991.55,378.61
3685,86.43,212.33,895.69,38.55,2151.79,1267.37,250.03,1419.11,1522.71,750.93,7752.81,1127.75,1244.14,1773.92,345.32,928.95,252.36,3218.27,3356.99,249.74,320.51,39.32,2911.79,2807.12,205.3,12925.87,322.96
3686,81.2,200.52,825.94,37.22,1995.02,1175.76,238.59,1306.35,1412.58,699.45,7148.33,1035.38,1143.96,1641.07,324.22,868.98,237.57,2982.82,3127.51,236.04,297.32,37.27,2705.04,2592.84,192.5,11956.43,299.46
3687,85.04,206.93,910.23,36.04,2166.46,1274.68,239.07,1446.31,1531.62,750.05,7880.02,1154.54,1270.46,1792.82,340.1,920.88,247.34,3242.1,3351.81,243.05,322.41,38.07,2921.67,2844.63,202.67,13066.05,325.13
3688,80.72,194.52,891.71,32.41,2103.65,1236.46,220.3,1420.77,1485.84,722.68,7721,1138.92,1250.3,1747.19,323.16,880.72,233.86,3149.85,3228.36,228.15,312.79,35.54,2827.63,2779.27,193.02,12735.89,315.67
3689,93.84,232.73,940.04,43.96,2280.93,1344.94,279.18,1484.7,1615.73,802.72,8135.09,1174.1,1298.88,1872.82,374.5,1000.78,275.02,3409.33,3589.87,274.1,340.07,43.37,3097.71,2955.14,222.13,13643.49,342.39
3690,77.63,187.61,850.12,31.66,2010.49,1182.05,213.71,1353.46,1420.42,692.18,7360.56,1083.73,1190.47,1668.1,310.74,845.31,225.19,3009.9,3092.41,220.14,299.02,34.34,2704.92,2651.64,185.48,12159.04,301.7
3691,94.48,241.25,845,50.86,2123.58,1256.97,305.3,1319.47,1509.56,768.91,7307.46,1024.62,1145.33,1719.29,375.84,983.41,280.21,3167.46,3443.02,285.31,317.63,45.85,2919.86,2685.54,221.27,12515.65,318.93
3692,87.9,235.84,619.62,58.13,1691.82,1009.94,323.78,939.7,1211.99,650.82,5348.87,694.77,798.98,1326.55,347.65,875.09,266.11,2511.59,2921.78,280.73,254.88,46.22,2389.78,2022.87,201.94,9639.66,254.33
3693,126.5,347.5,772.35,91.4,2231.2,1339.07,494.37,1146.03,1606.23,890.32,6658.82,814.61,958.82,1713.39,498.8,1230.72,386.8,3302.42,4002.8,414.92,337.65,69.05,3204.87,2570.25,287.79,12436.01,335.65
3694,138.54,382.29,820.79,101.73,2400.81,1442.5,547.41,1211.76,1730.13,965.33,7074.29,853.23,1009.93,1835.36,545.96,1341.87,424.43,3551.18,4341.4,456.71,363.67,76.16,3460.72,2743.25,314.59,13317.75,361.21
3695,143.9,385.48,1021.98,94.65,2782.45,1660.54,528.12,1551.54,1992.79,1068.29,8822.81,1149.26,1320.24,2184.07,569.12,1434.23,435.32,4131.35,4795.53,458.8,419.07,75.48,3926.91,3333.27,330.73,15871.97,418.29
3696,135.85,360.03,1022.24,85.64,2724.81,1622.72,484.94,1564.03,1947.78,1030.87,8829.29,1174.1,1338.3,2156.11,538.04,1367.85,409.14,4050.51,4624.63,427.9,409.67,70.04,3820.1,3310.91,313.61,15675.72,409.52
3697,100.04,258.3,853.06,56.56,2177.52,1291.03,333.22,1325.07,1550.24,798,7374.75,1020.23,1146.02,1752.17,397.46,1031.3,298.06,3244.96,3575.18,305.94,326.16,49.43,3009.93,2724.56,233.31,12750.69,327.1
3698,80.14,201.46,763.01,40.12,1880.08,1110.46,247.89,1199.16,1333.86,670.09,6601.07,940.93,1045.56,1534.16,319.34,845.14,236.16,2807.56,2998.48,237.73,280.7,37.9,2567.39,2410.05,188.75,11172.72,282.28
3699,69.64,171.76,711.74,31.71,1716.8,1011.63,203.83,1126.23,1215.4,601.2,6160.08,893.22,986.51,1412.99,278.12,746.11,203.65,2567.06,2688.02,202.14,255.83,31.89,2326.63,2233.38,165.18,10295.02,257.69
3700,62.7,153.22,661.49,27.2,1580.98,930.63,178.59,1049.74,1118.18,549.3,5726.3,836.31,921.31,1306.1,250.65,676.7,182.68,2365.3,2455.16,180.1,235.38,28.27,2135.38,2069.89,149.21,9518.06,237.28
3701,62.54,150.06,700.22,24.5,1645.81,966.93,168.46,1116.94,1162,563.54,6063.51,896.92,983.66,1369,250.49,684.6,180.89,2464.87,2517.03,175.9,244.63,27.33,2209.13,2180.04,149.77,9980.01,246.95
3702,61.61,146.97,702.56,23.31,1643.05,964.76,162.92,1122.35,1159.47,560.11,6084.25,903.37,989.44,1369.53,246.92,677.48,177.79,2461.54,2501.2,172.13,244.11,26.65,2201.32,2184.01,147.84,9985.13,246.52
3703,64.39,155.16,711.31,25.86,1678.09,986.32,175.73,1133.33,1185.26,576.48,6159.01,908.5,997.35,1393.72,257.78,702.56,186.56,2512.62,2575.28,182,249.52,28.34,2255.61,2217.01,153.98,10159.46,251.8
3704,66.08,161.24,701.25,28.41,1673.26,984.75,187.28,1113.4,1183.23,580.54,6070.66,887.73,977.52,1383.26,264.25,714.24,192.43,2503.61,2594.59,189.46,249.08,29.7,2258.61,2193.19,157.37,10080.64,251.12
3705,94.93,238.99,898.98,47.85,2218.84,1310.79,294.84,1412.08,1574.46,791.93,7777.09,1107.03,1230.75,1809.38,378.23,1000.01,279.92,3313.13,3543.79,282.08,331.33,45,3031.76,2841.02,223.49,13176.34,333.15
3706,100.78,251.91,980.82,49.07,2400.66,1416.88,306.69,1544.84,1702.05,850.96,8486.69,1216.32,1348.94,1964.23,401.86,1067.96,296.3,3586.4,3806.84,297.03,358.21,47.2,3270.48,3091.64,237.88,14306.71,360.41
3707,89.81,219.46,948.06,38.94,2265.51,1333.55,255.7,1504.57,1602.31,787.05,8206.91,1198.75,1320.54,1871.74,359.05,969.45,261.67,3389.49,3517.69,257.94,337.28,40.49,3059.72,2966.44,213.75,13640.11,340.01
3708,107.25,269.43,1024.37,53.51,2521.7,1489.27,331.05,1610.41,1788.9,898.1,8862.35,1264.23,1404.42,2058.5,427.46,1131.92,315.98,3765.91,4018.55,317.92,376.48,50.65,3442.4,3234.6,252.72,14991.55,378.61
3709,86.43,212.33,895.69,38.55,2151.79,1267.37,250.03,1419.11,1522.71,750.93,7752.81,1127.75,1244.14,1773.92,345.32,928.95,252.36,3218.27,3356.99,249.74,320.51,39.32,2911.79,2807.12,205.3,12925.87,322.96
3710,81.2,200.52,825.94,37.22,1995.02,1175.76,238.59,1306.35,1412.58,699.45,7148.33,1035.38,1143.96,1641.07,324.22,868.98,237.57,2982.82,3127.51,236.04,297.32,37.27,2705.04,2592.84,192.5,11956.43,299.46
3711,85.04,206.93,910.23,36.04,2166.46,1274.68,239.07,1446.31,1531.62,750.05,7880.02,1154.54,1270.46,1792.82,340.1,920.88,247.34,3242.1,3351.81,243.05,322.41,38.07,2921.67,2844.63,202.67,13066.05,325.13
3712,80.72,194.52,891.71,32.41,2103.65,1236.46,220.3,1420.77,1485.84,722.68,7721,1138.92,1250.3,1747.19,323.16,880.72,233.86,3149.85,3228.36,228.15,312.79,35.54,2827.63,2779.27,193.02,12735.89,315.67
3713,93.84,232.73,940.04,43.96,2280.93,1344.94,279.18,1484.7,1615.73,802.72,8135.09,1174.1,1298.88,1872.82,374.5,1000.78,275.02,3409.33,3589.87,274.1,340.07,43.37,3097.71,2955.14,222.13,13643.49,342.39
3714,77.63,187.61,850.12,31.66,2010.49,1182.05,213.71,1353.46,1420.42,692.18,7360.56,1083.73,1190.47,1668.1,310.74,845.31,225.19,3009.9,3092.41,220.14,299.02,34.34,2704.92,2651.64,185.48,12159.04,301.7
3715,94.48,241.25,845,50.86,2123.58,1256.97,305.3,1319.47,1509.56,768.91,7307.46,1024.62,1145.33,1719.29,375.84,983.41,280.21,3167.46,3443.02,285.31,317.63,45.85,2919.86,2685.54,221.27,12515.65,318.93
3716,87.9,235.84,619.62,58.13,1691.82,1009.94,323.78,939.7,1211.99,650.82,5348.87,694.77,798.98,1326.55,347.65,875.09,266.11,2511.59,2921.78,280.73,254.88,46.22,2389.78,2022.87,201.94,9639.66,254.33
3717,126.5,347.5,772.35,91.4,2231.2,1339.07,494.37,1146.03,1606.23,890.32,6658.82,814.61,958.82,1713.39,498.8,1230.72,386.8,3302.42,4002.8,414.92,337.65,69.05,3204.87,2570.25,287.79,12436.01,335.65
3718,138.54,382.29,820.79,101.73,2400.81,1442.5,547.41,1211.76,1730.13,965.33,7074.29,853.23,1009.93,1835.36,545.96,1341.87,424.43,3551.18,4341.4,456.71,363.67,76.16,3460.72,2743.25,314.59,13317.75,361.21
3719,143.9,385.48,1021.98,94.65,2782.45,1660.54,528.12,1551.54,1992.79,1068.29,8822.81,1149.26,1320.24,2184.07,569.12,1434.23,435.32,4131.35,4795.53,458.8,419.07,75.48,3926.91,3333.27,330.73,15871.97,418.29
3720,135.85,360.03,1022.24,85.64,2724.81,1622.72,484.94,1564.03,1947.78,1030.87,8829.29,1174.1,1338.3,2156.11,538.04,1367.85,409.14,4050.51,4624.63,427.9,409.67,70.04,3820.1,3310.91,313.61,15675.72,409.52
3721,100.04,258.3,853.06,56.56,2177.52,1291.03,333.22,1325.07,1550.24,798,7374.75,1020.23,1146.02,1752.17,397.46,1031.3,298.06,3244.96,3575.18,305.94,326.16,49.43,3009.93,2724.56,233.31,12750.69,327.1
3722,80.14,201.46,763.01,40.12,1880.08,1110.46,247.89,1199.16,1333.86,670.09,6601.07,940.93,1045.56,1534.16,319.34,845.14,236.16,2807.56,2998.48,237.73,280.7,37.9,2567.39,2410.05,188.75,11172.72,282.28
3723,69.64,171.76,711.74,31.71,1716.8,1011.63,203.83,1126.23,1215.4,601.2,6160.08,893.22,986.51,1412.99,278.12,746.11,203.65,2567.06,2688.02,202.14,255.83,31.89,2326.63,2233.38,165.18,10295.02,257.69
3724,62.7,153.22,661.49,27.2,1580.98,930.63,178.59,1049.74,1118.18,549.3,5726.3,836.31,921.31,1306.1,250.65,676.7,182.68,2365.3,2455.16,180.1,235.38,28.27,2135.38,2069.89,149.21,9518.06,237.28
3725,62.54,150.06,700.22,24.5,1645.81,966.93,168.46,1116.94,1162,563.54,6063.51,896.92,983.66,1369,250.49,684.6,180.89,2464.87,2517.03,175.9,244.63,27.33,2209.13,2180.04,149.77,9980.01,246.95
3726,61.61,146.97,702.56,23.31,1643.05,964.76,162.92,1122.35,1159.47,560.11,6084.25,903.37,989.44,1369.53,246.92,677.48,177.79,2461.54,2501.2,172.13,244.11,26.65,2201.32,2184.01,147.84,9985.13,246.52
3727,64.39,155.16,711.31,25.86,1678.09,986.32,175.73,1133.33,1185.26,576.48,6159.01,908.5,997.35,1393.72,257.78,702.56,186.56,2512.62,2575.28,182,249.52,28.34,2255.61,2217.01,153.98,10159.46,251.8
3728,66.08,161.24,701.25,28.41,1673.26,984.75,187.28,1113.4,1183.23,580.54,6070.66,887.73,977.52,1383.26,264.25,714.24,192.43,2503.61,2594.59,189.46,249.08,29.7,2258.61,2193.19,157.37,10080.64,251.12
3729,94.93,238.99,898.98,47.85,2218.84,1310.79,294.84,1412.08,1574.46,791.93,7777.09,1107.03,1230.75,1809.38,378.23,1000.01,279.92,3313.13,3543.79,282.08,331.33,45,3031.76,2841.02,223.49,13176.34,333.15
3730,100.78,251.91,980.82,49.07,2400.66,1416.88,306.69,1544.84,1702.05,850.96,8486.69,1216.32,1348.94,1964.23,401.86,1067.96,296.3,3586.4,3806.84,297.03,358.21,47.2,3270.48,3091.64,237.88,14306.71,360.41
3731,89.81,219.46,948.06,38.94,2265.51,1333.55,255.7,1504.57,1602.31,787.05,8206.91,1198.75,1320.54,1871.74,359.05,969.45,261.67,3389.49,3517.69,257.94,337.28,40.49,3059.72,2966.44,213.75,13640.11,340.01
3732,107.25,269.43,1024.37,53.51,2521.7,1489.27,331.05,1610.41,1788.9,898.1,8862.35,1264.23,1404.42,2058.5,427.46,1131.92,315.98,3765.91,4018.55,317.92,376.48,50.65,3442.4,3234.6,252.72,14991.55,378.61
3733,86.43,212.33,895.69,38.55,2151.79,1267.37,250.03,1419.11,1522.71,750.93,7752.81,1127.75,1244.14,1773.92,345.32,928.95,252.36,3218.27,3356.99,249.74,320.51,39.32,2911.79,2807.12,205.3,12925.87,322.96
3734,81.2,200.52,825.94,37.22,1995.02,1175.76,238.59,1306.35,1412.58,699.45,7148.33,1035.38,1143.96,1641.07,324.22,868.98,237.57,2982.82,3127.51,236.04,297.32,37.27,2705.04,2592.84,192.5,11956.43,299.46
3735,85.04,206.93,910.23,36.04,2166.46,1274.68,239.07,1446.31,1531.62,750.05,7880.02,1154.54,1270.46,1792.82,340.1,920.88,247.34,3242.1,3351.81,243.05,322.41,38.07,2921.67,2844.63,202.67,13066.05,325.13
3736,80.72,194.52,891.71,32.41,2103.65,1236.46,220.3,1420.77,1485.84,722.68,7721,1138.92,1250.3,1747.19,323.16,880.72,233.86,3149.85,3228.36,228.15,312.79,35.54,2827.63,2779.27,193.02,12735.89,315.67
3737,93.84,232.73,940.04,43.96,2280.93,1344.94,279.18,1484.7,1615.73,802.72,8135.09,1174.1,1298.88,1872.82,374.5,1000.78,275.02,3409.33,3589.87,274.1,340.07,43.37,3097.71,2955.14,222.13,13643.49,342.39
3738,77.63,187.61,850.12,31.66,2010.49,1182.05,213.71,1353.46,1420.42,692.18,7360.56,1083.73,1190.47,1668.1,310.74,845.31,225.19,3009.9,3092.41,220.14,299.02,34.34,2704.92,2651.64,185.48,12159.04,301.7
3739,94.48,241.25,845,50.86,2123.58,1256.97,305.3,1319.47,1509.56,768.91,7307.46,1024.62,1145.33,1719.29,375.84,983.41,280.21,3167.46,3443.02,285.31,317.63,45.85,2919.86,2685.54,221.27,12515.65,318.93
3740,87.9,235.84,619.62,58.13,1691.82,1009.94,323.78,939.7,1211.99,650.82,5348.87,694.77,798.98,1326.55,347.65,875.09,266.11,2511.59,2921.78,280.73,254.88,46.22,2389.78,2022.87,201.94,9639.66,254.33
3741,126.5,347.5,772.35,91.4,2231.2,1339.07,494.37,1146.03,1606.23,890.32,6658.82,814.61,958.82,1713.39,498.8,1230.72,386.8,3302.42,4002.8,414.92,337.65,69.05,3204.87,2570.25,287.79,12436.01,335.65
3742,138.54,382.29,820.79,101.73,2400.81,1442.5,547.41,1211.76,1730.13,965.33,7074.29,853.23,1009.93,1835.36,545.96,1341.87,424.43,3551.18,4341.4,456.71,363.67,76.16,3460.72,2743.25,314.59,13317.75,361.21
3743,143.9,385.48,1021.98,94.65,2782.45,1660.54,528.12,1551.54,1992.79,1068.29,8822.81,1149.26,1320.24,2184.07,569.12,1434.23,435.32,4131.35,4795.53,458.8,419.07,75.48,3926.91,3333.27,330.73,15871.97,418.29
3744,135.85,360.03,1022.24,85.64,2724.81,1622.72,484.94,1564.03,1947.78,1030.87,8829.29,1174.1,1338.3,2156.11,538.04,1367.85,409.14,4050.51,4624.63,427.9,409.67,70.04,3820.1,3310.91,313.61,15675.72,409.52
3745,100.04,258.3,853.06,56.56,2177.52,1291.03,333.22,1325.07,1550.24,798,7374.75,1020.23,1146.02,1752.17,397.46,1031.3,298.06,3244.96,3575.18,305.94,326.16,49.43,3009.93,2724.56,233.31,12750.69,327.1
3746,80.14,201.46,763.01,40.12,1880.08,1110.46,247.89,1199.16,1333.86,670.09,6601.07,940.93,1045.56,1534.16,319.34,845.14,236.16,2807.56,2998.48,237.73,280.7,37.9,2567.39,2410.05,188.75,11172.72,282.28
3747,69.64,171.76,711.74,31.71,1716.8,1011.63,203.83,1126.23,1215.4,601.2,6160.08,893.22,986.51,1412.99,278.12,746.11,203.65,2567.06,2688.02,202.14,255.83,31.89,2326.63,2233.38,165.18,10295.02,257.69
3748,62.7,153.22,661.49,27.2,1580.98,930.63,178.59,1049.74,1118.18,549.3,5726.3,836.31,921.31,1306.1,250.65,676.7,182.68,2365.3,2455.16,180.1,235.38,28.27,2135.38,2069.89,149.21,9518.06,237.28
3749,62.54,150.06,700.22,24.5,1645.81,966.93,168.46,1116.94,1162,563.54,6063.51,896.92,983.66,1369,250.49,684.6,180.89,2464.87,2517.03,175.9,244.63,27.33,2209.13,2180.04,149.77,9980.01,246.95
3750,61.61,146.97,702.56,23.31,1643.05,964.76,162.92,1122.35,1159.47,560.11,6084.25,903.37,989.44,1369.53,246.92,677.48,177.79,2461.54,2501.2,172.13,244.11,26.65,2201.32,2184.01,147.84,9985.13,246.52
3751,64.39,155.16,711.31,25.86,1678.09,986.32,175.73,1133.33,1185.26,576.48,6159.01,908.5,997.35,1393.72,257.78,702.56,186.56,2512.62,2575.28,182,249.52,28.34,2255.61,2217.01,153.98,10159.46,251.8
3752,66.08,161.24,701.25,28.41,1673.26,984.75,187.28,1113.4,1183.23,580.54,6070.66,887.73,977.52,1383.26,264.25,714.24,192.43,2503.61,2594.59,189.46,249.08,29.7,2258.61,2193.19,157.37,10080.64,251.12
3753,94.93,238.99,898.98,47.85,2218.84,1310.79,294.84,1412.08,1574.46,791.93,7777.09,1107.03,1230.75,1809.38,378.23,1000.01,279.92,3313.13,3543.79,282.08,331.33,45,3031.76,2841.02,223.49,13176.34,333.15
3754,100.78,251.91,980.82,49.07,2400.66,1416.88,306.69,1544.84,1702.05,850.96,8486.69,1216.32,1348.94,1964.23,401.86,1067.96,296.3,3586.4,3806.84,297.03,358.21,47.2,3270.48,3091.64,237.88,14306.71,360.41
3755,89.81,219.46,948.06,38.94,2265.51,1333.55,255.7,1504.57,1602.31,787.05,8206.91,1198.75,1320.54,1871.74,359.05,969.45,261.67,3389.49,3517.69,257.94,337.28,40.49,3059.72,2966.44,213.75,13640.11,340.01
3756,107.25,269.43,1024.37,53.51,2521.7,1489.27,331.05,1610.41,1788.9,898.1,8862.35,1264.23,1404.42,2058.5,427.46,1131.92,315.98,3765.91,4018.55,317.92,376.48,50.65,3442.4,3234.6,252.72,14991.55,378.61
3757,86.43,212.33,895.69,38.55,2151.79,1267.37,250.03,1419.11,1522.71,750.93,7752.81,1127.75,1244.14,1773.92,345.32,928.95,252.36,3218.27,3356.99,249.74,320.51,39.32,2911.79,2807.12,205.3,12925.87,322.96
3758,81.2,200.52,825.94,37.22,1995.02,1175.76,238.59,1306.35,1412.58,699.45,7148.33,1035.38,1143.96,1641.07,324.22,868.98,237.57,2982.82,3127.51,236.04,297.32,37.27,2705.04,2592.84,192.5,11956.43,299.46
3759,85.04,206.93,910.23,36.04,2166.46,1274.68,239.07,1446.31,1531.62,750.05,7880.02,1154.54,1270.46,1792.82,340.1,920.88,247.34,3242.1,3351.81,243.05,322.41,38.07,2921.67,2844.63,202.67,13066.05,325.13
3760,80.72,194.52,891.71,32.41,2103.65,1236.46,220.3,1420.77,1485.84,722.68,7721,1138.92,1250.3,1747.19,323.16,880.72,233.86,3149.85,3228.36,228.15,312.79,35.54,2827.63,2779.27,193.02,12735.89,315.67
3761,93.84,232.73,940.04,43.96,2280.93,1344.94,279.18,1484.7,1615.73,802.72,8135.09,1174.1,1298.88,1872.82,374.5,1000.78,275.02,3409.33,3589.87,274.1,340.07,43.37,3097.71,2955.14,222.13,13643.49,342.39
3762,77.63,187.61,850.12,31.66,2010.49,1182.05,213.71,1353.46,1420.42,692.18,7360.56,1083.73,1190.47,1668.1,310.74,845.31,225.19,3009.9,3092.41,220.14,299.02,34.34,2704.92,2651.64,185.48,12159.04,301.7
3763,94.48,241.25,845,50.86,2123.58,1256.97,305.3,1319.47,1509.56,768.91,7307.46,1024.62,1145.33,1719.29,375.84,983.41,280.21,3167.46,3443.02,285.31,317.63,45.85,2919.86,2685.54,221.27,12515.65,318.93
3764,87.9,235.84,619.62,58.13,1691.82,1009.94,323.78,939.7,1211.99,650.82,5348.87,694.77,798.98,1326.55,347.65,875.09,266.11,2511.59,2921.78,280.73,254.88,46.22,2389.78,2022.87,201.94,9639.66,254.33
3765,126.5,347.5,772.35,91.4,2231.2,1339.07,494.37,1146.03,1606.23,890.32,6658.82,814.61,958.82,1713.39,498.8,1230.72,386.8,3302.42,4002.8,414.92,337.65,69.05,3204.87,2570.25,287.79,12436.01,335.65
3766,138.54,382.29,820.79,101.73,2400.81,1442.5,547.41,1211.76,1730.13,965.33,7074.29,853.23,1009.93,1835.36,545.96,1341.87,424.43,3551.18,4341.4,456.71,363.67,76.16,3460.72,2743.25,314.59,13317.75,361.21
3767,143.9,385.48,1021.98,94.65,2782.45,1660.54,528.12,1551.54,1992.79,1068.29,8822.81,1149.26,1320.24,2184.07,569.12,1434.23,435.32,4131.35,4795.53,458.8,419.07,75.48,3926.91,3333.27,330.73,15871.97,418.29
3768,135.85,360.03,1022.24,85.64,2724.81,1622.72,484.94,1564.03,1947.78,1030.87,8829.29,1174.1,1338.3,2156.11,538.04,1367.85,409.14,4050.51,4624.63,427.9,409.67,70.04,3820.1,3310.91,313.61,15675.72,409.52
3769,100.04,258.3,853.06,56.56,2177.52,1291.03,333.22,1325.07,1550.24,798,7374.75,1020.23,1146.02,1752.17,397.46,1031.3,298.06,3244.96,3575.18,305.94,326.16,49.43,3009.93,2724.56,233.31,12750.69,327.1
3770,80.14,201.46,763.01,40.12,1880.08,1110.46,247.89,1199.16,1333.86,670.09,6601.07,940.93,1045.56,1534.16,319.34,845.14,236.16,2807.56,2998.48,237.73,280.7,37.9,2567.39,2410.05,188.75,11172.72,282.28
3771,69.64,171.76,711.74,31.71,1716.8,1011.63,203.83,1126.23,1215.4,601.2,6160.08,893.22,986.51,1412.99,278.12,746.11,203.65,2567.06,2688.02,202.14,255.83,31.89,2326.63,2233.38,165.18,10295.02,257.69
3772,62.7,153.22,661.49,27.2,1580.98,930.63,178.59,1049.74,1118.18,549.3,5726.3,836.31,921.31,1306.1,250.65,676.7,182.68,2365.3,2455.16,180.1,235.38,28.27,2135.38,2069.89,149.21,9518.06,237.28
3773,62.54,150.06,700.22,24.5,1645.81,966.93,168.46,1116.94,1162,563.54,6063.51,896.92,983.66,1369,250.49,684.6,180.89,2464.87,2517.03,175.9,244.63,27.33,2209.13,2180.04,149.77,9980.01,246.95
3774,61.61,146.97,702.56,23.31,1643.05,964.76,162.92,1122.35,1159.47,560.11,6084.25,903.37,989.44,1369.53,246.92,677.48,177.79,2461.54,2501.2,172.13,244.11,26.65,2201.32,2184.01,147.84,9985.13,246.52
3775,64.39,155.16,711.31,25.86,1678.09,986.32,175.73,1133.33,1185.26,576.48,6159.01,908.5,997.35,1393.72,257.78,702.56,186.56,2512.62,2575.28,182,249.52,28.34,2255.61,2217.01,153.98,10159.46,251.8
3776,66.08,161.24,701.25,28.41,1673.26,984.75,187.28,1113.4,1183.23,580.54,6070.66,887.73,977.52,1383.26,264.25,714.24,192.43,2503.61,2594.59,189.46,249.08,29.7,2258.61,2193.19,157.37,10080.64,251.12
3777,94.93,238.99,898.98,47.85,2218.84,1310.79,294.84,1412.08,1574.46,791.93,7777.09,1107.03,1230.75,1809.38,378.23,1000.01,279.92,3313.13,3543.79,282.08,331.33,45,3031.76,2841.02,223.49,13176.34,333.15
3778,100.78,251.91,980.82,49.07,2400.66,1416.88,306.69,1544.84,1702.05,850.96,8486.69,1216.32,1348.94,1964.23,401.86,1067.96,296.3,3586.4,3806.84,297.03,358.21,47.2,3270.48,3091.64,237.88,14306.71,360.41
3779,89.81,219.46,948.06,38.94,2265.51,1333.55,255.7,1504.57,1602.31,787.05,8206.91,1198.75,1320.54,1871.74,359.05,969.45,261.67,3389.49,3517.69,257.94,337.28,40.49,3059.72,2966.44,213.75,13640.11,340.01
3780,107.25,269.43,1024.37,53.51,2521.7,1489.27,331.05,1610.41,1788.9,898.1,8862.35,1264.23,1404.42,2058.5,427.46,1131.92,315.98,3765.91,4018.55,317.92,376.48,50.65,3442.4,3234.6,252.72,14991.55,378.61
3781,86.43,212.33,895.69,38.55,2151.79,1267.37,250.03,1419.11,1522.71,750.93,7752.81,1127.75,1244.14,1773.92,345.32,928.95,252.36,3218.27,3356.99,249.74,320.51,39.32,2911.79,2807.12,205.3,12925.87,322.96
3782,81.2,200.52,825.94,37.22,1995.02,1175.76,238.59,1306.35,1412.58,699.45,7148.33,1035.38,1143.96,1641.07,324.22,868.98,237.57,2982.82,3127.51,236.04,297.32,37.27,2705.04,2592.84,192.5,11956.43,299.46
3783,85.04,206.93,910.23,36.04,2166.46,1274.68,239.07,1446.31,1531.62,750.05,7880.02,1154.54,1270.46,1792.82,340.1,920.88,247.34,3242.1,3351.81,243.05,322.41,38.07,2921.67,2844.63,202.67,13066.05,325.13
3784,80.72,194.52,891.71,32.41,2103.65,1236.46,220.3,1420.77,1485.84,722.68,7721,1138.92,1250.3,1747.19,323.16,880.72,233.86,3149.85,3228.36,228.15,312.79,35.54,2827.63,2779.27,193.02,12735.89,315.67
