Time_Index,elec_BR_AC,elec_BR_AL,elec_BR_AP,elec_BR_AM,elec_BR_BA,elec_BR_CE,elec_BR_DF,elec_BR_ES,elec_BR_GO,elec_BR_MA,elec_BR_MT,elec_BR_MS,elec_BR_MG,elec_BR_PA,elec_BR_PB,elec_BR_PR,elec_BR_PE,elec_BR_PI,elec_BR_RJ,elec_BR_RN,elec_BR_RS,elec_BR_RO,elec_BR_RR,elec_BR_SC,elec_BR_SP,elec_BR_SE,elec_BR_TO
1,96.67,2163.74,1142.84,535.13,9151.83,3394.41,388.1,1133.66,3882.07,2223.89,10574.6,2064.28,3466,5364.9,1349.44,1485.59,7560.04,9007.34,7131.87,5257.78,3841.77,212.01,6184.42,7730.96,200.53,12041.43,1158.35
2,111.18,2080.36,1103.64,527.56,8597.22,3399.55,387.98,1096.8,3887.82,2168.08,10450.3,2120.51,3556.6,5201.46,1219.88,1402.98,7475.35,8507.18,7054.76,5165.43,3246.06,183.37,6189.46,6847.52,191.47,11794.96,1149.41
3,116.84,1994.55,1061.98,550.54,8764.08,3393.35,354.79,997.05,3772.06,2141.69,11121.74,2031.31,3519.7,5314.9,1203.19,1376.13,7216.13,8940.46,6645.9,5748.58,3160.9,187.98,6181.97,7185.82,167.05,11636.24,1110.79
4,113.52,1826.63,1199.18,655.37,9402.19,3167.88,286.84,835.41,3619.6,2126.9,11661.43,1812.15,3429.51,5078.63,1091.48,1334.78,6787.67,10387.51,4923.94,6947.11,3411.28,265.42,6073.63,7548.14,128.82,11513.39,1044.7
5,97.81,1639.49,1452.33,914.7,9284.67,2618.31,199.66,656.93,3343.65,1905.04,11346.58,1566.14,3148.89,5708.34,947.27,1028.73,6355.09,12270.97,4130.36,6897.23,5665.65,251.86,5806.78,7542.41,83.29,11682.18,946.28
6,74.48,1824.72,1485.73,902.54,10396.34,2038.98,92.03,491.22,3140.13,1604.42,11093.51,1263.28,2763.77,7909.84,749.8,1091.03,5825.4,13643.24,4344.24,6368.04,7718.66,254.98,5175.74,7351.95,35.88,12115.92,832.89
7,44.04,2007.97,1447.34,891.6,11701.68,1692.19,10.65,452.5,3092.5,1449.86,10285.31,1013.19,2398.55,9882.91,879.08,1864.13,4849.12,15200.87,4848.88,6273.12,7873.27,265.99,4799.33,7283.38,13.01,12321.05,743.69
8,14.41,2373.45,1401.43,878.62,13264,1783.98,0,451.49,3250.25,1493.82,11490.77,937.84,2245.41,11529.4,920.92,2479.93,4763.36,15775.72,5226.17,6032.79,7810.17,240.21,4786.21,7574.85,13.28,13001.44,719.88
9,0.39,2389.71,1411.29,874.95,13971.5,1981.25,0,465.81,3678.45,1752.58,9939.42,913.36,2220.38,10007.28,943.67,2697.77,5305.84,15422.89,5646.74,5853.76,7759.81,235.51,4832.59,7569.67,14.61,12871.1,716.75
10,0,2396.88,1410.69,809.23,13956.83,2130.46,0,483.17,3681.02,1781.01,9724.24,917.01,2214.95,7382.08,977.41,2675.53,5632.18,15118.68,6690.59,5580.61,7753.04,248.04,4894.69,7557.32,14.61,12094.73,717.54
11,0,2413.02,1412.7,779.71,15312.78,2185.61,0,484.48,3028.46,1802.19,8263.84,896.33,2152.44,5685.2,1044.03,2669.34,5710.4,15721.83,7042.57,4972.64,7722.53,255.65,4939.63,7556.92,15.27,11009.18,716.04
12,0,2213.11,1404.32,774.63,15153.41,2253.99,0,483.91,3014.04,1755.2,7012.43,865.88,2007.53,4249.43,1023.89,2569.95,5689.7,15129.13,6895.75,4725.68,7716.95,246.27,4943.87,7517.13,15.27,9685.79,710.31
13,0,1905.07,1276.24,764.12,14154.55,2351.47,0,446.16,2870.55,1722.72,5379.62,845.97,1868.11,4121.52,928.15,1689.55,5774.37,13043.84,6763.91,4519.21,7711.44,254,4583.15,7486.37,14.61,8959.83,710.98
14,0,1747.68,1200.31,738.5,13765.75,2219.44,2.61,421.66,2580.62,1717.08,4534.19,857.27,1794.49,4080.45,908.63,1147.24,5814.51,9521.18,6211.35,4837.32,7730.73,253.92,4318.16,7811.65,13.3,7763.54,708.47
15,0,1586.59,1221.18,738.88,13555.06,1914.31,2.66,419.4,2581.33,1775.61,4256.74,873.85,1785.27,4158.02,815.4,955.85,5788.61,6928.42,6150.13,5073.1,7367.36,242.67,4146.29,7736.95,12.61,7462.27,708.15
16,0,1532.03,1213.81,738.14,13381.66,1580.53,2.66,422.27,2492.45,1778.34,4099.22,797.36,1780.7,4152.9,633.1,836.59,5711.93,6396.35,6147.96,4603.71,7248.68,220.99,3970.17,7582.86,11.95,7413.81,707.35
17,0,1526.69,1145,736.58,13279.86,1346.37,2.66,425.1,2477.36,1865.54,3803.39,736.41,1775.63,4149.06,613.49,888.48,5662.04,6306.49,6148.52,4999.26,7162.73,216.07,3948.2,6878.26,11.95,7412,707
18,0,1552.03,1153.32,737.88,12508.26,1340.37,2.66,428.64,2484.73,1756,3885.4,808.44,1776.42,4157.72,659.51,920.25,5661.8,6404.65,6149.27,5460.9,6862.57,207.12,4047.2,7325.88,11.95,7500.63,709.96
