Time_Index,Amazonas_hydro_ror,Doce_hydro_ror,Grande_hydro_ror,Iguacu_hydro_ror,Jacui_capivari_hydro_ror,Jequitinhonha_hydro_ror,Paraiba_do_sul_hydro_ror,Parana_hydro_ror,Paranaiba_hydro_ror,Paranapanema_hydro_ror,Sao_francisco_hydro_ror,Tiete_hydro_ror,Tocantins_hydro_ror,Uruguai_hydro_ror
17,0.009738942,0.228438217,0.601444815,0.540755381,0.912800755,0.094075444,0.465560971,1,0.337973693,0.894441988,0.406587373,1,0.355695493,0.597179375
18,0.009738942,0.228438217,0.601444815,0.540755381,0.912800755,0.094075444,0.465560971,1,0.337973693,0.894441988,0.406587373,1,0.355695493,0.597179375
19,0.009738942,0.228438217,0.601444815,0.540755381,0.912800755,0.094075444,0.465560971,1,0.337973693,0.894441988,0.406587373,1,0.355695493,0.597179375
20,0.009738942,0.228438217,0.601444815,0.540755381,0.912800755,0.094075444,0.465560971,1,0.337973693,0.894441988,0.406587373,1,0.355695493,0.597179375
21,0.009738942,0.228438217,0.601444815,0.540755381,0.912800755,0.094075444,0.465560971,1,0.337973693,0.894441988,0.406587373,1,0.355695493,0.597179375
22,0.009738942,0.228438217,0.601444815,0.540755381,0.912800755,0.094075444,0.465560971,1,0.337973693,0.894441988,0.406587373,1,0.355695493,0.597179375
23,0.009738942,0.228438217,0.601444815,0.540755381,0.912800755,0.094075444,0.465560971,1,0.337973693,0.894441988,0.406587373,1,0.355695493,0.597179375
24,0.009738942,0.228438217,0.601444815,0.540755381,0.912800755,0.094075444,0.465560971,1,0.337973693,0.894441988,0.406587373,1,0.355695493,0.597179375
25,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
26,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
27,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
28,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
29,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
30,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
31,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
32,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
33,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
34,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
35,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
36,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
37,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
38,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
39,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
40,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
41,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
42,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
43,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
44,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
45,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
46,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
47,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
48,0.011625145,0.222027993,0.613583126,0.635349423,0.765452634,0.083622619,0.486743741,1,0.329648049,0.941518055,0.399861401,1,0.350230328,0.541376615
49,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
50,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
51,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
52,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
53,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
54,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
55,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
56,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
57,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
58,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
59,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
60,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
61,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
62,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
63,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
64,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
65,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
66,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
67,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
68,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
69,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
70,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
71,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
72,0.012279538,0.208041958,0.607513971,0.696683867,0.676288313,0.085945486,0.525425363,1,0.319874454,0.974726112,0.399671925,1,0.341455325,0.481073935
73,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
74,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
75,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
76,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
77,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
78,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
79,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
80,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
81,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
82,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
83,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
84,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
85,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
86,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
87,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
88,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
89,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
90,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
91,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
92,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
93,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
94,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
95,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
96,0.012856946,0.198135224,0.595227414,0.678726409,0.625661146,0.059232702,0.552134091,1,0.306239679,0.956845165,0.402892738,1,0.338299437,0.421895837
97,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
98,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
99,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
100,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
101,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
102,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
103,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
104,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
105,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
106,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
107,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
108,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
109,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
110,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
111,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
112,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
113,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
114,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
115,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
116,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
117,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
118,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
119,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
120,0.013280378,0.223193454,0.588862155,0.632061478,0.68686717,0.044134166,0.53279328,1,0.292484216,0.926190944,0.397682569,1,0.338607299,0.354617483
121,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
122,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
123,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
124,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
125,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
126,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
127,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
128,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
129,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
130,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
131,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
132,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
133,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
134,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
135,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
136,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
137,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
138,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
139,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
140,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
141,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
142,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
143,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
144,0.013665319,0.215034975,0.586641959,0.611954018,0.81456856,0.034842763,0.520820464,1,0.281383358,0.898820929,0.376841623,1,0.341686249,0.619455655
145,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
146,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
147,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
148,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
149,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
150,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
151,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
152,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
153,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
154,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
155,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
156,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
157,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
158,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
159,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
160,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
161,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
162,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
163,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
164,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
165,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
166,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
167,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
168,0.013742305,0.198135224,0.587825986,0.682646623,0.83043676,0.044134166,0.488585779,1,0.275108872,0.868531892,0.351169459,1,0.354848772,1
169,0.016051935,0.183566459,0.587529882,1,0.968717179,0.056909835,0.495032716,1,0.281865954,0.875101122,0.329760088,1,0.388717337,1
170,0.016051935,0.183566459,0.587529882,1,0.968717179,0.056909835,0.495032716,1,0.281865954,0.875101122,0.329760088,1,0.388717337,1
171,0.016051935,0.183566459,0.587529882,1,0.968717179,0.056909835,0.495032716,1,0.281865954,0.875101122,0.329760088,1,0.388717337,1
172,0.016051935,0.183566459,0.587529882,1,0.968717179,0.056909835,0.495032716,1,0.281865954,0.875101122,0.329760088,1,0.388717337,1
173,0.016051935,0.183566459,0.587529882,1,0.968717179,0.056909835,0.495032716,1,0.281865954,0.875101122,0.329760088,1,0.388717337,1
174,0.016051935,0.183566459,0.587529882,1,0.968717179,0.056909835,0.495032716,1,0.281865954,0.875101122,0.329760088,1,0.388717337,1
175,0.016051935,0.183566459,0.587529882,1,0.968717179,0.056909835,0.495032716,1,0.281865954,0.875101122,0.329760088,1,0.388717337,1
176,0.016051935,0.183566459,0.587529882,1,0.968717179,0.056909835,0.495032716,1,0.281865954,0.875101122,0.329760088,1,0.388717337,1
