Type,id,location,edges--elec_edge--constraints--MinFlowConstraint,edges--elec_edge--constraints--MinDownTimeConstraint,edges--elec_edge--constraints--CapacityConstraint,edges--elec_edge--constraints--MinUpTimeConstraint,edges--elec_edge--constraints--RampingLimitConstraint,edges--elec_edge--can_retire,edges--elec_edge--unidirectional,edges--elec_edge--commodity,edges--elec_edge--can_expand,edges--elec_edge--uc,edges--elec_edge--has_capacity,edges--fuel_edge--unidirectional,edges--fuel_edge--commodity,edges--fuel_edge--has_capacity,edges--co2_edge--end_vertex,edges--co2_edge--unidirectional,edges--co2_edge--commodity,edges--co2_edge--has_capacity,transforms--constraints--BalanceConstraint,transforms--timedata,edges--elec_edge--integer_decisions,edges--elec_edge--min_down_time,edges--elec_edge--lifetime,edges--elec_edge--wacc,edges--elec_edge--capital_recovery_period,edges--elec_edge--fixed_om_cost,edges--elec_edge--existing_capacity,edges--elec_edge--min_up_time,edges--elec_edge--capacity_size,edges--elec_edge--ramp_down_fraction,edges--elec_edge--end_vertex,edges--elec_edge--variable_om_cost,edges--elec_edge--investment_cost,edges--elec_edge--ramp_up_fraction,edges--elec_edge--min_flow_fraction,edges--elec_edge--startup_cost,edges--fuel_edge--start_vertex,transforms--fuel_consumption,transforms--emission_rate,Note
ThermalPower,BR_DF_Nuclear_Large,BR_DF,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_DF,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_ES_Nuclear_Modular,BR_ES,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_ES,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_ES_Nuclear_Large,BR_ES,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_ES,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_GO_Nuclear_Modular,BR_GO,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_GO,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_GO_Nuclear_Large,BR_GO,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_GO,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_MA_Nuclear_Modular,BR_MA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_MA,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_MA_Nuclear_Large,BR_MA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_MA,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_MT_Nuclear_Modular,BR_MT,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_MT,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_MT_Nuclear_Large,BR_MT,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_MT,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_MS_Nuclear_Modular,BR_MS,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_MS,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_MS_Nuclear_Large,BR_MS,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_MS,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_MG_Nuclear_Modular,BR_MG,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_MG,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_MG_Nuclear_Large,BR_MG,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_MG,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PA_Nuclear_Modular,BR_PA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_PA,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PA_Nuclear_Large,BR_PA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_PA,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PB_Nuclear_Modular,BR_PB,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_PB,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PB_Nuclear_Large,BR_PB,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_PB,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PR_Nuclear_Modular,BR_PR,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_PR,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PR_Nuclear_Large,BR_PR,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_PR,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PE_Nuclear_Modular,BR_PE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_PE,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PE_Nuclear_Large,BR_PE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_PE,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PI_Nuclear_Modular,BR_PI,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_PI,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_PI_Nuclear_Large,BR_PI,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_PI,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RJ_Nuclear_Modular,BR_RJ,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_RJ,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RJ_Nuclear_Existing,BR_RJ,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,245905,2007,36,1003.5,0.25,elec_BR_RJ,7,0,0.25,0.5,1000,uranium_BR,3.076,0,"from 5-zone model, characteristics assumed to be similar to ""large"""
ThermalPower,BR_RJ_Nuclear_Large,BR_RJ,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_RJ,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RN_Nuclear_Modular,BR_RN,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_RN,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RN_Nuclear_Large,BR_RN,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_RN,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RS_Nuclear_Modular,BR_RS,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_RS,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RS_Nuclear_Large,BR_RS,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_RS,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RO_Nuclear_Modular,BR_RO,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_RO,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RO_Nuclear_Large,BR_RO,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_RO,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RR_Nuclear_Modular,BR_RR,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_RR,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_RR_Nuclear_Large,BR_RR,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_RR,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_SC_Nuclear_Modular,BR_SC,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_SC,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_SC_Nuclear_Large,BR_SC,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_SC,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_SP_Nuclear_Modular,BR_SP,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_SP,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_SP_Nuclear_Large,BR_SP,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_SP,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_SE_Nuclear_Modular,BR_SE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_SE,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_SE_Nuclear_Large,BR_SE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,204000,0,36,1000,0.25,elec_BR_SE,3.4,11836118,0.25,0.5,1000,uranium_BR,3.076,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
ThermalPower,BR_TO_Nuclear_Modular,BR_TO,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,FALSE,TRUE,TRUE,Uranium,FALSE,co2_emitted_BR,TRUE,CO2,FALSE,TRUE,Uranium,FALSE,36,50,0.08,20,216000,0,36,300,0.25,elec_BR_TO,2.8,12681127,0.25,0.5,1000,uranium_BR,2.691,0,"https://atb.nrel.gov/electricity/2024/nuclear, conservative"
