Time_Index,h2_BR_AC,h2_BR_AL,h2_BR_AP,h2_BR_AM,h2_BR_BA,h2_BR_CE,h2_BR_DF,h2_BR_ES,h2_BR_GO,h2_BR_MA,h2_BR_MT,h2_BR_MS,h2_BR_MG,h2_BR_PA,h2_BR_PB,h2_BR_PR,h2_BR_PE,h2_BR_PI,h2_BR_RJ,h2_BR_RN,h2_BR_RS,h2_BR_RO,h2_BR_RR,h2_BR_SC,h2_BR_SP,h2_BR_SE,h2_BR_TO
1017,94.98,241.72,958.24,48.12,2071.74,1211.76,264.7,1447.23,1495.68,774.02,7795.49,1229.23,1247.42,1818.28,364.19,937.04,265.74,3299.02,3434.16,272.35,327.69,49.79,3097.07,2736.34,223.22,12431.17,336.98
1018,100.84,256.37,1045.74,49.51,2244.16,1309.34,275.7,1583.24,1616.82,833.52,8521.49,1354.06,1368.34,1975.91,387.65,1004.47,281.73,3574.39,3697.33,288.44,354.07,52.28,3342.95,2983.75,238.75,13507.9,365.6
1019,89.91,227.76,1011.45,39.71,2125.12,1230.98,230.87,1541.87,1521.96,775.84,8280.77,1343.88,1342.62,1888.33,348.36,922.26,250.05,3387.0,3439.23,255.19,332.86,44.98,3133.18,2879.36,217.73,12906.73,347.83
1020,107.32,273.03,1091.97,53.85,2355.41,1376.6,297.34,1650.46,1699.36,878.39,8888.1,1404.9,1423.81,2069.29,411.82,1061.88,300.11,3750.99,3896.95,307.48,372.26,56.07,3517.22,3117.45,252.79,14146.95,383.3
1021,86.52,219.34,955.47,39.2,2016.9,1170.16,225.51,1454.31,1446.36,739.18,7814.26,1262.38,1264.31,1788.51,334.59,881.42,240.86,3214.04,3277.21,245.99,316.42,43.66,2980.5,2721.3,208.42,12224.87,329.77
1022,81.28,206.2,880.91,37.76,1868.51,1085.86,214.97,1338.77,1341.77,687.49,7197.01,1157.16,1161.91,1653.46,313.72,822.37,226.49,2977.12,3048.47,231.49,293.63,41.35,2767.73,2510.3,194.75,11302.45,305.18
1023,85.13,215.5,971.2,36.84,2033.4,1176.41,216.05,1482.16,1454.78,740.19,7957.25,1295.78,1292.18,1809.6,330.31,877.8,236.56,3241.12,3280.8,241.28,318.1,42.33,2992.73,2763.73,206.99,12368.01,333.08
1024,80.82,204.28,951.67,33.32,1977.0,1140.66,199.5,1455.95,1411.25,714.96,7810.39,1281.39,1272.71,1765.43,314.6,843.35,224.15,3152.0,3168.14,228.31,308.42,39.57,2898.4,2705.9,198.33,12065.33,324.41
1025,93.91,238.44,1002.5,44.5,2134.89,1242.36,251.33,1521.57,1534.79,788.06,8183.03,1310.47,1318.68,1885.93,361.99,945.08,261.95,3401.15,3494.8,267.89,335.95,48.1,3168.43,2857.97,224.09,12891.81,348.39
1026,77.73,196.57,907.22,32.5,1888.78,1090.59,193.41,1387.01,1349.12,684.31,7442.14,1218.45,1211.57,1685.05,302.31,808.42,215.71,3011.14,3032.48,219.8,294.9,38.23,2772.06,2580.14,190.25,11516.08,309.79
1027,94.51,241.07,900.23,50.85,1977.82,1162.93,273.43,1352.34,1434.12,748.17,7296.96,1131.17,1158.69,1723.99,360.54,914.41,265.18,3147.98,3321.01,272.33,314.5,50.63,2978.93,2575.3,218.85,11788.36,320.58
1028,87.85,225.9,658.46,57.25,1558.28,937.63,287.83,963.31,1151.75,621.72,5242.7,743.45,800.6,1316.97,328.98,789.75,249.07,2475.0,2765.18,257.62,253.6,50.73,2424.78,1899.87,192.45,9011.29,248.69
1029,126.36,326.23,819.27,89.48,2040.55,1245.89,438.12,1175.06,1526.67,841.42,6436.93,848.56,953.42,1689.59,468.76,1092.77,360.08,3236.53,3746.6,373.76,337.01,75.59,3240.96,2378.63,268.94,11566.28,322.36
1030,138.37,357.53,870.28,99.49,2192.33,1342.74,484.86,1242.51,1644.49,910.31,6816.77,882.81,1002.4,1807.22,512.4,1187.6,394.71,3476.25,4054.34,409.97,363.22,83.34,3497.25,2530.34,292.85,12372.7,345.58
1031,143.79,369.69,1086.14,93.23,2563.81,1541.48,469.56,1590.54,1893.74,1021.13,8653.52,1231.32,1323.42,2169.04,538.77,1295.53,407.56,4072.29,4541.27,421.48,416.93,82.86,3985.12,3132.92,315.52,14841.18,409.36
1032,135.79,348.48,1087.15,84.6,2517.65,1505.08,431.82,1603.25,1850.81,989.7,8702.66,1268.94,1345.01,2146.72,510.9,1244.17,383.99,4001.1,4399.42,396.48,407.07,76.99,3881.95,3128.78,301.74,14685.94,403.58
1033,100.06,255.66,908.4,56.34,2023.69,1195.26,297.9,1358.13,1472.84,773.59,7339.46,1120.43,1157.47,1753.65,380.14,952.96,281.37,3219.67,3435.25,289.41,323.25,54.52,3067.49,2602.7,228.93,11992.54,327.04
1034,80.18,204.0,813.34,40.37,1755.86,1026.49,222.61,1229.0,1267.1,655.24,6618.98,1045.34,1059.9,1542.04,307.6,792.52,224.26,2796.17,2907.01,229.79,277.58,41.94,2623.0,2322.2,188.71,10542.35,285.68
1035,69.71,176.82,759.14,32.18,1608.25,934.24,183.7,1154.16,1154.47,591.14,6203.77,998.68,1002.12,1423.92,269.2,706.56,194.21,2562.53,2621.16,198.45,252.62,35.38,2380.77,2163.01,167.26,9733.14,262.75
1036,62.77,159.01,705.73,27.74,1483.0,859.06,161.23,1075.78,1062.1,541.46,5777.54,937.52,936.7,1317.66,243.19,643.72,174.56,2363.55,2400.25,178.16,232.29,31.42,2186.57,2009.05,151.97,9006.2,242.72
1037,62.62,158.19,747.38,25.26,1547.55,891.85,152.69,1144.58,1103.64,558.1,6138.06,1010.14,1001.64,1383.92,244.11,656.83,173.53,2467.54,2472.81,176.65,241.15,30.45,2265.05,2124.33,154.28,9457.82,254.12
1038,61.69,155.72,749.98,24.12,1546.11,889.66,147.87,1150.14,1101.22,555.51,6165.14,1018.75,1007.98,1385.31,240.98,651.75,170.78,2465.64,2460.93,173.7,240.55,29.72,2257.94,2130.7,152.86,9466.95,254.14
1039,64.46,162.96,759.15,26.57,1577.04,909.9,159.14,1161.39,1125.75,570.32,6230.28,1022.15,1015.24,1408.27,250.95,672.75,178.81,2514.38,2527.24,182.12,246.04,31.56,2312.05,2158.48,158.21,9624.46,258.79
1040,66.15,167.56,748.18,29.0,1569.91,908.95,169.15,1141.02,1123.9,572.52,6127.03,995.64,994.01,1395.79,256.47,679.97,183.94,2502.2,2537.82,187.68,245.78,33.02,2313.1,2129.6,160.45,9540.01,257.03
1041,94.98,241.72,958.24,48.12,2071.74,1211.76,264.7,1447.23,1495.68,774.02,7795.49,1229.23,1247.42,1818.28,364.19,937.04,265.74,3299.02,3434.16,272.35,327.69,49.79,3097.07,2736.34,223.22,12431.17,336.98
1042,100.84,256.37,1045.74,49.51,2244.16,1309.34,275.7,1583.24,1616.82,833.52,8521.49,1354.06,1368.34,1975.91,387.65,1004.47,281.73,3574.39,3697.33,288.44,354.07,52.28,3342.95,2983.75,238.75,13507.9,365.6
1043,89.91,227.76,1011.45,39.71,2125.12,1230.98,230.87,1541.87,1521.96,775.84,8280.77,1343.88,1342.62,1888.33,348.36,922.26,250.05,3387.0,3439.23,255.19,332.86,44.98,3133.18,2879.36,217.73,12906.73,347.83
1044,107.32,273.03,1091.97,53.85,2355.41,1376.6,297.34,1650.46,1699.36,878.39,8888.1,1404.9,1423.81,2069.29,411.82,1061.88,300.11,3750.99,3896.95,307.48,372.26,56.07,3517.22,3117.45,252.79,14146.95,383.3
1045,86.52,219.34,955.47,39.2,2016.9,1170.16,225.51,1454.31,1446.36,739.18,7814.26,1262.38,1264.31,1788.51,334.59,881.42,240.86,3214.04,3277.21,245.99,316.42,43.66,2980.5,2721.3,208.42,12224.87,329.77
1046,81.28,206.2,880.91,37.76,1868.51,1085.86,214.97,1338.77,1341.77,687.49,7197.01,1157.16,1161.91,1653.46,313.72,822.37,226.49,2977.12,3048.47,231.49,293.63,41.35,2767.73,2510.3,194.75,11302.45,305.18
1047,85.13,215.5,971.2,36.84,2033.4,1176.41,216.05,1482.16,1454.78,740.19,7957.25,1295.78,1292.18,1809.6,330.31,877.8,236.56,3241.12,3280.8,241.28,318.1,42.33,2992.73,2763.73,206.99,12368.01,333.08
1048,80.82,204.28,951.67,33.32,1977.0,1140.66,199.5,1455.95,1411.25,714.96,7810.39,1281.39,1272.71,1765.43,314.6,843.35,224.15,3152.0,3168.14,228.31,308.42,39.57,2898.4,2705.9,198.33,12065.33,324.41
1049,93.91,238.44,1002.5,44.5,2134.89,1242.36,251.33,1521.57,1534.79,788.06,8183.03,1310.47,1318.68,1885.93,361.99,945.08,261.95,3401.15,3494.8,267.89,335.95,48.1,3168.43,2857.97,224.09,12891.81,348.39
1050,77.73,196.57,907.22,32.5,1888.78,1090.59,193.41,1387.01,1349.12,684.31,7442.14,1218.45,1211.57,1685.05,302.31,808.42,215.71,3011.14,3032.48,219.8,294.9,38.23,2772.06,2580.14,190.25,11516.08,309.79
1051,94.51,241.07,900.23,50.85,1977.82,1162.93,273.43,1352.34,1434.12,748.17,7296.96,1131.17,1158.69,1723.99,360.54,914.41,265.18,3147.98,3321.01,272.33,314.5,50.63,2978.93,2575.3,218.85,11788.36,320.58
1052,87.85,225.9,658.46,57.25,1558.28,937.63,287.83,963.31,1151.75,621.72,5242.7,743.45,800.6,1316.97,328.98,789.75,249.07,2475.0,2765.18,257.62,253.6,50.73,2424.78,1899.87,192.45,9011.29,248.69
1053,126.36,326.23,819.27,89.48,2040.55,1245.89,438.12,1175.06,1526.67,841.42,6436.93,848.56,953.42,1689.59,468.76,1092.77,360.08,3236.53,3746.6,373.76,337.01,75.59,3240.96,2378.63,268.94,11566.28,322.36
1054,138.37,357.53,870.28,99.49,2192.33,1342.74,484.86,1242.51,1644.49,910.31,6816.77,882.81,1002.4,1807.22,512.4,1187.6,394.71,3476.25,4054.34,409.97,363.22,83.34,3497.25,2530.34,292.85,12372.7,345.58
1055,143.79,369.69,1086.14,93.23,2563.81,1541.48,469.56,1590.54,1893.74,1021.13,8653.52,1231.32,1323.42,2169.04,538.77,1295.53,407.56,4072.29,4541.27,421.48,416.93,82.86,3985.12,3132.92,315.52,14841.18,409.36
1056,135.79,348.48,1087.15,84.6,2517.65,1505.08,431.82,1603.25,1850.81,989.7,8702.66,1268.94,1345.01,2146.72,510.9,1244.17,383.99,4001.1,4399.42,396.48,407.07,76.99,3881.95,3128.78,301.74,14685.94,403.58
1057,106.3,267.84,948.3,59.95,2096.56,1255.69,318.63,1323.23,1513.21,796.82,7393.12,1130.82,1208.25,1778.99,377.11,981.54,284.81,3294.67,3466.34,287.03,331.65,57.48,3375.69,2629.76,233.02,12489.36,334.53
1058,84.82,215.08,847.72,42.63,1825.57,1081.87,241.01,1197.91,1308.28,676.81,6675.57,1052.62,1102.48,1556.08,305.62,813.97,226.92,2869.68,2955.38,228.38,285.26,44.08,2881.14,2351.56,192.98,10984.25,292.99
1059,73.51,187.23,790.48,33.77,1675.73,986.61,200.77,1125.24,1195.68,611.7,6261.21,1004.37,1040.3,1432.34,267.78,724.33,196.46,2634.57,2677.5,197.53,259.88,37.11,2611.99,2193.17,171.57,10144.08,269.88
1060,66.09,168.72,734.56,29.0,1546.68,908.04,177.09,1048.92,1101.48,560.75,5832.8,942.39,971.57,1323.64,242.02,659.36,176.59,2431.87,2457.07,177.45,239.07,32.91,2397.69,2038.21,156.11,9387.5,249.48
1061,65.74,168.54,777.37,26.19,1616.86,944.25,169.4,1116.21,1147.4,578.84,6200.04,1014.44,1037.39,1386.71,243.19,671.69,175.49,2542.52,2541.38,176.2,248.39,31.83,2481.29,2157.27,158.91,9860.4,261.54
1062,64.71,166.13,779.9,24.94,1616.2,942.37,164.62,1121.67,1145.73,576.41,6228.41,1022.83,1043.5,1387.07,240.15,666.17,172.7,2541.61,2532.21,173.34,247.84,31.04,2472.78,2164.37,157.56,9870.64,261.65
1063,67.72,173.47,789.73,27.62,1647.04,963.0,176.13,1132.56,1169.75,591.3,6292.48,1026.71,1051.81,1411.92,249.96,688.24,180.85,2589.93,2595.0,181.6,253.38,33.01,2533.33,2191.5,162.85,10033.81,266.24
1064,69.65,177.87,778.7,30.29,1637.62,960.92,185.94,1112.55,1165.85,593.0,6185.93,1000.69,1030.86,1401.76,255.27,696.38,186.06,2574.9,2598.85,186.97,252.98,34.59,2536.16,2160.69,164.86,9944.2,264.22
1065,100.48,254.76,998.81,50.84,2153.62,1276.93,286.37,1410.58,1543.92,799.39,7861.62,1237.91,1297.75,1835.33,361.84,962.56,268.89,3385.27,3490.06,270.64,336.72,52.34,3402.17,2770.61,228.22,12951.97,345.53
1066,106.56,270.62,1089.6,52.18,2334.87,1380.86,299.3,1543.3,1670.98,861.44,8596.23,1362.94,1422.42,1991.95,385.3,1031.07,285.06,3670.41,3764.43,286.8,363.98,54.91,3670.61,3022.7,244.37,14075.42,375.14
1067,94.67,241.68,1052.78,41.51,2216.47,1301.17,253.57,1503.39,1578.39,803.48,8359.98,1350.83,1392.57,1896.85,346.7,944.66,252.93,3484.96,3520.76,254.18,342.58,47.13,3435.66,2921.16,223.66,13453.22,357.53
1068,113.5,287.89,1138.06,56.86,2449.14,1450.98,322.02,1608.73,1754.83,907.37,8964.28,1414.6,1480.89,2087.87,409.21,1090.56,303.67,3849.91,3962.59,305.61,382.58,58.93,3863.18,3157.0,258.53,14740.21,393.12
1069,91.17,232.46,994.72,41.07,2102.43,1236.27,246.98,1417.93,1498.84,765.14,7887.65,1269.28,1311.99,1798.01,332.89,903.26,243.65,3305.51,3350.75,244.92,325.58,45.76,3269.19,2759.95,213.9,12741.69,338.84
1070,85.71,218.28,917.34,39.63,1946.64,1146.6,234.79,1305.21,1389.35,711.32,7263.34,1163.84,1206.33,1663.61,312.05,843.17,229.14,3060.47,3113.05,230.39,302.04,43.37,3036.74,2545.09,199.72,11779.45,313.45
1071,89.57,228.91,1010.71,38.45,2121.67,1243.96,237.82,1445.22,1509.63,766.83,8034.34,1302.19,1339.79,1816.66,328.82,898.77,239.28,3336.01,3361.67,240.41,327.44,44.31,3280.87,2804.52,212.75,12892.62,342.46
1072,84.9,217.47,990.01,34.62,2064.72,1207.2,220.79,1419.8,1466.4,741.27,7888.31,1287.11,1318.57,1769.96,313.35,862.76,226.7,3246.74,3253.06,227.65,317.63,41.38,3175.8,2747.28,204.13,12578.51,333.76
1073,99.11,252.17,1044.14,46.78,2223.12,1311.28,273.91,1483.33,1588.18,815.04,8257.15,1318.36,1369.68,1898.77,359.97,969.37,265.01,3495.01,3565.16,266.53,345.5,50.48,3477.28,2896.81,229.66,13435.0,357.69
1074,81.7,209.11,943.87,33.81,1972.06,1153.94,213.72,1352.53,1401.32,709.32,7515.79,1224.06,1255.47,1690.0,301.06,827.22,218.17,3100.96,3112.0,219.12,303.66,39.99,3037.83,2619.21,195.76,12005.5,318.66
1075,100.21,253.22,939.1,53.96,2052.25,1223.45,293.89,1317.83,1476.6,771.56,7354.33,1140.46,1207.58,1744.86,357.91,940.7,268.38,3225.44,3361.98,270.32,322.9,53.31,3275.55,2604.61,223.19,12279.32,328.29
1076,93.93,234.46,689.6,61.45,1603.85,979.35,303.11,937.75,1172.8,637.3,5267.64,754.28,842.12,1349.39,325.54,817.2,252.21,2519.06,2754.27,254.72,259.44,53.69,2677.27,1911.16,194.43,9376.13,253.15
1077,135.67,336.59,860.49,96.5,2089.14,1295.48,457.45,1142.96,1543.71,859.39,6452.45,865.7,1010.28,1745.57,463.12,1134.41,364.73,3279.87,3695.82,368.84,343.97,80.17,3587.41,2383.43,270.33,12025.51,326.85
1078,148.68,368.45,914.66,107.37,2241.98,1394.85,505.45,1208.31,1660.36,929.07,6829.48,901.9,1064.07,1870.46,506.08,1233.65,399.81,3519.54,3991.34,404.43,370.54,88.4,3873.13,2533.15,294.06,12861.58,350.07
1079,153.73,383.82,1137.35,100.06,2639.47,1610.44,494.76,1548.38,1929.03,1046.92,8695.7,1248.94,1391.52,2221.49,533.2,1340.31,412.7,4145.73,4525.7,416.77,426.56,87.67,4399.47,3152.13,318.87,15442.59,416.8
1080,144.89,362.78,1137.23,90.61,2597.25,1575.22,456.9,1561.19,1890.5,1016.17,8752.23,1284.82,1410.69,2191.77,505.98,1285.43,388.78,4080.12,4401.58,392.39,416.84,81.37,4281.24,3152.42,305.62,15285.44,411.53
1081,106.3,267.84,948.3,59.95,2096.56,1255.69,318.63,1323.23,1513.21,796.82,7393.12,1130.82,1208.25,1778.99,377.11,981.54,284.81,3294.67,3466.34,287.03,331.65,57.48,3375.69,2629.76,233.02,12489.36,334.53
1082,84.82,215.08,847.72,42.63,1825.57,1081.87,241.01,1197.91,1308.28,676.81,6675.57,1052.62,1102.48,1556.08,305.62,813.97,226.92,2869.68,2955.38,228.38,285.26,44.08,2881.14,2351.56,192.98,10984.25,292.99
1083,73.51,187.23,790.48,33.77,1675.73,986.61,200.77,1125.24,1195.68,611.7,6261.21,1004.37,1040.3,1432.34,267.78,724.33,196.46,2634.57,2677.5,197.53,259.88,37.11,2611.99,2193.17,171.57,10144.08,269.88
1084,66.09,168.72,734.56,29.0,1546.68,908.04,177.09,1048.92,1101.48,560.75,5832.8,942.39,971.57,1323.64,242.02,659.36,176.59,2431.87,2457.07,177.45,239.07,32.91,2397.69,2038.21,156.11,9387.5,249.48
1085,65.74,168.54,777.37,26.19,1616.86,944.25,169.4,1116.21,1147.4,578.84,6200.04,1014.44,1037.39,1386.71,243.19,671.69,175.49,2542.52,2541.38,176.2,248.39,31.83,2481.29,2157.27,158.91,9860.4,261.54
1086,64.71,166.13,779.9,24.94,1616.2,942.37,164.62,1121.67,1145.73,576.41,6228.41,1022.83,1043.5,1387.07,240.15,666.17,172.7,2541.61,2532.21,173.34,247.84,31.04,2472.78,2164.37,157.56,9870.64,261.65
1087,67.72,173.47,789.73,27.62,1647.04,963.0,176.13,1132.56,1169.75,591.3,6292.48,1026.71,1051.81,1411.92,249.96,688.24,180.85,2589.93,2595.0,181.6,253.38,33.01,2533.33,2191.5,162.85,10033.81,266.24
1088,69.65,177.87,778.7,30.29,1637.62,960.92,185.94,1112.55,1165.85,593.0,6185.93,1000.69,1030.86,1401.76,255.27,696.38,186.06,2574.9,2598.85,186.97,252.98,34.59,2536.16,2160.69,164.86,9944.2,264.22
1089,100.48,254.76,998.81,50.84,2153.62,1276.93,286.37,1410.58,1543.92,799.39,7861.62,1237.91,1297.75,1835.33,361.84,962.56,268.89,3385.27,3490.06,270.64,336.72,52.34,3402.17,2770.61,228.22,12951.97,345.53
1090,106.56,270.62,1089.6,52.18,2334.87,1380.86,299.3,1543.3,1670.98,861.44,8596.23,1362.94,1422.42,1991.95,385.3,1031.07,285.06,3670.41,3764.43,286.8,363.98,54.91,3670.61,3022.7,244.37,14075.42,375.14
1091,94.67,241.68,1052.78,41.51,2216.47,1301.17,253.57,1503.39,1578.39,803.48,8359.98,1350.83,1392.57,1896.85,346.7,944.66,252.93,3484.96,3520.76,254.18,342.58,47.13,3435.66,2921.16,223.66,13453.22,357.53
1092,113.5,287.89,1138.06,56.86,2449.14,1450.98,322.02,1608.73,1754.83,907.37,8964.28,1414.6,1480.89,2087.87,409.21,1090.56,303.67,3849.91,3962.59,305.61,382.58,58.93,3863.18,3157.0,258.53,14740.21,393.12
1093,91.17,232.46,994.72,41.07,2102.43,1236.27,246.98,1417.93,1498.84,765.14,7887.65,1269.28,1311.99,1798.01,332.89,903.26,243.65,3305.51,3350.75,244.92,325.58,45.76,3269.19,2759.95,213.9,12741.69,338.84
1094,85.71,218.28,917.34,39.63,1946.64,1146.6,234.79,1305.21,1389.35,711.32,7263.34,1163.84,1206.33,1663.61,312.05,843.17,229.14,3060.47,3113.05,230.39,302.04,43.37,3036.74,2545.09,199.72,11779.45,313.45
1095,89.57,228.91,1010.71,38.45,2121.67,1243.96,237.82,1445.22,1509.63,766.83,8034.34,1302.19,1339.79,1816.66,328.82,898.77,239.28,3336.01,3361.67,240.41,327.44,44.31,3280.87,2804.52,212.75,12892.62,342.46
1096,84.9,217.47,990.01,34.62,2064.72,1207.2,220.79,1419.8,1466.4,741.27,7888.31,1287.11,1318.57,1769.96,313.35,862.76,226.7,3246.74,3253.06,227.65,317.63,41.38,3175.8,2747.28,204.13,12578.51,333.76
1097,99.11,252.17,1044.14,46.78,2223.12,1311.28,273.91,1483.33,1588.18,815.04,8257.15,1318.36,1369.68,1898.77,359.97,969.37,265.01,3495.01,3565.16,266.53,345.5,50.48,3477.28,2896.81,229.66,13435.0,357.69
1098,81.7,209.11,943.87,33.81,1972.06,1153.94,213.72,1352.53,1401.32,709.32,7515.79,1224.06,1255.47,1690.0,301.06,827.22,218.17,3100.96,3112.0,219.12,303.66,39.99,3037.83,2619.21,195.76,12005.5,318.66
1099,100.21,253.22,939.1,53.96,2052.25,1223.45,293.89,1317.83,1476.6,771.56,7354.33,1140.46,1207.58,1744.86,357.91,940.7,268.38,3225.44,3361.98,270.32,322.9,53.31,3275.55,2604.61,223.19,12279.32,328.29
1100,93.93,234.46,689.6,61.45,1603.85,979.35,303.11,937.75,1172.8,637.3,5267.64,754.28,842.12,1349.39,325.54,817.2,252.21,2519.06,2754.27,254.72,259.44,53.69,2677.27,1911.16,194.43,9376.13,253.15
1101,135.67,336.59,860.49,96.5,2089.14,1295.48,457.45,1142.96,1543.71,859.39,6452.45,865.7,1010.28,1745.57,463.12,1134.41,364.73,3279.87,3695.82,368.84,343.97,80.17,3587.41,2383.43,270.33,12025.51,326.85
1102,148.68,368.45,914.66,107.37,2241.98,1394.85,505.45,1208.31,1660.36,929.07,6829.48,901.9,1064.07,1870.46,506.08,1233.65,399.81,3519.54,3991.34,404.43,370.54,88.4,3873.13,2533.15,294.06,12861.58,350.07
1103,153.73,383.82,1137.35,100.06,2639.47,1610.44,494.76,1548.38,1929.03,1046.92,8695.7,1248.94,1391.52,2221.49,533.2,1340.31,412.7,4145.73,4525.7,416.77,426.56,87.67,4399.47,3152.13,318.87,15442.59,416.8
1104,144.89,362.78,1137.23,90.61,2597.25,1575.22,456.9,1561.19,1890.5,1016.17,8752.23,1284.82,1410.69,2191.77,505.98,1285.43,388.78,4080.12,4401.58,392.39,416.84,81.37,4281.24,3152.42,305.62,15285.44,411.53
1105,106.3,267.84,948.3,59.95,2096.56,1255.69,318.63,1323.23,1513.21,796.82,7393.12,1130.82,1208.25,1778.99,377.11,981.54,284.81,3294.67,3466.34,287.03,331.65,57.48,3375.69,2629.76,233.02,12489.36,334.53
1106,84.82,215.08,847.72,42.63,1825.57,1081.87,241.01,1197.91,1308.28,676.81,6675.57,1052.62,1102.48,1556.08,305.62,813.97,226.92,2869.68,2955.38,228.38,285.26,44.08,2881.14,2351.56,192.98,10984.25,292.99
1107,73.51,187.23,790.48,33.77,1675.73,986.61,200.77,1125.24,1195.68,611.7,6261.21,1004.37,1040.3,1432.34,267.78,724.33,196.46,2634.57,2677.5,197.53,259.88,37.11,2611.99,2193.17,171.57,10144.08,269.88
1108,66.09,168.72,734.56,29.0,1546.68,908.04,177.09,1048.92,1101.48,560.75,5832.8,942.39,971.57,1323.64,242.02,659.36,176.59,2431.87,2457.07,177.45,239.07,32.91,2397.69,2038.21,156.11,9387.5,249.48
1109,65.74,168.54,777.37,26.19,1616.86,944.25,169.4,1116.21,1147.4,578.84,6200.04,1014.44,1037.39,1386.71,243.19,671.69,175.49,2542.52,2541.38,176.2,248.39,31.83,2481.29,2157.27,158.91,9860.4,261.54
1110,64.71,166.13,779.9,24.94,1616.2,942.37,164.62,1121.67,1145.73,576.41,6228.41,1022.83,1043.5,1387.07,240.15,666.17,172.7,2541.61,2532.21,173.34,247.84,31.04,2472.78,2164.37,157.56,9870.64,261.65
1111,67.72,173.47,789.73,27.62,1647.04,963.0,176.13,1132.56,1169.75,591.3,6292.48,1026.71,1051.81,1411.92,249.96,688.24,180.85,2589.93,2595.0,181.6,253.38,33.01,2533.33,2191.5,162.85,10033.81,266.24
1112,69.65,177.87,778.7,30.29,1637.62,960.92,185.94,1112.55,1165.85,593.0,6185.93,1000.69,1030.86,1401.76,255.27,696.38,186.06,2574.9,2598.85,186.97,252.98,34.59,2536.16,2160.69,164.86,9944.2,264.22
1113,100.48,254.76,998.81,50.84,2153.62,1276.93,286.37,1410.58,1543.92,799.39,7861.62,1237.91,1297.75,1835.33,361.84,962.56,268.89,3385.27,3490.06,270.64,336.72,52.34,3402.17,2770.61,228.22,12951.97,345.53
1114,106.56,270.62,1089.6,52.18,2334.87,1380.86,299.3,1543.3,1670.98,861.44,8596.23,1362.94,1422.42,1991.95,385.3,1031.07,285.06,3670.41,3764.43,286.8,363.98,54.91,3670.61,3022.7,244.37,14075.42,375.14
1115,94.67,241.68,1052.78,41.51,2216.47,1301.17,253.57,1503.39,1578.39,803.48,8359.98,1350.83,1392.57,1896.85,346.7,944.66,252.93,3484.96,3520.76,254.18,342.58,47.13,3435.66,2921.16,223.66,13453.22,357.53
1116,113.5,287.89,1138.06,56.86,2449.14,1450.98,322.02,1608.73,1754.83,907.37,8964.28,1414.6,1480.89,2087.87,409.21,1090.56,303.67,3849.91,3962.59,305.61,382.58,58.93,3863.18,3157.0,258.53,14740.21,393.12
1117,91.17,232.46,994.72,41.07,2102.43,1236.27,246.98,1417.93,1498.84,765.14,7887.65,1269.28,1311.99,1798.01,332.89,903.26,243.65,3305.51,3350.75,244.92,325.58,45.76,3269.19,2759.95,213.9,12741.69,338.84
1118,85.71,218.28,917.34,39.63,1946.64,1146.6,234.79,1305.21,1389.35,711.32,7263.34,1163.84,1206.33,1663.61,312.05,843.17,229.14,3060.47,3113.05,230.39,302.04,43.37,3036.74,2545.09,199.72,11779.45,313.45
1119,89.57,228.91,1010.71,38.45,2121.67,1243.96,237.82,1445.22,1509.63,766.83,8034.34,1302.19,1339.79,1816.66,328.82,898.77,239.28,3336.01,3361.67,240.41,327.44,44.31,3280.87,2804.52,212.75,12892.62,342.46
1120,84.9,217.47,990.01,34.62,2064.72,1207.2,220.79,1419.8,1466.4,741.27,7888.31,1287.11,1318.57,1769.96,313.35,862.76,226.7,3246.74,3253.06,227.65,317.63,41.38,3175.8,2747.28,204.13,12578.51,333.76
1121,99.11,252.17,1044.14,46.78,2223.12,1311.28,273.91,1483.33,1588.18,815.04,8257.15,1318.36,1369.68,1898.77,359.97,969.37,265.01,3495.01,3565.16,266.53,345.5,50.48,3477.28,2896.81,229.66,13435.0,357.69
1122,81.7,209.11,943.87,33.81,1972.06,1153.94,213.72,1352.53,1401.32,709.32,7515.79,1224.06,1255.47,1690.0,301.06,827.22,218.17,3100.96,3112.0,219.12,303.66,39.99,3037.83,2619.21,195.76,12005.5,318.66
1123,100.21,253.22,939.1,53.96,2052.25,1223.45,293.89,1317.83,1476.6,771.56,7354.33,1140.46,1207.58,1744.86,357.91,940.7,268.38,3225.44,3361.98,270.32,322.9,53.31,3275.55,2604.61,223.19,12279.32,328.29
1124,93.93,234.46,689.6,61.45,1603.85,979.35,303.11,937.75,1172.8,637.3,5267.64,754.28,842.12,1349.39,325.54,817.2,252.21,2519.06,2754.27,254.72,259.44,53.69,2677.27,1911.16,194.43,9376.13,253.15
1125,135.67,336.59,860.49,96.5,2089.14,1295.48,457.45,1142.96,1543.71,859.39,6452.45,865.7,1010.28,1745.57,463.12,1134.41,364.73,3279.87,3695.82,368.84,343.97,80.17,3587.41,2383.43,270.33,12025.51,326.85
1126,148.68,368.45,914.66,107.37,2241.98,1394.85,505.45,1208.31,1660.36,929.07,6829.48,901.9,1064.07,1870.46,506.08,1233.65,399.81,3519.54,3991.34,404.43,370.54,88.4,3873.13,2533.15,294.06,12861.58,350.07
