time_index,BR_AC_Wind_Onshore_Class1,BR_AC_Wind_Onshore_Class3,BR_AL_Wind_Onshore_Class1,BR_AM_Wind_Onshore_Class3,BR_AP_Wind_Onshore_Class1,BR_AP_Wind_Onshore_Class3,BR_BA_Wind_Onshore_Class0,BR_BA_Wind_Onshore_Class1,BR_BA_Wind_Onshore_Class3,BR_CE_Wind_Onshore_Class0,BR_CE_Wind_Onshore_Class1,BR_CE_Wind_Onshore_Class3,BR_ES_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class0,BR_GO_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class2,BR_GO_Wind_Onshore_Class3,BR_MA_Wind_Onshore_Class0,BR_MA_Wind_Onshore_Class1,BR_MA_Wind_Onshore_Class3,BR_MG_Wind_Onshore_Class0,BR_MG_Wind_Onshore_Class1,BR_MG_Wind_Onshore_Class3,BR_MS_Wind_Onshore_Class0,BR_MS_Wind_Onshore_Class1,BR_MS_Wind_Onshore_Class2,BR_MS_Wind_Onshore_Class3,BR_MT_Wind_Onshore_Class0,BR_MT_Wind_Onshore_Class1,BR_MT_Wind_Onshore_Class2,BR_MT_Wind_Onshore_Class3,BR_PA_Wind_Onshore_Class0,BR_PA_Wind_Onshore_Class1,BR_PA_Wind_Onshore_Class2,BR_PA_Wind_Onshore_Class3,BR_PB_Wind_Onshore_Class0,BR_PB_Wind_Onshore_Class1,BR_PB_Wind_Onshore_Class3,BR_PE_Wind_Onshore_Class0,BR_PE_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class0,BR_PI_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class3,BR_PR_Wind_Onshore_Class0,BR_PR_Wind_Onshore_Class1,BR_PR_Wind_Onshore_Class3,BR_RJ_Wind_Onshore_Class0,BR_RJ_Wind_Onshore_Class1,BR_RN_Wind_Onshore_Class0,BR_RN_Wind_Onshore_Class1,BR_RO_Wind_Onshore_Class0,BR_RO_Wind_Onshore_Class2,BR_RO_Wind_Onshore_Class3,BR_RR_Wind_Onshore_Class2,BR_RS_Wind_Onshore_Class0,BR_RS_Wind_Onshore_Class1,BR_SC_Wind_Onshore_Class1,BR_SE_Wind_Onshore_Class1,BR_SP_Wind_Onshore_Class0,BR_SP_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class0,BR_TO_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class2,BR_TO_Wind_Onshore_Class3
638,0.0,0.002231884,0.101937681,0.043228986,0.0,0.0,0.061075816,0.037393412,0.00937971,0.10349372,0.084207971,0.097596135,0.002637681,4.51e-5,0.008969772,0.0,0.005012681,0.010951812,0.035706484,0.011364024,6.63e-5,0.0,0.000299008,0.007304969,0.013701953,0.06172029,0.0,0.0,0.0,1.56e-5,0.0,0.004162319,0.0,0.002976312,0.006729147,0.100830435,0.263364734,0.075715942,0.231146584,0.216281884,0.12470799,0.035261984,0.029063768,0.049320422,0.007607867,0.018562319,0.0,0.0,0.111489855,0.398476329,0.0,0.0,0.002067966,0.002169772,0.163145367,0.118454493,0.008707246,0.070173913,0.000685741,0.0111052,0.016898024,0.0,0.001332298,0.008382029
639,0.0,0.0,0.117526087,0.032162319,0.0,0.0,0.054506792,0.041736759,0.008885507,0.084841224,0.076280918,0.074624155,0.0,6.76e-5,0.001251819,0.0,0.002938768,0.026745652,0.028640732,0.013373231,0.000178054,0.0,0.000138825,0.016220704,0.017275362,0.030168116,0.0,0.000742029,0.0,0.000677815,0.0,0.004544928,0.000492754,0.00183908,0.005336071,0.067489855,0.213747826,0.043228986,0.217396273,0.200028261,0.08301375,0.02012709,0.019728116,0.026907246,0.006245963,0.0,0.0,0.012057971,0.075142029,0.371333816,0.0,0.0,0.000104948,0.025995031,0.142891524,0.100782995,0.012150725,0.084342029,0.004820757,0.004332822,0.009906192,0.000798068,0.002882816,0.007625507
640,0.0,0.0,0.12332029,0.036492754,0.0,0.009130435,0.036762982,0.039695125,0.00279372,0.063694042,0.064465217,0.044330435,0.0,0.000586151,0.0,0.0,0.000367754,0.032213043,0.021355606,0.011326002,0.001382904,0.0,0.0,0.02850559,0.02331695,0.037351449,0.0,0.001961427,0.00115661,0.000466146,0.0,0.007315942,0.001594203,0.001805897,0.005148953,0.044818841,0.174579227,0.023918841,0.17847205,0.199315217,0.049401858,0.010098997,0.012296812,0.018953623,0.004554451,0.0,0.0,0.049484058,0.042747826,0.303921256,0.0,0.0,0.0,0.022647619,0.110793149,0.074193237,0.025944928,0.095880193,0.011338195,0.004266326,0.005255336,0.000649275,0.005801656,0.002986087
641,0.0,0.0,0.130557971,0.035049275,0.0,0.019710145,0.024279448,0.035339394,0.0,0.049118841,0.05461715,0.033816425,0.0,5.64e-5,0.0,0.0,0.0,0.02677029,0.013429443,0.009152089,0.001480864,0.0,0.0,0.035034369,0.036166226,0.069184058,0.0,0.001169454,0.002363109,0.000878038,0.000339324,0.009472464,0.0,0.000930335,0.003956039,0.034410145,0.135616425,0.014736232,0.148064182,0.206202174,0.031586919,0.003720847,0.006936232,0.024208959,0.012569772,0.0,0.0,0.074568116,0.02124058,0.258396618,0.0,0.0,0.0,0.00857971,0.097721915,0.069529275,0.025223188,0.102721739,0.020170921,0.012163342,0.007000791,0.000825121,0.006820083,0.0
642,0.0,0.0,0.14824058,0.024684058,0.001014493,0.00426087,0.020464327,0.038490909,0.00047343,0.040780032,0.046580918,0.027839614,0.0,0.0,1.66e-5,0.0,0.0,0.017805435,0.008272464,0.005775107,0.000797752,0.0,0.0,0.050498758,0.051366478,0.084241304,0.0,0.001675139,0.00640527,0.001867856,0.00198856,0.004602899,8.7e-5,0.000132934,0.001598873,0.028333333,0.129928502,0.002028986,0.13397764,0.215738406,0.024059755,0.001410925,0.003747246,0.029747299,0.022217391,0.0,0.0,0.074568116,0.010910145,0.230087923,0.0,0.0,0.0,0.00026087,0.095190865,0.109591498,0.034414493,0.12492657,0.03593511,0.029212276,0.007046113,0.000311111,0.007642029,0.0
643,0.0,0.0,0.161650725,0.020857971,0.027913043,0.0,0.019916536,0.047237418,0.001897585,0.033975523,0.036946377,0.02097971,0.0,0.000495974,0.000169772,0.0,0.0,0.009751449,0.005061785,0.002494629,0.000482816,0.0,0.0,0.06544058,0.056429616,0.072784058,0.012533333,0.006516834,0.015475977,0.000642735,0.003365256,0.000355072,0.006038095,0.0,0.000876329,0.024466667,0.142332367,0.0,0.12315735,0.198423913,0.018333408,0.000983278,0.001095652,0.045716996,0.029686542,0.0,0.0,0.053333333,0.013588406,0.198156039,0.0,0.0,0.0,0.0,0.107406939,0.145964058,0.028675362,0.144799034,0.053179243,0.060446377,0.005083531,0.000162319,0.00787764,0.0
644,0.0,0.0,0.178286957,0.004666667,0.064452174,0.015884058,0.023247145,0.063803689,0.005954589,0.035668277,0.033577536,0.021924638,0.016457971,0.002035749,0.000343685,0.0,0.0,0.00813587,0.006339893,0.002665303,0.001401834,0.0,0.0,0.080422774,0.074100693,0.082168841,0.011313043,0.00508495,0.026197804,9.88e-5,0.004407498,0.0,0.013321739,0.0,0.0,0.028217391,0.190011594,0.0,0.129335404,0.194333333,0.018316016,0.000686734,0.001014493,0.061134124,0.052496066,0.004463768,0.0,0.005884058,0.008927536,0.170000966,0.0,0.0,0.0,0.000405797,0.127805534,0.171796329,0.014878261,0.160622222,0.079268817,0.092089685,0.003941502,0.000311111,0.011336025,0.0
645,0.0,0.005214493,0.181162319,0.0,0.014353623,0.125565217,0.039117583,0.104094862,0.015294203,0.042251852,0.062985749,0.024475362,0.123037681,0.005287279,0.001899438,0.0,0.001594565,0.006144203,0.02160122,0.003801705,0.005781485,0.002249855,0.000893364,0.10329234,0.077630372,0.150636957,0.043950725,0.024093645,0.050555468,0.00342683,0.006900019,0.0,0.011657143,0.0,0.000366345,0.045162319,0.192362319,0.0,0.158665424,0.205022464,0.019569082,0.016487402,0.002412754,0.086503821,0.093289855,0.057350725,0.092550725,0.0,0.0,0.150239614,0.001623188,0.0,0.001673163,0.002935818,0.123818182,0.17107942,0.075376812,0.161998068,0.110923609,0.100264962,0.000645586,0.001785507,0.01120352,0.001564058
646,0.000710145,0.001724638,0.18455942,0.0,0.005376812,0.120486957,0.070553937,0.153559157,0.022921256,0.069373269,0.106135749,0.039880193,0.247344928,0.014697262,0.009076723,0.0,0.004643841,0.009284058,0.015528604,0.008846888,0.018663591,0.011291594,0.011751335,0.120567909,0.089925394,0.1811,0.214405797,0.044545373,0.095002196,0.008154887,0.013140174,0.001217391,0.011185093,0.001177211,0.005041224,0.102365217,0.187524638,0.0,0.218720083,0.241106522,0.028521145,0.045120624,0.017393043,0.134469302,0.134424431,0.088342029,0.145031884,0.0,0.0,0.163477778,0.007472464,0.00047343,0.001737331,0.008237681,0.12198296,0.202286763,0.211678261,0.157917874,0.134331744,0.132743052,0.009796047,0.010068792,0.018824224,0.011976812
647,0.002028986,0.0,0.133446377,0.0,0.003753623,0.036492754,0.102460276,0.184694598,0.035591304,0.126617069,0.167264493,0.093607729,0.214857971,0.023954911,0.028891925,0.000405797,0.006640942,0.02514058,0.021190542,0.025167945,0.030041763,0.03547285,0.024401526,0.155501863,0.094180718,0.21782029,0.263895652,0.042649721,0.178653316,0.012688369,0.02648201,0.017352174,0.056475362,0.001616992,0.013766506,0.177821739,0.153045894,0.020857971,0.261168944,0.152631884,0.067000223,0.043795764,0.034209275,0.274676943,0.236643892,0.098162319,0.080307246,0.0,0.132336232,0.184729952,0.007203478,0.007080193,0.004589105,0.02086294,0.142684409,0.244904348,0.272811594,0.11265314,0.179782702,0.222547656,0.013355468,0.016141063,0.019389027,0.018270145
648,0.017765217,0.0,0.133308696,0.0,0.008889855,0.025449275,0.122848053,0.191292227,0.039764734,0.13543124,0.186241787,0.095209662,0.193405797,0.033698551,0.051604851,0.010560386,0.010212319,0.033428986,0.035140809,0.031139471,0.0367664,0.037457391,0.027146606,0.164282402,0.105165721,0.197089855,0.084289855,0.048297436,0.216403689,0.015086436,0.046354164,0.009472464,0.065498965,0.003903648,0.01590789,0.189934783,0.162098551,0.020475362,0.304361077,0.146189855,0.076687179,0.054655072,0.046364638,0.296483004,0.265876605,0.102371014,0.025066667,0.0,0.155188406,0.161431884,0.014209855,0.062085024,0.023953823,0.02799089,0.148046728,0.225082126,0.338901449,0.098994203,0.148518186,0.16360682,0.011345982,0.038372174,0.017402277,0.022663188
649,0.003144928,0.0,0.113369565,0.000811594,0.037695652,0.033605797,0.130036948,0.170616074,0.048292754,0.154617069,0.185525604,0.124915942,0.176666667,0.061706924,0.072036557,0.022492754,0.02460471,0.042351087,0.053904805,0.047011424,0.046308903,0.036393623,0.021496873,0.175984886,0.114321865,0.102218116,0.082646377,0.067628986,0.215281511,0.019009885,0.064167575,0.00954058,0.075621532,0.006168316,0.026501449,0.154798551,0.156319807,0.088342029,0.320317598,0.115284058,0.083263174,0.069198216,0.051072464,0.316720685,0.299814907,0.146724638,0.0,0.0,0.141646377,0.137004831,0.10424,0.149843478,0.052815992,0.015311801,0.157520949,0.183784348,0.25582029,0.081758454,0.12744647,0.128853197,0.010934387,0.046444444,0.020237474,0.016798841
650,0.019518841,0.005224638,0.081737681,0.014736232,0.042026087,0.056202899,0.119916606,0.131865876,0.04675942,0.15369533,0.151557005,0.120241546,0.169982609,0.087705636,0.070354215,0.034313043,0.040877536,0.049737681,0.060047292,0.053747997,0.055636912,0.034449855,0.0147582,0.165240787,0.115186137,0.05622971,0.100017391,0.089892085,0.18741906,0.025179041,0.082027749,0.029201449,0.079619876,0.012815992,0.044308535,0.097572464,0.134061353,0.132336232,0.310065424,0.062789855,0.091189892,0.080264883,0.041766377,0.323617391,0.373273706,0.256944928,0.0,0.0,0.10657971,0.137451208,0.161755362,0.216614493,0.099971414,0.022951553,0.15220448,0.161019903,0.214826087,0.063639614,0.110031791,0.098808525,0.007139394,0.043034976,0.019217184,0.011227826
651,0.069402899,0.042691304,0.053647826,0.027362319,0.032136232,0.068255072,0.109769233,0.099199736,0.037772947,0.139035105,0.116603865,0.106457971,0.157455072,0.070517874,0.059602958,0.049984541,0.067447101,0.065072464,0.062863463,0.057197442,0.056881633,0.032411594,0.015688177,0.152336025,0.124312035,0.047168116,0.092289855,0.108422297,0.147908476,0.030626533,0.103470454,0.057223188,0.064120083,0.0158007,0.0548438,0.073028986,0.111884541,0.150110145,0.282028157,0.043955797,0.096991602,0.077002899,0.034092754,0.299752569,0.394246791,0.182753623,0.0,0.0,0.045153623,0.156881159,0.224093913,0.178382609,0.130542329,0.040799172,0.12905314,0.136789952,0.224556522,0.050066667,0.120067882,0.066757715,0.007499341,0.033742222,0.01529234,0.011052754
652,0.062507246,0.0469,0.025202899,0.011675362,0.012715942,0.079733333,0.093656295,0.074400527,0.027168116,0.123519485,0.093948792,0.075292754,0.14486087,0.048292754,0.045427033,0.053799034,0.073856522,0.072610507,0.057150572,0.061660017,0.052475007,0.027342029,0.020604729,0.153267702,0.135845873,0.064562319,0.083971014,0.133069788,0.124563549,0.029188554,0.114884019,0.083373913,0.043395445,0.017066667,0.05980789,0.058255072,0.102519807,0.161449275,0.23892795,0.03168913,0.094570346,0.07188272,0.030107826,0.233628458,0.30629234,0.183768116,0.002028986,0.0,0.008927536,0.159584541,0.256184348,0.16527343,0.129844278,0.044517598,0.108302855,0.108243092,0.210298551,0.029912077,0.144619168,0.062255413,0.006597628,0.03621372,0.014537681,0.013453333
653,0.065484058,0.038176812,0.006130435,0.003855072,0.001521739,0.071698551,0.072829335,0.04783004,0.020822705,0.080232528,0.066689372,0.03435942,0.137721739,0.044813205,0.033945342,0.047373913,0.045123188,0.054488768,0.049288787,0.049915601,0.048609406,0.025528889,0.025859039,0.159657143,0.141979332,0.09096087,0.098121739,0.137563434,0.092682301,0.028869268,0.098736464,0.084563768,0.021880745,0.017314943,0.052773913,0.031986957,0.141581159,0.100968116,0.186995031,0.027618116,0.091617094,0.054532887,0.024509565,0.164670619,0.249002899,0.252144928,0.0,0.0,0.003246377,0.14496087,0.183026087,0.166912077,0.116048576,0.035604141,0.091383751,0.098804251,0.056049275,0.00896715,0.156163628,0.086782609,0.007371805,0.049172174,0.014816563,0.021402319
654,0.072910145,0.053227536,0.000253623,0.0,0.005782609,0.043228986,0.058340702,0.030307246,0.018099034,0.053833816,0.045077778,0.032287923,0.138185507,0.056542673,0.03119302,0.048713043,0.028706159,0.040163043,0.040750877,0.033079113,0.053431056,0.030870145,0.02768177,0.171199172,0.146541147,0.14250942,0.140953623,0.130421851,0.074981994,0.034300855,0.079064812,0.074813043,0.021476605,0.018021789,0.041031079,0.018834783,0.18175314,0.050927536,0.147203727,0.044613768,0.089649498,0.039409142,0.022753623,0.122255072,0.196006211,0.271536232,0.001826087,0.0,0.0,0.129795169,0.127474783,0.135157488,0.104788406,0.022293996,0.064431796,0.098590531,0.007811594,0.000811594,0.142875549,0.157489173,0.007373913,0.050185507,0.014156522,0.023258551
655,0.100617391,0.095111594,0.0,0.0,0.015104348,0.040823188,0.048200244,0.020216337,0.018192271,0.037212238,0.025994444,0.025553623,0.161863768,0.056619002,0.039062762,0.050094686,0.037468116,0.027068841,0.024418307,0.019062745,0.050313635,0.040394783,0.030231579,0.184804348,0.1489908,0.181753623,0.142475362,0.116856187,0.062291436,0.03656544,0.06292429,0.04536087,0.016114286,0.018687856,0.031872142,0.009956522,0.209499034,0.017031884,0.127361491,0.045044928,0.081526124,0.024016945,0.01628058,0.104646904,0.143097723,0.207101449,0.000405797,0.0,0.0,0.113514976,0.08500058,0.102371014,0.095876062,0.020334576,0.043016425,0.09514628,0.004869565,0.000135266,0.107016924,0.223422336,0.005764427,0.044417391,0.013731056,0.016492754
656,0.121768116,0.106662319,0.000557971,0.0,0.003753623,0.022771014,0.041414772,0.014224242,0.012805314,0.036548148,0.014172947,0.011201932,0.184782609,0.070662158,0.051939781,0.047416425,0.043715217,0.019707609,0.013206407,0.012853367,0.043744573,0.044214879,0.026804272,0.182154451,0.142327536,0.201649275,0.116831884,0.111785284,0.065578041,0.036433891,0.055310222,0.044705797,0.009527122,0.020075562,0.024015459,0.014595652,0.173600483,0.004057971,0.122835611,0.043312319,0.073717874,0.0132,0.012486377,0.097557049,0.111205797,0.162463768,0.00284058,0.0,0.0,0.09252657,0.056553043,0.081391304,0.087944228,0.009966046,0.027481423,0.082545314,0.019417391,0.000642512,0.075737821,0.282525149,0.007749144,0.039101063,0.015606004,0.009834203
657,0.132637681,0.126717391,0.000963768,0.0,0.0,0.0,0.039055003,0.013587352,0.008103865,0.032766506,0.01042343,0.005294686,0.175649275,0.093131079,0.05710559,0.057101449,0.044794565,0.016115942,0.007938673,0.009495823,0.038681692,0.047825894,0.022407628,0.163919462,0.134603529,0.206877536,0.09317971,0.113202676,0.077449451,0.0361699,0.048854338,0.060627536,0.002231884,0.016887756,0.020018841,0.021226087,0.14820628,0.001014493,0.117057557,0.066728261,0.066397324,0.007859532,0.010416232,0.109411331,0.08990352,0.149263768,0.009333333,0.0,0.0,0.084569082,0.048935652,0.065576812,0.089530035,0.012701449,0.018479051,0.075990725,0.017762319,0.001386473,0.054557644,0.25198977,0.010814756,0.034118261,0.018047619,0.008689275
658,0.141942029,0.125117391,0.000710145,0.067107246,0.0,0.0,0.038249345,0.014161265,0.008622222,0.018866345,0.009695169,0.000541063,0.148417391,0.095671498,0.05543354,0.065909179,0.058007246,0.013981522,0.006433562,0.006384655,0.034265129,0.047712657,0.021125858,0.13094472,0.116419786,0.174516667,0.077510145,0.119371014,0.103865964,0.037400818,0.05151915,0.05705942,0.0,0.010626287,0.018971498,0.026773913,0.123432367,0.002231884,0.098310973,0.060638406,0.062666667,0.004939576,0.006166377,0.116944664,0.0668294,0.133182609,0.024684058,0.005072464,0.0,0.082130918,0.058176232,0.060542995,0.09070065,0.01510559,0.012108037,0.07736657,0.008826087,0.001792271,0.046592052,0.21058653,0.012462187,0.033306667,0.015735818,0.005933333
659,0.12217971,0.112052174,0.001369565,0.049484058,0.0,0.0,0.031668518,0.011166535,0.006483575,0.003178744,0.007033092,0.0,0.100266667,0.087535266,0.069265898,0.086813527,0.066666304,0.014283333,0.007541724,0.006292072,0.02752239,0.045640966,0.026178795,0.102468323,0.124591178,0.139895652,0.076486957,0.124785061,0.11482881,0.03474411,0.05635285,0.043065217,0.014850518,0.009073063,0.019703704,0.062871014,0.121401932,0.025066667,0.080376398,0.030897101,0.054088443,0.004342921,0.005683478,0.136029249,0.059720497,0.137414493,0.025066667,0.151802899,0.0,0.089995652,0.069130435,0.053799034,0.091877461,0.0256853,0.008360123,0.08450087,0.010814493,0.004200966,0.061223375,0.165457801,0.018115942,0.04274087,0.02062795,0.021033623
660,0.084834783,0.074328986,0.011863768,0.034086957,0.001014493,0.005478261,0.023079867,0.014979183,0.007354589,0.002594525,0.007016425,0.0,0.057924638,0.065975201,0.051347175,0.070585507,0.05126558,0.000798913,0.007178642,0.00201705,0.011948654,0.022421449,0.015285736,0.080204141,0.10925104,0.115963768,0.095005797,0.144524415,0.133050681,0.028002527,0.067538087,0.030508696,0.009738302,0.003655172,0.007185346,0.039591304,0.076130435,0.0,0.082075776,0.01285,0.045453437,0.0,0.002711884,0.106671937,0.0350294,0.111489855,0.027744928,0.980313043,0.007101449,0.086113527,0.100986667,0.057377778,0.074002199,0.022051346,0.009247255,0.069022609,0.010217391,0.029537198,0.05313324,0.122801705,0.007057708,0.017331787,0.004558385,0.011957101
661,0.150110145,0.133550725,0.022473913,0.049484058,0.0,0.0,0.021179675,0.010372332,0.01463285,0.00457971,0.02464686,0.005207729,0.061942029,0.059156844,0.029053298,0.022724638,0.037238768,0.001293478,0.013450191,0.008230179,0.010362378,0.011841546,0.003050496,0.09366294,0.102045495,0.179417391,0.090255072,0.165973913,0.14092455,0.030918618,0.060812522,0.014050725,0.008102692,0.002222489,0.009002738,0.031905797,0.049861836,0.001623188,0.080492754,0.011811594,0.046479227,0.0,0.003695072,0.032690646,0.010904762,0.030237681,0.009333333,0.873368116,0.032162319,0.081591787,0.13029913,0.093953623,0.109213193,0.019248033,0.013296091,0.041581063,0.0,0.023886957,0.045575129,0.094559932,0.000202899,0.000803865,0.003580124,0.000831884
662,0.201211594,0.169498551,0.035385507,0.057924638,0.0,0.0,0.017174437,0.008472991,0.015348792,0.005252818,0.041741546,0.011737198,0.06022029,0.052042834,0.025496717,0.015855072,0.03315,0.000240942,0.018646834,0.011167093,0.008424963,0.012350531,0.004512586,0.086655072,0.081144675,0.207967391,0.062368116,0.178619844,0.132005797,0.032224303,0.053584773,0.006649275,0.015990062,0.003201399,0.011143478,0.020073913,0.044549275,0.005884058,0.067275362,0.016669565,0.041411669,0.002193534,0.013478841,0.017978656,0.001807453,0.032162319,0.098863768,0.148417391,0.017797101,0.071895169,0.113791304,0.131383575,0.067961619,0.05087205,0.005334387,0.038276715,0.0,0.018614493,0.029239645,0.04811867,0.0027278,0.001406763,0.00330766,0.000507246
663,0.130182609,0.105486957,0.041505797,0.056202899,0.0,0.0,0.009307142,0.005671146,0.010033333,0.003035105,0.05328744,0.015563285,0.037214493,0.030727214,0.018861639,0.012119807,0.022272101,0.00261087,0.015406865,0.012042455,0.007991718,0.014750338,0.006916552,0.063204555,0.0586954,0.146018116,0.035176812,0.143920178,0.079116733,0.021281754,0.034369469,0.007846377,0.019901449,0.005485057,0.012430435,0.011082609,0.034229952,0.0,0.043192961,0.012592754,0.027731847,0.002793757,0.015958841,0.008166008,0.001462526,0.009536232,0.970463768,0.080881159,0.005072464,0.062869082,0.086796522,0.134751691,0.03154023,0.066538302,0.014561616,0.042544928,0.0,0.016981643,0.012533333,0.012134697,0.002231884,0.00241971,0.004078675,0.00142029
664,0.099718841,0.052163768,0.035386957,0.038898551,0.0,0.0,0.004852383,0.003983663,0.006229469,0.00194525,0.05406087,0.016711111,0.010707246,0.007347182,0.007903106,0.0,0.007276087,0.015561594,0.017247292,0.014519182,0.017338776,0.022280193,0.008290465,0.040620497,0.035229364,0.080168116,0.012223188,0.088108584,0.039623891,0.011693794,0.018181565,0.004528986,0.022800828,0.009661369,0.009533494,0.006644928,0.018256039,0.0,0.02807619,0.008494203,0.017084801,0.003271349,0.019231304,0.001275626,0.002812836,0.0,1.0,0.005072464,0.008521739,0.062869082,0.061132754,0.131866667,0.013197001,0.048515114,0.030472025,0.059428406,0.0,0.019336232,0.006316971,0.003061211,0.00055336,0.003159034,0.005826501,0.002252174
665,0.055753623,0.023755072,0.028073913,0.012823188,0.0,0.0,0.0027055,0.002864559,0.005404831,0.001127214,0.050173913,0.011864734,0.001521739,0.001743639,0.00430772,0.0,0.000177536,0.031220652,0.01304714,0.01479318,0.025678675,0.024963092,0.013522197,0.021399793,0.017966478,0.027834783,0.001521739,0.04963835,0.022490646,0.007636269,0.008974686,0.011515942,0.016952381,0.014533533,0.006820934,0.004666667,0.00825314,0.0,0.01614617,0.002561594,0.011721145,0.002286288,0.01906087,0.00031357,0.002847205,0.0,0.988081159,0.0,0.012057971,0.064550725,0.017971014,0.081727536,0.004887356,0.039580124,0.042976899,0.077249855,0.0,0.017801932,0.014745769,0.009367093,0.005123057,0.00317913,0.008276605,0.001197101
666,0.055744928,0.032066667,0.015836232,0.007304348,0.0,0.0,0.002104068,0.001650856,0.009542512,0.001600644,0.046882367,0.008034783,0.002942029,0.001764895,0.00600698,0.0,0.0,0.038529348,0.011787033,0.014308951,0.031982609,0.032182802,0.018872311,0.00891677,0.009301827,0.004272464,0.0,0.025327313,0.016300395,0.005598662,0.00395571,0.016042029,0.02070559,0.015875062,0.007383897,0.000202899,0.00729372,0.0,0.010002484,0.00175,0.009781791,0.002554738,0.018830725,0.000175231,0.002036439,0.0,0.858434783,0.0,0.007710145,0.066658937,0.002881159,0.050287923,0.001070465,0.016774327,0.068798946,0.094249662,0.0,0.012004831,0.024241795,0.011351066,0.018167062,0.001230918,0.01336853,0.000811594
667,0.01535942,0.036685507,0.016675362,0.0,0.0,0.0,0.002033665,0.002250593,0.016193237,0.005953623,0.047132126,0.009503382,0.0,0.003076329,0.012485064,0.0,0.0,0.040824275,0.010587033,0.01494919,0.031696539,0.038599034,0.021300381,0.003661905,0.003553245,0.000811594,0.0,0.013564771,0.01181502,0.004701152,0.001533836,0.012852174,0.029531263,0.015374313,0.008642834,0.0,0.009230918,0.0,0.011564389,0.003501449,0.009394575,0.003016276,0.013713623,0.000295125,0.001489855,0.0,0.591907246,0.0,0.002434783,0.077433816,0.001663768,0.02773913,0.000356822,0.0051147,0.09244058,0.096128309,0.0,0.016570048,0.024846564,0.009227962,0.023327009,0.000541063,0.014312008,0.001667826
668,0.021614493,0.046724638,0.03302029,0.0,0.0,0.0,0.005144474,0.007619236,0.028294203,0.012041868,0.05157029,0.013887923,0.0,0.004621578,0.02367903,0.0,0.000456522,0.037772464,0.013690923,0.016636829,0.027381366,0.039298357,0.021578032,0.002465631,0.002562949,0.000228261,0.0,0.008301003,0.009454897,0.004410108,0.001223575,0.007281159,0.039004555,0.01107966,0.006919968,0.0,0.018811594,0.0,0.017891925,0.005018841,0.013113489,0.004888294,0.008743188,0.000820817,0.002404141,0.0,0.426411594,0.0,0.0,0.108545411,0.001907246,0.032512077,0.000563518,0.006539959,0.09573386,0.092904734,0.0,0.032527536,0.018014586,0.007153964,0.02709249,0.000351691,0.015213458,0.003231884
669,0.026391304,0.025689855,0.061115942,0.0,0.0,0.0,0.022016553,0.033772596,0.049497585,0.021089855,0.048709179,0.026635749,0.115576812,0.009498229,0.044309967,0.0,0.00311558,0.030946739,0.023343097,0.017466155,0.023732742,0.040483092,0.025548131,0.003040787,0.005623314,0.001724638,0.0,0.011548272,0.013581203,0.003980974,0.0022383,0.025673913,0.027364803,0.011482659,0.006952013,0.0,0.03878744,0.0,0.030421532,0.015483333,0.022414121,0.006795095,0.00594087,0.005600791,0.00906501,0.0,0.279884058,0.0,0.0,0.141071014,0.004913623,0.056469565,0.003923238,0.015628157,0.078589021,0.065077874,0.0,0.068674396,0.012355306,0.010827621,0.023965217,0.000351691,0.013321325,0.001927536
670,0.008318841,0.007678261,0.095184058,0.007913043,0.0,0.004463768,0.055867644,0.088633202,0.057876329,0.035628986,0.04482343,0.055045411,0.429518841,0.024013205,0.076521976,0.0,0.009977174,0.042811594,0.042085736,0.032920205,0.030597101,0.047905894,0.035189016,0.008921739,0.019352993,0.005747101,0.0,0.027797101,0.021929381,0.010195169,0.007785662,0.022352174,0.038058799,0.011668166,0.017072303,0.000913043,0.079670531,0.0,0.070641822,0.039905797,0.042738016,0.019628986,0.008993623,0.021911199,0.025798344,0.0,0.206086957,0.0,0.0,0.18951401,0.030315362,0.063089855,0.009229585,0.038547412,0.093502152,0.071551304,0.0,0.127368116,0.018224404,0.030575959,0.030545982,0.000554589,0.013007453,0.002577391
671,0.007304348,0.007686957,0.098347826,0.020475362,0.0,0.0,0.065528339,0.107028986,0.036243478,0.062470209,0.058086473,0.079285024,0.524518841,0.044014493,0.103608518,0.003644444,0.014052899,0.05019058,0.075302822,0.061504348,0.035374978,0.049410821,0.041044394,0.025967909,0.044406931,0.018584058,0.0,0.059156076,0.039527273,0.026148346,0.022198338,0.023004348,0.046933333,0.004858171,0.028693881,0.01415942,0.096666667,0.0,0.122220704,0.048422464,0.077127611,0.050308138,0.02268058,0.040800527,0.038177226,0.0,0.069402899,0.0,0.020857971,0.215233333,0.064126377,0.044166184,0.029437681,0.025720083,0.12748845,0.109755362,0.0,0.126268599,0.030940065,0.040588917,0.030803162,0.00164058,0.014633333,0.006410435
