Time_Index,Demand_MW,Demand_MW_25,Demand_MW_30,Demand_MW_35,Demand_heat,Demand_Zero,Demand_MW_SEL,Demand_MW_25_SEL,Demand_MW_30_SEL,Demand_MW_35_SEL,Demand_MW_PUS,Demand_MW_25_PUS,Demand_MW_30_PUS,Demand_MW_35_PUS,Demand_MW_TAE,Demand_MW_25_TAE,Demand_MW_30_TAE,Demand_MW_35_TAE,Demand_MW_INC,Demand_MW_25_INC,Demand_MW_30_INC,Demand_MW_35_INC,Demand_MW_KWJ,Demand_MW_25_KWJ,Demand_MW_30_KWJ,Demand_MW_35_KWJ,Demand_MW_USN,Demand_MW_25_USN,Demand_MW_30_USN,Demand_MW_35_USN,Demand_MW_SJG,Demand_MW_25_SJG,Demand_MW_30_SJG,Demand_MW_35_SJG,Demand_MW_GGI,Demand_MW_25_GGI,Demand_MW_30_GGI,Demand_MW_35_GGI,Demand_MW_GWN,Demand_MW_25_GWN,Demand_MW_30_GWN,Demand_MW_35_GWN,Demand_MW_CNA,Demand_MW_25_CNA,Demand_MW_30_CNA,Demand_MW_35_CNA,Demand_MW_CNB,Demand_MW_25_CNB,Demand_MW_30_CNB,Demand_MW_35_CNB,Demand_MW_DJJ,Demand_MW_25_DJJ,Demand_MW_30_DJJ,Demand_MW_35_DJJ,Demand_MW_JNB,Demand_MW_25_JNB,Demand_MW_30_JNB,Demand_MW_35_JNB,Demand_MW_JNA,Demand_MW_25_JNA,Demand_MW_30_JNA,Demand_MW_35_JNA,Demand_MW_GNB,Demand_MW_25_GNB,Demand_MW_30_GNB,Demand_MW_35_GNB,Demand_MW_GNA,Demand_MW_25_GNA,Demand_MW_30_GNA,Demand_MW_35_GNA,Demand_MW_JEJ,Demand_MW_25_JEJ,Demand_MW_30_JEJ,Demand_MW_35_JEJ,Demand_heat_SEL,Demand_heat_25_SEL,Demand_heat_30_SEL,Demand_heat_35_SEL,Demand_heat_PUS,Demand_heat_25_PUS,Demand_heat_30_PUS,Demand_heat_35_PUS,Demand_heat_TAE,Demand_heat_25_TAE,Demand_heat_30_TAE,Demand_heat_35_TAE,Demand_heat_INC,Demand_heat_25_INC,Demand_heat_30_INC,Demand_heat_35_INC,Demand_heat_KWJ,Demand_heat_25_KWJ,Demand_heat_30_KWJ,Demand_heat_35_KWJ,Demand_heat_USN,Demand_heat_25_USN,Demand_heat_30_USN,Demand_heat_35_USN,Demand_heat_SJG,Demand_heat_25_SJG,Demand_heat_30_SJG,Demand_heat_35_SJG,Demand_heat_GGI,Demand_heat_25_GGI,Demand_heat_30_GGI,Demand_heat_35_GGI,Demand_heat_GWN,Demand_heat_25_GWN,Demand_heat_30_GWN,Demand_heat_35_GWN,Demand_heat_CNA,Demand_heat_25_CNA,Demand_heat_30_CNA,Demand_heat_35_CNA,Demand_heat_CNB,Demand_heat_25_CNB,Demand_heat_30_CNB,Demand_heat_35_CNB,Demand_heat_DJJ,Demand_heat_25_DJJ,Demand_heat_30_DJJ,Demand_heat_35_DJJ,Demand_heat_JNB,Demand_heat_25_JNB,Demand_heat_30_JNB,Demand_heat_35_JNB,Demand_heat_JNA,Demand_heat_25_JNA,Demand_heat_30_JNA,Demand_heat_35_JNA,Demand_heat_GNB,Demand_heat_25_GNB,Demand_heat_30_GNB,Demand_heat_35_GNB,Demand_heat_GNA,Demand_heat_25_GNA,Demand_heat_30_GNA,Demand_heat_35_GNA,Demand_heat_JEJ,Demand_heat_25_JEJ,Demand_heat_30_JEJ,Demand_heat_35_JEJ
165,65740.89527,69699.74167,73219.35532,75911.02056,8700,0,6004.94,6366.55,6688.04,6933.91,2488.92,2638.8,2772.05,2873.96,1969.85,2088.47,2193.93,2274.58,3193.73,3386.05,3557.04,3687.8,1082.26,1147.43,1205.37,1249.68,3554.29,3768.33,3958.62,4104.14,484.09,513.25,539.16,558.98,17112.35,18142.84,19059.0,19759.64,2146.52,2275.78,2390.7,2478.58,5952.14,6310.57,6629.24,6872.94,3572.6,3787.74,3979.0,4125.28,1195.06,1267.03,1331.01,1379.94,2612.04,2769.33,2909.17,3016.12,3909.05,4144.45,4353.73,4513.78,5241.77,5557.42,5838.05,6052.67,4490.27,4760.67,5001.07,5184.92,731.01,775.03,814.17,844.1,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
166,63084.44562,66883.32347,70260.71701,72843.61779,8700,0,5762.3,6109.29,6417.79,6653.72,2388.35,2532.17,2660.04,2757.82,1890.25,2004.08,2105.28,2182.67,3064.68,3249.23,3413.31,3538.79,1038.52,1101.06,1156.66,1199.18,3410.67,3616.06,3798.66,3938.3,464.53,492.51,517.38,536.4,16420.88,17409.73,18288.86,18961.19,2059.78,2183.82,2294.09,2378.43,5711.63,6055.58,6361.36,6595.22,3428.24,3634.68,3818.22,3958.59,1146.77,1215.83,1277.23,1324.18,2506.49,2657.43,2791.62,2894.25,3751.1,3976.98,4177.81,4331.39,5029.96,5332.86,5602.15,5808.09,4308.83,4568.3,4798.99,4975.41,701.47,743.71,781.27,809.99,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
167,60170.98207,63794.41426,67015.82779,69479.44104,8700,0,5496.17,5827.15,6121.4,6346.43,2278.04,2415.23,2537.19,2630.46,1802.95,1911.52,2008.05,2081.87,2923.14,3099.17,3255.67,3375.35,990.56,1050.21,1103.24,1143.8,3253.16,3449.06,3623.22,3756.42,443.08,469.76,493.48,511.62,15662.51,16605.69,17444.22,18085.5,1964.65,2082.96,2188.14,2268.58,5447.84,5775.91,6067.57,6290.63,3269.91,3466.82,3641.88,3775.76,1093.81,1159.68,1218.24,1263.02,2390.73,2534.7,2662.69,2760.58,3577.86,3793.31,3984.86,4131.35,4797.66,5086.57,5343.42,5539.86,4109.83,4357.32,4577.35,4745.62,669.07,709.37,745.19,772.58,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
168,58687.39809,62221.49044,65363.47635,67766.34642,8700,0,5360.66,5683.47,5970.47,6189.95,2221.88,2355.68,2474.63,2565.6,1758.5,1864.39,1958.54,2030.54,2851.07,3022.76,3175.4,3292.13,966.14,1024.32,1076.04,1115.6,3172.95,3364.02,3533.89,3663.8,432.15,458.18,481.32,499.01,15276.33,16196.25,17014.11,17639.58,1916.21,2031.6,2134.19,2212.65,5313.52,5633.5,5917.97,6135.52,3189.29,3381.34,3552.09,3682.67,1066.84,1131.09,1188.2,1231.88,2331.79,2472.2,2597.04,2692.51,3489.64,3699.78,3886.61,4029.49,4679.37,4961.15,5211.67,5403.26,4008.5,4249.89,4464.49,4628.62,652.58,691.88,726.81,753.53,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
169,58297.08221,61807.67015,64928.75947,67315.64862,8700,0,5325.01,5645.67,5930.76,6148.78,2207.1,2340.01,2458.17,2548.54,1746.8,1851.99,1945.51,2017.03,2832.11,3002.65,3154.28,3270.23,959.71,1017.5,1068.89,1108.18,3151.84,3341.64,3510.39,3639.43,429.28,455.13,478.11,495.69,15174.73,16088.54,16900.96,17522.26,1903.47,2018.09,2120.0,2197.93,5278.18,5596.03,5878.61,6094.72,3168.07,3358.85,3528.46,3658.18,1059.75,1123.56,1180.3,1223.69,2316.28,2455.76,2579.77,2674.61,3466.43,3675.18,3860.76,4002.69,4648.24,4928.16,5177.01,5367.33,3981.84,4221.62,4434.8,4597.83,648.24,687.27,721.98,748.52,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
170,56123.97213,59503.69771,62508.4438,64806.35812,8700,0,5126.51,5435.22,5709.68,5919.58,2124.83,2252.78,2366.54,2453.54,1681.69,1782.96,1872.99,1941.84,2726.54,2890.73,3036.7,3148.33,923.94,979.58,1029.04,1066.87,3034.35,3217.08,3379.53,3503.77,413.28,438.17,460.29,477.21,14609.07,15488.81,16270.95,16869.09,1832.51,1942.86,2040.97,2116.0,5081.43,5387.43,5659.48,5867.53,3049.98,3233.65,3396.93,3521.81,1020.24,1081.68,1136.3,1178.08,2229.94,2364.22,2483.6,2574.91,3337.22,3538.18,3716.85,3853.48,4474.97,4744.45,4984.03,5167.25,3833.41,4064.26,4269.49,4426.44,624.07,661.65,695.07,720.62,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
171,54825.47653,58127.00809,61062.23577,63306.98508,8700,0,5007.9,5309.47,5577.58,5782.62,2075.67,2200.66,2311.79,2396.77,1642.78,1741.7,1829.66,1896.92,2663.45,2823.84,2966.44,3075.49,902.56,956.91,1005.23,1042.19,2964.15,3142.65,3301.34,3422.7,403.72,428.03,449.64,466.17,14271.07,15130.46,15894.5,16478.81,1790.11,1897.91,1993.75,2067.05,4963.87,5262.78,5528.54,5731.78,2979.41,3158.83,3318.34,3440.33,996.64,1056.66,1110.01,1150.82,2178.34,2309.52,2426.14,2515.33,3260.0,3456.32,3630.85,3764.33,4371.44,4634.68,4868.72,5047.7,3744.72,3970.22,4170.71,4324.03,609.64,646.35,678.99,703.95,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
172,54021.82858,57274.96532,60167.16757,62379.01268,8700,0,4934.49,5231.64,5495.82,5697.86,2045.24,2168.4,2277.9,2361.64,1618.7,1716.17,1802.84,1869.11,2624.41,2782.45,2922.96,3030.41,889.33,942.89,990.5,1026.91,2920.7,3096.58,3252.95,3372.53,397.8,421.75,443.05,459.34,14061.88,14908.67,15661.51,16237.26,1763.87,1870.09,1964.53,2036.75,4891.1,5185.64,5447.5,5647.76,2935.74,3112.53,3269.7,3389.9,982.03,1041.17,1093.74,1133.95,2146.41,2275.67,2390.58,2478.46,3212.22,3405.66,3577.63,3709.15,4307.36,4566.75,4797.35,4973.71,3689.83,3912.03,4109.57,4260.65,600.7,636.87,669.03,693.63,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
173,53987.30433,57238.36206,60128.71596,62339.14753,8700,0,4931.34,5228.3,5492.31,5694.22,2043.93,2167.02,2276.44,2360.13,1617.66,1715.08,1801.68,1867.92,2622.74,2780.67,2921.09,3028.47,888.76,942.28,989.87,1026.25,2918.83,3094.6,3250.87,3370.38,397.54,421.48,442.77,459.05,14052.9,14899.15,15651.5,16226.88,1762.75,1868.9,1963.27,2035.44,4887.98,5182.33,5444.02,5644.15,2933.87,3110.54,3267.61,3387.73,981.4,1040.5,1093.04,1133.23,2145.04,2274.21,2389.05,2476.88,3210.17,3403.48,3575.34,3706.78,4304.61,4563.83,4794.29,4970.53,3687.47,3909.53,4106.95,4257.92,600.31,636.47,668.6,693.18,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
174,54605.8639,57894.17062,60817.64075,63053.39835,8700,0,4987.84,5288.2,5555.24,5759.46,2067.35,2191.85,2302.53,2387.17,1636.2,1734.73,1822.33,1889.32,2652.79,2812.53,2954.56,3063.17,898.95,953.08,1001.21,1038.01,2952.28,3130.06,3288.12,3408.99,402.1,426.31,447.84,464.3,14213.91,15069.85,15830.83,16412.8,1782.94,1890.31,1985.77,2058.77,4943.98,5241.7,5506.39,5708.82,2967.48,3146.18,3305.05,3426.55,992.65,1052.42,1105.57,1146.21,2169.62,2300.27,2416.43,2505.26,3246.95,3442.47,3616.31,3749.25,4353.93,4616.12,4849.22,5027.48,3729.72,3954.32,4154.0,4306.71,607.19,643.76,676.27,701.13,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
175,57012.0127,60445.21513,63497.50483,65831.77869,8700,0,5207.62,5521.22,5800.03,6013.24,2158.45,2288.43,2403.99,2492.36,1708.3,1811.17,1902.63,1972.57,2769.68,2936.46,3084.75,3198.15,938.56,995.08,1045.32,1083.75,3082.37,3267.98,3433.0,3559.21,419.82,445.1,467.57,484.76,14840.23,15733.89,16528.4,17136.01,1861.51,1973.61,2073.27,2149.48,5161.83,5472.67,5749.03,5960.37,3098.24,3284.81,3450.68,3577.54,1036.39,1098.8,1154.28,1196.72,2265.22,2401.63,2522.9,2615.65,3390.02,3594.16,3775.66,3914.46,4545.78,4819.52,5062.89,5249.01,3894.07,4128.56,4337.04,4496.48,633.95,672.12,706.06,732.02,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
176,61308.36448,65000.28862,68282.59494,70792.77666,8700,0,5600.06,5937.29,6237.11,6466.39,2321.11,2460.88,2585.15,2680.18,1837.03,1947.65,2046.0,2121.22,2978.4,3157.75,3317.21,3439.16,1009.28,1070.06,1124.1,1165.42,3314.65,3514.25,3691.71,3827.43,451.45,478.64,502.81,521.29,15958.57,16919.57,17773.96,18427.36,2001.79,2122.33,2229.51,2311.47,5550.82,5885.09,6182.27,6409.54,3331.72,3532.35,3710.72,3847.14,1114.49,1181.6,1241.27,1286.9,2435.92,2582.61,2713.03,2812.76,3645.49,3865.01,4060.19,4209.44,4888.34,5182.72,5444.43,5644.57,4187.52,4439.69,4663.88,4835.33,681.72,722.77,759.27,787.18,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
177,67189.95498,71236.06221,74833.25512,77584.25,8700,0,6137.3,6506.88,6835.46,7086.74,2543.78,2696.96,2833.15,2937.3,2013.27,2134.5,2242.29,2324.72,3264.13,3460.69,3635.44,3769.09,1106.11,1172.72,1231.94,1277.23,3632.64,3851.39,4045.87,4194.61,494.76,524.56,551.05,571.3,17489.55,18542.75,19479.1,20195.18,2193.83,2325.94,2443.39,2533.21,6083.34,6449.67,6775.36,7024.43,3651.35,3871.23,4066.71,4216.21,1221.41,1294.96,1360.35,1410.36,2669.61,2830.37,2973.3,3082.6,3995.22,4235.8,4449.7,4613.28,5357.31,5679.92,5966.73,6186.08,4589.25,4865.61,5111.3,5299.2,747.12,792.11,832.11,862.7,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
178,69692.00449,73888.78246,77619.92925,80473.3669,8700,0,6365.85,6749.19,7090.0,7350.64,2638.51,2797.39,2938.65,3046.68,2088.24,2213.99,2325.79,2411.29,3385.68,3589.56,3770.82,3909.44,1147.3,1216.39,1277.81,1324.79,3767.91,3994.81,4196.54,4350.81,513.19,544.09,571.57,592.58,18140.83,19233.25,20204.47,20947.22,2275.52,2412.55,2534.38,2627.55,6309.87,6689.85,7027.66,7286.01,3787.32,4015.38,4218.15,4373.21,1266.89,1343.18,1411.01,1462.88,2769.02,2935.77,3084.02,3197.39,4143.99,4393.54,4615.4,4785.07,5556.8,5891.43,6188.93,6416.44,4760.14,5046.79,5301.64,5496.54,774.94,821.61,863.1,894.83,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
179,69762.01201,73963.00576,77697.90058,80554.20459,8700,0,6372.24,6755.97,7097.13,7358.03,2641.16,2800.2,2941.61,3049.74,2090.33,2216.21,2328.12,2413.71,3389.08,3593.17,3774.61,3913.37,1148.45,1217.61,1279.1,1326.12,3771.7,3998.82,4200.75,4355.18,513.7,544.64,572.14,593.17,18159.05,19252.57,20224.76,20968.26,2277.81,2414.98,2536.93,2630.19,6316.21,6696.57,7034.72,7293.33,3791.12,4019.42,4222.38,4377.61,1268.16,1344.53,1412.42,1464.35,2771.81,2938.72,3087.12,3200.6,4148.15,4397.95,4620.03,4789.87,5562.39,5897.35,6195.14,6422.89,4764.93,5051.86,5306.97,5502.06,775.72,822.44,863.97,895.73,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
180,69332.37683,73507.49841,77219.39157,80058.10479,8700,0,6333.0,6714.36,7053.42,7312.71,2624.89,2782.96,2923.49,3030.96,2077.46,2202.56,2313.78,2398.84,3368.21,3571.04,3751.36,3889.27,1141.38,1210.11,1271.22,1317.95,3748.47,3974.2,4174.88,4328.36,510.54,541.29,568.62,589.52,18047.22,19134.0,20100.21,20839.12,2263.78,2400.1,2521.3,2613.99,6277.31,6655.33,6991.4,7248.41,3767.77,3994.66,4196.38,4350.65,1260.35,1336.25,1403.72,1455.33,2754.74,2920.62,3068.1,3180.89,4122.61,4370.87,4591.58,4760.37,5528.13,5861.03,6156.99,6383.33,4735.58,5020.75,5274.28,5468.17,770.95,817.37,858.65,890.21,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
181,67020.21073,71056.09614,74644.20134,77388.24629,8700,0,6121.8,6490.45,6818.19,7068.84,2537.35,2690.15,2825.99,2929.88,2008.18,2129.11,2236.62,2318.84,3255.88,3451.95,3626.26,3759.57,1103.32,1169.76,1228.83,1274.0,3623.46,3841.66,4035.65,4184.01,493.51,523.23,549.66,569.86,17445.36,18495.9,19429.89,20144.16,2188.29,2320.06,2437.22,2526.82,6067.97,6433.38,6758.24,7006.69,3642.12,3861.45,4056.44,4205.56,1218.32,1291.69,1356.91,1406.79,2662.87,2823.22,2965.79,3074.81,3985.12,4225.1,4438.46,4601.62,5343.77,5665.57,5951.66,6170.45,4577.65,4853.31,5098.39,5285.82,745.24,790.11,830.01,860.52,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
182,69837.77357,74043.3296,77782.28052,80641.68648,8700,0,6379.16,6763.31,7104.83,7366.02,2644.02,2803.25,2944.8,3053.06,2092.6,2218.62,2330.65,2416.33,3392.76,3597.07,3778.71,3917.62,1149.7,1218.93,1280.49,1327.56,3775.79,4003.17,4205.31,4359.91,514.26,545.23,572.76,593.82,18178.77,19273.48,20246.73,20991.03,2280.28,2417.6,2539.68,2633.04,6323.07,6703.84,7042.36,7301.25,3795.24,4023.78,4226.97,4382.36,1269.54,1345.99,1413.96,1465.94,2774.82,2941.91,3090.47,3204.08,4152.66,4402.73,4625.05,4795.08,5568.43,5903.75,6201.87,6429.86,4770.1,5057.35,5312.73,5508.03,776.57,823.33,864.9,896.7,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
183,71365.47187,75663.02426,79483.76457,82405.71991,8700,0,6518.71,6911.25,7260.25,7527.15,2701.86,2864.57,3009.22,3119.84,2138.38,2267.15,2381.63,2469.19,3466.98,3675.75,3861.37,4003.32,1174.85,1245.6,1308.5,1356.6,3858.39,4090.74,4297.31,4455.28,525.51,557.16,585.29,606.81,18576.43,19695.09,20689.62,21450.21,2330.16,2470.48,2595.24,2690.64,6461.39,6850.49,7196.41,7460.96,3878.26,4111.8,4319.44,4478.22,1297.31,1375.43,1444.89,1498.0,2835.52,3006.27,3158.07,3274.17,4243.5,4499.04,4726.22,4899.97,5690.24,6032.9,6337.54,6570.52,4874.45,5167.98,5428.95,5628.52,793.55,841.34,883.82,916.32,793.05,793.05,793.05,793.05,345.23,345.23,345.23,345.23,264.61,264.61,264.61,264.61,410.37,410.37,410.37,410.37,147.52,147.52,147.52,147.52,506.92,506.92,506.92,506.92,65.75,65.75,65.75,65.75,2266.39,2266.39,2266.39,2266.39,264.16,264.16,264.16,264.16,793.6,793.6,793.6,793.6,436.54,436.54,436.54,436.54,160.55,160.55,160.55,160.55,342.97,342.97,342.97,342.97,532.21,532.21,532.21,532.21,693.39,693.39,693.39,693.39,578.94,578.94,578.94,578.94,97.8,97.8,97.8,97.8
