Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--charcoal_production,transforms--electricity_consumption,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--charcoal_edge--commodity,edges--charcoal_edge--unidirectional,edges--charcoal_edge--has_capacity,edges--charcoal_edge--end_vertex,edges--elec_edge--commodity,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--elec_edge--start_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
BECCSCharcoal,BR_N_BECCS_charcoal,Biomass,TRUE,2.67,0.1,0.9,1.8,0.2,Biomass_Wood,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,biomass_wood_BR_N,0.3,50,124299.58,0,0,system/availability.csv,Availability_One,Charcoal,TRUE,FALSE,charcoal_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSCharcoal,BR_NE_BECCS_charcoal,Biomass,TRUE,2.67,0.1,0.9,1.8,0.2,Biomass_Wood,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,biomass_wood_BR_NE,0.3,50,124299.58,0,,system/availability.csv,Availability_One,Charcoal,TRUE,FALSE,charcoal_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSCharcoal,BR_CW_BECCS_charcoal,Biomass,TRUE,2.67,0.1,0.9,1.8,0.2,Biomass_Wood,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,biomass_wood_BR_CW,0.3,50,124299.58,0,,system/availability.csv,Availability_One,Charcoal,TRUE,FALSE,charcoal_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSCharcoal,BR_SE_BECCS_charcoal,Biomass,TRUE,2.67,0.1,0.9,1.8,0.2,Biomass_Wood,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,biomass_wood_BR_SE,0.3,50,124299.58,0,,system/availability.csv,Availability_One,Charcoal,TRUE,FALSE,charcoal_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSCharcoal,BR_S_BECCS_charcoal,Biomass,TRUE,2.67,0.1,0.9,1.8,0.2,Biomass_Wood,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,biomass_wood_BR_S,0.3,50,124299.58,0,,system/availability.csv,Availability_One,Charcoal,TRUE,FALSE,charcoal_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
